time,x,y,z
15:15:14:7,-0.23,-0.12,0.89
15:15:14:7,-0.24,-0.12,0.89
15:15:14:7,-0.24,-0.13,0.88
15:15:14:7,-0.24,-0.13,0.88
15:15:14:7,-0.24,-0.13,0.88
15:15:14:7,-0.25,-0.14,0.88
15:15:14:8,-0.25,-0.14,0.89
15:15:14:8,-0.26,-0.14,0.88
15:15:14:8,-0.26,-0.14,0.89
15:15:14:8,-0.27,-0.15,0.88
15:15:14:8,-0.28,-0.15,0.89
15:15:14:8,-0.27,-0.15,0.89
15:15:14:8,-0.27,-0.15,0.89
15:15:14:8,-0.27,-0.14,0.89
15:15:14:8,-0.26,-0.14,0.89
15:15:14:8,-0.26,-0.13,0.89
15:15:14:8,-0.25,-0.13,0.88
15:15:14:8,-0.25,-0.13,0.89
15:15:14:8,-0.25,-0.13,0.88
15:15:14:8,-0.25,-0.13,0.89
15:15:14:8,-0.25,-0.13,0.89
15:15:14:8,-0.26,-0.13,0.89
15:15:14:8,-0.26,-0.13,0.89
15:15:14:8,-0.26,-0.13,0.89
15:15:14:8,-0.26,-0.13,0.89
15:15:14:8,-0.26,-0.13,0.89
15:15:14:9,-0.25,-0.13,0.89
15:15:14:9,-0.25,-0.13,0.89
15:15:14:9,-0.25,-0.13,0.89
15:15:14:9,-0.25,-0.13,0.89
15:15:14:9,-0.25,-0.13,0.89
15:15:14:9,-0.25,-0.13,0.89
15:15:14:9,-0.26,-0.13,0.88
15:15:14:9,-0.25,-0.13,0.88
15:15:14:9,-0.25,-0.13,0.88
15:15:14:9,-0.25,-0.13,0.88
15:15:14:9,-0.25,-0.14,0.89
15:15:14:9,-0.25,-0.14,0.89
15:15:14:9,-0.25,-0.14,0.88
15:15:14:9,-0.25,-0.14,0.89
15:15:14:9,-0.25,-0.14,0.90
15:15:14:9,-0.25,-0.14,0.89
15:15:14:9,-0.25,-0.15,0.89
15:15:14:9,-0.25,-0.14,0.89
15:15:14:9,-0.25,-0.15,0.88
15:15:14:9,-0.24,-0.14,0.89
15:15:15:0,-0.24,-0.14,0.90
15:15:15:0,-0.24,-0.14,0.90
15:15:15:0,-0.24,-0.14,0.89
15:15:15:0,-0.23,-0.14,0.90
15:15:15:0,-0.24,-0.14,0.89
15:15:15:0,-0.24,-0.14,0.89
15:15:15:0,-0.24,-0.14,0.89
15:15:15:0,-0.24,-0.14,0.89
15:15:15:0,-0.25,-0.14,0.90
15:15:15:0,-0.24,-0.14,0.89
15:15:15:0,-0.25,-0.14,0.89
15:15:15:0,-0.25,-0.14,0.88
15:15:15:0,-0.26,-0.14,0.89
15:15:15:0,-0.25,-0.15,0.89
15:15:15:0,-0.26,-0.14,0.89
15:15:15:0,-0.25,-0.15,0.88
15:15:15:0,-0.25,-0.14,0.89
15:15:15:0,-0.25,-0.15,0.89
15:15:15:0,-0.24,-0.15,0.90
15:15:15:0,-0.24,-0.14,0.90
15:15:15:1,-0.24,-0.15,0.91
15:15:15:1,-0.25,-0.14,0.90
15:15:15:1,-0.24,-0.15,0.90
15:15:15:1,-0.24,-0.15,0.90
15:15:15:1,-0.23,-0.14,0.90
15:15:15:1,-0.23,-0.15,0.91
15:15:15:1,-0.24,-0.14,0.91
15:15:15:1,-0.24,-0.14,0.90
15:15:15:1,-0.24,-0.13,0.90
15:15:15:1,-0.24,-0.13,0.91
15:15:15:1,-0.24,-0.12,0.92
15:15:15:1,-0.24,-0.12,0.93
15:15:15:1,-0.25,-0.13,0.94
15:15:15:1,-0.25,-0.13,0.95
15:15:15:1,-0.25,-0.13,0.94
15:15:15:1,-0.26,-0.14,0.94
15:15:15:1,-0.27,-0.15,0.93
15:15:15:1,-0.27,-0.15,0.93
15:15:15:1,-0.28,-0.16,0.92
