Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
54914.7,0.0,-0.23,-0.12,0.89,-0.03,-0.01,0.01,41.66080652123768,4.34104676720758,1.4461362176685626,
54914.8,0.10000000000582077,-0.25,-0.14,0.89,-0.03,0.04,0.00,42.05594131629917,4.335768594074216,1.419227288068665,
54914.9,0.20000000000436557,-0.25,-0.13,0.89,-0.05,-0.04,0.03,42.22030317276275,4.32675444309809,1.4697250109963573,
54915.0,0.3000000000029104,-0.24,-0.14,0.90,-0.06,-0.10,0.03,41.94589014432761,4.320255220315941,1.4589912245706878,
54915.1,0.4000000000014552,-0.24,-0.15,0.91,-0.08,-0.16,0.04,42.391332840570136,4.349308591210772,1.4523349216380395,
54915.2,0.5,-0.29,-0.17,0.91,-0.02,-0.10,0.15,42.56926003585217,4.291594950176723,1.453778538720085,
54915.3,0.6000000000058208,-0.22,-0.15,0.88,-0.19,-0.20,0.22,43.709731181969076,4.266697368499208,1.4961440730282694,
54915.4,0.7000000000043656,-0.21,-0.11,0.91,-0.20,-0.35,0.27,41.50655129012768,4.202765526783778,1.441541405629436,
54915.5,0.8000000000029104,-0.25,-0.12,0.86,-0.19,-0.24,0.48,42.37374304920442,4.154167327543943,1.4572749605911495,
54915.6,0.9000000000014552,-0.23,-0.12,0.89,-0.22,-0.26,0.95,41.503384199363786,4.119403924126844,1.448331731197043,
54915.7,1.0,-0.25,-0.20,0.91,-0.25,-0.25,1.31,42.130759546915364,4.0038403560464895,1.467600641328624,
54915.8,1.1000000000058208,-0.26,-0.23,0.85,-0.20,-0.47,1.68,43.22070568604821,3.896647114502459,1.445995234414364,
54915.9,1.2000000000043656,-0.14,-0.27,0.86,-0.32,-0.70,1.76,42.73682487036209,3.675014735407604,1.4452822531615808,
54916.0,1.3000000000029104,-0.12,-0.32,0.98,-0.35,-0.43,1.73,43.88100044438367,3.5113545501392913,1.4485715893160265,
54916.1,1.4000000000014552,-0.16,-0.34,0.87,-0.03,-0.24,1.62,40.502846813526574,3.3176251990816263,1.4176161206396283,
54916.2,1.5,-0.12,-0.28,0.79,-0.07,-0.62,1.66,38.91414267332637,3.1460616038600144,1.3584845758820174,
54916.3,1.6000000000058208,-0.03,-0.31,0.90,-0.11,-0.62,1.68,40.13956776050286,2.9924229999332255,1.3208140165514093,
54916.4,1.7000000000043656,-0.10,-0.33,0.88,-0.04,0.00,1.65,38.767886194632794,2.8646974361345787,1.282297059597635,
54916.5,1.8000000000029104,-0.11,-0.31,0.88,0.04,-0.29,1.50,35.58810053936568,2.706114093414718,1.240263897138866,
54916.6,1.9000000000014552,-0.09,-0.29,0.90,-0.00,-0.41,1.43,33.21293422749637,2.494144783190009,1.2405550689603884,
54916.7,2.0,-0.06,-0.24,0.89,-0.01,-0.18,1.45,32.10384400659834,2.370009714104943,1.180308271847775,
54916.8,2.1000000000058208,-0.16,-0.24,0.89,-0.08,-0.03,1.45,27.441213530017215,2.2081674271874823,1.156752682729904,
54916.9,2.2000000000043656,-0.16,-0.26,0.88,-0.05,-0.14,1.44,26.460410049732793,1.9919826282602158,1.0511295372944698,
54917.0,2.3000000000029104,-0.14,-0.25,0.88,-0.14,-0.10,1.42,24.505652409189192,1.7193167343753923,0.9597250734126896,
