Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,
0.188889,0.035929,,,,,,,,,,0.046594,,,,,,,,,,-0.036928,,,,,,,,,,0.057131,,,,,,,,,,-0.034868,,,,,,,,,,0.005394,,,,,,,,,,0.000000,,,,,,,,,,-0.049060,,,,,,,,,,-0.030962,,,,,,,,,,
0.200000,0.047902,,,,,,,,,,0.051726,,,,,,,,,,-0.046691,,,,,,,,,,0.032712,,,,,,,,,,-0.027937,,,,,,,,,,0.008404,,,,,,,,,,0.000000,,,,,,,,,,-0.057040,,,,,,,,,,-0.040190,,,,,,,,,,
0.211111,0.059664,,,,,,,,,,0.054684,,,,,,,,,,-0.043813,,,,,,,,,,0.009948,,,,,,,,,,-0.025712,,,,,,,,,,0.002561,,,,,,,,,,0.000000,,,,,,,,,,-0.063561,,,,,,,,,,-0.048926,,,,,,,,,,
0.222222,0.067493,,,,,,,,,,0.054076,,,,,,,,,,-0.038473,,,,,,,,,,-0.010471,,,,,,,,,,-0.017413,,,,,,,,,,0.000437,,,,,,,,,,0.000000,,,,,,,,,,-0.065025,,,,,,,,,,-0.056062,,,,,,,,,,
0.233333,0.072561,,,,,,,,,,0.050275,,,,,,,,,,-0.029330,,,,,,,,,,-0.020818,,,,,,,,,,-0.012878,,,,,,,,,,0.001676,,,,,,,,,,0.000000,,,,,,,,,,-0.062324,,,,,,,,,,-0.064073,,,,,,,,,,
0.244444,0.075010,,,,,,,,,,0.047040,,,,,,,,,,-0.028418,,,,,,,,,,-0.021646,,,,,,,,,,-0.009027,,,,,,,,,,-0.003281,,,,,,,,,,0.000000,,,,,,,,,,-0.057916,,,,,,,,,,-0.071213,,,,,,,,,,
0.255556,0.077618,,,,,,,,,,0.043865,,,,,,,,,,-0.029152,,,,,,,,,,-0.019852,,,,,,,,,,-0.009370,,,,,,,,,,-0.008769,,,,,,,,,,0.000000,,,,,,,,,,-0.054341,,,,,,,,,,-0.077750,,,,,,,,,,
0.266667,0.081306,,,,,,,,,,0.041050,,,,,,,,,,-0.024922,,,,,,,,,,-0.014334,,,,,,,,,,-0.009626,,,,,,,,,,-0.013018,,,,,,,,,,0.000000,,,,,,,,,,-0.052440,,,,,,,,,,-0.083912,,,,,,,,,,
0.277778,0.082257,,,,,,,,,,0.039498,,,,,,,,,,-0.024416,,,,,,,,,,-0.011988,,,,,,,,,,-0.001925,,,,,,,,,,-0.011778,,,,,,,,,,0.000000,,,,,,,,,,-0.049992,,,,,,,,,,-0.088512,,,,,,,,,,
0.288889,0.081370,,,,,,,,,,0.038879,,,,,,,,,,-0.022467,,,,,,,,,,-0.003159,,,,,,,,,,0.003294,,,,,,,,,,-0.015850,,,,,,,,,,0.000000,,,,,,,,,,-0.047972,,,,,,,,,,-0.088711,,,,,,,,,,
0.300000,0.077523,,,,,,,,,,0.038935,,,,,,,,,,-0.027975,,,,,,,,,,0.003050,,,,,,,,,,0.018952,,,,,,,,,,-0.017620,,,,,,,,,,0.000000,,,,,,,,,,-0.046220,,,,,,,,,,-0.086042,,,,,,,,,,
0.311111,0.070257,,,,,,,,,,0.039802,,,,,,,,,,-0.033328,,,,,,,,,,0.005533,,,,,,,,,,0.032215,,,,,,,,,,-0.022931,,,,,,,,,,0.000000,,,,,,,,,,-0.045575,,,,,,,,,,-0.079206,,,,,,,,,,
0.322222,0.058371,,,,,,,,,,0.043013,,,,,,,,,,-0.036103,,,,,,,,,,0.007740,,,,,,,,,,0.052579,,,,,,,,,,-0.032314,,,,,,,,,,0.000000,,,,,,,,,,-0.044407,,,,,,,,,,-0.068085,,,,,,,,,,
0.333333,0.045732,,,,,,,,,,0.046788,,,,,,,,,,-0.040797,,,,,,,,,,0.017398,,,,,,,,,,0.068323,,,,,,,,,,-0.043999,,,,,,,,,,0.000000,,,,,,,,,,-0.042291,,,,,,,,,,-0.054552,,,,,,,,,,
0.346154,0.032846,,,,,,,,,,0.047512,,,,,,,,,,-0.036753,,,,,,,,,,0.023192,,,,,,,,,,0.064558,,,,,,,,,,-0.049487,,,,,,,,,,0.000000,,,,,,,,,,-0.039338,,,,,,,,,,-0.041994,,,,,,,,,,
0.358974,0.015444,,,,,,,,,,0.048702,,,,,,,,,,-0.039823,,,,,,,,,,0.022640,,,,,,,,,,0.063275,,,,,,,,,,-0.047539,,,,,,,,,,0.000000,,,,,,,,,,-0.036377,,,,,,,,,,-0.027825,,,,,,,,,,
0.371795,-0.000719,,,,,,,,,,0.049827,,,,,,,,,,-0.042105,,,,,,,,,,0.022640,,,,,,,,,,0.062932,,,,,,,,,,-0.045415,,,,,,,,,,0.000000,,,,,,,,,,-0.033338,,,,,,,,,,-0.014624,,,,,,,,,,
0.384615,-0.015703,,,,,,,,,,0.050531,,,,,,,,,,-0.041705,,,,,,,,,,0.020571,,,,,,,,,,0.056002,,,,,,,,,,-0.040635,,,,,,,,,,0.000000,,,,,,,,,,-0.030183,,,,,,,,,,-0.003273,,,,,,,,,,
0.397436,-0.028918,,,,,,,,,,0.051204,,,,,,,,,,-0.040616,,,,,,,,,,0.015604,,,,,,,,,,0.044108,,,,,,,,,,-0.029659,,,,,,,,,,0.000000,,,,,,,,,,-0.027319,,,,,,,,,,0.006508,,,,,,,,,,
0.410256,-0.037439,,,,,,,,,,0.051744,,,,,,,,,,-0.037924,,,,,,,,,,0.012707,,,,,,,,,,0.026824,,,,,,,,,,-0.018506,,,,,,,,,,0.000000,,,,,,,,,,-0.024991,,,,,,,,,,0.013312,,,,,,,,,,
0.423077,-0.041570,,,,,,,,,,0.050455,,,,,,,,,,-0.036652,,,,,,,,,,0.005395,,,,,,,,,,0.003636,,,,,,,,,,-0.006998,,,,,,,,,,0.000000,,,,,,,,,,-0.024040,,,,,,,,,,0.016452,,,,,,,,,,
0.435897,-0.043639,,,,,,,,,,0.047454,,,,,,,,,,-0.029575,,,,,,,,,,-0.008401,,,,,,,,,,-0.018953,,,,,,,,,,0.009112,,,,,,,,,,0.000000,,,,,,,,,,-0.023869,,,,,,,,,,0.016256,,,,,,,,,,
0.448718,-0.043267,,,,,,,,,,0.047387,,,,,,,,,,-0.027565,,,,,,,,,,-0.016955,,,,,,,,,,-0.024600,,,,,,,,,,0.018672,,,,,,,,,,0.000000,,,,,,,,,,-0.024362,,,,,,,,,,0.015216,,,,,,,,,,
0.461538,-0.036961,,,,,,,,,,0.047137,,,,,,,,,,-0.020754,,,,,,,,,,-0.013920,,,,,,,,,,-0.046248,,,,,,,,,,0.019734,,,,,,,,,,0.000000,,,,,,,,,,-0.024874,,,,,,,,,,0.013166,,,,,,,,,,
0.474359,-0.027418,,,,,,,,,,0.047701,,,,,,,,,,-0.015675,,,,,,,,,,-0.009919,,,,,,,,,,-0.073372,,,,,,,,,,0.029825,,,,,,,,,,0.000000,,,,,,,,,,-0.027119,,,,,,,,,,0.008622,,,,,,,,,,
0.487179,-0.011943,,,,,,,,,,0.047806,,,,,,,,,,-0.018039,,,,,,,,,,-0.014748,,,,,,,,,,-0.076366,,,,,,,,,,0.043279,,,,,,,,,,0.000000,,,,,,,,,,-0.031923,,,,,,,,,,-0.002080,,,,,,,,,,
0.500000,0.005310,,,,,,,,,,0.046790,,,,,,,,,,-0.018647,,,,,,,,,,-0.012678,,,,,,,,,,-0.078078,,,,,,,,,,0.040270,,,,,,,,,,0.000000,,,,,,,,,,-0.035336,,,,,,,,,,-0.015972,,,,,,,,,,
0.516667,0.021911,,,,,,,,,,0.045458,,,,,,,,,,-0.014661,,,,,,,,,,-0.009091,,,,,,,,,,-0.072088,,,,,,,,,,0.033011,,,,,,,,,,0.000000,,,,,,,,,,-0.039110,,,,,,,,,,-0.029233,,,,,,,,,,
0.533333,0.038119,,,,,,,,,,0.044311,,,,,,,,,,-0.018386,,,,,,,,,,-0.002883,,,,,,,,,,-0.067896,,,,,,,,,,0.026461,,,,,,,,,,0.000000,,,,,,,,,,-0.042678,,,,,,,,,,-0.042005,,,,,,,,,,
0.550000,0.053006,,,,,,,,,,0.043509,,,,,,,,,,-0.023257,,,,,,,,,,0.004705,,,,,,,,,,-0.058740,,,,,,,,,,0.018495,,,,,,,,,,0.000000,,,,,,,,,,-0.047115,,,,,,,,,,-0.053946,,,,,,,,,,
0.566667,0.063658,,,,,,,,,,0.043987,,,,,,,,,,-0.030052,,,,,,,,,,0.007740,,,,,,,,,,-0.048644,,,,,,,,,,0.015485,,,,,,,,,,0.000000,,,,,,,,,,-0.052504,,,,,,,,,,-0.062449,,,,,,,,,,
0.583333,0.072256,,,,,,,,,,0.044883,,,,,,,,,,-0.035441,,,,,,,,,,-0.000813,,,,,,,,,,-0.021520,,,,,,,,,,0.013184,,,,,,,,,,0.000000,,,,,,,,,,-0.058104,,,,,,,,,,-0.069235,,,,,,,,,,
0.600000,0.075631,,,,,,,,,,0.044019,,,,,,,,,,-0.038609,,,,,,,,,,-0.020128,,,,,,,,,,0.014674,,,,,,,,,,0.000968,,,,,,,,,,0.000000,,,,,,,,,,-0.059572,,,,,,,,,,-0.074038,,,,,,,,,,
0.616667,0.069652,,,,,,,,,,0.042244,,,,,,,,,,-0.033617,,,,,,,,,,-0.038753,,,,,,,,,,0.028707,,,,,,,,,,-0.013018,,,,,,,,,,0.000000,,,,,,,,,,-0.055180,,,,,,,,,,-0.072138,,,,,,,,,,
0.633333,0.059167,,,,,,,,,,0.038432,,,,,,,,,,-0.025172,,,,,,,,,,-0.057654,,,,,,,,,,0.039916,,,,,,,,,,-0.012132,,,,,,,,,,0.000000,,,,,,,,,,-0.048777,,,,,,,,,,-0.063240,,,,,,,,,,
0.650000,0.047492,,,,,,,,,,0.031722,,,,,,,,,,-0.018264,,,,,,,,,,-0.070484,,,,,,,,,,0.041113,,,,,,,,,,-0.007707,,,,,,,,,,0.000000,,,,,,,,,,-0.039686,,,,,,,,,,-0.051301,,,,,,,,,,
0.666667,0.036688,,,,,,,,,,0.023824,,,,,,,,,,0.009144,,,,,,,,,,-0.072692,,,,,,,,,,0.047959,,,,,,,,,,-0.007175,,,,,,,,,,0.000000,,,,,,,,,,-0.029896,,,,,,,,,,-0.038296,,,,,,,,,,
0.690476,0.024317,,,,,,,,,,0.015876,,,,,,,,,,0.014642,,,,,,,,,,-0.077520,,,,,,,,,,0.040600,,,,,,,,,,-0.004520,,,,,,,,,,0.000000,,,,,,,,,,-0.019710,,,,,,,,,,-0.025866,,,,,,,,,,
0.714286,0.013870,,,,,,,,,,0.007018,,,,,,,,,,0.020690,,,,,,,,,,-0.076417,,,,,,,,,,0.038889,,,,,,,,,,-0.007529,,,,,,,,,,0.000000,,,,,,,,,,-0.008148,,,,,,,,,,-0.015654,,,,,,,,,,
0.738095,0.003218,,,,,,,,,,-0.003058,,,,,,,,,,0.029000,,,,,,,,,,-0.069795,,,,,,,,,,0.033070,,,,,,,,,,-0.008238,,,,,,,,,,0.000000,,,,,,,,,,0.003952,,,,,,,,,,-0.006069,,,,,,,,,,
0.761905,-0.006121,,,,,,,,,,-0.011696,,,,,,,,,,0.035400,,,,,,,,,,-0.054757,,,,,,,,,,0.023744,,,,,,,,,,-0.006467,,,,,,,,,,0.000000,,,,,,,,,,0.012988,,,,,,,,,,0.004254,,,,,,,,,,
0.785714,-0.012240,,,,,,,,,,-0.019180,,,,,,,,,,0.039689,,,,,,,,,,-0.031441,,,,,,,,,,0.014075,,,,,,,,,,-0.006467,,,,,,,,,,0.000000,,,,,,,,,,0.019119,,,,,,,,,,0.013860,,,,,,,,,,
0.809524,-0.015672,,,,,,,,,,-0.023182,,,,,,,,,,0.037654,,,,,,,,,,-0.012954,,,,,,,,,,0.007144,,,,,,,,,,-0.006821,,,,,,,,,,0.000000,,,,,,,,,,0.021550,,,,,,,,,,0.019120,,,,,,,,,,
0.833333,-0.017742,,,,,,,,,,-0.024417,,,,,,,,,,0.033183,,,,,,,,,,-0.000951,,,,,,,,,,0.004064,,,,,,,,,,-0.007884,,,,,,,,,,0.000000,,,,,,,,,,0.022226,,,,,,,,,,0.021266,,,,,,,,,,
0.000000,,-0.025852,,,,,,,,,,-0.020193,,,,,,,,,,0.018046,,,,,,,,,,0.000014,,,,,,,,,,0.002866,,,,,,,,,,-0.005228,,,,,,,,,,0.000000,,,,,,,,,,0.018007,,,,,,,,,,0.024354,,,,,,,,,
0.016667,,-0.025542,,,,,,,,,,-0.019817,,,,,,,,,,0.022588,,,,,,,,,,0.002774,,,,,,,,,,0.002011,,,,,,,,,,-0.005582,,,,,,,,,,0.000000,,,,,,,,,,0.017662,,,,,,,,,,0.024089,,,,,,,,,
0.033333,,-0.024672,,,,,,,,,,-0.018628,,,,,,,,,,0.031422,,,,,,,,,,0.014914,,,,,,,,,,-0.000385,,,,,,,,,,-0.006644,,,,,,,,,,0.000000,,,,,,,,,,0.017216,,,,,,,,,,0.023730,,,,,,,,,
0.050000,,-0.023733,,,,,,,,,,-0.016230,,,,,,,,,,0.037590,,,,,,,,,,0.036299,,,,,,,,,,-0.003294,,,,,,,,,,-0.006998,,,,,,,,,,0.000000,,,,,,,,,,0.016108,,,,,,,,,,0.022317,,,,,,,,,
0.066667,,-0.022401,,,,,,,,,,-0.011715,,,,,,,,,,0.034652,,,,,,,,,,0.061408,,,,,,,,,,-0.007230,,,,,,,,,,-0.006467,,,,,,,,,,0.000000,,,,,,,,,,0.013287,,,,,,,,,,0.019656,,,,,,,,,
0.083333,,-0.020898,,,,,,,,,,-0.003874,,,,,,,,,,0.026081,,,,,,,,,,0.081688,,,,,,,,,,-0.013648,,,,,,,,,,-0.003458,,,,,,,,,,0.000000,,,,,,,,,,0.007419,,,,,,,,,,0.016375,,,,,,,,,
0.100000,,-0.015607,,,,,,,,,,0.007682,,,,,,,,,,0.015027,,,,,,,,,,0.090380,,,,,,,,,,-0.021520,,,,,,,,,,0.000437,,,,,,,,,,0.000000,,,,,,,,,,-0.001901,,,,,,,,,,0.013541,,,,,,,,,
0.116667,,-0.009306,,,,,,,,,,0.017988,,,,,,,,,,0.003077,,,,,,,,,,0.087896,,,,,,,,,,-0.023573,,,,,,,,,,0.004686,,,,,,,,,,0.000000,,,,,,,,,,-0.011710,,,,,,,,,,0.009005,,,,,,,,,
0.133333,,-0.000339,,,,,,,,,,0.027297,,,,,,,,,,-0.006570,,,,,,,,,,0.081412,,,,,,,,,,-0.032130,,,,,,,,,,0.009289,,,,,,,,,,0.000000,,,,,,,,,,-0.021785,,,,,,,,,,0.002131,,,,,,,,,
0.150000,,0.008564,,,,,,,,,,0.035793,,,,,,,,,,-0.019247,,,,,,,,,,0.068720,,,,,,,,,,-0.034611,,,,,,,,,,0.014069,,,,,,,,,,0.000000,,,,,,,,,,-0.031003,,,,,,,,,,-0.006704,,,,,,,,,
0.166667,,0.019572,,,,,,,,,,0.041666,,,,,,,,,,-0.029274,,,,,,,,,,0.050647,,,,,,,,,,-0.036579,,,,,,,,,,0.020442,,,,,,,,,,0.000000,,,,,,,,,,-0.038153,,,,,,,,,,-0.017091,,,,,,,,,
0.187500,,0.031929,,,,,,,,,,0.047208,,,,,,,,,,-0.034848,,,,,,,,,,0.023882,,,,,,,,,,-0.024258,,,,,,,,,,0.022743,,,,,,,,,,0.000000,,,,,,,,,,-0.045391,,,,,,,,,,-0.030303,,,,,,,,,
0.208333,,0.040052,,,,,,,,,,0.050010,,,,,,,,,,-0.040755,,,,,,,,,,0.000980,,,,,,,,,,-0.015102,,,,,,,,,,0.020796,,,,,,,,,,0.000000,,,,,,,,,,-0.049998,,,,,,,,,,-0.038987,,,,,,,,,
0.229167,,0.044358,,,,,,,,,,0.050344,,,,,,,,,,-0.048185,,,,,,,,,,-0.023991,,,,,,,,,,0.007743,,,,,,,,,,0.014246,,,,,,,,,,0.000000,,,,,,,,,,-0.051387,,,,,,,,,,-0.044628,,,,,,,,,
0.250000,,0.038761,,,,,,,,,,0.047011,,,,,,,,,,-0.050556,,,,,,,,,,-0.035580,,,,,,,,,,0.046333,,,,,,,,,,0.007341,,,,,,,,,,0.000000,,,,,,,,,,-0.048051,,,,,,,,,,-0.046861,,,,,,,,,
0.270833,,0.026379,,,,,,,,,,0.042118,,,,,,,,,,-0.047699,,,,,,,,,,-0.019852,,,,,,,,,,0.056857,,,,,,,,,,-0.006998,,,,,,,,,,0.000000,,,,,,,,,,-0.042912,,,,,,,,,,-0.042699,,,,,,,,,
0.291667,,0.015554,,,,,,,,,,0.039927,,,,,,,,,,-0.044289,,,,,,,,,,-0.015713,,,,,,,,,,0.066526,,,,,,,,,,-0.003989,,,,,,,,,,0.000000,,,,,,,,,,-0.037446,,,,,,,,,,-0.036840,,,,,,,,,
0.312500,,0.002826,,,,,,,,,,0.038722,,,,,,,,,,-0.044681,,,,,,,,,,-0.004124,,,,,,,,,,0.068836,,,,,,,,,,-0.009300,,,,,,,,,,0.000000,,,,,,,,,,-0.032665,,,,,,,,,,-0.029173,,,,,,,,,
0.333333,,-0.012362,,,,,,,,,,0.039660,,,,,,,,,,-0.048116,,,,,,,,,,0.002636,,,,,,,,,,0.073970,,,,,,,,,,-0.014080,,,,,,,,,,0.000000,,,,,,,,,,-0.030095,,,,,,,,,,-0.018702,,,,,,,,,
0.354167,,-0.028523,,,,,,,,,,0.039799,,,,,,,,,,-0.055373,,,,,,,,,,0.006223,,,,,,,,,,0.062932,,,,,,,,,,-0.013903,,,,,,,,,,0.000000,,,,,,,,,,-0.026648,,,,,,,,,,-0.005225,,,,,,,,,
0.375000,,-0.040553,,,,,,,,,,0.040212,,,,,,,,,,-0.051095,,,,,,,,,,0.001118,,,,,,,,,,0.054718,,,,,,,,,,-0.009831,,,,,,,,,,0.000000,,,,,,,,,,-0.023872,,,,,,,,,,0.005171,,,,,,,,,
0.395833,,-0.048687,,,,,,,,,,0.040327,,,,,,,,,,-0.038678,,,,,,,,,,0.000842,,,,,,,,,,0.030846,,,,,,,,,,-0.003458,,,,,,,,,,0.000000,,,,,,,,,,-0.021649,,,,,,,,,,0.013300,,,,,,,,,
0.416667,,-0.049592,,,,,,,,,,0.039570,,,,,,,,,,-0.026063,,,,,,,,,,-0.001641,,,,,,,,,,-0.006974,,,,,,,,,,0.002384,,,,,,,,,,0.000000,,,,,,,,,,-0.020746,,,,,,,,,,0.017629,,,,,,,,,
0.437500,,-0.043472,,,,,,,,,,0.041485,,,,,,,,,,-0.017305,,,,,,,,,,-0.016127,,,,,,,,,,-0.028878,,,,,,,,,,0.013715,,,,,,,,,,0.000000,,,,,,,,,,-0.021199,,,,,,,,,,0.016670,,,,,,,,,
0.458333,,-0.038765,,,,,,,,,,0.041516,,,,,,,,,,-0.014518,,,,,,,,,,-0.012816,,,,,,,,,,-0.052066,,,,,,,,,,0.010705,,,,,,,,,,0.000000,,,,,,,,,,-0.021228,,,,,,,,,,0.013586,,,,,,,,,
0.479167,,-0.028295,,,,,,,,,,0.041935,,,,,,,,,,-0.026342,,,,,,,,,,-0.015023,,,,,,,,,,-0.067810,,,,,,,,,,0.022389,,,,,,,,,,0.000000,,,,,,,,,,-0.023592,,,,,,,,,,0.004552,,,,,,,,,
0.500000,,-0.013012,,,,,,,,,,0.040072,,,,,,,,,,-0.031060,,,,,,,,,,-0.019162,,,,,,,,,,-0.073029,,,,,,,,,,0.022566,,,,,,,,,,0.000000,,,,,,,,,,-0.024668,,,,,,,,,,-0.009032,,,,,,,,,
0.515152,,0.004368,,,,,,,,,,0.038557,,,,,,,,,,-0.026605,,,,,,,,,,-0.018059,,,,,,,,,,-0.068922,,,,,,,,,,0.018849,,,,,,,,,,0.000000,,,,,,,,,,-0.025612,,,,,,,,,,-0.023927,,,,,,,,,
0.530303,,0.019498,,,,,,,,,,0.036094,,,,,,,,,,-0.028352,,,,,,,,,,-0.008401,,,,,,,,,,-0.067896,,,,,,,,,,0.010705,,,,,,,,,,0.000000,,,,,,,,,,-0.026633,,,,,,,,,,-0.037685,,,,,,,,,
0.545455,,0.036934,,,,,,,,,,0.034719,,,,,,,,,,-0.029785,,,,,,,,,,0.008016,,,,,,,,,,-0.068495,,,,,,,,,,0.005571,,,,,,,,,,0.000000,,,,,,,,,,-0.031086,,,,,,,,,,-0.052811,,,,,,,,,
0.560606,,0.051056,,,,,,,,,,0.035906,,,,,,,,,,-0.034525,,,,,,,,,,0.017536,,,,,,,,,,-0.053179,,,,,,,,,,0.008227,,,,,,,,,,0.000000,,,,,,,,,,-0.038248,,,,,,,,,,-0.063949,,,,,,,,,
0.575758,,0.062029,,,,,,,,,,0.037554,,,,,,,,,,-0.041500,,,,,,,,,,0.014776,,,,,,,,,,-0.031188,,,,,,,,,,0.011236,,,,,,,,,,0.000000,,,,,,,,,,-0.045974,,,,,,,,,,-0.070500,,,,,,,,,
0.590909,,0.070186,,,,,,,,,,0.038962,,,,,,,,,,-0.050148,,,,,,,,,,-0.001503,,,,,,,,,,0.000128,,,,,,,,,,0.009112,,,,,,,,,,0.000000,,,,,,,,,,-0.052061,,,,,,,,,,-0.076329,,,,,,,,,
0.606061,,0.071415,,,,,,,,,,0.038836,,,,,,,,,,-0.038522,,,,,,,,,,-0.023025,,,,,,,,,,0.020749,,,,,,,,,,-0.011424,,,,,,,,,,0.000000,,,,,,,,,,-0.050938,,,,,,,,,,-0.074025,,,,,,,,,
0.621212,,0.063760,,,,,,,,,,0.036776,,,,,,,,,,-0.031111,,,,,,,,,,-0.041512,,,,,,,,,,0.041969,,,,,,,,,,-0.025410,,,,,,,,,,0.000000,,,,,,,,,,-0.046098,,,,,,,,,,-0.065658,,,,,,,,,
0.636364,,0.051149,,,,,,,,,,0.028806,,,,,,,,,,0.001412,,,,,,,,,,-0.057240,,,,,,,,,,0.045819,,,,,,,,,,-0.035147,,,,,,,,,,0.000000,,,,,,,,,,-0.039981,,,,,,,,,,-0.050948,,,,,,,,,
0.651515,,0.037867,,,,,,,,,,0.025294,,,,,,,,,,-0.000814,,,,,,,,,,-0.060827,,,,,,,,,,0.033755,,,,,,,,,,-0.033731,,,,,,,,,,0.000000,,,,,,,,,,-0.034101,,,,,,,,,,-0.035625,,,,,,,,,
0.666667,,0.024254,,,,,,,,,,0.017424,,,,,,,,,,0.009559,,,,,,,,,,-0.072692,,,,,,,,,,0.048814,,,,,,,,,,-0.028420,,,,,,,,,,0.000000,,,,,,,,,,-0.024199,,,,,,,,,,-0.020031,,,,,,,,,
0.690476,,0.010784,,,,,,,,,,0.008737,,,,,,,,,,0.017458,,,,,,,,,,-0.077658,,,,,,,,,,0.037263,,,,,,,,,,-0.034616,,,,,,,,,,0.000000,,,,,,,,,,-0.012054,,,,,,,,,,-0.007671,,,,,,,,,
0.714286,,-0.000350,,,,,,,,,,-0.000726,,,,,,,,,,0.024709,,,,,,,,,,-0.073519,,,,,,,,,,0.029220,,,,,,,,,,-0.038865,,,,,,,,,,0.000000,,,,,,,,,,0.001171,,,,,,,,,,0.000748,,,,,,,,,
