Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,
0.781818,,0.075631,,,,,,,,,,,,0.044019,,,,,,,,,,,,-0.038609,,,,,,,,,,,,-0.020128,,,,,,,,,,,,0.014674,,,,,,,,,,,,0.000968,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.059572,,,,,,,,,,,,-0.074038,,,,,,,,,,,
0.800000,,0.069652,,,,,,,,,,,,0.042244,,,,,,,,,,,,-0.033617,,,,,,,,,,,,-0.038753,,,,,,,,,,,,0.028707,,,,,,,,,,,,-0.013018,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.055180,,,,,,,,,,,,-0.072138,,,,,,,,,,,
0.818182,,0.059167,,,,,,,,,,,,0.038432,,,,,,,,,,,,-0.025172,,,,,,,,,,,,-0.057654,,,,,,,,,,,,0.039916,,,,,,,,,,,,-0.012132,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.048777,,,,,,,,,,,,-0.063240,,,,,,,,,,,
0.836364,,0.047492,,,,,,,,,,,,0.031722,,,,,,,,,,,,-0.018264,,,,,,,,,,,,-0.070484,,,,,,,,,,,,0.041113,,,,,,,,,,,,-0.007707,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.039686,,,,,,,,,,,,-0.051301,,,,,,,,,,,
0.854545,,0.036688,,,,,,,,,,,,0.023824,,,,,,,,,,,,0.009144,,,,,,,,,,,,-0.072692,,,,,,,,,,,,0.047959,,,,,,,,,,,,-0.007175,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.029896,,,,,,,,,,,,-0.038296,,,,,,,,,,,
0.872727,,0.024317,,,,,,,,,,,,0.015876,,,,,,,,,,,,0.014642,,,,,,,,,,,,-0.077520,,,,,,,,,,,,0.040600,,,,,,,,,,,,-0.004520,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.019710,,,,,,,,,,,,-0.025866,,,,,,,,,,,
0.890909,,0.013870,,,,,,,,,,,,0.007018,,,,,,,,,,,,0.020690,,,,,,,,,,,,-0.076417,,,,,,,,,,,,0.038889,,,,,,,,,,,,-0.007529,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.008148,,,,,,,,,,,,-0.015654,,,,,,,,,,,
0.909091,,0.003218,,,,,,,,,,,,-0.003058,,,,,,,,,,,,0.029000,,,,,,,,,,,,-0.069795,,,,,,,,,,,,0.033070,,,,,,,,,,,,-0.008238,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.003952,,,,,,,,,,,,-0.006069,,,,,,,,,,,
0.927273,,-0.006121,,,,,,,,,,,,-0.011696,,,,,,,,,,,,0.035400,,,,,,,,,,,,-0.054757,,,,,,,,,,,,0.023744,,,,,,,,,,,,-0.006467,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.012988,,,,,,,,,,,,0.004254,,,,,,,,,,,
0.945455,,-0.012240,,,,,,,,,,,,-0.019180,,,,,,,,,,,,0.039689,,,,,,,,,,,,-0.031441,,,,,,,,,,,,0.014075,,,,,,,,,,,,-0.006467,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.019119,,,,,,,,,,,,0.013860,,,,,,,,,,,
0.963636,,-0.015672,,,,,,,,,,,,-0.023182,,,,,,,,,,,,0.037654,,,,,,,,,,,,-0.012954,,,,,,,,,,,,0.007144,,,,,,,,,,,,-0.006821,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.021550,,,,,,,,,,,,0.019120,,,,,,,,,,,
0.981818,,-0.017742,,,,,,,,,,,,-0.024417,,,,,,,,,,,,0.033183,,,,,,,,,,,,-0.000951,,,,,,,,,,,,0.004064,,,,,,,,,,,,-0.007884,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.022226,,,,,,,,,,,,0.021266,,,,,,,,,,,
1.000000,,-0.020664,,,,,,,,,,,,-0.024163,,,,,,,,,,,,0.013946,,,,,,,,,,,,-0.000261,,,,,,,,,,,,-0.003808,,,,,,,,,,,,-0.006644,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.021900,,,,,,,,,,,,0.022545,,,,,,,,,,,
0.000000,,,-0.025322,,,,,,,,,,,,-0.020427,,,,,,,,,,,,0.014845,,,,,,,,,,,,0.000566,,,,,,,,,,,,0.000727,,,,,,,,,,,,-0.004520,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.018127,,,,,,,,,,,,0.023399,,,,,,,,,,
0.021739,,,-0.025852,,,,,,,,,,,,-0.020193,,,,,,,,,,,,0.018046,,,,,,,,,,,,0.000014,,,,,,,,,,,,0.002866,,,,,,,,,,,,-0.005228,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.018007,,,,,,,,,,,,0.024354,,,,,,,,,,
0.043478,,,-0.025542,,,,,,,,,,,,-0.019817,,,,,,,,,,,,0.022588,,,,,,,,,,,,0.002774,,,,,,,,,,,,0.002011,,,,,,,,,,,,-0.005582,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.017662,,,,,,,,,,,,0.024089,,,,,,,,,,
0.065217,,,-0.024672,,,,,,,,,,,,-0.018628,,,,,,,,,,,,0.031422,,,,,,,,,,,,0.014914,,,,,,,,,,,,-0.000385,,,,,,,,,,,,-0.006644,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.017216,,,,,,,,,,,,0.023730,,,,,,,,,,
0.086957,,,-0.023733,,,,,,,,,,,,-0.016230,,,,,,,,,,,,0.037590,,,,,,,,,,,,0.036299,,,,,,,,,,,,-0.003294,,,,,,,,,,,,-0.006998,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.016108,,,,,,,,,,,,0.022317,,,,,,,,,,
0.108696,,,-0.022401,,,,,,,,,,,,-0.011715,,,,,,,,,,,,0.034652,,,,,,,,,,,,0.061408,,,,,,,,,,,,-0.007230,,,,,,,,,,,,-0.006467,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.013287,,,,,,,,,,,,0.019656,,,,,,,,,,
0.130435,,,-0.020898,,,,,,,,,,,,-0.003874,,,,,,,,,,,,0.026081,,,,,,,,,,,,0.081688,,,,,,,,,,,,-0.013648,,,,,,,,,,,,-0.003458,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.007419,,,,,,,,,,,,0.016375,,,,,,,,,,
0.152174,,,-0.015607,,,,,,,,,,,,0.007682,,,,,,,,,,,,0.015027,,,,,,,,,,,,0.090380,,,,,,,,,,,,-0.021520,,,,,,,,,,,,0.000437,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.001901,,,,,,,,,,,,0.013541,,,,,,,,,,
0.173913,,,-0.009306,,,,,,,,,,,,0.017988,,,,,,,,,,,,0.003077,,,,,,,,,,,,0.087896,,,,,,,,,,,,-0.023573,,,,,,,,,,,,0.004686,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.011710,,,,,,,,,,,,0.009005,,,,,,,,,,
0.195652,,,-0.000339,,,,,,,,,,,,0.027297,,,,,,,,,,,,-0.006570,,,,,,,,,,,,0.081412,,,,,,,,,,,,-0.032130,,,,,,,,,,,,0.009289,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.021785,,,,,,,,,,,,0.002131,,,,,,,,,,
0.217391,,,0.008564,,,,,,,,,,,,0.035793,,,,,,,,,,,,-0.019247,,,,,,,,,,,,0.068720,,,,,,,,,,,,-0.034611,,,,,,,,,,,,0.014069,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.031003,,,,,,,,,,,,-0.006704,,,,,,,,,,
0.239130,,,0.019572,,,,,,,,,,,,0.041666,,,,,,,,,,,,-0.029274,,,,,,,,,,,,0.050647,,,,,,,,,,,,-0.036579,,,,,,,,,,,,0.020442,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.038153,,,,,,,,,,,,-0.017091,,,,,,,,,,
0.260870,,,0.031929,,,,,,,,,,,,0.047208,,,,,,,,,,,,-0.034848,,,,,,,,,,,,0.023882,,,,,,,,,,,,-0.024258,,,,,,,,,,,,0.022743,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.045391,,,,,,,,,,,,-0.030303,,,,,,,,,,
0.282609,,,0.040052,,,,,,,,,,,,0.050010,,,,,,,,,,,,-0.040755,,,,,,,,,,,,0.000980,,,,,,,,,,,,-0.015102,,,,,,,,,,,,0.020796,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.049998,,,,,,,,,,,,-0.038987,,,,,,,,,,
0.304348,,,0.044358,,,,,,,,,,,,0.050344,,,,,,,,,,,,-0.048185,,,,,,,,,,,,-0.023991,,,,,,,,,,,,0.007743,,,,,,,,,,,,0.014246,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.051387,,,,,,,,,,,,-0.044628,,,,,,,,,,
0.326087,,,0.038761,,,,,,,,,,,,0.047011,,,,,,,,,,,,-0.050556,,,,,,,,,,,,-0.035580,,,,,,,,,,,,0.046333,,,,,,,,,,,,0.007341,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.048051,,,,,,,,,,,,-0.046861,,,,,,,,,,
0.347826,,,0.026379,,,,,,,,,,,,0.042118,,,,,,,,,,,,-0.047699,,,,,,,,,,,,-0.019852,,,,,,,,,,,,0.056857,,,,,,,,,,,,-0.006998,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.042912,,,,,,,,,,,,-0.042699,,,,,,,,,,
0.369565,,,0.015554,,,,,,,,,,,,0.039927,,,,,,,,,,,,-0.044289,,,,,,,,,,,,-0.015713,,,,,,,,,,,,0.066526,,,,,,,,,,,,-0.003989,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.037446,,,,,,,,,,,,-0.036840,,,,,,,,,,
0.391304,,,0.002826,,,,,,,,,,,,0.038722,,,,,,,,,,,,-0.044681,,,,,,,,,,,,-0.004124,,,,,,,,,,,,0.068836,,,,,,,,,,,,-0.009300,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.032665,,,,,,,,,,,,-0.029173,,,,,,,,,,
0.413043,,,-0.012362,,,,,,,,,,,,0.039660,,,,,,,,,,,,-0.048116,,,,,,,,,,,,0.002636,,,,,,,,,,,,0.073970,,,,,,,,,,,,-0.014080,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.030095,,,,,,,,,,,,-0.018702,,,,,,,,,,
0.434783,,,-0.028523,,,,,,,,,,,,0.039799,,,,,,,,,,,,-0.055373,,,,,,,,,,,,0.006223,,,,,,,,,,,,0.062932,,,,,,,,,,,,-0.013903,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.026648,,,,,,,,,,,,-0.005225,,,,,,,,,,
0.456522,,,-0.040553,,,,,,,,,,,,0.040212,,,,,,,,,,,,-0.051095,,,,,,,,,,,,0.001118,,,,,,,,,,,,0.054718,,,,,,,,,,,,-0.009831,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.023872,,,,,,,,,,,,0.005171,,,,,,,,,,
0.478261,,,-0.048687,,,,,,,,,,,,0.040327,,,,,,,,,,,,-0.038678,,,,,,,,,,,,0.000842,,,,,,,,,,,,0.030846,,,,,,,,,,,,-0.003458,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.021649,,,,,,,,,,,,0.013300,,,,,,,,,,
0.500000,,,-0.049592,,,,,,,,,,,,0.039570,,,,,,,,,,,,-0.026063,,,,,,,,,,,,-0.001641,,,,,,,,,,,,-0.006974,,,,,,,,,,,,0.002384,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.020746,,,,,,,,,,,,0.017629,,,,,,,,,,
0.521739,,,-0.043472,,,,,,,,,,,,0.041485,,,,,,,,,,,,-0.017305,,,,,,,,,,,,-0.016127,,,,,,,,,,,,-0.028878,,,,,,,,,,,,0.013715,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.021199,,,,,,,,,,,,0.016670,,,,,,,,,,
0.543478,,,-0.038765,,,,,,,,,,,,0.041516,,,,,,,,,,,,-0.014518,,,,,,,,,,,,-0.012816,,,,,,,,,,,,-0.052066,,,,,,,,,,,,0.010705,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.021228,,,,,,,,,,,,0.013586,,,,,,,,,,
0.565217,,,-0.028295,,,,,,,,,,,,0.041935,,,,,,,,,,,,-0.026342,,,,,,,,,,,,-0.015023,,,,,,,,,,,,-0.067810,,,,,,,,,,,,0.022389,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.023592,,,,,,,,,,,,0.004552,,,,,,,,,,
0.586957,,,-0.013012,,,,,,,,,,,,0.040072,,,,,,,,,,,,-0.031060,,,,,,,,,,,,-0.019162,,,,,,,,,,,,-0.073029,,,,,,,,,,,,0.022566,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.024668,,,,,,,,,,,,-0.009032,,,,,,,,,,
0.608696,,,0.004368,,,,,,,,,,,,0.038557,,,,,,,,,,,,-0.026605,,,,,,,,,,,,-0.018059,,,,,,,,,,,,-0.068922,,,,,,,,,,,,0.018849,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.025612,,,,,,,,,,,,-0.023927,,,,,,,,,,
0.630435,,,0.019498,,,,,,,,,,,,0.036094,,,,,,,,,,,,-0.028352,,,,,,,,,,,,-0.008401,,,,,,,,,,,,-0.067896,,,,,,,,,,,,0.010705,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.026633,,,,,,,,,,,,-0.037685,,,,,,,,,,
0.652174,,,0.036934,,,,,,,,,,,,0.034719,,,,,,,,,,,,-0.029785,,,,,,,,,,,,0.008016,,,,,,,,,,,,-0.068495,,,,,,,,,,,,0.005571,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.031086,,,,,,,,,,,,-0.052811,,,,,,,,,,
0.673913,,,0.051056,,,,,,,,,,,,0.035906,,,,,,,,,,,,-0.034525,,,,,,,,,,,,0.017536,,,,,,,,,,,,-0.053179,,,,,,,,,,,,0.008227,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.038248,,,,,,,,,,,,-0.063949,,,,,,,,,,
0.695652,,,0.062029,,,,,,,,,,,,0.037554,,,,,,,,,,,,-0.041500,,,,,,,,,,,,0.014776,,,,,,,,,,,,-0.031188,,,,,,,,,,,,0.011236,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.045974,,,,,,,,,,,,-0.070500,,,,,,,,,,
0.717391,,,0.070186,,,,,,,,,,,,0.038962,,,,,,,,,,,,-0.050148,,,,,,,,,,,,-0.001503,,,,,,,,,,,,0.000128,,,,,,,,,,,,0.009112,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.052061,,,,,,,,,,,,-0.076329,,,,,,,,,,
0.739130,,,0.071415,,,,,,,,,,,,0.038836,,,,,,,,,,,,-0.038522,,,,,,,,,,,,-0.023025,,,,,,,,,,,,0.020749,,,,,,,,,,,,-0.011424,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.050938,,,,,,,,,,,,-0.074025,,,,,,,,,,
0.760870,,,0.063760,,,,,,,,,,,,0.036776,,,,,,,,,,,,-0.031111,,,,,,,,,,,,-0.041512,,,,,,,,,,,,0.041969,,,,,,,,,,,,-0.025410,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.046098,,,,,,,,,,,,-0.065658,,,,,,,,,,
0.782609,,,0.051149,,,,,,,,,,,,0.028806,,,,,,,,,,,,0.001412,,,,,,,,,,,,-0.057240,,,,,,,,,,,,0.045819,,,,,,,,,,,,-0.035147,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.039981,,,,,,,,,,,,-0.050948,,,,,,,,,,
0.804348,,,0.037867,,,,,,,,,,,,0.025294,,,,,,,,,,,,-0.000814,,,,,,,,,,,,-0.060827,,,,,,,,,,,,0.033755,,,,,,,,,,,,-0.033731,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.034101,,,,,,,,,,,,-0.035625,,,,,,,,,,
0.826087,,,0.024254,,,,,,,,,,,,0.017424,,,,,,,,,,,,0.009559,,,,,,,,,,,,-0.072692,,,,,,,,,,,,0.048814,,,,,,,,,,,,-0.028420,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.024199,,,,,,,,,,,,-0.020031,,,,,,,,,,
0.847826,,,0.010784,,,,,,,,,,,,0.008737,,,,,,,,,,,,0.017458,,,,,,,,,,,,-0.077658,,,,,,,,,,,,0.037263,,,,,,,,,,,,-0.034616,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.012054,,,,,,,,,,,,-0.007671,,,,,,,,,,
0.869565,,,-0.000350,,,,,,,,,,,,-0.000726,,,,,,,,,,,,0.024709,,,,,,,,,,,,-0.073519,,,,,,,,,,,,0.029220,,,,,,,,,,,,-0.038865,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.001171,,,,,,,,,,,,0.000748,,,,,,,,,,
0.891304,,,-0.010971,,,,,,,,,,,,-0.009517,,,,,,,,,,,,0.033839,,,,,,,,,,,,-0.057654,,,,,,,,,,,,0.017327,,,,,,,,,,,,-0.040989,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.012354,,,,,,,,,,,,0.010040,,,,,,,,,,
0.913043,,,-0.018503,,,,,,,,,,,,-0.018097,,,,,,,,,,,,0.042311,,,,,,,,,,,,-0.036408,,,,,,,,,,,,0.013134,,,,,,,,,,,,-0.029836,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.019006,,,,,,,,,,,,0.018027,,,,,,,,,,
0.934783,,,-0.023384,,,,,,,,,,,,-0.022360,,,,,,,,,,,,0.045835,,,,,,,,,,,,-0.014472,,,,,,,,,,,,-0.003551,,,,,,,,,,,,-0.017089,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.020560,,,,,,,,,,,,0.024670,,,,,,,,,,
0.956522,,,-0.024913,,,,,,,,,,,,-0.021336,,,,,,,,,,,,0.016201,,,,,,,,,,,,0.001946,,,,,,,,,,,,-0.010311,,,,,,,,,,,,-0.005582,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.020846,,,,,,,,,,,,0.026124,,,,,,,,,,
0.978261,,,-0.023986,,,,,,,,,,,,-0.023558,,,,,,,,,,,,0.024680,,,,,,,,,,,,-0.001503,,,,,,,,,,,,0.003893,,,,,,,,,,,,-0.000625,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.021153,,,,,,,,,,,,0.025304,,,,,,,,,,
1.000000,,,-0.025781,,,,,,,,,,,,-0.022826,,,,,,,,,,,,0.019876,,,,,,,,,,,,-0.001089,,,,,,,,,,,,-0.002781,,,,,,,,,,,,-0.003458,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.020977,,,,,,,,,,,,0.025981,,,,,,,,,,
0.000000,,,,-0.024547,,,,,,,,,,,,-0.024057,,,,,,,,,,,,0.017567,,,,,,,,,,,,0.002636,,,,,,,,,,,,0.002609,,,,,,,,,,,,-0.004874,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.021701,,,,,,,,,,,,0.022226,,,,,,,,,
0.020408,,,,-0.024510,,,,,,,,,,,,-0.023480,,,,,,,,,,,,0.020056,,,,,,,,,,,,0.006775,,,,,,,,,,,,0.001155,,,,,,,,,,,,-0.004874,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.021227,,,,,,,,,,,,0.021547,,,,,,,,,
0.040816,,,,-0.023449,,,,,,,,,,,,-0.022269,,,,,,,,,,,,0.028215,,,,,,,,,,,,0.017674,,,,,,,,,,,,-0.001412,,,,,,,,,,,,-0.003635,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.020714,,,,,,,,,,,,0.020667,,,,,,,,,
0.061224,,,,-0.023748,,,,,,,,,,,,-0.018835,,,,,,,,,,,,0.032987,,,,,,,,,,,,0.038230,,,,,,,,,,,,-0.004664,,,,,,,,,,,,-0.004166,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.018344,,,,,,,,,,,,0.019879,,,,,,,,,
0.081633,,,,-0.022903,,,,,,,,,,,,-0.013511,,,,,,,,,,,,0.032403,,,,,,,,,,,,0.061822,,,,,,,,,,,,-0.009626,,,,,,,,,,,,-0.001333,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.014552,,,,,,,,,,,,0.017520,,,,,,,,,
0.102041,,,,-0.021007,,,,,,,,,,,,-0.004484,,,,,,,,,,,,0.024877,,,,,,,,,,,,0.083620,,,,,,,,,,,,-0.010653,,,,,,,,,,,,0.003270,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.007313,,,,,,,,,,,,0.013940,,,,,,,,,
0.122449,,,,-0.018722,,,,,,,,,,,,0.006605,,,,,,,,,,,,0.012376,,,,,,,,,,,,0.096312,,,,,,,,,,,,-0.021691,,,,,,,,,,,,0.009289,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.001190,,,,,,,,,,,,0.012962,,,,,,,,,
0.142857,,,,-0.010629,,,,,,,,,,,,0.017973,,,,,,,,,,,,0.000754,,,,,,,,,,,,0.091070,,,,,,,,,,,,-0.030932,,,,,,,,,,,,0.015485,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.011324,,,,,,,,,,,,0.010000,,,,,,,,,
0.163265,,,,-0.001822,,,,,,,,,,,,0.027332,,,,,,,,,,,,-0.011035,,,,,,,,,,,,0.081412,,,,,,,,,,,,-0.030590,,,,,,,,,,,,0.016016,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.021735,,,,,,,,,,,,0.002970,,,,,,,,,
0.183673,,,,0.006589,,,,,,,,,,,,0.036102,,,,,,,,,,,,-0.024766,,,,,,,,,,,,0.066926,,,,,,,,,,,,-0.026140,,,,,,,,,,,,0.017255,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.030779,,,,,,,,,,,,-0.004396,,,,,,,,,
0.204082,,,,0.016810,,,,,,,,,,,,0.042985,,,,,,,,,,,,-0.032014,,,,,,,,,,,,0.056717,,,,,,,,,,,,-0.038975,,,,,,,,,,,,0.005394,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.038229,,,,,,,,,,,,-0.013452,,,,,,,,,
0.224490,,,,0.029303,,,,,,,,,,,,0.047876,,,,,,,,,,,,-0.043544,,,,,,,,,,,,0.035747,,,,,,,,,,,,-0.035210,,,,,,,,,,,,0.007341,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.045156,,,,,,,,,,,,-0.025059,,,,,,,,,
0.244898,,,,0.040672,,,,,,,,,,,,0.051166,,,,,,,,,,,,-0.048514,,,,,,,,,,,,0.011741,,,,,,,,,,,,-0.030846,,,,,,,,,,,,0.006633,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.050238,,,,,,,,,,,,-0.035484,,,,,,,,,
0.265306,,,,0.051292,,,,,,,,,,,,0.050346,,,,,,,,,,,,-0.046027,,,,,,,,,,,,-0.009367,,,,,,,,,,,,-0.029905,,,,,,,,,,,,0.000968,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.052413,,,,,,,,,,,,-0.045080,,,,,,,,,
0.285714,,,,0.059588,,,,,,,,,,,,0.047846,,,,,,,,,,,,-0.041424,,,,,,,,,,,,-0.021508,,,,,,,,,,,,-0.012279,,,,,,,,,,,,-0.007884,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.052535,,,,,,,,,,,,-0.055388,,,,,,,,,
0.306122,,,,0.060915,,,,,,,,,,,,0.045042,,,,,,,,,,,,-0.039531,,,,,,,,,,,,-0.018335,,,,,,,,,,,,0.011679,,,,,,,,,,,,-0.019568,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.050213,,,,,,,,,,,,-0.062770,,,,,,,,,
0.326531,,,,0.051823,,,,,,,,,,,,0.045240,,,,,,,,,,,,-0.040926,,,,,,,,,,,,-0.009781,,,,,,,,,,,,0.040258,,,,,,,,,,,,-0.031606,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.046141,,,,,,,,,,,,-0.059684,,,,,,,,,
0.346939,,,,0.037471,,,,,,,,,,,,0.043690,,,,,,,,,,,,-0.036131,,,,,,,,,,,,0.019881,,,,,,,,,,,,0.053349,,,,,,,,,,,,-0.051434,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.041735,,,,,,,,,,,,-0.052571,,,,,,,,,
0.367347,,,,0.023947,,,,,,,,,,,,0.043821,,,,,,,,,,,,-0.041202,,,,,,,,,,,,0.017398,,,,,,,,,,,,0.069949,,,,,,,,,,,,-0.036032,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.039018,,,,,,,,,,,,-0.042848,,,,,,,,,
0.387755,,,,0.007949,,,,,,,,,,,,0.043644,,,,,,,,,,,,-0.040589,,,,,,,,,,,,0.019467,,,,,,,,,,,,0.066013,,,,,,,,,,,,-0.039042,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.035159,,,,,,,,,,,,-0.030932,,,,,,,,,
0.408163,,,,-0.006629,,,,,,,,,,,,0.043950,,,,,,,,,,,,-0.040702,,,,,,,,,,,,0.017674,,,,,,,,,,,,0.067382,,,,,,,,,,,,-0.037802,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.031878,,,,,,,,,,,,-0.019596,,,,,,,,,
0.428571,,,,-0.021672,,,,,,,,,,,,0.044104,,,,,,,,,,,,-0.038432,,,,,,,,,,,,0.011603,,,,,,,,,,,,0.060708,,,,,,,,,,,,-0.032845,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.028065,,,,,,,,,,,,-0.006816,,,,,,,,,
0.448980,,,,-0.034253,,,,,,,,,,,,0.043332,,,,,,,,,,,,-0.033229,,,,,,,,,,,,0.004429,,,,,,,,,,,,0.046846,,,,,,,,,,,,-0.026295,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.024683,,,,,,,,,,,,0.004329,,,,,,,,,
0.469388,,,,-0.043137,,,,,,,,,,,,0.042577,,,,,,,,,,,,-0.025666,,,,,,,,,,,,0.004015,,,,,,,,,,,,0.017754,,,,,,,,,,,,-0.018329,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.021767,,,,,,,,,,,,0.013996,,,,,,,,,
0.489796,,,,-0.042039,,,,,,,,,,,,0.040833,,,,,,,,,,,,-0.017517,,,,,,,,,,,,0.002636,,,,,,,,,,,,-0.027167,,,,,,,,,,,,-0.002573,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.020728,,,,,,,,,,,,0.015116,,,,,,,,,
0.510204,,,,-0.030084,,,,,,,,,,,,0.041126,,,,,,,,,,,,-0.017750,,,,,,,,,,,,-0.016679,,,,,,,,,,,,-0.063275,,,,,,,,,,,,0.023629,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.021224,,,,,,,,,,,,0.008119,,,,,,,,,
