Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,
0.200000,0.468473,,,,,,,,0.777902,,,,,,,,-0.541977,,,,,,,,1.234163,,,,,,,,-0.893314,,,,,,,,1.332669,,,,,,,,0.000000,,,,,,,,-0.786060,,,,,,,,-0.136194,,,,,,,,
0.225000,0.828672,,,,,,,,1.000135,,,,,,,,-0.719475,,,,,,,,0.597162,,,,,,,,-0.596215,,,,,,,,1.461894,,,,,,,,0.000000,,,,,,,,-1.087771,,,,,,,,-0.552021,,,,,,,,
0.250000,1.065472,,,,,,,,1.112459,,,,,,,,-0.907590,,,,,,,,0.052098,,,,,,,,-0.375454,,,,,,,,1.352550,,,,,,,,0.000000,,,,,,,,-1.279821,,,,,,,,-0.825324,,,,,,,,
0.275000,1.190989,,,,,,,,1.125874,,,,,,,,-1.144237,,,,,,,,-0.542217,,,,,,,,0.175417,,,,,,,,0.984757,,,,,,,,0.000000,,,,,,,,-1.337733,,,,,,,,-1.002887,,,,,,,,
0.300000,1.027837,,,,,,,,0.992237,,,,,,,,-1.219742,,,,,,,,-0.818033,,,,,,,,1.105913,,,,,,,,0.597084,,,,,,,,0.000000,,,,,,,,-1.198673,,,,,,,,-1.073163,,,,,,,,
0.325000,0.666907,,,,,,,,0.796006,,,,,,,,-1.128761,,,,,,,,-0.443712,,,,,,,,1.359685,,,,,,,,-0.208085,,,,,,,,0.000000,,,,,,,,-0.984443,,,,,,,,-0.942149,,,,,,,,
0.350000,0.351332,,,,,,,,0.708152,,,,,,,,-1.020165,,,,,,,,-0.345207,,,,,,,,1.592825,,,,,,,,-0.039099,,,,,,,,0.000000,,,,,,,,-0.756581,,,,,,,,-0.757749,,,,,,,,
0.375000,-0.019709,,,,,,,,0.659873,,,,,,,,-1.032648,,,,,,,,-0.069392,,,,,,,,1.648531,,,,,,,,-0.337309,,,,,,,,0.000000,,,,,,,,-0.557298,,,,,,,,-0.516436,,,,,,,,
0.400000,-0.462431,,,,,,,,0.697457,,,,,,,,-1.142024,,,,,,,,0.091501,,,,,,,,1.772322,,,,,,,,-0.605698,,,,,,,,0.000000,,,,,,,,-0.450161,,,,,,,,-0.186872,,,,,,,,
0.425000,-0.933559,,,,,,,,0.703035,,,,,,,,-1.373151,,,,,,,,0.176872,,,,,,,,1.506171,,,,,,,,-0.595758,,,,,,,,0.000000,,,,,,,,-0.306501,,,,,,,,0.237271,,,,,,,,
0.450000,-1.284233,,,,,,,,0.719591,,,,,,,,-1.236891,,,,,,,,0.055382,,,,,,,,1.308106,,,,,,,,-0.367130,,,,,,,,0.000000,,,,,,,,-0.190770,,,,,,,,0.564486,,,,,,,,
0.475000,-1.521345,,,,,,,,0.724229,,,,,,,,-0.841443,,,,,,,,0.048815,,,,,,,,0.732477,,,,,,,,-0.009278,,,,,,,,0.000000,,,,,,,,-0.098121,,,,,,,,0.820318,,,,,,,,
0.500000,-1.547738,,,,,,,,0.693874,,,,,,,,-0.439704,,,,,,,,-0.010288,,,,,,,,-0.179451,,,,,,,,0.318754,,,,,,,,0.000000,,,,,,,,-0.060443,,,,,,,,0.956570,,,,,,,,
0.525000,-1.369338,,,,,,,,0.770647,,,,,,,,-0.160805,,,,,,,,-0.355057,,,,,,,,-0.707627,,,,,,,,0.954936,,,,,,,,0.000000,,,,,,,,-0.079335,,,,,,,,0.926385,,,,,,,,
0.550000,-1.232111,,,,,,,,0.771901,,,,,,,,-0.072026,,,,,,,,-0.276253,,,,,,,,-1.266750,,,,,,,,0.785950,,,,,,,,0.000000,,,,,,,,-0.080538,,,,,,,,0.829331,,,,,,,,
0.575000,-0.926909,,,,,,,,0.788685,,,,,,,,-0.448578,,,,,,,,-0.328789,,,,,,,,-1.646376,,,,,,,,1.442013,,,,,,,,0.000000,,,,,,,,-0.179113,,,,,,,,0.545014,,,,,,,,
0.600000,-0.481389,,,,,,,,0.713985,,,,,,,,-0.598851,,,,,,,,-0.427294,,,,,,,,-1.772231,,,,,,,,1.451953,,,,,,,,0.000000,,,,,,,,-0.223962,,,,,,,,0.117479,,,,,,,,
0.618182,0.025256,,,,,,,,0.653221,,,,,,,,-0.456966,,,,,,,,-0.401026,,,,,,,,-1.673198,,,,,,,,1.243206,,,,,,,,0.000000,,,,,,,,-0.263301,,,,,,,,-0.351331,,,,,,,,
0.636364,0.466298,,,,,,,,0.554474,,,,,,,,-0.512601,,,,,,,,-0.171180,,,,,,,,-1.648440,,,,,,,,0.785950,,,,,,,,0.000000,,,,,,,,-0.305852,,,,,,,,-0.784353,,,,,,,,
0.654545,0.974597,,,,,,,,0.499330,,,,,,,,-0.558240,,,,,,,,0.219558,,,,,,,,-1.662882,,,,,,,,0.497680,,,,,,,,0.000000,,,,,,,,-0.491477,,,,,,,,-1.260432,,,,,,,,
0.672727,1.386261,,,,,,,,0.546942,,,,,,,,-0.709207,,,,,,,,0.446120,,,,,,,,-1.293572,,,,,,,,0.646785,,,,,,,,0.000000,,,,,,,,-0.790014,,,,,,,,-1.610985,,,,,,,,
0.690909,1.706113,,,,,,,,0.613033,,,,,,,,-0.931320,,,,,,,,0.380450,,,,,,,,-0.763333,,,,,,,,0.815771,,,,,,,,0.000000,,,,,,,,-1.112077,,,,,,,,-1.817157,,,,,,,,
0.709091,1.943919,,,,,,,,0.669481,,,,,,,,-1.206732,,,,,,,,-0.007005,,,,,,,,-0.008207,,,,,,,,0.696487,,,,,,,,0.000000,,,,,,,,-1.365830,,,,,,,,-2.000618,,,,,,,,
0.727273,1.979724,,,,,,,,0.664410,,,,,,,,-0.836483,,,,,,,,-0.519233,,,,,,,,0.489021,,,,,,,,-0.456593,,,,,,,,0.000000,,,,,,,,-1.319013,,,,,,,,-1.928094,,,,,,,,
0.745455,1.756583,,,,,,,,0.581815,,,,,,,,-0.600458,,,,,,,,-0.959224,,,,,,,,1.000691,,,,,,,,-1.241881,,,,,,,,0.000000,,,,,,,,-1.117257,,,,,,,,-1.664776,,,,,,,,
0.763636,1.388970,,,,,,,,0.262242,,,,,,,,0.435296,,,,,,,,-1.333544,,,,,,,,1.093534,,,,,,,,-1.788600,,,,,,,,0.000000,,,,,,,,-0.862268,,,,,,,,-1.201769,,,,,,,,
0.781818,1.001770,,,,,,,,0.121423,,,,,,,,0.364394,,,,,,,,-1.418915,,,,,,,,0.802625,,,,,,,,-1.709077,,,,,,,,0.000000,,,,,,,,-0.617179,,,,,,,,-0.719518,,,,,,,,
0.800000,0.604964,,,,,,,,-0.194119,,,,,,,,0.694760,,,,,,,,-1.701297,,,,,,,,1.165746,,,,,,,,-1.410867,,,,,,,,0.000000,,,,,,,,-0.204391,,,,,,,,-0.228716,,,,,,,,
0.828571,0.212288,,,,,,,,-0.542457,,,,,,,,0.946312,,,,,,,,-1.819504,,,,,,,,0.887216,,,,,,,,-1.758779,,,,,,,,0.000000,,,,,,,,0.301846,,,,,,,,0.160286,,,,,,,,
0.857143,-0.112281,,,,,,,,-0.921917,,,,,,,,1.177235,,,,,,,,-1.720999,,,,,,,,0.693276,,,,,,,,-1.997347,,,,,,,,0.000000,,,,,,,,0.853117,,,,,,,,0.425280,,,,,,,,
0.885714,-0.421896,,,,,,,,-1.274408,,,,,,,,1.467988,,,,,,,,-1.343395,,,,,,,,0.406493,,,,,,,,-2.116631,,,,,,,,0.000000,,,,,,,,1.319289,,,,,,,,0.717734,,,,,,,,
0.914286,-0.641462,,,,,,,,-1.618439,,,,,,,,1.737797,,,,,,,,-0.837734,,,,,,,,0.305397,,,,,,,,-1.490389,,,,,,,,0.000000,,,,,,,,1.596597,,,,,,,,0.969102,,,,,,,,
0.942857,-0.783740,,,,,,,,-1.789374,,,,,,,,1.850035,,,,,,,,-0.315655,,,,,,,,-0.096924,,,,,,,,-0.774684,,,,,,,,0.000000,,,,,,,,1.661346,,,,,,,,1.178204,,,,,,,,
0.971429,-0.828318,,,,,,,,-1.748287,,,,,,,,0.906269,,,,,,,,0.075083,,,,,,,,-0.259916,,,,,,,,-0.128562,,,,,,,,0.000000,,,,,,,,1.673292,,,,,,,,1.223956,,,,,,,,
1.000000,-0.801285,,,,,,,,-1.837385,,,,,,,,1.176323,,,,,,,,-0.007005,,,,,,,,0.082573,,,,,,,,0.149768,,,,,,,,0.000000,,,,,,,,1.686072,,,,,,,,1.198157,,,,,,,,
0.000000,,-1.122523,,,,,,,,-2.051781,,,,,,,,1.212369,,,,,,,,0.098414,,,,,,,,0.084750,,,,,,,,0.012560,,,,,,,,0.000000,,,,,,,,1.858893,,,,,,,,1.359394,,,,,,,
0.022222,,-1.090458,,,,,,,,-2.001561,,,,,,,,1.502106,,,,,,,,0.343285,,,,,,,,0.019596,,,,,,,,0.077035,,,,,,,,0.000000,,,,,,,,1.836647,,,,,,,,1.330591,,,,,,,
0.044444,,-1.099473,,,,,,,,-1.859105,,,,,,,,1.671541,,,,,,,,0.805132,,,,,,,,-0.062934,,,,,,,,0.049403,,,,,,,,0.000000,,,,,,,,1.733905,,,,,,,,1.304841,,,,,,,
0.066667,,-1.073953,,,,,,,,-1.638234,,,,,,,,1.650823,,,,,,,,1.335171,,,,,,,,-0.188899,,,,,,,,0.196774,,,,,,,,0.000000,,,,,,,,1.569534,,,,,,,,1.227712,,,,,,,
0.088889,,-1.016655,,,,,,,,-1.263792,,,,,,,,1.383566,,,,,,,,1.824914,,,,,,,,-0.214961,,,,,,,,0.436253,,,,,,,,0.000000,,,,,,,,1.255745,,,,,,,,1.110658,,,,,,,
0.111111,,-0.947588,,,,,,,,-0.803848,,,,,,,,0.939619,,,,,,,,2.110081,,,,,,,,-0.495126,,,,,,,,0.749418,,,,,,,,0.000000,,,,,,,,0.887171,,,,,,,,1.078664,,,,,,,
0.133333,,-0.702997,,,,,,,,-0.332279,,,,,,,,0.526935,,,,,,,,1.992295,,,,,,,,-0.729683,,,,,,,,1.071793,,,,,,,,0.000000,,,,,,,,0.447882,,,,,,,,0.981835,,,,,,,
0.155556,,-0.436844,,,,,,,,0.055949,,,,,,,,0.108271,,,,,,,,1.775320,,,,,,,,-0.720996,,,,,,,,1.099425,,,,,,,,0.000000,,,,,,,,-0.003406,,,,,,,,0.751966,,,,,,,
0.177778,,-0.182642,,,,,,,,0.419708,,,,,,,,-0.379308,,,,,,,,1.449857,,,,,,,,-0.608061,,,,,,,,1.163900,,,,,,,,0.000000,,,,,,,,-0.395477,,,,,,,,0.511127,,,,,,,
0.200000,,0.126250,,,,,,,,0.705255,,,,,,,,-0.636713,,,,,,,,1.220484,,,,,,,,-0.933835,,,,,,,,0.546782,,,,,,,,0.000000,,,,,,,,-0.718377,,,,,,,,0.215039,,,,,,,
0.225000,,0.503810,,,,,,,,0.908101,,,,,,,,-1.046135,,,,,,,,0.749338,,,,,,,,-0.838275,,,,,,,,0.648100,,,,,,,,0.000000,,,,,,,,-1.018652,,,,,,,,-0.164454,,,,,,,
0.250000,,0.847390,,,,,,,,1.044602,,,,,,,,-1.222643,,,,,,,,0.210001,,,,,,,,-0.727512,,,,,,,,0.611257,,,,,,,,0.000000,,,,,,,,-1.238951,,,,,,,,-0.505323,,,,,,,
0.275000,,1.168348,,,,,,,,1.010592,,,,,,,,-1.134309,,,,,,,,-0.264244,,,,,,,,-0.703622,,,,,,,,0.316514,,,,,,,,0.000000,,,,,,,,-1.333261,,,,,,,,-0.819078,,,,,,,
0.300000,,1.419065,,,,,,,,0.906881,,,,,,,,-0.970874,,,,,,,,-0.537013,,,,,,,,-0.256226,,,,,,,,-0.144022,,,,,,,,0.000000,,,,,,,,-1.338513,,,,,,,,-1.156128,,,,,,,
0.325000,,1.459166,,,,,,,,0.790555,,,,,,,,-0.903653,,,,,,,,-0.465721,,,,,,,,0.351885,,,,,,,,-0.751930,,,,,,,,0.000000,,,,,,,,-1.237869,,,,,,,,-1.397477,,,,,,,
0.350000,,1.184402,,,,,,,,0.798783,,,,,,,,-0.953195,,,,,,,,-0.273543,,,,,,,,1.077274,,,,,,,,-1.378259,,,,,,,,0.000000,,,,,,,,-1.061377,,,,,,,,-1.296579,,,,,,,
0.375000,,0.750667,,,,,,,,0.734498,,,,,,,,-0.782902,,,,,,,,0.392880,,,,,,,,1.409563,,,,,,,,-2.409859,,,,,,,,0.000000,,,,,,,,-0.870354,,,,,,,,-1.064021,,,,,,,
0.400000,,0.341948,,,,,,,,0.739926,,,,,,,,-0.962990,,,,,,,,0.337086,,,,,,,,1.830897,,,,,,,,-1.608527,,,,,,,,0.000000,,,,,,,,-0.752596,,,,,,,,-0.746113,,,,,,,
0.422222,,-0.141554,,,,,,,,0.732574,,,,,,,,-0.941206,,,,,,,,0.383581,,,,,,,,1.730993,,,,,,,,-1.765109,,,,,,,,0.000000,,,,,,,,-0.585333,,,,,,,,-0.356496,,,,,,,
0.444444,,-0.582111,,,,,,,,0.745256,,,,,,,,-0.945210,,,,,,,,0.343285,,,,,,,,1.765742,,,,,,,,-1.700634,,,,,,,,0.000000,,,,,,,,-0.443090,,,,,,,,0.014153,,,,,,,
0.466667,,-1.036758,,,,,,,,0.751666,,,,,,,,-0.864603,,,,,,,,0.206901,,,,,,,,1.596340,,,,,,,,-1.442734,,,,,,,,0.000000,,,,,,,,-0.277801,,,,,,,,0.432025,,,,,,,
0.488889,,-1.416972,,,,,,,,0.719647,,,,,,,,-0.679865,,,,,,,,0.045720,,,,,,,,1.244504,,,,,,,,-1.101937,,,,,,,,0.000000,,,,,,,,-0.131204,,,,,,,,0.796413,,,,,,,
0.511111,,-1.685454,,,,,,,,0.688330,,,,,,,,-0.411284,,,,,,,,0.036421,,,,,,,,0.506084,,,,,,,,-0.687455,,,,,,,,0.000000,,,,,,,,-0.004800,,,,,,,,1.112479,,,,,,,
0.533333,,-1.652262,,,,,,,,0.615949,,,,,,,,-0.121895,,,,,,,,0.005424,,,,,,,,-0.634123,,,,,,,,0.132299,,,,,,,,0.000000,,,,,,,,0.040223,,,,,,,,1.149102,,,,,,,
0.555556,,-1.290979,,,,,,,,0.628132,,,,,,,,-0.130171,,,,,,,,-0.428525,,,,,,,,-1.550633,,,,,,,,1.495486,,,,,,,,0.000000,,,,,,,,0.018737,,,,,,,,0.920317,,,,,,,
0.577778,,-0.889715,,,,,,,,0.581712,,,,,,,,-0.318727,,,,,,,,-0.555611,,,,,,,,-1.687458,,,,,,,,1.670490,,,,,,,,0.000000,,,,,,,,-0.031445,,,,,,,,0.528511,,,,,,,
0.600000,,-0.399865,,,,,,,,0.481276,,,,,,,,-0.315711,,,,,,,,-0.617604,,,,,,,,-1.756956,,,,,,,,1.725754,,,,,,,,0.000000,,,,,,,,-0.016665,,,,,,,,0.105742,,,,,,,
0.620000,,0.050620,,,,,,,,0.345531,,,,,,,,-0.252138,,,,,,,,-0.462622,,,,,,,,-1.661396,,,,,,,,1.523118,,,,,,,,0.000000,,,,,,,,-0.002043,,,,,,,,-0.371459,,,,,,,
0.640000,,0.476754,,,,,,,,0.280295,,,,,,,,-0.395109,,,,,,,,-0.106163,,,,,,,,-1.565836,,,,,,,,1.246797,,,,,,,,0.000000,,,,,,,,-0.022919,,,,,,,,-0.774308,,,,,,,
0.660000,,0.902465,,,,,,,,0.271180,,,,,,,,-0.537163,,,,,,,,0.197602,,,,,,,,-1.383402,,,,,,,,1.071793,,,,,,,,0.000000,,,,,,,,-0.158158,,,,,,,,-1.229274,,,,,,,
0.680000,,1.242736,,,,,,,,0.305180,,,,,,,,-0.731617,,,,,,,,0.355684,,,,,,,,-0.957725,,,,,,,,0.933632,,,,,,,,0.000000,,,,,,,,-0.404849,,,,,,,,-1.535965,,,,,,,
0.700000,,1.507126,,,,,,,,0.456455,,,,,,,,-0.869968,,,,,,,,0.333986,,,,,,,,-0.408254,,,,,,,,0.555993,,,,,,,,0.000000,,,,,,,,-0.714240,,,,,,,,-1.651705,,,,,,,
0.720000,,1.622452,,,,,,,,0.559152,,,,,,,,-0.900001,,,,,,,,0.008524,,,,,,,,0.230263,,,,,,,,0.150721,,,,,,,,0.000000,,,,,,,,-0.948492,,,,,,,,-1.623519,,,,,,,
0.740000,,1.535630,,,,,,,,0.624893,,,,,,,,-0.802832,,,,,,,,-0.282842,,,,,,,,0.458304,,,,,,,,-0.383501,,,,,,,,0.000000,,,,,,,,-1.020361,,,,,,,,-1.513708,,,,,,,
0.760000,,1.366077,,,,,,,,0.651404,,,,,,,,-0.627096,,,,,,,,-0.664098,,,,,,,,0.788421,,,,,,,,-0.622980,,,,,,,,0.000000,,,,,,,,-1.005011,,,,,,,,-1.369886,,,,,,,
0.780000,,1.083249,,,,,,,,0.508898,,,,,,,,-0.422206,,,,,,,,-1.169340,,,,,,,,0.849233,,,,,,,,-0.678244,,,,,,,,0.000000,,,,,,,,-0.820078,,,,,,,,-0.974426,,,,,,,
0.800000,,0.840995,,,,,,,,0.241367,,,,,,,,0.522054,,,,,,,,-1.631186,,,,,,,,0.925246,,,,,,,,-0.586137,,,,,,,,0.000000,,,,,,,,-0.582540,,,,,,,,-0.639092,,,,,,,
0.828571,,0.501056,,,,,,,,-0.049464,,,,,,,,0.688655,,,,,,,,-1.736574,,,,,,,,0.875294,,,,,,,,-0.641401,,,,,,,,0.000000,,,,,,,,-0.226299,,,,,,,,-0.168013,,,,,,,
0.857143,,0.206004,,,,,,,,-0.417612,,,,,,,,1.048343,,,,,,,,-1.916353,,,,,,,,0.755844,,,,,,,,-0.438765,,,,,,,,0.000000,,,,,,,,0.261101,,,,,,,,0.172703,,,,,,,
0.885714,,-0.071167,,,,,,,,-0.896308,,,,,,,,1.275499,,,,,,,,-1.848161,,,,,,,,0.612504,,,,,,,,-0.401922,,,,,,,,0.000000,,,,,,,,0.806053,,,,,,,,0.397772,,,,,,,
0.914286,,-0.322207,,,,,,,,-1.329685,,,,,,,,1.565912,,,,,,,,-1.528898,,,,,,,,0.460476,,,,,,,,-0.429554,,,,,,,,0.000000,,,,,,,,1.287682,,,,,,,,0.613775,,,,,,,
0.942857,,-0.518401,,,,,,,,-1.682858,,,,,,,,1.725350,,,,,,,,-1.085650,,,,,,,,0.341026,,,,,,,,-0.309815,,,,,,,,0.000000,,,,,,,,1.636991,,,,,,,,0.846849,,,,,,,
0.971429,,-0.702797,,,,,,,,-1.943636,,,,,,,,1.763747,,,,,,,,-0.691995,,,,,,,,0.173795,,,,,,,,-0.051915,,,,,,,,0.000000,,,,,,,,1.836479,,,,,,,,1.150319,,,,,,,
1.000000,,-0.752838,,,,,,,,-2.033581,,,,,,,,1.674735,,,,,,,,-0.295241,,,,,,,,-0.002122,,,,,,,,0.049403,,,,,,,,0.000000,,,,,,,,1.887120,,,,,,,,1.245035,,,,,,,
0.000000,,,-1.028200,,,,,,,,-1.716926,,,,,,,,1.097942,,,,,,,,0.091636,,,,,,,,-0.041734,,,,,,,,-0.288738,,,,,,,,0.000000,,,,,,,,1.535805,,,,,,,,1.402771,,,,,,
0.022222,,,-1.002535,,,,,,,,-1.686736,,,,,,,,1.213929,,,,,,,,0.173021,,,,,,,,-0.049109,,,,,,,,-0.385088,,,,,,,,0.000000,,,,,,,,1.531936,,,,,,,,1.358397,,,,,,
0.044444,,,-0.985663,,,,,,,,-1.677638,,,,,,,,1.560368,,,,,,,,0.379876,,,,,,,,-0.135762,,,,,,,,-0.302502,,,,,,,,0.000000,,,,,,,,1.534757,,,,,,,,1.368401,,,,,,
0.066667,,,-0.943529,,,,,,,,-1.599072,,,,,,,,1.643603,,,,,,,,0.732546,,,,,,,,-0.172636,,,,,,,,-0.137330,,,,,,,,0.000000,,,,,,,,1.506410,,,,,,,,1.300808,,,,,,
0.088889,,,-0.900432,,,,,,,,-1.442616,,,,,,,,1.590107,,,,,,,,1.186947,,,,,,,,-0.307225,,,,,,,,-0.068509,,,,,,,,0.000000,,,,,,,,1.412286,,,,,,,,1.215195,,,,,,
0.111111,,,-0.822652,,,,,,,,-1.189447,,,,,,,,1.397289,,,,,,,,1.604047,,,,,,,,-0.469470,,,,,,,,0.027841,,,,,,,,0.000000,,,,,,,,1.232865,,,,,,,,1.077598,,,,,,
0.133333,,,-0.673556,,,,,,,,-0.829946,,,,,,,,0.996548,,,,,,,,1.892287,,,,,,,,-0.616964,,,,,,,,0.110427,,,,,,,,0.000000,,,,,,,,0.945344,,,,,,,,0.872738,,,,,,
0.155556,,,-0.465031,,,,,,,,-0.470374,,,,,,,,0.522965,,,,,,,,1.946544,,,,,,,,-0.646463,,,,,,,,0.082899,,,,,,,,0.000000,,,,,,,,0.592189,,,,,,,,0.568451,,,,,,
0.177778,,,-0.255459,,,,,,,,-0.114366,,,,,,,,0.106297,,,,,,,,1.902460,,,,,,,,-0.688868,,,,,,,,0.124192,,,,,,,,0.000000,,,,,,,,0.197313,,,,,,,,0.281953,,,,,,
0.200000,,,0.013682,,,,,,,,0.234027,,,,,,,,-0.393368,,,,,,,,1.770209,,,,,,,,-0.734960,,,,,,,,0.427007,,,,,,,,0.000000,,,,,,,,-0.233124,,,,,,,,-0.024420,,,,,,
0.225000,,,0.263924,,,,,,,,0.544138,,,,,,,,-1.079833,,,,,,,,1.410757,,,,,,,,-0.626183,,,,,,,,0.509593,,,,,,,,0.000000,,,,,,,,-0.589078,,,,,,,,-0.360651,,,,,,
0.250000,,,0.481591,,,,,,,,0.769080,,,,,,,,-1.749986,,,,,,,,0.698635,,,,,,,,-0.550592,,,,,,,,0.661000,,,,,,,,0.000000,,,,,,,,-0.875619,,,,,,,,-0.652855,,,,,,
0.275000,,,0.712552,,,,,,,,0.915164,,,,,,,,-1.751719,,,,,,,,0.247624,,,,,,,,-0.078608,,,,,,,,0.055370,,,,,,,,0.000000,,,,,,,,-1.048184,,,,,,,,-0.946010,,,,,,
0.300000,,,0.741336,,,,,,,,0.976416,,,,,,,,-2.294558,,,,,,,,-0.325464,,,,,,,,0.503997,,,,,,,,-0.701668,,,,,,,,0.000000,,,,,,,,-1.118937,,,,,,,,-1.000231,,,,,,
0.325000,,,0.571948,,,,,,,,0.911471,,,,,,,,-0.848601,,,,,,,,-0.623878,,,,,,,,1.471932,,,,,,,,-0.674139,,,,,,,,0.000000,,,,,,,,-1.032846,,,,,,,,-0.879987,,,,,,
0.350000,,,0.322429,,,,,,,,0.902996,,,,,,,,-0.350422,,,,,,,,-0.515364,,,,,,,,1.482994,,,,,,,,-0.729196,,,,,,,,0.000000,,,,,,,,-0.909789,,,,,,,,-0.604482,,,,,,
0.375000,,,-0.004959,,,,,,,,0.870901,,,,,,,,-0.310931,,,,,,,,-0.495017,,,,,,,,1.532774,,,,,,,,-0.715432,,,,,,,,0.000000,,,,,,,,-0.723776,,,,,,,,-0.347516,,,,,,
0.400000,,,-0.375735,,,,,,,,0.813824,,,,,,,,-0.136263,,,,,,,,-0.413632,,,,,,,,1.628645,,,,,,,,-0.866839,,,,,,,,0.000000,,,,,,,,-0.506894,,,,,,,,-0.041123,,,,,,
0.425000,,,-0.738805,,,,,,,,0.794098,,,,,,,,0.070380,,,,,,,,-0.267816,,,,,,,,1.613896,,,,,,,,-0.949425,,,,,,,,0.000000,,,,,,,,-0.342244,,,,,,,,0.288859,,,,,,
0.450000,,,-1.064985,,,,,,,,0.784315,,,,,,,,0.545738,,,,,,,,0.017032,,,,,,,,1.488525,,,,,,,,-1.059540,,,,,,,,0.000000,,,,,,,,-0.229962,,,,,,,,0.617142,,,,,,
0.475000,,,-1.417579,,,,,,,,0.789216,,,,,,,,0.502765,,,,,,,,-0.118610,,,,,,,,1.014698,,,,,,,,-0.261209,,,,,,,,0.000000,,,,,,,,-0.173472,,,,,,,,0.996579,,,,,,
