time,x,y,z
19:53:24:754,0.00,-0.28,0.92
19:53:24:759,0.03,-0.28,0.92
19:53:24:768,0.06,-0.27,0.92
19:53:24:769,0.10,-0.27,0.94
19:53:24:774,0.12,-0.27,0.95
19:53:24:779,0.13,-0.26,0.96
19:53:24:785,0.13,-0.27,0.95
19:53:24:789,0.12,-0.27,0.95
19:53:24:794,0.11,-0.27,0.94
19:53:24:801,0.10,-0.27,0.94
19:53:24:804,0.09,-0.27,0.94
19:53:24:809,0.09,-0.28,0.94
19:53:24:814,0.08,-0.27,0.94
19:53:24:848,0.07,-0.27,0.95
19:53:24:849,0.08,-0.27,0.95
19:53:24:850,0.09,-0.27,0.95
19:53:24:851,0.09,-0.27,0.95
19:53:24:851,0.10,-0.27,0.95
19:53:24:852,0.10,-0.27,0.95
19:53:24:853,0.10,-0.26,0.95
19:53:24:857,0.11,-0.26,0.95
19:53:24:859,0.11,-0.26,0.94
19:53:24:864,0.09,-0.27,0.94
19:53:24:869,0.09,-0.26,0.93
19:53:24:874,0.08,-0.26,0.93
19:53:24:879,0.07,-0.27,0.93
19:53:24:886,0.07,-0.27,0.92
19:53:24:889,0.07,-0.27,0.93
19:53:24:894,0.07,-0.27,0.92
19:53:24:899,0.07,-0.27,0.92
19:53:24:904,0.07,-0.27,0.92
19:53:24:909,0.08,-0.27,0.93
19:53:24:914,0.08,-0.27,0.92
19:53:24:949,0.09,-0.27,0.94
19:53:24:950,0.09,-0.27,0.93
19:53:24:951,0.10,-0.27,0.93
19:53:24:952,0.10,-0.26,0.93
19:53:24:952,0.09,-0.27,0.93
19:53:24:953,0.09,-0.26,0.92
19:53:24:954,0.09,-0.26,0.92
19:53:24:955,0.09,-0.26,0.92
19:53:24:959,0.08,-0.26,0.91
19:53:24:964,0.08,-0.27,0.92
19:53:24:971,0.08,-0.27,0.91
19:53:24:974,0.08,-0.27,0.92
19:53:24:979,0.08,-0.26,0.91
19:53:24:984,0.07,-0.27,0.90
19:53:24:989,0.08,-0.27,0.91
19:53:24:994,0.08,-0.27,0.91
19:53:24:999,0.08,-0.27,0.92
19:53:25:35,0.06,-0.29,0.95
19:53:25:36,0.09,-0.27,0.97
19:53:25:37,0.11,-0.27,0.98
19:53:25:38,0.12,-0.26,0.93
19:53:25:38,0.12,-0.26,0.93
19:53:25:39,0.11,-0.26,0.92
19:53:25:40,0.10,-0.27,0.92
19:53:25:41,0.08,-0.27,0.93
19:53:25:45,0.07,-0.27,0.93
19:53:25:49,0.07,-0.27,0.93
19:53:25:56,0.07,-0.27,0.93
19:53:25:59,0.07,-0.27,0.93
19:53:25:64,0.08,-0.27,0.92
19:53:25:69,0.08,-0.27,0.93
19:53:25:74,0.09,-0.27,0.93
19:53:25:79,0.09,-0.26,0.94
19:53:25:84,0.09,-0.27,0.93
19:53:25:90,0.09,-0.27,0.93
19:53:25:94,0.09,-0.27,0.94
19:53:25:99,0.08,-0.27,0.94
19:53:25:107,0.08,-0.28,0.95
19:53:25:109,0.08,-0.28,0.94
19:53:25:114,0.07,-0.27,0.94
19:53:25:119,0.07,-0.27,0.93
19:53:25:170,0.07,-0.27,0.95
19:53:25:171,0.08,-0.27,0.94
19:53:25:172,0.06,-0.28,0.95
19:53:25:174,0.05,-0.29,0.94
19:53:25:175,0.06,-0.29,0.94
19:53:25:176,0.08,-0.28,0.95
19:53:25:178,0.11,-0.26,0.95
19:53:25:179,0.14,-0.26,0.96
19:53:25:180,0.15,-0.26,0.97
19:53:25:182,0.15,-0.26,0.96
19:53:25:183,0.13,-0.27,0.96
19:53:25:184,0.10,-0.28,0.94
19:53:25:186,0.08,-0.29,0.94
19:53:25:193,0.07,-0.29,0.95
19:53:25:195,0.06,-0.29,0.94
19:53:25:199,0.07,-0.28,0.93
19:53:25:204,0.08,-0.28,0.93
19:53:25:211,0.08,-0.27,0.93
19:53:25:214,0.09,-0.27,0.93
19:53:25:219,0.09,-0.27,0.93
19:53:25:267,0.09,-0.26,0.93
19:53:25:269,0.08,-0.26,0.93
19:53:25:270,0.08,-0.26,0.93
19:53:25:271,0.08,-0.27,0.94
19:53:25:272,0.07,-0.26,0.94
19:53:25:273,0.07,-0.27,0.93
19:53:25:274,0.07,-0.27,0.93
19:53:25:274,0.07,-0.27,0.93
19:53:25:275,0.07,-0.27,0.94
19:53:25:276,0.08,-0.27,0.93
19:53:25:276,0.08,-0.27,0.94
19:53:25:281,0.08,-0.27,0.94
19:53:25:284,0.09,-0.27,0.94
19:53:25:289,0.09,-0.27,0.95
19:53:25:294,0.09,-0.27,0.95
19:53:25:298,0.10,-0.27,0.95
19:53:25:303,0.10,-0.27,0.94
