Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,
0.365079,0.092534,,,,,,,,,,0.074768,,,,,,,,,,0.073919,,,,,,,,,,0.003260,,,,,,,,,,0.023058,,,,,,,,,,-0.001395,,,,,,,,,,0.000000,,,,,,,,,,0.070283,,,,,,,,,,-0.090282,,,,,,,,,,
0.396825,0.095502,,,,,,,,,,0.075142,,,,,,,,,,0.075613,,,,,,,,,,0.002823,,,,,,,,,,0.027463,,,,,,,,,,-0.001014,,,,,,,,,,0.000000,,,,,,,,,,0.070206,,,,,,,,,,-0.091929,,,,,,,,,,
0.412698,0.096702,,,,,,,,,,0.074833,,,,,,,,,,0.076210,,,,,,,,,,0.002735,,,,,,,,,,0.034217,,,,,,,,,,0.000000,,,,,,,,,,0.000000,,,,,,,,,,0.070321,,,,,,,,,,-0.092111,,,,,,,,,,
0.428571,0.100639,,,,,,,,,,0.075129,,,,,,,,,,0.078555,,,,,,,,,,0.002473,,,,,,,,,,0.042342,,,,,,,,,,0.001521,,,,,,,,,,0.000000,,,,,,,,,,0.070252,,,,,,,,,,-0.094377,,,,,,,,,,
0.444444,0.103420,,,,,,,,,,0.075826,,,,,,,,,,0.077608,,,,,,,,,,0.001948,,,,,,,,,,0.051348,,,,,,,,,,0.003423,,,,,,,,,,0.000000,,,,,,,,,,0.070132,,,,,,,,,,-0.096274,,,,,,,,,,
0.460317,0.103581,,,,,,,,,,0.073071,,,,,,,,,,0.075586,,,,,,,,,,-0.000248,,,,,,,,,,0.066704,,,,,,,,,,0.007211,,,,,,,,,,0.000000,,,,,,,,,,0.070836,,,,,,,,,,-0.093122,,,,,,,,,,
0.476190,0.101165,,,,,,,,,,0.073326,,,,,,,,,,0.067436,,,,,,,,,,-0.000937,,,,,,,,,,0.078072,,,,,,,,,,0.011030,,,,,,,,,,0.000000,,,,,,,,,,0.070807,,,,,,,,,,-0.093036,,,,,,,,,,
0.492063,0.090785,,,,,,,,,,0.065124,,,,,,,,,,0.063938,,,,,,,,,,-0.003648,,,,,,,,,,0.077680,,,,,,,,,,0.000634,,,,,,,,,,0.000000,,,,,,,,,,0.058579,,,,,,,,,,-0.087964,,,,,,,,,,
0.507937,0.079657,,,,,,,,,,0.056932,,,,,,,,,,0.060018,,,,,,,,,,-0.010642,,,,,,,,,,0.080617,,,,,,,,,,-0.000254,,,,,,,,,,0.000000,,,,,,,,,,0.046382,,,,,,,,,,-0.082018,,,,,,,,,,
0.523810,0.068493,,,,,,,,,,0.048630,,,,,,,,,,0.056059,,,,,,,,,,-0.014752,,,,,,,,,,0.079148,,,,,,,,,,-0.001395,,,,,,,,,,0.000000,,,,,,,,,,0.034192,,,,,,,,,,-0.076036,,,,,,,,,,
0.555556,0.059255,,,,,,,,,,0.041154,,,,,,,,,,0.052804,,,,,,,,,,-0.019911,,,,,,,,,,0.074645,,,,,,,,,,-0.002662,,,,,,,,,,0.000000,,,,,,,,,,0.021759,,,,,,,,,,-0.071516,,,,,,,,,,
0.571429,0.046341,,,,,,,,,,0.030953,,,,,,,,,,0.045586,,,,,,,,,,-0.025332,,,,,,,,,,0.068478,,,,,,,,,,-0.004437,,,,,,,,,,0.000000,,,,,,,,,,0.009865,,,,,,,,,,-0.061212,,,,,,,,,,
0.587302,0.035784,,,,,,,,,,0.022378,,,,,,,,,,0.044756,,,,,,,,,,-0.030490,,,,,,,,,,0.061235,,,,,,,,,,-0.006719,,,,,,,,,,0.000000,,,,,,,,,,-0.002292,,,,,,,,,,-0.054797,,,,,,,,,,
0.603175,0.030931,,,,,,,,,,0.014980,,,,,,,,,,0.042986,,,,,,,,,,-0.035212,,,,,,,,,,0.053501,,,,,,,,,,-0.009382,,,,,,,,,,0.000000,,,,,,,,,,-0.015115,,,,,,,,,,-0.052283,,,,,,,,,,
0.619048,0.010813,,,,,,,,,,-0.002737,,,,,,,,,,0.042962,,,,,,,,,,-0.044021,,,,,,,,,,0.038292,,,,,,,,,,-0.015610,,,,,,,,,,0.000000,,,,,,,,,,-0.039471,,,,,,,,,,-0.039606,,,,,,,,,,
0.634921,0.010759,,,,,,,,,,-0.002473,,,,,,,,,,0.043928,,,,,,,,,,-0.043955,,,,,,,,,,0.036762,,,,,,,,,,-0.015720,,,,,,,,,,0.000000,,,,,,,,,,-0.039464,,,,,,,,,,-0.039638,,,,,,,,,,
0.650794,0.008483,,,,,,,,,,-0.007382,,,,,,,,,,0.035875,,,,,,,,,,-0.037048,,,,,,,,,,0.027071,,,,,,,,,,-0.013565,,,,,,,,,,0.000000,,,,,,,,,,-0.039102,,,,,,,,,,-0.031109,,,,,,,,,,
0.666667,0.005212,,,,,,,,,,-0.011983,,,,,,,,,,0.026516,,,,,,,,,,-0.034337,,,,,,,,,,0.020415,,,,,,,,,,-0.010015,,,,,,,,,,0.000000,,,,,,,,,,-0.038732,,,,,,,,,,-0.022692,,,,,,,,,,
0.682540,0.002597,,,,,,,,,,-0.016755,,,,,,,,,,0.018378,,,,,,,,,,-0.030665,,,,,,,,,,0.013367,,,,,,,,,,-0.007987,,,,,,,,,,0.000000,,,,,,,,,,-0.038349,,,,,,,,,,-0.015369,,,,,,,,,,
0.714286,0.000358,,,,,,,,,,-0.019494,,,,,,,,,,0.012308,,,,,,,,,,-0.026556,,,,,,,,,,0.006612,,,,,,,,,,-0.006085,,,,,,,,,,0.000000,,,,,,,,,,-0.038246,,,,,,,,,,-0.011450,,,,,,,,,,
0.730159,-0.002430,,,,,,,,,,-0.024042,,,,,,,,,,0.003112,,,,,,,,,,-0.022184,,,,,,,,,,0.000347,,,,,,,,,,-0.004310,,,,,,,,,,0.000000,,,,,,,,,,-0.037956,,,,,,,,,,-0.003388,,,,,,,,,,
0.746032,-0.007399,,,,,,,,,,-0.027354,,,,,,,,,,-0.003746,,,,,,,,,,-0.018861,,,,,,,,,,-0.006896,,,,,,,,,,-0.000761,,,,,,,,,,0.000000,,,,,,,,,,-0.037584,,,,,,,,,,0.005292,,,,,,,,,,
0.761905,-0.009516,,,,,,,,,,-0.031537,,,,,,,,,,-0.011707,,,,,,,,,,-0.014140,,,,,,,,,,-0.012966,,,,,,,,,,0.003043,,,,,,,,,,0.000000,,,,,,,,,,-0.037278,,,,,,,,,,0.013047,,,,,,,,,,
0.777778,-0.014021,,,,,,,,,,-0.040799,,,,,,,,,,-0.028883,,,,,,,,,,-0.004970,,,,,,,,,,-0.023489,,,,,,,,,,0.007924,,,,,,,,,,0.000000,,,,,,,,,,-0.036626,,,,,,,,,,0.027716,,,,,,,,,,
0.793651,-0.013620,,,,,,,,,,-0.040455,,,,,,,,,,-0.027914,,,,,,,,,,-0.004697,,,,,,,,,,-0.023440,,,,,,,,,,0.006973,,,,,,,,,,0.000000,,,,,,,,,,-0.036687,,,,,,,,,,0.027151,,,,,,,,,,
0.809524,-0.013894,,,,,,,,,,-0.040126,,,,,,,,,,-0.027276,,,,,,,,,,-0.003035,,,,,,,,,,-0.021188,,,,,,,,,,0.004944,,,,,,,,,,0.000000,,,,,,,,,,-0.036703,,,,,,,,,,0.026780,,,,,,,,,,
0.825397,-0.014191,,,,,,,,,,-0.039706,,,,,,,,,,-0.027228,,,,,,,,,,-0.001112,,,,,,,,,,-0.017566,,,,,,,,,,0.003930,,,,,,,,,,0.000000,,,,,,,,,,-0.036715,,,,,,,,,,0.026730,,,,,,,,,,
0.841270,-0.014610,,,,,,,,,,-0.039614,,,,,,,,,,-0.026933,,,,,,,,,,0.000200,,,,,,,,,,-0.013847,,,,,,,,,,0.002789,,,,,,,,,,0.000000,,,,,,,,,,-0.036741,,,,,,,,,,0.027244,,,,,,,,,,
0.873016,-0.015524,,,,,,,,,,-0.039049,,,,,,,,,,-0.026764,,,,,,,,,,0.001336,,,,,,,,,,-0.010127,,,,,,,,,,0.001775,,,,,,,,,,0.000000,,,,,,,,,,-0.036769,,,,,,,,,,0.026617,,,,,,,,,,
0.888889,-0.016812,,,,,,,,,,-0.038112,,,,,,,,,,-0.026811,,,,,,,,,,0.003697,,,,,,,,,,-0.005134,,,,,,,,,,-0.000887,,,,,,,,,,0.000000,,,,,,,,,,-0.036845,,,,,,,,,,0.026307,,,,,,,,,,
0.904762,-0.018478,,,,,,,,,,-0.037328,,,,,,,,,,-0.027360,,,,,,,,,,0.004484,,,,,,,,,,-0.000827,,,,,,,,,,-0.003677,,,,,,,,,,0.000000,,,,,,,,,,-0.036912,,,,,,,,,,0.026414,,,,,,,,,,
0.920635,-0.020646,,,,,,,,,,-0.036577,,,,,,,,,,-0.028466,,,,,,,,,,0.005533,,,,,,,,,,0.002990,,,,,,,,,,-0.004437,,,,,,,,,,0.000000,,,,,,,,,,-0.036992,,,,,,,,,,0.027456,,,,,,,,,,
0.936508,-0.023838,,,,,,,,,,-0.035664,,,,,,,,,,-0.030600,,,,,,,,,,0.006637,,,,,,,,,,0.007567,,,,,,,,,,-0.005198,,,,,,,,,,0.000000,,,,,,,,,,-0.037005,,,,,,,,,,0.027780,,,,,,,,,,
0.952381,-0.024725,,,,,,,,,,-0.034952,,,,,,,,,,-0.032215,,,,,,,,,,0.005271,,,,,,,,,,0.003480,,,,,,,,,,-0.005325,,,,,,,,,,0.000000,,,,,,,,,,-0.037181,,,,,,,,,,0.029573,,,,,,,,,,
0.968254,-0.025256,,,,,,,,,,-0.034861,,,,,,,,,,-0.032719,,,,,,,,,,0.004134,,,,,,,,,,0.001228,,,,,,,,,,-0.005451,,,,,,,,,,0.000000,,,,,,,,,,-0.037231,,,,,,,,,,0.030048,,,,,,,,,,
0.984127,-0.025657,,,,,,,,,,-0.034552,,,,,,,,,,-0.032870,,,,,,,,,,0.003522,,,,,,,,,,-0.000729,,,,,,,,,,-0.005451,,,,,,,,,,0.000000,,,,,,,,,,-0.037296,,,,,,,,,,0.029860,,,,,,,,,,
1.000000,-0.025921,,,,,,,,,,-0.034578,,,,,,,,,,-0.033759,,,,,,,,,,0.002910,,,,,,,,,,-0.002491,,,,,,,,,,-0.005325,,,,,,,,,,0.000000,,,,,,,,,,-0.037308,,,,,,,,,,0.030784,,,,,,,,,,
0.000000,,-0.026370,,,,,,,,,,-0.035804,,,,,,,,,,-0.036044,,,,,,,,,,0.002211,,,,,,,,,,-0.005979,,,,,,,,,,-0.006054,,,,,,,,,,0.000000,,,,,,,,,,-0.037195,,,,,,,,,,0.033425,,,,,,,,,
0.020000,,-0.027174,,,,,,,,,,-0.034828,,,,,,,,,,-0.037520,,,,,,,,,,0.002211,,,,,,,,,,-0.006309,,,,,,,,,,-0.005832,,,,,,,,,,0.000000,,,,,,,,,,-0.037387,,,,,,,,,,0.034738,,,,,,,,,
0.040000,,-0.030982,,,,,,,,,,-0.033648,,,,,,,,,,-0.031431,,,,,,,,,,0.017687,,,,,,,,,,-0.025593,,,,,,,,,,0.012678,,,,,,,,,,0.000000,,,,,,,,,,-0.037485,,,,,,,,,,0.034825,,,,,,,,,
0.060000,,-0.034598,,,,,,,,,,-0.032204,,,,,,,,,,-0.024984,,,,,,,,,,0.033425,,,,,,,,,,-0.045563,,,,,,,,,,0.030934,,,,,,,,,,0.000000,,,,,,,,,,-0.037611,,,,,,,,,,0.034697,,,,,,,,,
0.080000,,-0.038285,,,,,,,,,,-0.030515,,,,,,,,,,-0.018200,,,,,,,,,,0.048114,,,,,,,,,,-0.061225,,,,,,,,,,0.049443,,,,,,,,,,0.000000,,,,,,,,,,-0.037770,,,,,,,,,,0.033951,,,,,,,,,
0.120000,,-0.041817,,,,,,,,,,-0.028269,,,,,,,,,,-0.011393,,,,,,,,,,0.062891,,,,,,,,,,-0.077475,,,,,,,,,,0.067953,,,,,,,,,,0.000000,,,,,,,,,,-0.037999,,,,,,,,,,0.033205,,,,,,,,,
0.140000,,-0.045150,,,,,,,,,,-0.025889,,,,,,,,,,-0.003888,,,,,,,,,,0.077755,,,,,,,,,,-0.094312,,,,,,,,,,0.086589,,,,,,,,,,0.000000,,,,,,,,,,-0.038237,,,,,,,,,,0.031575,,,,,,,,,
0.160000,,-0.048089,,,,,,,,,,-0.022538,,,,,,,,,,0.005710,,,,,,,,,,0.092794,,,,,,,,,,-0.111932,,,,,,,,,,0.105099,,,,,,,,,,0.000000,,,,,,,,,,-0.025661,,,,,,,,,,0.027454,,,,,,,,,
0.180000,,-0.047349,,,,,,,,,,-0.015478,,,,,,,,,,0.017695,,,,,,,,,,0.108008,,,,,,,,,,-0.130041,,,,,,,,,,0.123609,,,,,,,,,,0.000000,,,,,,,,,,-0.013766,,,,,,,,,,0.018783,,,,,,,,,
0.200000,,-0.051871,,,,,,,,,,-0.010007,,,,,,,,,,0.036912,,,,,,,,,,0.120839,,,,,,,,,,-0.142755,,,,,,,,,,0.137713,,,,,,,,,,0.000000,,,,,,,,,,0.003502,,,,,,,,,,0.010252,,,,,,,,,
0.220000,,-0.048785,,,,,,,,,,-0.006046,,,,,,,,,,0.044128,,,,,,,,,,0.126632,,,,,,,,,,-0.148151,,,,,,,,,,0.136160,,,,,,,,,,0.000000,,,,,,,,,,0.024088,,,,,,,,,,0.000428,,,,,,,,,
0.240000,,-0.037154,,,,,,,,,,0.005654,,,,,,,,,,0.048783,,,,,,,,,,0.110893,,,,,,,,,,-0.127986,,,,,,,,,,0.116509,,,,,,,,,,0.000000,,,,,,,,,,0.036155,,,,,,,,,,-0.009336,,,,,,,,,
0.260000,,-0.023814,,,,,,,,,,0.017227,,,,,,,,,,0.051688,,,,,,,,,,0.095155,,,,,,,,,,-0.115358,,,,,,,,,,0.096732,,,,,,,,,,0.000000,,,,,,,,,,0.048240,,,,,,,,,,-0.018139,,,,,,,,,
0.280000,,-0.007478,,,,,,,,,,0.027707,,,,,,,,,,0.055056,,,,,,,,,,0.078804,,,,,,,,,,-0.099206,,,,,,,,,,0.076954,,,,,,,,,,0.000000,,,,,,,,,,0.060407,,,,,,,,,,-0.028185,,,,,,,,,
0.320000,,0.006211,,,,,,,,,,0.038665,,,,,,,,,,0.057616,,,,,,,,,,0.062629,,,,,,,,,,-0.084914,,,,,,,,,,0.056289,,,,,,,,,,0.000000,,,,,,,,,,0.072554,,,,,,,,,,-0.036919,,,,,,,,,
0.340000,,0.018326,,,,,,,,,,0.048233,,,,,,,,,,0.060780,,,,,,,,,,0.046541,,,,,,,,,,-0.069252,,,,,,,,,,0.035498,,,,,,,,,,0.000000,,,,,,,,,,0.071971,,,,,,,,,,-0.042817,,,,,,,,,
0.360000,,0.026465,,,,,,,,,,0.054442,,,,,,,,,,0.061313,,,,,,,,,,0.030802,,,,,,,,,,-0.052121,,,,,,,,,,0.014706,,,,,,,,,,0.000000,,,,,,,,,,0.072009,,,,,,,,,,-0.043946,,,,,,,,,
0.380000,,0.037422,,,,,,,,,,0.061910,,,,,,,,,,0.055926,,,,,,,,,,0.025469,,,,,,,,,,-0.056624,,,,,,,,,,0.031187,,,,,,,,,,0.000000,,,,,,,,,,0.071449,,,,,,,,,,-0.048721,,,,,,,,,
0.400000,,0.059366,,,,,,,,,,0.079688,,,,,,,,,,0.058308,,,,,,,,,,-0.010675,,,,,,,,,,-0.018753,,,,,,,,,,-0.003344,,,,,,,,,,0.000000,,,,,,,,,,0.070366,,,,,,,,,,-0.058223,,,,,,,,,
0.428571,,0.058142,,,,,,,,,,0.080107,,,,,,,,,,0.059889,,,,,,,,,,-0.041070,,,,,,,,,,-0.026474,,,,,,,,,,0.013185,,,,,,,,,,0.000000,,,,,,,,,,0.070350,,,,,,,,,,-0.058317,,,,,,,,,
0.457143,,0.059139,,,,,,,,,,0.073864,,,,,,,,,,0.065104,,,,,,,,,,-0.049202,,,,,,,,,,-0.006799,,,,,,,,,,0.011410,,,,,,,,,,0.000000,,,,,,,,,,0.070604,,,,,,,,,,-0.064666,,,,,,,,,
0.485714,,0.054363,,,,,,,,,,0.066939,,,,,,,,,,0.067722,,,,,,,,,,-0.056109,,,,,,,,,,0.010528,,,,,,,,,,0.006973,,,,,,,,,,0.000000,,,,,,,,,,0.070912,,,,,,,,,,-0.069206,,,,,,,,,
0.514286,,0.053017,,,,,,,,,,0.059633,,,,,,,,,,0.069891,,,,,,,,,,-0.065902,,,,,,,,,,0.017380,,,,,,,,,,0.010903,,,,,,,,,,0.000000,,,,,,,,,,0.058722,,,,,,,,,,-0.065793,,,,,,,,,
0.571429,,0.056649,,,,,,,,,,0.054214,,,,,,,,,,0.074161,,,,,,,,,,-0.074820,,,,,,,,,,0.030204,,,,,,,,,,0.013312,,,,,,,,,,0.000000,,,,,,,,,,0.058988,,,,,,,,,,-0.071697,,,,,,,,,
0.600000,,0.060092,,,,,,,,,,0.048439,,,,,,,,,,0.078292,,,,,,,,,,-0.084263,,,,,,,,,,0.043810,,,,,,,,,,0.015087,,,,,,,,,,0.000000,,,,,,,,,,0.059364,,,,,,,,,,-0.077660,,,,,,,,,
0.940000,,0.058723,,,,,,,,,,0.040699,,,,,,,,,,0.081855,,,,,,,,,,-0.088460,,,,,,,,,,0.061039,,,,,,,,,,-0.001521,,,,,,,,,,0.000000,,,,,,,,,,0.047419,,,,,,,,,,-0.069812,,,,,,,,,
0.945000,,0.051256,,,,,,,,,,0.026854,,,,,,,,,,0.068930,,,,,,,,,,-0.086012,,,,,,,,,,0.066423,,,,,,,,,,-0.002028,,,,,,,,,,0.000000,,,,,,,,,,0.035489,,,,,,,,,,-0.060234,,,,,,,,,
0.950000,,0.054751,,,,,,,,,,0.012445,,,,,,,,,,0.073408,,,,,,,,,,-0.060055,,,,,,,,,,0.087518,,,,,,,,,,-0.018034,,,,,,,,,,0.000000,,,,,,,,,,0.031662,,,,,,,,,,-0.065872,,,,,,,,,
0.955000,,0.046740,,,,,,,,,,0.006183,,,,,,,,,,0.059535,,,,,,,,,,-0.062842,,,,,,,,,,0.093342,,,,,,,,,,-0.019017,,,,,,,,,,0.000000,,,,,,,,,,0.011826,,,,,,,,,,-0.040637,,,,,,,,,
0.960000,,0.037536,,,,,,,,,,0.000773,,,,,,,,,,0.045077,,,,,,,,,,-0.054623,,,,,,,,,,0.074743,,,,,,,,,,-0.013312,,,,,,,,,,0.000000,,,,,,,,,,-0.000448,,,,,,,,,,-0.024252,,,,,,,,,
0.965000,,0.027571,,,,,,,,,,-0.004842,,,,,,,,,,0.032199,,,,,,,,,,-0.043781,,,,,,,,,,0.070045,,,,,,,,,,-0.015340,,,,,,,,,,0.000000,,,,,,,,,,-0.000190,,,,,,,,,,-0.017329,,,,,,,,,
0.970000,,0.014369,,,,,,,,,,-0.012201,,,,,,,,,,0.014515,,,,,,,,,,-0.033813,,,,,,,,,,0.059277,,,,,,,,,,-0.015213,,,,,,,,,,0.000000,,,,,,,,,,-0.012477,,,,,,,,,,-0.000780,,,,,,,,,
0.980000,,0.000740,,,,,,,,,,-0.019233,,,,,,,,,,-0.003481,,,,,,,,,,-0.023758,,,,,,,,,,0.046943,,,,,,,,,,-0.014833,,,,,,,,,,0.000000,,,,,,,,,,-0.024826,,,,,,,,,,0.015427,,,,,,,,,
0.985000,,-0.007702,,,,,,,,,,-0.022184,,,,,,,,,,-0.012540,,,,,,,,,,-0.013965,,,,,,,,,,0.032064,,,,,,,,,,-0.013058,,,,,,,,,,0.000000,,,,,,,,,,-0.024904,,,,,,,,,,0.017094,,,,,,,,,
0.990000,,-0.010130,,,,,,,,,,-0.020974,,,,,,,,,,-0.013664,,,,,,,,,,-0.015626,,,,,,,,,,0.029127,,,,,,,,,,-0.010776,,,,,,,,,,0.000000,,,,,,,,,,-0.024988,,,,,,,,,,0.019459,,,,,,,,,
0.995000,,-0.021731,,,,,,,,,,-0.027408,,,,,,,,,,-0.029623,,,,,,,,,,-0.016238,,,,,,,,,,0.028833,,,,,,,,,,-0.011537,,,,,,,,,,0.000000,,,,,,,,,,-0.037419,,,,,,,,,,0.034858,,,,,,,,,
