Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
71633.6,0.0,-0.42,-0.60,0.65,0.00,-0.02,-0.00,42.397063577563955,0.4399221151653518,1.8975950163329605,
71633.7,0.09999999999126885,-0.42,-0.60,0.65,-0.01,0.07,0.01,42.538243969397705,0.4461641472713309,1.9066611264187785,
71633.8,0.19999999999708962,-0.41,-0.60,0.65,-0.01,-0.02,0.01,43.181751932963536,0.47187696059231454,1.9436497096006364,
71633.9,0.29999999998835847,-0.41,-0.61,0.65,-0.00,-0.01,0.01,41.166290821496176,0.46901224193353597,1.8826300308401593,
71634.1,0.5,-0.42,-0.60,0.65,-0.00,0.01,-0.00,41.4011038500183,0.47685763893395117,1.9178063226778024,
71634.2,0.5999999999912689,-0.42,-0.60,0.66,-0.00,0.00,0.00,41.447675447484386,0.4422174585948969,1.8829765744667115,
71634.3,0.6999999999970896,-0.42,-0.60,0.65,-0.00,0.00,0.00,41.82578152288371,0.472875346174166,1.8878510386567615,
71634.4,0.7999999999883585,-0.41,-0.60,0.64,-0.00,0.01,0.00,41.236538409522204,0.47532607896773527,1.9249320350040084,
71634.5,0.8999999999941792,-0.42,-0.60,0.65,-0.00,0.01,0.00,40.908886565146204,0.48554612517890194,1.8928940885614765,
71634.6,1.0,-0.42,-0.60,0.65,-0.00,0.02,-0.00,41.46744506236187,0.46789752598192275,1.9221034318611911,
71634.7,1.0999999999912689,-0.42,-0.60,0.64,-0.00,0.02,0.00,41.667432126302195,0.4591843747328187,1.9252026282296968,
71634.8,1.1999999999970896,-0.42,-0.60,0.65,-0.01,-0.00,0.00,41.556590331739194,0.4891633189299517,1.9044582831882122,
71634.9,1.2999999999883585,-0.42,-0.60,0.65,-0.00,0.02,0.00,41.41075464175943,0.48503777936744874,1.906446397564875,
71635.1,1.5,-0.42,-0.60,0.64,-0.01,-0.01,-0.01,41.63034950609951,0.4757502379740805,1.9163261259713016,
71635.2,1.5999999999912689,-0.42,-0.60,0.65,-0.01,-0.00,-0.00,40.89029469201708,0.4432866203829598,1.867881694405573,
71635.3,1.6999999999970896,-0.42,-0.60,0.66,-0.01,-0.01,-0.00,41.52161485298952,0.47216045670532897,1.8917780828691548,
71635.4,1.7999999999883585,-0.42,-0.60,0.65,-0.01,-0.01,-0.00,41.53354066293891,0.4585686459013318,1.875235026313192,
71635.5,1.8999999999941792,-0.42,-0.61,0.65,-0.01,-0.02,-0.00,41.82430633017122,0.49237210060040265,1.8903800399020119,
71635.6,2.0,-0.42,-0.60,0.65,0.38,-0.75,0.21,40.911159846672646,0.523629948830565,1.9569950475554871,
71635.7,2.099999999991269,-0.41,-0.61,0.66,-0.02,-0.03,0.00,41.82572653284101,0.5001073147962068,1.8775518993001783,
71635.8,2.1999999999970896,-0.33,-0.48,0.95,1.14,-0.78,0.35,41.32687503308229,0.3714568503985817,2.0984950201530834,
71635.9,2.2999999999883585,-0.41,-0.60,0.66,-0.02,-0.03,0.00,41.733976565862974,0.4894220899087645,1.8946328054668062,
71636.1,2.5,-0.20,-0.24,1.05,1.38,-0.80,-0.06,40.79200166699349,0.18963292626126874,2.2850191414446135,
71636.2,2.599999999991269,-0.18,-0.23,1.06,1.19,-1.21,-0.31,42.78353655321168,0.12745032102111956,2.3627434083115144,
71636.3,2.6999999999970896,-0.21,-0.26,1.05,0.98,-0.69,-0.31,43.38383685198902,5.932446809184049,2.6174637474489915,
71636.4,2.7999999999883585,-0.14,-0.20,1.06,0.77,-0.33,-0.35,40.61459959177241,0.19542793306511913,2.2771020044731323,
71636.5,2.8999999999941792,-0.20,-0.25,1.05,1.33,-1.03,0.11,42.04372604800864,0.11372388327515627,2.3748906038167052,
71636.6,3.0,-0.13,-0.17,1.04,1.34,-1.06,0.12,43.64987743396309,5.633988221323468,2.5819126775223276,
71636.7,3.099999999991269,0.11,0.30,0.78,1.33,-1.04,0.11,43.424999712147375,5.583431088042653,2.577183897709034,
71636.8,3.1999999999970896,-0.11,-0.13,1.03,1.39,-0.86,0.01,42.46062057954405,0.01501168808485839,2.4428484789666327,
71636.9,3.2999999999883585,-0.12,-0.10,1.03,1.40,-0.84,-0.01,42.51878290826302,0.0044214892415731875,2.44928874090583,
71637.1,3.5,0.18,0.45,0.85,0.08,0.20,-0.00,45.422863185845074,5.58002323871221,2.515980844154085,
71637.2,3.599999999991269,0.18,0.43,0.91,0.01,0.24,-0.07,44.42707620359458,5.6145864345448615,2.49690473326887,
71637.3,3.6999999999970896,0.17,0.45,0.87,0.06,0.15,0.04,43.304958145690435,5.581490110248053,2.493718082586008,
71637.4,3.7999999999883585,0.14,0.41,0.93,0.05,0.24,-0.04,45.132633426380075,5.54401377071258,2.5064056975586784,
71637.5,3.8999999999941792,0.13,0.39,0.87,0.07,0.33,-0.04,43.11552040738926,5.465892243547984,2.534044342154223,
71637.6,4.0,0.13,0.39,0.87,0.07,0.33,-0.04,44.930712213362476,5.5581343281100875,2.507627276715034,
71637.7,4.099999999991269,0.14,0.39,0.84,0.08,0.29,-0.04,44.358021822439284,5.473171896521634,2.487035498228349,
71637.8,4.19999999999709,0.14,0.39,0.86,0.07,0.25,-0.03,44.78725041794819,5.569171023193039,2.5119971306208186,
71637.9,4.2999999999883585,0.12,0.41,0.85,0.08,0.23,-0.02,43.76826018931984,5.361327091228212,2.563658991533401,
71638.1,4.5,0.36,0.43,0.92,-0.06,0.45,-0.08,43.31621520862597,5.309349097648369,2.584210811330903,
71638.2,4.599999999991269,0.30,0.40,0.93,-0.32,0.37,0.73,45.796247662881726,5.482073403214864,2.5110506921497002,
71638.3,4.69999999999709,0.29,0.41,0.94,-0.04,0.52,-0.07,44.24093692497933,5.293031678216076,2.5952150112159673,
71638.4,4.7999999999883585,0.28,0.42,0.94,0.02,0.78,-0.01,44.272630371370525,5.292651800404105,2.58756524539125,
71638.5,4.899999999994179,0.26,0.42,0.89,0.06,1.02,0.04,44.03562307950235,5.699599636038796,2.5346233745172735,
71638.6,5.0,0.35,0.42,0.93,0.05,1.12,0.08,44.34311445985724,5.291248320212321,2.5706525873432624,
71638.7,5.099999999991269,0.25,0.44,0.77,0.01,1.17,0.12,43.82678747067825,5.339131881595737,2.5721080707992856,
71638.8,5.19999999999709,0.25,0.45,0.74,-0.05,1.20,0.14,44.17913874217106,6.236751009715657,2.498343931337262,
71638.9,5.2999999999883585,0.23,0.43,0.66,-0.09,1.22,0.17,43.33126469421358,5.388868702371338,2.5724214000898016,
71639.1,5.5,-0.25,-0.27,0.86,-0.63,0.33,-0.09,42.29157126426021,0.14423035378895965,2.300702257116298,
71639.2,5.599999999991269,-0.25,-0.28,0.84,-0.84,0.82,-0.14,41.553960100091544,0.10367720106692685,2.3760266277329656,
71639.3,5.69999999999709,-0.26,-0.28,0.84,-0.45,0.63,-0.10,41.6408813547456,0.10349363981376329,2.366622804369668,
71639.4,5.7999999999883585,-0.27,-0.28,0.83,-0.53,0.56,-0.06,42.058365398574395,0.10265623858842998,2.325400668630608,
71639.5,5.899999999994179,-0.26,-0.29,0.82,-0.57,0.49,-0.06,42.060961710355606,0.40572884981560553,2.1106562325672313,
71639.6,6.0,-0.24,-0.26,0.88,-0.58,0.43,-0.06,41.38393045615653,0.16065736562293179,2.3172062044734276,
71639.7,6.099999999991269,-0.06,-0.51,0.72,-0.59,0.41,-0.07,42.248853238875014,0.10618431228309592,2.3644480212631636,
71639.8,6.19999999999709,-0.25,-0.32,0.82,-0.59,0.38,-0.07,41.150880914021755,0.1824500535156467,2.3135131636107547,
71639.9,6.2999999999883585,-0.24,-0.27,0.87,-0.61,0.34,-0.09,41.79309751621672,0.15873170991511787,2.3059281140836703,
71640.1,6.5,-0.32,-0.63,0.73,-0.05,-0.17,0.03,40.83581393825768,0.495526935400314,1.914741698781117,
71640.2,6.599999999991269,-0.42,-0.58,0.65,-0.14,-0.05,0.18,41.599799278361914,0.5034576536068138,1.910974919634741,
71640.3,6.69999999999709,-0.41,-0.60,0.67,-0.11,-0.16,0.10,42.87832319482654,0.5147337882878522,1.9261920303728879,
71640.4,6.7999999999883585,-0.42,-0.56,0.64,-0.10,-0.20,0.09,43.24858494794945,0.5195708328448969,1.9028891614221413,
71640.5,6.899999999994179,-0.37,-0.61,0.69,-0.08,-0.21,0.08,41.44868876092464,0.47941130257597886,1.8837293225505587,
71640.6,7.0,-0.36,-0.62,0.69,-0.21,-0.33,0.21,42.71274517049917,0.5107210684946464,1.8950909490032584,
71640.7,7.099999999991269,-0.34,-0.61,0.69,-0.05,-0.24,0.23,42.71274517049917,0.5107210684946464,1.8950909490032584,
71640.8,7.19999999999709,-0.33,-0.62,0.69,-0.07,-0.20,0.08,41.54904331028574,0.5122086008127167,1.9119180646051188,
71640.9,7.2999999999883585,-0.32,-0.62,0.72,-0.06,-0.18,0.04,42.413985900879446,0.4680335457895982,1.925980071390233,
71641.1,7.5,-0.44,-0.55,0.67,0.05,0.18,0.02,41.49263790119881,0.4851855750958137,1.930879062124484,
71641.2,7.599999999991269,-0.43,-0.55,0.67,0.11,0.21,0.02,42.026480937618366,0.5024090333876507,1.929402262064797,
71641.3,7.69999999999709,-0.44,-0.56,0.68,0.05,0.18,0.00,42.776850047660126,0.4983094588612757,1.8776203611104412,
71641.4,7.7999999999883585,-0.44,-0.56,0.67,0.05,0.17,0.00,43.02994422492318,0.4460764732594064,1.9174616437516943,
71641.5,7.899999999994179,-0.44,-0.55,0.67,0.06,0.18,0.00,43.28438748555881,0.43302477379549814,1.9146025880136397,
71641.6,8.0,-0.45,-0.55,0.66,0.04,0.20,0.01,41.987103972529475,0.4445595289641418,1.8926099437135135,
71641.7,8.099999999991269,-0.47,-0.56,0.67,0.05,0.19,0.02,42.62720844718781,0.4444823764395939,1.8615468870455734,
71641.8,8.19999999999709,-0.45,-0.56,0.66,-0.04,-0.05,0.01,42.544269884439196,0.4623006572954651,1.929107886097974,
71641.9,8.299999999988358,-0.44,-0.56,0.66,-0.03,-0.04,0.01,41.464854997937714,0.3958608876382064,1.8760083893593797,
