time,x,y,z
15:40:47:5,-0.01,0.02,0.91
15:40:47:5,-0.01,0.00,0.91
15:40:47:5,-0.02,-0.01,0.93
15:40:47:5,-0.03,-0.02,0.94
15:40:47:5,-0.04,-0.03,0.93
15:40:47:5,-0.06,-0.03,0.92
15:40:47:5,-0.06,-0.04,0.92
15:40:47:5,-0.06,-0.03,0.91
15:40:47:5,-0.06,-0.03,0.93
15:40:47:5,-0.05,-0.03,0.93
15:40:47:5,-0.05,-0.03,0.93
15:40:47:5,-0.04,-0.02,0.94
15:40:47:5,-0.03,-0.01,0.94
15:40:47:5,-0.02,-0.00,0.93
15:40:47:5,-0.02,-0.00,0.93
15:40:47:5,-0.02,0.01,0.93
15:40:47:5,-0.01,0.01,0.92
15:40:47:5,-0.01,0.01,0.92
15:40:47:5,-0.01,0.01,0.90
15:40:47:5,-0.02,-0.00,0.91
15:40:47:5,-0.03,-0.01,0.90
15:40:47:6,-0.03,-0.01,0.91
15:40:47:6,-0.03,-0.02,0.91
15:40:47:6,-0.03,-0.02,0.91
15:40:47:6,-0.03,-0.03,0.91
15:40:47:6,-0.03,-0.02,0.91
15:40:47:6,-0.02,-0.02,0.92
15:40:47:6,-0.03,-0.02,0.92
15:40:47:6,-0.03,-0.01,0.91
15:40:47:6,-0.03,-0.00,0.92
15:40:47:6,-0.04,0.00,0.90
15:40:47:6,-0.06,0.00,0.91
15:40:47:6,-0.08,0.01,0.89
15:40:47:6,-0.09,0.01,0.89
15:40:47:6,-0.10,0.01,0.90
15:40:47:6,-0.09,0.01,0.88
15:40:47:6,-0.08,0.00,0.89
15:40:47:6,-0.06,0.00,0.89
15:40:47:6,-0.06,0.00,0.91
15:40:47:6,-0.04,-0.00,0.91
15:40:47:6,-0.05,-0.00,0.91
15:40:47:7,-0.04,-0.01,0.91
15:40:47:7,-0.05,-0.02,0.91
15:40:47:7,-0.05,-0.02,0.91
15:40:47:7,-0.06,-0.01,0.92
15:40:47:7,-0.06,-0.01,0.91
15:40:47:7,-0.05,-0.01,0.91
15:40:47:7,-0.06,-0.01,0.91
15:40:47:7,-0.06,-0.01,0.92
15:40:47:7,-0.13,-0.02,0.94
15:40:47:7,-0.13,-0.03,0.91
15:40:47:7,-0.11,-0.03,0.90
15:40:47:7,-0.10,-0.03,0.89
15:40:47:7,-0.08,-0.03,0.90
15:40:47:7,-0.06,-0.02,0.92
15:40:47:7,-0.05,-0.02,0.93
15:40:47:7,-0.04,-0.02,0.94
15:40:47:8,-0.02,-0.02,0.95
15:40:47:8,-0.01,-0.02,0.94
15:40:47:8,-0.00,-0.02,0.93
15:40:47:8,0.00,-0.02,0.94
15:40:47:8,0.01,-0.02,0.94
15:40:47:8,0.01,-0.03,0.93
15:40:47:8,0.00,-0.05,0.93
15:40:47:8,0.01,-0.06,0.92
15:40:47:8,0.02,-0.09,0.94
15:40:47:8,0.04,-0.11,0.94
15:40:47:8,0.02,-0.12,0.97
15:40:47:8,-0.04,-0.11,1.01
15:40:47:8,-0.10,-0.10,1.00
15:40:47:8,-0.10,-0.10,0.96
15:40:47:8,-0.09,-0.10,0.94
15:40:47:8,-0.06,-0.11,0.93
15:40:47:8,-0.05,-0.10,0.94
15:40:47:8,-0.06,-0.09,0.96
15:40:47:8,-0.06,-0.07,0.95
15:40:47:8,-0.06,-0.05,0.93
15:40:47:8,-0.04,-0.02,0.90
15:40:47:8,-0.03,0.01,0.89
15:40:47:8,0.00,0.02,0.89
15:40:47:9,0.02,0.03,0.90
15:40:47:9,0.02,0.03,0.89
15:40:47:9,0.02,0.02,0.89
15:40:47:9,0.00,-0.00,0.90
15:40:47:9,-0.02,-0.02,0.92
15:40:47:9,-0.04,-0.05,0.93
15:40:47:9,-0.04,-0.07,0.93
15:40:47:9,-0.04,-0.07,0.92
15:40:47:9,-0.02,-0.06,0.92
15:40:47:9,-0.01,-0.05,0.91
15:40:47:9,-0.02,-0.04,0.92
15:40:47:9,-0.02,-0.03,0.93
15:40:47:9,-0.03,-0.03,0.92
15:40:47:9,-0.02,-0.03,0.92
15:40:47:9,-0.03,-0.03,0.92
15:40:47:9,-0.05,-0.04,0.92
15:40:47:9,-0.05,-0.05,0.92
15:40:47:9,-0.03,-0.06,0.90
15:40:47:9,-0.03,-0.06,0.91
15:40:47:9,-0.04,-0.05,0.92
15:40:47:9,-0.04,-0.06,0.91
15:40:47:9,-0.03,-0.06,0.93
15:40:48:0,-0.04,-0.06,0.94
15:40:48:0,-0.05,-0.06,0.95
15:40:48:0,-0.03,-0.07,0.93
15:40:48:0,-0.01,-0.06,0.93
15:40:48:0,-0.00,-0.06,0.94
15:40:48:0,-0.00,-0.05,0.94
15:40:48:0,-0.00,-0.04,0.95
15:40:48:0,-0.01,-0.04,0.96
15:40:48:0,0.00,-0.04,0.94
15:40:48:0,0.00,-0.03,0.95
15:40:48:0,0.00,-0.02,0.94
15:40:48:0,0.00,-0.01,0.94
15:40:48:0,-0.00,-0.02,0.94
15:40:48:0,0.00,-0.01,0.94
15:40:48:0,-0.01,-0.01,0.93
15:40:48:0,-0.01,-0.02,0.94
15:40:48:0,-0.03,-0.02,0.93
15:40:48:0,-0.04,-0.03,0.93
15:40:48:0,-0.06,-0.03,0.92
15:40:48:1,-0.07,-0.03,0.92
15:40:48:1,-0.08,-0.02,0.91
15:40:48:1,-0.10,-0.01,1.32
15:40:48:1,-0.01,-0.06,1.08
15:40:48:1,0.04,-0.05,0.68
15:40:48:1,0.04,-0.02,0.65
15:40:48:1,0.01,-0.03,0.81
15:40:48:1,-0.03,-0.04,0.94
15:40:48:1,-0.06,-0.04,0.98
15:40:48:1,-0.06,-0.02,0.94
15:40:48:1,-0.05,0.00,0.88
15:40:48:1,-0.06,0.00,0.85
15:40:48:1,-0.08,0.01,0.86
15:40:48:1,-0.04,0.04,0.87
15:40:48:1,0.05,0.02,0.90
15:40:48:1,-0.11,-0.05,0.94
15:40:48:1,-0.14,0.01,0.91
15:40:48:1,0.10,-0.04,0.91
15:40:48:1,-0.27,-0.07,0.99
15:40:48:1,-0.01,0.03,0.99
15:40:48:2,-0.03,-0.05,1.02
15:40:48:2,-0.09,-0.05,1.00
15:40:48:2,-0.05,-0.04,0.94
15:40:48:2,-0.00,-0.05,0.91
15:40:48:2,0.01,-0.06,0.92
15:40:48:2,-0.01,-0.08,0.94
15:40:48:2,-0.05,-0.10,0.94
15:40:48:2,-0.06,-0.10,0.93
15:40:48:2,-0.06,-0.09,0.92
15:40:48:2,-0.04,-0.08,0.91
15:40:48:2,-0.02,-0.08,0.92
15:40:48:2,-0.01,-0.07,0.93
15:40:48:2,-0.01,-0.06,0.94
15:40:48:2,-0.00,-0.05,0.95
15:40:48:2,0.00,-0.05,0.95
15:40:48:2,0.01,-0.03,0.94
15:40:48:2,0.02,-0.02,0.94
15:40:48:2,0.02,-0.01,0.93
15:40:48:3,0.01,0.01,0.93
15:40:48:3,0.00,0.01,0.92
15:40:48:3,-0.02,0.01,0.91
15:40:48:3,-0.04,0.01,0.91
15:40:48:3,-0.05,0.01,0.90
15:40:48:3,-0.07,-0.00,0.89
15:40:48:3,-0.08,-0.00,0.88
15:40:48:3,-0.11,-0.01,0.88
15:40:48:3,-0.13,-0.02,0.85
15:40:48:3,-0.13,-0.02,0.87
15:40:48:3,-0.12,-0.02,0.91
15:40:48:3,-0.10,-0.02,0.91
15:40:48:3,-0.08,-0.02,0.93
15:40:48:3,-0.06,-0.04,0.93
15:40:48:3,-0.03,-0.06,0.95
15:40:48:3,-0.01,-0.07,0.95
15:40:48:3,0.00,-0.07,0.96
15:40:48:3,0.01,-0.07,0.97
15:40:48:3,-0.01,-0.06,0.96
15:40:48:3,-0.05,-0.05,0.92
15:40:48:3,-0.11,-0.04,0.89
15:40:48:3,-0.18,-0.01,0.88
15:40:48:3,-0.22,-0.00,0.89
15:40:48:3,-0.22,0.00,0.87
15:40:48:4,-0.15,0.01,0.85
15:40:48:4,-0.10,0.02,0.86
15:40:48:4,-0.04,0.03,0.88
15:40:48:4,-0.01,0.04,0.91
15:40:48:4,-0.00,0.04,0.92
15:40:48:4,0.01,0.04,0.92
15:40:48:4,0.01,0.03,0.91
15:40:48:4,0.01,0.03,0.92
15:40:48:4,0.00,0.03,0.92
15:40:48:4,-0.00,0.03,0.93
15:40:48:4,0.00,0.03,0.94
15:40:48:4,0.00,0.03,0.94
15:40:48:4,-0.00,0.02,0.92
15:40:48:4,-0.01,0.02,0.93
15:40:48:4,0.01,-0.00,0.92
15:40:48:4,0.02,-0.02,0.92
15:40:48:4,0.01,-0.03,0.93
15:40:48:4,-0.02,-0.05,0.94
15:40:48:4,-0.06,-0.06,0.95
15:40:48:5,-0.10,-0.06,0.92
15:40:48:5,-0.13,-0.07,0.92
15:40:48:5,-0.14,-0.06,0.91
15:40:48:5,-0.14,-0.05,0.89
15:40:48:5,-0.13,-0.04,0.90
15:40:48:5,-0.10,-0.02,0.91
15:40:48:5,-0.06,-0.01,0.92
15:40:48:5,-0.03,0.00,0.93
15:40:48:5,0.01,-0.00,0.94
15:40:48:5,0.04,0.00,0.95
15:40:48:5,0.07,0.00,0.96
15:40:48:5,0.08,-0.00,0.96
15:40:48:5,0.09,-0.01,0.96
15:40:48:5,0.08,-0.02,0.95
15:40:48:5,0.07,-0.02,0.94
15:40:48:5,0.05,-0.03,0.93
15:40:48:5,0.02,-0.03,0.91
15:40:48:5,-0.01,-0.02,0.91
15:40:48:5,-0.04,-0.02,0.91
15:40:48:6,-0.07,-0.02,0.90
15:40:48:6,-0.09,-0.01,0.90
15:40:48:6,-0.11,-0.00,0.90
15:40:48:6,-0.13,-0.00,0.89
15:40:48:6,-0.13,0.00,0.90
15:40:48:6,-0.13,0.01,0.90
15:40:48:6,-0.13,0.01,0.91
15:40:48:6,-0.13,0.00,0.90
15:40:48:6,-0.12,-0.00,0.90
15:40:48:6,-0.12,-0.00,0.90
15:40:48:6,-0.11,-0.01,0.90
15:40:48:6,-0.11,-0.01,0.90
15:40:48:6,-0.09,-0.01,0.91
15:40:48:6,-0.08,-0.01,0.91
15:40:48:6,-0.06,-0.01,0.91
15:40:48:6,-0.04,-0.01,0.91
15:40:48:6,-0.02,-0.01,0.93
15:40:48:6,-0.00,-0.01,0.91
15:40:48:6,0.01,-0.01,0.91
15:40:48:6,0.01,-0.01,0.90
15:40:48:6,-0.00,-0.02,0.90
15:40:48:6,-0.02,-0.02,0.91
15:40:48:6,-0.03,-0.02,0.92
15:40:48:7,-0.03,-0.01,0.94
15:40:48:7,-0.03,-0.01,0.92
15:40:48:7,-0.03,-0.01,0.92
15:40:48:7,-0.03,-0.01,0.91
15:40:48:7,-0.04,-0.02,0.91
15:40:48:7,-0.05,-0.02,0.91
15:40:48:7,-0.05,-0.01,0.92
15:40:48:7,-0.06,-0.02,0.93
15:40:48:7,-0.06,-0.01,0.92
15:40:48:7,-0.07,-0.01,0.91
15:40:48:7,-0.06,-0.01,0.92
15:40:48:7,-0.07,-0.01,0.92
15:40:48:7,-0.06,-0.02,0.92
15:40:48:7,-0.07,-0.01,0.93
15:40:48:7,-0.06,-0.02,0.93
15:40:48:7,-0.05,-0.02,0.94
15:40:48:7,-0.05,-0.02,0.93
15:40:48:7,-0.05,-0.02,0.94
15:40:48:7,-0.05,-0.03,0.92
15:40:48:7,-0.05,-0.02,0.92
15:40:48:8,-0.06,-0.02,0.92
15:40:48:8,-0.07,-0.01,0.91
15:40:48:8,-0.08,-0.01,0.91
15:40:48:8,-0.08,-0.01,0.90
15:40:48:8,-0.07,-0.01,0.90
15:40:48:8,-0.06,-0.02,0.91
15:40:48:8,-0.06,-0.02,0.92
15:40:48:8,-0.04,-0.06,0.93
15:40:48:8,-0.04,-0.06,0.93
15:40:48:8,-0.03,-0.06,0.94
15:40:48:8,-0.03,-0.05,0.93
15:40:48:8,-0.04,-0.04,0.92
15:40:48:8,-0.04,-0.02,0.91
15:40:48:8,-0.06,0.00,0.91
15:40:48:8,-0.06,0.01,0.89
15:40:48:8,-0.05,0.02,0.89
15:40:48:8,-0.06,0.01,0.90
15:40:48:8,-0.06,0.00,0.91
15:40:48:8,-0.05,-0.01,0.91
15:40:48:8,-0.04,-0.02,0.92
15:40:48:9,-0.04,-0.03,0.92
15:40:48:9,-0.03,-0.04,0.93
15:40:48:9,-0.03,-0.05,0.94
15:40:48:9,-0.03,-0.05,0.94
15:40:48:9,-0.03,-0.05,0.93
15:40:48:9,-0.03,-0.04,0.92
15:40:48:9,-0.03,-0.04,0.92
15:40:48:9,-0.03,-0.02,0.92
15:40:48:9,-0.04,-0.01,0.92
15:40:48:9,-0.04,-0.00,0.91
15:40:48:9,-0.04,-0.00,0.92
15:40:48:9,-0.05,-0.00,0.92
15:40:48:9,-0.05,-0.01,0.92
15:40:48:9,-0.05,-0.01,0.93
15:40:48:9,-0.05,-0.02,0.92
15:40:48:9,-0.05,-0.03,0.93
15:40:48:9,-0.05,-0.03,0.93
15:40:48:9,-0.05,-0.04,0.93
15:40:48:9,-0.05,-0.04,0.92
15:40:48:9,-0.05,-0.04,0.92
15:40:48:9,-0.04,-0.03,0.93
15:40:49:0,-0.05,-0.03,0.92
15:40:49:0,-0.05,-0.02,0.93
15:40:49:0,-0.06,-0.02,0.93
15:40:49:0,-0.07,-0.02,0.93
15:40:49:0,-0.09,-0.01,0.91
15:40:49:0,-0.10,-0.01,0.91
15:40:49:0,-0.11,-0.00,0.91
15:40:49:0,-0.10,-0.01,0.91
15:40:49:0,-0.09,0.00,0.91
15:40:49:0,-0.08,-0.01,0.92
15:40:49:0,-0.07,-0.01,0.94
15:40:49:0,-0.05,-0.02,0.96
15:40:49:0,-0.05,-0.03,0.96
15:40:49:0,-0.05,-0.03,0.95
15:40:49:0,-0.06,-0.03,0.94
15:40:49:0,-0.07,-0.02,0.91
15:40:49:0,-0.09,-0.00,0.90
15:40:49:0,-0.09,0.01,0.89
15:40:49:0,-0.08,0.03,0.90
15:40:49:0,-0.08,0.03,0.91
15:40:49:1,-0.06,0.03,0.91
15:40:49:1,-0.05,0.03,0.90
15:40:49:1,-0.05,0.02,0.91
15:40:49:1,-0.05,0.01,0.91
15:40:49:1,-0.04,0.00,0.92
15:40:49:1,-0.03,-0.01,0.93
15:40:49:1,-0.02,-0.01,0.93
15:40:49:1,-0.01,-0.02,0.94
15:40:49:1,0.01,-0.02,0.95
15:40:49:1,0.01,-0.03,0.95
15:40:49:1,0.01,-0.04,0.95
15:40:49:1,0.01,-0.04,0.94
15:40:49:1,-0.01,-0.04,0.94
15:40:49:1,-0.02,-0.03,0.94
15:40:49:1,-0.05,-0.03,0.94
15:40:49:1,-0.06,-0.03,0.94
15:40:49:1,-0.07,-0.02,0.93
15:40:49:1,-0.08,-0.01,0.92
15:40:49:1,-0.08,-0.01,0.91
15:40:49:1,-0.08,0.00,0.91
15:40:49:2,-0.07,0.00,0.91
15:40:49:2,-0.07,-0.00,0.92
15:40:49:2,-0.07,-0.01,0.91
15:40:49:2,-0.07,-0.01,0.91
15:40:49:2,-0.06,-0.02,0.92
15:40:49:2,-0.06,-0.02,0.92
15:40:49:2,-0.05,-0.02,0.91
15:40:49:2,-0.05,-0.03,0.92
15:40:49:2,-0.05,-0.03,0.91
15:40:49:2,-0.04,-0.03,0.92
15:40:49:2,-0.04,-0.04,0.92
15:40:49:2,-0.05,-0.03,0.92
15:40:49:2,-0.05,-0.02,0.91
15:40:49:2,-0.05,-0.02,0.90
15:40:49:2,-0.05,-0.02,0.90
15:40:49:2,-0.05,-0.01,0.91
15:40:49:2,-0.04,-0.01,0.89
15:40:49:2,-0.03,-0.00,0.89
15:40:49:2,-0.03,-0.00,0.89
15:40:49:2,-0.03,-0.00,0.90
15:40:49:2,-0.02,-0.00,0.90
15:40:49:3,-0.03,-0.01,0.90
15:40:49:3,-0.04,-0.01,0.90
15:40:49:3,-0.05,-0.02,0.90
15:40:49:3,-0.07,-0.02,0.90
15:40:49:3,-0.07,-0.03,0.90
15:40:49:3,-0.08,-0.03,0.91
15:40:49:3,-0.07,-0.03,0.92
15:40:49:3,-0.07,-0.03,0.91
15:40:49:3,-0.07,-0.02,0.92
15:40:49:3,-0.06,-0.03,0.91
15:40:49:3,-0.05,-0.02,0.94
15:40:49:3,-0.05,-0.04,0.96
15:40:49:3,-0.04,-0.04,0.98
15:40:49:3,-0.05,-0.05,0.97
15:40:49:3,-0.06,-0.05,0.96
15:40:49:3,-0.07,-0.05,0.94
15:40:49:3,-0.08,-0.05,0.92
15:40:49:3,-0.08,-0.03,0.92
15:40:49:3,-0.08,-0.02,0.92
15:40:49:3,-0.08,-0.00,0.92
15:40:49:4,-0.09,0.00,0.90
15:40:49:4,-0.10,0.01,0.89
15:40:49:4,-0.11,0.00,0.90
15:40:49:4,-0.12,-0.01,0.91
15:40:49:4,-0.13,-0.01,0.92
15:40:49:4,-0.12,-0.01,0.92
15:40:49:4,-0.10,-0.00,0.90
15:40:49:4,-0.08,0.01,0.90
15:40:49:4,-0.05,0.03,0.87
15:40:49:4,0.00,0.06,0.77
15:40:49:4,0.08,0.09,0.69
15:40:49:4,0.08,0.05,0.93
15:40:49:4,0.03,-0.01,1.08
15:40:49:4,0.03,-0.07,1.09
15:40:49:4,0.05,-0.12,1.05
15:40:49:4,0.04,-0.15,1.00
15:40:49:4,0.01,-0.16,0.95
15:40:49:4,-0.02,-0.14,0.92
15:40:49:4,-0.03,-0.09,0.89
15:40:49:4,-0.04,-0.05,0.90
15:40:49:5,-0.04,-0.01,0.91
15:40:49:5,-0.04,0.02,0.94
15:40:49:5,-0.03,0.04,0.97
15:40:49:5,-0.02,0.04,0.99
15:40:49:5,0.01,0.04,1.00
15:40:49:5,0.03,0.01,0.99
15:40:49:5,0.05,-0.02,1.00
15:40:49:5,0.03,-0.04,1.01
15:40:49:5,0.01,-0.07,1.01
15:40:49:5,-0.02,-0.07,1.01
15:40:49:5,-0.05,-0.07,1.00
15:40:49:5,-0.06,-0.06,0.99
15:40:49:5,-0.06,-0.03,0.96
15:40:49:5,-0.07,-0.00,0.94
15:40:49:5,-0.07,0.03,0.90
15:40:49:5,-0.04,0.06,0.88
15:40:49:5,0.00,0.08,0.87
15:40:49:5,0.00,0.07,0.87
15:40:49:5,-0.01,0.05,0.90
15:40:49:5,-0.04,0.03,0.90
15:40:49:6,-0.06,-0.01,0.92
15:40:49:6,-0.09,-0.04,0.93
15:40:49:6,-0.11,-0.06,0.93
15:40:49:6,-0.13,-0.07,0.91
15:40:49:6,-0.14,-0.07,0.89
15:40:49:6,-0.15,-0.06,0.88
15:40:49:6,-0.15,-0.05,0.88
15:40:49:6,-0.15,-0.02,0.88
15:40:49:7,-0.14,-0.00,0.88
15:40:49:7,-0.14,0.01,0.86
15:40:49:7,-0.13,0.02,0.87
15:40:49:7,-0.12,0.03,0.88
15:40:49:7,-0.10,0.03,0.90
15:40:49:7,-0.09,0.03,0.92
15:40:49:7,-0.06,0.02,0.95
15:40:49:7,-0.04,0.01,0.96
15:40:49:7,-0.05,-0.00,0.97
15:40:49:7,-0.05,-0.01,0.95
15:40:49:7,-0.06,-0.02,0.94
15:40:49:7,-0.06,-0.01,0.93
15:40:49:7,-0.06,-0.01,0.93
15:40:49:7,-0.06,0.01,0.91
15:40:49:7,-0.06,0.01,0.92
15:40:49:7,-0.05,0.02,0.93
15:40:49:7,-0.05,0.02,0.91
15:40:49:7,-0.05,0.02,0.93
15:40:49:7,-0.05,0.02,0.92
15:40:49:7,-0.04,0.01,0.91
15:40:49:7,-0.04,0.01,0.91
15:40:49:7,-0.04,0.00,0.91
15:40:49:7,-0.05,-0.01,0.92
15:40:49:7,-0.06,-0.02,0.92
15:40:49:7,-0.07,-0.02,0.92
15:40:49:7,-0.07,-0.02,0.92
15:40:49:7,-0.06,-0.02,0.92
15:40:49:7,-0.06,-0.02,0.92
15:40:49:7,-0.06,-0.00,0.92
15:40:49:7,-0.05,0.01,0.93
15:40:49:7,-0.05,0.01,0.92
15:40:49:7,-0.06,0.02,0.92
15:40:49:7,-0.06,0.02,0.92
15:40:49:8,-0.07,0.02,0.93
15:40:49:8,-0.07,0.02,0.93
15:40:49:8,-0.07,0.02,0.94
15:40:49:8,-0.08,0.02,0.94
15:40:49:8,-0.08,0.01,0.94
15:40:49:8,-0.10,0.00,0.94
15:40:49:8,-0.11,-0.01,0.94
