time,x,y,z,MF,
56466.9,-27.67,-41.17,-15.97,52.11,
56467.0,-27.95,-41.44,-16.35,52.59,
56467.0,-28.27,-40.79,-18.89,53.11,
56467.0,-28.28,-40.89,-19.22,53.30,
56467.0,-28.12,-42.30,-21.21,55.04,
56467.0,-28.79,-42.36,-21.87,55.69,
56467.1,-30.00,-42.47,-23.05,56.88,
56467.1,-30.11,-43.65,-23.58,58.03,
56467.1,-30.17,-44.35,-23.89,58.72,
56467.1,-30.17,-44.04,-25.10,58.99,
56467.1,-30.13,-44.01,-25.23,59.00,
56467.1,-29.15,-44.01,-25.23,58.51,
56467.2,-29.84,-43.74,-25.28,58.68,
56467.2,-31.37,-43.15,-25.40,59.09,
56467.2,-30.27,-42.85,-25.50,58.34,
56467.2,-29.49,-42.64,-25.57,57.80,
56467.2,-28.90,-41.18,-24.99,56.17,
56467.2,-28.80,-40.93,-24.90,55.90,
56467.3,-29.49,-39.22,-22.89,54.14,
56467.3,-29.35,-38.81,-22.66,53.68,
56467.3,-28.97,-37.68,-22.05,52.40,
56467.3,-28.61,-38.23,-20.61,52.01,
56467.3,-28.29,-38.70,-19.37,51.71,
56467.3,-28.71,-37.18,-17.07,49.98,
56467.4,-28.80,-36.82,-16.52,49.58,
56467.4,-29.15,-34.77,-15.18,47.84,
56467.4,-28.66,-34.58,-14.85,47.31,
56467.4,-26.92,-33.91,-13.67,45.41,
56467.4,-26.75,-33.91,-12.68,45.02,
56467.4,-26.58,-33.91,-11.66,44.64,
56467.5,-26.45,-33.00,-11.27,43.77,
56467.5,-26.41,-32.71,-11.16,43.50,
56467.5,-27.61,-32.20,-7.30,43.04,
56467.5,-27.43,-32.03,-7.19,42.78,
56467.5,-26.58,-31.18,-6.63,41.50,
56467.5,-26.66,-30.80,-5.81,41.14,
56467.6,-26.75,-30.32,-4.79,40.72,
56467.6,-27.73,-30.08,-3.11,41.03,
56467.6,-28.12,-29.98,-2.44,41.17,
56467.6,-27.95,-28.45,-2.61,39.97,
56467.6,-28.19,-28.50,-2.46,40.16,
56467.6,-29.83,-28.95,-1.44,41.59,
56467.7,-29.29,-28.54,-0.50,40.90,
56467.7,-28.46,-27.93,0.91,39.88,
56467.7,-29.27,-28.27,1.70,40.73,
56467.7,-29.66,-28.44,2.08,41.14,
56467.7,-29.82,-27.31,2.56,40.52,
56467.7,-29.94,-27.16,2.58,40.51,
56467.8,-31.20,-26.21,2.58,40.83,
56467.8,-31.38,-26.15,3.00,40.96,
56467.8,-31.71,-26.04,3.76,41.21,
56467.8,-30.54,-25.72,4.07,40.13,
56467.8,-29.83,-25.53,4.26,39.49,
56467.8,-30.91,-23.22,6.82,39.26,
56467.9,-31.09,-22.96,7.10,39.30,
56467.9,-32.74,-22.96,6.77,40.56,
56467.9,-32.58,-22.81,7.14,40.41,
56467.9,-32.23,-22.45,7.95,40.07,
56467.9,-31.43,-22.85,8.53,39.78,
56467.9,-30.86,-23.13,8.95,39.59,
56468.0,-30.71,-22.99,8.24,39.24,
56468.0,-30.69,-22.96,8.11,39.18,
56468.0,-33.08,-25.36,8.45,42.53,
56468.0,-32.59,-24.78,8.58,41.83,
56468.0,-31.20,-23.13,8.95,39.86,
56468.0,-30.83,-23.13,9.85,39.79,
56468.1,-30.51,-23.13,10.63,39.74,
56468.1,-31.48,-23.83,10.49,40.85,
56468.1,-31.71,-23.99,10.46,41.12,
56468.1,-31.03,-22.96,11.47,40.27,
56468.1,-31.36,-23.07,11.58,40.62,
56468.1,-32.57,-23.48,11.97,41.89,
56468.2,-32.57,-23.31,12.30,41.90,
56468.2,-32.57,-23.13,12.64,41.90,
56468.2,-31.53,-22.35,12.90,40.74,
56468.2,-31.20,-22.11,12.97,40.38,
56468.2,-30.51,-22.79,11.63,39.82,
56468.2,-30.54,-22.76,11.89,39.91,
56468.3,-30.69,-22.62,13.14,40.32,
56468.3,-30.61,-23.15,13.37,40.64,
56468.3,-30.51,-23.82,13.65,41.04,
56468.3,-29.54,-23.09,11.49,39.21,
56468.3,-29.15,-22.79,10.63,38.50,
56468.3,-31.18,-23.81,11.62,40.91,
56468.4,-31.31,-23.84,11.53,41.01,
56468.4,-32.05,-23.99,10.80,41.47,
56468.4,-31.24,-24.13,10.13,40.75,
56468.4,-30.00,-24.33,9.12,39.69,
56468.4,-30.00,-25.25,9.12,40.26,
56468.4,-30.00,-25.70,9.12,40.54,
56468.5,-30.65,-27.64,8.49,42.13,
56468.5,-30.63,-27.62,8.29,42.07,
56468.5,-30.00,-26.04,6.44,40.25,
56468.5,-29.70,-26.58,5.67,40.26,
56468.5,-29.15,-27.58,4.26,40.35,
56468.5,-27.22,-28.44,3.43,39.52,
56468.6,-26.07,-28.95,2.92,39.07,
56468.6,-28.22,-30.18,-0.38,41.32,
56468.6,-28.44,-30.27,-0.85,41.55,
56468.6,-27.78,-28.95,-3.45,40.27,
56468.6,-26.84,-29.79,-4.16,40.31,
56468.6,-24.70,-31.69,-5.79,40.59,
56468.7,-24.30,-31.89,-5.79,40.51,
56468.7,-24.01,-32.03,-5.79,40.45,
56468.7,-23.58,-32.18,-5.65,40.29,
56468.7,-23.50,-32.20,-5.63,40.26,
56468.7,-22.30,-32.03,-9.48,40.17,
56468.8,-22.04,-32.12,-9.39,40.07,
56468.8,-21.28,-32.37,-9.14,39.80,
56468.8,-21.73,-31.74,-9.59,39.64,
56468.8,-22.13,-31.18,-9.98,39.51,
56468.8,-23.92,-32.42,-10.39,41.61,
56468.8,-24.35,-32.71,-10.49,42.11,
56468.9,-24.70,-34.08,-12.83,44.00,
56468.9,-24.74,-33.90,-12.65,43.83,
56468.9,-24.87,-33.23,-11.99,43.20,
56468.9,-25.62,-33.31,-13.71,44.20,
56468.9,-26.41,-33.40,-15.51,45.32,
56468.9,-28.23,-35.48,-16.79,48.35,
56468.9,-28.80,-36.14,-17.19,49.31,
56469.0,-28.97,-37.34,-20.37,51.46,
56469.0,-29.06,-37.42,-20.52,51.63,
56469.0,-29.49,-37.85,-21.21,52.46,
56469.0,-30.02,-37.92,-22.32,53.27,
56469.0,-30.69,-38.02,-23.72,54.31,
56469.0,-29.95,-38.26,-25.16,54.72,
56469.1,-29.66,-38.36,-25.74,54.90,
56469.1,-31.35,-38.36,-27.39,56.61,
56469.1,-31.33,-38.40,-27.83,56.84,
56469.1,-31.03,-38.70,-30.76,58.37,
56469.1,-30.82,-39.18,-30.56,58.48,
56469.1,-30.51,-39.90,-30.26,58.64,
56469.2,-29.83,-39.90,-30.48,58.40,
56469.2,-29.49,-39.90,-30.60,58.29,
56469.2,-30.78,-40.87,-34.08,61.47,
56469.2,-31.01,-40.97,-34.32,61.79,
56469.2,-32.74,-41.44,-34.79,63.24,
56469.3,-32.68,-41.62,-35.55,63.75,
56469.3,-32.57,-41.95,-36.96,64.71,
56469.3,-32.57,-43.03,-37.59,65.76,
56469.3,-32.57,-43.66,-37.97,66.40,
56469.3,-34.57,-43.51,-36.91,66.71,
56469.3,-34.77,-43.52,-36.83,66.78,
56469.4,-34.11,-44.18,-37.80,67.41,
56469.4,-34.16,-44.23,-37.75,67.44,
56469.4,-34.28,-44.35,-37.63,67.51,
56469.4,-34.68,-45.14,-37.83,68.35,
56469.4,-34.96,-45.72,-37.97,68.95,
56469.4,-32.92,-45.43,-35.97,66.64,
56469.4,-32.57,-45.38,-35.62,66.25,
56469.5,-36.16,-45.89,-34.45,67.82,
56469.5,-36.25,-45.71,-34.10,67.58,
56469.5,-36.50,-45.21,-33.11,66.87,
56469.5,-35.77,-44.66,-32.21,65.67,
56469.5,-35.13,-44.18,-31.43,64.61,
56469.5,-35.55,-41.55,-29.67,62.22,
56469.6,-35.65,-40.93,-29.25,61.66,
56469.6,-34.45,-41.78,-25.74,59.96,
56469.6,-34.27,-41.89,-25.26,59.73,
56469.6,-33.59,-42.30,-23.56,58.93,
56469.6,-33.09,-41.29,-23.23,57.79,
56469.7,-32.57,-40.24,-22.89,56.60,
56469.7,-32.18,-39.33,-19.18,54.32,
56469.7,-32.05,-39.05,-18.03,53.64,
56469.7,-31.37,-36.31,-16.69,50.80,
56469.7,-31.58,-36.40,-16.08,50.80,
56469.7,-32.57,-36.82,-13.17,50.89,
56469.8,-32.11,-36.67,-12.87,50.41,
56469.8,-31.54,-36.48,-12.50,49.82,
56469.8,-32.28,-35.74,-12.26,49.70,
56469.8,-32.57,-35.45,-12.16,49.65,
56469.8,-30.20,-35.79,-8.84,47.66,
56469.8,-30.09,-35.54,-8.81,47.39,
56469.9,-29.49,-33.74,-8.81,45.67,
56469.9,-30.03,-33.61,-8.94,45.95,
56469.9,-30.86,-33.40,-9.14,46.38,
56469.9,-30.40,-33.63,-8.92,46.20,
56469.9,-30.17,-33.74,-8.81,46.11,
56469.9,-29.53,-32.77,-10.71,45.39,
56470.0,-29.67,-32.54,-10.81,45.34,
56470.0,-31.71,-30.49,-10.65,45.26,
56470.0,-31.77,-29.95,-11.07,45.04,
56470.0,-31.88,-28.95,-11.83,44.66,
56470.0,-32.53,-28.74,-12.25,45.10,
56470.0,-32.91,-28.61,-12.50,45.36,
56470.1,-34.45,-26.15,-13.40,45.28,
56470.1,-34.60,-25.84,-13.55,45.26,
56470.1,-33.94,-24.84,-14.84,44.60,
56470.1,-34.52,-23.94,-15.00,44.61,
56470.1,-35.82,-21.94,-15.35,44.72,
56470.1,-35.32,-21.44,-16.03,44.32,
56470.2,-34.96,-21.08,-16.52,44.04,
56470.2,-35.69,-20.06,-16.09,43.99,
56470.2,-35.82,-19.88,-16.02,43.99,
56470.2,-36.85,-17.15,-17.02,44.06,
56470.2,-37.07,-16.65,-17.51,44.25,
56470.2,-37.70,-15.26,-18.86,44.83,
56470.3,-37.70,-14.53,-19.58,44.90,
56470.3,-37.70,-13.89,-20.21,44.97,
56470.3,-37.42,-11.96,-21.29,44.69,
56470.3,-37.36,-11.50,-21.55,44.63,
56470.3,-36.33,-10.13,-21.88,43.60,
56470.3,-36.52,-9.72,-22.43,43.95,
56470.4,-37.19,-8.25,-24.39,45.23,
56470.4,-37.10,-6.99,-23.82,44.64,
56470.4,-37.02,-5.68,-23.22,44.07,
56470.4,-37.41,-6.86,-24.89,45.45,
56470.4,-37.53,-7.22,-25.40,45.89,
56470.4,-38.04,-3.63,-25.57,45.98,
56470.5,-37.81,-3.39,-25.57,45.77,
56470.5,-36.67,-2.26,-25.57,44.76,
56470.5,-36.90,-2.49,-25.79,45.09,
56470.5,-37.19,-2.77,-26.07,45.50,
56470.5,-36.33,-1.91,-27.15,45.39,
56470.5,-35.99,-1.58,-27.58,45.37,
56470.6,-37.52,0.63,-27.08,46.27,
56470.6,-37.64,0.71,-26.97,46.31,
56470.6,-38.39,1.16,-26.24,46.51,
56470.6,-38.04,0.82,-26.98,46.64,
56470.6,-37.53,0.31,-28.08,46.87,
56470.6,-36.84,0.31,-28.31,46.46,
56470.7,-36.50,0.31,-28.42,46.26,
56470.7,-36.34,2.09,-26.67,45.13,
56470.7,-36.46,2.17,-26.67,45.23,
56470.7,-37.87,2.02,-27.75,46.99,
56470.7,-37.69,1.83,-27.45,46.66,
56470.7,-37.36,1.50,-26.91,46.06,
56470.8,-36.93,1.93,-27.75,46.23,
56470.8,-36.67,2.19,-28.25,46.34,
56470.8,-35.90,1.72,-28.70,46.00,
56470.8,-35.85,1.67,-28.66,45.93,
56470.8,-36.67,1.50,-26.24,45.12,
56470.8,-36.78,1.93,-26.76,45.53,
56470.9,-37.02,2.87,-27.91,46.45,
56470.9,-37.22,2.87,-27.91,46.61,
56470.9,-37.36,2.87,-27.91,46.72,
56470.9,-36.18,0.52,-27.63,45.53,
56470.9,-35.99,0.13,-27.58,45.34,
56471.0,-36.67,1.16,-29.25,46.93,
56471.0,-36.90,1.30,-29.03,46.97,
56471.0,-37.53,1.67,-28.42,47.10,
56471.0,-36.33,0.84,-28.14,45.97,
56471.0,-35.31,0.13,-27.91,45.01,
56471.0,-35.86,0.69,-28.46,45.79,
56471.0,-35.99,0.82,-28.58,45.97,
56471.1,-37.19,2.02,-27.75,46.44,
56471.1,-37.11,2.24,-27.97,46.53,
56471.1,-36.85,3.04,-28.75,46.84,
56471.1,-36.93,2.62,-27.84,46.32,
56471.1,-37.02,2.19,-26.91,45.82,
56471.1,-37.54,2.19,-27.17,46.39,
56471.2,-37.70,2.19,-27.24,46.56,
56471.2,-36.33,1.85,-27.24,45.45,
56471.2,-36.33,1.85,-27.12,45.38,
56471.2,-36.33,1.85,-26.57,45.05,
56471.2,-35.95,2.08,-26.19,44.53,
56471.2,-35.48,2.36,-25.74,43.89,
56471.3,-36.59,1.74,-27.80,45.98,
56471.3,-37.02,1.50,-28.58,46.79,
56471.3,-35.31,1.50,-27.58,44.83,
56471.3,-35.56,1.57,-27.64,45.07,
56471.3,-37.19,2.02,-28.08,46.64,
56471.3,-37.19,1.60,-28.22,46.71,
56471.4,-37.19,0.99,-28.42,46.81,
56471.4,-37.42,0.99,-28.64,47.13,
56471.4,-37.53,0.99,-28.75,47.29,
56471.4,-36.56,2.29,-27.80,45.98,
56471.4,-36.43,2.22,-27.64,45.79,
56471.5,-35.65,0.82,-26.57,44.47,
56471.5,-35.83,1.25,-26.87,44.81,
56471.5,-36.16,2.02,-27.41,45.42,
56471.5,-36.59,2.23,-27.62,45.90,
56471.5,-36.85,2.36,-27.75,46.18,
56471.5,-37.62,2.20,-27.29,46.53,
56471.6,-37.64,2.15,-27.26,46.52,
56471.6,-36.16,1.33,-27.75,45.60,
56471.6,-36.48,1.22,-27.75,45.85,
56471.6,-37.19,0.99,-27.75,46.41,
56471.6,-35.98,0.79,-27.16,45.09,
56471.6,-35.13,0.65,-26.74,44.16,
56471.6,-36.16,1.97,-26.88,45.10,
56471.7,-36.33,2.19,-26.91,45.26,
56471.7,-36.67,2.87,-26.24,45.19,
56471.7,-36.22,2.41,-26.42,44.89,
56471.7,-34.96,1.16,-26.91,44.13,
56471.7,-35.06,1.62,-27.18,44.39,
56471.7,-35.13,2.02,-27.41,44.61,
56471.8,-37.22,2.71,-27.82,46.55,
56471.8,-37.70,2.87,-27.91,47.00,
56471.8,-37.19,-0.72,-27.41,46.20,
56471.8,-36.92,-0.22,-27.75,46.18,
56471.8,-35.99,1.50,-28.92,46.19,
56471.9,-35.82,1.33,-27.92,45.44,
56471.9,-35.65,1.16,-26.91,44.68,
56471.9,-36.57,0.24,-27.81,45.94,
56471.9,-36.85,-0.04,-28.08,46.33,
56471.9,-35.48,0.31,-27.75,45.04,
56471.9,-35.45,0.64,-27.72,45.00,
56472.0,-35.31,2.19,-27.58,44.85,
56472.0,-36.31,1.65,-27.80,45.76,
56472.0,-37.53,0.99,-28.08,46.88,
56472.0,-36.79,0.99,-29.05,46.89,
56472.0,-36.50,0.99,-29.42,46.90,
56472.0,-35.99,1.84,-28.25,45.80,
56472.1,-36.17,1.71,-28.25,45.92,
56472.1,-37.36,0.82,-28.25,46.84,
56472.1,-37.70,1.16,-28.05,47.01,
56472.1,-38.21,1.67,-27.75,47.25,
56472.1,-36.13,1.44,-27.97,45.72,
56472.1,-35.13,1.33,-28.08,45.00,
56472.1,-36.43,1.01,-28.72,46.40,
56472.2,-36.52,1.12,-28.71,46.47,
56472.2,-36.67,2.53,-28.25,46.36,
56472.2,-36.31,1.55,-27.65,45.66,
56472.2,-35.65,-0.21,-26.57,44.46,
56472.2,-35.65,1.30,-27.84,45.25,
56472.3,-35.65,2.19,-28.58,45.74,
56472.3,-36.57,1.88,-28.28,46.27,
56472.3,-36.71,1.86,-28.21,46.34,
56472.3,-37.70,2.19,-27.24,46.56,
56472.3,-37.07,1.87,-27.35,46.10,
56472.3,-35.65,1.16,-27.58,45.09,
56472.4,-35.35,0.86,-27.29,44.66,
56472.4,-35.13,0.65,-27.08,44.36,
56472.4,-37.04,0.79,-27.79,46.31,
56472.4,-37.36,0.82,-27.91,46.64,
56472.4,-37.36,0.82,-29.25,47.46,
56472.4,-37.14,1.13,-28.68,46.94,
56472.5,-36.50,2.02,-27.08,45.49,
56472.5,-36.14,1.10,-27.79,45.60,
56472.5,-35.82,0.31,-28.42,45.72,
56472.5,-36.37,0.31,-26.25,44.86,
56472.5,-36.50,0.31,-25.74,44.66,
56472.5,-36.50,0.31,-28.08,46.06,
56472.6,-36.69,0.64,-28.34,46.36,
56472.6,-37.36,1.85,-29.25,47.49,
56472.6,-36.52,1.17,-28.60,46.40,
56472.6,-35.65,0.48,-27.91,45.28,
56472.6,-36.82,1.91,-28.04,46.32,
56472.6,-37.19,2.36,-28.08,46.66,
56472.7,-35.82,2.02,-26.07,44.35,
56472.7,-36.05,1.78,-26.19,44.60,
56472.7,-37.19,0.65,-26.74,45.81,
56472.7,-36.35,0.57,-27.71,45.71,
56472.7,-35.31,0.48,-28.92,45.64,
56472.7,-35.92,1.09,-28.08,45.60,
56472.8,-36.16,1.33,-27.75,45.60,
56472.8,-37.35,0.82,-28.24,46.83,
56472.8,-37.32,0.89,-28.31,46.85,
56472.8,-36.93,1.47,-28.88,46.90,
56472.8,-37.19,1.33,-28.08,46.62,
56472.9,-36.96,1.30,-28.11,46.45,
56472.9,-35.99,1.16,-28.25,45.77,
56472.9,-36.07,1.39,-28.02,45.69,
56472.9,-36.16,1.67,-27.75,45.61,
56472.9,-36.40,1.67,-28.46,46.24,
56472.9,-36.50,1.67,-28.75,46.50,
56472.9,-37.50,1.67,-26.47,45.93,
56473.0,-37.30,1.75,-26.83,45.98,
56473.0,-35.99,2.19,-29.25,46.43,
56473.0,-35.78,1.56,-29.19,46.20,
56473.0,-35.48,0.65,-29.09,45.88,
56473.0,-37.08,1.10,-28.19,46.59,
56473.0,-37.87,1.33,-27.75,46.97,
56473.1,-35.65,2.28,-28.37,45.62,
56473.1,-35.53,2.38,-28.36,45.53,
56473.1,-35.99,2.53,-27.91,45.62,
56473.1,-36.30,2.59,-27.98,45.90,
56473.1,-36.85,2.70,-28.08,46.41,
56473.1,-35.99,2.06,-28.29,45.82,
56473.2,-35.48,1.67,-28.42,45.49,
56473.2,-36.23,0.92,-27.67,45.60,
56473.2,-36.34,0.81,-27.67,45.69,
56473.2,-36.50,0.65,-29.09,46.68,
56473.2,-36.45,1.26,-28.82,46.48,
56473.2,-36.33,2.53,-28.25,46.09,
56473.3,-35.54,1.34,-28.83,45.78,
56473.3,-34.96,0.48,-29.25,45.59,
56473.3,-36.11,1.05,-28.41,45.96,
56473.3,-36.32,1.19,-28.24,46.02,
56473.3,-35.65,2.53,-27.91,45.35,
56473.4,-36.27,2.10,-28.15,45.96,
56473.4,-37.87,0.99,-28.75,47.56,
56473.4,-37.41,0.53,-26.86,46.06,
56473.4,-37.02,0.13,-25.23,44.80,
56473.4,-37.43,0.27,-26.44,45.82,
56473.4,-37.53,0.31,-26.74,46.08,
56473.5,-36.67,-1.23,-27.58,45.90,
56473.5,-36.84,-1.48,-26.87,45.62,
56473.5,-37.36,-2.26,-24.56,44.77,
56473.5,-37.44,-3.37,-24.64,44.95,
56473.5,-37.53,-4.48,-24.73,45.17,
56473.5,-37.27,-4.74,-24.48,44.84,
56473.5,-37.19,-4.83,-24.39,44.74,
56473.6,-37.36,-6.02,-24.56,45.11,
56473.6,-37.56,-6.36,-24.43,45.25,
56473.6,-38.39,-7.74,-23.89,45.87,
56473.6,-38.08,-7.89,-22.67,45.01,
56473.6,-37.70,-8.08,-21.21,44.01,
56473.6,-38.68,-9.54,-20.73,44.91,
56473.7,-39.07,-10.13,-20.54,45.29,
56473.7,-37.91,-11.96,-19.07,44.09,
56473.7,-38.13,-12.27,-19.08,44.37,
56473.7,-39.58,-13.72,-19.37,46.15,
56473.7,-38.81,-14.78,-19.16,45.74,
56473.7,-37.70,-16.29,-18.86,45.19,
56473.8,-37.93,-17.44,-17.74,45.36,
56473.8,-38.04,-18.00,-17.19,45.46,
56473.8,-37.09,-18.96,-16.88,44.94,
56473.8,-37.03,-19.26,-16.76,44.98,
56473.8,-37.19,-21.25,-16.02,45.73,
56473.9,-37.12,-21.69,-16.32,45.99,
56473.9,-37.02,-22.45,-16.85,46.46,
56473.9,-35.94,-25.03,-17.06,47.01,
56473.9,-35.31,-26.56,-17.19,47.40,
56473.9,-33.79,-27.16,-16.29,46.31,
56473.9,-33.65,-27.30,-16.10,46.23,
56474.0,-34.45,-28.10,-15.01,46.92,
56474.0,-34.00,-29.21,-14.90,47.24,
56474.0,-33.08,-31.52,-14.68,47.99,
56474.0,-33.48,-31.72,-14.48,48.34,
56474.0,-33.77,-31.86,-14.34,48.59,
56474.0,-34.92,-32.73,-14.90,50.13,
56474.1,-35.07,-32.94,-14.96,50.38,
56474.1,-32.23,-35.11,-12.83,49.35,
56474.1,-32.03,-35.40,-12.64,49.39,
56474.1,-31.54,-36.14,-12.16,49.48,
56474.1,-31.45,-37.16,-11.52,50.03,
56474.1,-31.37,-38.02,-10.99,50.50,
56474.1,-31.10,-38.57,-11.80,50.93,
56474.2,-31.03,-38.70,-11.99,51.03,
56474.2,-30.00,-41.10,-11.99,52.28,
56474.2,-30.25,-40.77,-11.34,52.02,
56474.2,-31.03,-39.73,-9.31,51.26,
56474.2,-30.94,-40.16,-9.23,51.53,
56474.3,-30.86,-40.59,-9.14,51.80,
56474.3,-30.60,-40.07,-10.42,51.48,
56474.3,-30.51,-39.90,-10.82,51.38,
56474.3,-30.69,-37.34,-9.31,49.22,
56474.3,-30.48,-37.54,-9.58,49.30,
56474.3,-29.66,-38.36,-10.65,49.65,
56474.4,-30.60,-38.36,-10.96,50.28,
56474.4,-31.71,-38.36,-11.32,51.04,
56474.4,-31.84,-36.27,-11.93,49.71,
56474.4,-31.88,-35.45,-12.16,49.21,
56474.4,-32.05,-36.29,-14.30,50.48,
56474.4,-32.08,-36.44,-14.31,50.62,
56474.5,-32.23,-37.16,-14.17,51.19,
56474.5,-32.30,-36.95,-14.24,51.10,
56474.5,-32.40,-36.65,-14.34,50.98,
56474.5,-32.28,-35.84,-15.36,50.62,
56474.5,-32.23,-35.45,-15.85,50.46,
56474.5,-33.51,-37.38,-17.73,53.24,
56474.6,-33.59,-37.27,-17.70,53.21,
56474.6,-33.59,-35.45,-16.52,51.56,
56474.6,-34.56,-35.77,-16.58,52.43,
56474.6,-36.16,-36.31,-16.69,53.89,
56474.6,-35.29,-35.66,-16.69,52.87,
56474.6,-34.79,-35.28,-16.69,52.28,
56474.6,-35.41,-35.59,-17.59,53.19,
56474.7,-35.49,-35.71,-17.58,53.33,
56474.7,-35.65,-36.82,-16.18,53.74,
56474.7,-34.91,-36.88,-16.46,53.38,
56474.7,-33.42,-36.99,-17.02,52.68,
56474.7,-33.93,-37.10,-17.72,53.30,
56474.8,-34.28,-37.16,-18.19,53.73,
56474.8,-33.40,-37.16,-17.34,52.89,
56474.8,-33.26,-37.15,-17.20,52.75,
56474.8,-33.42,-36.65,-17.69,52.66,
56474.8,-33.57,-36.40,-17.25,52.44,
56474.8,-33.94,-35.80,-16.18,51.91,
56474.9,-33.84,-35.70,-14.98,51.42,
56474.9,-33.77,-35.62,-14.00,51.04,
56474.9,-33.07,-33.54,-11.69,48.53,
56474.9,-32.91,-33.06,-11.16,47.96,
56474.9,-32.40,-34.25,-9.65,48.13,
56474.9,-31.67,-33.95,-9.10,47.31,
56475.0,-29.49,-33.06,-7.47,44.92,
56475.0,-29.40,-32.27,-5.67,44.02,
56475.0,-29.32,-31.52,-3.95,43.22,
56475.0,-29.19,-32.18,-2.53,43.52,
56475.0,-29.15,-32.37,-2.11,43.61,
56475.0,-26.75,-31.69,-0.43,41.47,
56475.1,-26.61,-31.62,-0.01,41.32,
56475.1,-26.07,-31.35,1.58,40.80,
56475.1,-25.91,-30.38,1.58,39.96,
56475.1,-25.72,-29.29,1.58,39.02,
56475.1,-25.60,-29.67,2.44,39.26,
56475.1,-25.55,-29.81,2.75,39.36,
56475.2,-25.38,-30.31,5.90,39.98,
56475.2,-25.35,-30.29,5.97,39.95,
56475.2,-25.21,-30.15,6.11,39.77,
56475.2,-26.16,-28.76,7.03,39.51,
56475.2,-27.44,-26.90,8.28,39.30,
56475.2,-28.02,-27.02,8.40,39.82,
56475.3,-28.29,-27.07,8.45,40.06,
56475.3,-27.48,-25.93,9.88,39.06,
56475.3,-27.48,-25.74,10.13,38.99,
56475.3,-27.78,-24.84,11.30,38.94,
56475.3,-27.84,-25.18,11.11,39.15,
56475.3,-27.95,-25.70,10.80,39.47,
56475.4,-27.84,-24.70,11.99,39.10,
56475.4,-27.78,-24.16,12.64,38.92,
56475.4,-28.24,-24.32,13.70,39.71,
56475.4,-28.31,-24.23,13.97,39.79,
56475.4,-28.46,-23.13,15.66,39.88,
56475.4,-28.58,-22.42,15.66,39.56,
56475.5,-28.80,-21.08,15.66,38.98,
56475.5,-29.95,-20.77,16.17,39.87,
56475.5,-30.69,-20.57,16.49,40.46,
56475.5,-29.65,-20.72,17.51,40.18,
56475.5,-29.43,-20.73,17.75,40.14,
56475.6,-28.29,-20.57,19.51,40.05,
56475.6,-28.81,-20.36,19.51,40.32,
56475.6,-30.00,-19.88,19.51,40.94,
56475.6,-29.81,-19.69,19.70,40.80,
56475.6,-29.66,-19.54,19.85,40.69,
56475.6,-28.81,-18.41,19.29,39.26,
56475.7,-28.64,-18.18,19.18,38.97,
56475.7,-30.17,-20.05,20.01,41.39,
56475.7,-30.13,-19.65,20.24,41.27,
56475.7,-30.00,-18.52,20.85,40.96,
56475.7,-29.82,-19.06,20.85,41.08,
56475.7,-29.66,-19.54,20.85,41.19,
56475.7,-28.72,-18.87,20.98,40.26,
56475.8,-28.46,-18.69,21.02,40.01,
56475.8,-29.66,-18.86,21.86,41.39,
56475.8,-29.54,-18.82,21.52,41.11,
56475.8,-29.15,-18.69,20.35,40.16,
56475.8,-28.56,-18.77,20.76,39.99,
56475.8,-27.95,-18.86,21.19,39.82,
56475.9,-28.97,-19.11,20.94,40.53,
56475.9,-29.32,-19.20,20.85,40.78,
56475.9,-28.29,-19.20,20.52,39.87,
56475.9,-28.20,-19.29,20.48,39.84,
56475.9,-27.78,-19.71,20.35,39.68,
56475.9,-28.31,-20.55,19.83,40.21,
56476.0,-28.97,-21.59,19.18,40.91,
56476.0,-29.94,-22.32,19.89,42.31,
56476.0,-30.34,-22.62,20.18,42.89,
56476.0,-27.20,-21.46,17.75,38.93,
56476.0,-27.24,-21.62,17.67,39.01,
56476.1,-28.12,-22.79,17.67,40.28,
56476.1,-28.12,-22.79,17.40,40.16,
56476.1,-28.12,-22.79,17.00,39.99,
56476.1,-28.01,-23.82,15.33,39.83,
56476.1,-27.95,-24.33,14.48,39.79,
56476.1,-27.47,-25.13,13.40,39.57,
56476.2,-27.45,-25.24,13.29,39.59,
56476.2,-27.61,-25.70,13.14,39.94,
56476.2,-27.36,-26.57,12.78,40.22,
56476.2,-26.92,-28.10,12.14,40.76,
56476.2,-25.86,-27.67,12.35,39.83,
56476.2,-25.21,-27.41,12.47,39.27,
56476.2,-25.67,-29.08,11.14,40.35,
56476.3,-25.72,-29.38,10.84,40.53,
56476.3,-25.72,-30.66,8.95,41.01,
56476.3,-25.61,-30.33,8.63,40.63,
56476.3,-25.38,-29.64,7.95,39.82,
56476.3,-24.29,-30.73,7.27,39.84,
56476.3,-23.50,-31.52,6.77,39.89,
56476.4,-24.51,-30.80,5.22,39.71,
56476.4,-24.69,-30.67,4.92,39.68,
56476.4,-24.53,-30.83,4.43,39.65,
56476.4,-24.62,-30.74,4.05,39.59,
56476.4,-24.87,-30.49,3.09,39.47,
56476.5,-25.43,-30.49,2.55,39.78,
56476.5,-25.90,-30.49,2.08,40.06,
56476.5,-26.17,-31.86,-0.34,41.24,
56476.5,-26.24,-32.20,-0.93,41.55,
56476.5,-28.46,-31.35,-1.77,42.38,
