time,r,theta,phi,
56526.5,42.02667010363776,3.6393067076016576,1.306959231492842,
56526.6,41.201593415789155,3.6449984306425636,1.3015457085507698,
56526.6,40.710943246257514,3.648369112758294,1.2982183943798677,
56526.6,39.869119629106436,3.6598669847760354,1.299868355246795,
56526.6,39.94436881464019,3.659771806010374,1.2993522680700547,
56526.6,42.47498087109634,3.6409784943091394,1.2892820846077522,
56526.6,42.23481620653747,3.649958584426418,1.2930579738135037,
56526.7,41.75492665542594,3.668289864875157,1.3009790054986785,
56526.7,40.440195350665654,3.654178861934025,1.2816726631240665,
56526.7,39.54333445727611,3.6438786774416942,1.2677733598495855,
56526.7,40.32912843094926,3.6682562205939124,1.2922197856663926,
56526.7,40.477139226976014,3.6723276529774695,1.2960900590976836,
56526.7,40.831215999526634,3.6736531205823155,1.2860515383891706,
56526.8,40.640813230052366,3.674498784103509,1.2885250743653995,
56526.8,40.17671216015567,3.6766878630592874,1.2944994596854698,
56526.8,40.06555378376792,3.6920485149231044,1.3177651819634901,
56526.8,39.99399704955732,3.7039251250608825,1.3363701870634364,
56526.8,38.82120296951139,3.724767557096978,1.3545412257243779,
56526.8,38.56263865453193,3.729521689860218,1.3589071649170488,
56526.9,40.72822608462097,3.722518921806392,1.3785927930357071,
56526.9,41.155711632773404,3.7279495067202966,1.384818582150047,
56526.9,42.3872280292071,3.7432021172871486,1.4022603933074445,
56526.9,42.17932550432736,3.7942819388907507,1.4014216615065893,
56526.9,42.07813089955399,3.8419805871900805,1.4010103738644615,
56526.9,40.60099259870379,3.7925755373549666,1.4629545813531672,
56526.9,40.23746264366081,3.778057248115023,1.4814571935487053,
56527.0,40.27028060493247,3.8027668039276805,1.5024545666776423,
56527.0,40.386861725070936,3.8124964053441013,1.5026521490601599,
56527.0,40.82714170744751,3.8463579410420676,1.5033881371983968,
56527.0,40.50234314209488,3.8601668452125324,1.5209019700620154,
56527.0,40.18708001335752,3.8753885100581424,1.5396867849197087,
56527.1,39.811003504056515,3.8747438521595217,1.5582366548027629,
56527.1,39.68817582101752,3.874763600587335,1.5647491488186893,
56527.1,41.3512502833953,3.9471797231499766,1.6015136505083831,
56527.1,41.221388865490695,3.9415820560648505,1.6076787489836182,
56527.1,40.68054326087596,3.917759238098212,1.6349988597054044,
56527.1,41.608010046143754,3.9387589927848663,1.6550142648289918,
56527.2,42.811186622190235,3.96371577711359,1.6789226123634846,
56527.2,43.582685782314975,3.9590478940806997,1.696174209794951,
56527.2,43.90454532277951,3.95721567994645,1.7030586135314005,
56527.2,43.168324035107034,3.974305535944313,1.732028354626286,
56527.2,43.07242389278783,3.980938420629404,1.735684623598819,
56527.2,42.660239099189305,4.016064372388671,1.7508572165890786,
56527.3,42.938981124381606,4.010967936114827,1.7627079579722673,
56527.3,43.35657389600797,4.003583707594071,1.7794262086093833,
56527.3,43.59588742071894,4.0000395260770585,1.8206591352292687,
56527.3,43.74159690729181,3.9983341313476988,1.840624141055331,
56527.3,45.04600870221467,4.012096682890229,1.8469012407341279,
56527.3,45.31937885717323,4.009740965594878,1.8516168605277963,
56527.4,46.79299199666548,3.9836957429793047,1.882264130718544,
56527.4,46.82607072988294,4.0020601682505745,1.8806909941602774,
56527.4,46.90923363262291,4.032339527973715,1.877662530880278,
56527.4,47.1855920806341,4.01848217369074,1.8996728276868116,
56527.4,47.35091234601504,4.010763760731008,1.9121201484124988,
56527.4,49.0811521869648,4.031467563646635,1.9125705314143278,
56527.5,49.207175289788786,4.03478319935225,1.9140325294510105,
56527.5,48.37010750453218,4.047064800164941,1.9303646679971722,
56527.5,49.44264252646697,4.029060333459912,1.9455902410099197,
56527.5,51.60934120873856,3.995539960739107,1.973161560613579,
56527.5,50.7431660423352,4.014870283385077,1.9588376347761736,
56527.5,50.190841794096265,4.027971784887665,1.9489345476146704,
56527.6,52.28453499841038,4.0333978528648835,1.9718232500805812,
56527.6,52.614105523138946,4.035289856720324,1.976397246155524,
56527.6,52.39509328171866,4.056937087622177,2.005168470325504,
56527.6,52.636436999477844,4.059258694645944,2.0040887588703358,
56527.6,53.17905414728622,4.064706913215279,2.0018558978146284,
56527.6,52.90617922322496,4.069960345708948,1.9824684352318234,
56527.7,52.71717272388571,4.0741117967588965,1.9675232974051418,
56527.7,53.55035480741467,4.068765402617491,1.9863889210639352,
56527.7,53.70883912355582,4.0678685039526385,1.9903815980279602,
56527.7,51.72033545908224,4.091190443737753,2.0219440582677777,
56527.7,52.583557315951914,4.08548683693215,2.0205421624405107,
56527.8,54.96204963427037,4.07110650449811,2.017029373395938,
56527.8,54.40155328664798,4.067460466361824,2.018494878290261,
56527.8,53.89289841899395,4.064027142036207,2.0197342502959486,
56527.8,53.95456051160087,4.044040087811833,2.019183758937783,
56527.8,53.97340178272998,4.038868097916646,2.0190158324810534,
56527.8,56.258835750484565,4.06837334618759,2.025922220728779,
56527.8,55.977467788387855,4.067696686925501,2.02221991333077,
56527.9,55.005136123820286,4.065633825548428,2.0100156506294553,
56527.9,55.02392207031411,4.063570486967002,2.0164914791361186,
56527.9,55.04957493023902,4.0614958588738865,2.0231243279898665,
56527.9,55.73855487900632,4.056376532122437,2.0270950940436063,
56527.9,55.96357654760818,4.054665156435988,2.028505852913797,
56528.0,55.436563746321795,4.064311699794859,2.006362410702823,
56528.0,55.75837605239234,4.062556337679634,2.0068415672863122,
56528.0,57.07126597509468,4.055843786801029,2.009268764562443,
56528.0,56.05077430330468,4.062055874859303,2.0012687935772933,
56528.0,54.831280306044285,4.069726931647017,1.9912352379717264,
56528.0,56.76758053678173,4.068655466591135,1.9993482187894076,
56528.0,57.51981310818039,4.068351945447407,2.0023589344845685,
56528.1,57.053779015942496,4.07558793883644,2.0220341450824986,
56528.1,57.0926282456851,4.080832364018643,2.0209261617400345,
56528.1,57.36744111427666,4.107320083154714,2.0132049183026037,
56528.1,56.35030612161748,4.092230697830864,2.010760643738138,
56528.1,54.96369074216177,4.070413423420895,2.0069548114365876,
56528.1,54.8666692993114,4.083430698182564,1.998545468890291,
56528.2,54.82493137250607,4.08958064635317,1.9946862713273736,
56528.2,55.428489064739985,4.079940452115365,2.011809929001341,
56528.2,55.26740178441538,4.079897479396383,2.0049932505657564,
56528.2,53.96318281940012,4.084076274183903,1.947883662073789,
56528.2,53.59247894994222,4.084076274183903,1.9300139109288683,
56528.2,53.034934712885246,4.084076274183903,1.900884007125091,
56528.3,51.7848597564964,4.093318794765585,1.8826741826176983,
56528.3,51.11924099593029,4.098474251293341,1.8722962088920156,
