Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,
0.200000,,0.751406,,,,,,,,,,-0.759968,,,,,,,,,,0.802558,,,,,,,,,,0.417005,,,,,,,,,,0.171278,,,,,,,,,,-0.645084,,,,,,,,,,0.000000,,,,,,,,,,1.093225,,,,,,,,,,-0.986528,,,,,,,,,
0.300000,,0.665817,,,,,,,,,,-0.673446,,,,,,,,,,0.806516,,,,,,,,,,0.786490,,,,,,,,,,0.118334,,,,,,,,,,-1.077225,,,,,,,,,,0.000000,,,,,,,,,,1.049843,,,,,,,,,,-0.854339,,,,,,,,,
0.400000,,0.491477,,,,,,,,,,-0.517231,,,,,,,,,,0.748902,,,,,,,,,,1.194316,,,,,,,,,,0.072008,,,,,,,,,,-1.438689,,,,,,,,,,0.000000,,,,,,,,,,0.999723,,,,,,,,,,-0.650689,,,,,,,,,
0.500000,,0.281351,,,,,,,,,,-0.318478,,,,,,,,,,0.585926,,,,,,,,,,1.553343,,,,,,,,,,0.138188,,,,,,,,,,-1.652740,,,,,,,,,,0.000000,,,,,,,,,,0.951448,,,,,,,,,,-0.388693,,,,,,,,,
0.600000,,0.139157,,,,,,,,,,-0.051381,,,,,,,,,,0.399437,,,,,,,,,,1.745057,,,,,,,,,,0.005828,,,,,,,,,,-1.826404,,,,,,,,,,0.000000,,,,,,,,,,0.915096,,,,,,,,,,-0.092551,,,,,,,,,
0.700000,,-0.111000,,,,,,,,,,0.200703,,,,,,,,,,0.201757,,,,,,,,,,1.759000,,,,,,,,,,0.220913,,,,,,,,,,-1.919294,,,,,,,,,,0.000000,,,,,,,,,,0.875270,,,,,,,,,,0.249656,,,,,,,,,
0.800000,,-0.323463,,,,,,,,,,0.434197,,,,,,,,,,-0.017536,,,,,,,,,,1.720657,,,,,,,,,,0.492251,,,,,,,,,,-1.965739,,,,,,,,,,0.000000,,,,,,,,,,0.836765,,,,,,,,,,0.583802,,,,,,,,,
0.900000,,-0.609547,,,,,,,,,,0.629020,,,,,,,,,,-0.211011,,,,,,,,,,1.640486,,,,,,,,,,0.545195,,,,,,,,,,-1.911217,,,,,,,,,,0.000000,,,,,,,,,,0.800787,,,,,,,,,,0.887319,,,,,,,,,
1.000000,,-0.901909,,,,,,,,,,0.789033,,,,,,,,,,-0.335524,,,,,,,,,,1.386030,,,,,,,,,,0.905877,,,,,,,,,,-1.594179,,,,,,,,,,0.000000,,,,,,,,,,0.782223,,,,,,,,,,1.131612,,,,,,,,,
1.100000,,-1.185733,,,,,,,,,,0.918139,,,,,,,,,,-0.442824,,,,,,,,,,1.068831,,,,,,,,,,1.475025,,,,,,,,,,-1.117612,,,,,,,,,,0.000000,,,,,,,,,,0.776946,,,,,,,,,,1.268163,,,,,,,,,
1.200000,,-1.443736,,,,,,,,,,0.984976,,,,,,,,,,-0.507142,,,,,,,,,,0.594776,,,,,,,,,,1.779453,,,,,,,,,,-0.608736,,,,,,,,,,0.000000,,,,,,,,,,0.778466,,,,,,,,,,1.324429,,,,,,,,,
1.300000,,-1.614114,,,,,,,,,,1.023316,,,,,,,,,,-0.473353,,,,,,,,,,0.274092,,,,,,,,,,1.647093,,,,,,,,,,-0.118034,,,,,,,,,,0.000000,,,,,,,,,,0.780391,,,,,,,,,,1.308117,,,,,,,,,
1.400000,,-1.736844,,,,,,,,,,1.001072,,,,,,,,,,-0.451743,,,,,,,,,,0.291520,,,,,,,,,,1.719891,,,,,,,,,,0.390843,,,,,,,,,,0.000000,,,,,,,,,,0.778762,,,,,,,,,,1.285420,,,,,,,,,
1.500000,,-1.723961,,,,,,,,,,1.033732,,,,,,,,,,-0.449751,,,,,,,,,,0.511119,,,,,,,,,,1.018383,,,,,,,,,,0.849235,,,,,,,,,,0.000000,,,,,,,,,,0.776217,,,,,,,,,,1.247710,,,,,,,,,
1.600000,,-1.617374,,,,,,,,,,1.085085,,,,,,,,,,-0.494923,,,,,,,,,,0.873632,,,,,,,,,,0.313565,,,,,,,,,,1.279357,,,,,,,,,,0.000000,,,,,,,,,,0.770506,,,,,,,,,,1.263290,,,,,,,,,
1.700000,,-1.331687,,,,,,,,,,1.191040,,,,,,,,,,-0.610003,,,,,,,,,,1.208259,,,,,,,,,,-0.242347,,,,,,,,,,1.592356,,,,,,,,,,0.000000,,,,,,,,,,0.749580,,,,,,,,,,1.347644,,,,,,,,,
1.800000,,-0.925365,,,,,,,,,,1.299608,,,,,,,,,,-0.867283,,,,,,,,,,1.476658,,,,,,,,,,-0.927311,,,,,,,,,,1.784194,,,,,,,,,,0.000000,,,,,,,,,,0.552750,,,,,,,,,,1.419240,,,,,,,,,
1.900000,,-0.408242,,,,,,,,,,1.377003,,,,,,,,,,-1.171832,,,,,,,,,,1.567286,,,,,,,,,,-1.592420,,,,,,,,,,1.822562,,,,,,,,,,0.000000,,,,,,,,,,0.352978,,,,,,,,,,1.462252,,,,,,,,,
2.000000,,0.158063,,,,,,,,,,1.442648,,,,,,,,,,-1.429614,,,,,,,,,,1.643972,,,,,,,,,,-1.989501,,,,,,,,,,1.715536,,,,,,,,,,0.000000,,,,,,,,,,0.152790,,,,,,,,,,1.498400,,,,,,,,,
2.100000,,0.700101,,,,,,,,,,1.494813,,,,,,,,,,-1.712393,,,,,,,,,,1.609115,,,,,,,,,,-2.088771,,,,,,,,,,1.457059,,,,,,,,,,0.000000,,,,,,,,,,-0.044713,,,,,,,,,,1.511850,,,,,,,,,
2.200000,,1.123610,,,,,,,,,,1.528713,,,,,,,,,,-1.979608,,,,,,,,,,1.427858,,,,,,,,,,-2.062299,,,,,,,,,,1.140021,,,,,,,,,,0.000000,,,,,,,,,,-0.239312,,,,,,,,,,1.480325,,,,,,,,,
2.300000,,1.499143,,,,,,,,,,1.531747,,,,,,,,,,-2.220569,,,,,,,,,,1.155974,,,,,,,,,,-1.483223,,,,,,,,,,0.770480,,,,,,,,,,0.000000,,,,,,,,,,-0.430695,,,,,,,,,,1.411766,,,,,,,,,
2.400000,,1.712926,,,,,,,,,,1.530163,,,,,,,,,,-2.412468,,,,,,,,,,0.647062,,,,,,,,,,-0.867749,,,,,,,,,,0.344398,,,,,,,,,,0.000000,,,,,,,,,,-0.619533,,,,,,,,,,1.316711,,,,,,,,,
2.500000,,1.764588,,,,,,,,,,1.518973,,,,,,,,,,-2.524284,,,,,,,,,,-0.018707,,,,,,,,,,-0.328381,,,,,,,,,,-0.097840,,,,,,,,,,0.000000,,,,,,,,,,-0.793484,,,,,,,,,,1.227694,,,,,,,,,
2.600000,,1.675649,,,,,,,,,,1.519624,,,,,,,,,,-2.505283,,,,,,,,,,-0.611276,,,,,,,,,,0.882714,,,,,,,,,,-0.554213,,,,,,,,,,0.000000,,,,,,,,,,-0.789003,,,,,,,,,,1.227858,,,,,,,,,
2.700000,,1.333056,,,,,,,,,,1.519518,,,,,,,,,,-2.357505,,,,,,,,,,-0.945903,,,,,,,,,,1.782762,,,,,,,,,,-0.988374,,,,,,,,,,0.000000,,,,,,,,,,-0.595331,,,,,,,,,,1.272371,,,,,,,,,
2.800000,,0.948334,,,,,,,,,,1.489004,,,,,,,,,,-2.220424,,,,,,,,,,-1.287501,,,,,,,,,,1.805925,,,,,,,,,,-1.349837,,,,,,,,,,0.000000,,,,,,,,,,-0.399609,,,,,,,,,,1.301170,,,,,,,,,
2.900000,,0.425349,,,,,,,,,,1.450506,,,,,,,,,,-2.033089,,,,,,,,,,-1.447844,,,,,,,,,,2.639794,,,,,,,,,,-1.567927,,,,,,,,,,0.000000,,,,,,,,,,-0.204952,,,,,,,,,,1.333947,,,,,,,,,
3.000000,,-0.132218,,,,,,,,,,1.420765,,,,,,,,,,-1.801251,,,,,,,,,,-1.597729,,,,,,,,,,2.782081,,,,,,,,,,-1.666875,,,,,,,,,,0.000000,,,,,,,,,,-0.008629,,,,,,,,,,1.344475,,,,,,,,,
3.100000,,-0.604059,,,,,,,,,,1.361755,,,,,,,,,,-1.501038,,,,,,,,,,-1.650014,,,,,,,,,,2.722519,,,,,,,,,,-1.717359,,,,,,,,,,0.000000,,,,,,,,,,0.188752,,,,,,,,,,1.342456,,,,,,,,,
3.200000,,-1.131969,,,,,,,,,,1.276138,,,,,,,,,,-1.202020,,,,,,,,,,-1.486186,,,,,,,,,,2.626558,,,,,,,,,,-1.689088,,,,,,,,,,0.000000,,,,,,,,,,0.389444,,,,,,,,,,1.303263,,,,,,,,,
3.300000,,-1.721086,,,,,,,,,,1.173540,,,,,,,,,,-0.932784,,,,,,,,,,-1.081845,,,,,,,,,,2.391619,,,,,,,,,,-1.479076,,,,,,,,,,0.000000,,,,,,,,,,0.590735,,,,,,,,,,1.202647,,,,,,,,,
3.400000,,-2.125992,,,,,,,,,,1.066641,,,,,,,,,,-0.739423,,,,,,,,,,-0.764647,,,,,,,,,,1.514733,,,,,,,,,,-1.166076,,,,,,,,,,0.000000,,,,,,,,,,0.789732,,,,,,,,,,1.042385,,,,,,,,,
3.500000,,-2.322683,,,,,,,,,,0.984811,,,,,,,,,,-0.642392,,,,,,,,,,-0.618247,,,,,,,,,,0.479015,,,,,,,,,,-0.756148,,,,,,,,,,0.000000,,,,,,,,,,0.798249,,,,,,,,,,0.914759,,,,,,,,,
3.600000,,-2.399023,,,,,,,,,,0.940041,,,,,,,,,,-0.522892,,,,,,,,,,-0.314991,,,,,,,,,,0.035609,,,,,,,,,,-0.287659,,,,,,,,,,0.000000,,,,,,,,,,0.801791,,,,,,,,,,0.819609,,,,,,,,,
3.700000,,-2.250492,,,,,,,,,,0.911726,,,,,,,,,,-0.462381,,,,,,,,,,-0.217392,,,,,,,,,,-1.327700,,,,,,,,,,0.124288,,,,,,,,,,0.000000,,,,,,,,,,0.803294,,,,,,,,,,0.774905,,,,,,,,,
3.800000,,-1.957903,,,,,,,,,,0.924315,,,,,,,,,,-0.420088,,,,,,,,,,-0.011736,,,,,,,,,,-2.019282,,,,,,,,,,0.348436,,,,,,,,,,0.000000,,,,,,,,,,0.798514,,,,,,,,,,0.818080,,,,,,,,,
3.900000,,-1.734443,,,,,,,,,,0.940866,,,,,,,,,,-0.477003,,,,,,,,,,0.040550,,,,,,,,,,-2.204586,,,,,,,,,,0.631145,,,,,,,,,,0.000000,,,,,,,,,,0.790285,,,,,,,,,,0.908940,,,,,,,,,
4.000000,,-1.430551,,,,,,,,,,0.968497,,,,,,,,,,-0.525244,,,,,,,,,,-0.196478,,,,,,,,,,-2.330328,,,,,,,,,,0.980493,,,,,,,,,,0.000000,,,,,,,,,,0.779937,,,,,,,,,,0.995067,,,,,,,,,
4.100000,,-0.968045,,,,,,,,,,0.946138,,,,,,,,,,-0.550671,,,,,,,,,,-0.607790,,,,,,,,,,-2.439525,,,,,,,,,,1.301569,,,,,,,,,,0.000000,,,,,,,,,,0.765267,,,,,,,,,,1.046574,,,,,,,,,
4.200000,,-0.519418,,,,,,,,,,0.896820,,,,,,,,,,-0.498849,,,,,,,,,,-0.911046,,,,,,,,,,-2.393199,,,,,,,,,,1.562066,,,,,,,,,,0.000000,,,,,,,,,,0.751212,,,,,,,,,,1.038862,,,,,,,,,
4.300000,,-0.062831,,,,,,,,,,0.763816,,,,,,,,,,-0.384385,,,,,,,,,,-1.193388,,,,,,,,,,-1.876995,,,,,,,,,,1.782175,,,,,,,,,,0.000000,,,,,,,,,,0.742781,,,,,,,,,,0.933349,,,,,,,,,
4.400000,,0.310018,,,,,,,,,,0.582220,,,,,,,,,,-0.251316,,,,,,,,,,-1.406015,,,,,,,,,,-1.115924,,,,,,,,,,1.854871,,,,,,,,,,0.000000,,,,,,,,,,0.754853,,,,,,,,,,0.742748,,,,,,,,,
4.500000,,0.597532,,,,,,,,,,0.362961,,,,,,,,,,-0.105340,,,,,,,,,,-1.493158,,,,,,,,,,-0.434269,,,,,,,,,,1.794291,,,,,,,,,,0.000000,,,,,,,,,,0.791632,,,,,,,,,,0.485399,,,,,,,,,
4.600000,,0.762294,,,,,,,,,,0.076207,,,,,,,,,,0.063202,,,,,,,,,,-1.656986,,,,,,,,,,0.234149,,,,,,,,,,1.755923,,,,,,,,,,0.000000,,,,,,,,,,0.486142,,,,,,,,,,0.174081,,,,,,,,,
4.700000,,0.859167,,,,,,,,,,-0.200771,,,,,,,,,,0.274465,,,,,,,,,,-1.646528,,,,,,,,,,0.452543,,,,,,,,,,1.570143,,,,,,,,,,0.000000,,,,,,,,,,0.179400,,,,,,,,,,-0.155177,,,,,,,,,
4.800000,,0.912482,,,,,,,,,,-0.466312,,,,,,,,,,0.459450,,,,,,,,,,-1.385101,,,,,,,,,,0.548504,,,,,,,,,,1.297531,,,,,,,,,,0.000000,,,,,,,,,,-0.117270,,,,,,,,,,-0.465868,,,,,,,,,
4.900000,,0.937079,,,,,,,,,,-0.678183,,,,,,,,,,0.603647,,,,,,,,,,-1.033045,,,,,,,,,,0.505487,,,,,,,,,,0.982512,,,,,,,,,,0.000000,,,,,,,,,,-0.405332,,,,,,,,,,-0.724597,,,,,,,,,
5.000000,,0.864116,,,,,,,,,,-0.847503,,,,,,,,,,0.694489,,,,,,,,,,-0.733275,,,,,,,,,,0.449234,,,,,,,,,,0.695764,,,,,,,,,,0.000000,,,,,,,,,,-0.705200,,,,,,,,,,-0.924075,,,,,,,,,
5.100000,,0.783657,,,,,,,,,,-0.956110,,,,,,,,,,0.741660,,,,,,,,,,-0.412591,,,,,,,,,,0.207677,,,,,,,,,,0.415075,,,,,,,,,,0.000000,,,,,,,,,,-1.002146,,,,,,,,,,-1.044218,,,,,,,,,
5.200000,,0.736866,,,,,,,,,,-1.023588,,,,,,,,,,0.732019,,,,,,,,,,-0.203449,,,,,,,,,,-0.014026,,,,,,,,,,0.201024,,,,,,,,,,0.000000,,,,,,,,,,-1.315747,,,,,,,,,,-1.084680,,,,,,,,,
5.300000,,0.680548,,,,,,,,,,-1.065049,,,,,,,,,,0.741696,,,,,,,,,,-0.098878,,,,,,,,,,-0.010717,,,,,,,,,,0.063708,,,,,,,,,,0.000000,,,,,,,,,,-1.655882,,,,,,,,,,-1.084478,,,,,,,,,
0.000000,,,0.647797,,,,,,,,,,-1.050059,,,,,,,,,,0.735363,,,,,,,,,,0.044036,,,,,,,,,,-0.116605,,,,,,,,,,-0.132169,,,,,,,,,,0.000000,,,,,,,,,,-1.650712,,,,,,,,,,-1.072453,,,,,,,,
0.100000,,,0.726901,,,,,,,,,,-1.044054,,,,,,,,,,0.754594,,,,,,,,,,0.089350,,,,,,,,,,-0.288673,,,,,,,,,,-0.321988,,,,,,,,,,0.000000,,,,,,,,,,-1.297548,,,,,,,,,,-1.071156,,,,,,,,
0.200000,,,0.815148,,,,,,,,,,-1.013706,,,,,,,,,,0.752861,,,,,,,,,,0.071921,,,,,,,,,,-0.560012,,,,,,,,,,-0.610755,,,,,,,,,,0.000000,,,,,,,,,,-0.969855,,,,,,,,,,-1.053422,,,,,,,,
0.300000,,,0.923452,,,,,,,,,,-0.973410,,,,,,,,,,0.725701,,,,,,,,,,0.085864,,,,,,,,,,-0.689063,,,,,,,,,,-0.952025,,,,,,,,,,0.000000,,,,,,,,,,-0.662923,,,,,,,,,,-0.987597,,,,,,,,
0.400000,,,0.966126,,,,,,,,,,-0.890527,,,,,,,,,,0.678701,,,,,,,,,,0.239235,,,,,,,,,,-0.669209,,,,,,,,,,-1.317528,,,,,,,,,,0.000000,,,,,,,,,,-0.368344,,,,,,,,,,-0.822978,,,,,,,,
0.500000,,,0.980614,,,,,,,,,,-0.763496,,,,,,,,,,0.593686,,,,,,,,,,0.458834,,,,,,,,,,-0.553394,,,,,,,,,,-1.634566,,,,,,,,,,0.000000,,,,,,,,,,-0.076297,,,,,,,,,,-0.620408,,,,,,,,
0.600000,,,0.956409,,,,,,,,,,-0.574104,,,,,,,,,,0.485589,,,,,,,,,,0.748147,,,,,,,,,,-0.315145,,,,,,,,,,-1.870830,,,,,,,,,,0.000000,,,,,,,,,,0.221008,,,,,,,,,,-0.367023,,,,,,,,
0.700000,,,0.853684,,,,,,,,,,-0.349761,,,,,,,,,,0.331221,,,,,,,,,,1.002603,,,,,,,,,,-0.106678,,,,,,,,,,-2.068726,,,,,,,,,,0.000000,,,,,,,,,,0.521394,,,,,,,,,,-0.093479,,,,,,,,
0.800000,,,0.649994,,,,,,,,,,-0.081814,,,,,,,,,,0.158640,,,,,,,,,,1.114145,,,,,,,,,,0.088553,,,,,,,,,,-2.133345,,,,,,,,,,0.000000,,,,,,,,,,0.819095,,,,,,,,,,0.221587,,,,,,,,
0.900000,,,0.469074,,,,,,,,,,0.205549,,,,,,,,,,-0.036911,,,,,,,,,,1.061860,,,,,,,,,,0.399599,,,,,,,,,,-1.907178,,,,,,,,,,0.000000,,,,,,,,,,0.762286,,,,,,,,,,0.563108,,,,,,,,
1.000000,,,0.299309,,,,,,,,,,0.444488,,,,,,,,,,-0.197481,,,,,,,,,,1.054888,,,,,,,,,,0.925731,,,,,,,,,,-1.646682,,,,,,,,,,0.000000,,,,,,,,,,0.736487,,,,,,,,,,0.869147,,,,,,,,
1.100000,,,0.025228,,,,,,,,,,0.605531,,,,,,,,,,-0.299733,,,,,,,,,,0.894546,,,,,,,,,,1.230159,,,,,,,,,,-1.400321,,,,,,,,,,0.000000,,,,,,,,,,0.731705,,,,,,,,,,1.102400,,,,,,,,
1.200000,,,-0.166801,,,,,,,,,,0.733706,,,,,,,,,,-0.334441,,,,,,,,,,0.755118,,,,,,,,,,1.028310,,,,,,,,,,-1.065109,,,,,,,,,,0.000000,,,,,,,,,,0.736379,,,,,,,,,,1.217310,,,,,,,,
1.300000,,,-0.326687,,,,,,,,,,0.832822,,,,,,,,,,-0.327433,,,,,,,,,,0.605233,,,,,,,,,,1.058091,,,,,,,,,,-0.729897,,,,,,,,,,0.000000,,,,,,,,,,0.740709,,,,,,,,,,1.280034,,,,,,,,
1.400000,,,-0.497958,,,,,,,,,,0.882725,,,,,,,,,,-0.309537,,,,,,,,,,0.396091,,,,,,,,,,0.942276,,,,,,,,,,-0.422956,,,,,,,,,,0.000000,,,,,,,,,,0.744452,,,,,,,,,,1.294575,,,,,,,,
1.500000,,,-0.611599,,,,,,,,,,0.909791,,,,,,,,,,-0.245445,,,,,,,,,,0.427463,,,,,,,,,,0.598139,,,,,,,,,,-0.095821,,,,,,,,,,0.000000,,,,,,,,,,0.745729,,,,,,,,,,1.304492,,,,,,,,
1.600000,,,-0.623814,,,,,,,,,,0.906134,,,,,,,,,,-0.230380,,,,,,,,,,0.699347,,,,,,,,,,0.012446,,,,,,,,,,0.277759,,,,,,,,,,0.000000,,,,,,,,,,0.743226,,,,,,,,,,1.326142,,,,,,,,
1.700000,,,-0.612116,,,,,,,,,,0.915125,,,,,,,,,,-0.275151,,,,,,,,,,1.236145,,,,,,,,,,-0.609647,,,,,,,,,,0.507965,,,,,,,,,,0.000000,,,,,,,,,,0.573445,,,,,,,,,,1.385611,,,,,,,,
1.800000,,,-0.489441,,,,,,,,,,0.954022,,,,,,,,,,-0.432780,,,,,,,,,,1.769457,,,,,,,,,,-1.235048,,,,,,,,,,0.820964,,,,,,,,,,0.000000,,,,,,,,,,0.385945,,,,,,,,,,1.405468,,,,,,,,
1.900000,,,-0.202217,,,,,,,,,,1.036424,,,,,,,,,,-0.689259,,,,,,,,,,2.365511,,,,,,,,,,-1.638747,,,,,,,,,,1.142041,,,,,,,,,,0.000000,,,,,,,,,,0.195785,,,,,,,,,,1.416634,,,,,,,,
2.000000,,,0.103482,,,,,,,,,,1.119404,,,,,,,,,,-1.037567,,,,,,,,,,2.672253,,,,,,,,,,-1.661910,,,,,,,,,,1.311666,,,,,,,,,,0.000000,,,,,,,,,,0.005760,,,,,,,,,,1.406192,,,,,,,,
2.100000,,,0.456355,,,,,,,,,,1.190565,,,,,,,,,,-1.447102,,,,,,,,,,2.829109,,,,,,,,,,-1.966338,,,,,,,,,,1.394460,,,,,,,,,,0.000000,,,,,,,,,,-0.181781,,,,,,,,,,1.344906,,,,,,,,
2.200000,,,0.901986,,,,,,,,,,1.253750,,,,,,,,,,-1.856466,,,,,,,,,,2.839566,,,,,,,,,,-2.250912,,,,,,,,,,1.362150,,,,,,,,,,0.000000,,,,,,,,,,-0.366225,,,,,,,,,,1.249680,,,,,,,,
2.300000,,,1.338574,,,,,,,,,,1.281123,,,,,,,,,,-2.283518,,,,,,,,,,2.574653,,,,,,,,,,-2.178114,,,,,,,,,,1.249066,,,,,,,,,,0.000000,,,,,,,,,,-0.549353,,,,,,,,,,1.121140,,,,,,,,
2.400000,,,1.695187,,,,,,,,,,1.295377,,,,,,,,,,-2.644407,,,,,,,,,,2.142427,,,,,,,,,,-1.790961,,,,,,,,,,1.022899,,,,,,,,,,0.000000,,,,,,,,,,-0.728735,,,,,,,,,,0.934535,,,,,,,,
2.500000,,,2.006166,,,,,,,,,,1.279478,,,,,,,,,,-2.936410,,,,,,,,,,1.567286,,,,,,,,,,-1.218503,,,,,,,,,,0.715958,,,,,,,,,,0.000000,,,,,,,,,,-0.741162,,,,,,,,,,0.690316,,,,,,,,
2.600000,,,2.180973,,,,,,,,,,1.267941,,,,,,,,,,-3.135448,,,,,,,,,,0.873632,,,,,,,,,,-0.655973,,,,,,,,,,0.352475,,,,,,,,,,0.000000,,,,,,,,,,-0.738261,,,,,,,,,,0.532298,,,,,,,,
2.700000,,,2.252058,,,,,,,,,,1.274781,,,,,,,,,,-3.236633,,,,,,,,,,0.037064,,,,,,,,,,-0.239038,,,,,,,,,,0.001108,,,,,,,,,,0.000000,,,,,,,,,,-0.733608,,,,,,,,,,0.428176,,,,,,,,
2.800000,,,2.231152,,,,,,,,,,1.282963,,,,,,,,,,-3.196869,,,,,,,,,,-0.796018,,,,,,,,,,-0.037189,,,,,,,,,,-0.305833,,,,,,,,,,0.000000,,,,,,,,,,-0.732380,,,,,,,,,,0.419385,,,,,,,,
2.900000,,,2.096740,,,,,,,,,,1.294562,,,,,,,,,,-3.055542,,,,,,,,,,-1.562872,,,,,,,,,,0.353273,,,,,,,,,,-0.560271,,,,,,,,,,0.000000,,,,,,,,,,-0.731175,,,,,,,,,,0.507427,,,,,,,,
3.000000,,,1.871284,,,,,,,,,,1.292174,,,,,,,,,,-2.870570,,,,,,,,,,-2.242583,,,,,,,,,,0.905877,,,,,,,,,,-0.760187,,,,,,,,,,0.000000,,,,,,,,,,-0.734225,,,,,,,,,,0.681911,,,,,,,,
3.100000,,,1.556756,,,,,,,,,,1.256897,,,,,,,,,,-2.575769,,,,,,,,,,-2.734067,,,,,,,,,,1.604076,,,,,,,,,,-0.931832,,,,,,,,,,0.000000,,,,,,,,,,-0.737462,,,,,,,,,,0.898149,,,,,,,,
3.200000,,,1.218883,,,,,,,,,,1.223369,,,,,,,,,,-2.225083,,,,,,,,,,-3.026865,,,,,,,,,,2.064028,,,,,,,,,,-1.036838,,,,,,,,,,0.000000,,,,,,,,,,-0.558904,,,,,,,,,,1.113325,,,,,,,,
