Time,Column,Value,Is Positive Peak
56450.500000,aclx,0.031686,1
56450.500000,acly,-0.019705,0
56450.500000,gyrx,-0.015771,0
56450.500000,gyry,-0.007836,0
56450.500000,gyrz,-0.000551,1
56450.500000,magr,0.026812,1
56450.500000,magphi,0.025098,1
56450.500000,magtheta,-0.021804,0
56450.600000,acly,-0.019529,1
56450.600000,gyry,-0.007148,1
56450.600000,magr,0.017875,0
56450.600000,magphi,0.024830,0
56450.600000,magtheta,-0.021034,1
56450.700000,aclz,0.024240,1
56450.700000,gyrz,-0.002690,0
56450.700000,magr,0.026812,1
56450.800000,magr,0.016087,0
56450.800000,magphi,0.024874,1
56450.800000,magtheta,-0.021451,0
56450.900000,acly,-0.021284,0
56450.900000,magtheta,-0.021216,1
56451.000000,aclx,0.023456,0
56451.000000,gyry,-0.012259,0
56451.100000,magphi,0.024501,0
56451.300000,gyrx,0.011260,1
56451.300000,gyrz,0.007322,1
56451.300000,magr,0.034856,1
56451.400000,gyry,-0.006585,1
56451.400000,magr,0.031687,0
56451.600000,aclz,0.017561,0
56451.600000,gyrx,0.009879,0
56451.600000,gyry,-0.008418,0
56451.600000,magphi,0.025944,1
56451.700000,aclx,0.029305,1
56451.700000,aclz,0.017678,1
56451.700000,magr,0.040219,1
56451.700000,magtheta,-0.027719,0
56451.800000,aclx,0.029122,0
56451.800000,gyrx,0.010405,1
56451.800000,gyry,-0.007239,1
56451.900000,gyrz,-0.002512,0
56452.100000,gyrx,0.008893,0
56452.100000,gyry,-0.008638,0
56452.200000,gyrx,0.009256,1
56452.300000,magr,0.016087,0
56452.400000,magr,0.017875,1
56452.400000,magtheta,-0.023557,1
56452.500000,magphi,0.024437,0
56452.700000,acly,-0.012329,1
56452.700000,aclz,0.014033,0
56452.700000,gyry,-0.004623,1
56452.700000,gyrz,0.002662,1
56452.800000,aclz,0.014114,1
56452.800000,gyrx,0.007161,0
56452.800000,gyry,-0.004863,0
56452.900000,aclx,0.034629,1
56452.900000,acly,-0.012454,0
56452.900000,aclz,0.014105,0
56452.900000,gyrx,0.007194,1
56453.000000,aclx,0.034430,0
56453.000000,gyry,-0.004051,1
56453.000000,gyrz,0.001632,0
56453.100000,acly,-0.012278,1
56453.100000,aclz,0.014479,1
56453.200000,gyrz,0.001821,1
56453.300000,acly,-0.012515,0
56453.300000,gyry,-0.005255,0
56453.300000,magr,-0.001431,0
56453.400000,acly,-0.012501,1
56453.400000,gyrz,0.001539,0
