Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
56450.4,0.0,0.01,0.00,0.93,0.02,-0.01,-0.23,42.433083790834715,3.3995885748699086,2.1467349221703618,
56450.5,0.09999999999854481,0.11,-0.02,0.96,-0.34,-0.15,0.23,43.730556822432526,3.37666534891363,2.164930651915859,
56450.6,0.19999999999708962,-0.04,-0.02,0.97,-0.08,-0.05,-0.10,41.11377506383962,3.4062963627337703,2.1435053924199177,
56450.7,0.2999999999956344,-0.04,-0.05,1.00,0.08,-0.18,-0.05,42.04556575906667,3.3941825730027753,2.1558666361118393,
56450.8,0.4000000000014552,-0.06,-0.05,0.96,0.24,-0.18,0.03,42.437164137109825,3.3747656499880367,2.139944176979296,
56450.9,0.5,-0.07,-0.06,0.91,0.32,-0.23,0.12,42.37546105943863,3.3881622997958867,2.0996422779307444,
56451.0,0.5999999999985448,-0.10,0.02,0.97,0.26,-0.21,0.32,42.261956887962484,3.3644750993498755,2.0965555145685375,
56451.1,0.6999999999970896,0.02,0.04,0.88,0.28,-0.02,0.53,41.92780819456223,3.3247828028764657,2.074298463248324,
56451.2,0.7999999999956344,-0.06,0.14,0.85,0.20,0.09,0.37,43.80206958580838,3.2634879469672238,2.0762720145789784,
56451.3,0.9000000000014552,0.08,0.12,0.90,0.16,0.12,0.16,42.2894135688827,3.257370663710955,2.0822944822126486,
56451.4,1.0,0.02,0.14,0.88,0.06,0.14,-0.02,45.28198979726928,3.250522856982079,2.0750958863274187,
56451.5,1.0999999999985448,0.06,0.15,0.85,0.09,-0.18,-0.20,43.28079135136048,3.2443502030524973,2.114242227234795,
56451.6,1.1999999999970896,0.10,0.15,0.90,0.01,-0.29,-0.42,44.669144831751595,3.273886294412919,2.1054277964853845,
56451.7,1.2999999999956344,0.07,0.13,0.96,0.11,-0.08,-0.50,43.63536753597934,3.305315106714303,2.0828511125370235,
56451.8,1.4000000000014552,-0.04,0.20,0.87,0.17,0.16,-0.40,44.935609487354235,3.36831603279359,2.0570706890988255,
56451.9,1.5,0.03,0.18,0.90,0.03,-0.21,-0.39,45.51787011713092,3.409568951855895,2.0597536370522698,
56452.0,1.5999999999985448,0.12,0.20,0.91,-0.06,-0.20,0.25,45.46083699185487,3.4802854698660854,2.0329515687054722,
56452.1,1.6999999999970896,0.14,0.19,0.89,0.07,-0.17,0.29,45.90698203977256,3.4006632660377303,2.0473884679583954,
56452.2,1.7999999999956344,0.12,0.21,0.84,0.16,-0.04,0.18,45.10251545091471,3.40043420195131,2.0393964778134297,
56452.3,1.9000000000014552,0.15,0.22,0.89,0.06,0.12,0.27,46.164004375703804,3.4000769285294634,2.0159965020818222,
56452.4,2.0,0.12,0.21,0.90,-0.00,0.22,0.27,44.396852365905396,3.345406610538659,2.0338175888354844,
56452.5,2.099999999998545,0.13,0.15,0.92,-0.04,0.22,0.30,45.445374902183396,3.3039777844348728,2.043968196468324,
