Clock Time (s),Elapsed Time (s),ar,atheta,aphi,gx,gy,gz,mx,my,mz,
56450.4,0.0,0.9300537618869138,0.0,0.010752273791101236,0.02,-0.01,-0.23,-34.41,-9.08,-23.11,
56450.5,0.09999999999854481,0.9664884893261791,6.103331807387108,0.11593957930874516,-0.34,-0.15,0.23,-35.24,-8.44,-24.48,
56450.6,0.19999999999708962,0.9710303805751909,3.6052402625905993,0.04607186903477931,-0.08,-0.05,-0.10,-33.35,-9.04,-22.28,
56450.7,0.2999999999956344,1.0020479030465559,4.037648038161137,0.06394394765434833,0.08,-0.18,-0.05,-33.94,-8.76,-23.22,
56450.8,0.4000000000014552,0.96317184344228,3.836330929786496,0.08117797887848584,0.24,-0.18,0.03,-34.78,-8.26,-22.87,
56450.9,0.5,0.91465840618233,3.850218925717463,0.10096915127427258,0.32,-0.23,0.12,-35.48,-8.93,-21.38,
56451.0,0.5999999999985448,0.9753460924205315,2.9441970937399127,0.10474961288416915,0.26,-0.21,0.32,-35.65,-8.08,-21.21,
56451.1,0.6999999999970896,0.8811356308764275,1.1071487177940904,0.0507760446658298,0.28,-0.02,0.53,-36.11,-6.69,-20.23,
56451.2,0.7999999999956344,0.8635392289873112,1.9756881130799802,0.1773127642512176,0.20,0.09,0.37,-38.04,-4.66,-21.21,
56451.3,0.9000000000014552,0.9114823092084674,0.982793723247329,0.15889581781538478,0.16,0.12,0.16,-36.63,-4.26,-20.70,
56451.4,1.0,0.8912911982062877,1.4288992721907328,0.15934364825518227,0.06,0.14,-0.02,-39.41,-4.31,-21.88,
56451.5,1.0999999999985448,0.8652167358529306,1.1902899496825317,0.18782433381742825,0.09,-0.18,-0.20,-36.85,-3.80,-22.38,
56451.6,1.1999999999970896,0.917877987534291,0.982793723247329,0.1976920847474774,0.01,-0.29,-0.42,-38.10,-5.07,-22.76,
56451.7,1.2999999999956344,0.9712878049270464,1.0768549578753153,0.152604476037356,0.11,-0.08,-0.50,-37.53,-6.20,-21.38,
56451.8,1.4000000000014552,0.8935882720806042,1.7681918866447774,0.23027900147068625,0.17,0.16,-0.40,-38.71,-8.93,-21.00,
56451.9,1.5,0.918313671900838,1.4056476493802699,0.20004679228076921,0.03,-0.21,-0.39,-38.75,-10.64,-21.38,
56452.0,1.5999999999985448,0.9394147114027969,1.0303768265243125,0.25090446321143306,-0.06,-0.20,0.25,-38.38,-13.52,-20.27,
56452.1,1.6999999999970896,0.9207605551933684,0.9357695914045828,0.259212100456843,0.07,-0.17,0.29,-39.43,-10.45,-21.06,
56452.2,1.7999999999956344,0.8741281370600079,1.0516502125483738,0.280354129813988,0.16,-0.04,0.18,-38.90,-10.30,-20.37,
