Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,
0.000000,,-0.005187,,,,,,,,,,,,,,0.015723,,,,,,,,,,,,,,0.017784,,,,,,,,,,,,,,-0.000866,,,,,,,,,,,,,,0.020661,,,,,,,,,,,,,,-0.023696,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013432,,,,,,,,,,,,,,0.010084,,,,,,,,,,,,,
0.012346,,-0.008555,,,,,,,,,,,,,,0.015643,,,,,,,,,,,,,,0.015611,,,,,,,,,,,,,,0.000235,,,,,,,,,,,,,,0.025868,,,,,,,,,,,,,,-0.025214,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013601,,,,,,,,,,,,,,0.011603,,,,,,,,,,,,,
0.024691,,-0.012404,,,,,,,,,,,,,,0.015938,,,,,,,,,,,,,,0.013014,,,,,,,,,,,,,,0.001948,,,,,,,,,,,,,,0.029081,,,,,,,,,,,,,,-0.024328,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013775,,,,,,,,,,,,,,0.013197,,,,,,,,,,,,,
0.037037,,-0.016621,,,,,,,,,,,,,,0.016556,,,,,,,,,,,,,,0.010210,,,,,,,,,,,,,,0.002193,,,,,,,,,,,,,,0.029414,,,,,,,,,,,,,,-0.025720,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013929,,,,,,,,,,,,,,0.015317,,,,,,,,,,,,,
0.049383,,-0.020581,,,,,,,,,,,,,,0.016646,,,,,,,,,,,,,,0.007978,,,,,,,,,,,,,,0.002927,,,,,,,,,,,,,,0.029192,,,,,,,,,,,,,,-0.028249,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014093,,,,,,,,,,,,,,0.017207,,,,,,,,,,,,,
0.061728,,-0.024321,,,,,,,,,,,,,,0.016525,,,,,,,,,,,,,,0.003638,,,,,,,,,,,,,,0.004395,,,,,,,,,,,,,,0.028638,,,,,,,,,,,,,,-0.031411,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014265,,,,,,,,,,,,,,0.019049,,,,,,,,,,,,,
0.074074,,-0.027948,,,,,,,,,,,,,,0.016202,,,,,,,,,,,,,,-0.000028,,,,,,,,,,,,,,0.004640,,,,,,,,,,,,,,0.024206,,,,,,,,,,,,,,-0.032043,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014439,,,,,,,,,,,,,,0.021302,,,,,,,,,,,,,
0.086420,,-0.032044,,,,,,,,,,,,,,0.015758,,,,,,,,,,,,,,-0.003389,,,,,,,,,,,,,,0.005863,,,,,,,,,,,,,,0.025093,,,,,,,,,,,,,,-0.030399,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014656,,,,,,,,,,,,,,0.023508,,,,,,,,,,,,,
0.098765,,-0.036421,,,,,,,,,,,,,,0.015711,,,,,,,,,,,,,,-0.006443,,,,,,,,,,,,,,0.004884,,,,,,,,,,,,,,0.021880,,,,,,,,,,,,,,-0.027743,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014804,,,,,,,,,,,,,,0.025454,,,,,,,,,,,,,
0.111111,,-0.039180,,,,,,,,,,,,,,0.015328,,,,,,,,,,,,,,-0.009295,,,,,,,,,,,,,,0.003539,,,,,,,,,,,,,,0.006812,,,,,,,,,,,,,,-0.021167,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014961,,,,,,,,,,,,,,0.027282,,,,,,,,,,,,,
0.123457,,-0.040267,,,,,,,,,,,,,,0.015274,,,,,,,,,,,,,,-0.012232,,,,,,,,,,,,,,0.003416,,,,,,,,,,,,,,0.000164,,,,,,,,,,,,,,-0.014463,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015040,,,,,,,,,,,,,,0.029155,,,,,,,,,,,,,
0.135802,,-0.040590,,,,,,,,,,,,,,0.015540,,,,,,,,,,,,,,-0.014676,,,,,,,,,,,,,,0.004150,,,,,,,,,,,,,,-0.001165,,,,,,,,,,,,,,-0.005231,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015073,,,,,,,,,,,,,,0.030530,,,,,,,,,,,,,
0.148148,,-0.041374,,,,,,,,,,,,,,0.016276,,,,,,,,,,,,,,-0.020839,,,,,,,,,,,,,,0.003049,,,,,,,,,,,,,,-0.018671,,,,,,,,,,,,,,0.002105,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015053,,,,,,,,,,,,,,0.032137,,,,,,,,,,,,,
0.160494,,-0.038295,,,,,,,,,,,,,,0.016953,,,,,,,,,,,,,,-0.021428,,,,,,,,,,,,,,0.000113,,,,,,,,,,,,,,-0.034625,,,,,,,,,,,,,,0.008555,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014931,,,,,,,,,,,,,,0.033568,,,,,,,,,,,,,
0.172840,,-0.034362,,,,,,,,,,,,,,0.017609,,,,,,,,,,,,,,-0.024249,,,,,,,,,,,,,,-0.000499,,,,,,,,,,,,,,-0.039056,,,,,,,,,,,,,,0.013361,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014742,,,,,,,,,,,,,,0.034755,,,,,,,,,,,,,
0.185185,,-0.028680,,,,,,,,,,,,,,0.018352,,,,,,,,,,,,,,-0.025629,,,,,,,,,,,,,,-0.000376,,,,,,,,,,,,,,-0.046147,,,,,,,,,,,,,,0.019179,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014503,,,,,,,,,,,,,,0.035429,,,,,,,,,,,,,
0.197531,,-0.023256,,,,,,,,,,,,,,0.019229,,,,,,,,,,,,,,-0.028593,,,,,,,,,,,,,,-0.000499,,,,,,,,,,,,,,-0.050468,,,,,,,,,,,,,,0.023606,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014233,,,,,,,,,,,,,,0.036506,,,,,,,,,,,,,
0.209877,,-0.017312,,,,,,,,,,,,,,0.020168,,,,,,,,,,,,,,-0.031887,,,,,,,,,,,,,,-0.000499,,,,,,,,,,,,,,-0.052573,,,,,,,,,,,,,,0.022847,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013907,,,,,,,,,,,,,,0.037445,,,,,,,,,,,,,
0.222222,,-0.010878,,,,,,,,,,,,,,0.020735,,,,,,,,,,,,,,-0.034132,,,,,,,,,,,,,,-0.000621,,,,,,,,,,,,,,-0.061991,,,,,,,,,,,,,,0.021203,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013599,,,,,,,,,,,,,,0.038495,,,,,,,,,,,,,
0.234568,,-0.003805,,,,,,,,,,,,,,0.020804,,,,,,,,,,,,,,-0.036993,,,,,,,,,,,,,,0.001337,,,,,,,,,,,,,,-0.065425,,,,,,,,,,,,,,0.016776,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013311,,,,,,,,,,,,,,0.039225,,,,,,,,,,,,,
0.246914,,0.003760,,,,,,,,,,,,,,0.020875,,,,,,,,,,,,,,-0.037376,,,,,,,,,,,,,,0.002682,,,,,,,,,,,,,,-0.046258,,,,,,,,,,,,,,0.014246,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013049,,,,,,,,,,,,,,0.039421,,,,,,,,,,,,,
0.259259,,0.007194,,,,,,,,,,,,,,0.020863,,,,,,,,,,,,,,-0.042185,,,,,,,,,,,,,,0.003906,,,,,,,,,,,,,,-0.030969,,,,,,,,,,,,,,0.013361,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012876,,,,,,,,,,,,,,0.039796,,,,,,,,,,,,,
0.271605,,0.010370,,,,,,,,,,,,,,0.021153,,,,,,,,,,,,,,-0.044030,,,,,,,,,,,,,,0.003539,,,,,,,,,,,,,,-0.023102,,,,,,,,,,,,,,0.012096,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012727,,,,,,,,,,,,,,0.039921,,,,,,,,,,,,,
0.283951,,0.013115,,,,,,,,,,,,,,0.021455,,,,,,,,,,,,,,-0.045015,,,,,,,,,,,,,,0.001581,,,,,,,,,,,,,,-0.017119,,,,,,,,,,,,,,0.009314,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012602,,,,,,,,,,,,,,0.039647,,,,,,,,,,,,,
0.296296,,0.016143,,,,,,,,,,,,,,0.021510,,,,,,,,,,,,,,-0.043687,,,,,,,,,,,,,,0.000480,,,,,,,,,,,,,,-0.009032,,,,,,,,,,,,,,0.006531,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012512,,,,,,,,,,,,,,0.038841,,,,,,,,,,,,,
0.308642,,0.017262,,,,,,,,,,,,,,0.021502,,,,,,,,,,,,,,-0.040712,,,,,,,,,,,,,,-0.000866,,,,,,,,,,,,,,0.005593,,,,,,,,,,,,,,0.004508,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012466,,,,,,,,,,,,,,0.037890,,,,,,,,,,,,,
0.320988,,0.016371,,,,,,,,,,,,,,0.021311,,,,,,,,,,,,,,-0.036901,,,,,,,,,,,,,,-0.003190,,,,,,,,,,,,,,0.024760,,,,,,,,,,,,,,0.002864,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012467,,,,,,,,,,,,,,0.035860,,,,,,,,,,,,,
0.333333,,0.013829,,,,,,,,,,,,,,0.020875,,,,,,,,,,,,,,-0.032130,,,,,,,,,,,,,,-0.007350,,,,,,,,,,,,,,0.034842,,,,,,,,,,,,,,0.002864,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012521,,,,,,,,,,,,,,0.033553,,,,,,,,,,,,,
0.345679,,0.011500,,,,,,,,,,,,,,0.020185,,,,,,,,,,,,,,-0.025418,,,,,,,,,,,,,,-0.010898,,,,,,,,,,,,,,0.037280,,,,,,,,,,,,,,0.002990,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012579,,,,,,,,,,,,,,0.031167,,,,,,,,,,,,,
0.358025,,0.009168,,,,,,,,,,,,,,0.019514,,,,,,,,,,,,,,-0.016865,,,,,,,,,,,,,,-0.013712,,,,,,,,,,,,,,0.044925,,,,,,,,,,,,,,0.003370,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012672,,,,,,,,,,,,,,0.027947,,,,,,,,,,,,,
0.370370,,0.005658,,,,,,,,,,,,,,0.018413,,,,,,,,,,,,,,-0.009699,,,,,,,,,,,,,,-0.016526,,,,,,,,,,,,,,0.052348,,,,,,,,,,,,,,0.004255,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.012825,,,,,,,,,,,,,,0.024200,,,,,,,,,,,,,
0.382716,,0.000147,,,,,,,,,,,,,,0.017238,,,,,,,,,,,,,,-0.003492,,,,,,,,,,,,,,-0.019462,,,,,,,,,,,,,,0.059106,,,,,,,,,,,,,,0.005773,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013029,,,,,,,,,,,,,,0.021254,,,,,,,,,,,,,
0.395062,,-0.005614,,,,,,,,,,,,,,0.015717,,,,,,,,,,,,,,0.003389,,,,,,,,,,,,,,-0.023010,,,,,,,,,,,,,,0.064867,,,,,,,,,,,,,,0.007164,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013285,,,,,,,,,,,,,,0.017667,,,,,,,,,,,,,
0.407407,,-0.012075,,,,,,,,,,,,,,0.014040,,,,,,,,,,,,,,0.007926,,,,,,,,,,,,,,-0.024600,,,,,,,,,,,,,,0.071293,,,,,,,,,,,,,,0.009946,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013548,,,,,,,,,,,,,,0.014269,,,,,,,,,,,,,
0.419753,,-0.019063,,,,,,,,,,,,,,0.012544,,,,,,,,,,,,,,0.009697,,,,,,,,,,,,,,-0.024967,,,,,,,,,,,,,,0.071293,,,,,,,,,,,,,,0.011338,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013825,,,,,,,,,,,,,,0.011872,,,,,,,,,,,,,
0.432099,,-0.025945,,,,,,,,,,,,,,0.011205,,,,,,,,,,,,,,0.010874,,,,,,,,,,,,,,-0.025334,,,,,,,,,,,,,,0.068634,,,,,,,,,,,,,,0.011717,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014137,,,,,,,,,,,,,,0.009971,,,,,,,,,,,,,
0.444444,,-0.032756,,,,,,,,,,,,,,0.009860,,,,,,,,,,,,,,0.011390,,,,,,,,,,,,,,-0.024233,,,,,,,,,,,,,,0.064756,,,,,,,,,,,,,,0.012096,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014424,,,,,,,,,,,,,,0.008779,,,,,,,,,,,,,
0.456790,,-0.039751,,,,,,,,,,,,,,0.008390,,,,,,,,,,,,,,0.010560,,,,,,,,,,,,,,-0.023255,,,,,,,,,,,,,,0.058220,,,,,,,,,,,,,,0.011211,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014723,,,,,,,,,,,,,,0.007605,,,,,,,,,,,,,
0.469136,,-0.045729,,,,,,,,,,,,,,0.007192,,,,,,,,,,,,,,0.008416,,,,,,,,,,,,,,-0.020808,,,,,,,,,,,,,,0.048802,,,,,,,,,,,,,,0.010579,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014981,,,,,,,,,,,,,,0.007392,,,,,,,,,,,,,
0.481481,,-0.050368,,,,,,,,,,,,,,0.006182,,,,,,,,,,,,,,0.006520,,,,,,,,,,,,,,-0.017871,,,,,,,,,,,,,,0.037391,,,,,,,,,,,,,,0.009946,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015207,,,,,,,,,,,,,,0.007058,,,,,,,,,,,,,
0.493827,,-0.054244,,,,,,,,,,,,,,0.005535,,,,,,,,,,,,,,0.002739,,,,,,,,,,,,,,-0.014446,,,,,,,,,,,,,,0.024539,,,,,,,,,,,,,,0.007164,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015335,,,,,,,,,,,,,,0.006996,,,,,,,,,,,,,
0.506173,,-0.056487,,,,,,,,,,,,,,0.005087,,,,,,,,,,,,,,0.000577,,,,,,,,,,,,,,-0.010776,,,,,,,,,,,,,,0.004707,,,,,,,,,,,,,,0.001093,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015504,,,,,,,,,,,,,,0.006718,,,,,,,,,,,,,
0.518519,,-0.055558,,,,,,,,,,,,,,0.004438,,,,,,,,,,,,,,0.002543,,,,,,,,,,,,,,-0.004781,,,,,,,,,,,,,,-0.023656,,,,,,,,,,,,,,-0.007760,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015576,,,,,,,,,,,,,,0.005529,,,,,,,,,,,,,
0.530864,,-0.051343,,,,,,,,,,,,,,0.004256,,,,,,,,,,,,,,0.006159,,,,,,,,,,,,,,0.003294,,,,,,,,,,,,,,-0.049471,,,,,,,,,,,,,,-0.016487,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015497,,,,,,,,,,,,,,0.004696,,,,,,,,,,,,,
0.543210,,-0.044931,,,,,,,,,,,,,,0.004770,,,,,,,,,,,,,,0.008624,,,,,,,,,,,,,,0.009656,,,,,,,,,,,,,,-0.070854,,,,,,,,,,,,,,-0.025973,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015329,,,,,,,,,,,,,,0.003569,,,,,,,,,,,,,
0.555556,,-0.035583,,,,,,,,,,,,,,0.005467,,,,,,,,,,,,,,0.011800,,,,,,,,,,,,,,0.016140,,,,,,,,,,,,,,-0.087694,,,,,,,,,,,,,,-0.033055,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.015081,,,,,,,,,,,,,,0.003192,,,,,,,,,,,,,
0.567901,,-0.025933,,,,,,,,,,,,,,0.006626,,,,,,,,,,,,,,0.013462,,,,,,,,,,,,,,0.021279,,,,,,,,,,,,,,-0.098220,,,,,,,,,,,,,,-0.038747,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014819,,,,,,,,,,,,,,0.003075,,,,,,,,,,,,,
0.580247,,-0.014818,,,,,,,,,,,,,,0.008485,,,,,,,,,,,,,,0.013661,,,,,,,,,,,,,,0.024459,,,,,,,,,,,,,,-0.108856,,,,,,,,,,,,,,-0.041150,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014467,,,,,,,,,,,,,,0.004254,,,,,,,,,,,,,
0.592593,,-0.004140,,,,,,,,,,,,,,0.010327,,,,,,,,,,,,,,0.011084,,,,,,,,,,,,,,0.025683,,,,,,,,,,,,,,-0.107194,,,,,,,,,,,,,,-0.040517,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.014150,,,,,,,,,,,,,,0.006156,,,,,,,,,,,,,
0.604938,,0.005495,,,,,,,,,,,,,,0.012367,,,,,,,,,,,,,,0.008083,,,,,,,,,,,,,,0.025194,,,,,,,,,,,,,,-0.097887,,,,,,,,,,,,,,-0.036850,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013810,,,,,,,,,,,,,,0.008745,,,,,,,,,,,,,
0.617284,,0.013258,,,,,,,,,,,,,,0.014267,,,,,,,,,,,,,,0.000678,,,,,,,,,,,,,,0.022013,,,,,,,,,,,,,,-0.078942,,,,,,,,,,,,,,-0.029893,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013525,,,,,,,,,,,,,,0.012448,,,,,,,,,,,,,
0.629630,,0.017918,,,,,,,,,,,,,,0.015735,,,,,,,,,,,,,,-0.007188,,,,,,,,,,,,,,0.016997,,,,,,,,,,,,,,-0.060772,,,,,,,,,,,,,,-0.022811,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013381,,,,,,,,,,,,,,0.015432,,,,,,,,,,,,,
0.641975,,0.021501,,,,,,,,,,,,,,0.016689,,,,,,,,,,,,,,-0.013426,,,,,,,,,,,,,,0.011491,,,,,,,,,,,,,,-0.051687,,,,,,,,,,,,,,-0.014716,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013330,,,,,,,,,,,,,,0.019288,,,,,,,,,,,,,
0.654321,,0.022788,,,,,,,,,,,,,,0.017847,,,,,,,,,,,,,,-0.023165,,,,,,,,,,,,,,0.004762,,,,,,,,,,,,,,-0.037284,,,,,,,,,,,,,,-0.009657,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013307,,,,,,,,,,,,,,0.022467,,,,,,,,,,,,,
0.666667,,0.024113,,,,,,,,,,,,,,0.018746,,,,,,,,,,,,,,-0.029923,,,,,,,,,,,,,,-0.001110,,,,,,,,,,,,,,-0.027756,,,,,,,,,,,,,,-0.006369,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013312,,,,,,,,,,,,,,0.025194,,,,,,,,,,,,,
0.679012,,0.023608,,,,,,,,,,,,,,0.018619,,,,,,,,,,,,,,-0.034173,,,,,,,,,,,,,,-0.005637,,,,,,,,,,,,,,-0.012466,,,,,,,,,,,,,,-0.007254,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013406,,,,,,,,,,,,,,0.025942,,,,,,,,,,,,,
0.691358,,0.022889,,,,,,,,,,,,,,0.018398,,,,,,,,,,,,,,-0.035592,,,,,,,,,,,,,,-0.006004,,,,,,,,,,,,,,-0.006373,,,,,,,,,,,,,,-0.009784,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013521,,,,,,,,,,,,,,0.025915,,,,,,,,,,,,,
0.703704,,0.022230,,,,,,,,,,,,,,0.018103,,,,,,,,,,,,,,-0.035823,,,,,,,,,,,,,,-0.007472,,,,,,,,,,,,,,-0.002827,,,,,,,,,,,,,,-0.012313,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.013642,,,,,,,,,,,,,,0.025263,,,,,,,,,,,,,
