time,x,y,z
19:56:03:24,0.02,-0.07,0.00
19:56:03:25,0.02,-0.09,0.00
19:56:03:28,0.02,-0.09,0.00
19:56:03:29,0.02,-0.08,-0.00
19:56:03:34,0.01,-0.07,-0.01
19:56:03:41,0.01,-0.06,-0.01
19:56:03:46,0.01,-0.05,-0.01
19:56:03:52,-0.00,-0.04,-0.01
19:56:03:80,-0.01,-0.03,-0.01
19:56:03:81,-0.01,-0.02,-0.00
19:56:03:81,-0.02,-0.01,-0.00
19:56:03:82,-0.03,0.01,0.00
19:56:03:83,-0.04,0.02,0.01
19:56:03:85,-0.04,0.03,0.01
19:56:03:89,-0.05,0.04,0.02
19:56:03:94,-0.05,0.03,0.02
19:56:03:100,-0.04,0.03,0.03
19:56:03:106,-0.04,0.02,0.03
19:56:03:114,-0.03,0.02,0.03
19:56:03:114,-0.03,0.02,0.03
19:56:03:119,-0.03,0.01,0.02
19:56:03:125,-0.02,-0.00,0.02
19:56:03:131,-0.01,-0.01,0.02
19:56:03:164,-0.01,-0.02,0.01
19:56:03:165,-0.01,-0.02,0.01
19:56:03:166,-0.01,-0.03,0.00
19:56:03:166,-0.01,-0.03,0.00
19:56:03:167,-0.01,-0.03,0.00
19:56:03:168,-0.02,-0.04,0.00
19:56:03:170,-0.03,-0.04,0.00
19:56:03:175,-0.04,-0.03,-0.00
19:56:03:181,-0.04,-0.02,-0.01
19:56:03:192,-0.04,0.01,-0.03
19:56:03:194,-0.04,0.03,-0.04
19:56:03:200,-0.04,0.05,-0.05
19:56:03:207,-0.04,0.06,-0.05
19:56:03:213,-0.04,0.06,-0.05
19:56:03:213,-0.04,0.06,-0.04
19:56:03:218,-0.04,0.05,-0.03
19:56:03:224,-0.04,0.04,-0.02
19:56:03:230,-0.04,0.03,-0.01
19:56:03:236,-0.04,0.03,-0.00
19:56:03:243,-0.03,0.02,0.01
19:56:03:249,-0.04,0.02,0.01
19:56:03:255,-0.04,0.02,0.00
19:56:03:283,-0.04,0.02,-0.00
19:56:03:284,-0.04,0.02,0.00
19:56:03:286,-0.04,0.02,0.01
19:56:03:286,-0.05,0.02,0.02
19:56:03:287,-0.06,0.02,0.03
19:56:03:288,-0.07,0.02,0.03
19:56:03:293,-0.09,0.03,0.03
19:56:03:294,-0.10,0.04,0.03
19:56:03:299,-0.11,0.05,0.02
19:56:03:304,-0.11,0.06,0.02
19:56:03:310,-0.12,0.08,0.01
19:56:03:317,-0.12,0.09,-0.00
19:56:03:318,-0.12,0.11,-0.01
19:56:03:323,-0.12,0.12,-0.01
19:56:03:329,-0.11,0.12,-0.02
19:56:03:335,-0.10,0.12,-0.02
19:56:03:377,-0.09,0.11,-0.03
19:56:03:378,-0.08,0.10,-0.03
19:56:03:380,-0.06,0.09,-0.03
19:56:03:380,-0.04,0.07,-0.03
19:56:03:381,-0.03,0.06,-0.02
19:56:03:382,-0.01,0.05,-0.02
19:56:03:383,-0.00,0.05,-0.01
19:56:03:384,0.00,0.05,0.00
19:56:03:390,0.00,0.05,0.01
19:56:03:391,-0.00,0.06,0.02
19:56:03:392,-0.01,0.06,0.03
19:56:03:394,-0.01,0.06,0.03
19:56:03:400,-0.02,0.07,0.04
19:56:03:407,-0.04,0.07,0.04
19:56:03:408,-0.05,0.08,0.03
19:56:03:413,-0.07,0.09,0.03
19:56:03:419,-0.08,0.10,0.03
19:56:03:425,-0.10,0.11,0.02
19:56:03:450,-0.11,0.12,0.02
19:56:03:451,-0.12,0.14,0.01
19:56:03:452,-0.12,0.14,0.01
19:56:03:452,-0.12,0.14,0.01
19:56:03:453,-0.12,0.15,0.00
19:56:03:457,-0.11,0.16,-0.00
19:56:03:459,-0.09,0.17,-0.01
19:56:03:463,-0.08,0.18,-0.01
19:56:03:469,-0.07,0.20,-0.02
19:56:03:476,-0.06,0.21,-0.02
19:56:03:482,-0.04,0.21,-0.02
19:56:03:488,-0.04,0.20,-0.01
19:56:03:494,-0.04,0.19,0.00
19:56:03:500,-0.04,0.17,0.02
19:56:03:507,-0.05,0.15,0.03
19:56:03:508,-0.06,0.13,0.04
19:56:03:519,-0.07,0.11,0.05
19:56:03:520,-0.08,0.10,0.05
19:56:03:525,-0.09,0.09,0.06
19:56:03:552,-0.09,0.09,0.05
19:56:03:553,-0.10,0.10,0.06
19:56:03:554,-0.10,0.11,0.06
19:56:03:555,-0.10,0.13,0.06
19:56:03:555,-0.10,0.16,0.07
19:56:03:556,-0.10,0.18,0.06
19:56:03:565,-0.10,0.21,0.05
19:56:03:566,-0.11,0.23,0.04
19:56:03:570,-0.11,0.24,0.04
19:56:03:577,-0.11,0.25,0.04
19:56:03:578,-0.11,0.25,0.04
19:56:03:583,-0.11,0.25,0.05
19:56:03:589,-0.11,0.25,0.05
19:56:03:600,-0.11,0.25,0.06
19:56:03:600,-0.12,0.26,0.07
19:56:03:602,-0.12,0.26,0.07
19:56:03:608,-0.12,0.26,0.07
19:56:03:615,-0.13,0.26,0.08
19:56:03:622,-0.14,0.25,0.08
19:56:03:622,-0.15,0.23,0.09
19:56:03:627,-0.17,0.21,0.10
19:56:03:633,-0.18,0.18,0.10
19:56:03:641,-0.20,0.16,0.11
19:56:03:642,-0.21,0.13,0.11
19:56:03:677,-0.22,0.13,0.12
19:56:03:678,-0.23,0.15,0.14
19:56:03:679,-0.24,0.17,0.14
19:56:03:680,-0.25,0.19,0.14
19:56:03:681,-0.26,0.21,0.13
19:56:03:681,-0.26,0.22,0.12
19:56:03:682,-0.26,0.23,0.11
19:56:03:687,-0.26,0.24,0.10
19:56:03:693,-0.26,0.24,0.10
19:56:03:700,-0.26,0.24,0.10
19:56:03:707,-0.27,0.24,0.10
19:56:03:707,-0.27,0.24,0.11
19:56:03:713,-0.26,0.24,0.11
19:56:03:718,-0.26,0.23,0.10
19:56:03:726,-0.27,0.22,0.10
19:56:03:727,-0.29,0.20,0.09
19:56:03:732,-0.30,0.18,0.09
19:56:03:756,-0.32,0.15,0.09
19:56:03:756,-0.33,0.12,0.09
19:56:03:757,-0.33,0.10,0.09
19:56:03:758,-0.34,0.09,0.09
19:56:03:759,-0.35,0.09,0.09
