Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,acly 1,acly 2,acly 3,acly 4,acly 5,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,magr 1,magr 2,magr 3,magr 4,magr 5,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,
7.900000,,,,1.098213,,,,,1.427077,,,,,0.910959,,,,,-1.173973,,,,,2.143812,,,,,-1.578295,,,,,0.000000,,,,,0.782373,,,,,-0.549211,,
8.000000,,,,1.367002,,,,,1.215565,,,,,0.644608,,,,,-1.402743,,,,,2.250768,,,,,-1.652366,,,,,0.000000,,,,,0.514305,,,,,-0.387451,,
8.100000,,,,1.292249,,,,,0.892294,,,,,0.310696,,,,,-1.546531,,,,,2.153985,,,,,-1.736528,,,,,0.000000,,,,,0.232646,,,,,-0.185626,,
8.200000,,,,1.204767,,,,,0.635587,,,,,0.075179,,,,,-1.372881,,,,,1.860669,,,,,-1.604438,,,,,0.000000,,,,,0.047356,,,,,-0.044507,,
8.300000,,,,1.176117,,,,,0.394947,,,,,-0.155966,,,,,-1.316050,,,,,1.753854,,,,,-1.574167,,,,,0.000000,,,,,-0.147179,,,,,0.059959,,
8.400000,,,,1.243259,,,,,0.183249,,,,,-0.374682,,,,,-1.226068,,,,,1.626694,,,,,-1.521881,,,,,0.000000,,,,,-0.352392,,,,,0.122095,,
8.600000,,,,1.206588,,,,,-0.067728,,,,,-0.613469,,,,,-0.976643,,,,,1.235041,,,,,-1.099467,,,,,0.000000,,,,,-0.538556,,,,,0.251014,,
8.700000,,,,1.225706,,,,,-0.217304,,,,,-0.774972,,,,,-0.787207,,,,,0.689100,,,,,-0.682557,,,,,0.000000,,,,,-0.257615,,,,,0.143245,,
8.800000,,,,1.175434,,,,,-0.348723,,,,,-0.892375,,,,,-0.671966,,,,,0.000739,,,,,-0.392234,,,,,0.000000,,,,,-0.254503,,,,,0.025906,,
8.900000,,,,1.096272,,,,,-0.596731,,,,,-1.111403,,,,,-0.548833,,,,,-0.087425,,,,,-0.344076,,,,,0.000000,,,,,-0.443317,,,,,0.169700,,
9.000000,,,,0.813820,,,,,-0.734860,,,,,-1.211643,,,,,-0.378208,,,,,-0.173753,,,,,-0.261175,,,,,0.000000,,,,,-0.448906,,,,,0.192945,,
0.000000,,,,,-0.029329,,,,,-0.910391,,,,,-1.098450,,,,,0.135506,,,,,-0.046310,,,,,0.272346,,,,,0.000000,,,,,-0.734350,,,,,0.647202,
0.100000,,,,,-0.095666,,,,,-0.658506,,,,,-0.887298,,,,,0.133138,,,,,-0.128116,,,,,0.326008,,,,,0.000000,,,,,-0.570165,,,,,0.547936,
0.200000,,,,,-0.064636,,,,,-0.410425,,,,,-0.669758,,,,,0.136295,,,,,-0.092512,,,,,0.324632,,,,,0.000000,,,,,-0.381505,,,,,0.365304,
0.300000,,,,,-0.044210,,,,,-0.163378,,,,,-0.454507,,,,,0.123666,,,,,-0.089121,,,,,0.313624,,,,,0.000000,,,,,-0.192197,,,,,0.189291,
0.400000,,,,,-0.070434,,,,,0.079040,,,,,-0.250920,,,,,0.128402,,,,,-0.089121,,,,,0.312248,,,,,0.000000,,,,,-0.001643,,,,,0.029138,
0.600000,,,,,-0.089624,,,,,0.325170,,,,,-0.043367,,,,,0.137874,,,,,-0.202717,,,,,0.370038,,,,,0.000000,,,,,0.187228,,,,,-0.122083,
0.700000,,,,,-0.006424,,,,,0.562995,,,,,0.181342,,,,,-0.031040,,,,,-0.167112,,,,,0.053571,,,,,0.000000,,,,,0.381153,,,,,-0.313768,
0.800000,,,,,-0.016660,,,,,0.806559,,,,,0.410872,,,,,-0.015254,,,,,-0.275622,,,,,0.107233,,,,,0.000000,,,,,0.570397,,,,,-0.451960,
0.900000,,,,,0.245635,,,,,0.992141,,,,,0.564776,,,,,-0.034197,,,,,-0.382437,,,,,0.126496,,,,,0.000000,,,,,1.055503,,,,,-0.678185,
1.000000,,,,,0.237548,,,,,1.270341,,,,,0.836047,,,,,-0.069980,,,,,-0.531214,,,,,0.144957,,,,,0.000000,,,,,1.279645,,,,,-0.820782,
1.100000,,,,,0.194650,,,,,1.695277,,,,,1.229820,,,,,-0.184168,,,,,-0.379046,,,,,-0.009722,,,,,0.000000,,,,,1.632865,,,,,-1.108154,
1.200000,,,,,0.091578,,,,,1.631294,,,,,1.210159,,,,,-0.288358,,,,,-0.041647,,,,,-0.231248,,,,,0.000000,,,,,1.144893,,,,,-1.022614,
1.300000,,,,,-0.040654,,,,,1.607772,,,,,1.196608,,,,,-0.406755,,,,,0.141463,,,,,-0.410121,,,,,0.000000,,,,,1.151472,,,,,-0.975176,
1.400000,,,,,-0.202313,,,,,1.495451,,,,,1.104679,,,,,-0.604085,,,,,0.543289,,,,,-0.811896,,,,,0.000000,,,,,1.108583,,,,,-0.635873,
1.600000,,,,,-0.167929,,,,,1.362463,,,,,0.985133,,,,,-0.659337,,,,,1.011239,,,,,-1.146249,,,,,0.000000,,,,,0.918844,,,,,-0.474068,
1.700000,,,,,-0.354628,,,,,1.325361,,,,,0.989454,,,,,-0.727219,,,,,1.016325,,,,,-1.349889,,,,,0.000000,,,,,0.927569,,,,,-0.465321,
1.800000,,,,,-0.301222,,,,,1.176364,,,,,0.834773,,,,,-0.883503,,,,,1.377460,,,,,-1.626453,,,,,0.000000,,,,,0.747038,,,,,-0.361134,
1.900000,,,,,-0.300800,,,,,1.024485,,,,,0.677675,,,,,-1.066625,,,,,1.762332,,,,,-1.951175,,,,,0.000000,,,,,0.563665,,,,,-0.270020,
2.000000,,,,,-0.775560,,,,,0.996243,,,,,0.678555,,,,,-1.328942,,,,,2.224347,,,,,-2.342286,,,,,0.000000,,,,,0.668827,,,,,-0.256763,
2.100000,,,,,-0.805914,,,,,0.689322,,,,,0.387109,,,,,-1.412347,,,,,2.532074,,,,,-2.529070,,,,,0.000000,,,,,0.393190,,,,,-0.067314,
2.200000,,,,,-0.757752,,,,,0.462619,,,,,0.172450,,,,,-1.311314,,,,,2.225195,,,,,-2.296536,,,,,0.000000,,,,,0.199828,,,,,0.105287,
2.300000,,,,,-0.580014,,,,,0.276788,,,,,-0.016411,,,,,-1.192916,,,,,1.882710,,,,,-2.033731,,,,,0.000000,,,,,0.500657,,,,,0.127469,
2.400000,,,,,-0.442385,,,,,0.049244,,,,,-0.231854,,,,,-1.088726,,,,,1.560571,,,,,-1.794317,,,,,0.000000,,,,,0.307376,,,,,0.235742,
2.600000,,,,,-0.332221,,,,,-0.082858,,,,,-0.347259,,,,,-0.889818,,,,,1.160440,,,,,-1.415934,,,,,0.000000,,,,,0.158975,,,,,0.089194,
2.700000,,,,,-0.286772,,,,,-0.194820,,,,,-0.443634,,,,,-0.834566,,,,,0.716227,,,,,-1.115979,,,,,0.000000,,,,,0.160574,,,,,0.049736,
2.800000,,,,,-0.038965,,,,,-0.406207,,,,,-0.660579,,,,,-0.766684,,,,,0.850169,,,,,-0.993520,,,,,0.000000,,,,,-0.034940,,,,,0.180407,
2.900000,,,,,-0.082004,,,,,-0.503671,,,,,-0.733102,,,,,-0.646708,,,,,0.472080,,,,,-0.719708,,,,,0.000000,,,,,-0.041483,,,,,0.263805,
3.000000,,,,,-0.005341,,,,,-0.633145,,,,,-0.842108,,,,,-0.478057,,,,,-0.043202,,,,,-0.321717,,,,,0.000000,,,,,-0.078013,,,,,0.336262,
