Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,
0.102564,,-0.023381,,,,,,,,,-0.020530,,,,,,,,,-0.002762,,,,,,,,,0.033607,,,,,,,,,-0.040245,,,,,,,,,0.029498,,,,,,,,,0.000000,,,,,,,,,-0.012886,,,,,,,,,0.002038,,,,,,,,
0.115385,,-0.019713,,,,,,,,,-0.009336,,,,,,,,,0.012067,,,,,,,,,0.035680,,,,,,,,,-0.047590,,,,,,,,,0.034872,,,,,,,,,0.000000,,,,,,,,,-0.004340,,,,,,,,,-0.017762,,,,,,,,
0.128205,,-0.004820,,,,,,,,,0.001040,,,,,,,,,0.019692,,,,,,,,,0.034973,,,,,,,,,-0.043721,,,,,,,,,0.032909,,,,,,,,,0.000000,,,,,,,,,0.003436,,,,,,,,,-0.032095,,,,,,,,
0.141026,,-0.000668,,,,,,,,,0.010614,,,,,,,,,0.029018,,,,,,,,,0.034844,,,,,,,,,-0.047452,,,,,,,,,0.031788,,,,,,,,,0.000000,,,,,,,,,0.011340,,,,,,,,,-0.044591,,,,,,,,
0.179487,,0.016850,,,,,,,,,0.019463,,,,,,,,,0.037529,,,,,,,,,0.016896,,,,,,,,,-0.035361,,,,,,,,,0.016537,,,,,,,,,0.000000,,,,,,,,,0.030823,,,,,,,,,-0.060281,,,,,,,,
0.192308,,0.030495,,,,,,,,,0.029184,,,,,,,,,0.047443,,,,,,,,,-0.000988,,,,,,,,,-0.023270,,,,,,,,,0.002351,,,,,,,,,0.000000,,,,,,,,,0.038622,,,,,,,,,-0.075877,,,,,,,,
0.205128,,0.049840,,,,,,,,,0.036043,,,,,,,,,0.052023,,,,,,,,,-0.002982,,,,,,,,,-0.031008,,,,,,,,,-0.000284,,,,,,,,,0.000000,,,,,,,,,0.058665,,,,,,,,,-0.082359,,,,,,,,
0.217949,,0.061858,,,,,,,,,0.045494,,,,,,,,,0.058085,,,,,,,,,-0.005684,,,,,,,,,-0.034117,,,,,,,,,-0.001518,,,,,,,,,0.000000,,,,,,,,,0.066562,,,,,,,,,-0.093960,,,,,,,,
0.230769,,0.046693,,,,,,,,,0.053559,,,,,,,,,0.067160,,,,,,,,,-0.012889,,,,,,,,,-0.055041,,,,,,,,,-0.001091,,,,,,,,,0.000000,,,,,,,,,0.074508,,,,,,,,,-0.104565,,,,,,,,
0.243590,,0.059328,,,,,,,,,0.066218,,,,,,,,,0.076077,,,,,,,,,-0.027206,,,,,,,,,-0.048206,,,,,,,,,-0.006549,,,,,,,,,0.000000,,,,,,,,,0.074858,,,,,,,,,-0.104125,,,,,,,,
0.256410,,0.055861,,,,,,,,,0.065075,,,,,,,,,0.074647,,,,,,,,,-0.033943,,,,,,,,,-0.025519,,,,,,,,,-0.011871,,,,,,,,,0.000000,,,,,,,,,0.075078,,,,,,,,,-0.102794,,,,,,,,
0.269231,,0.047701,,,,,,,,,0.064042,,,,,,,,,0.071192,,,,,,,,,-0.043557,,,,,,,,,-0.017454,,,,,,,,,-0.017620,,,,,,,,,0.000000,,,,,,,,,0.075257,,,,,,,,,-0.097953,,,,,,,,
0.282051,,0.041493,,,,,,,,,0.058282,,,,,,,,,0.065385,,,,,,,,,-0.056681,,,,,,,,,-0.011951,,,,,,,,,-0.023860,,,,,,,,,0.000000,,,,,,,,,0.053925,,,,,,,,,-0.079702,,,,,,,,
0.307692,,0.037994,,,,,,,,,0.057104,,,,,,,,,0.063713,,,,,,,,,-0.070155,,,,,,,,,-0.007806,,,,,,,,,-0.030160,,,,,,,,,0.000000,,,,,,,,,0.054369,,,,,,,,,-0.078389,,,,,,,,
0.320513,,0.031170,,,,,,,,,0.050544,,,,,,,,,0.055826,,,,,,,,,-0.081945,,,,,,,,,-0.004716,,,,,,,,,-0.034013,,,,,,,,,0.000000,,,,,,,,,0.045765,,,,,,,,,-0.064352,,,,,,,,
0.333333,,0.017376,,,,,,,,,0.047787,,,,,,,,,0.054414,,,,,,,,,-0.095490,,,,,,,,,0.001842,,,,,,,,,-0.041109,,,,,,,,,0.000000,,,,,,,,,0.046372,,,,,,,,,-0.059188,,,,,,,,
0.346154,,0.012664,,,,,,,,,0.041026,,,,,,,,,0.047056,,,,,,,,,-0.108473,,,,,,,,,0.009605,,,,,,,,,-0.046981,,,,,,,,,0.000000,,,,,,,,,0.037807,,,,,,,,,-0.049194,,,,,,,,
0.358974,,-0.001308,,,,,,,,,0.038304,,,,,,,,,0.050583,,,,,,,,,-0.097613,,,,,,,,,-0.001091,,,,,,,,,-0.040207,,,,,,,,,0.000000,,,,,,,,,0.041997,,,,,,,,,-0.051573,,,,,,,,
0.371795,,0.010178,,,,,,,,,0.028199,,,,,,,,,0.037756,,,,,,,,,-0.099701,,,,,,,,,0.026489,,,,,,,,,-0.046614,,,,,,,,,0.000000,,,,,,,,,0.030345,,,,,,,,,-0.036344,,,,,,,,
0.384615,,0.007234,,,,,,,,,0.018785,,,,,,,,,0.027397,,,,,,,,,-0.089946,,,,,,,,,0.018876,,,,,,,,,-0.042026,,,,,,,,,0.000000,,,,,,,,,0.021392,,,,,,,,,-0.025773,,,,,,,,
0.397436,,0.005651,,,,,,,,,0.009618,,,,,,,,,0.016958,,,,,,,,,-0.079910,,,,,,,,,0.011339,,,,,,,,,-0.037194,,,,,,,,,0.000000,,,,,,,,,0.012474,,,,,,,,,-0.015364,,,,,,,,
0.410256,,0.003932,,,,,,,,,0.000644,,,,,,,,,0.006614,,,,,,,,,-0.069594,,,,,,,,,0.003877,,,,,,,,,-0.032117,,,,,,,,,0.000000,,,,,,,,,0.003492,,,,,,,,,-0.004632,,,,,,,,
0.435897,,0.004182,,,,,,,,,-0.003989,,,,,,,,,0.000316,,,,,,,,,-0.059348,,,,,,,,,-0.003284,,,,,,,,,-0.026490,,,,,,,,,0.000000,,,,,,,,,0.016175,,,,,,,,,-0.010624,,,,,,,,
0.448718,,0.002568,,,,,,,,,-0.013128,,,,,,,,,-0.009932,,,,,,,,,-0.047347,,,,,,,,,-0.011725,,,,,,,,,-0.018171,,,,,,,,,0.000000,,,,,,,,,0.007029,,,,,,,,,-0.000520,,,,,,,,
0.461538,,-0.000171,,,,,,,,,-0.016872,,,,,,,,,-0.014850,,,,,,,,,-0.034575,,,,,,,,,-0.023031,,,,,,,,,-0.010280,,,,,,,,,0.000000,,,,,,,,,0.006873,,,,,,,,,-0.002381,,,,,,,,
0.474359,,0.003594,,,,,,,,,-0.024636,,,,,,,,,-0.025795,,,,,,,,,-0.014924,,,,,,,,,-0.037051,,,,,,,,,0.006908,,,,,,,,,0.000000,,,,,,,,,-0.002313,,,,,,,,,0.007545,,,,,,,,
0.487179,,0.001894,,,,,,,,,-0.029721,,,,,,,,,-0.031478,,,,,,,,,-0.003175,,,,,,,,,-0.045241,,,,,,,,,0.014911,,,,,,,,,0.000000,,,,,,,,,-0.003931,,,,,,,,,0.011161,,,,,,,,
0.500000,,-0.004215,,,,,,,,,-0.038513,,,,,,,,,-0.044760,,,,,,,,,0.012165,,,,,,,,,-0.046924,,,,,,,,,0.025992,,,,,,,,,0.000000,,,,,,,,,-0.033693,,,,,,,,,0.032668,,,,,,,,
0.512821,,-0.021528,,,,,,,,,-0.034963,,,,,,,,,-0.037666,,,,,,,,,0.029850,,,,,,,,,-0.060416,,,,,,,,,0.041407,,,,,,,,,0.000000,,,,,,,,,-0.046476,,,,,,,,,0.034240,,,,,,,,
0.525641,,-0.037362,,,,,,,,,-0.030775,,,,,,,,,-0.030426,,,,,,,,,0.047535,,,,,,,,,-0.071270,,,,,,,,,0.055537,,,,,,,,,0.000000,,,,,,,,,-0.059309,,,,,,,,,0.034513,,,,,,,,
0.538462,,-0.047587,,,,,,,,,-0.023331,,,,,,,,,-0.020931,,,,,,,,,0.065009,,,,,,,,,-0.081747,,,,,,,,,0.069361,,,,,,,,,0.000000,,,,,,,,,-0.050753,,,,,,,,,0.026015,,,,,,,,
0.564103,,-0.062797,,,,,,,,,-0.018502,,,,,,,,,-0.013603,,,,,,,,,0.082273,,,,,,,,,-0.091922,,,,,,,,,0.082818,,,,,,,,,0.000000,,,,,,,,,-0.063651,,,,,,,,,0.025541,,,,,,,,
0.576923,,-0.071931,,,,,,,,,-0.011611,,,,,,,,,-0.003514,,,,,,,,,0.099818,,,,,,,,,-0.102323,,,,,,,,,0.095846,,,,,,,,,0.000000,,,,,,,,,-0.055254,,,,,,,,,0.014632,,,,,,,,
0.589744,,-0.086288,,,,,,,,,-0.006382,,,,,,,,,0.003797,,,,,,,,,0.116872,,,,,,,,,-0.112348,,,,,,,,,0.108386,,,,,,,,,0.000000,,,,,,,,,-0.068208,,,,,,,,,0.014105,,,,,,,,
0.602564,,-0.091171,,,,,,,,,0.001670,,,,,,,,,0.013427,,,,,,,,,0.115468,,,,,,,,,-0.105263,,,,,,,,,0.104410,,,,,,,,,0.000000,,,,,,,,,-0.059699,,,,,,,,,0.003011,,,,,,,,
0.615385,,-0.107396,,,,,,,,,0.008435,,,,,,,,,0.021888,,,,,,,,,0.098532,,,,,,,,,-0.092431,,,,,,,,,0.085952,,,,,,,,,0.000000,,,,,,,,,-0.080414,,,,,,,,,0.002895,,,,,,,,
0.628205,,-0.112962,,,,,,,,,0.023851,,,,,,,,,0.040716,,,,,,,,,0.110906,,,,,,,,,-0.097123,,,,,,,,,0.092604,,,,,,,,,0.000000,,,,,,,,,-0.077293,,,,,,,,,-0.011576,,,,,,,,
0.641026,,-0.093614,,,,,,,,,0.029621,,,,,,,,,0.046321,,,,,,,,,0.095397,,,,,,,,,-0.084762,,,,,,,,,0.079147,,,,,,,,,0.000000,,,,,,,,,-0.055941,,,,,,,,,-0.025449,,,,,,,,
0.653846,,-0.068210,,,,,,,,,0.036997,,,,,,,,,0.051543,,,,,,,,,0.078905,,,,,,,,,-0.066747,,,,,,,,,0.063427,,,,,,,,,0.000000,,,,,,,,,-0.034629,,,,,,,,,-0.039529,,,,,,,,
0.666667,,-0.044122,,,,,,,,,0.043700,,,,,,,,,0.056396,,,,,,,,,0.062764,,,,,,,,,-0.052276,,,,,,,,,0.049175,,,,,,,,,0.000000,,,,,,,,,-0.013204,,,,,,,,,-0.052104,,,,,,,,
0.692308,,-0.026966,,,,,,,,,0.046971,,,,,,,,,0.059394,,,,,,,,,0.046833,,,,,,,,,-0.039010,,,,,,,,,0.034923,,,,,,,,,0.000000,,,,,,,,,-0.013269,,,,,,,,,-0.055759,,,,,,,,
0.705128,,-0.003701,,,,,,,,,0.053016,,,,,,,,,0.064241,,,,,,,,,0.031113,,,,,,,,,-0.026498,,,,,,,,,0.020915,,,,,,,,,0.000000,,,,,,,,,0.008222,,,,,,,,,-0.067948,,,,,,,,
0.717949,,0.013017,,,,,,,,,0.056961,,,,,,,,,0.066298,,,,,,,,,0.015463,,,,,,,,,-0.014439,,,,,,,,,0.006969,,,,,,,,,0.000000,,,,,,,,,0.008360,,,,,,,,,-0.068964,,,,,,,,
0.730769,,0.035050,,,,,,,,,0.062633,,,,,,,,,0.070955,,,,,,,,,-0.001380,,,,,,,,,-0.000495,,,,,,,,,-0.005203,,,,,,,,,0.000000,,,,,,,,,0.029810,,,,,,,,,-0.080441,,,,,,,,
0.743590,,0.051775,,,,,,,,,0.066214,,,,,,,,,0.073695,,,,,,,,,-0.007421,,,,,,,,,0.004160,,,,,,,,,-0.002247,,,,,,,,,0.000000,,,,,,,,,0.033405,,,,,,,,,-0.082690,,,,,,,,
0.756410,,0.087299,,,,,,,,,0.074399,,,,,,,,,0.080988,,,,,,,,,-0.012538,,,,,,,,,0.010359,,,,,,,,,-0.001656,,,,,,,,,0.000000,,,,,,,,,0.073173,,,,,,,,,-0.102225,,,,,,,,
0.769231,,0.086565,,,,,,,,,0.073431,,,,,,,,,0.079566,,,,,,,,,-0.020398,,,,,,,,,0.014731,,,,,,,,,-0.002512,,,,,,,,,0.000000,,,,,,,,,0.073295,,,,,,,,,-0.102376,,,,,,,,
0.782051,,0.081476,,,,,,,,,0.070672,,,,,,,,,0.077770,,,,,,,,,-0.029101,,,,,,,,,0.018575,,,,,,,,,-0.003674,,,,,,,,,0.000000,,,,,,,,,0.051577,,,,,,,,,-0.098483,,,,,,,,
0.794872,,0.078697,,,,,,,,,0.069484,,,,,,,,,0.076634,,,,,,,,,-0.038715,,,,,,,,,0.021891,,,,,,,,,-0.005509,,,,,,,,,0.000000,,,,,,,,,0.051766,,,,,,,,,-0.097159,,,,,,,,
0.820513,,0.076190,,,,,,,,,0.068217,,,,,,,,,0.075757,,,,,,,,,-0.048751,,,,,,,,,0.026112,,,,,,,,,-0.008139,,,,,,,,,0.000000,,,,,,,,,0.051961,,,,,,,,,-0.096515,,,,,,,,
0.833333,,0.069617,,,,,,,,,0.063333,,,,,,,,,0.071097,,,,,,,,,-0.058997,,,,,,,,,0.031463,,,,,,,,,-0.010953,,,,,,,,,0.000000,,,,,,,,,0.031087,,,,,,,,,-0.081585,,,,,,,,
0.846154,,0.066377,,,,,,,,,0.061910,,,,,,,,,0.070213,,,,,,,,,-0.069383,,,,,,,,,0.037569,,,,,,,,,-0.014134,,,,,,,,,0.000000,,,,,,,,,0.031318,,,,,,,,,-0.080853,,,,,,,,
0.858974,,0.053501,,,,,,,,,0.051191,,,,,,,,,0.060034,,,,,,,,,-0.072120,,,,,,,,,0.052040,,,,,,,,,-0.019639,,,,,,,,,0.000000,,,,,,,,,0.022807,,,,,,,,,-0.065475,,,,,,,,
0.871795,,0.049334,,,,,,,,,0.050201,,,,,,,,,0.060824,,,,,,,,,-0.068407,,,,,,,,,0.058466,,,,,,,,,-0.027254,,,,,,,,,0.000000,,,,,,,,,0.027540,,,,,,,,,-0.067766,,,,,,,,
0.884615,,0.037058,,,,,,,,,0.036988,,,,,,,,,0.047463,,,,,,,,,-0.068050,,,,,,,,,0.062668,,,,,,,,,-0.031811,,,,,,,,,0.000000,,,,,,,,,0.015032,,,,,,,,,-0.053015,,,,,,,,
0.897436,,0.032314,,,,,,,,,0.027216,,,,,,,,,0.036600,,,,,,,,,-0.061383,,,,,,,,,0.058899,,,,,,,,,-0.031200,,,,,,,,,0.000000,,,,,,,,,0.006456,,,,,,,,,-0.041088,,,,,,,,
0.910256,,0.029388,,,,,,,,,0.017360,,,,,,,,,0.025201,,,,,,,,,-0.054435,,,,,,,,,0.053548,,,,,,,,,-0.030099,,,,,,,,,0.000000,,,,,,,,,-0.002079,,,,,,,,,-0.030004,,,,,,,,
0.923077,,0.030040,,,,,,,,,0.009322,,,,,,,,,0.014828,,,,,,,,,-0.046154,,,,,,,,,0.047141,,,,,,,,,-0.028202,,,,,,,,,0.000000,,,,,,,,,0.011138,,,,,,,,,-0.022120,,,,,,,,
0.948718,,0.024988,,,,,,,,,-0.000361,,,,,,,,,0.003599,,,,,,,,,-0.037312,,,,,,,,,0.041714,,,,,,,,,-0.026062,,,,,,,,,0.000000,,,,,,,,,0.002460,,,,,,,,,-0.012100,,,,,,,,
0.961538,,0.020072,,,,,,,,,-0.010104,,,,,,,,,-0.007358,,,,,,,,,-0.028188,,,,,,,,,0.035835,,,,,,,,,-0.023493,,,,,,,,,0.000000,,,,,,,,,-0.006166,,,,,,,,,-0.000659,,,,,,,,
0.974359,,0.020738,,,,,,,,,-0.015997,,,,,,,,,-0.014672,,,,,,,,,-0.020679,,,,,,,,,0.031313,,,,,,,,,-0.021229,,,,,,,,,0.000000,,,,,,,,,0.006235,,,,,,,,,-0.004442,,,,,,,,
0.987179,,0.016836,,,,,,,,,-0.025490,,,,,,,,,-0.025353,,,,,,,,,-0.012258,,,,,,,,,0.028072,,,,,,,,,-0.018538,,,,,,,,,0.000000,,,,,,,,,-0.002522,,,,,,,,,0.007139,,,,,,,,
1.000000,,0.022971,,,,,,,,,-0.027199,,,,,,,,,-0.028847,,,,,,,,,-0.010766,,,,,,,,,0.020534,,,,,,,,,-0.013125,,,,,,,,,0.000000,,,,,,,,,-0.004022,,,,,,,,,0.003936,,,,,,,,
0.000000,,,0.006738,,,,,,,,,-0.041280,,,,,,,,,-0.045061,,,,,,,,,0.012656,,,,,,,,,-0.015720,,,,,,,,,0.014248,,,,,,,,,0.000000,,,,,,,,,-0.033337,,,,,,,,,0.033955,,,,,,,
0.030303,,,0.000772,,,,,,,,,-0.031930,,,,,,,,,-0.034682,,,,,,,,,0.014773,,,,,,,,,-0.027001,,,,,,,,,0.021471,,,,,,,,,0.000000,,,,,,,,,-0.016701,,,,,,,,,0.018123,,,,,,,
0.060606,,,0.005577,,,,,,,,,-0.019799,,,,,,,,,-0.022523,,,,,,,,,0.015674,,,,,,,,,-0.034337,,,,,,,,,0.025136,,,,,,,,,0.000000,,,,,,,,,-0.008051,,,,,,,,,0.007192,,,,,,,
0.090909,,,0.013962,,,,,,,,,-0.008696,,,,,,,,,-0.011674,,,,,,,,,0.015042,,,,,,,,,-0.037427,,,,,,,,,0.025625,,,,,,,,,0.000000,,,,,,,,,0.000328,,,,,,,,,-0.004512,,,,,,,
0.121212,,,0.019930,,,,,,,,,0.002199,,,,,,,,,-0.000615,,,,,,,,,0.015253,,,,,,,,,-0.037051,,,,,,,,,0.025197,,,,,,,,,0.000000,,,,,,,,,0.008688,,,,,,,,,-0.015077,,,,,,,
0.151515,,,0.026091,,,,,,,,,0.013132,,,,,,,,,0.010211,,,,,,,,,0.010901,,,,,,,,,-0.029136,,,,,,,,,0.018836,,,,,,,,,0.000000,,,,,,,,,0.017054,,,,,,,,,-0.026714,,,,,,,
0.212121,,,0.031460,,,,,,,,,0.024019,,,,,,,,,0.021189,,,,,,,,,-0.001941,,,,,,,,,-0.021072,,,,,,,,,0.006419,,,,,,,,,0.000000,,,,,,,,,0.025419,,,,,,,,,-0.037647,,,,,,,
0.242424,,,0.036833,,,,,,,,,0.034977,,,,,,,,,0.032196,,,,,,,,,-0.002573,,,,,,,,,-0.023257,,,,,,,,,0.006663,,,,,,,,,0.000000,,,,,,,,,0.033794,,,,,,,,,-0.049122,,,,,,,
0.272727,,,0.056060,,,,,,,,,0.043699,,,,,,,,,0.039448,,,,,,,,,-0.003345,,,,,,,,,-0.025519,,,,,,,,,0.006847,,,,,,,,,0.000000,,,,,,,,,0.055074,,,,,,,,,-0.061581,,,,,,,
0.303030,,,0.064015,,,,,,,,,0.054677,,,,,,,,,0.050326,,,,,,,,,-0.004117,,,,,,,,,-0.029664,,,,,,,,,0.007764,,,,,,,,,0.000000,,,,,,,,,0.063464,,,,,,,,,-0.074095,,,,,,,
0.333333,,,0.070620,,,,,,,,,0.066622,,,,,,,,,0.062757,,,,,,,,,-0.005620,,,,,,,,,-0.034463,,,,,,,,,0.008126,,,,,,,,,0.000000,,,,,,,,,0.071791,,,,,,,,,-0.085219,,,,,,,
0.363636,,,0.088619,,,,,,,,,0.077153,,,,,,,,,0.072020,,,,,,,,,-0.010854,,,,,,,,,-0.023408,,,,,,,,,0.000118,,,,,,,,,0.000000,,,,,,,,,0.071684,,,,,,,,,-0.089474,,,,,,,
