Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,acly 1,acly 2,acly 3,acly 4,acly 5,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,magr 1,magr 2,magr 3,magr 4,magr 5,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,
0.552632,,,,,0.499399,,,,,1.390044,,,,,1.397658,,,,,0.187611,,,,,-0.505923,,,,,0.342945,,,,,0.000000,,,,,1.230275,,,,,-1.679751,
0.578947,,,,,-0.068036,,,,,1.249710,,,,,1.272415,,,,,-0.191182,,,,,-0.069631,,,,,-0.073463,,,,,0.000000,,,,,1.157198,,,,,-0.968861,
0.631579,,,,,0.052656,,,,,1.083556,,,,,1.109546,,,,,-0.297244,,,,,0.438456,,,,,-0.419995,,,,,0.000000,,,,,0.833906,,,,,-0.629853,
0.657895,,,,,-0.602670,,,,,1.037201,,,,,1.115432,,,,,-0.427549,,,,,0.443979,,,,,-0.631051,,,,,0.000000,,,,,0.848772,,,,,-0.611526,
0.684211,,,,,-0.415212,,,,,0.851045,,,,,0.904698,,,,,-0.727554,,,,,0.836090,,,,,-0.917688,,,,,0.000000,,,,,0.541169,,,,,-0.393238,
0.710526,,,,,-0.413732,,,,,0.661288,,,,,0.690668,,,,,-1.079074,,,,,1.253973,,,,,-1.254237,,,,,0.000000,,,,,0.228724,,,,,-0.202340,
0.736842,,,,,-2.080168,,,,,0.626003,,,,,0.691867,,,,,-1.582616,,,,,1.755617,,,,,-1.659594,,,,,0.000000,,,,,0.407906,,,,,-0.174565,
0.763158,,,,,-2.186713,,,,,0.242538,,,,,0.294804,,,,,-1.742719,,,,,2.089740,,,,,-1.853181,,,,,0.000000,,,,,-0.061745,,,,,0.222359,
0.789474,,,,,-2.017662,,,,,-0.040704,,,,,0.002355,,,,,-1.548777,,,,,1.756538,,,,,-1.612177,,,,,0.000000,,,,,-0.391210,,,,,0.583985,
0.815789,,,,,-1.393789,,,,,-0.272879,,,,,-0.254948,,,,,-1.321501,,,,,1.384677,,,,,-1.339801,,,,,0.000000,,,,,0.121366,,,,,0.630459,
0.842105,,,,,-0.910702,,,,,-0.557171,,,,,-0.548466,,,,,-1.121499,,,,,1.034907,,,,,-1.091667,,,,,0.000000,,,,,-0.207962,,,,,0.857309,
0.894737,,,,,-0.524020,,,,,-0.722219,,,,,-0.705691,,,,,-0.739675,,,,,0.600455,,,,,-0.699502,,,,,0.000000,,,,,-0.460820,,,,,0.550269,
0.921053,,,,,-0.364492,,,,,-0.862103,,,,,-0.836992,,,,,-0.633613,,,,,0.118141,,,,,-0.388621,,,,,0.000000,,,,,-0.458095,,,,,0.467597,
0.947368,,,,,0.505327,,,,,-1.126209,,,,,-1.132556,,,,,-0.503308,,,,,0.263571,,,,,-0.261702,,,,,0.000000,,,,,-0.791227,,,,,0.741373,
0.973684,,,,,0.354258,,,,,-1.247980,,,,,-1.231360,,,,,-0.273002,,,,,-0.146948,,,,,0.022083,,,,,0.000000,,,,,-0.802376,,,,,0.916105,
1.000000,,,,,0.623351,,,,,-1.409744,,,,,-1.379869,,,,,0.050740,,,,,-0.706427,,,,,0.434569,,,,,0.000000,,,,,-0.864619,,,,,1.067914,
