time,x,y,z
19:55:55:873,-0.29,-0.84,0.39
19:55:55:877,-0.32,-0.84,0.39
19:55:55:886,-0.23,-0.73,0.32
19:55:55:888,-0.31,-0.80,0.37
19:55:55:902,-0.34,-0.84,0.37
19:55:55:903,-0.35,-0.87,0.42
19:55:55:906,-0.35,-0.89,0.44
19:55:55:910,-0.33,-0.90,0.43
19:55:55:914,-0.31,-0.90,0.41
19:55:55:921,-0.29,-0.89,0.41
19:55:55:925,-0.29,-0.88,0.40
19:55:55:929,-0.29,-0.87,0.39
19:55:55:965,-0.29,-0.87,0.39
19:55:55:966,-0.30,-0.87,0.40
19:55:55:967,-0.31,-0.87,0.41
19:55:55:968,-0.31,-0.87,0.41
19:55:55:969,-0.30,-0.87,0.41
19:55:55:970,-0.29,-0.87,0.42
19:55:55:970,-0.28,-0.87,0.41
19:55:55:971,-0.27,-0.87,0.43
19:55:55:977,-0.26,-0.86,0.42
19:55:55:978,-0.26,-0.85,0.41
19:55:55:987,-0.26,-0.85,0.40
19:55:55:989,-0.27,-0.84,0.39
19:55:55:993,-0.28,-0.85,0.38
19:55:55:998,-0.28,-0.84,0.36
19:55:56:4,-0.30,-0.84,0.36
19:55:56:8,-0.30,-0.85,0.35
19:55:56:13,-0.30,-0.85,0.35
19:55:56:21,-0.31,-0.85,0.35
19:55:56:23,-0.30,-0.85,0.36
19:55:56:28,-0.30,-0.85,0.36
19:55:56:33,-0.30,-0.85,0.36
19:55:56:75,-0.30,-0.85,0.37
19:55:56:76,-0.30,-0.85,0.36
19:55:56:77,-0.29,-0.85,0.36
19:55:56:78,-0.29,-0.84,0.36
19:55:56:80,-0.32,-0.83,0.33
19:55:56:81,-0.33,-0.84,0.36
19:55:56:81,-0.33,-0.85,0.37
19:55:56:84,-0.32,-0.85,0.38
19:55:56:85,-0.31,-0.86,0.38
19:55:56:88,-0.30,-0.85,0.38
19:55:56:89,-0.29,-0.85,0.38
19:55:56:96,-0.29,-0.86,0.39
19:55:56:98,-0.29,-0.85,0.39
19:55:56:107,-0.28,-0.85,0.38
19:55:56:108,-0.29,-0.85,0.38
19:55:56:113,-0.29,-0.85,0.38
19:55:56:118,-0.29,-0.84,0.38
19:55:56:124,-0.29,-0.83,0.37
19:55:56:128,-0.30,-0.83,0.36
19:55:56:133,-0.30,-0.83,0.36
19:55:56:174,-0.31,-0.83,0.37
19:55:56:175,-0.31,-0.83,0.36
19:55:56:176,-0.31,-0.83,0.36
19:55:56:178,-0.31,-0.83,0.36
19:55:56:179,-0.30,-0.84,0.36
19:55:56:180,-0.31,-0.84,0.36
19:55:56:181,-0.31,-0.84,0.36
19:55:56:182,-0.32,-0.84,0.37
19:55:56:183,-0.32,-0.84,0.36
19:55:56:185,-0.33,-0.84,0.37
19:55:56:193,-0.33,-0.85,0.39
19:55:56:194,-0.33,-0.85,0.39
19:55:56:198,-0.33,-0.85,0.40
19:55:56:203,-0.33,-0.85,0.40
19:55:56:210,-0.32,-0.85,0.41
19:55:56:213,-0.31,-0.85,0.40
19:55:56:217,-0.31,-0.85,0.40
19:55:56:226,-0.31,-0.85,0.40
19:55:56:228,-0.31,-0.85,0.40
19:55:56:233,-0.31,-0.84,0.40
19:55:56:237,-0.33,-0.85,0.41
19:55:56:287,-0.34,-0.85,0.41
19:55:56:289,-0.34,-0.86,0.42
19:55:56:290,-0.34,-0.85,0.42
19:55:56:291,-0.34,-0.85,0.42
19:55:56:293,-0.33,-0.85,0.41
19:55:56:294,-0.33,-0.84,0.41
19:55:56:295,-0.32,-0.85,0.41
19:55:56:296,-0.31,-0.85,0.41
19:55:56:299,-0.31,-0.85,0.42
19:55:56:300,-0.32,-0.86,0.42
19:55:56:302,-0.32,-0.86,0.43
19:55:56:303,-0.32,-0.86,0.42
19:55:56:304,-0.32,-0.86,0.43
19:55:56:313,-0.31,-0.85,0.43
19:55:56:314,-0.32,-0.85,0.43
19:55:56:317,-0.32,-0.84,0.43
19:55:56:322,-0.32,-0.85,0.43
19:55:56:328,-0.32,-0.85,0.43
19:55:56:332,-0.32,-0.86,0.43
19:55:56:337,-0.33,-0.86,0.42
19:55:56:364,-0.32,-0.86,0.42
19:55:56:365,-0.32,-0.86,0.41
19:55:56:366,-0.32,-0.86,0.41
19:55:56:367,-0.32,-0.85,0.41
19:55:56:368,-0.32,-0.85,0.40
19:55:56:368,-0.32,-0.85,0.40
19:55:56:372,-0.33,-0.84,0.40
19:55:56:377,-0.33,-0.84,0.40
19:55:56:382,-0.33,-0.85,0.41
19:55:56:386,-0.33,-0.86,0.41
19:55:56:394,-0.31,-0.86,0.41
19:55:56:396,-0.30,-0.87,0.41
19:55:56:401,-0.28,-0.86,0.41
19:55:56:406,-0.28,-0.86,0.40
19:55:56:412,-0.27,-0.86,0.40
19:55:56:416,-0.28,-0.86,0.38
19:55:56:421,-0.29,-0.86,0.39
19:55:56:448,-0.30,-0.86,0.39
19:55:56:449,-0.30,-0.86,0.39
19:55:56:449,-0.31,-0.85,0.38
19:55:56:450,-0.31,-0.85,0.38
19:55:56:451,-0.32,-0.84,0.38
19:55:56:451,-0.30,-0.84,0.38
19:55:56:456,-0.30,-0.84,0.37
19:55:56:462,-0.29,-0.84,0.39
19:55:56:466,-0.29,-0.84,0.38
19:55:56:472,-0.28,-0.84,0.38
19:55:56:479,-0.28,-0.84,0.38
19:55:56:481,-0.28,-0.85,0.39
19:55:56:486,-0.28,-0.84,0.39
19:55:56:492,-0.28,-0.85,0.39
19:55:56:497,-0.28,-0.85,0.39
19:55:56:502,-0.28,-0.85,0.39
19:55:56:506,-0.28,-0.85,0.39
19:55:56:513,-0.28,-0.84,0.39
19:55:56:516,-0.28,-0.85,0.38
19:55:56:521,-0.29,-0.85,0.38
19:55:56:526,-0.29,-0.85,0.39
19:55:56:531,-0.29,-0.85,0.38
19:55:56:536,-0.29,-0.85,0.39
19:55:56:541,-0.29,-0.85,0.38
19:55:56:571,-0.28,-0.85,0.38
19:55:56:572,-0.28,-0.84,0.39
19:55:56:573,-0.28,-0.85,0.39
19:55:56:573,-0.28,-0.85,0.39
19:55:56:574,-0.28,-0.85,0.39
19:55:56:575,-0.29,-0.86,0.39
19:55:56:576,-0.28,-0.86,0.40
19:55:56:626,-0.28,-0.86,0.39
19:55:56:627,-0.28,-0.86,0.40
19:55:56:628,-0.28,-0.86,0.40
19:55:56:629,-0.28,-0.85,0.41
19:55:56:630,-0.27,-0.84,0.41
19:55:56:631,-0.27,-0.85,0.41
19:55:56:632,-0.28,-0.85,0.41
19:55:56:633,-0.28,-0.85,0.41
19:55:56:634,-0.28,-0.85,0.41
19:55:56:635,-0.29,-0.85,0.40
19:55:56:636,-0.29,-0.86,0.40
19:55:56:637,-0.29,-0.86,0.39
19:55:56:659,-0.29,-0.86,0.40
19:55:56:661,-0.29,-0.86,0.39
19:55:56:662,-0.29,-0.87,0.39
19:55:56:662,-0.29,-0.86,0.39
19:55:56:663,-0.29,-0.87,0.39
19:55:56:669,-0.29,-0.86,0.39
19:55:56:671,-0.29,-0.86,0.40
19:55:56:676,-0.29,-0.86,0.39
19:55:56:715,-0.29,-0.87,0.39
19:55:56:716,-0.28,-0.87,0.39
19:55:56:717,-0.28,-0.87,0.39
19:55:56:718,-0.28,-0.87,0.39
19:55:56:719,-0.29,-0.86,0.39
19:55:56:720,-0.29,-0.86,0.39
19:55:56:721,-0.29,-0.85,0.39
19:55:56:722,-0.29,-0.85,0.40
19:55:56:723,-0.29,-0.85,0.39
19:55:56:725,-0.29,-0.85,0.39
19:55:56:730,-0.29,-0.84,0.40
19:55:56:737,-0.29,-0.85,0.40
19:55:56:741,-0.30,-0.85,0.39
19:55:56:745,-0.30,-0.85,0.40
19:55:56:788,-0.34,-0.86,0.67
19:55:56:789,-0.11,-0.78,0.67
19:55:56:790,-0.14,-0.91,0.09
19:55:56:791,-0.26,-0.92,0.13
19:55:56:792,-0.34,-0.87,0.27
19:55:56:793,-0.43,-0.86,0.35
19:55:56:794,-0.48,-0.85,0.35
19:55:56:794,-0.45,-0.83,0.32
19:55:56:796,-0.41,-0.83,0.35
19:55:56:797,-0.37,-0.82,0.38
19:55:56:806,-0.31,-0.81,0.39
19:55:56:807,-0.21,-0.83,0.41
19:55:56:810,-0.30,-0.87,0.46
19:55:56:816,-0.37,-0.82,0.43
19:55:56:822,-0.01,-0.85,0.42
19:55:56:825,-0.47,-0.95,0.46
19:55:56:830,-0.04,-0.77,0.41
19:55:56:872,-0.42,-0.96,0.46
19:55:56:873,-0.31,-0.81,0.41
19:55:56:874,-0.23,-0.87,0.41
19:55:56:876,-0.34,-0.88,0.43
19:55:56:877,-0.39,-0.87,0.41
19:55:56:877,-0.35,-0.85,0.41
19:55:56:878,-0.28,-0.84,0.40
19:55:56:879,-0.28,-0.86,0.41
19:55:56:880,-0.32,-0.87,0.43
19:55:56:881,-0.35,-0.88,0.42
19:55:56:888,-0.35,-0.86,0.41
19:55:56:890,-0.32,-0.84,0.41
19:55:56:895,-0.29,-0.84,0.41
19:55:56:901,-0.28,-0.84,0.40
19:55:56:911,-0.30,-0.86,0.40
19:55:56:912,-0.32,-0.86,0.40
19:55:56:915,-0.33,-0.86,0.40
19:55:56:922,-0.32,-0.85,0.38
19:55:56:925,-0.31,-0.84,0.38
19:55:56:930,-0.31,-0.84,0.38
19:55:56:935,-0.30,-0.84,0.39
19:55:56:980,-0.30,-0.85,0.38
19:55:56:981,-0.30,-0.85,0.40
19:55:56:982,-0.30,-0.85,0.38
19:55:56:983,-0.29,-0.86,0.38
19:55:56:984,-0.30,-0.86,0.38
19:55:56:985,-0.30,-0.86,0.37
19:55:56:986,-0.31,-0.85,0.37
19:55:56:986,-0.30,-0.85,0.38
19:55:56:987,-0.31,-0.84,0.38
19:55:56:988,-0.30,-0.84,0.39
19:55:57:0,-0.30,-0.84,0.39
19:55:57:1,-0.29,-0.85,0.39
19:55:57:2,-0.29,-0.85,0.40
19:55:57:7,-0.29,-0.85,0.40
19:55:57:10,-0.28,-0.85,0.40
19:55:57:14,-0.28,-0.85,0.40
19:55:57:20,-0.28,-0.86,0.40
19:55:57:30,-0.29,-0.86,0.39
19:55:57:31,-0.29,-0.86,0.40
19:55:57:35,-0.29,-0.85,0.39
19:55:57:70,-0.29,-0.86,0.40
19:55:57:71,-0.29,-0.85,0.40
19:55:57:72,-0.29,-0.85,0.38
19:55:57:73,-0.29,-0.84,0.39
19:55:57:73,-0.29,-0.84,0.39
19:55:57:75,-0.29,-0.84,0.40
19:55:57:75,-0.29,-0.85,0.39
19:55:57:76,-0.29,-0.84,0.39
19:55:57:115,-0.29,-0.85,0.39
19:55:57:116,-0.29,-0.85,0.40
19:55:57:117,-0.29,-0.85,0.39
19:55:57:118,-0.29,-0.85,0.39
19:55:57:119,-0.29,-0.85,0.39
19:55:57:120,-0.29,-0.85,0.39
19:55:57:120,-0.29,-0.85,0.40
19:55:57:121,-0.29,-0.85,0.40
19:55:57:122,-0.29,-0.85,0.40
19:55:57:131,-0.29,-0.85,0.40
19:55:57:133,-0.29,-0.86,0.40
19:55:57:137,-0.29,-0.86,0.40
19:55:57:142,-0.29,-0.86,0.39
19:55:57:150,-0.29,-0.86,0.40
19:55:57:151,-0.29,-0.85,0.39
19:55:57:154,-0.28,-0.85,0.39
19:55:57:198,-0.29,-0.85,0.39
19:55:57:199,-0.29,-0.85,0.38
19:55:57:200,-0.29,-0.84,0.39
19:55:57:201,-0.29,-0.85,0.38
19:55:57:202,-0.30,-0.85,0.38
19:55:57:203,-0.29,-0.85,0.39
19:55:57:204,-0.29,-0.85,0.39
