Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,
1.400000,,1.577893,,,,,,1.343019,,,,,,0.773727,,,,,,1.991742,,,,,,-1.543767,,,,,,2.104648,,,,,,0.000000,,,,,,1.780644,,,,,,-1.182741,,,,,
1.600000,,1.621663,,,,,,1.483148,,,,,,0.298422,,,,,,1.657069,,,,,,-0.984551,,,,,,1.364303,,,,,,0.000000,,,,,,1.779022,,,,,,-0.931935,,,,,
1.700000,,1.745830,,,,,,1.683905,,,,,,-0.279082,,,,,,1.510328,,,,,,-0.950313,,,,,,1.971552,,,,,,0.000000,,,,,,1.761828,,,,,,-0.756790,,,,,
1.800000,,1.779142,,,,,,1.800438,,,,,,-0.720474,,,,,,1.180803,,,,,,-0.276972,,,,,,1.214571,,,,,,0.000000,,,,,,1.761771,,,,,,-0.731307,,,,,
1.900000,,1.802914,,,,,,1.909429,,,,,,-1.102736,,,,,,0.820386,,,,,,0.128174,,,,,,0.615640,,,,,,0.000000,,,,,,1.761608,,,,,,-0.678290,,,,,
2.000000,,1.818559,,,,,,2.089891,,,,,,-1.723391,,,,,,0.134307,,,,,,1.001949,,,,,,-0.437688,,,,,,0.000000,,,,,,1.762980,,,,,,-0.619966,,,,,
2.100000,,1.810689,,,,,,2.082723,,,,,,-1.623022,,,,,,-0.090954,,,,,,1.560451,,,,,,0.449270,,,,,,0.000000,,,,,,1.761733,,,,,,-0.721067,,,,,
2.200000,,1.792162,,,,,,2.083579,,,,,,-1.691522,,,,,,-0.163037,,,,,,1.948479,,,,,,0.565729,,,,,,0.000000,,,,,,1.761764,,,,,,-0.748256,,,,,
2.300000,,1.732559,,,,,,2.088500,,,,,,-1.693670,,,,,,-0.237695,,,,,,2.205261,,,,,,0.690506,,,,,,0.000000,,,,,,1.761463,,,,,,-0.679280,,,,,
2.400000,,1.666709,,,,,,2.052697,,,,,,-1.731711,,,,,,-0.363841,,,,,,2.325093,,,,,,0.923424,,,,,,0.000000,,,,,,1.768058,,,,,,-0.696555,,,,,
2.600000,,1.616894,,,,,,2.034877,,,,,,-1.716151,,,,,,-0.466817,,,,,,2.713121,,,,,,1.098112,,,,,,0.000000,,,,,,1.767747,,,,,,-0.628113,,,,,
2.700000,,1.517712,,,,,,1.919960,,,,,,-1.640361,,,,,,-0.623856,,,,,,2.844365,,,,,,1.389259,,,,,,0.000000,,,,,,1.783915,,,,,,-0.640098,,,,,
2.800000,,1.517419,,,,,,1.878225,,,,,,-1.606126,,,,,,-0.778321,,,,,,3.095442,,,,,,1.647132,,,,,,0.000000,,,,,,1.784632,,,,,,-0.585100,,,,,
2.900000,,1.558207,,,,,,1.851603,,,,,,-1.598201,,,,,,-1.118142,,,,,,3.238099,,,,,,1.422533,,,,,,0.000000,,,,,,1.785503,,,,,,-0.594902,,,,,
3.000000,,1.561793,,,,,,1.820818,,,,,,-1.706904,,,,,,-1.224015,,,,,,3.139665,,,,,,0.937981,,,,,,0.000000,,,,,,1.790877,,,,,,-0.561594,,,,,
3.100000,,1.342923,,,,,,1.527844,,,,,,-1.668745,,,,,,-1.040910,,,,,,2.034073,,,,,,1.114749,,,,,,0.000000,,,,,,1.230533,,,,,,-0.197884,,,,,
3.200000,,1.079884,,,,,,1.222245,,,,,,-1.394051,,,,,,-0.979124,,,,,,1.685990,,,,,,1.031564,,,,,,0.000000,,,,,,0.951456,,,,,,-0.085759,,,,,
3.300000,,0.859373,,,,,,0.956563,,,,,,-1.149058,,,,,,-0.901892,,,,,,1.315081,,,,,,0.948379,,,,,,0.000000,,,,,,0.666196,,,,,,0.055850,,,,,
3.400000,,0.558922,,,,,,0.670626,,,,,,-0.909690,,,,,,-0.796341,,,,,,0.932760,,,,,,0.856876,,,,,,0.000000,,,,,,0.387238,,,,,,0.182930,,,,,
3.600000,,0.334276,,,,,,0.475932,,,,,,-0.735962,,,,,,-0.685642,,,,,,0.510495,,,,,,0.765373,,,,,,0.000000,,,,,,0.092435,,,,,,0.353462,,,,,
3.700000,,0.018041,,,,,,0.203407,,,,,,-0.557305,,,,,,-0.569794,,,,,,0.008342,,,,,,0.707143,,,,,,0.000000,,,,,,-0.187255,,,,,,0.491324,,,,,
3.800000,,-0.284791,,,,,,-0.075395,,,,,,-0.373768,,,,,,-0.296906,,,,,,-0.425335,,,,,,1.156341,,,,,,0.000000,,,,,,-0.466334,,,,,,0.603757,,,,,
3.900000,,-0.567061,,,,,,-0.373118,,,,,,-0.161735,,,,,,-0.152740,,,,,,-0.801950,,,,,,0.973335,,,,,,0.000000,,,,,,-0.746153,,,,,,0.740113,,,,,
4.000000,,-0.893428,,,,,,-0.669577,,,,,,0.207922,,,,,,-0.184276,,,,,,-0.583684,,,,,,0.778890,,,,,,0.000000,,,,,,-0.746549,,,,,,0.667962,,,,,
4.100000,,-0.860461,,,,,,-0.677120,,,,,,0.099843,,,,,,-0.209377,,,,,,-0.756299,,,,,,0.973335,,,,,,0.000000,,,,,,-0.746037,,,,,,0.671281,,,,,
4.200000,,-0.842500,,,,,,-0.683844,,,,,,0.036725,,,,,,-0.183632,,,,,,-0.676411,,,,,,0.948379,,,,,,0.000000,,,,,,-0.745521,,,,,,0.690912,,,,,
4.300000,,-0.812037,,,,,,-0.689442,,,,,,0.019176,,,,,,-0.160463,,,,,,-0.625055,,,,,,0.873513,,,,,,0.000000,,,,,,-0.745081,,,,,,0.670399,,,,,
4.400000,,-0.797428,,,,,,-0.694017,,,,,,-0.047368,,,,,,-0.139868,,,,,,-0.567992,,,,,,0.798646,,,,,,0.000000,,,,,,-0.745110,,,,,,0.737870,,,,,
4.600000,,-0.758843,,,,,,-0.698505,,,,,,-0.049027,,,,,,-0.111549,,,,,,-0.408216,,,,,,0.690506,,,,,,0.000000,,,,,,-0.744445,,,,,,0.682946,,,,,
4.700000,,-0.746158,,,,,,-0.698108,,,,,,-0.083980,,,,,,-0.083231,,,,,,-0.225615,,,,,,0.565729,,,,,,0.000000,,,,,,-0.744898,,,,,,0.703235,,,,,
4.800000,,-0.738262,,,,,,-0.702859,,,,,,-0.102521,,,,,,-0.078082,,,,,,-0.202790,,,,,,0.615640,,,,,,0.000000,,,,,,-0.744418,,,,,,0.722349,,,,,
4.900000,,-0.732321,,,,,,-0.700852,,,,,,-0.092217,,,,,,-0.042040,,,,,,-0.025895,,,,,,0.474226,,,,,,0.000000,,,,,,-0.745028,,,,,,0.702800,,,,,
0.000000,,,-0.683797,,,,,,-0.724434,,,,,,0.006241,,,,,,-0.018870,,,,,,0.042580,,,,,,0.282901,,,,,,0.000000,,,,,,-0.741979,,,,,,0.591421,,,,
0.200000,,,-0.621928,,,,,,-0.712201,,,,,,0.179768,,,,,,-0.018870,,,,,,0.048286,,,,,,0.282901,,,,,,0.000000,,,,,,-0.741484,,,,,,0.631973,,,,
0.300000,,,-0.684091,,,,,,-0.719288,,,,,,0.614747,,,,,,-0.018870,,,,,,0.053993,,,,,,0.282901,,,,,,0.000000,,,,,,-0.742412,,,,,,0.629294,,,,
0.400000,,,-0.681929,,,,,,-0.705707,,,,,,0.965800,,,,,,-0.018870,,,,,,0.059699,,,,,,0.274582,,,,,,0.000000,,,,,,-0.742601,,,,,,0.614232,,,,
0.500000,,,-0.646627,,,,,,-0.615890,,,,,,1.239591,,,,,,-0.018870,,,,,,0.059699,,,,,,0.266264,,,,,,0.000000,,,,,,-0.445859,,,,,,0.432269,,,,
0.600000,,,-0.652484,,,,,,-0.499763,,,,,,1.325700,,,,,,-0.022088,,,,,,0.058272,,,,,,0.264184,,,,,,0.000000,,,,,,-0.409413,,,,,,0.435337,,,,
0.700000,,,-0.569605,,,,,,-0.320730,,,,,,0.809905,,,,,,-0.018870,,,,,,0.036874,,,,,,0.241308,,,,,,0.000000,,,,,,-0.447116,,,,,,0.470898,,,,
0.800000,,,-0.323088,,,,,,-0.072602,,,,,,0.639277,,,,,,0.197380,,,,,,-0.111489,,,,,,-0.066476,,,,,,0.000000,,,,,,-0.166849,,,,,,0.250853,,,,
0.900000,,,-0.078329,,,,,,0.163814,,,,,,0.492478,,,,,,0.328675,,,,,,-0.225615,,,,,,-0.615495,,,,,,0.000000,,,,,,0.115712,,,,,,-0.035449,,,,
1.000000,,,0.113015,,,,,,0.402251,,,,,,0.215520,,,,,,0.593839,,,,,,-0.505223,,,,,,-0.740273,,,,,,0.000000,,,,,,0.397425,,,,,,-0.385754,,,,
1.200000,,,0.429112,,,,,,0.682350,,,,,,-0.384419,,,,,,0.856428,,,,,,-0.756299,,,,,,-0.865050,,,,,,0.000000,,,,,,0.676881,,,,,,-0.582264,,,,
1.300000,,,0.689482,,,,,,0.923019,,,,,,-0.891029,,,,,,1.106146,,,,,,-1.018788,,,,,,-1.073012,,,,,,0.000000,,,,,,0.958654,,,,,,-0.837383,,,,
1.400000,,,0.922193,,,,,,1.090232,,,,,,-1.364376,,,,,,1.355863,,,,,,-1.275571,,,,,,-1.305929,,,,,,0.000000,,,,,,0.942918,,,,,,-0.885104,,,,
1.500000,,,1.211054,,,,,,1.264358,,,,,,-1.551032,,,,,,1.600432,,,,,,-1.503823,,,,,,-1.547165,,,,,,0.000000,,,,,,1.223779,,,,,,-1.091699,,,,
1.600000,,,1.626793,,,,,,1.607427,,,,,,-1.402662,,,,,,2.063182,,,,,,-1.874018,,,,,,-2.047314,,,,,,0.000000,,,,,,1.786685,,,,,,-1.637053,,,,
1.700000,,,1.583101,,,,,,1.695527,,,,,,-1.410924,,,,,,2.071548,,,,,,-1.811962,,,,,,-2.062911,,,,,,0.000000,,,,,,1.786124,,,,,,-1.462232,,,,
1.800000,,,1.584162,,,,,,1.763244,,,,,,-1.458698,,,,,,1.937679,,,,,,-1.794843,,,,,,-1.655306,,,,,,0.000000,,,,,,1.783248,,,,,,-1.294795,,,,
1.900000,,,1.596269,,,,,,1.812979,,,,,,-1.509354,,,,,,1.669941,,,,,,-1.640773,,,,,,-1.480618,,,,,,0.000000,,,,,,1.781087,,,,,,-1.158814,,,,
2.000000,,,1.600278,,,,,,1.848136,,,,,,-1.501478,,,,,,1.371310,,,,,,-1.458172,,,,,,-1.380796,,,,,,0.000000,,,,,,1.781410,,,,,,-1.105957,,,,
2.200000,,,1.591536,,,,,,1.895596,,,,,,-1.477886,,,,,,1.077827,,,,,,-1.252746,,,,,,-1.181152,,,,,,0.000000,,,,,,1.779725,,,,,,-0.977662,,,,
2.300000,,,1.580986,,,,,,1.936907,,,,,,-1.344441,,,,,,0.781770,,,,,,-1.041614,,,,,,-0.964872,,,,,,0.000000,,,,,,1.778248,,,,,,-0.975394,,,,
2.400000,,,1.528590,,,,,,1.974656,,,,,,-1.178754,,,,,,0.496011,,,,,,-0.876131,,,,,,-0.748591,,,,,,0.000000,,,,,,1.778052,,,,,,-0.904767,,,,
2.500000,,,1.522292,,,,,,1.988253,,,,,,-1.182871,,,,,,0.223124,,,,,,-0.773418,,,,,,-0.523992,,,,,,0.000000,,,,,,1.776963,,,,,,-0.767851,,,,
2.600000,,,1.573782,,,,,,1.997701,,,,,,-1.143485,,,,,,-0.297228,,,,,,-0.660719,,,,,,-0.016565,,,,,,0.000000,,,,,,1.775308,,,,,,-0.877197,,,,
2.700000,,,1.575570,,,,,,2.000749,,,,,,-1.191058,,,,,,-0.286609,,,,,,-0.801950,,,,,,-0.066476,,,,,,0.000000,,,,,,1.774890,,,,,,-0.888622,,,,
2.800000,,,1.521309,,,,,,1.958765,,,,,,-1.116674,,,,,,-0.613558,,,,,,-0.431041,,,,,,-0.299393,,,,,,0.000000,,,,,,1.777771,,,,,,-0.936449,,,,
2.900000,,,1.409880,,,,,,1.868501,,,,,,-0.976608,,,,,,-0.919913,,,,,,-0.128608,,,,,,-0.457444,,,,,,0.000000,,,,,,1.789558,,,,,,-0.999789,,,,
3.000000,,,1.355718,,,,,,1.699690,,,,,,-0.672367,,,,,,-1.233991,,,,,,0.173825,,,,,,-0.648769,,,,,,0.000000,,,,,,1.807286,,,,,,-1.114858,,,,
3.200000,,,1.139094,,,,,,1.468882,,,,,,-0.310682,,,,,,-1.427071,,,,,,0.402076,,,,,,-0.890005,,,,,,0.000000,,,,,,1.524205,,,,,,-1.045377,,,,
3.300000,,,1.087981,,,,,,1.263709,,,,,,-0.200850,,,,,,-1.550643,,,,,,0.733040,,,,,,-0.948235,,,,,,0.000000,,,,,,1.242734,,,,,,-1.045204,,,,
3.400000,,,1.000308,,,,,,1.063814,,,,,,-0.163102,,,,,,-1.849274,,,,,,1.166718,,,,,,-1.181152,,,,,,0.000000,,,,,,0.963885,,,,,,-0.995139,,,,
3.500000,,,0.915717,,,,,,1.010233,,,,,,0.023005,,,,,,-2.173649,,,,,,1.646046,,,,,,-1.555484,,,,,,0.000000,,,,,,0.966901,,,,,,-0.938348,,,,
3.600000,,,0.734550,,,,,,0.806353,,,,,,0.523878,,,,,,-2.796656,,,,,,2.529806,,,,,,-2.140897,,,,,,0.000000,,,,,,0.872269,,,,,,-1.039101,,,,
3.700000,,,0.556752,,,,,,0.598869,,,,,,0.709124,,,,,,-2.912504,,,,,,2.547638,,,,,,-2.603613,,,,,,0.000000,,,,,,0.411467,,,,,,-0.692854,,,,
3.800000,,,0.426282,,,,,,0.384757,,,,,,0.770347,,,,,,-2.582980,,,,,,2.325093,,,,,,-2.420606,,,,,,0.000000,,,,,,0.121174,,,,,,-0.504384,,,,
3.900000,,,0.233934,,,,,,0.250082,,,,,,0.622096,,,,,,-2.238009,,,,,,2.113961,,,,,,-2.229281,,,,,,0.000000,,,,,,-0.175756,,,,,,-0.264358,,,,
4.000000,,,0.186702,,,,,,0.186146,,,,,,0.336413,,,,,,-1.993441,,,,,,1.948479,,,,,,-1.946453,,,,,,0.000000,,,,,,-0.172536,,,,,,-0.107240,,,,
4.200000,,,0.010260,,,,,,0.089022,,,,,,0.305013,,,,,,-1.833828,,,,,,1.628927,,,,,,-1.838312,,,,,,0.000000,,,,,,-0.170463,,,,,,-0.005915,,,,
4.300000,,,-0.135448,,,,,,-0.010907,,,,,,0.334624,,,,,,-1.501729,,,,,,1.212368,,,,,,-1.572121,,,,,,0.000000,,,,,,-0.171856,,,,,,0.032823,,,,
4.400000,,,-0.303590,,,,,,-0.251864,,,,,,0.348616,,,,,,-1.154184,,,,,,0.892816,,,,,,-1.164515,,,,,,0.000000,,,,,,-0.454937,,,,,,0.206762,,,,
4.500000,,,-0.461296,,,,,,-0.490439,,,,,,0.262767,,,,,,-0.801490,,,,,,0.544733,,,,,,-0.715317,,,,,,0.000000,,,,,,-0.739981,,,,,,0.408708,,,,
0.000000,,,,-0.602521,,,,,,-0.714161,,,,,,0.119475,,,,,,0.037767,,,,,,0.213769,,,,,,0.191397,,,,,,0.000000,,,,,,-0.740451,,,,,,0.337695,,,
0.100000,,,,-0.534851,,,,,,-0.681735,,,,,,0.598629,,,,,,0.503734,,,,,,-0.373978,,,,,,0.399359,,,,,,0.000000,,,,,,-0.743228,,,,,,0.138519,,,
0.200000,,,,-0.474264,,,,,,-0.643003,,,,,,1.043505,,,,,,0.812663,,,,,,-0.830481,,,,,,0.590684,,,,,,0.000000,,,,,,-0.746928,,,,,,-0.041960,,,
0.300000,,,,-0.342919,,,,,,-0.525196,,,,,,1.508280,,,,,,1.149911,,,,,,-1.235627,,,,,,0.806965,,,,,,0.000000,,,,,,-0.459899,,,,,,-0.399260,,,
0.500000,,,,-0.285245,,,,,,-0.481552,,,,,,1.880596,,,,,,1.559241,,,,,,-1.657892,,,,,,1.089793,,,,,,0.000000,,,,,,-0.463087,,,,,,-0.515484,,,
0.600000,,,,-0.107449,,,,,,-0.321289,,,,,,2.261620,,,,,,1.772917,,,,,,-1.960325,,,,,,0.623958,,,,,,0.000000,,,,,,-0.183919,,,,,,-0.749001,,,
0.700000,,,,0.090140,,,,,,-0.149618,,,,,,2.643367,,,,,,1.924807,,,,,,-1.863318,,,,,,0.158123,,,,,,0.000000,,,,,,0.093522,,,,,,-1.004518,,,
0.800000,,,,0.150492,,,,,,-0.120547,,,,,,3.099272,,,,,,2.349584,,,,,,-2.336940,,,,,,0.424315,,,,,,0.000000,,,,,,0.090611,,,,,,-1.170250,,,
0.900000,,,,0.353823,,,,,,0.030850,,,,,,3.875374,,,,,,3.128986,,,,,,-3.234966,,,,,,0.741457,,,,,,0.000000,,,,,,0.188673,,,,,,-1.562181,,,
1.000000,,,,0.557259,,,,,,0.283904,,,,,,3.656555,,,,,,3.240329,,,,,,-3.432546,,,,,,0.890150,,,,,,0.000000,,,,,,0.646249,,,,,,-1.501477,,,
1.100000,,,,0.778124,,,,,,0.541873,,,,,,3.063156,,,,,,2.856743,,,,,,-3.061638,,,,,,0.482544,,,,,,0.000000,,,,,,0.929238,,,,,,-1.494464,,,
1.200000,,,,0.887016,,,,,,0.709339,,,,,,2.559150,,,,,,2.522070,,,,,,-2.627960,,,,,,0.158123,,,,,,0.000000,,,,,,0.921562,,,,,,-1.345453,,,
1.300000,,,,1.026271,,,,,,0.944797,,,,,,2.172080,,,,,,2.038081,,,,,,-2.296996,,,,,,-0.340986,,,,,,0.000000,,,,,,1.204597,,,,,,-1.367213,,,
1.500000,,,,1.056314,,,,,,1.059417,,,,,,1.847198,,,,,,1.754896,,,,,,-2.085863,,,,,,-0.124705,,,,,,0.000000,,,,,,1.205300,,,,,,-1.360765,,,
1.600000,,,,1.070989,,,,,,1.166224,,,,,,1.524407,,,,,,1.592709,,,,,,-2.194283,,,,,,0.274582,,,,,,0.000000,,,,,,1.206954,,,,,,-1.371723,,,
1.700000,,,,1.218968,,,,,,1.421564,,,,,,1.053983,,,,,,1.167931,,,,,,-1.709249,,,,,,-0.016565,,,,,,0.000000,,,,,,1.489956,,,,,,-1.315826,,,
1.800000,,,,1.373821,,,,,,1.646237,,,,,,0.663562,,,,,,0.745729,,,,,,-1.167152,,,,,,-0.241164,,,,,,0.000000,,,,,,1.775045,,,,,,-1.339757,,,
1.900000,,,,1.492047,,,,,,1.866893,,,,,,-0.090146,,,,,,-0.149522,,,,,,0.006916,,,,,,-0.699720,,,,,,0.000000,,,,,,1.776328,,,,,,-1.394649,,,
2.000000,,,,1.536017,,,,,,1.868428,,,,,,-0.160613,,,,,,-0.134719,,,,,,0.213769,,,,,,-0.365941,,,,,,0.000000,,,,,,1.776935,,,,,,-1.374577,,,
2.100000,,,,1.550862,,,,,,1.873566,,,,,,-0.242781,,,,,,-0.126995,,,,,,0.151000,,,,,,-0.224527,,,,,,0.000000,,,,,,1.776833,,,,,,-1.392531,,,
2.200000,,,,1.579813,,,,,,1.881521,,,,,,-0.395010,,,,,,-0.034317,,,,,,0.202356,,,,,,0.016709,,,,,,0.000000,,,,,,1.777085,,,,,,-1.382859,,,
