time,x,y,z
19:59:11:367,-0.16,-0.11,0.97
19:59:11:372,-0.16,-0.10,0.97
19:59:11:400,-0.15,-0.10,0.98
19:59:11:401,-0.16,-0.11,0.97
19:59:11:402,-0.16,-0.11,0.98
19:59:11:402,-0.18,-0.11,0.98
19:59:11:408,-0.18,-0.12,0.98
19:59:11:409,-0.18,-0.12,0.98
19:59:11:413,-0.18,-0.12,0.97
19:59:11:415,-0.18,-0.12,0.98
19:59:11:422,-0.19,-0.13,0.98
19:59:11:430,-0.17,-0.13,0.97
19:59:11:431,-0.15,-0.12,0.96
19:59:11:434,-0.14,-0.12,0.96
19:59:11:439,-0.13,-0.11,0.96
19:59:11:447,-0.14,-0.11,0.96
19:59:11:449,-0.15,-0.10,0.97
19:59:11:454,-0.15,-0.10,0.96
19:59:11:459,-0.15,-0.11,0.96
19:59:11:465,-0.15,-0.10,0.96
19:59:11:470,-0.16,-0.10,0.97
19:59:11:476,-0.15,-0.11,0.96
19:59:11:501,-0.15,-0.10,0.94
19:59:11:502,-0.15,-0.10,0.95
19:59:11:502,-0.15,-0.11,0.95
19:59:11:503,-0.15,-0.11,0.95
19:59:11:504,-0.15,-0.11,0.95
19:59:11:506,-0.16,-0.10,0.95
19:59:11:511,-0.16,-0.10,0.94
19:59:11:517,-0.16,-0.11,0.94
19:59:11:522,-0.15,-0.11,0.95
19:59:11:528,-0.15,-0.11,0.95
19:59:11:529,-0.15,-0.11,0.96
19:59:11:534,-0.15,-0.11,0.95
19:59:11:539,-0.15,-0.11,0.95
19:59:11:544,-0.15,-0.11,0.95
19:59:11:550,-0.14,-0.11,0.95
19:59:11:554,-0.14,-0.11,0.95
19:59:11:559,-0.14,-0.10,0.96
19:59:11:568,-0.14,-0.10,0.96
19:59:11:570,-0.14,-0.10,0.96
19:59:11:575,-0.15,-0.10,0.96
19:59:11:608,-0.14,-0.10,0.97
19:59:11:609,-0.14,-0.09,0.96
19:59:11:610,-0.15,-0.10,0.96
19:59:11:611,-0.15,-0.10,0.96
19:59:11:612,-0.15,-0.11,0.96
19:59:11:612,-0.15,-0.11,0.96
19:59:11:613,-0.15,-0.12,0.96
19:59:11:618,-0.14,-0.11,0.96
19:59:11:623,-0.14,-0.11,0.96
19:59:11:624,-0.13,-0.10,0.97
19:59:11:628,-0.13,-0.10,0.96
19:59:11:635,-0.12,-0.10,0.95
19:59:11:638,-0.12,-0.10,0.96
19:59:11:643,-0.12,-0.09,0.96
19:59:11:652,-0.12,-0.09,0.96
19:59:11:653,-0.12,-0.09,0.96
19:59:11:658,-0.12,-0.09,0.95
19:59:11:663,-0.12,-0.09,0.95
19:59:11:669,-0.12,-0.09,0.96
19:59:11:674,-0.13,-0.09,0.95
19:59:11:678,-0.13,-0.09,0.95
19:59:11:705,-0.13,-0.09,0.94
19:59:11:706,-0.13,-0.09,0.94
19:59:11:707,-0.14,-0.10,0.93
19:59:11:708,-0.13,-0.09,0.94
19:59:11:709,-0.13,-0.10,0.93
