Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,
0.367347,,0.066629,,,,,,0.067427,,,,,,-0.026982,,,,,,0.044221,,,,,,-0.010373,,,,,,0.045486,,,,,,0.000000,,,,,,0.065979,,,,,,-0.027388,,,,,
0.387755,,0.067520,,,,,,0.071509,,,,,,-0.041298,,,,,,0.030724,,,,,,0.004800,,,,,,0.023056,,,,,,0.000000,,,,,,0.065973,,,,,,-0.025402,,,,,
0.408163,,0.068106,,,,,,0.078267,,,,,,-0.064542,,,,,,0.005030,,,,,,0.037523,,,,,,-0.016392,,,,,,0.000000,,,,,,0.066024,,,,,,-0.023218,,,,,
0.428571,,0.067811,,,,,,0.077999,,,,,,-0.060783,,,,,,-0.003406,,,,,,0.058439,,,,,,0.016825,,,,,,0.000000,,,,,,0.065977,,,,,,-0.027004,,,,,
0.448980,,0.067117,,,,,,0.078031,,,,,,-0.063348,,,,,,-0.006106,,,,,,0.072971,,,,,,0.021187,,,,,,0.000000,,,,,,0.065979,,,,,,-0.028022,,,,,
0.469388,,0.064885,,,,,,0.078215,,,,,,-0.063428,,,,,,-0.008902,,,,,,0.082588,,,,,,0.025860,,,,,,0.000000,,,,,,0.065967,,,,,,-0.025439,,,,,
0.489796,,0.062419,,,,,,0.076874,,,,,,-0.064853,,,,,,-0.013626,,,,,,0.087075,,,,,,0.034582,,,,,,0.000000,,,,,,0.066214,,,,,,-0.026086,,,,,
0.530612,,0.060553,,,,,,0.076207,,,,,,-0.064270,,,,,,-0.017482,,,,,,0.101607,,,,,,0.041125,,,,,,0.000000,,,,,,0.066203,,,,,,-0.023523,,,,,
0.551020,,0.056839,,,,,,0.071903,,,,,,-0.061432,,,,,,-0.023364,,,,,,0.106522,,,,,,0.052028,,,,,,0.000000,,,,,,0.066808,,,,,,-0.023972,,,,,
0.571429,,0.056828,,,,,,0.070340,,,,,,-0.060150,,,,,,-0.029148,,,,,,0.115925,,,,,,0.061686,,,,,,0.000000,,,,,,0.066835,,,,,,-0.021912,,,,,
0.591837,,0.058355,,,,,,0.069343,,,,,,-0.059853,,,,,,-0.041875,,,,,,0.121268,,,,,,0.053274,,,,,,0.000000,,,,,,0.066868,,,,,,-0.022279,,,,,
0.612245,,0.058490,,,,,,0.068190,,,,,,-0.063924,,,,,,-0.045840,,,,,,0.117581,,,,,,0.035128,,,,,,0.000000,,,,,,0.067069,,,,,,-0.021032,,,,,
0.632653,,0.050293,,,,,,0.057218,,,,,,-0.062495,,,,,,-0.038982,,,,,,0.076177,,,,,,0.041748,,,,,,0.000000,,,,,,0.046084,,,,,,-0.007411,,,,,
0.653061,,0.040442,,,,,,0.045773,,,,,,-0.052208,,,,,,-0.036668,,,,,,0.063141,,,,,,0.038632,,,,,,0.000000,,,,,,0.035632,,,,,,-0.003212,,,,,
0.673469,,0.032184,,,,,,0.035824,,,,,,-0.043033,,,,,,-0.033776,,,,,,0.049250,,,,,,0.035517,,,,,,0.000000,,,,,,0.024949,,,,,,0.002092,,,,,
0.693878,,0.020932,,,,,,0.025115,,,,,,-0.034068,,,,,,-0.029823,,,,,,0.034932,,,,,,0.032090,,,,,,0.000000,,,,,,0.014502,,,,,,0.006851,,,,,
0.734694,,0.012519,,,,,,0.017824,,,,,,-0.027562,,,,,,-0.025677,,,,,,0.019118,,,,,,0.028663,,,,,,0.000000,,,,,,0.003462,,,,,,0.013237,,,,,
0.755102,,0.000676,,,,,,0.007618,,,,,,-0.020871,,,,,,-0.021339,,,,,,0.000312,,,,,,0.026483,,,,,,0.000000,,,,,,-0.007013,,,,,,0.018400,,,,,
0.775510,,-0.010666,,,,,,-0.002824,,,,,,-0.013998,,,,,,-0.011119,,,,,,-0.015929,,,,,,0.043305,,,,,,0.000000,,,,,,-0.017464,,,,,,0.022611,,,,,
0.795918,,-0.021237,,,,,,-0.013973,,,,,,-0.006057,,,,,,-0.005720,,,,,,-0.030033,,,,,,0.036452,,,,,,0.000000,,,,,,-0.027944,,,,,,0.027717,,,,,
0.816327,,-0.033459,,,,,,-0.025076,,,,,,0.007787,,,,,,-0.006901,,,,,,-0.021859,,,,,,0.029170,,,,,,0.000000,,,,,,-0.027958,,,,,,0.025015,,,,,
0.836735,,-0.032225,,,,,,-0.025358,,,,,,0.003739,,,,,,-0.007841,,,,,,-0.028324,,,,,,0.036452,,,,,,0.000000,,,,,,-0.027939,,,,,,0.025140,,,,,
0.857143,,-0.031552,,,,,,-0.025610,,,,,,0.001375,,,,,,-0.006877,,,,,,-0.025332,,,,,,0.035517,,,,,,0.000000,,,,,,-0.027920,,,,,,0.025875,,,,,
0.877551,,-0.030411,,,,,,-0.025820,,,,,,0.000718,,,,,,-0.006009,,,,,,-0.023408,,,,,,0.032713,,,,,,0.000000,,,,,,-0.027903,,,,,,0.025107,,,,,
0.897959,,-0.029864,,,,,,-0.025991,,,,,,-0.001774,,,,,,-0.005238,,,,,,-0.021271,,,,,,0.029910,,,,,,0.000000,,,,,,-0.027905,,,,,,0.027633,,,,,
0.938776,,-0.028419,,,,,,-0.026159,,,,,,-0.001836,,,,,,-0.004178,,,,,,-0.015288,,,,,,0.025860,,,,,,0.000000,,,,,,-0.027880,,,,,,0.025577,,,,,
0.959184,,-0.027944,,,,,,-0.026144,,,,,,-0.003145,,,,,,-0.003117,,,,,,-0.008449,,,,,,0.021187,,,,,,0.000000,,,,,,-0.027897,,,,,,0.026336,,,,,
0.979592,,-0.027648,,,,,,-0.026322,,,,,,-0.003839,,,,,,-0.002924,,,,,,-0.007595,,,,,,0.023056,,,,,,0.000000,,,,,,-0.027879,,,,,,0.027052,,,,,
1.000000,,-0.027426,,,,,,-0.026247,,,,,,-0.003454,,,,,,-0.001574,,,,,,-0.000970,,,,,,0.017760,,,,,,0.000000,,,,,,-0.027902,,,,,,0.026320,,,,,
0.000000,,,-0.025608,,,,,,-0.027130,,,,,,0.000234,,,,,,-0.000707,,,,,,0.001595,,,,,,0.010595,,,,,,0.000000,,,,,,-0.027787,,,,,,0.022149,,,,
0.044444,,,-0.023291,,,,,,-0.026672,,,,,,0.006732,,,,,,-0.000707,,,,,,0.001808,,,,,,0.010595,,,,,,0.000000,,,,,,-0.027769,,,,,,0.023668,,,,
0.066667,,,-0.025619,,,,,,-0.026938,,,,,,0.023022,,,,,,-0.000707,,,,,,0.002022,,,,,,0.010595,,,,,,0.000000,,,,,,-0.027804,,,,,,0.023567,,,,
0.088889,,,-0.025538,,,,,,-0.026429,,,,,,0.036169,,,,,,-0.000707,,,,,,0.002236,,,,,,0.010283,,,,,,0.000000,,,,,,-0.027811,,,,,,0.023003,,,,
0.111111,,,-0.024216,,,,,,-0.023065,,,,,,0.046423,,,,,,-0.000707,,,,,,0.002236,,,,,,0.009972,,,,,,0.000000,,,,,,-0.016698,,,,,,0.016189,,,,
0.133333,,,-0.024436,,,,,,-0.018716,,,,,,0.049648,,,,,,-0.000827,,,,,,0.002182,,,,,,0.009894,,,,,,0.000000,,,,,,-0.015333,,,,,,0.016304,,,,
0.155556,,,-0.021332,,,,,,-0.012011,,,,,,0.030331,,,,,,-0.000707,,,,,,0.001381,,,,,,0.009037,,,,,,0.000000,,,,,,-0.016745,,,,,,0.017635,,,,
0.177778,,,-0.012100,,,,,,-0.002719,,,,,,0.023941,,,,,,0.007392,,,,,,-0.004175,,,,,,-0.002490,,,,,,0.000000,,,,,,-0.006249,,,,,,0.009395,,,,
0.200000,,,-0.002933,,,,,,0.006135,,,,,,0.018443,,,,,,0.012309,,,,,,-0.008449,,,,,,-0.023050,,,,,,0.000000,,,,,,0.004333,,,,,,-0.001328,,,,
0.222222,,,0.004232,,,,,,0.015064,,,,,,0.008071,,,,,,0.022239,,,,,,-0.018921,,,,,,-0.027723,,,,,,0.000000,,,,,,0.014884,,,,,,-0.014447,,,,
0.266667,,,0.016070,,,,,,0.025554,,,,,,-0.014397,,,,,,0.032073,,,,,,-0.028324,,,,,,-0.032396,,,,,,0.000000,,,,,,0.025349,,,,,,-0.021806,,,,
0.288889,,,0.025821,,,,,,0.034567,,,,,,-0.033369,,,,,,0.041425,,,,,,-0.038154,,,,,,-0.040185,,,,,,0.000000,,,,,,0.035902,,,,,,-0.031360,,,,
0.311111,,,0.034536,,,,,,0.040829,,,,,,-0.051096,,,,,,0.050777,,,,,,-0.047771,,,,,,-0.048907,,,,,,0.000000,,,,,,0.035313,,,,,,-0.033147,,,,
0.333333,,,0.045354,,,,,,0.047351,,,,,,-0.058087,,,,,,0.059937,,,,,,-0.056319,,,,,,-0.057942,,,,,,0.000000,,,,,,0.045831,,,,,,-0.040884,,,,
0.355556,,,0.060924,,,,,,0.060199,,,,,,-0.052530,,,,,,0.077267,,,,,,-0.070183,,,,,,-0.076673,,,,,,0.000000,,,,,,0.066912,,,,,,-0.061308,,,,
0.377778,,,0.059288,,,,,,0.063498,,,,,,-0.052840,,,,,,0.077580,,,,,,-0.067859,,,,,,-0.077257,,,,,,0.000000,,,,,,0.066891,,,,,,-0.054761,,,,
0.400000,,,0.059327,,,,,,0.066034,,,,,,-0.054629,,,,,,0.072567,,,,,,-0.067217,,,,,,-0.061992,,,,,,0.000000,,,,,,0.066783,,,,,,-0.048490,,,,
0.422222,,,0.059781,,,,,,0.067897,,,,,,-0.056526,,,,,,0.062540,,,,,,-0.061447,,,,,,-0.055450,,,,,,0.000000,,,,,,0.066702,,,,,,-0.043398,,,,
0.444444,,,0.059931,,,,,,0.069213,,,,,,-0.056231,,,,,,0.051356,,,,,,-0.054609,,,,,,-0.051711,,,,,,0.000000,,,,,,0.066714,,,,,,-0.041418,,,,
0.488889,,,0.059603,,,,,,0.070991,,,,,,-0.055347,,,,,,0.040365,,,,,,-0.046916,,,,,,-0.044234,,,,,,0.000000,,,,,,0.066651,,,,,,-0.036614,,,,
0.511111,,,0.059208,,,,,,0.072538,,,,,,-0.050350,,,,,,0.029278,,,,,,-0.039009,,,,,,-0.036135,,,,,,0.000000,,,,,,0.066596,,,,,,-0.036529,,,,
0.533333,,,0.057246,,,,,,0.073951,,,,,,-0.044145,,,,,,0.018576,,,,,,-0.032811,,,,,,-0.028035,,,,,,0.000000,,,,,,0.066589,,,,,,-0.033884,,,,
0.555556,,,0.057010,,,,,,0.074461,,,,,,-0.044299,,,,,,0.008356,,,,,,-0.028965,,,,,,-0.019624,,,,,,0.000000,,,,,,0.066548,,,,,,-0.028756,,,,
0.577778,,,0.058939,,,,,,0.074814,,,,,,-0.042824,,,,,,-0.011131,,,,,,-0.024744,,,,,,-0.000620,,,,,,0.000000,,,,,,0.066486,,,,,,-0.032851,,,,
0.600000,,,0.059006,,,,,,0.074929,,,,,,-0.044605,,,,,,-0.010734,,,,,,-0.030033,,,,,,-0.002490,,,,,,0.000000,,,,,,0.066470,,,,,,-0.033279,,,,
0.622222,,,0.056973,,,,,,0.073356,,,,,,-0.041820,,,,,,-0.022978,,,,,,-0.016143,,,,,,-0.011212,,,,,,0.000000,,,,,,0.066578,,,,,,-0.035070,,,,
0.644444,,,0.052800,,,,,,0.069976,,,,,,-0.036574,,,,,,-0.034451,,,,,,-0.004816,,,,,,-0.017131,,,,,,0.000000,,,,,,0.067019,,,,,,-0.037442,,,,
0.666667,,,0.050772,,,,,,0.063654,,,,,,-0.025180,,,,,,-0.046213,,,,,,0.006510,,,,,,-0.024297,,,,,,0.000000,,,,,,0.067683,,,,,,-0.041752,,,,
0.711111,,,0.042659,,,,,,0.055010,,,,,,-0.011635,,,,,,-0.053444,,,,,,0.015058,,,,,,-0.033331,,,,,,0.000000,,,,,,0.057082,,,,,,-0.039150,,,,
0.733333,,,0.040745,,,,,,0.047326,,,,,,-0.007522,,,,,,-0.058072,,,,,,0.027453,,,,,,-0.035512,,,,,,0.000000,,,,,,0.046541,,,,,,-0.039143,,,,
0.755556,,,0.037462,,,,,,0.039840,,,,,,-0.006108,,,,,,-0.069256,,,,,,0.043694,,,,,,-0.044234,,,,,,0.000000,,,,,,0.036098,,,,,,-0.037268,,,,
0.777778,,,0.034294,,,,,,0.037834,,,,,,0.000862,,,,,,-0.081404,,,,,,0.061645,,,,,,-0.058253,,,,,,0.000000,,,,,,0.036211,,,,,,-0.035141,,,,
0.800000,,,0.027509,,,,,,0.030198,,,,,,0.019619,,,,,,-0.104736,,,,,,0.094742,,,,,,-0.080177,,,,,,0.000000,,,,,,0.032667,,,,,,-0.038915,,,,
0.822222,,,0.020851,,,,,,0.022428,,,,,,0.026557,,,,,,-0.109074,,,,,,0.095410,,,,,,-0.097506,,,,,,0.000000,,,,,,0.015410,,,,,,-0.025948,,,,
0.844444,,,0.015964,,,,,,0.014409,,,,,,0.028850,,,,,,-0.096733,,,,,,0.087075,,,,,,-0.090652,,,,,,0.000000,,,,,,0.004538,,,,,,-0.018889,,,,
0.866667,,,0.008761,,,,,,0.009366,,,,,,0.023298,,,,,,-0.083814,,,,,,0.079168,,,,,,-0.083487,,,,,,0.000000,,,,,,-0.006582,,,,,,-0.009900,,,,
0.888889,,,0.006992,,,,,,0.006971,,,,,,0.012599,,,,,,-0.074655,,,,,,0.072971,,,,,,-0.072895,,,,,,0.000000,,,,,,-0.006462,,,,,,-0.004016,,,,
0.933333,,,0.000384,,,,,,0.003334,,,,,,0.011423,,,,,,-0.068677,,,,,,0.061004,,,,,,-0.068845,,,,,,0.000000,,,,,,-0.006384,,,,,,-0.000222,,,,
0.955556,,,-0.005073,,,,,,-0.000408,,,,,,0.012532,,,,,,-0.056240,,,,,,0.045404,,,,,,-0.058876,,,,,,0.000000,,,,,,-0.006436,,,,,,0.001229,,,,
0.977778,,,-0.011370,,,,,,-0.009432,,,,,,0.013056,,,,,,-0.043225,,,,,,0.033436,,,,,,-0.043611,,,,,,0.000000,,,,,,-0.017038,,,,,,0.007743,,,,
1.000000,,,-0.017276,,,,,,-0.018367,,,,,,0.009841,,,,,,-0.030016,,,,,,0.020400,,,,,,-0.026789,,,,,,0.000000,,,,,,-0.027713,,,,,,0.015306,,,,
0.000000,,,,-0.022565,,,,,,-0.026746,,,,,,0.004474,,,,,,0.001414,,,,,,0.008006,,,,,,0.007168,,,,,,0.000000,,,,,,-0.027730,,,,,,0.012647,,,
0.020833,,,,-0.020030,,,,,,-0.025531,,,,,,0.022419,,,,,,0.018865,,,,,,-0.014006,,,,,,0.014956,,,,,,0.000000,,,,,,-0.027834,,,,,,0.005188,,,
0.041667,,,,-0.017761,,,,,,-0.024081,,,,,,0.039080,,,,,,0.030434,,,,,,-0.031102,,,,,,0.022121,,,,,,0.000000,,,,,,-0.027973,,,,,,-0.001571,,,
0.062500,,,,-0.012842,,,,,,-0.019669,,,,,,0.056486,,,,,,0.043064,,,,,,-0.046275,,,,,,0.030221,,,,,,0.000000,,,,,,-0.017223,,,,,,-0.014952,,,
0.104167,,,,-0.010683,,,,,,-0.018034,,,,,,0.070429,,,,,,0.058394,,,,,,-0.062089,,,,,,0.040813,,,,,,0.000000,,,,,,-0.017343,,,,,,-0.019305,,,
0.125000,,,,-0.004024,,,,,,-0.012032,,,,,,0.084698,,,,,,0.066396,,,,,,-0.073415,,,,,,0.023367,,,,,,0.000000,,,,,,-0.006888,,,,,,-0.028050,,,
0.145833,,,,0.003376,,,,,,-0.005603,,,,,,0.098995,,,,,,0.072085,,,,,,-0.069782,,,,,,0.005922,,,,,,0.000000,,,,,,0.003502,,,,,,-0.037619,,,
0.166667,,,,0.005636,,,,,,-0.004515,,,,,,0.116069,,,,,,0.087993,,,,,,-0.087519,,,,,,0.015891,,,,,,0.000000,,,,,,0.003393,,,,,,-0.043826,,,
0.187500,,,,0.013251,,,,,,0.001155,,,,,,0.145134,,,,,,0.117181,,,,,,-0.121150,,,,,,0.027768,,,,,,0.000000,,,,,,0.007066,,,,,,-0.058504,,,
0.208333,,,,0.020869,,,,,,0.010632,,,,,,0.136939,,,,,,0.121351,,,,,,-0.128550,,,,,,0.033336,,,,,,0.000000,,,,,,0.024202,,,,,,-0.056231,,,
0.229167,,,,0.029141,,,,,,0.020293,,,,,,0.114716,,,,,,0.106986,,,,,,-0.114659,,,,,,0.018071,,,,,,0.000000,,,,,,0.034800,,,,,,-0.055968,,,
0.250000,,,,0.033219,,,,,,0.026565,,,,,,0.095841,,,,,,0.094452,,,,,,-0.098418,,,,,,0.005922,,,,,,0.000000,,,,,,0.034513,,,,,,-0.050388,,,
0.270833,,,,0.038434,,,,,,0.035383,,,,,,0.081345,,,,,,0.076327,,,,,,-0.086023,,,,,,-0.012770,,,,,,0.000000,,,,,,0.045113,,,,,,-0.051203,,,
0.312500,,,,0.039559,,,,,,0.039675,,,,,,0.069178,,,,,,0.065721,,,,,,-0.078116,,,,,,-0.004670,,,,,,0.000000,,,,,,0.045139,,,,,,-0.050961,,,
0.333333,,,,0.040109,,,,,,0.043675,,,,,,0.057090,,,,,,0.059647,,,,,,-0.082177,,,,,,0.010283,,,,,,0.000000,,,,,,0.045201,,,,,,-0.051371,,,
0.354167,,,,0.045651,,,,,,0.053238,,,,,,0.039472,,,,,,0.043739,,,,,,-0.064012,,,,,,-0.000620,,,,,,0.000000,,,,,,0.055799,,,,,,-0.049278,,,
0.375000,,,,0.051450,,,,,,0.061652,,,,,,0.024851,,,,,,0.027928,,,,,,-0.043710,,,,,,-0.009032,,,,,,0.000000,,,,,,0.066476,,,,,,-0.050174,,,
0.395833,,,,0.055878,,,,,,0.069916,,,,,,-0.003376,,,,,,-0.005600,,,,,,0.000259,,,,,,-0.026205,,,,,,0.000000,,,,,,0.066524,,,,,,-0.052230,,,
0.416667,,,,0.057524,,,,,,0.069973,,,,,,-0.006015,,,,,,-0.005045,,,,,,0.008006,,,,,,-0.013705,,,,,,0.000000,,,,,,0.066547,,,,,,-0.051478,,,
0.437500,,,,0.058080,,,,,,0.070166,,,,,,-0.009092,,,,,,-0.004756,,,,,,0.005655,,,,,,-0.008409,,,,,,0.000000,,,,,,0.066543,,,,,,-0.052151,,,
0.458333,,,,0.059164,,,,,,0.070464,,,,,,-0.014793,,,,,,-0.001285,,,,,,0.007578,,,,,,0.000626,,,,,,0.000000,,,,,,0.066552,,,,,,-0.051788,,,
