time,x,y,z
19:46:35:33,0.04,0.09,-0.10
19:46:35:38,0.04,0.05,-0.07
19:46:35:44,0.03,0.00,-0.05
19:46:35:49,0.02,-0.04,-0.02
19:46:35:53,0.01,-0.06,0.01
19:46:35:59,-0.00,-0.08,0.02
19:46:35:64,-0.01,-0.08,0.03
19:46:35:68,-0.02,-0.08,0.03
19:46:35:74,-0.03,-0.08,0.03
19:46:35:78,-0.03,-0.07,0.03
19:46:35:84,-0.02,-0.05,0.02
19:46:35:88,-0.02,-0.04,0.02
19:46:35:93,-0.01,-0.02,0.02
19:46:35:129,0.00,-0.01,0.02
19:46:35:131,0.01,0.00,0.02
19:46:35:131,0.02,0.01,0.02
19:46:35:133,0.02,0.02,0.03
19:46:35:135,0.02,0.02,0.03
19:46:35:136,0.01,0.02,0.04
19:46:35:137,0.01,0.01,0.05
19:46:35:138,0.00,-0.00,0.06
19:46:35:139,0.00,-0.01,0.06
19:46:35:145,-0.00,-0.01,0.05
19:46:35:149,-0.01,-0.01,0.04
19:46:35:153,-0.01,-0.02,0.02
19:46:35:158,-0.01,-0.02,0.01
19:46:35:166,-0.02,-0.02,0.00
19:46:35:168,-0.02,-0.02,-0.00
19:46:35:173,-0.02,-0.02,-0.01
19:46:35:178,-0.02,-0.02,-0.01
19:46:35:184,-0.02,-0.02,-0.01
19:46:35:188,-0.02,-0.02,-0.01
19:46:35:193,-0.02,-0.02,-0.01
19:46:35:230,-0.02,-0.02,-0.01
19:46:35:231,-0.02,-0.02,-0.01
19:46:35:232,-0.02,-0.02,-0.01
19:46:35:232,-0.02,-0.02,-0.01
19:46:35:233,-0.02,-0.01,-0.01
19:46:35:234,-0.02,-0.01,-0.01
19:46:35:235,-0.02,-0.00,-0.00
19:46:35:235,-0.01,-0.00,-0.00
19:46:35:238,-0.01,0.00,0.00
19:46:35:244,-0.01,0.00,0.00
19:46:35:249,-0.01,0.01,0.00
19:46:35:254,-0.00,0.01,0.01
19:46:35:258,-0.00,0.01,0.01
19:46:35:264,-0.00,0.01,0.01
19:46:35:268,-0.00,0.01,0.01
19:46:35:273,-0.00,0.01,0.00
19:46:35:278,-0.01,0.01,-0.00
19:46:35:315,-0.01,0.01,-0.01
19:46:35:316,-0.01,0.01,-0.01
19:46:35:317,-0.02,0.01,-0.01
19:46:35:318,-0.02,0.01,-0.01
19:46:35:318,-0.02,0.01,-0.01
19:46:35:319,-0.02,0.01,-0.01
19:46:35:320,-0.02,0.01,-0.01
19:46:35:320,-0.02,0.01,-0.01
19:46:35:324,-0.01,0.01,-0.01
19:46:35:328,-0.01,0.01,-0.01
19:46:35:333,-0.01,0.01,-0.01
19:46:35:338,-0.00,0.01,-0.01
19:46:35:344,0.00,0.01,-0.01
19:46:35:349,0.00,0.01,-0.01
19:46:35:353,0.01,0.01,-0.01
19:46:35:358,0.01,0.01,-0.01
19:46:35:364,0.01,0.01,-0.01
19:46:35:369,0.01,0.01,-0.00
19:46:35:373,0.01,0.01,-0.00
19:46:35:378,0.01,0.02,-0.00
19:46:35:384,0.01,0.02,-0.00
19:46:35:388,0.00,0.02,0.00
19:46:35:394,-0.00,0.02,0.01
19:46:35:398,-0.00,0.02,0.01
19:46:35:438,-0.01,0.02,0.01
19:46:35:439,-0.01,0.03,0.01
19:46:35:440,-0.01,0.03,0.01
19:46:35:441,-0.01,0.03,0.01
19:46:35:442,-0.01,0.03,0.01
19:46:35:442,-0.01,0.03,0.00
19:46:35:443,-0.01,0.03,-0.00
19:46:35:444,-0.01,0.03,-0.00
19:46:35:445,-0.01,0.03,-0.00
19:46:35:448,-0.01,0.02,-0.00
19:46:35:454,-0.01,0.02,-0.00
19:46:35:458,-0.01,0.01,-0.00
19:46:35:464,-0.01,0.01,-0.00
19:46:35:472,-0.02,0.01,-0.00
19:46:35:475,-0.02,0.00,0.00
19:46:35:478,-0.02,0.01,0.00
19:46:35:484,-0.02,0.01,-0.00
19:46:35:488,-0.02,0.01,-0.01
19:46:35:493,-0.02,0.01,-0.01
19:46:35:498,-0.02,0.02,-0.01
19:46:35:539,-0.02,0.02,-0.01
19:46:35:541,-0.02,0.02,-0.01
19:46:35:542,-0.01,0.02,-0.01
19:46:35:544,-0.01,0.02,-0.01
19:46:35:545,-0.01,0.02,-0.01
19:46:35:546,-0.01,0.02,-0.01
19:46:35:547,-0.01,0.02,-0.01
19:46:35:549,-0.01,0.01,-0.01
19:46:35:550,-0.02,0.01,-0.01
19:46:35:551,-0.02,0.01,-0.00
19:46:35:554,-0.02,0.01,-0.00
19:46:35:558,-0.02,0.00,-0.01
19:46:35:564,-0.02,-0.00,-0.01
19:46:35:568,-0.02,0.00,-0.01
19:46:35:574,-0.02,0.01,-0.01
19:46:35:579,-0.02,0.01,-0.01
19:46:35:584,-0.02,0.01,-0.01
19:46:35:588,-0.01,0.00,-0.01
19:46:35:594,-0.01,0.01,-0.01
19:46:35:598,-0.01,0.01,-0.00
19:46:35:604,-0.00,0.01,-0.00
19:46:35:654,-0.00,0.01,0.00
19:46:35:656,-0.01,0.01,0.00
19:46:35:657,-0.01,0.01,-0.00
19:46:35:658,-0.01,0.01,0.00
19:46:35:659,-0.01,0.01,0.00
19:46:35:661,-0.01,0.01,0.00
19:46:35:662,-0.01,0.01,0.00
19:46:35:663,-0.01,0.01,0.01
19:46:35:664,-0.01,0.01,0.01
19:46:35:665,-0.01,0.01,0.01
19:46:35:665,-0.01,0.01,0.00
19:46:35:666,-0.01,0.01,0.00
19:46:35:669,0.06,0.10,-0.00
19:46:35:675,0.18,0.25,-0.09
19:46:35:678,0.14,0.23,-0.22
19:46:35:684,0.01,0.14,-0.28
19:46:35:688,-0.06,0.07,-0.25
19:46:35:737,-0.06,0.05,-0.15
19:46:35:739,-0.04,0.04,-0.03
19:46:35:739,-0.05,-0.01,0.08
19:46:35:740,-0.09,-0.09,0.15
19:46:35:741,-0.12,-0.17,0.18
19:46:35:742,-0.12,-0.22,0.20
19:46:35:743,-0.10,-0.25,0.22
19:46:35:744,-0.06,-0.24,0.21
19:46:35:745,-0.04,-0.19,0.14
19:46:35:745,-0.02,-0.15,0.12
19:46:35:746,-0.01,-0.11,0.08
19:46:35:749,0.00,-0.05,0.03
19:46:35:753,0.02,-0.04,0.01
19:46:35:760,0.02,0.01,-0.04
19:46:35:764,0.03,0.03,-0.04
19:46:35:768,0.03,0.04,-0.04
19:46:35:775,0.02,0.04,-0.04
19:46:35:784,0.01,0.03,-0.05
19:46:35:785,0.01,0.02,-0.04
19:46:35:793,0.02,-0.00,-0.02
19:46:35:794,0.01,-0.03,0.01
19:46:35:798,0.01,-0.05,0.03
19:46:35:804,0.01,-0.06,0.03
19:46:35:808,0.01,-0.06,0.03
19:46:35:850,0.01,-0.05,0.03
19:46:35:852,0.01,-0.04,0.04
19:46:35:853,0.01,-0.03,0.04
19:46:35:854,0.01,-0.03,0.04
19:46:35:855,0.01,-0.02,0.02
19:46:35:856,0.00,-0.01,0.01
19:46:35:857,0.00,0.01,-0.01
19:46:35:858,0.00,0.02,-0.03
19:46:35:859,0.00,0.03,-0.03
19:46:35:859,-0.00,0.03,-0.04
19:46:35:868,-0.01,0.03,-0.04
19:46:35:869,-0.01,0.02,-0.04
19:46:35:873,-0.01,0.01,-0.04
19:46:35:879,-0.02,0.01,-0.04
19:46:35:884,-0.02,0.00,-0.04
19:46:35:888,-0.02,0.00,-0.04
19:46:35:893,-0.02,0.00,-0.05
19:46:35:932,-0.02,0.00,-0.05
19:46:35:934,-0.02,0.00,-0.06
19:46:35:935,-0.02,0.01,-0.06
19:46:35:935,-0.02,0.01,-0.06
19:46:35:936,-0.02,0.01,-0.06
