time,x,y,z
19:46:37:668,-0.10,-0.45,0.86
19:46:37:673,-0.10,-0.45,0.86
19:46:37:683,-0.11,-0.46,0.86
19:46:37:684,-0.11,-0.47,0.87
19:46:37:688,-0.12,-0.47,0.87
19:46:37:693,-0.13,-0.47,0.88
19:46:37:699,-0.13,-0.48,0.87
19:46:37:703,-0.14,-0.48,0.86
19:46:37:709,-0.14,-0.48,0.85
19:46:37:714,-0.15,-0.48,0.85
19:46:37:718,-0.14,-0.48,0.83
19:46:37:723,-0.14,-0.47,0.85
19:46:37:731,-0.14,-0.47,0.85
19:46:37:733,-0.13,-0.47,0.84
19:46:37:738,-0.12,-0.47,0.85
19:46:37:743,-0.12,-0.46,0.85
19:46:37:770,-0.12,-0.46,0.86
19:46:37:771,-0.12,-0.46,0.86
19:46:37:772,-0.12,-0.46,0.87
19:46:37:774,-0.12,-0.46,0.86
19:46:37:775,-0.11,-0.46,0.86
19:46:37:775,-0.12,-0.46,0.86
19:46:37:778,-0.12,-0.46,0.85
19:46:37:784,-0.11,-0.47,0.86
19:46:37:788,-0.12,-0.47,0.86
19:46:37:794,-0.12,-0.48,0.84
19:46:37:800,-0.11,-0.48,0.84
19:46:37:803,-0.12,-0.49,0.84
19:46:37:808,-0.12,-0.49,0.84
19:46:37:819,-0.11,-0.48,0.84
19:46:37:821,-0.11,-0.48,0.84
19:46:37:824,-0.10,-0.48,0.83
19:46:37:828,-0.09,-0.47,0.83
19:46:37:855,-0.09,-0.47,0.82
19:46:37:856,-0.09,-0.47,0.84
19:46:37:857,-0.09,-0.47,0.83
19:46:37:857,-0.09,-0.47,0.84
19:46:37:859,-0.10,-0.47,0.84
19:46:37:860,-0.10,-0.48,0.85
19:46:37:868,-0.10,-0.48,0.85
19:46:37:870,-0.10,-0.47,0.86
19:46:37:873,-0.10,-0.47,0.85
19:46:37:879,-0.11,-0.46,0.86
19:46:37:884,-0.10,-0.46,0.86
19:46:37:889,-0.11,-0.46,0.86
19:46:37:893,-0.11,-0.46,0.86
19:46:37:901,-0.11,-0.46,0.86
