time,magx,magy,magz,gyrx,gyry,gyrz,accx,accy,accz
36.7,3.87,-27.37,323.97,0,0,0,-0.04,-0.02,0.92
36.8,3.19,-27.37,324.97,0,0,0,-0.04,-0.03,0.92
36.9,3.14,-27.22,325.97,0,0,0,-0.03,-0.02,0.93
37,2.85,-26.35,326.97,0,0,0,-0.03,-0.03,0.93
37.1,3.06,-26.28,327.97,0,0,0,-0.04,-0.03,0.93
37.2,3.36,-26.17,328.97,0,0,0,-0.03,-0.02,0.93
37.3,3.94,-26.29,329.97,0,0,0,-0.04,-0.02,0.92
37.4,4.21,-26.35,330.97,0,0,0,-0.04,-0.02,0.92
37.5,4.53,-26.67,331.97,0,0,0,-0.04,-0.02,0.92
37.6,4.46,-26.66,332.97,0,0,0,-0.04,-0.02,0.92
37.7,3.53,-26.35,333.97,0,0,0,-0.04,-0.02,0.92
37.8,4.02,-26.22,334.97,0,0,0,-0.03,-0.02,0.93
37.9,4.9,-26,335.97,0,0,0,-0.04,-0.03,0.93
38,3.72,-25.47,336.97,0,0,0,-0.03,-0.02,0.93
38.1,3.02,-25.15,337.97,0,0,0,-0.04,-0.02,0.92
38.2,2.56,-26.82,338.97,0,0,0,-0.04,-0.02,0.93
38.3,2.55,-27.02,339.97,0,0,0,-0.04,-0.02,0.93
38.4,3.53,-26.69,340.97,0,0,0,-0.04,-0.02,0.92
38.5,3.79,-26.74,341.97,0,0,0,-0.04,-0.02,0.91
38.6,4.39,-26.86,342.97,0,0,0,-0.04,-0.02,0.92
38.7,4.29,-26.76,343.97,0,0,0,-0.04,-0.02,0.92
38.8,4.21,-26.69,344.97,0,0,0,-0.04,-0.02,0.93
38.9,4.5,-26.69,345.97,0,0,0,-0.04,-0.02,0.93
39,4.56,-26.69,346.97,0,0,0,-0.04,-0.02,0.93
39.1,4.73,-27.89,347.97,0,0,0,-0.04,-0.02,0.93
39.2,4.42,-27.58,348.97,0,0,0,-0.04,-0.02,0.93
39.3,3.53,-26.69,349.97,0,0,0,-0.04,-0.02,0.92
39.4,3.09,-26.42,350.97,0,0,0,-0.04,-0.02,0.92
39.5,2.67,-26.17,351.97,0,0,0,-0.04,-0.02,0.91
39.6,2.14,-27.24,352.97,0,0,0,-0.03,-0.02,0.92
39.7,1.99,-27.54,353.97,0,0,0,-0.04,-0.02,0.92
39.8,4.21,-27.03,354.97,0,0,0,-0.04,-0.03,0.92
39.9,4.04,-27,355.97,0,0,0,-0.04,-0.02,0.93
40,3.36,-26.86,356.97,0,0,0,-0.04,-0.02,0.93
40.1,3.44,-26.46,357.97,0,0,0,-0.04,-0.02,0.93
40.2,3.53,-26,358.97,0,0,0,-0.04,-0.02,0.93
40.3,3.9,-25.38,359.97,0,0,0,-0.03,-0.02,0.92
40.4,4.04,-25.15,360.97,0,0,0,-0.03,-0.02,0.92
40.5,3.7,-25.83,361.97,0,0,0,-0.04,-0.02,0.92
40.6,3.57,-25.81,362.97,0,0,0,-0.03,-0.03,0.92
40.7,2.85,-25.66,363.97,0,0,0,-0.04,-0.02,0.92
40.8,3.06,-25.87,364.97,0,0,0,-0.04,-0.02,0.92
40.9,3.36,-26.17,365.97,0,0,0,-0.03,-0.02,0.92
41,3.59,-25.94,366.97,0,0,0,-0.04,-0.02,0.92
41.1,3.7,-25.83,367.97,0,0,0,-0.04,-0.02,0.93
41.2,4.02,-25.83,368.97,0,0,0,-0.04,-0.02,0.93
41.3,4.01,-26.1,369.97,0,0,0,-0.04,-0.02,0.92
41.4,3.7,-28.57,370.97,0,0,0,-0.04,-0.02,0.92
41.5,3.64,-28.02,371.97,0,0,0,-0.04,-0.02,0.93
41.6,3.53,-27.03,372.97,0,0,0,-0.03,-0.02,0.92
41.7,3.42,-26.5,373.97,0,0,0,-0.04,-0.02,0.92
41.8,3.36,-26.17,374.97,0,0,0,-0.04,-0.02,0.92
41.9,3.81,-26.02,375.97,0,0,0,-0.04,-0.02,0.93
42,3.88,-25.98,376.97,0,0,0,-0.04,-0.02,0.92
42.1,4.04,-25.49,377.97,0,0,0,-0.04,-0.02,0.93
42.2,3.31,-25.6,378.97,0,0,0,-0.04,-0.02,0.93
42.3,1.65,-25.83,379.97,0,0,0,-0.03,-0.02,0.92
42.4,2.91,-26.13,380.97,0,0,0,-0.03,-0.02,0.93
42.5,3.87,-26.35,381.97,0,0,0,-0.04,-0.02,0.93
42.6,3.02,-26.92,382.97,0,0,0,-0.04,-0.02,0.92
42.7,2.85,-27.03,383.97,0,0,0,-0.04,-0.02,0.92
42.8,3.36,-26.17,384.97,0,0,0,-0.04,-0.02,0.93
42.9,3.49,-26.31,385.97,0,0,0,-0.03,-0.02,0.92
43,3.87,-26.69,386.97,0,0,0,-0.04,-0.02,0.92
43.1,3.25,-26.6,387.97,0,0,0,-0.03,-0.02,0.93
43.2,2.67,-26.52,388.97,0,0,0,-0.03,-0.02,0.92
43.3,3.21,-26.25,389.97,0,0,0,-0.04,-0.02,0.92
43.4,3.36,-26.17,390.97,0,0,0,-0.03,-0.02,0.93
43.5,4.9,-27.03,391.97,0,0,0,-0.04,-0.02,0.92
43.6,4.9,-26.9,392.97,0,0,0,-0.04,-0.02,0.93
43.7,4.9,-26.35,393.97,0,0,0,-0.04,-0.02,0.93
43.8,3.87,-26.11,394.97,0,0,0,-0.03,-0.02,0.92
43.9,2.67,-25.83,395.97,0,0,0,-0.04,-0.02,0.92
44,3.67,-25.59,396.97,0,0,0,-0.04,-0.02,0.92
44.1,4.04,-25.49,397.97,0.01,0,0,-0.04,-0.03,0.93
44.2,3.2,-28.03,398.97,0,0,0,-0.03,-0.02,0.93
44.3,3.19,-27.81,399.97,0,0,0,-0.03,-0.02,0.92
44.4,3.19,-26.35,400.97,0,0,0,-0.04,-0.02,0.92
44.5,3.33,-26.91,401.97,0,0,0,-0.04,-0.03,0.93
44.6,3.53,-27.71,402.97,0,0,0,-0.04,-0.02,0.92
44.7,3.88,-25.99,403.97,0,0,0,-0.04,-0.02,0.93
44.8,4.04,-25.15,404.97,0,0,0,-0.03,-0.02,0.92
44.9,3.72,-25.79,405.97,0,0,0,-0.03,-0.02,0.93
45,3.73,-26.03,406.97,0,0,0,-0.03,-0.02,0.93
45.1,4.04,-27.89,407.97,0,0,0,-0.04,-0.02,0.93
45.2,3.8,-27.52,408.97,0.01,0,0,-0.04,-0.02,0.92
45.3,3.36,-26.86,409.97,0,0,0,-0.04,-0.03,0.93
45.4,3.36,-26.65,410.97,0,0,0,-0.03,-0.02,0.92
45.5,3.36,-26.52,411.97,0,0,0,-0.04,-0.02,0.92
45.6,3.51,-26.97,412.97,0,0,0,-0.04,-0.02,0.92
45.7,3.59,-27.05,413.97,0,0,0,-0.03,-0.02,0.92
45.8,5.07,-27.54,414.97,0,0,0,-0.04,-0.02,0.92
45.9,5.12,-27.08,415.97,0,0,0,-0.04,-0.02,0.92
46,5.24,-26,416.97,0,0,0,-0.04,-0.02,0.92
46.1,3.97,-26.88,417.97,0,0,0,-0.04,-0.02,0.92
46.2,3.02,-27.54,418.97,0,0,0,-0.04,-0.03,0.92
46.3,2.45,-25.83,419.97,0,0,0,-0.04,-0.02,0.93
46.4,2.33,-25.49,420.97,0,0,0,-0.04,-0.03,0.92
46.5,3.87,-26.35,421.97,0,0,0,-0.04,-0.02,0.92
46.6,3.83,-26.13,422.97,0,0,0,-0.04,-0.02,0.92
46.7,3.7,-25.49,423.97,0,0,0,-0.04,-0.02,0.92
46.8,3.88,-26.37,424.97,0,0,0,-0.04,-0.02,0.93
46.9,4.04,-27.2,425.97,0,0,0,-0.04,-0.02,0.92
47,3.91,-27.07,426.97,0,0,0,-0.04,-0.02,0.92
47.1,3.87,-27.03,427.97,0,0,0,-0.03,-0.02,0.93
47.2,3.19,-26.35,428.97,0,0,0,-0.04,-0.02,0.93
47.3,3.22,-26.45,429.97,0,0,0,-0.04,-0.02,0.93
47.4,3.36,-26.86,430.97,0,0,0,-0.04,-0.03,0.93
47.5,3.76,-26.31,431.97,0,0,0,-0.04,-0.02,0.92
47.6,4.21,-25.66,432.97,0,0,0,-0.04,-0.02,0.92
47.7,3.47,-26.41,433.97,0,0,0,-0.04,-0.02,0.91
47.8,3.19,-26.69,434.97,0,0,0,-0.04,-0.02,0.92
47.9,3.36,-26.18,435.97,0,0,0,-0.04,-0.02,0.92
48,3.36,-26.17,436.97,0,0,0,-0.04,-0.02,0.93
48.1,3.36,-26.17,437.97,0,0,0,-0.03,-0.02,0.92
48.2,3.36,-26.04,438.97,0,0,0,-0.04,-0.02,0.93
48.3,3.36,-25.83,439.97,0,0,0,-0.04,-0.02,0.92
48.4,4.05,-26.75,440.97,0,0,0,-0.03,-0.02,0.92
48.5,4.39,-27.2,441.97,0,0,0,-0.04,-0.02,0.92
48.6,3.43,-26.24,442.97,0,0,0,-0.03,-0.02,0.92
48.7,3.38,-26.29,443.97,0,0,0,-0.03,-0.02,0.92
48.8,3.53,-27.37,444.97,0,0,0,-0.04,-0.02,0.92
48.9,3.29,-27.01,445.97,0,0,0,-0.04,-0.02,0.92
49,2.85,-26.35,446.97,0,0,0,-0.04,-0.02,0.93
49.1,2.53,-25.6,447.97,0,0,0,-0.04,-0.02,0.92
49.2,2.33,-25.15,448.97,0,0,0,-0.04,-0.02,0.93
49.3,3.69,-27.11,449.97,0,0,0,-0.04,-0.02,0.93
49.4,3.81,-27.33,450.97,0,0,0,-0.03,-0.02,0.92
49.5,2.16,-26.35,451.97,0,0,0,-0.04,-0.02,0.92
49.6,2.16,-26.24,452.97,0,0,0,-0.04,-0.02,0.92
49.7,2.16,-26,453.97,0,0,0,-0.04,-0.02,0.92
49.8,2.16,-26.59,454.97,0,0,0,-0.04,-0.02,0.92
49.9,2.16,-27.03,455.97,0,0,0,-0.04,-0.02,0.92
50,4.15,-26.46,456.97,0,0,0,-0.04,-0.02,0.92
50.1,4.56,-26.35,457.97,0,0,0,-0.04,-0.02,0.92
50.2,4.21,-27.03,458.97,0,0,0,-0.04,-0.02,0.93
50.3,4.09,-26.65,459.97,0,0,0,-0.04,-0.02,0.93
50.4,3.7,-25.49,460.97,0,0,0,-0.03,-0.03,1
50.5,3.61,-25.76,461.97,0,0,0,-0.03,-0.03,0.95
50.6,3.53,-26,462.97,0,0,0,-0.06,-0.03,0.87
50.7,2.6,-26.14,463.97,0,0,0,-0.05,-0.03,0.95
50.8,2.33,-26.17,464.97,0,0,0,-0.03,-0.02,1.02
50.9,3.02,-26.86,465.97,0,0,0,-0.03,-0.02,0.97
51,2.75,-26.66,466.97,0,0,0,-0.03,-0.01,0.92
51.1,1.65,-25.83,467.97,0,0,0,-0.02,0,0.88
51.2,2.75,-26.62,468.97,0,0,0,-0.03,0,0.81
51.3,4.04,-27.54,469.97,0,0,0,-0.04,0,0.76
51.4,4.66,-26.43,470.97,0,0,0,-0.02,0,0.78
51.5,4.9,-26,471.97,0,0,0,0,-0.01,0.81
51.6,3.72,-27.86,472.97,0,0,0,-0.07,-0.04,0.82
51.7,3.78,-27.52,473.97,0,0,0,-0.07,-0.02,0.98
51.8,4.21,-25.32,474.97,0,0,0,0.01,-0.01,1.2
51.9,4.35,-26.01,475.97,0,0,0,-0.05,-0.09,1.26
52,4.56,-27.03,476.97,0,0,0,-0.13,-0.08,1.05
52.1,3.52,-27.38,477.97,0,0,0,0.06,0,0.97
52.2,3.02,-27.54,478.97,0,0,0,-0.1,-0.07,0.88
52.3,2.7,-27.86,479.97,0,0,0,-0.04,0.01,0.78
52.4,2.8,-27.73,480.97,0,0,0,-0.01,0.03,0.75
52.5,4.04,-26.17,481.97,0,0,0,-0.04,0,0.84
52.6,3.62,-26.6,482.97,0,0,0,-0.01,-0.01,0.91
52.7,2.85,-27.37,483.97,0,0,0,-0.03,-0.03,0.89
52.8,2.53,-27.48,484.97,0,0,0,-0.05,-0.02,0.86
52.9,2.33,-27.54,485.97,0,0,0,-0.03,0,0.89
53,2.78,-26.19,486.97,0,0,0,-0.04,0,0.98
53.1,2.87,-26,487.97,0,0,0,-0.03,-0.02,1
53.2,3.53,-26,488.97,0,0,0,-0.04,-0.05,0.99
53.3,3.32,-25.69,489.97,0,0,0,-0.05,-0.07,0.99
53.4,2.85,-24.98,490.97,0,0,0,-0.05,-0.07,0.99
53.5,3.23,-25.56,491.97,0,0,0,-0.05,-0.04,0.95
53.6,3.53,-26,492.97,0,0,0,-0.04,0,0.9
53.7,2.82,-25.29,493.97,0,0,0,-0.03,0.01,0.9
53.8,2.67,-25.15,494.97,0,0,0,-0.02,0.01,0.91
53.9,3.53,-26.69,495.97,0,0,0,-0.01,-0.01,0.88
54,3.95,-26.6,496.97,0,0,0,-0.03,-0.02,0.85
54.1,5.24,-26.35,497.97,0,0,0,-0.04,-0.02,0.83
54.2,3.58,-26.79,498.97,0,0,0,-0.04,-0.01,0.84
54.3,1.99,-27.2,499.97,0,0,0,-0.04,-0.01,0.91
54.4,2.26,-27.47,500.97,0,0,0,-0.04,-0.03,1
54.5,2.33,-27.54,501.97,0,0,0,-0.04,-0.05,1.06
54.6,4.04,-25.49,502.97,0,0,0,-0.04,-0.06,1.05
54.7,3.91,-25.96,503.97,0,0,0,-0.05,-0.05,1
54.8,3.36,-27.89,504.97,0,0,0,-0.04,-0.03,0.94
54.9,2.96,-26.7,505.97,0,0,0,-0.04,0,0.87
55,2.5,-25.32,506.97,0,0,0,-0.03,0.01,0.84
55.1,2.87,-24.95,507.97,0,0,0,-0.02,0,0.83
55.2,3.02,-24.81,508.97,0,0,0,-0.03,-0.01,0.84
55.3,2.34,-27.17,509.97,0.01,0,0,-0.03,-0.02,0.86
55.4,2.51,-26.83,510.97,0,0,0,-0.04,-0.02,0.91
55.5,3.53,-24.64,511.97,0,0,0,-0.04,-0.02,0.96
55.6,3.74,-25.12,512.97,0,0,0,-0.04,-0.03,1.02
55.7,4.04,-25.83,513.97,0,0,0,-0.04,-0.04,1.02
55.8,3.58,-25.6,514.97,0,0,0,-0.04,-0.04,0.98
55.9,3.36,-25.49,515.97,0,0,0,-0.04,-0.04,0.94
56,3.04,-26.13,516.97,0,0,0,-0.04,-0.02,0.89
56.1,3.05,-26.24,517.97,0,0,0,-0.04,-0.01,0.86
56.2,3.36,-26.86,518.97,0,0,0,-0.04,-0.01,0.85
56.3,2.93,-26.8,519.97,0,0,0,-0.03,-0.01,0.87
56.4,2.16,-26.69,520.97,0,0,0,-0.03,-0.01,0.9
56.5,2.69,-26.16,521.97,0,0,0,-0.03,-0.02,0.93
56.6,3.02,-25.83,522.97,0,0,0,-0.04,-0.02,0.94
56.7,4.07,-27.79,523.97,0,0,0,-0.04,-0.03,0.96
56.8,4.15,-27.98,524.97,0,0,0,-0.04,-0.03,0.96
56.9,2.5,-26,525.97,-0.01,0,0,-0.04,-0.03,0.95
57,2.86,-25.95,526.97,0,0,0,-0.04,-0.03,0.94
57.1,3.7,-25.83,527.97,0,0,0,-0.04,-0.03,0.92
57.2,3.51,-26.03,528.97,0,0,0,-0.04,-0.02,0.91
57.3,3.36,-26.17,529.97,0,0,0,-0.04,-0.02,0.91
57.4,2.79,-25.61,530.97,0,0,0,-0.03,-0.01,0.9
57.5,2.67,-25.49,531.97,0,0,0,-0.04,-0.01,0.91
57.6,2.85,-27.03,532.97,0,0,0,-0.04,-0.01,0.91
57.7,2.89,-26.9,533.97,0,0,0,-0.04,-0.02,0.91
57.8,3.02,-26.52,534.97,0,0,0,-0.04,-0.03,0.92
57.9,3.19,-26.69,535.97,0,0,0,-0.04,-0.03,0.93
58,3.36,-26.86,536.97,0,0,0,-0.04,-0.02,0.94
58.1,4.02,-27.26,537.97,0,0,0,-0.04,-0.03,0.94
58.2,4.21,-27.37,538.97,0,0,0,-0.04,-0.03,0.95
58.3,4.21,-26.69,539.97,0,0,0,-0.04,-0.02,0.94
58.4,3.91,-26.92,540.97,0,0,0,-0.04,-0.02,0.92
58.5,2.67,-27.89,541.97,0,0,0,-0.03,-0.01,0.91
58.6,2.75,-27.65,542.97,0.01,0,0,-0.04,-0.02,0.9
58.7,2.85,-27.37,543.97,0,0,0,-0.04,-0.02,0.89
58.8,3.09,-26.39,544.97,0,0,0,-0.04,-0.02,0.9
58.9,3.19,-26,545.97,0,0,0,-0.04,-0.02,0.91
59,4.03,-26.17,546.97,0,0,0,-0.04,-0.03,0.93
59.1,4.19,-26.17,547.97,0,0,0,-0.04,-0.03,0.96
59.2,5.07,-26.17,548.97,0,0,0,-0.04,-0.03,0.96
59.3,4.23,-26.45,549.97,0,0,0,-0.04,-0.03,0.96
59.4,3.02,-26.86,550.97,0,0,0,-0.04,-0.02,0.94
59.5,1.98,-26.98,551.97,0,0,0,-0.03,-0.02,0.92
59.6,1.48,-27.03,552.97,0,0,0,-0.04,-0.02,0.9
59.7,3.23,-26.87,553.97,0,0,0,-0.03,-0.01,0.89
59.8,3.28,-26.81,554.97,0,0,0,-0.04,-0.01,0.9
59.9,2.5,-26.35,555.97,0,0,0,-0.04,-0.02,0.91
60,3.05,-26.53,556.97,0,0,0,-0.04,-0.03,0.92
60.1,4.04,-26.86,557.97,0,0,0,-0.04,-0.03,0.95
60.2,4.04,-26.44,558.97,0,0,0,-0.04,-0.03,0.95
60.3,4.04,-26.17,559.97,0,0,0,-0.04,-0.02,0.96
60.4,3.29,-26.03,560.97,0,0,0,-0.04,-0.03,0.94
60.5,3.19,-25.97,561.97,0,0,0,-0.03,-0.02,0.93
60.6,3.19,-24.98,562.97,0,0,0,-0.04,-0.02,0.9
60.7,3.19,-25.39,563.97,0,0,0,-0.04,-0.02,0.9
60.8,3.19,-26.35,564.97,0,0,0,-0.04,-0.02,0.89
60.9,2.99,-26.15,565.97,0,0,0,-0.04,-0.02,0.91
61,2.85,-26,566.97,0,0,0,-0.03,-0.02,0.92
61.1,2.56,-26,567.97,0,0,0,-0.04,-0.02,0.93
61.2,2.5,-26,568.97,0,0,0,-0.03,-0.02,0.94
61.3,3.7,-25.49,569.97,0,0,0,-0.04,-0.03,0.95
61.4,3.53,-25.66,570.97,0,0,0,-0.04,-0.03,0.94
61.5,3.02,-26.17,571.97,0,0,0,-0.04,-0.03,0.93
61.6,3.37,-26.35,572.97,0,0,0,-0.03,-0.02,0.93
61.7,3.7,-26.52,573.97,0,0,0,-0.04,-0.02,0.91
61.8,3.83,-26.39,574.97,0,0,0,-0.04,-0.02,0.91
61.9,3.87,-26.35,575.97,0,0,0,-0.03,-0.02,0.91
62,2.67,-26.52,576.97,0,0,0,-0.03,-0.02,0.91
62.1,2.71,-26.55,577.97,0,0,0,-0.03,-0.02,0.92
62.2,2.85,-26.69,578.97,0,0,0,-0.04,-0.02,0.92
62.3,3.4,-26.45,579.97,0,0,0,-0.03,-0.02,0.93
62.4,4.04,-26.17,580.97,0,0,0,-0.04,-0.02,0.93
62.5,2.81,-26.42,581.97,0,0,0,-0.04,-0.02,0.94
62.6,2.33,-26.52,582.97,0,0,0,-0.04,-0.02,0.93
62.7,3.84,-27.36,583.97,0,0,0,-0.04,-0.03,0.93
62.8,3.7,-27.2,584.97,0,0,0,-0.04,-0.02,0.92
62.9,2.67,-26.17,585.97,0,0,0,-0.03,-0.02,0.92
63,3.16,-26.38,586.97,0,0,0,-0.04,-0.02,0.92
63.1,3.87,-26.69,587.97,0,0,0,-0.04,-0.02,0.91
63.2,3.18,-26.69,588.97,0,0,0,-0.04,-0.02,0.92
63.3,2.85,-26.69,589.97,0,0,0,-0.04,-0.02,0.92
63.4,4.44,-26.37,590.97,0,0,0,-0.04,-0.02,0.92
63.5,4.51,-26.42,591.97,0,0,0,-0.04,-0.02,0.93
63.6,4.04,-27.2,592.97,0,0,0,-0.04,-0.02,0.93
63.7,3.8,-27.57,593.97,0,0,0,-0.04,-0.02,0.93
63.8,3.36,-28.23,594.97,0,0,0,-0.04,-0.02,0.93
63.9,4.2,-27.17,595.97,0,0,0,-0.04,-0.02,0.93
64,4.73,-26.52,596.97,0,0,0,-0.03,-0.02,0.93
64.1,3.22,-25.92,597.97,0,0,0,-0.03,-0.02,0.91
64.2,3.03,-25.85,598.97,0,0,0,-0.04,-0.02,0.91
64.3,3.53,-26.35,599.97,0,0,0,-0.04,-0.02,0.92
64.4,3.63,-26.24,600.97,0,0,0,-0.04,-0.02,0.92
64.5,3.87,-26,601.97,0,0,0,-0.04,-0.02,0.92
64.6,3.49,-26,602.97,0,0,0,-0.04,-0.03,0.93
64.7,3.19,-26,603.97,0,0,0,-0.04,-0.02,0.93
64.8,3.61,-26.43,604.97,0,0,0,-0.04,-0.02,0.93
64.9,3.7,-26.52,605.97,0,0,0,-0.04,-0.02,0.93
65,4.73,-26.17,606.97,0,0,0,-0.04,-0.02,0.93
65.1,4.52,-26.47,607.97,0,0,0,-0.04,-0.02,0.92
65.2,3.87,-27.37,608.97,0,0,0,-0.04,-0.02,0.91
65.3,3.26,-26.76,609.97,0,0,0,-0.03,-0.02,0.91
65.4,2.67,-26.17,610.97,0,0,0,-0.04,-0.02,0.92
65.5,3.47,-25.65,611.97,0,0,0,-0.03,-0.02,0.92
65.6,3.7,-25.49,612.97,0,0,0,-0.04,-0.02,0.93
65.7,4.04,-26.17,613.97,0,0,0,-0.03,-0.02,0.93
65.8,3.84,-26.17,614.97,0,0,0,-0.04,-0.02,0.93
65.9,3.02,-26.17,615.97,0,0,0,-0.04,-0.02,0.93
66,2.62,-26.41,616.97,0,0,0,-0.04,-0.02,0.92
66.1,2.16,-26.69,617.97,0,0,0,-0.03,-0.02,0.93
66.2,3.64,-26.19,618.97,0,0,0,-0.03,-0.02,0.91
66.3,4.21,-26,619.97,0,0,0,-0.04,-0.02,0.91
66.4,3.71,-26.17,620.97,0,0,0,-0.04,-0.02,0.92
66.5,3.73,-26.05,621.97,0,0,0,-0.04,-0.02,0.92
66.6,3.87,-25.32,622.97,0,0,0,-0.04,-0.02,0.92
66.7,3.45,-26.16,623.97,0,0,0,-0.04,-0.02,0.92
66.8,2.85,-27.37,624.97,0,0,0,-0.04,-0.02,0.93
66.9,3.07,-26.46,625.97,0,0,0,-0.03,-0.02,0.93
67,3.19,-26,626.97,0,0,0,-0.03,-0.02,0.93
67.1,4.15,-27.6,627.97,0,0,0,-0.04,-0.02,0.92
67.2,4.18,-27.68,628.97,0,0,0,-0.04,-0.02,0.92
67.3,3.87,-27.37,629.97,0,0,0,-0.04,-0.02,0.92
67.4,3.63,-26.77,630.97,0,0,0,-0.03,-0.02,0.92
67.5,3.19,-25.66,631.97,0,0,0,-0.03,-0.02,0.92
67.6,3.08,-26.82,632.97,0,0,0,-0.04,-0.02,0.93
67.7,3.02,-27.54,633.97,0,0,0,-0.04,-0.02,0.93
67.8,3.47,-26.79,634.97,0,0,0,-0.03,-0.02,0.92
67.9,3.56,-26.63,635.97,0,0,0,-0.04,-0.02,0.93
68,4.39,-25.15,636.97,0,0,0,-0.04,-0.02,0.93
68.1,4.28,-25.45,637.97,0,0,0,-0.04,-0.02,0.92
68.2,4.04,-26.17,638.97,0,0,0,-0.04,-0.03,0.93
68.3,3.85,-25.98,639.97,0,0,0,-0.03,-0.03,0.92
68.4,3.7,-25.83,640.97,0,0,0,-0.04,-0.02,0.92
68.5,2.57,-26.12,641.97,0,0,0,-0.04,-0.02,0.92
68.6,2.33,-26.17,642.97,0,0,0,-0.03,-0.02,0.92
68.7,2.67,-26.86,643.97,0.01,0,0,-0.04,-0.02,0.92
68.8,3.1,-26.86,644.97,0,0,0,-0.04,-0.02,0.92
68.9,4.39,-26.86,645.97,0,0,0,-0.04,-0.02,0.92
69,3.95,-26.95,646.97,0,0,0,-0.04,-0.02,0.92
69.1,3.53,-27.03,647.97,0,0,0,-0.04,-0.02,0.92
69.2,3.13,-27.69,648.97,0,0,0,-0.03,-0.02,0.93
69.3,3.02,-27.89,649.97,0,0,0,-0.04,-0.02,0.93
69.4,1.82,-24.98,650.97,0,0,0,-0.04,-0.02,0.93
69.5,1.95,-25.31,651.97,0,0,0,-0.03,-0.02,0.92
69.6,2.5,-26.69,652.97,0,0,0,-0.03,-0.02,0.92
69.7,3.05,-26.61,653.97,0,0,0,-0.03,-0.02,0.92
69.8,3.7,-26.52,654.97,0,0,0,-0.04,-0.02,0.92
69.9,3.21,-26.03,655.97,0,0,0,-0.04,-0.02,0.91
70,3.02,-25.83,656.97,0,0,0,-0.04,-0.02,0.92
70.1,3.02,-24.82,657.97,0,0,0,-0.03,-0.02,0.92
70.2,3.14,-25.12,658.97,0,0,0,-0.04,-0.02,0.92
70.3,3.87,-27.03,659.97,0,0,0,-0.04,-0.02,0.92
70.4,4.01,-26.62,660.97,0,0,0,-0.04,-0.02,0.93
70.5,4.21,-26,661.97,0,0,0,-0.04,-0.02,0.93
70.6,3.18,-27.03,662.97,0,0,0,-0.04,-0.02,0.92
70.7,2.67,-27.54,663.97,0,0,0,-0.04,-0.02,0.93
70.8,2.83,-27.38,664.97,0,0,0,-0.04,-0.02,0.93
70.9,2.92,-27.51,665.97,0,0,0,-0.03,-0.02,0.92
71,3.7,-28.91,666.97,0,0,0,-0.04,-0.02,0.93
71.1,3.22,-27.84,667.97,0,0,0,-0.04,-0.02,0.93
71.2,2.33,-25.83,668.97,0,0,0,-0.04,-0.02,0.92
71.3,2.54,-26.67,669.97,0,0,0,-0.03,-0.02,0.92
71.4,2.67,-27.2,670.97,0,0,0,-0.04,-0.02,0.93
71.5,2.52,-26.45,671.97,0,0,0,-0.03,-0.02,0.93
71.6,2.58,-26.36,672.97,0,0,0,-0.04,-0.02,0.92
71.7,4.9,-26.69,673.97,0,0,0,-0.04,-0.02,0.93
71.8,4.75,-26.54,674.97,0,0,0,-0.04,-0.02,0.92
71.9,4.39,-26.17,675.97,0,0,0,-0.04,-0.02,0.92
72,4.48,-27.04,676.97,0,0,0,-0.04,-0.02,0.92
72.1,4.56,-27.71,677.97,0,0,0,-0.04,-0.02,0.92
72.2,4.13,-26.45,678.97,0,0,0,-0.04,-0.02,0.92
72.3,4.04,-26.17,679.97,0,0,0,-0.04,-0.03,0.92
72.4,3.19,-28.4,680.97,0,0,0,-0.04,-0.02,0.92
72.5,3.31,-27.69,681.97,0,0,0,-0.04,-0.03,0.93
72.6,3.7,-25.49,682.97,0,0,0,-0.03,-0.02,0.92
72.7,2.66,-26.36,683.97,0,0,0,-0.04,-0.02,0.92
72.8,1.65,-27.2,684.97,0,0,0,-0.04,-0.02,0.93
72.9,3.23,-26.67,685.97,0,0,0,-0.04,-0.02,0.93
73,3.7,-26.52,686.97,0,0,0,-0.04,-0.02,0.92
73.1,4.39,-25.83,687.97,0,0,0,-0.04,-0.02,0.92
73.2,4.09,-26.07,688.97,0,0,0,-0.04,-0.02,0.92
73.3,2.85,-27.03,689.97,0,0,0,-0.04,-0.02,0.92
73.4,2.69,-26.56,690.97,0,0,0,-0.04,-0.03,0.91
73.5,2.5,-26,691.97,0,0,0,-0.04,-0.02,0.92
73.6,3.36,-25.88,692.97,0,0,0,-0.04,-0.02,0.92
73.7,3.7,-25.83,693.97,0,0,0,-0.04,-0.02,0.93
73.8,2.52,-26.67,694.97,0,0,0,-0.04,-0.02,0.93
73.9,2.53,-26.66,695.97,0,0,0,-0.04,-0.02,0.92
74,2.67,-26.52,696.97,0,0,0,-0.04,-0.02,0.92
74.1,2.67,-26.38,697.97,0,0,0,-0.04,-0.02,0.92
74.2,2.67,-26.17,698.97,0,0,0,-0.04,-0.02,0.92
74.3,3.36,-26.4,699.97,0,0,0,-0.04,-0.02,0.92
74.4,3.7,-26.52,700.97,0,0,0,-0.04,-0.03,0.93
74.5,3.22,-27,701.97,0,0,0,-0.04,-0.02,0.92
74.6,3.11,-26.99,702.97,0,0,0,-0.04,-0.02,0.94
74.7,2.33,-26.52,703.97,0,0,0,-0.04,-0.02,0.92
