time,magx,magy,magz,gyrx,gyry,gyrz,accx,accy,accz
112.5,3.46,-26.32,1081.97,0,0,0,-0.04,-0.03,1
112.6,3.7,-25.83,1082.97,0,0,0,-0.05,-0.06,1.04
112.7,4.27,-26.4,1083.97,0,0,0,-0.05,-0.07,1.07
112.8,4.73,-26.86,1084.97,0,0,0,-0.05,-0.06,1.05
112.9,3.89,-26.86,1085.97,0,0,0,-0.04,-0.04,0.96
113,3.7,-26.86,1086.97,0,0,0,-0.04,-0.01,0.89
113.1,1.99,-25.15,1087.97,0,0,0,-0.02,0,0.87
113.2,2.6,-25.35,1088.97,0,0,0,-0.02,0,0.87
113.3,4.56,-26,1089.97,0,0,0,-0.03,0,0.86
113.4,3.95,-26.78,1090.97,0,0,0,-0.03,-0.01,0.85
113.5,3.36,-27.54,1091.97,0,0,0,-0.03,-0.01,0.85
113.6,2.7,-27.67,1092.97,0,0,0,-0.03,-0.01,0.83
113.7,2.5,-27.71,1093.97,0,0,0,-0.03,-0.01,0.85
113.8,3.02,-25.83,1094.97,0,0,0,-0.04,-0.02,0.95
113.9,3.24,-25.99,1095.97,0,0,0,-0.04,-0.04,1.05
114,4.21,-26.69,1096.97,0,0,0,-0.05,-0.06,1.09
114.1,4.06,-27.15,1097.97,0,0,0,-0.06,-0.06,1.05
114.2,3.87,-27.71,1098.97,0,0,0,-0.05,-0.05,0.99
114.3,3.87,-26.74,1099.97,0,0,0,-0.04,-0.02,0.93
114.4,3.87,-26.35,1100.97,0,0,0,-0.03,-0.01,0.86
114.5,3.37,-27.18,1101.97,0,0,0,-0.02,0.01,0.83
114.6,3.13,-27.16,1102.97,0,0,0,-0.03,0,0.84
114.7,1.65,-26.86,1103.97,0,0,0,-0.03,-0.01,0.87
114.8,2.12,-26.66,1104.97,0,0,0,-0.03,-0.02,0.86
114.9,2.85,-26.35,1105.97,0,0,0,-0.03,-0.02,0.86
115,3.41,-26.91,1106.97,0,0,0,-0.04,-0.01,0.94
115.1,3.7,-27.2,1107.97,0,0,0,-0.03,-0.02,1
115.2,3.07,-26.89,1108.97,0,0,0,-0.04,-0.04,1.03
115.3,3.11,-26.79,1109.97,0,0,0,-0.05,-0.05,1
115.4,4.21,-26,1110.97,0,0,0,-0.04,-0.05,0.97
115.5,3.86,-26.6,1111.97,0,0,0,-0.04,-0.03,0.93
115.6,3.19,-27.71,1112.97,0,0,0,-0.04,-0.01,0.89
115.7,2.98,-27.71,1113.97,0,0,0,-0.03,0,0.86
115.8,2.85,-27.71,1114.97,0,0,0,-0.02,0,0.87
115.9,2.85,-26.82,1115.97,0,0,0,-0.03,0,0.88
116,2.87,-26.68,1116.97,0,0,0,-0.03,-0.02,0.89
116.1,3.53,-26.35,1117.97,0,0,0,-0.04,-0.02,0.91
116.2,3.63,-26.55,1118.97,0,0,0,-0.04,-0.02,0.94
116.3,3.87,-27.03,1119.97,0,0,0,-0.04,-0.03,0.98
116.4,4.16,-26.75,1120.97,0,0,0,-0.04,-0.03,0.98
116.5,4.39,-26.52,1121.97,0,0,0,-0.04,-0.04,0.96
116.6,4.1,-25.96,1122.97,0,0,0,-0.04,-0.04,0.95
116.7,4.04,-25.83,1123.97,0,0,0,-0.04,-0.03,0.93
116.8,2.5,-26.69,1124.97,0,0,0,-0.04,-0.01,0.89
116.9,2.59,-26.61,1125.97,0,0,0,-0.03,-0.01,0.89
117,2.85,-26.35,1126.97,0,0,0,-0.03,-0.01,0.87
117.1,3.28,-26.26,1127.97,0,0,0,-0.03,-0.01,0.88
117.2,3.7,-26.17,1128.97,0,0,0,-0.04,-0.02,0.9
117.3,3.44,-26.44,1129.97,0,0,0,-0.04,-0.02,0.91
117.4,3.36,-26.52,1130.97,0,0,0,-0.04,-0.03,0.95
117.5,1.82,-27.37,1131.97,0,0,0,-0.04,-0.03,0.96
117.6,2.17,-27.15,1132.97,0,0,0,-0.04,-0.03,0.97
117.7,3.7,-26.17,1133.97,0,0,0,-0.04,-0.03,0.96
117.8,3.86,-26.33,1134.97,0,0,0,-0.04,-0.03,0.94
117.9,4.04,-26.52,1135.97,0,0,0,-0.03,-0.02,0.91
118,2.82,-27.01,1136.97,0,0,0,-0.03,-0.01,0.89
118.1,2.33,-27.2,1137.97,0,0,0,-0.03,-0.01,0.88
118.2,3.67,-27.54,1138.97,0,0,0,-0.03,-0.01,0.87
118.3,3.72,-27.38,1139.97,0,0,0,-0.03,-0.02,0.89
118.4,3.87,-26.35,1140.97,0,0,0,-0.03,-0.02,0.91
118.5,3.6,-26.35,1141.97,0,0,0,-0.04,-0.02,0.94
118.6,3.19,-26.35,1142.97,0,0,0,-0.04,-0.03,0.96
118.7,3.98,-26.01,1143.97,0,0,0,-0.04,-0.03,0.97
118.8,4.39,-25.83,1144.97,0,0,0,-0.04,-0.03,0.96
118.9,2.96,-26.31,1145.97,0,0,0,-0.04,-0.03,0.94
119,2.89,-26.28,1146.97,0,0,0,-0.04,-0.02,0.92
119.1,3.36,-25.49,1147.97,0,0,0,-0.03,-0.02,0.9
119.2,3.12,-26.08,1148.97,0,0,0,-0.03,-0.01,0.89
119.3,2.67,-27.2,1149.97,0,0,0,-0.03,-0.01,0.89
119.4,2.57,-27.31,1150.97,0,0,0,-0.03,-0.01,0.9
119.5,2.5,-27.37,1151.97,0,0,0,-0.04,-0.02,0.92
119.6,2.95,-26.63,1152.97,0,0,0,-0.04,-0.03,0.94
119.7,3.03,-26.5,1153.97,0,0,0,-0.04,-0.03,0.95
119.8,3.53,-26,1154.97,0,0,0,-0.04,-0.03,0.95
119.9,3.48,-26.25,1155.97,0,0,0,-0.04,-0.03,0.95
120,3.36,-26.86,1156.97,0,0,0,-0.04,-0.03,0.93
120.1,3.45,-26.77,1157.97,0,0,0,-0.04,-0.02,0.92
120.2,3.53,-26.69,1158.97,0,0,0,-0.04,-0.02,0.91
120.3,3.81,-26.69,1159.97,0,0,0,-0.04,-0.01,0.9
120.4,3.87,-26.69,1160.97,0,0,0,-0.03,-0.02,0.9
120.5,2.67,-27.2,1161.97,0,0,0,-0.04,-0.02,0.91
120.6,2.71,-27.33,1162.97,0,0,0,-0.03,-0.02,0.92
120.7,2.85,-27.71,1163.97,0,0,0,-0.04,-0.02,0.93
120.8,3.28,-27.11,1164.97,0,0,0,-0.04,-0.03,0.94
120.9,3.7,-26.52,1165.97,0,0,0,-0.04,-0.03,0.94
121,3.44,-26.52,1166.97,0,0,0,-0.03,-0.03,0.94
121.1,3.36,-26.52,1167.97,0,0,0,-0.04,-0.03,0.92
121.2,2.85,-26,1168.97,0,0,0,-0.04,-0.02,0.92
121.3,2.94,-26.04,1169.97,0,0,0,-0.03,-0.02,0.91
121.4,3.36,-26.17,1170.97,0,0,0,-0.04,-0.02,0.91
121.5,3.51,-26.17,1171.97,0,0,0,-0.03,-0.02,0.91
121.6,3.7,-26.17,1172.97,0,0,0,-0.04,-0.02,0.91
121.7,3.7,-26.91,1173.97,0,0,0,-0.03,-0.02,0.92
121.8,3.7,-27.2,1174.97,0,0,0,-0.04,-0.03,0.92
121.9,3.87,-26.37,1175.97,0,0,0,-0.03,-0.03,0.93
122,3.71,-26.41,1176.97,0,0,0,-0.04,-0.03,0.93
122.1,2.67,-26.86,1177.97,0,0,0,-0.04,-0.03,0.94
122.2,2.94,-26.72,1178.97,0,0,0,-0.04,-0.02,0.93
122.3,3.36,-26.52,1179.97,0,0,0,-0.04,-0.02,0.93
122.4,3.92,-27.53,1180.97,0,0,0,-0.04,-0.02,0.92
122.5,4.21,-28.06,1181.97,0,0,0,-0.03,-0.02,0.91
122.6,2.48,-25.38,1182.97,0,0,0,-0.03,-0.02,0.92
122.7,2.44,-25.2,1183.97,0,0,0,-0.03,-0.02,0.92
122.8,3.7,-25.83,1184.97,0,0,0,-0.03,-0.02,0.92
122.9,3.35,-26.3,1185.97,0,0,0,-0.03,-0.02,0.92
123,2.67,-27.2,1186.97,0,0,0,-0.04,-0.02,0.93
123.1,3.92,-27.2,1187.97,0,0,0,-0.04,-0.03,0.93
123.2,4.73,-27.2,1188.97,0,0,0,-0.04,-0.03,0.93
123.3,3.39,-26.46,1189.97,0,0,0,-0.04,-0.02,0.93
123.4,3.21,-26.35,1190.97,0,0,0,-0.03,-0.03,0.92
123.5,4.04,-26.52,1191.97,0,0,0,-0.04,-0.02,0.92
123.6,4.04,-26.22,1192.97,0,0,0,-0.04,-0.02,0.92
123.7,4.04,-25.49,1193.97,0,0,0,-0.03,-0.02,0.92
123.8,3,-25.21,1194.97,0,0,0,-0.04,-0.02,0.91
123.9,2.16,-24.98,1195.97,0,0,0,-0.04,-0.02,0.91
124,3.14,-26.52,1196.97,0,0,0,-0.03,-0.02,0.92
124.1,3.36,-26.86,1197.97,0,0,0,-0.04,-0.02,0.93
124.2,2.85,-26.35,1198.97,0,0,0,-0.04,-0.02,0.93
124.3,2.76,-26.27,1199.97,0,0,0,-0.04,-0.03,0.94
124.4,2.5,-26,1200.97,0,0,0,-0.04,-0.02,0.94
124.5,3.1,-26.77,1201.97,0,0,0,-0.04,-0.02,0.93
124.6,3.7,-27.54,1202.97,0,0,0,-0.04,-0.02,0.93
124.7,3.7,-25.98,1203.97,0,0,0,-0.04,-0.02,0.91
124.8,3.7,-25.49,1204.97,0,0,0,-0.04,-0.02,0.91
124.9,3.02,-26.17,1205.97,-0.01,0,0,-0.03,-0.02,0.92
125,2.89,-26.49,1206.97,0,0,0,-0.04,-0.02,0.92
125.1,2.33,-27.89,1207.97,0,0,0,-0.03,-0.02,0.92
125.2,2.94,-26.82,1208.97,0,0,0,-0.04,-0.02,0.92
125.3,3.7,-25.49,1209.97,0,0,0,-0.04,-0.03,0.93
125.4,4.06,-26.83,1210.97,0,0,0,-0.04,-0.02,0.93
125.5,4.21,-27.37,1211.97,0,0,0,-0.03,-0.02,0.93
125.6,3.71,-27.21,1212.97,0,0,0,-0.04,-0.02,0.93
125.7,3.45,-27.09,1213.97,0,0,0,-0.04,-0.02,0.92
125.8,1.82,-26.35,1214.97,0,0,0,-0.04,-0.02,0.92
125.9,2.76,-26.35,1215.97,0,0,0,-0.03,-0.02,0.92
126,4.21,-26.35,1216.97,0,0,0,-0.04,-0.02,0.92
126.1,4.21,-26.57,1217.97,0,0,0,-0.03,-0.02,0.92
126.2,4.21,-26.69,1218.97,0,0,0,-0.03,-0.02,0.92
126.3,4.69,-26.22,1219.97,0,0,0,-0.04,-0.02,0.92
126.4,4.61,-26.16,1220.97,0,0,0,-0.04,-0.02,0.93
126.5,3.19,-26,1221.97,0,0,0,-0.04,-0.02,0.92
126.6,3.07,-26.35,1222.97,0,0,0,-0.04,-0.02,0.93
126.7,2.85,-27.03,1223.97,0,0,0,-0.04,-0.03,0.93
126.8,2.85,-28.06,1224.97,0,0,0,-0.04,-0.02,0.93
126.9,2.85,-28.74,1225.97,0,0,0,-0.03,-0.02,0.92
127,3.29,-26.52,1226.97,0,0,0,-0.04,-0.02,0.91
127.1,3.36,-26.19,1227.97,0,0,0,-0.03,-0.02,0.92
127.2,3.19,-26.69,1228.97,0,0,0,-0.04,-0.02,0.91
127.3,3.19,-26.49,1229.97,0,0,0,-0.04,-0.02,0.91
127.4,3.19,-26,1230.97,0,0,0,-0.03,-0.02,0.92
127.5,3.47,-26.29,1231.97,0,0,0,-0.03,-0.02,0.92
127.6,3.7,-26.52,1232.97,0,0,0,-0.04,-0.02,0.93
127.7,4.4,-26.66,1233.97,0,0,0,-0.04,-0.02,0.94
127.8,4.56,-26.69,1234.97,0,0,0,-0.04,-0.02,0.93
127.9,3.19,-26,1235.97,0,0,0,-0.04,-0.02,0.92
128,3.11,-26,1236.97,0,0,0,-0.03,-0.02,0.92
128.1,2.85,-26,1237.97,0,0,0,-0.04,-0.02,0.92
128.2,2.85,-26,1238.97,0,0,0,-0.03,-0.02,0.93
128.3,2.85,-26,1239.97,0,0,0,-0.04,-0.02,0.92
128.4,4.67,-27.31,1240.97,0,0,0,-0.04,-0.02,0.92
128.5,5.24,-27.71,1241.97,0,0,0,-0.04,-0.02,0.93
128.6,2.67,-27.2,1242.97,0,0,0,-0.04,-0.02,0.93
128.7,2.89,-27.11,1243.97,0,0,0,-0.03,-0.03,0.92
128.8,3.87,-26.69,1244.97,0,0,0,-0.04,-0.02,0.93
128.9,3.95,-26.77,1245.97,0,0,0,-0.03,-0.02,0.92
129,4.04,-26.86,1246.97,0,0,0,-0.04,-0.02,0.92
129.1,3.8,-26.86,1247.97,0,0,0,-0.04,-0.02,0.92
129.2,3.7,-26.86,1248.97,0,0,0,-0.04,-0.02,0.92
129.3,3.2,-26.36,1249.97,0,0,0,-0.04,-0.02,0.92
129.4,3.19,-26.3,1250.97,0,0,0,-0.04,-0.02,0.92
129.5,3.19,-26,1251.97,0,0,0,-0.04,-0.02,0.92
129.6,3.32,-26.41,1252.97,0,0,0,-0.04,-0.02,0.92
129.7,3.53,-27.03,1253.97,0,0,0,-0.04,-0.02,0.92
129.8,3.53,-27.03,1254.97,0,0,0,-0.04,-0.02,0.93
129.9,3.53,-27.03,1255.97,0,0,0,-0.04,-0.02,0.93
130,3.22,-26.72,1256.97,0,0,0,-0.04,-0.02,0.93
130.1,3.15,-26.65,1257.97,0,0,0,-0.03,-0.02,0.92
130.2,2.67,-26.17,1258.97,0,0,0,-0.04,-0.02,0.92
130.3,2.5,-26.35,1259.97,0,0,0,-0.03,-0.02,0.92
130.4,2.16,-26.69,1260.97,0,0,0,-0.04,-0.02,0.91
130.5,2.57,-26.9,1261.97,0,0,0,-0.04,-0.02,0.93
130.6,2.85,-27.03,1262.97,0,0,0,-0.03,-0.02,0.92
130.7,3.59,-28.07,1263.97,0,0,0,-0.03,-0.02,0.92
130.8,3.69,-28.2,1264.97,0,0,0,-0.04,-0.02,0.92
130.9,3.36,-26.52,1265.97,0,0,0,-0.03,-0.02,0.92
131,3.36,-26.61,1266.97,0,0,0,-0.04,-0.02,0.92
131.1,3.36,-26.86,1267.97,0.01,0,0,-0.04,-0.02,0.93
131.2,3.45,-26.2,1268.97,0,0,0,-0.04,-0.03,0.92
131.3,3.53,-25.66,1269.97,0,0,0,-0.03,-0.03,0.92
131.4,4.5,-26.08,1270.97,0,0,0,-0.04,-0.02,0.92
131.5,4.73,-26.17,1271.97,0,0,0,-0.04,-0.02,0.92
131.6,3.53,-27.03,1272.97,0,0,0,-0.03,-0.04,1.01
131.7,3.45,-27.11,1273.97,0,0,0,-0.04,-0.03,0.92
131.8,3.19,-27.37,1274.97,0,0,0,-0.06,-0.02,0.88
131.9,3.61,-26.78,1275.97,0,0,0,-0.05,-0.03,0.99
132,4.04,-26.17,1276.97,0,0,0,-0.03,-0.03,1.05
132.1,3.52,-26.43,1277.97,0,0,0,-0.02,-0.01,0.96
132.2,3.36,-26.52,1278.97,0,0,0,-0.02,0,0.84
132.3,3.19,-27.71,1279.97,0,0,0,-0.02,0.01,0.78
132.4,3.22,-27.68,1280.97,0,0,0,-0.04,0.01,0.77
132.5,3.36,-27.54,1281.97,0,0,0,-0.04,0.01,0.78
132.6,3.74,-26.87,1282.97,0,0,0,-0.01,0,0.78
132.7,4.21,-26,1283.97,0,0,0,-0.03,-0.03,0.82
132.8,3.85,-25.88,1284.97,0,0,0,-0.07,-0.05,1.01
132.9,3.7,-25.83,1285.97,0,0,0,-0.06,-0.04,1.19
133,2.87,-27.33,1286.97,0,0,0,0.02,-0.03,1.26
133.1,2.97,-27.25,1287.97,0,0,0,-0.06,-0.09,1.18
133.2,3.87,-26.35,1288.97,0,0,0,-0.14,-0.08,0.92
133.3,3.87,-25.81,1289.97,0,0,0,0.11,0.04,0.87
133.4,3.87,-24.98,1290.97,0,0,0,-0.14,-0.04,0.82
133.5,3.98,-25.76,1291.97,0,0,0,-0.03,0.02,0.75
133.6,4.04,-26.17,1292.97,0,0,0,0.02,0.04,0.8
133.7,3.42,-26.49,1293.97,0,0,0,-0.04,-0.01,0.88
133.8,3.38,-26.54,1294.97,0,0,0,-0.03,-0.03,0.87
133.9,3.7,-26.86,1295.97,0,0,0,-0.05,-0.02,0.85
134,3.93,-26.98,1296.97,0,0,0,-0.04,0,0.89
134.1,4.39,-27.2,1297.97,0,0,0,-0.01,0.01,0.96
134.2,3.56,-27.2,1298.97,0,0,0,-0.03,-0.02,1
134.3,3.02,-27.2,1299.97,0,0,0,-0.04,-0.05,1.01
134.4,3.46,-26.17,1300.97,0,0,0,-0.06,-0.07,1.03
134.5,3.52,-26.01,1301.97,0,0,0,-0.06,-0.07,1.02
134.6,3.02,-26.17,1302.97,0,0,0,-0.02,0.01,0.89
134.7,2.87,-26.22,1303.97,0,0,0,-0.01,0,0.91
134.8,2.5,-26.35,1304.97,0,0,0,-0.02,-0.01,0.89
134.9,2.97,-26.25,1305.97,0,0,0,-0.03,-0.02,0.86
135,3.36,-26.17,1306.97,0,0,0,-0.05,-0.01,0.84
135.1,3.78,-26.04,1307.97,0,0,0,-0.05,-0.01,0.82
135.2,3.87,-26,1308.97,0,0,0,-0.03,0,0.81
135.3,1.99,-27.89,1309.97,0,0,0,-0.03,-0.01,0.92
135.4,2.07,-27.81,1310.97,0,0,0,-0.03,-0.04,1.03
135.5,2.33,-27.54,1311.97,0,0,0,-0.04,-0.06,1.09
135.6,3.35,-27.54,1312.97,0,0,0,-0.06,-0.06,1.06
135.7,4.39,-27.54,1313.97,0,0,0,-0.06,-0.05,1.01
135.8,4,-26.38,1314.97,0,0,0,-0.05,-0.02,0.95
135.9,3.87,-26,1315.97,0,0,0,-0.03,-0.01,0.88
136,3.7,-26.52,1316.97,0,0,0,-0.02,0,0.83
136.1,3.61,-26.55,1317.97,0,0,0,-0.02,0,0.82
136.2,3.19,-26.69,1318.97,0,0,0,-0.03,-0.01,0.84
136.3,3.26,-27.22,1319.97,0,0,0,-0.04,-0.02,0.85
136.4,3.36,-27.89,1320.97,0,0,0,-0.04,-0.01,0.87
136.5,3.48,-27.28,1321.97,0,0,0,-0.04,-0.02,0.93
136.6,3.53,-27.03,1322.97,0,0,0,-0.04,-0.02,1.02
136.7,4.52,-26.04,1323.97,0,0,0,-0.03,-0.04,1.05
136.8,4.43,-26.18,1324.97,0,0,0,-0.04,-0.05,1.01
136.9,3.53,-27.37,1325.97,0,0,0,-0.05,-0.05,0.96
137,3.2,-27.17,1326.97,0,0,0,-0.05,-0.03,0.92
137.1,2.67,-26.86,1327.97,0,0,0,-0.04,-0.02,0.88
137.2,2.79,-26.52,1328.97,0,0,0,-0.03,0,0.84
137.3,2.85,-26.35,1329.97,0,0,0,-0.02,0,0.86
137.4,3.63,-26.19,1330.97,0,0,0,-0.02,-0.01,0.89
137.5,3.75,-26.17,1331.97,0,0,0,-0.03,-0.01,0.9
137.6,4.39,-26.17,1332.97,0,0,0,-0.04,-0.02,0.93
137.7,3.69,-26.41,1333.97,0,0,0,-0.04,-0.02,0.95
137.8,2.33,-26.86,1334.97,0,0,0,-0.04,-0.02,0.97
137.9,2.54,-26.86,1335.97,0,0,0,-0.04,-0.03,0.97
138,2.67,-26.86,1336.97,0,0,0,-0.04,-0.04,0.96
138.1,3.42,-26.12,1337.97,0,0,0,-0.04,-0.03,0.93
138.2,3.54,-25.99,1338.97,0,0,0,-0.04,-0.03,0.92
138.3,3.87,-25.32,1339.97,0,0,0,-0.04,-0.02,0.91
138.4,4.02,-25.96,1340.97,0,0,0,-0.03,-0.01,0.89
138.5,4.39,-27.54,1341.97,0,0,0,-0.03,-0.01,0.91
138.6,3.82,-26.6,1342.97,0,0,0,-0.03,-0.01,0.9
138.7,3.36,-25.83,1343.97,0,0,0,-0.03,-0.02,0.9
138.8,2.94,-27.37,1344.97,0,0,0,-0.04,-0.03,0.91
138.9,2.85,-27.71,1345.97,0,0,0,-0.04,-0.03,0.93
139,2.85,-26.69,1346.97,0,0,0,-0.04,-0.03,0.95
139.1,2.85,-26.45,1347.97,0,0,0,-0.04,-0.03,0.95
139.2,2.85,-25.66,1348.97,0,0,0,-0.04,-0.04,0.96
139.3,2.33,-26.69,1349.97,0,0,0,-0.04,-0.03,0.94
139.4,1.82,-27.71,1350.97,0,0,0,-0.03,-0.02,0.93
139.5,2.34,-26.67,1351.97,0,0,0,-0.04,-0.01,0.91
139.6,2.5,-26.35,1352.97,0,0,0,-0.04,-0.01,0.89
139.7,2.16,-26.35,1353.97,0,0,0,-0.03,-0.01,0.88
139.8,2.29,-26.35,1354.97,0,0,0,-0.03,-0.02,0.89
139.9,2.85,-26.35,1355.97,0,0,0,-0.03,-0.02,0.9
140,3.23,-26.42,1356.97,0,0,0,-0.03,-0.03,0.93
140.1,3.7,-26.52,1357.97,0,0,0,-0.04,-0.03,0.95
140.2,2.61,-26.4,1358.97,0,0,0,-0.04,-0.03,0.96
140.3,2.16,-26.35,1359.97,0,0,0,-0.04,-0.03,0.96
140.4,3.83,-27.01,1360.97,0,0,0,-0.04,-0.02,0.94
140.5,3.92,-26.94,1361.97,0,0,0,-0.03,-0.02,0.93
140.6,4.21,-26.35,1362.97,0,0,0,-0.03,-0.02,0.9
140.7,4.48,-25.94,1363.97,0,0,0,-0.03,-0.01,0.89
140.8,4.9,-25.32,1364.97,0,0,0,-0.03,-0.02,0.89
140.9,3.66,-26.56,1365.97,0,0,0,-0.03,-0.02,0.9
141,3.02,-27.2,1366.97,0,0,0,-0.04,-0.03,0.91
141.1,4.12,-26.41,1367.97,0,0,0,-0.03,-0.02,0.93
141.2,4.17,-26.39,1368.97,0,0,0,-0.04,-0.03,0.95
141.3,3.7,-26.86,1369.97,0,0,0,-0.04,-0.03,0.95
141.4,3.35,-26.86,1370.97,0,0,0,-0.04,-0.03,0.95
141.5,2.67,-26.86,1371.97,0,0,0,-0.04,-0.03,0.93
141.6,3.4,-26.76,1372.97,0,0,0,-0.04,-0.02,0.92
141.7,3.87,-26.69,1373.97,0,0,0,-0.03,-0.01,0.91
141.8,4.02,-26.84,1374.97,0,0,0,-0.03,-0.01,0.9
141.9,4.03,-26.87,1375.97,0,0,0,-0.03,-0.01,0.9
142,3.7,-27.2,1376.97,0,0,0,-0.04,-0.02,0.91
142.1,3.65,-26.86,1377.97,0,0,0,-0.03,-0.02,0.92
142.2,3.53,-26,1378.97,0,0,0,-0.04,-0.03,0.93
142.3,3.34,-26.57,1379.97,0,0,0,-0.04,-0.03,0.94
142.4,3.19,-27.03,1380.97,0,0,0,-0.04,-0.02,0.94
142.5,2.77,-26.89,1381.97,0,0,0,-0.04,-0.03,0.94
142.6,2.67,-26.86,1382.97,0,0,0,-0.04,-0.03,0.93
142.7,4.9,-24.98,1383.97,0,0,0,-0.04,-0.02,0.93
142.8,4.33,-25.38,1384.97,0,0,0,-0.04,-0.02,0.92
142.9,2.5,-26.69,1385.97,0,0,0,-0.03,-0.02,0.91
143,2.42,-26.95,1386.97,0,0,0,-0.03,-0.02,0.91
143.1,2.33,-27.2,1387.97,0,0,0,-0.03,-0.02,0.91
143.2,3.12,-26.15,1388.97,0,0,0,-0.03,-0.02,0.92
143.3,3.36,-25.83,1389.97,0,0,0,-0.03,-0.03,0.92
143.4,1.99,-26.52,1390.97,0,0,0,-0.04,-0.02,0.93
143.5,2.09,-26.55,1391.97,0,0,0,-0.04,-0.03,0.93
143.6,2.5,-26.69,1392.97,0,0,0,-0.04,-0.03,0.93
143.7,2.35,-26.23,1393.97,0,0,0,-0.04,-0.03,0.94
143.8,2.16,-25.66,1394.97,0,0,0,-0.04,-0.02,0.93
143.9,1.79,-25.3,1395.97,0,0,0,-0.04,-0.02,0.92
144,1.65,-25.15,1396.97,0,0,0,-0.04,-0.02,0.92
144.1,3.65,-26.15,1397.97,0,0,0,-0.03,-0.02,0.91
144.2,3.66,-26.17,1398.97,0,0,0,-0.03,-0.02,0.91
144.3,3.36,-26.17,1399.97,0,0,0,-0.03,-0.02,0.92
144.4,2.95,-25.63,1400.97,0,0,0,-0.04,-0.02,0.91
144.5,2.33,-24.81,1401.97,0,0,0,-0.04,-0.02,0.92
144.6,3.12,-26.5,1402.97,0,0,0,-0.04,-0.03,0.94
144.7,3.53,-27.37,1403.97,0,0,0,-0.04,-0.02,0.94
144.8,2.9,-25.48,1404.97,0,0,0,-0.04,-0.03,0.93
144.9,2.93,-25.43,1405.97,0,0,0,-0.04,-0.02,0.94
145,3.87,-26.69,1406.97,0,0,0,-0.03,-0.02,0.93
145.1,3.16,-27.04,1407.97,0,0,0,-0.04,-0.02,0.92
145.2,1.82,-27.71,1408.97,0,0,0,-0.03,-0.02,0.91
145.3,2.34,-26.99,1409.97,0,0,0,-0.03,-0.02,0.91
145.4,2.67,-26.52,1410.97,0,0,0,-0.04,-0.02,0.91
145.5,2.23,-26.07,1411.97,0,0,0,-0.04,-0.02,0.91
145.6,2.19,-26,1412.97,0,0,0,-0.04,-0.02,0.93
145.7,3.02,-25.83,1413.97,0,0,0,-0.04,-0.02,0.94
145.8,2.72,-26.23,1414.97,0,0,0,-0.04,-0.03,0.93
145.9,1.99,-27.2,1415.97,0,0,0,-0.04,-0.02,0.93
146,3.03,-26.54,1416.97,0,0,0,-0.03,-0.03,0.93
146.1,3.87,-26,1417.97,0,0,0,-0.03,-0.02,0.92
146.2,3.31,-27.13,1418.97,0,0,0,-0.03,-0.02,0.92
146.3,3.19,-27.37,1419.97,0,0,0,-0.04,-0.02,0.91
146.4,2.85,-26.35,1420.97,0,0,0,-0.03,-0.02,0.91
146.5,3.09,-26.67,1421.97,0,0,0,-0.04,-0.02,0.91
146.6,3.87,-27.71,1422.97,0,0,0,-0.04,-0.02,0.92
146.7,3.96,-27.29,1423.97,0,0,0,-0.04,-0.02,0.93
146.8,4.04,-26.86,1424.97,0,0,0,-0.04,-0.02,0.93
146.9,3.12,-27.25,1425.97,0,0,0,-0.04,-0.03,0.93
147,2.85,-27.37,1426.97,0,0,0,-0.04,-0.03,0.93
147.1,3.7,-25.49,1427.97,0,0,0,-0.04,-0.02,0.93
147.2,3.7,-25.88,1428.97,0,0,0,-0.04,-0.02,0.92
147.3,3.7,-27.54,1429.97,-0.01,0,0,-0.03,-0.02,0.92
147.4,3.39,-26.16,1430.97,0,0,0,-0.04,-0.02,0.92
147.5,3.02,-24.46,1431.97,0,0,0,-0.03,-0.02,0.91
147.6,3.26,-25.93,1432.97,0,0,0,-0.04,-0.02,0.92
147.7,3.36,-26.52,1433.97,0,0,0,-0.04,-0.02,0.92
147.8,2.69,-27.19,1434.97,0,0,0,-0.04,-0.02,0.93
147.9,2.81,-27.06,1435.97,0,0,0,-0.03,-0.02,0.93
148,3.7,-26.17,1436.97,0,0,0,-0.03,-0.02,0.93
148.1,3.63,-26.38,1437.97,0,0,0,-0.04,-0.02,0.93
148.2,3.53,-26.69,1438.97,0,0,0,-0.04,-0.02,0.93
148.3,2.85,-26.69,1439.97,0,0,0,-0.04,-0.02,0.92
148.4,2.5,-26.69,1440.97,0,0,0,-0.03,-0.02,0.92
148.5,2.19,-26.69,1441.97,0,0,0,-0.03,-0.02,0.92
148.6,2.3,-26.66,1442.97,0,0,0,-0.03,-0.02,0.92
148.7,3.87,-26.35,1443.97,0,0,0,-0.04,-0.02,0.92
148.8,3.63,-26.35,1444.97,0,0,0,-0.04,-0.02,0.93
148.9,3.19,-26.35,1445.97,0,0,0,-0.04,-0.02,0.92
149,3.92,-26.24,1446.97,0,0,0,-0.03,-0.03,0.93
149.1,4.39,-26.17,1447.97,0,0,0,-0.04,-0.02,0.93
149.2,3.19,-27.07,1448.97,0,0,0,-0.04,-0.02,0.93
149.3,3.05,-27.18,1449.97,0,0,0,-0.03,-0.02,0.93
149.4,4.21,-26.35,1450.97,0,0,0,-0.04,-0.02,0.92
149.5,3.71,-26.35,1451.97,0,0,0,-0.04,-0.03,0.92
149.6,2.5,-26.35,1452.97,0,0,0,-0.04,-0.02,0.92
