time	x	y	z	gx	gy	gz	ax	ay	az
7.974	-14.77	-36.14	-25.23	0	0	0	0	0	0
7.99	-14.65	-33.95	-26.62	0	0	0	0	0	0
8.004	-14.6	-33.23	-27.08	0	0	0	0	0	0
8.034	-16.49	-31.35	-29.93	0	0	0	0	0	0
8.049	-16.49	-30.75	-30.12	0	0	0	0	0	0
8.064	-16.49	-27.24	-31.27	0	0	0	0	0	0
8.081	-17.84	-26.03	-31.61	0	0	0	0	0	0
8.093	-19.74	-24.33	-32.1	0	0	0	0	0	0
8.108	-19.03	-24.1	-33.49	0	0	0	0	0	0
8.124	-18.71	-23.99	-34.11	0	0	0	0	0	0
8.144	-20.17	-21.88	-33	0	0	0	0	0	0
8.192	-20.23	-21.75	-32.87	0	0	0	0	0	0
8.193	-20.08	-21.59	-32.1	0	0	0	0	0	0
8.222	-19.9	-21.53	-32.4	0	0	0	0	0	0
8.223	-19.56	-21.42	-32.94	0	0	0	0	0	0
8.229	-19.67	-20.67	-33.26	0	0	0	0	0	0
8.243	-19.74	-20.23	-33.44	0	0	0	0	0	0
8.257	-20.35	-19.92	-32.55	0	0	0	0	0	0
8.293	-20.36	-19.98	-32.5	0	0	0	0	0	0
8.314	-19.39	-21.59	-33.44	0	0	0	0	0	0
8.316	-19.7	-21.59	-33.74	0	0	0	0	0	0
8.337	-20.42	-21.59	-34.45	0	0	0	0	0	0
8.345	-20.32	-21.69	-33.79	0	0	0	0	0	0
8.361	-20.25	-21.77	-33.28	0	0	0	0	0	0
8.374	-19.81	-20.74	-33.99	0	0	0	0	0	0
8.412	-19.74	-20.57	-34.11	0	0	0	0	0	0
8.422	-19.39	-21.59	-34.45	0	0	0	0	0	0
8.449	-19.52	-21.39	-34.49	0	0	0	0	0	0
8.45	-19.91	-20.74	-34.62	0	0	0	0	0	0
8.464	-19.37	-21.27	-34.62	0	0	0	0	0	0
8.479	-18.88	-21.77	-34.62	0	0	0	0	0	0
8.493	-17.54	-20.16	-34.09	0	0	0	0	0	0
8.507	-17.17	-19.71	-33.95	0	0	0	0	0	0
8.537	-17.85	-21.42	-34.95	0	0	0	0	0	0
8.552	-17.74	-21.37	-35.07	0	0	0	0	0	0
8.567	-17.17	-21.08	-35.62	0	0	0	0	0	0
8.583	-17.17	-21.23	-35.62	0	0	0	0	0	0
8.596	-17.17	-21.42	-35.62	0	0	0	0	0	0
8.612	-16.93	-20.94	-35.62	0	0	0	0	0	0
8.626	-16.83	-20.74	-35.62	0	0	0	0	0	0
8.641	-17.5	-21.08	-35.62	0	0	0	0	0	0
8.67	-17.47	-21.12	-35.78	0	0	0	0	0	0
8.686	-17.17	-21.42	-36.96	0	0	0	0	0	0
8.716	-17.11	-21.49	-36.26	0	0	0	0	0	0
8.717	-17	-21.59	-35.12	0	0	0	0	0	0
8.745	-16.49	-21.7	-36.2	0	0	0	0	0	0
8.748	-16.14	-21.77	-36.96	0	0	0	0	0	0
8.76	-17.1	-21.13	-35.72	0	0	0	0	0	0
8.776	-17.17	-21.08	-35.62	0	0	0	0	0	0
8.803	-16.49	-21.08	-36.29	0	0	0	0	0	0
8.824	-16.94	-21.31	-36.07	0	0	0	0	0	0
8.837	-17.85	-21.77	-35.62	0	0	0	0	0	0
8.848	-17.15	-21.67	-36.12	0	0	0	0	0	0
8.864	-16.66	-21.59	-36.46	0	0	0	0	0	0
8.883	-15.75	-21.29	-34.38	0	0	0	0	0	0
8.893	-15.63	-21.25	-34.11	0	0	0	0	0	0
8.921	-18.37	-21.59	-35.46	0	0	0	0	0	0
8.937	-18.12	-21.45	-35.41	0	0	0	0	0	0
8.954	-17.51	-21.08	-35.29	0	0	0	0	0	0
8.966	-17.15	-21.82	-34.57	0	0	0	0	0	0
8.981	-16.83	-22.45	-33.95	0	0	0	0	0	0
9	-17.24	-23.14	-34.08	0	0	0	0	0	0
9.013	-17.34	-23.3	-34.11	0	0	0	0	0	0
9.04	-15.8	-24.5	-34.62	0	0	0	0	0	0
9.058	-15.9	-24.33	-34.65	0	0	0	0	0	0
9.072	-16.31	-23.65	-34.79	0	0	0	0	0	0
9.085	-15.5	-25.11	-33.36	0	0	0	0	0	0
9.1	-14.6	-26.73	-31.77	0	0	0	0	0	0
9.137	-14.1	-28.98	-32.01	0	0	0	0	0	0
9.145	-13.92	-29.81	-32.1	0	0	0	0	0	0
9.161	-10.84	-31.86	-32.44	0	0	0	0	0	0
9.173	-10.42	-32.08	-32.32	0	0	0	0	0	0
9.188	-7.93	-33.4	-31.6	0	0	0	0	0	0
9.205	-6.81	-34.66	-30.78	0	0	0	0	0	0
9.217	-5.19	-36.48	-29.59	0	0	0	0	0	0
9.233	-4.84	-37.3	-28.79	0	0	0	0	0	0
9.254	-4.68	-37.68	-28.42	0	0	0	0	0	0
9.262	-3.55	-39.78	-25.72	0	0	0	0	0	0
9.292	-3.59	-40.13	-25.38	0	0	0	0	0	0
9.307	-4.51	-41.95	-23.89	0	0	0	0	0	0
9.326	-4.93	-42.38	-23.83	0	0	0	0	0	0
9.336	-5.71	-43.15	-23.72	0	0	0	0	0	0
9.351	-5.5	-43.57	-22.07	0	0	0	0	0	0
9.366	-5.36	-43.84	-21.04	0	0	0	0	0	0
9.38	-6.31	-45.41	-19.51	0	0	0	0	0	0
9.41	-6.42	-45.57	-19.34	0	0	0	0	0	0
9.425	-7.76	-46.57	-18.36	0	0	0	0	0	0
9.44	-7.81	-46.93	-17.71	0	0	0	0	0	0
9.456	-7.93	-47.77	-16.18	0	0	0	0	0	0
9.47	-8.23	-48.46	-16.86	0	0	0	0	0	0
9.486	-8.44	-48.97	-17.36	0	0	0	0	0	0
9.5	-8.73	-47.83	-15.68	0	0	0	0	0	0
9.514	-8.79	-47.6	-15.35	0	0	0	0	0	0
9.549	-9.81	-49.65	-16.69	0	0	0	0	0	0
9.561	-10.05	-49.73	-16.61	0	0	0	0	0	0
9.576	-10.84	-50	-16.35	0	0	0	0	0	0
9.589	-10.93	-49.91	-15.27	0	0	0	0	0	0
9.604	-11.01	-49.82	-14.17	0	0	0	0	0	0
9.618	-11.93	-51.01	-15.85	0	0	0	0	0	0
9.632	-12.21	-51.36	-16.35	0	0	0	0	0	0
9.671	-12.55	-50.34	-16.02	0	0	0	0	0	0
9.697	-13.15	-50.64	-15.84	0	0	0	0	0	0
9.699	-15.97	-52.05	-15.01	0	0	0	0	0	0
9.717	-15.82	-51.6	-15.45	0	0	0	0	0	0
9.722	-15.63	-51.02	-16.02	0	0	0	0	0	0
9.737	-17.09	-51.51	-16.25	0	0	0	0	0	0
9.751	-17.68	-51.71	-16.35	0	0	0	0	0	0
9.767	-19.55	-52.22	-18.84	0	0	0	0	0	0
9.784	-19.56	-52.22	-18.86	0	0	0	0	0	0
9.82	-22.47	-51.02	-22.38	0	0	0	0	0	0
9.838	-23.02	-51.02	-23.72	0	0	0	0	0	0
9.84	-23.84	-51.02	-25.74	0	0	0	0	0	0
9.855	-24.18	-50.46	-27.82	0	0	0	0	0	0
9.869	-24.35	-50.17	-28.92	0	0	0	0	0	0
9.883	-24.69	-47.86	-33.12	0	0	0	0	0	0
9.913	-24.66	-47.73	-33.39	0	0	0	0	0	0
9.928	-24.01	-47.09	-35.29	0	0	0	0	0	0
9.95	-23.4	-47.46	-34.08	0	0	0	0	0	0
9.964	-22.3	-48.11	-31.94	0	0	0	0	0	0
9.972	-22.51	-46.69	-31.94	0	0	0	0	0	0
9.987	-22.64	-45.72	-31.94	0	0	0	0	0	0
10.002	-22.64	-45.42	-31.36	0	0	0	0	0	0
10.017	-22.64	-45.38	-31.27	0	0	0	0	0	0
10.035	-23.49	-43.86	-28.13	0	0	0	0	0	0
10.072	-22.83	-43.52	-27.07	0	0	0	0	0	0
10.098	-20.93	-42.64	-24.23	0	0	0	0	0	0
10.099	-20.66	-41.82	-21.8	0	0	0	0	0	0
10.108	-20.42	-41.1	-19.7	0	0	0	0	0	0
10.121	-21.1	-40.14	-16.89	0	0	0	0	0	0
10.136	-21.28	-39.9	-16.18	0	0	0	0	0	0
10.165	-18.88	-38.19	-10.82	0	0	0	0	0	0
10.181	-18.81	-38.26	-10.33	0	0	0	0	0	0
10.198	-18.54	-38.53	-8.47	0	0	0	0	0	0
10.21	-18.46	-36.95	-6.76	0	0	0	0	0	0
10.225	-18.37	-35.28	-4.96	0	0	0	0	0	0
10.254	-18.62	-35.79	-2.96	0	0	0	0	0	0
10.257	-18.71	-35.97	-2.28	0	0	0	0	0	0
10.284	-17.68	-36.65	-0.26	0	0	0	0	0	0
10.3	-17.8	-36.48	0.02	0	0	0	0	0	0
10.319	-18.37	-35.62	1.41	0	0	0	0	0	0
10.337	-18.44	-34.85	1.76	0	0	0	0	0	0
10.344	-18.54	-33.74	2.25	0	0	0	0	0	0
10.371	-19.23	-33.51	4.75	0	0	0	0	0	0
10.38	-19.56	-33.4	5.94	0	0	0	0	0	0
10.395	-21.6	-32.72	6.6	0	0	0	0	0	0
10.417	-21.59	-32.8	6.72	0	0	0	0	0	0
10.433	-21.28	-33.74	7.95	0	0	0	0	0	0
10.45	-21.09	-32.92	8.63	0	0	0	0	0	0
10.462	-20.76	-31.52	9.79	0	0	0	0	0	0
10.476	-22.08	-31.52	9.36	0	0	0	0	0	0
10.503	-22.81	-31.52	9.12	0	0	0	0	0	0
10.506	-22.21	-31.82	10.01	0	0	0	0	0	0
10.535	-22.14	-31.84	10.14	0	0	0	0	0	0
10.552	-22.47	-30.83	10.8	0	0	0	0	0	0
10.567	-22.52	-30.98	11.04	0	0	0	0	0	0
10.579	-22.64	-31.35	11.63	0	0	0	0	0	0
10.597	-23.03	-32.12	12.2	0	0	0	0	0	0
10.629	-23.33	-32.71	12.64	0	0	0	0	0	0
10.63	-24.18	-31.02	10.42	0	0	0	0	0	0
10.647	-24.35	-30.66	9.96	0	0	0	0	0	0
10.669	-23.84	-31.18	12.14	0	0	0	0	0	0
10.69	-23.72	-31.38	12.1	0	0	0	0	0	0
10.698	-23.33	-32.03	11.97	0	0	0	0	0	0
10.714	-23.41	-31.95	11.22	0	0	0	0	0	0
10.763	-23.5	-31.86	10.46	0	0	0	0	0	0
10.763	-21.87	-30.5	11.8	0	0	0	0	0	0
10.764	-21.45	-30.15	12.14	0	0	0	0	0	0
10.791	-22.99	-30.32	12.97	0	0	0	0	0	0
10.792	-22.99	-30.32	12.97	0	0	0	0	0	0
10.816	-22.13	-30.83	11.47	0	0	0	0	0	0
10.83	-22.83	-31.38	11.85	0	0	0	0	0	0
10.845	-23.67	-32.03	12.3	0	0	0	0	0	0
10.862	-22.8	-32.16	10.73	0	0	0	0	0	0
10.875	-22.47	-32.2	10.13	0	0	0	0	0	0
10.905	-22.81	-32.89	11.8	0	0	0	0	0	0
10.92	-22.7	-32.77	11.45	0	0	0	0	0	0
10.934	-21.79	-31.86	8.79	0	0	0	0	0	0
10.949	-21.05	-32.46	8.59	0	0	0	0	0	0
10.965	-19.91	-33.4	8.28	0	0	0	0	0	0
10.979	-19.8	-33.74	7.3	0	0	0	0	0	0
10.993	-19.74	-33.91	6.77	0	0	0	0	0	0
11.015	-19.89	-33.76	5.07	0	0	0	0	0	0
11.037	-19.79	-33.82	4.98	0	0	0	0	0	0
11.055	-18.03	-34.94	5.77	0	0	0	0	0	0
11.068	-17.64	-35.55	4.75	0	0	0	0	0	0
11.084	-16.83	-36.82	2.58	0	0	0	0	0	0
11.097	-16.62	-36.82	1.59	0	0	0	0	0	0
11.113	-16.49	-36.82	0.91	0	0	0	0	0	0
11.162	-15.74	-38.45	-0.98	0	0	0	0	0	0
11.163	-15.61	-38.71	-1.34	0	0	0	0	0	0
11.18	-14.77	-38.87	-3.78	0	0	0	0	0	0
11.191	-14.17	-39.2	-4.65	0	0	0	0	0	0
11.21	-12.55	-40.07	-6.97	0	0	0	0	0	0
11.216	-12.92	-40.8	-7.86	0	0	0	0	0	0
11.23	-13.23	-41.44	-8.64	0	0	0	0	0	0
11.246	-14.09	-42.01	-8.92	0	0	0	0	0	0
11.271	-14.26	-42.12	-8.98	0	0	0	0	0	0
11.29	-13.06	-44.69	-11.49	0	0	0	0	0	0
11.307	-13.29	-44.92	-12.08	0	0	0	0	0	0
11.324	-14.09	-45.72	-14.17	0	0	0	0	0	0
11.334	-14.42	-46.54	-15.61	0	0	0	0	0	0
11.349	-14.77	-47.43	-17.19	0	0	0	0	0	0
11.364	-13.25	-48.95	-18.18	0	0	0	0	0	0
11.388	-12.72	-49.48	-18.53	0	0	0	0	0	0
11.408	-10.67	-51.54	-18.86	0	0	0	0	0	0
11.425	-10.64	-51.66	-18.94	0	0	0	0	0	0
11.443	-10.5	-52.39	-19.37	0	0	0	0	0	0
11.454	-10.57	-53.04	-19.86	0	0	0	0	0	0
11.469	-10.67	-53.93	-20.54	0	0	0	0	0	0
11.491	-10.31	-53.81	-20.89	0	0	0	0	0	0
11.496	-10.15	-53.76	-21.04	0	0	0	0	0	0
11.513	-10.32	-55.55	-21.2	0	0	0	0	0	0
11.541	-10.37	-55.69	-21.29	0	0	0	0	0	0
11.558	-10.84	-56.16	-22.05	0	0	0	0	0	0
11.572	-10.9	-56.1	-22.46	0	0	0	0	0	0
11.586	-11.01	-55.98	-23.22	0	0	0	0	0	0
11.601	-10.46	-56.32	-23.33	0	0	0	0	0	0
11.634	-10.15	-56.5	-23.39	0	0	0	0	0	0
11.636	-12.45	-56.65	-23.54	0	0	0	0	0	0
11.661	-12.73	-56.6	-23.51	0	0	0	0	0	0
11.676	-12.89	-55.47	-22.72	0	0	0	0	0	0
11.695	-12.59	-55.47	-22.82	0	0	0	0	0	0
11.705	-11.87	-55.47	-23.05	0	0	0	0	0	0
11.721	-12.73	-55.57	-24.09	0	0	0	0	0	0
11.734	-13.4	-55.64	-24.9	0	0	0	0	0	0
11.757	-13.26	-55.79	-25.04	0	0	0	0	0	0
11.774	-13.23	-55.81	-25.07	0	0	0	0	0	0
11.796	-12.72	-56.33	-23.56	0	0	0	0	0	0
11.815	-12.76	-55.86	-23.27	0	0	0	0	0	0
11.822	-12.89	-54.44	-22.38	0	0	0	0	0	0
11.836	-12.89	-54.62	-23.08	0	0	0	0	0	0
11.852	-12.89	-54.79	-23.72	0	0	0	0	0	0
11.866	-13.83	-54.12	-22.8	0	0	0	0	0	0
11.888	-14.09	-53.93	-22.55	0	0	0	0	0	0
11.911	-15.29	-54.44	-20.71	0	0	0	0	0	0
11.927	-15.32	-54.24	-20.62	0	0	0	0	0	0
11.94	-15.46	-53.25	-20.21	0	0	0	0	0	0
11.955	-13.84	-53.48	-18.92	0	0	0	0	0	0
11.97	-11.87	-53.76	-17.36	0	0	0	0	0	0
11.985	-13.82	-52.29	-15.92	0	0	0	0	0	0
12.006	-14.6	-51.71	-15.35	0	0	0	0	0	0
12.015	-13.76	-50.53	-14.85	0	0	0	0	0	0
12.044	-13.83	-50.51	-14.48	0	0	0	0	0	0
12.064	-14.43	-50.51	-11.83	0	0	0	0	0	0
12.076	-13.24	-49.98	-10.79	0	0	0	0	0	0
12.089	-11.35	-49.14	-9.14	0	0	0	0	0	0
12.105	-11.7	-48.56	-9.03	0	0	0	0	0	0
12.142	-11.87	-48.28	-8.98	0	0	0	0	0	0
12.143	-10.75	-49.72	-7.57	0	0	0	0	0	0
12.163	-10.75	-49.63	-7.42	0	0	0	0	0	0
12.184	-11.52	-47.6	-6.97	0	0	0	0	0	0
12.202	-11.35	-47.2	-6.91	0	0	0	0	0	0
12.219	-11.01	-46.4	-6.8	0	0	0	0	0	0
12.222	-11.22	-46.4	-7.2	0	0	0	0	0	0
12.236	-11.35	-46.4	-7.47	0	0	0	0	0	0
12.259	-11.94	-46.7	-7.18	0	0	0	0	0	0
12.281	-12.04	-46.75	-7.14	0	0	0	0	0	0
12.298	-13.23	-44.86	-7.3	0	0	0	0	0	0
12.314	-13.44	-44.86	-8.09	0	0	0	0	0	0
12.326	-13.92	-44.86	-9.98	0	0	0	0	0	0
12.343	-15.04	-43.75	-11.63	0	0	0	0	0	0
12.355	-15.97	-42.81	-13	0	0	0	0	0	0
12.37	-15.01	-42.12	-15.57	0	0	0	0	0	0
12.408	-14.77	-41.95	-16.18	0	0	0	0	0	0
12.411	-16.96	-38.42	-18.32	0	0	0	0	0	0
12.429	-17.25	-37.9	-18.88	0	0	0	0	0	0
12.444	-18.2	-36.14	-20.88	0	0	0	0	0	0
12.46	-19.03	-35.64	-21.36	0	0	0	0	0	0
12.473	-19.91	-35.11	-21.88	0	0	0	0	0	0
12.488	-22.23	-32.01	-22.64	0	0	0	0	0	0
12.522	-22.99	-31	-22.89	0	0	0	0	0	0
12.537	-23.5	-29.12	-23.72	0	0	0	0	0	0
12.55	-23.66	-28.91	-23.83	0	0	0	0	0	0
12.562	-24.53	-27.75	-24.39	0	0	0	0	0	0
12.577	-25.1	-26.61	-25.1	0	0	0	0	0	0
12.592	-25.9	-25.02	-26.07	0	0	0	0	0	0
12.607	-26.27	-23.15	-25.46	0	0	0	0	0	0
12.622	-26.41	-22.45	-25.23	0	0	0	0	0	0
12.657	-29.2	-20.97	-26.04	0	0	0	0	0	0
12.671	-29.28	-20.91	-25.99	0	0	0	0	0	0
12.685	-28.97	-20.91	-25.4	0	0	0	0	0	0
12.696	-29.04	-20.47	-26.07	0	0	0	0	0	0
12.712	-29.15	-19.71	-27.24	0	0	0	0	0	0
12.725	-29.25	-18.96	-27.77	0	0	0	0	0	0
12.764	-29.32	-18.52	-28.08	0	0	0	0	0	0
12.765	-28.86	-18.36	-27.33	0	0	0	0	0	0
12.784	-28.83	-18.39	-27.28	0	0	0	0	0	0
12.8	-29.49	-19.71	-28.25	0	0	0	0	0	0
12.813	-29.17	-19.61	-28.46	0	0	0	0	0	0
12.829	-28.46	-19.37	-28.92	0	0	0	0	0	0
12.843	-27.45	-19.17	-28.52	0	0	0	0	0	0
12.866	-26.75	-19.03	-28.25	0	0	0	0	0	0
12.873	-27.91	-17.3	-29.1	0	0	0	0	0	0
12.887	-28.12	-16.97	-29.25	0	0	0	0	0	0
12.917	-28.97	-18.17	-27.08	0	0	0	0	0	0
12.935	-28.72	-18.34	-27.33	0	0	0	0	0	0
12.946	-27.95	-18.86	-28.08	0	0	0	0	0	0
12.961	-27.77	-18.86	-27.91	0	0	0	0	0	0
12.983	-27.61	-18.86	-27.75	0	0	0	0	0	0
12.991	-28.95	-18.59	-27.48	0	0	0	0	0	0
13.005	-29.32	-18.52	-27.41	0	0	0	0	0	0
13.035	-28.12	-18.69	-28.25	0	0	0	0	0	0
13.052	-27.77	-18.97	-28.28	0	0	0	0	0	0
13.075	-26.24	-20.23	-28.42	0	0	0	0	0	0
13.08	-26.31	-19.73	-28.07	0	0	0	0	0	0
13.095	-26.41	-19.03	-27.58	0	0	0	0	0	0
13.132	-26.66	-18.01	-28.83	0	0	0	0	0	0
13.133	-26.75	-17.66	-29.25	0	0	0	0	0	0
13.145	-26.41	-18.68	-29.92	0	0	0	0	0	0
13.158	-26.41	-18.69	-29.93	0	0	0	0	0	0
13.184	-26.92	-18.17	-28.75	0	0	0	0	0	0
13.198	-27.13	-18.38	-28.68	0	0	0	0	0	0
13.213	-27.44	-18.69	-28.58	0	0	0	0	0	0
13.228	-26.52	-18.91	-29.03	0	0	0	0	0	0
13.263	-26.07	-19.03	-29.25	0	0	0	0	0	0
13.264	-26.4	-19.03	-28.6	0	0	0	0	0	0
13.288	-26.47	-19.02	-28.62	0	0	0	0	0	0
13.302	-27.26	-18.86	-29.09	0	0	0	0	0	0
13.32	-27.02	-19.59	-29.33	0	0	0	0	0	0
13.332	-26.58	-20.91	-29.76	0	0	0	0	0	0
13.347	-26.68	-19.77	-29.25	0	0	0	0	0	0
13.362	-26.75	-19.03	-28.92	0	0	0	0	0	0
13.398	-27.95	-17.83	-29.21	0	0	0	0	0	0
13.413	-28.11	-17.67	-29.25	0	0	0	0	0	0
13.414	-27.45	-19	-28.92	0	0	0	0	0	0
13.436	-26.97	-19.22	-29.01	0	0	0	0	0	0
13.45	-25.72	-19.71	-29.25	0	0	0	0	0	0
13.467	-25.54	-19.52	-30.18	0	0	0	0	0	0
13.479	-25.38	-19.37	-30.93	0	0	0	0	0	0
13.494	-26.09	-19.79	-29.96	0	0	0	0	0	0
13.517	-26.24	-19.88	-29.76	0	0	0	0	0	0
13.538	-25.21	-19.88	-30.43	0	0	0	0	0	0
13.552	-25.21	-19.73	-30.43	0	0	0	0	0	0
13.568	-25.21	-19.2	-30.43	0	0	0	0	0	0
13.583	-24.38	-19.7	-30.26	0	0	0	0	0	0
13.597	-23.5	-20.23	-30.09	0	0	0	0	0	0
13.611	-24.3	-21.3	-30.35	0	0	0	0	0	0
13.627	-24.53	-21.59	-30.43	0	0	0	0	0	0
13.657	-22.47	-21.25	-31.1	0	0	0	0	0	0
13.68	-22.54	-21.63	-30.97	0	0	0	0	0	0
13.688	-22.81	-23.3	-30.43	0	0	0	0	0	0
13.703	-22.37	-24.34	-30.57	0	0	0	0	0	0
13.717	-21.79	-25.7	-30.76	0	0	0	0	0	0
13.735	-21.08	-26.42	-30.53	0	0	0	0	0	0
13.747	-20.76	-26.73	-30.43	0	0	0	0	0	0
13.764	-19.57	-28.61	-30.93	0	0	0	0	0	0
13.82	-19.51	-28.56	-30.85	0	0	0	0	0	0
13.821	-19.05	-28.1	-30.09	0	0	0	0	0	0
13.822	-18.79	-28.49	-29.84	0	0	0	0	0	0
13.835	-18.37	-29.12	-29.42	0	0	0	0	0	0
13.849	-17.93	-30.44	-28.99	0	0	0	0	0	0
13.865	-17.68	-31.18	-28.75	0	0	0	0	0	0
13.88	-15.98	-33.19	-28.9	0	0	0	0	0	0
13.918	-15.76	-33.53	-28.88	0	0	0	0	0	0
13.925	-14.94	-36.31	-28.08	0	0	0	0	0	0
13.939	-14.47	-36.47	-27.93	0	0	0	0	0	0
13.953	-13.4	-36.82	-27.58	0	0	0	0	0	0
13.968	-12.91	-38.72	-27.09	0	0	0	0	0	0
13.983	-12.55	-40.07	-26.74	0	0	0	0	0	0
13.998	-10.38	-40.22	-26.6	0	0	0	0	0	0
14.04	-9.99	-40.3	-26.54	0	0	0	0	0	0
14.05	-10.33	-44.01	-24.56	0	0	0	0	0	0
14.057	-9.67	-44.58	-24.69	0	0	0	0	0	0
14.072	-7.76	-46.23	-25.07	0	0	0	0	0	0
14.086	-6.53	-46.76	-24.03	0	0	0	0	0	0
14.101	-5.36	-47.26	-23.05	0	0	0	0	0	0
14.115	-5.09	-48.94	-23.05	0	0	0	0	0	0
14.132	-5.02	-49.31	-23.05	0	0	0	0	0	0
14.16	-3.65	-51.02	-23.72	0	0	0	0	0	0
14.175	-3.75	-51.33	-23.56	0	0	0	0	0	0
14.19	-4.17	-52.56	-22.89	0	0	0	0	0	0
14.21	-3.76	-53.13	-22.17	0	0	0	0	0	0
14.22	-3.31	-53.76	-21.38	0	0	0	0	0	0
14.235	-3.82	-54.52	-20.63	0	0	0	0	0	0
14.249	-3.99	-54.79	-20.37	0	0	0	0	0	0
14.279	-5.36	-55.81	-19.7	0	0	0	0	0	0
14.296	-5.29	-55.84	-19.82	0	0	0	0	0	0
14.308	-4.85	-55.98	-20.54	0	0	0	0	0	0
14.323	-5.2	-55.78	-20.06	0	0	0	0	0	0
14.343	-5.71	-55.47	-19.37	0	0	0	0	0	0
14.353	-8.01	-54.09	-19.82	0	0	0	0	0	0
14.371	-9.13	-53.42	-20.04	0	0	0	0	0	0
14.383	-7.04	-53.58	-19.56	0	0	0	0	0	0
14.413	-7.11	-53.41	-19.6	0	0	0	0	0	0
14.427	-9.47	-51.36	-20.37	0	0	0	0	0	0
14.443	-9.83	-51.96	-20.49	0	0	0	0	0	0
14.501	-10.5	-53.07	-20.71	0	0	0	0	0	0
14.504	-11.03	-52.97	-21.22	0	0	0	0	0	0
14.508	-11.35	-52.9	-21.55	0	0	0	0	0	0
14.511	-11.35	-50.76	-20.94	0	0	0	0	0	0
14.538	-11.37	-50.53	-21.01	0	0	0	0	0	0
14.548	-11.69	-50.85	-23.56	0	0	0	0	0	0
14.559	-11.75	-50.7	-23.61	0	0	0	0	0	0
14.574	-11.87	-50.34	-23.72	0	0	0	0	0	0
14.59	-11.87	-49.76	-24.1	0	0	0	0	0	0
14.607	-11.87	-49.31	-24.39	0	0	0	0	0	0
14.617	-13.19	-49.75	-25.4	0	0	0	0	0	0
14.634	-13.4	-49.82	-25.57	0	0	0	0	0	0
14.662	-13.23	-47.94	-26.41	0	0	0	0	0	0
14.678	-13.68	-48.03	-26.41	0	0	0	0	0	0
14.695	-14.94	-48.28	-26.41	0	0	0	0	0	0
14.708	-15.73	-47.33	-25.63	0	0	0	0	0	0
14.738	-16.49	-46.4	-24.9	0	0	0	0	0	0
14.739	-17.42	-45.47	-22.14	0	0	0	0	0	0
14.767	-17.68	-45.21	-21.38	0	0	0	0	0	0
14.786	-17.34	-40.76	-19.37	0	0	0	0	0	0
14.796	-17.34	-40.88	-19.13	0	0	0	0	0	0
14.811	-17.34	-41.44	-18.03	0	0	0	0	0	0
14.826	-17.57	-40.13	-16.29	0	0	0	0	0	0
14.84	-17.85	-38.53	-14.17	0	0	0	0	0	0
14.862	-16.99	-36.44	-12.12	0	0	0	0	0	0
14.876	-16.66	-35.62	-11.32	0	0	0	0	0	0
14.885	-16.49	-36.46	-9.84	0	0	0	0	0	0
14.914	-16.38	-36.26	-9.44	0	0	0	0	0	0
14.929	-15.63	-34.6	-6.63	0	0	0	0	0	0
14.944	-15.7	-34.14	-6.05	0	0	0	0	0	0
14.958	-15.8	-33.4	-5.12	0	0	0	0	0	0
14.974	-16.37	-33.29	-4.35	0	0	0	0	0	0
14.988	-16.66	-33.23	-3.95	0	0	0	0	0	0
15.006	-16.02	-31.97	-1.47	0	0	0	0	0	0
15.032	-16.18	-32.1	-1.18	0	0	0	0	0	0
15.048	-18.37	-34.6	-0.26	0	0	0	0	0	0
15.064	-18.48	-34.14	0.62	0	0	0	0	0	0
15.084	-18.71	-33.23	2.42	0	0	0	0	0	0
15.092	-19.24	-32.48	3.36	0	0	0	0	0	0
15.131	-19.56	-32.03	3.93	0	0	0	0	0	0
15.137	-21.1	-31.42	4.23	0	0	0	0	0	0
15.138	-21.28	-31.35	4.26	0	0	0	0	0	0
15.171	-20.76	-32.54	5.1	0	0	0	0	0	0
15.18	-20.76	-32	5.54	0	0	0	0	0	0
15.196	-20.76	-30.49	6.77	0	0	0	0	0	0
15.21	-21.43	-31.16	6.12	0	0	0	0	0	0
15.225	-21.96	-31.69	5.6	0	0	0	0	0	0
15.24	-21.13	-30.58	5.06	0	0	0	0	0	0
15.258	-20.93	-30.32	4.93	0	0	0	0	0	0
15.285	-22.99	-29.64	7.61	0	0	0	0	0	0
15.3	-23.02	-29.82	7.65	0	0	0	0	0	0
15.316	-23.16	-30.49	7.78	0	0	0	0	0	0
15.33	-22.61	-30.73	7.55	0	0	0	0	0	0
15.345	-21.96	-31	7.28	0	0	0	0	0	0
15.362	-21.58	-29.34	7.15	0	0	0	0	0	0
15.376	-21.45	-28.78	7.11	0	0	0	0	0	0
15.432	-23.67	-29.64	7.95	0	0	0	0	0	0
15.433	-23.54	-29.61	7.92	0	0	0	0	0	0
15.434	-22.81	-29.46	7.78	0	0	0	0	0	0
15.447	-22.38	-29.75	8.35	0	0	0	0	0	0
15.462	-21.79	-30.15	9.12	0	0	0	0	0	0
15.478	-22.9	-30.03	7.55	0	0	0	0	0	0
15.494	-23.33	-29.98	6.94	0	0	0	0	0	0
15.507	-23.33	-29.31	9.23	0	0	0	0	0	0
15.555	-23.22	-29.44	9.06	0	0	0	0	0	0
15.557	-22.47	-30.49	7.44	0	0	0	0	0	0
15.567	-22.09	-30.62	7.32	0	0	0	0	0	0
15.582	-21.45	-30.83	7.11	0	0	0	0	0	0
