Time	x	y	z	gx	gy	gz	ax	ay	az
7.809	-16.18	24.54	-31.02	0	0	0	0	0	0
7.824	-16.26	24.54	-30.87	0	0	0	0	0	0
7.853	-15.91	24.88	-29.87	0	0	0	0	0	0
7.867	-15.67	24.99	-30.38	0	0	0	0	0	0
7.882	-14.72	25.4	-32.38	0	0	0	0	0	0
7.898	-16.35	25.32	-31.54	0	0	0	0	0	0
7.927	-18.31	25.22	-30.54	0	0	0	0	0	0
7.928	-17.58	25.71	-31.02	0	0	0	0	0	0
7.95	-17.28	25.91	-31.21	0	0	0	0	0	0
7.959	-16.29	25.91	-30.56	0	0	0	0	0	0
7.987	-16.06	25.96	-30.73	0	0	0	0	0	0
8.001	-14.89	26.25	-31.88	0	0	0	0	0	0
8.019	-15.18	25.73	-31.71	0	0	0	0	0	0
8.038	-15.74	24.71	-31.38	0	0	0	0	0	0
8.048	-15.2	25.47	-30.84	0	0	0	0	0	0
8.06	-14.89	25.91	-30.54	0	0	0	0	0	0
8.076	-15.2	24.98	-29.32	0	0	0	0	0	0
8.105	-15.31	24.94	-29.24	0	0	0	0	0	0
8.119	-16.94	26.25	-30.2	0	0	0	0	0	0
8.135	-16.66	26.08	-30.48	0	0	0	0	0	0
8.156	-16.09	25.74	-31.04	0	0	0	0	0	0
8.175	-16.88	25.14	-30.84	0	0	0	0	0	0
8.178	-17.45	24.71	-30.7	0	0	0	0	0	0
8.195	-16.62	25.83	-29.61	0	0	0	0	0	0
8.214	-16.43	26.08	-29.36	0	0	0	0	0	0
8.24	-15.74	25.74	-29.36	0	0	0	0	0	0
8.255	-16.09	25.54	-29.63	0	0	0	0	0	0
8.274	-17.28	24.88	-30.54	0	0	0	0	0	0
8.297	-17	24.88	-30.81	0	0	0	0	0	0
8.299	-16.6	24.88	-31.21	0	0	0	0	0	0
8.316	-16.47	24.75	-30.59	0	0	0	0	0	0
8.327	-16.43	24.71	-30.37	0	0	0	0	0	0
8.344	-16.26	24.88	-30.2	0	0	0	0	0	0
8.371	-16.12	25.02	-30.39	0	0	0	0	0	0
8.394	-15.4	25.74	-31.38	0	0	0	0	0	0
8.408	-15.89	25.53	-31.44	0	0	0	0	0	0
8.416	-16.6	25.22	-31.54	0	0	0	0	0	0
8.432	-17.63	25.11	-30.76	0	0	0	0	0	0
8.446	-18.14	25.05	-30.37	0	0	0	0	0	0
8.461	-16.23	25.37	-30.68	0	0	0	0	0	0
8.492	-15.98	25.19	-30.77	0	0	0	0	0	0
8.519	-15.06	23.34	-31.38	0	0	0	0	0	0
8.525	-15.35	24.79	-31.43	0	0	0	0	0	0
8.535	-15.91	27.62	-31.54	0	0	0	0	0	0
8.552	-16.42	26.72	-30.07	0	0	0	0	0	0
8.565	-16.77	26.08	-29.03	0	0	0	0	0	0
8.58	-15.19	25.93	-30.58	0	0	0	0	0	0
8.598	-14.89	25.91	-30.87	0	0	0	0	0	0
8.625	-15.06	26.08	-31.71	0	0	0	0	0	0
8.639	-15.23	25.91	-31.38	0	0	0	0	0	0
8.676	-15.74	25.4	-30.37	0	0	0	0	0	0
8.677	-15.31	26	-30.79	0	0	0	0	0	0
8.692	-14.89	26.59	-31.21	0	0	0	0	0	0
8.701	-16.06	25.16	-31.08	0	0	0	0	0	0
8.715	-16.43	24.71	-31.04	0	0	0	0	0	0
8.744	-17.97	25.57	-30.54	0	0	0	0	0	0
8.763	-17.52	25.71	-30.51	0	0	0	0	0	0
8.775	-15.4	26.42	-30.37	0	0	0	0	0	0
8.788	-15.25	26.42	-30.52	0	0	0	0	0	0
8.802	-15.06	26.42	-30.7	0	0	0	0	0	0
8.817	-14.94	25.59	-30.59	0	0	0	0	0	0
8.832	-14.89	25.22	-30.54	0	0	0	0	0	0
8.854	-15.37	25.38	-31.64	0	0	0	0	0	0
8.875	-15.44	25.49	-31.61	0	0	0	0	0	0
8.905	-15.74	26.42	-30.7	0	0	0	0	0	0
8.907	-15.81	26.48	-30.41	0	0	0	0	0	0
8.921	-15.91	26.59	-29.87	0	0	0	0	0	0
8.936	-15.07	26.59	-29.66	0	0	0	0	0	0
8.95	-14.55	26.59	-29.53	0	0	0	0	0	0
8.967	-15.74	25.1	-30.4	0	0	0	0	0	0
8.999	-15.9	24.87	-30.55	0	0	0	0	0	0
9.009	-15.74	24.71	-30.7	0	0	0	0	0	0
9.024	-15.54	25.01	-31.1	0	0	0	0	0	0
9.058	-15.06	25.74	-32.04	0	0	0	0	0	0
9.059	-16.26	25.46	-31.77	0	0	0	0	0	0
9.068	-17.28	25.22	-31.54	0	0	0	0	0	0
9.084	-16.05	25.09	-30.87	0	0	0	0	0	0
9.104	-15.74	25.05	-30.7	0	0	0	0	0	0
9.128	-14.37	25.05	-32.71	0	0	0	0	0	0
9.144	-14.69	25.16	-32.06	0	0	0	0	0	0
9.18	-15.91	25.57	-29.53	0	0	0	0	0	0
9.181	-16.08	25.4	-30.01	0	0	0	0	0	0
9.192	-16.26	25.22	-30.54	0	0	0	0	0	0
9.203	-14.78	25.47	-30.29	0	0	0	0	0	0
9.219	-14.2	25.57	-30.2	0	0	0	0	0	0
9.235	-16.37	26.06	-31.99	0	0	0	0	0	0
9.262	-16.43	26.03	-31.79	0	0	0	0	0	0
9.275	-16.43	25.74	-30.03	0	0	0	0	0	0
9.291	-16.09	25.53	-30.37	0	0	0	0	0	0
9.321	-15.57	25.22	-30.87	0	0	0	0	0	0
9.321	-16.35	25.55	-30.55	0	0	0	0	0	0
9.336	-16.77	25.74	-30.37	0	0	0	0	0	0
9.353	-16.16	26.35	-29.77	0	0	0	0	0	0
9.38	-16.04	26.27	-29.78	0	0	0	0	0	0
9.395	-15.4	24.03	-31.04	0	0	0	0	0	0
9.41	-15.35	24.8	-30.79	0	0	0	0	0	0
9.423	-15.23	26.59	-30.2	0	0	0	0	0	0
9.446	-16.4	25.81	-30.97	0	0	0	0	0	0
9.457	-17.28	25.22	-31.54	0	0	0	0	0	0
9.47	-14.74	24.94	-30.99	0	0	0	0	0	0
9.501	-14.24	24.9	-30.86	0	0	0	0	0	0
9.513	-16.6	26.25	-30.2	0	0	0	0	0	0
9.529	-16.52	26.09	-30.44	0	0	0	0	0	0
9.546	-16.26	25.57	-31.21	0	0	0	0	0	0
9.562	-16.02	25.65	-30.81	0	0	0	0	0	0
9.58	-15.74	25.74	-30.37	0	0	0	0	0	0
9.607	-16.12	25.86	-30.49	0	0	0	0	0	0
9.608	-16.26	25.91	-30.54	0	0	0	0	0	0
9.619	-15.57	25.91	-30.54	0	0	0	0	0	0
9.648	-15.75	25.83	-30.46	0	0	0	0	0	0
9.662	-16.77	25.4	-30.03	0	0	0	0	0	0
9.677	-16.42	25.33	-29.97	0	0	0	0	0	0
9.692	-15.91	25.22	-29.87	0	0	0	0	0	0
9.728	-15.69	26.35	-29.87	0	0	0	0	0	0
9.731	-15.57	26.93	-29.87	0	0	0	0	0	0
9.739	-15.73	25.51	-31.56	0	0	0	0	0	0
9.767	-15.78	25.43	-31.6	0	0	0	0	0	0
9.781	-16.26	25.91	-30.2	0	0	0	0	0	0
9.797	-16.26	25.67	-30.32	0	0	0	0	0	0
9.811	-16.26	25.22	-30.54	0	0	0	0	0	0
9.845	-16.57	24.71	-31.24	0	0	0	0	0	0
9.847	-16.77	24.37	-31.71	0	0	0	0	0	0
9.86	-16.19	25.23	-30.3	0	0	0	0	0	0
9.87	-16.09	25.4	-30.03	0	0	0	0	0	0
9.901	-15.91	25.22	-30.2	0	0	0	0	0	0
9.916	-16.04	25.09	-30.16	0	0	0	0	0	0
9.931	-16.43	24.71	-30.03	0	0	0	0	0	0
9.976	-16.34	25.15	-30.12	0	0	0	0	0	0
9.978	-16.26	25.57	-30.2	0	0	0	0	0	0
9.98	-15.99	26.35	-31.23	0	0	0	0	0	0
10	-15.91	26.59	-31.54	0	0	0	0	0	0
10.018	-14.89	25.22	-31.88	0	0	0	0	0	0
10.034	-14.92	25.25	-31.59	0	0	0	0	0	0
10.048	-15.06	25.4	-30.37	0	0	0	0	0	0
10.063	-15.66	25.54	-30.22	0	0	0	0	0	0
10.087	-16.43	25.74	-30.03	0	0	0	0	0	0
10.11	-16.43	25.5	-30.03	0	0	0	0	0	0
10.123	-16.43	25.4	-30.03	0	0	0	0	0	0
10.124	-16.92	24.9	-29.55	0	0	0	0	0	0
10.154	-16.86	25.03	-29.67	0	0	0	0	0	0
10.167	-16.09	26.42	-31.04	0	0	0	0	0	0
10.18	-16.21	26.17	-31.41	0	0	0	0	0	0
10.214	-16.43	25.74	-32.04	0	0	0	0	0	0
10.215	-15.59	25.74	-32.25	0	0	0	0	0	0
10.227	-15.06	25.74	-32.38	0	0	0	0	0	0
10.243	-15.65	25.44	-30.64	0	0	0	0	0	0
10.271	-15.76	25.4	-30.39	0	0	0	0	0	0
10.285	-16.26	25.57	-31.54	0	0	0	0	0	0
10.301	-15.9	25.82	-31.49	0	0	0	0	0	0
10.316	-15.06	26.42	-31.38	0	0	0	0	0	0
10.344	-15.52	25.03	-31.1	0	0	0	0	0	0
10.346	-15.91	23.86	-30.87	0	0	0	0	0	0
10.37	-16.05	26.15	-31	0	0	0	0	0	0
10.375	-16.09	26.76	-31.04	0	0	0	0	0	0
10.404	-16.77	27.11	-30.37	0	0	0	0	0	0
10.419	-16.7	26.69	-30.37	0	0	0	0	0	0
10.432	-16.43	25.05	-30.37	0	0	0	0	0	0
10.47	-16.1	25.38	-30.69	0	0	0	0	0	0
10.474	-15.74	25.74	-31.04	0	0	0	0	0	0
10.481	-15.99	25.98	-30.07	0	0	0	0	0	0
10.495	-16.09	26.08	-29.7	0	0	0	0	0	0
10.508	-16.92	26.24	-30.18	0	0	0	0	0	0
10.538	-16.92	26.1	-30.39	0	0	0	0	0	0
10.552	-16.77	25.05	-31.71	0	0	0	0	0	0
10.576	-16.18	25.25	-31.52	0	0	0	0	0	0
10.581	-15.23	25.57	-31.21	0	0	0	0	0	0
10.599	-15.78	26.11	-30.46	0	0	0	0	0	0
10.615	-16.09	26.42	-30.03	0	0	0	0	0	0
10.626	-15.01	25.35	-30.78	0	0	0	0	0	0
