Time,Column,Value,Is Positive Peak
40581.800000,aclx,0.048946,1
40581.800000,acly,-0.011045,1
40581.800000,gyrz,0.004906,1
40581.800000,magphi,-0.008109,1
40581.800000,magtheta,-0.019620,1
40581.900000,gyry,-0.003492,0
40581.900000,magphi,-0.008201,0
40581.900000,magtheta,-0.020645,0
40582.000000,aclx,0.044907,0
40582.000000,gyry,-0.001753,1
40582.000000,magr,-0.013538,0
40582.000000,magtheta,-0.019895,1
40582.100000,aclz,0.050216,0
40582.100000,magr,-0.010831,1
40582.200000,aclx,0.045823,1
40582.200000,acly,-0.013168,0
40582.200000,aclz,0.051339,1
40582.200000,gyry,-0.001828,0
40582.200000,gyrz,0.000435,0
40582.200000,magr,-0.018051,0
40582.200000,magphi,-0.007737,1
40582.300000,aclx,0.045606,0
40582.300000,acly,-0.012991,1
40582.300000,gyry,-0.001591,1
40582.300000,gyrz,0.000725,1
40582.300000,magphi,-0.007783,0
40582.300000,magtheta,-0.020653,0
40582.400000,acly,-0.013284,0
40582.400000,magphi,-0.007737,1
40582.400000,magtheta,-0.020276,1
40582.500000,acly,-0.013191,1
40582.500000,magr,-0.012034,1
40582.500000,magphi,-0.007786,0
40582.500000,magtheta,-0.020492,0
40582.600000,gyrx,-0.001397,1
40582.600000,magr,-0.016246,0
40582.600000,magphi,-0.007715,1
40582.600000,magtheta,-0.020056,1
40582.700000,magr,-0.014769,1
40582.700000,magphi,-0.007722,0
40582.800000,aclz,0.048578,0
40582.800000,magr,-0.018051,0
40582.900000,aclz,0.048665,1
40583.000000,aclz,0.047722,0
40583.000000,gyry,-0.005868,0
40583.100000,magr,0.000000,1
40583.200000,magphi,-0.007384,1
40583.300000,aclx,0.056054,1
40583.300000,magphi,-0.007405,0
40583.400000,gyrz,-0.021042,0
40583.400000,magr,-0.003009,0
40583.500000,aclz,0.054943,1
40583.500000,gyrz,-0.020703,1
40583.500000,magr,0.002850,1
40583.500000,magtheta,-0.030088,0
40583.600000,aclz,0.054440,0
40583.700000,aclz,0.054560,1
40583.700000,gyry,0.006877,1
40583.700000,gyrz,-0.021748,0
40583.800000,gyrx,-0.006402,0
40583.800000,gyry,0.006845,0
40583.900000,gyry,0.006857,1
40584.100000,gyry,0.006034,0
40584.100000,magr,-0.000321,0
40584.200000,gyry,0.006123,1
40584.500000,gyrz,-0.013774,1
40584.500000,magr,0.004657,1
40584.600000,aclz,0.044628,0
40584.600000,gyry,0.003720,0
40584.700000,aclz,0.044986,1
40584.800000,gyrz,-0.016636,0
40584.900000,aclz,0.041561,0
40584.900000,gyrx,-0.003032,1
40584.900000,gyry,0.006905,1
40585.000000,aclz,0.041829,1
40585.000000,gyrx,-0.003385,0
40585.000000,gyry,0.006749,0
40585.100000,gyrx,-0.002204,1
40585.100000,gyry,0.007012,1
40585.200000,gyry,0.005119,0
40585.200000,magr,-0.004022,0
40585.200000,magphi,-0.006733,1
40585.300000,gyrx,-0.002664,0
40585.300000,gyry,0.005538,1
40585.300000,magphi,-0.006742,0
40585.400000,magr,0.001258,1
40585.500000,magr,-0.001260,0
40585.600000,aclz,0.038217,0
40585.600000,gyry,0.004194,0
40585.600000,gyrz,-0.012463,1
40585.700000,gyrz,-0.013447,0
40585.800000,acly,-0.029901,0
40585.800000,gyry,0.005029,1
40585.800000,magr,-0.001096,1
40585.900000,aclz,0.042487,1
40585.900000,gyry,0.004628,0
40585.900000,magr,-0.003508,0
40586.000000,gyry,0.005029,1
40586.000000,magphi,-0.006371,1
40586.100000,magr,-0.003196,1
40586.100000,magtheta,-0.007976,1
40586.300000,aclx,0.018108,0
40586.300000,magr,-0.007723,0
40586.500000,gyrx,0.014820,1
40586.500000,magr,-0.007037,1
40586.600000,gyry,-0.000778,0
40586.600000,gyrz,0.002822,1
40586.600000,magr,-0.009179,0
40586.700000,aclz,0.030679,0
40586.700000,gyry,-0.000503,1
40586.800000,gyry,-0.000776,0
40586.800000,magr,-0.008363,1
40586.900000,aclz,0.031947,1
40587.000000,magr,-0.012431,0
40587.100000,gyrx,0.010447,0
40587.100000,gyry,0.002237,1
40587.200000,aclx,0.025098,1
40587.200000,gyry,0.002128,0
40587.200000,magr,-0.011327,1
40587.200000,magtheta,-0.020287,0
40587.400000,magr,-0.017481,0
40587.400000,magphi,-0.009567,0
40587.600000,gyrx,0.013312,1
40587.600000,gyry,0.012832,1
40587.600000,gyrz,-0.011415,0
40587.700000,magr,-0.015204,1
40587.900000,magr,-0.018665,0
40588.000000,magphi,0.061545,1
40588.100000,magr,-0.012083,1
40588.200000,aclz,-0.007029,0
40588.200000,gyrx,0.004989,0
40588.200000,magr,-0.016457,0
40588.200000,magtheta,0.003694,1
40588.300000,aclx,-0.008122,0
40588.300000,gyrx,0.005536,1
40588.300000,gyry,-0.004036,0
40588.400000,aclz,-0.005551,1
40588.400000,gyry,0.002408,1
40588.400000,gyrz,0.003427,1
40588.500000,aclz,-0.005998,0
40588.500000,gyry,0.002168,0
40588.600000,gyrz,-0.000191,0
40588.700000,gyrz,-0.000070,1
40588.800000,acly,0.026328,1
40588.800000,gyry,0.005420,1
40588.900000,aclx,-0.001535,1
40588.900000,gyry,0.005290,0
40588.900000,magr,0.000851,1
40589.000000,magr,0.000812,0
40589.000000,magtheta,-0.005052,0
40589.100000,gyry,0.008578,1
40589.100000,magr,0.005698,1
40589.200000,gyrz,-0.011668,0
40589.400000,aclx,-0.006436,0
40589.500000,aclx,-0.005925,1
40589.500000,aclz,0.010586,1
40589.500000,gyrx,-0.017574,0
40589.500000,gyry,0.003476,0
40589.600000,gyry,0.004506,1
40589.600000,gyrz,-0.009462,1
40589.600000,magr,0.002054,0
40589.700000,gyrz,-0.010028,0
40589.700000,magr,0.006884,1
40589.800000,magr,0.006571,0
40589.900000,magr,0.011195,1
40590.100000,gyry,0.002977,0
40590.200000,aclx,-0.009166,0
40590.200000,aclz,-0.000112,0
40590.200000,gyrz,-0.007655,1
40590.300000,aclx,-0.009059,1
40590.300000,gyrz,-0.008636,0
40590.400000,aclz,0.006895,1
40590.400000,gyry,0.003431,1
40590.500000,aclx,-0.010562,0
40590.500000,acly,-0.015808,0
40590.500000,magtheta,0.020125,1
40590.700000,aclz,0.000412,0
40590.700000,magr,0.005255,0
40590.800000,magr,0.009939,1
40590.900000,aclz,0.002283,1
40590.900000,gyrx,0.011846,1
40591.000000,aclz,0.002271,0
40591.100000,aclz,0.002583,1
40591.100000,gyry,-0.000146,0
40591.100000,gyrz,0.009041,1
40591.200000,gyry,-0.000064,1
40591.300000,aclz,0.002201,0
40591.500000,gyry,-0.000963,0
40591.700000,gyrx,0.008581,0
40591.800000,aclx,0.004152,1
40591.800000,magr,0.004291,0
40591.800000,magphi,0.002700,0
40591.900000,magr,0.009019,1
40591.900000,magphi,0.015475,1
40591.900000,magtheta,-0.006958,0
40592.000000,aclz,0.006877,1
40592.000000,magphi,0.014116,0
40592.100000,gyrx,0.010183,1
40592.100000,magphi,0.026373,1
40592.200000,gyrx,0.009912,0
40592.200000,magphi,0.024470,0
40592.300000,gyrx,0.010084,1
40592.300000,gyry,0.011906,1
40592.300000,gyrz,-0.005066,0
40592.600000,magphi,0.068471,1
40592.900000,aclx,-0.025599,0
40592.900000,aclz,-0.020576,0
40592.900000,magtheta,0.012677,1
40593.100000,acly,0.028876,1
40593.100000,gyry,-0.004826,0
40593.200000,acly,0.028818,0
40593.200000,gyrz,0.006715,1
40593.300000,gyry,-0.001761,1
40593.400000,acly,0.028958,1
40593.400000,gyry,-0.003215,0
40593.500000,acly,0.028829,0
40593.500000,gyry,-0.001756,1
40593.500000,gyrz,0.004851,0
40593.600000,acly,0.029206,1
40593.600000,gyry,-0.001973,0
40593.600000,gyrz,0.004853,1
40593.700000,magr,-0.001828,0
40593.900000,magtheta,-0.002181,0
40594.000000,aclx,-0.009309,1
40594.200000,gyry,0.004070,1
40594.200000,gyrz,-0.013695,0
40594.300000,aclx,-0.014048,0
40594.300000,aclz,-0.001899,1
40594.400000,aclx,-0.012917,1
40594.400000,gyrx,-0.019330,0
40594.400000,gyry,0.002618,0
40594.500000,gyry,0.002986,1
40594.600000,gyry,0.002472,0
40594.700000,gyry,0.002723,1
40594.800000,aclz,-0.009075,0
40595.000000,aclx,-0.015843,0
40595.100000,acly,-0.009794,0
40595.100000,aclz,-0.001499,1
40595.100000,magtheta,0.019316,1
40595.400000,aclz,-0.009564,0
40595.400000,gyrx,0.009976,1
40595.500000,gyry,-0.007185,0
40595.500000,gyrz,0.006717,1
40595.600000,gyrz,0.005748,0
40595.700000,gyrz,0.006042,1
40595.700000,magr,0.004202,1
40596.000000,aclx,0.004420,1
40596.000000,gyrx,0.005923,0
40596.200000,aclz,0.003653,1
40596.200000,magtheta,-0.008505,0
40596.400000,gyrx,0.008161,1
40596.400000,magr,-0.001471,0
40596.500000,gyrx,0.008007,0
40596.500000,gyry,0.017016,1
40596.600000,gyrx,0.008696,1
40596.600000,gyrz,-0.008072,0
40597.000000,magr,-0.001113,1
40597.100000,aclz,-0.029473,0
40597.100000,magr,-0.003524,0
40597.200000,aclz,-0.029049,1
40597.200000,magr,0.001560,1
40597.300000,aclx,-0.030502,0
40597.300000,magtheta,0.016500,1
40597.400000,aclz,-0.029182,0
40597.400000,gyrx,0.002367,0
40597.500000,gyrx,0.002704,1
40597.500000,gyry,-0.008173,0
40597.600000,gyrz,0.008435,1
40597.600000,magr,0.001295,0
40597.700000,acly,0.022892,1
40597.700000,magr,0.006159,1
40597.800000,acly,0.022801,0
40597.900000,gyry,-0.002014,1
40598.000000,acly,0.023140,1
40598.000000,gyry,-0.002094,0
40598.000000,magr,0.003007,0
40598.100000,aclz,-0.016296,1
40598.200000,aclx,-0.018164,1
40598.200000,magr,0.012362,1
40598.300000,aclx,-0.018448,0
40598.300000,gyry,0.001333,1
40598.300000,magtheta,0.001264,0
40598.400000,aclx,-0.017975,1
40598.400000,aclz,-0.017879,0
40598.400000,magphi,-0.004858,0
40598.500000,aclx,-0.018601,0
40598.700000,aclz,-0.016020,1
40598.700000,gyrx,-0.019230,0
40598.700000,gyry,-0.002719,0
40598.800000,gyry,-0.002232,1
40598.800000,gyrz,-0.010991,0
40599.000000,aclz,-0.019873,0
40599.000000,gyry,-0.002688,0
40599.100000,gyry,-0.002573,1
40599.200000,gyry,-0.004525,0
40599.300000,gyry,-0.004327,1
40599.300000,magtheta,0.017710,1
40599.500000,acly,-0.013361,0
40599.500000,magphi,-0.002983,1
40599.900000,gyry,-0.008420,0
40599.900000,gyrz,0.006416,1
40600.000000,gyrx,0.008536,1
40600.400000,aclz,0.003487,1
40600.500000,aclz,0.003391,0
40600.600000,aclx,0.013966,1
40600.600000,magr,-0.007792,0
40600.700000,aclz,0.003673,1
40600.700000,gyrx,0.005903,0
40600.700000,magtheta,-0.015145,0
40600.800000,gyrx,0.006688,1
40600.800000,magr,-0.007100,1
40600.900000,gyrx,0.005994,0
40600.900000,gyry,0.012410,1
40600.900000,gyrz,-0.008063,0
40600.900000,magr,-0.009239,0
40601.000000,gyrx,0.006622,1
40601.500000,gyrx,0.003037,0
40601.600000,gyrx,0.003319,1
40601.700000,aclx,-0.015994,0
40601.700000,aclz,-0.013097,0
40601.700000,magtheta,0.004910,1
40602.000000,gyrz,0.004074,1
40602.000000,magr,0.003667,1
40602.100000,magr,0.003500,0
40602.200000,gyry,-0.008594,0
40602.200000,magr,0.008264,1
40602.300000,magphi,-0.008731,0
40602.400000,acly,0.019279,1
40602.500000,aclx,-0.003206,1
40602.500000,aclz,0.000223,1
40602.600000,aclz,-0.000081,0
40602.600000,magtheta,-0.007992,0
40602.800000,aclz,0.002620,1
40602.900000,gyry,0.001449,1
40603.000000,aclx,-0.006138,0
40603.000000,gyrx,-0.020136,0
40603.000000,gyrz,-0.012656,0
40603.100000,aclx,-0.005602,1
40603.100000,gyry,-0.001115,0
40603.300000,magr,0.001546,0
40603.400000,gyry,0.000393,1
40603.400000,magr,0.006399,1
40603.500000,gyry,0.000244,0
40603.600000,gyry,0.000431,1
40603.600000,gyrz,-0.009064,1
40603.700000,aclx,-0.010005,0
40603.700000,aclz,-0.012075,0
40603.800000,gyrz,-0.011277,0
40603.900000,aclx,-0.009442,1
40603.900000,gyry,-0.001870,0
40604.000000,acly,-0.024307,0
40604.000000,aclz,-0.004349,1
40604.000000,gyry,-0.001710,1
