Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
40581.7,0.0,-0.06,-0.02,0.95,-0.24,0.05,-0.04,49.44508671243282,0.4779746149467355,2.5218610408214985,
40581.8,0.10000000000582077,0.00,-0.00,0.90,0.02,-0.08,0.08,50.29012626748913,0.47916411951208887,2.5030092118619534,
40581.9,0.20000000000436557,-0.09,-0.03,0.90,-0.01,-0.05,-0.01,49.972333345562326,0.4670473795521958,2.5239589969962544,
40582.0,0.3000000000029104,-0.07,-0.03,0.90,-0.00,0.05,-0.06,49.380989257000515,0.534674771498193,2.4999572215960533,
40582.1,0.4000000000014552,-0.04,-0.03,0.90,-0.05,-0.01,-0.04,49.81783014142627,0.5247182630855661,2.510769362606697,
40582.2,0.5,-0.06,-0.04,0.93,-0.01,-0.01,-0.03,49.27728990112991,0.5179352516658459,2.5203460169532956,
40582.3,0.6000000000058208,-0.06,-0.02,0.90,0.03,0.01,-0.00,49.16215414320247,0.4834238810708831,2.517681829964507,
40582.4,0.7000000000043656,-0.04,-0.04,0.91,0.01,-0.01,-0.02,48.80263927289178,0.5140354262042364,2.5021284517912736,
40582.5,0.8000000000029104,-0.03,-0.03,0.90,-0.01,-0.02,-0.07,48.61853350318169,0.4783640651024957,2.5212537136688655,
40582.6,0.9000000000014552,-0.03,-0.03,0.89,0.05,-0.11,-0.13,48.30176083746844,0.5305737008689279,2.4952877515147454,
40582.7,1.0,0.10,-0.08,0.88,-0.14,-0.22,-0.21,49.07578323368869,0.4996539670757467,2.5201309520056934,
40582.8,1.1000000000058208,0.02,-0.15,0.86,-0.20,-0.12,-0.43,49.16394410541123,0.5404823973080507,2.5537046801055068,
40582.9,1.2000000000043656,-0.02,-0.13,0.87,-0.15,-0.09,-0.52,48.93782279587027,0.5807663778263762,2.579947558732463,
40583.0,1.3000000000029104,0.01,-0.08,0.82,-0.17,-0.13,-0.20,47.74171027518808,0.6067031260282473,2.574167703378291,
40583.1,1.4000000000014552,-0.03,-0.17,1.01,-0.35,0.10,-0.40,48.137068876282854,0.6176104810438269,2.5928645439913423,
40583.2,1.5,0.02,-0.14,0.91,-0.15,0.23,-0.44,46.35309806258908,0.6667310513014879,2.6076041443716154,
40583.3,1.6000000000058208,0.00,-0.13,0.92,-0.30,0.28,-0.51,48.42332702324366,0.5521936159633002,2.61528125439486,
40583.4,1.7000000000043656,-0.12,-0.20,0.97,-0.13,0.65,-0.44,50.753794932004844,0.5571192774758502,2.5756337753782006,
40583.5,1.8000000000029104,-0.05,-0.19,0.99,-0.23,0.25,-0.14,48.747986625090476,0.5888208502709584,2.5517148884987604,
40583.6,1.9000000000014552,-0.08,-0.19,0.90,-0.14,0.59,-0.29,47.50977373130712,0.5960341707359116,2.4939697104277436,
40583.7,2.0,-0.21,-0.25,0.97,-0.15,0.48,-0.27,49.44445064918812,0.535452021068772,2.4530607451258333,
40583.8,2.1000000000058208,-0.24,-0.23,0.85,-0.12,0.08,0.07,49.18122507624226,0.5014929516248177,2.4034403427230746,
40583.9,2.2000000000043656,-0.22,-0.24,0.88,-0.10,0.09,0.10,49.577262933727994,0.5568965762314402,2.430123864462177,
40584.0,2.3000000000029104,-0.19,-0.26,0.89,-0.04,-0.03,0.01,49.3361186150674,0.5654129564672253,2.434563327971323,
40584.1,2.400000000001455,-0.19,-0.24,0.87,0.00,-0.00,0.01,49.711024934112956,0.5261181128313661,2.4322426436385856,
40584.2,2.5,-0.21,-0.26,0.88,0.01,0.10,0.01,49.35141436676359,0.5168759705867075,2.4150812577845167,
40584.3,2.6000000000058208,-0.21,-0.26,0.87,-0.01,-0.02,0.01,48.36295379730233,0.5161431202705252,2.4125594731458424,
40584.4,2.7000000000043656,-0.21,-0.25,0.86,0.02,-0.02,-0.02,48.64831857320456,0.5443656390392023,2.431181844042003,
40584.5,2.8000000000029104,-0.22,-0.25,0.88,0.05,0.02,-0.06,51.590710404102786,0.5427227207121689,2.4155521880472475,
40584.6,2.900000000001455,-0.21,-0.31,0.88,0.14,-0.27,-0.16,50.88538493516582,0.5370682383167521,2.4157727007054173,
40584.7,3.0,-0.10,-0.27,0.94,0.03,0.09,-0.39,50.4918537984099,0.5529977986996863,2.474897012544496,
40584.8,3.1000000000058208,-0.13,-0.22,0.90,0.27,0.40,-0.38,50.57747126933098,0.624890320864785,2.4420904926619134,
40584.9,3.2000000000043656,-0.30,-0.17,0.70,-0.02,0.46,0.03,51.00259797304447,0.5898039608065662,2.415250886491043,
40585.0,3.3000000000029104,-0.24,-0.18,0.95,-0.19,0.05,-0.13,53.26202587209765,0.5537612323523085,2.4286628567551034,
40585.1,3.400000000001455,-0.36,-0.27,0.90,0.41,0.15,-0.14,52.09756328274865,0.5528145143308412,2.433101509601899,
40585.2,3.5,-0.30,-0.28,0.83,-0.20,-0.37,-0.09,51.812108623371046,0.5554081004980372,2.420345443678247,
40585.3,3.6000000000058208,-0.27,-0.20,0.90,-0.06,0.17,-0.06,53.929269418378,0.5191461142465229,2.4433969957550046,
40585.4,3.7000000000043656,-0.30,-0.24,0.82,-0.04,-0.17,0.05,51.367126647302356,0.5932403341668462,2.434738217229394,
40585.5,3.8000000000029104,-0.27,-0.23,0.88,0.04,0.05,-0.02,53.318946913831674,0.5848579598251259,2.4404120788607244,
40585.6,3.900000000001455,-0.27,-0.23,0.90,0.07,-0.01,-0.03,52.04657625627261,0.5848579598251259,2.4195868806947454,
40585.7,4.0,-0.24,-0.26,1.02,0.34,0.09,-0.30,52.04657625627261,0.5848579598251259,2.4195868806947454,
40585.8,4.100000000005821,-0.32,-0.15,1.02,0.80,0.23,-0.02,52.57720513682712,0.6110501134864454,2.4033823694229333,
