Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
40425.9,0.0,-0.01,0.06,0.90,0.04,0.05,0.16,48.96054431886966,0.3025649515642592,2.486322515222307,
40426.0,0.09999999999854481,-0.08,0.03,0.94,0.02,0.04,-0.10,48.66197180550743,0.3424447675444227,2.502227418212363,
40426.1,0.19999999999708962,-0.06,0.01,0.92,0.03,0.03,0.02,49.09245257674544,0.3196228980327578,2.491198743721764,
40426.2,0.2999999999956344,-0.06,0.01,0.90,-0.03,0.00,0.01,48.32957272726503,0.27331906930889893,2.4775538694773562,
40426.3,0.4000000000014552,-0.09,-0.01,0.95,-0.06,-0.04,-0.06,48.4435929716201,0.3313524540860293,2.4745521085198767,
40426.4,0.5,-0.06,0.03,0.91,-0.01,0.06,0.00,48.53797173347893,0.33630743660635454,2.487169928688448,
40426.5,0.5999999999985448,-0.05,0.00,0.92,-0.02,-0.02,-0.04,49.56765174990641,0.38184173291955037,2.476409024733896,
40426.6,0.6999999999970896,-0.06,0.03,0.92,0.00,-0.02,-0.05,47.27676067583311,0.30375874532197367,2.471710199792926,
40426.7,0.7999999999956344,-0.07,0.01,0.92,0.03,0.02,-0.01,49.98598303524699,0.3568906787520818,2.5008043324501417,
40426.8,0.9000000000014552,-0.04,0.01,0.91,0.03,-0.03,-0.02,48.3324456240319,0.3726681486495278,2.494446654042123,
40426.9,1.0,-0.01,0.01,0.89,0.00,-0.11,-0.01,47.77317343447052,0.3557586311866214,2.505857971350906,
40427.0,1.0999999999985448,0.06,-0.06,0.89,0.11,-0.39,0.08,50.57024718151969,0.33515850846991757,2.501851611785798,
40427.1,1.1999999999970896,0.07,0.03,0.89,0.10,-0.26,-0.29,49.309574121056855,0.33596760592613095,2.5370482025800865,
40427.2,1.2999999999956344,0.07,0.02,0.87,-0.03,-0.11,-0.62,47.95647401550702,0.35788546737095894,2.590234954024999,
40427.3,1.4000000000014552,0.01,0.19,0.87,-0.31,0.36,-0.87,48.0635381552378,0.4464511674296577,2.595372099291346,
40427.4,1.5,-0.09,-0.28,0.95,-0.50,0.13,-1.22,47.70630566287857,0.43409601257101915,2.5943743129679975,
40427.5,1.5999999999985448,-0.10,-0.09,0.92,-0.51,0.31,-1.20,48.08822205072672,0.5406909075104935,2.5881652593057325,
40427.6,1.6999999999970896,-0.14,-0.11,0.93,-0.44,0.49,-1.05,49.889174176368165,0.5319467224179428,2.561942747309344,
40427.7,1.7999999999956344,-0.17,-0.15,0.94,-0.41,0.50,-0.73,50.709425159431646,0.6117895853389198,2.526315443985409,
40427.8,1.9000000000014552,-0.10,-0.21,0.88,-0.56,0.05,-0.39,50.16402695159152,0.6392911612932943,2.490448233320964,
40427.9,2.0,0.07,-0.17,0.61,-0.43,0.95,-0.51,50.031172282887795,0.6895591458412407,2.4046673785229933,
40428.0,2.099999999998545,-0.38,-0.46,0.79,-0.13,0.90,-0.49,51.6869654748661,0.7325838879177945,2.299020082876417,
40428.1,2.1999999999970896,-0.22,-0.35,0.77,-0.03,-0.10,-0.08,52.79926609338429,0.74519791872821,2.2578849752552435,
40428.2,2.2999999999956344,-0.28,-0.31,0.86,0.00,0.20,-0.19,50.79801964643897,0.7241625206136508,2.250253639601471,
