Clock Time (s),Elapsed Time (s),ar,atheta,aphi,gx,gy,gz,mx,my,mz,
40425.9,0.0,0.9020532135079394,1.7359450042095235,0.06748362236137152,0.04,0.05,0.16,28.48,8.89,-38.82,
40426.0,0.09999999999854481,0.9438749917229505,2.782821983319221,0.09064457964399109,0.02,0.04,-0.10,27.35,9.75,-39.05,
40426.1,0.19999999999708962,0.9220086767487604,2.976443976175166,0.06602089344658967,0.03,0.03,0.02,28.22,9.34,-39.07,
40426.2,0.2999999999956344,0.9020532135079394,2.976443976175166,0.06748362236137152,-0.03,0.00,0.01,28.68,8.04,-38.06,
40426.3,0.4000000000014552,0.9543060305792895,3.2522498747636885,0.09503271922239363,-0.06,-0.04,-0.06,28.34,9.75,-38.06,
40426.4,0.5,0.9124691775616314,2.677945044588987,0.07358343210792452,-0.01,0.06,0.00,27.89,9.75,-38.51,
40426.5,0.5999999999985448,0.9213576938409967,3.141592653589793,0.054294411908306,-0.02,-0.02,-0.04,28.39,11.40,-39.00,
40426.6,0.6999999999970896,0.9224424101265075,2.677945044588987,0.07278644951172743,0.00,-0.02,-0.05,28.01,8.78,-37.06,
40426.7,0.7999999999956344,0.9227133899537819,2.999695598985629,0.07670862115408514,0.03,0.02,-0.01,28.00,10.44,-40.07,
40426.8,0.9000000000014552,0.9109335870413386,2.896613990462929,0.04527788643271294,0.03,-0.03,-0.02,27.14,10.61,-38.56,
40426.9,1.0,0.8901123524589466,2.356194490192345,0.015888702852638582,0.00,-0.11,-0.01,26.59,9.88,-38.44,
40427.0,1.0999999999985448,0.8940357934669059,5.497787143782138,0.0950529321318162,0.11,-0.39,0.08,28.51,9.93,-40.57,
40427.1,1.1999999999970896,0.8932524839036273,0.4048917862850834,0.08536253934820182,0.10,-0.26,-0.29,26.46,9.24,-40.57,
40427.2,1.2999999999956344,0.8730406634286859,0.27829965900511133,0.0834849258799287,-0.03,-0.11,-0.62,23.53,8.80,-40.85,
40427.3,1.4000000000014552,0.8905616205518853,1.5182132651839548,0.2153033743273694,-0.31,0.36,-0.87,22.52,10.78,-41.07,
40427.4,1.5,0.9944847912361455,4.4013906997791485,0.30022996273121894,-0.50,0.13,-1.22,22.52,10.44,-40.74,
40427.5,1.5999999999985448,0.9297849213662265,3.8744077553762994,0.14520582089785744,-0.51,0.31,-1.20,21.67,13.01,-40.91,
40427.6,1.6999999999970896,0.9468896451012653,3.807561890968903,0.18915735785631088,-0.44,0.49,-1.05,23.55,13.86,-41.74,
40427.7,1.7999999999956344,0.9669539802906858,3.864572006991284,0.2366669309511285,-0.41,0.50,-0.73,23.96,16.81,-41.41,
40427.8,1.9000000000014552,0.9102197536858888,4.267969770483591,0.25840224191673733,-0.56,0.05,-0.39,24.40,18.14,-39.90,
40427.9,2.0,0.637102817447859,5.102996024082376,0.29273132974371435,-0.43,0.95,-0.51,25.94,21.39,-37.05,
40428.0,2.099999999998545,0.99,4.021942523329997,0.6468605943909793,-0.13,0.90,-0.49,28.68,25.80,-34.40,
40428.1,2.1999999999970896,0.8739565206576355,4.151225568096337,0.492717460511175,-0.03,-0.10,-0.08,30.00,27.68,-33.49,
40428.2,2.2999999999956344,0.9560857702110203,3.977794521045463,0.4521705014773028,0.00,0.20,-0.19,29.60,26.18,-31.92,
40428.3,2.400000000001455,0.9420191080864548,4.026659469478403,0.46970542736482407,-0.05,-0.20,-0.13,29.37,28.58,-32.69,
