time,x,y,z
11:13:45:9,-0.01,0.06,0.90
11:13:45:9,-0.00,0.07,0.95
11:13:45:9,-0.01,0.07,0.99
11:13:45:9,-0.02,0.07,1.02
11:13:45:9,-0.03,0.05,1.01
11:13:45:9,-0.03,0.04,1.00
11:13:45:9,-0.03,0.03,0.98
11:13:45:9,-0.04,0.02,0.95
11:13:45:9,-0.04,0.00,0.92
11:13:45:9,-0.04,-0.00,0.91
11:13:45:9,-0.03,-0.01,0.89
11:13:45:9,-0.04,-0.00,0.89
11:13:45:9,-0.04,0.00,0.89
11:13:45:9,-0.04,0.01,0.91
11:13:45:9,-0.05,0.01,0.92
11:13:45:9,-0.06,0.02,0.93
11:13:45:9,-0.07,0.02,0.94
11:13:45:9,-0.07,0.03,0.94
11:13:46:0,-0.08,0.03,0.94
11:13:46:0,-0.09,0.03,0.93
11:13:46:0,-0.09,0.03,0.92
11:13:46:0,-0.10,0.03,0.91
11:13:46:0,-0.09,0.03,0.91
11:13:46:0,-0.09,0.03,0.90
11:13:46:0,-0.09,0.03,0.90
11:13:46:0,-0.09,0.03,0.91
11:13:46:0,-0.09,0.02,0.92
11:13:46:0,-0.08,0.02,0.93
11:13:46:0,-0.08,0.02,0.94
11:13:46:0,-0.08,0.02,0.94
11:13:46:0,-0.08,0.01,0.94
11:13:46:0,-0.07,0.01,0.94
11:13:46:0,-0.07,0.01,0.94
11:13:46:0,-0.07,0.01,0.94
11:13:46:0,-0.07,0.01,0.94
11:13:46:0,-0.07,0.01,0.94
11:13:46:0,-0.06,0.01,0.93
11:13:46:0,-0.06,0.01,0.93
11:13:46:0,-0.06,0.01,0.93
11:13:46:1,-0.06,0.01,0.92
11:13:46:1,-0.05,0.02,0.93
11:13:46:1,-0.06,0.02,0.92
11:13:46:1,-0.06,0.02,0.92
11:13:46:1,-0.06,0.03,0.92
11:13:46:1,-0.06,0.02,0.91
11:13:46:1,-0.06,0.02,0.91
11:13:46:1,-0.06,0.03,0.91
11:13:46:1,-0.06,0.02,0.91
11:13:46:1,-0.07,0.02,0.90
11:13:46:1,-0.06,0.02,0.90
11:13:46:1,-0.06,0.02,0.90
11:13:46:1,-0.06,0.01,0.90
11:13:46:1,-0.06,0.01,0.89
11:13:46:2,-0.06,0.01,0.90
11:13:46:2,-0.06,0.01,0.90
11:13:46:2,-0.05,0.01,0.90
11:13:46:2,-0.05,0.01,0.89
11:13:46:2,-0.05,0.02,0.89
11:13:46:2,-0.05,0.01,0.89
11:13:46:2,-0.04,0.02,0.90
11:13:46:2,-0.04,0.02,0.90
11:13:46:2,-0.04,0.02,0.91
11:13:46:2,-0.04,0.02,0.91
11:13:46:2,-0.04,0.03,0.90
11:13:46:2,-0.04,0.03,0.91
11:13:46:2,-0.04,0.03,0.91
11:13:46:2,-0.05,0.03,0.90
11:13:46:2,-0.05,0.03,0.91
11:13:46:2,-0.05,0.02,0.90
11:13:46:2,-0.06,0.02,0.90
11:13:46:2,-0.06,0.02,0.90
11:13:46:2,-0.07,0.01,0.90
11:13:46:2,-0.07,0.01,0.90
11:13:46:2,-0.08,0.00,0.92
11:13:46:2,-0.08,-0.00,0.92
11:13:46:2,-0.08,-0.00,0.93
11:13:46:2,-0.08,-0.00,0.94
11:13:46:2,-0.09,-0.01,0.94
11:13:46:2,-0.09,-0.01,0.95
11:13:46:3,-0.09,-0.01,0.95
11:13:46:3,-0.09,-0.01,0.96
11:13:46:3,-0.08,-0.01,0.95
11:13:46:3,-0.09,-0.01,0.96
11:13:46:3,-0.08,-0.01,0.95
11:13:46:3,-0.08,-0.01,0.95
11:13:46:3,-0.08,-0.00,0.94
11:13:46:3,-0.07,0.00,0.93
11:13:46:3,-0.07,0.00,0.95
11:13:46:3,-0.07,0.01,0.94
11:13:46:3,-0.07,0.01,0.94
11:13:46:3,-0.06,0.02,0.94
11:13:46:3,-0.06,0.02,0.92
11:13:46:3,-0.06,0.02,0.93
11:13:46:3,-0.05,0.02,0.92
11:13:46:3,-0.05,0.03,0.92
11:13:46:3,-0.05,0.03,0.92
11:13:46:3,-0.05,0.02,0.92
11:13:46:3,-0.06,0.03,0.92
11:13:46:3,-0.06,0.03,0.91
11:13:46:4,-0.06,0.03,0.91
11:13:46:4,-0.05,0.02,0.91
11:13:46:4,-0.05,0.01,0.90
11:13:46:4,-0.05,0.01,0.90
11:13:46:4,-0.06,0.02,0.91
11:13:46:4,-0.06,0.01,0.92
11:13:46:4,-0.06,0.01,0.91
11:13:46:4,-0.06,0.00,0.92
11:13:46:4,-0.07,0.00,0.92
11:13:46:4,-0.07,0.00,0.93
11:13:46:4,-0.07,0.00,0.92
11:13:46:4,-0.07,0.01,0.92
11:13:46:4,-0.06,0.00,0.92
11:13:46:4,-0.06,0.00,0.92
11:13:46:4,-0.06,0.00,0.92
11:13:46:4,-0.05,-0.00,0.92
11:13:46:4,-0.05,0.00,0.92
11:13:46:5,-0.05,0.00,0.92
11:13:46:5,-0.05,0.00,0.93
11:13:46:5,-0.05,0.00,0.92
