time,x,y,z
17:01:59:656,-0.01,-0.08,0.03
17:01:59:661,-0.02,-0.10,0.03
17:01:59:686,-0.03,-0.12,0.03
17:01:59:688,-0.05,-0.15,0.04
17:01:59:689,-0.07,-0.18,0.04
17:01:59:691,-0.09,-0.21,0.04
17:01:59:692,-0.11,-0.25,0.05
17:01:59:694,-0.12,-0.28,0.06
17:01:59:699,-0.13,-0.31,0.07
17:01:59:701,-0.13,-0.33,0.09
17:01:59:706,-0.14,-0.37,0.10
17:01:59:711,-0.14,-0.40,0.11
17:01:59:715,-0.14,-0.43,0.13
17:01:59:720,-0.15,-0.46,0.14
17:01:59:726,-0.16,-0.48,0.15
17:01:59:730,-0.17,-0.51,0.16
17:01:59:752,-0.18,-0.53,0.18
17:01:59:753,-0.19,-0.55,0.19
17:01:59:754,-0.20,-0.56,0.19
17:01:59:755,-0.20,-0.57,0.19
17:01:59:758,-0.20,-0.56,0.19
17:01:59:760,-0.20,-0.54,0.18
17:01:59:766,-0.20,-0.53,0.16
17:01:59:771,-0.19,-0.51,0.15
17:01:59:775,-0.18,-0.50,0.14
17:01:59:780,-0.17,-0.49,0.13
17:01:59:788,-0.16,-0.50,0.12
17:01:59:790,-0.16,-0.51,0.11
17:01:59:795,-0.16,-0.54,0.10
17:01:59:801,-0.16,-0.56,0.09
17:01:59:806,-0.17,-0.59,0.08
17:01:59:810,-0.18,-0.61,0.07
17:01:59:815,-0.19,-0.62,0.05
17:01:59:837,-0.19,-0.62,0.04
17:01:59:838,-0.19,-0.60,0.03
17:01:59:840,-0.19,-0.58,0.01
17:01:59:841,-0.18,-0.55,0.00
17:01:59:842,-0.18,-0.52,-0.01
17:01:59:846,-0.16,-0.50,-0.01
17:01:59:850,-0.15,-0.49,-0.02
17:01:59:855,-0.14,-0.49,-0.01
17:01:59:860,-0.13,-0.50,-0.01
17:01:59:865,-0.13,-0.51,-0.01
17:01:59:870,-0.12,-0.52,0.00
17:01:59:875,-0.12,-0.53,0.01
17:01:59:880,-0.11,-0.53,0.02
17:01:59:886,-0.11,-0.53,0.03
17:01:59:891,-0.11,-0.51,0.04
17:01:59:895,-0.11,-0.50,0.04
17:01:59:900,-0.11,-0.48,0.04
17:01:59:907,-0.11,-0.47,0.04
17:01:59:910,-0.11,-0.46,0.04
17:01:59:914,-0.11,-0.46,0.04
17:01:59:920,-0.11,-0.45,0.03
17:01:59:925,-0.11,-0.44,0.03
17:01:59:930,-0.10,-0.43,0.02
17:01:59:935,-0.10,-0.41,0.01
17:01:59:956,-0.09,-0.38,0.01
17:01:59:957,-0.08,-0.35,-0.00
17:01:59:958,-0.07,-0.33,-0.01
17:01:59:959,-0.07,-0.32,-0.01
17:01:59:960,-0.06,-0.30,-0.01
17:01:59:966,-0.06,-0.30,-0.02
17:01:59:969,-0.06,-0.29,-0.02
17:01:59:975,-0.06,-0.29,-0.03
17:01:59:980,-0.06,-0.28,-0.03
17:01:59:985,-0.06,-0.27,-0.03
17:01:59:989,-0.05,-0.26,-0.03
17:01:59:995,-0.05,-0.24,-0.03
17:01:59:999,-0.04,-0.22,-0.03
17:02:00:5,-0.03,-0.20,-0.03
17:02:00:10,-0.02,-0.18,-0.03
17:02:00:14,-0.02,-0.16,-0.03
17:02:00:20,-0.01,-0.13,-0.03
17:02:00:46,-0.01,-0.12,-0.03
17:02:00:48,-0.00,-0.12,-0.03
17:02:00:49,0.01,-0.12,-0.05
17:02:00:50,0.02,-0.11,-0.07
17:02:00:51,0.02,-0.09,-0.08
17:02:00:52,0.03,-0.08,-0.07
17:02:00:54,0.03,-0.07,-0.07
17:02:00:60,0.04,-0.06,-0.07
17:02:00:65,0.04,-0.07,-0.07
17:02:00:70,0.05,-0.07,-0.07
17:02:00:74,0.04,-0.08,-0.07
17:02:00:79,0.03,-0.10,-0.06
17:02:00:85,0.03,-0.12,-0.06
17:02:00:89,0.02,-0.14,-0.06
17:02:00:94,0.02,-0.15,-0.06
17:02:00:100,0.01,-0.16,-0.06
17:02:00:105,0.01,-0.16,-0.06
17:02:00:111,0.01,-0.17,-0.06
17:02:00:114,0.01,-0.18,-0.06
17:02:00:119,0.01,-0.20,-0.06
17:02:00:125,0.01,-0.22,-0.06
17:02:00:129,0.01,-0.24,-0.06
17:02:00:134,0.01,-0.26,-0.06
17:02:00:139,0.01,-0.26,-0.06
17:02:00:166,0.02,-0.26,-0.06
17:02:00:168,0.02,-0.26,-0.06
17:02:00:190,0.03,-0.24,-0.06
17:02:00:192,0.04,-0.23,-0.06
17:02:00:193,0.05,-0.21,-0.06
17:02:00:194,0.06,-0.19,-0.07
17:02:00:195,0.07,-0.18,-0.07
17:02:00:196,0.07,-0.17,-0.07
17:02:00:197,0.07,-0.18,-0.07
17:02:00:198,0.06,-0.18,-0.07
17:02:00:200,0.05,-0.18,-0.06
17:02:00:201,0.03,-0.18,-0.06
17:02:00:204,0.02,-0.16,-0.07
17:02:00:209,0.01,-0.15,-0.07
17:02:00:214,-0.01,-0.13,-0.07
17:02:00:219,-0.02,-0.11,-0.07
17:02:00:224,-0.03,-0.09,-0.07
17:02:00:250,-0.04,-0.06,-0.06
17:02:00:252,-0.05,-0.04,-0.05
17:02:00:253,-0.05,-0.01,-0.04
17:02:00:254,-0.06,0.00,-0.02
17:02:00:255,-0.07,0.01,-0.01
17:02:00:256,-0.08,0.02,0.00
17:02:00:258,-0.09,0.02,0.02
17:02:00:265,-0.10,0.02,0.03
17:02:00:268,-0.12,0.03,0.03
17:02:00:273,-0.13,0.03,0.04
17:02:00:279,-0.14,0.04,0.04
17:02:00:284,-0.14,0.05,0.04
17:02:00:288,-0.14,0.07,0.05
17:02:00:293,-0.13,0.09,0.06
17:02:00:299,-0.13,0.11,0.07
17:02:00:304,-0.12,0.13,0.08
17:02:00:309,-0.11,0.16,0.08
17:02:00:313,-0.09,0.17,0.08
17:02:00:318,-0.06,0.19,0.08
17:02:00:324,-0.04,0.20,0.07
17:02:00:328,-0.01,0.21,0.07
17:02:00:357,0.02,0.21,0.06
17:02:00:359,0.04,0.20,0.05
17:02:00:360,0.05,0.17,0.05
17:02:00:361,0.05,0.13,0.03
17:02:00:363,0.04,0.08,0.02
17:02:00:365,0.04,0.02,0.02
17:02:00:366,0.03,-0.02,0.01
17:02:00:370,0.03,-0.07,0.01
17:02:00:373,0.03,-0.10,0.01
17:02:00:378,0.05,-0.14,0.00
17:02:00:384,0.06,-0.17,-0.00
17:02:00:388,0.08,-0.18,-0.01
17:02:00:393,0.09,-0.16,-0.01
17:02:00:401,0.12,-0.09,-0.01
17:02:00:403,0.15,0.00,0.01
17:02:00:408,0.15,0.07,0.01
17:02:00:413,0.13,0.11,0.02
17:02:00:418,0.11,0.11,0.02
17:02:00:423,0.08,0.09,0.01
17:02:00:428,0.06,0.04,0.01
17:02:00:459,0.03,-0.00,0.00
17:02:00:461,0.01,-0.04,-0.00
17:02:00:462,-0.01,-0.07,-0.01
17:02:00:462,-0.02,-0.09,-0.01
17:02:00:466,-0.03,-0.09,-0.01
17:02:00:467,-0.02,-0.07,-0.00
17:02:00:469,-0.01,-0.01,0.01
17:02:00:470,0.01,0.05,0.01
17:02:00:477,0.02,0.12,0.01
17:02:00:483,0.02,0.19,0.04
17:02:00:484,0.03,0.23,0.05
17:02:00:489,0.02,0.27,0.03
17:02:00:493,-0.00,0.28,0.08
17:02:00:497,-0.02,0.26,0.04
17:02:00:503,-0.04,0.25,0.07
17:02:00:507,-0.05,0.22,0.05
17:02:00:512,-0.06,0.22,0.03
17:02:00:520,-0.05,0.24,0.05
17:02:00:523,-0.03,0.26,0.06
17:02:00:527,-0.00,0.29,0.05
17:02:00:533,0.03,0.31,0.05
17:02:00:539,0.06,0.33,0.06
17:02:00:544,0.08,0.34,0.09
17:02:00:548,0.10,0.34,0.10
17:02:00:576,0.12,0.34,0.10
17:02:00:578,0.12,0.35,0.09
17:02:00:579,0.12,0.34,0.10
17:02:00:580,0.12,0.33,0.11
17:02:00:581,0.12,0.32,0.12
17:02:00:583,0.11,0.30,0.13
17:02:00:584,0.10,0.29,0.13
17:02:00:588,0.08,0.28,0.12
17:02:00:592,0.07,0.27,0.12
17:02:00:597,0.05,0.26,0.11
17:02:00:605,0.04,0.24,0.11
17:02:00:608,0.03,0.21,0.11
17:02:00:612,0.02,0.18,0.11
17:02:00:618,0.02,0.17,0.11
17:02:00:623,0.02,0.16,0.11
17:02:00:627,0.02,0.18,0.11
17:02:00:632,0.02,0.20,0.11
17:02:00:672,0.03,0.23,0.11
17:02:00:674,0.03,0.26,0.11
17:02:00:675,0.04,0.28,0.11
17:02:00:723,0.04,0.29,0.11
17:02:00:725,0.03,0.28,0.10
17:02:00:727,0.03,0.26,0.10
17:02:00:729,0.02,0.23,0.10
17:02:00:730,0.01,0.21,0.10
17:02:00:732,0.01,0.18,0.10
17:02:00:733,0.00,0.16,0.10
17:02:00:735,-0.00,0.14,0.10
17:02:00:737,-0.01,0.13,0.09
17:02:00:738,-0.01,0.13,0.09
17:02:00:739,-0.01,0.13,0.08
17:02:00:740,-0.01,0.13,0.07
17:02:00:741,-0.02,0.14,0.07
17:02:00:743,-0.02,0.15,0.06
17:02:00:744,-0.02,0.16,0.05
17:02:00:745,-0.02,0.15,0.04
17:02:00:746,-0.01,0.15,0.02
17:02:00:747,-0.01,0.17,0.03
17:02:00:748,-0.01,0.19,0.05
17:02:00:749,-0.01,0.20,0.08
17:02:00:755,-0.00,0.20,0.09
17:02:00:757,-0.01,0.19,0.10
17:02:00:763,-0.01,0.19,0.10
17:02:00:766,-0.01,0.19,0.10
17:02:00:772,-0.02,0.18,0.10
17:02:00:776,-0.02,0.18,0.11
17:02:00:781,-0.02,0.18,0.12
17:02:00:787,-0.02,0.19,0.12
17:02:00:809,-0.02,0.19,0.13
17:02:00:810,-0.03,0.20,0.13
17:02:00:812,-0.04,0.21,0.13
17:02:00:813,-0.04,0.22,0.13
17:02:00:814,-0.05,0.22,0.12
17:02:00:817,-0.05,0.21,0.11
17:02:00:822,-0.06,0.19,0.09
17:02:00:827,-0.07,0.16,0.07
17:02:00:835,-0.07,0.13,0.05
17:02:00:836,-0.07,0.09,0.02
17:02:00:843,-0.07,0.05,-0.00
17:02:00:847,-0.07,0.01,-0.02
17:02:00:851,-0.06,-0.02,-0.04
17:02:00:856,-0.06,-0.03,-0.05
17:02:00:878,-0.05,-0.04,-0.06
17:02:00:879,-0.04,-0.03,-0.06
17:02:00:880,-0.03,-0.01,-0.06
17:02:00:881,-0.01,0.03,-0.05
17:02:00:882,-0.00,0.06,-0.05
17:02:00:886,0.02,0.10,-0.04
17:02:00:891,0.03,0.13,-0.03
17:02:00:896,0.04,0.16,-0.01
17:02:00:901,0.05,0.17,0.00
17:02:00:908,0.06,0.17,0.01
17:02:00:911,0.07,0.17,0.03
17:02:00:920,0.07,0.16,0.04
17:02:00:922,0.07,0.15,0.05
17:02:00:928,0.06,0.13,0.05
17:02:00:931,0.06,0.12,0.06
17:02:00:936,0.06,0.12,0.05
17:02:00:941,0.05,0.12,0.05
17:02:00:946,0.04,0.10,0.05
17:02:00:951,0.04,0.09,0.05
17:02:00:955,0.03,0.08,0.04
17:02:00:961,0.03,0.07,0.04
17:02:00:966,0.03,0.06,0.04
17:02:00:970,0.02,0.05,0.04
17:02:00:975,0.02,0.05,0.04
17:02:00:981,0.02,0.05,0.04
17:02:00:985,0.01,0.05,0.04
17:02:00:990,0.01,0.05,0.03
17:02:00:997,0.01,0.06,0.03
17:02:01:1,0.01,0.06,0.03
17:02:01:5,0.01,0.07,0.03
17:02:01:12,0.00,0.07,0.03
17:02:01:15,0.00,0.07,0.03
17:02:01:21,-0.00,0.07,0.03
17:02:01:26,-0.00,0.07,0.04
17:02:01:31,-0.00,0.07,0.03
17:02:01:35,-0.01,0.07,0.03
17:02:01:41,-0.00,0.07,0.03
17:02:01:46,-0.01,0.07,0.03
17:02:01:50,-0.01,0.07,0.03
17:02:01:56,-0.02,0.08,0.03
17:02:01:61,-0.02,0.08,0.03
17:02:01:65,-0.02,0.08,0.03
17:02:01:70,-0.02,0.09,0.02
17:02:01:75,-0.02,0.09,0.02
17:02:01:81,-0.02,0.08,0.02
17:02:01:86,-0.01,0.08,0.02
17:02:01:90,-0.01,0.07,0.02
17:02:01:95,-0.01,0.05,0.02
17:02:01:101,-0.01,0.04,0.01
17:02:01:105,-0.01,0.04,0.01
17:02:01:110,-0.02,0.03,0.01
17:02:01:116,-0.02,0.03,0.02
17:02:01:121,-0.02,0.02,0.02
17:02:01:125,-0.02,0.02,0.02
