time,x,y,z
17:02:02:366,-0.20,0.90,0.31
17:02:02:370,-0.22,0.90,0.32
17:02:02:380,-0.22,0.90,0.33
17:02:02:381,-0.22,0.90,0.34
17:02:02:385,-0.23,0.89,0.35
17:02:02:394,-0.22,0.89,0.35
17:02:02:395,-0.23,0.89,0.36
17:02:02:400,-0.23,0.89,0.37
17:02:02:406,-0.23,0.89,0.37
17:02:02:412,-0.22,0.89,0.38
17:02:02:415,-0.22,0.89,0.36
17:02:02:420,-0.22,0.89,0.35
17:02:02:429,-0.22,0.88,0.35
17:02:02:430,-0.21,0.89,0.33
17:02:02:435,-0.21,0.89,0.31
17:02:02:440,-0.21,0.89,0.31
17:02:02:455,-0.20,0.88,0.30
17:02:02:456,-0.20,0.89,0.30
17:02:02:457,-0.20,0.90,0.29
17:02:02:462,-0.19,0.90,0.30
17:02:02:466,-0.18,0.90,0.30
17:02:02:470,-0.18,0.90,0.31
17:02:02:475,-0.18,0.90,0.31
17:02:02:480,-0.18,0.90,0.31
17:02:02:485,-0.18,0.90,0.31
17:02:02:490,-0.18,0.90,0.30
17:02:02:497,-0.18,0.89,0.30
17:02:02:500,-0.18,0.89,0.30
17:02:02:505,-0.19,0.90,0.30
17:02:02:513,-0.19,0.89,0.32
17:02:02:515,-0.19,0.90,0.32
17:02:02:519,-0.20,0.89,0.32
17:02:02:525,-0.21,0.89,0.34
17:02:02:531,-0.22,0.89,0.33
17:02:02:534,-0.21,0.89,0.35
17:02:02:540,-0.21,0.89,0.35
17:02:02:559,-0.21,0.89,0.35
17:02:02:561,-0.21,0.89,0.34
17:02:02:562,-0.20,0.90,0.34
17:02:02:564,-0.20,0.90,0.34
17:02:02:565,-0.20,0.90,0.34
17:02:02:573,-0.19,0.90,0.35
17:02:02:575,-0.18,0.90,0.35
17:02:02:583,-0.18,0.90,0.36
17:02:02:586,-0.17,0.90,0.38
17:02:02:589,-0.17,0.90,0.37
17:02:02:594,-0.16,0.90,0.39
17:02:02:602,-0.15,0.89,0.39
17:02:02:604,-0.16,0.89,0.40
17:02:02:609,-0.16,0.89,0.39
17:02:02:619,-0.16,0.89,0.40
17:02:02:620,-0.16,0.88,0.40
17:02:02:624,-0.16,0.88,0.40
17:02:02:633,-0.16,0.88,0.39
17:02:02:635,-0.16,0.88,0.39
17:02:02:639,-0.16,0.88,0.39
17:02:02:645,-0.16,0.89,0.38
17:02:02:667,-0.16,0.88,0.38
17:02:02:669,-0.16,0.89,0.38
17:02:02:671,-0.17,0.88,0.39
17:02:02:672,-0.17,0.88,0.37
17:02:02:674,-0.17,0.89,0.38
17:02:02:675,-0.17,0.88,0.37
17:02:02:679,-0.17,0.88,0.36
17:02:02:686,-0.18,0.89,0.35
17:02:02:689,-0.17,0.89,0.34
17:02:02:694,-0.17,0.89,0.34
17:02:02:702,-0.16,0.90,0.35
17:02:02:705,-0.16,0.91,0.38
17:02:02:709,-0.16,0.92,0.41
17:02:02:719,-0.16,0.94,0.45
17:02:02:720,-0.16,0.96,0.50
17:02:02:727,-0.16,0.97,0.56
17:02:02:730,-0.18,0.92,0.57
17:02:02:738,-0.17,0.91,0.58
17:02:02:739,-0.22,0.88,0.53
17:02:02:744,-0.27,0.84,0.48
17:02:02:763,-0.36,0.79,0.51
17:02:02:765,-0.34,0.81,0.49
17:02:02:766,-0.31,0.85,0.48
17:02:02:767,-0.28,0.88,0.47
17:02:02:769,-0.25,0.89,0.47
17:02:02:775,-0.24,0.88,0.47
17:02:02:779,-0.22,0.88,0.46
17:02:02:787,-0.19,0.87,0.46
17:02:02:789,-0.16,0.86,0.46
17:02:02:794,-0.12,0.86,0.44
17:02:02:804,-0.08,0.87,0.43
17:02:02:805,-0.05,0.87,0.43
17:02:02:809,-0.03,0.87,0.42
17:02:02:814,-0.01,0.87,0.42
17:02:02:821,0.01,0.87,0.41
17:02:02:824,0.02,0.87,0.41
17:02:02:829,0.03,0.86,0.41
17:02:02:838,0.04,0.86,0.41
17:02:02:840,0.05,0.86,0.42
17:02:02:843,0.06,0.86,0.43
17:02:02:848,0.06,0.86,0.44
17:02:02:869,0.07,0.86,0.45
17:02:02:870,0.06,0.85,0.46
17:02:02:879,0.05,0.85,0.46
17:02:02:881,0.04,0.85,0.47
17:02:02:882,0.03,0.84,0.47
17:02:02:884,0.03,0.84,0.47
17:02:02:885,0.02,0.84,0.48
17:02:02:893,0.01,0.84,0.48
17:02:02:895,0.01,0.84,0.49
17:02:02:898,-0.00,0.83,0.49
17:02:02:906,-0.01,0.83,0.50
17:02:02:908,-0.01,0.83,0.50
17:02:02:914,-0.01,0.83,0.49
17:02:02:923,-0.01,0.84,0.49
17:02:02:924,-0.01,0.84,0.49
17:02:02:928,-0.01,0.84,0.47
17:02:02:933,-0.00,0.84,0.47
17:02:02:940,0.00,0.85,0.47
17:02:02:944,0.01,0.85,0.47
17:02:02:948,0.01,0.86,0.47
17:02:02:968,0.01,0.86,0.48
17:02:02:970,0.01,0.86,0.48
17:02:02:971,0.02,0.86,0.49
17:02:02:972,0.02,0.87,0.50
17:02:02:973,0.02,0.86,0.51
17:02:02:980,0.02,0.87,0.52
17:02:02:983,0.02,0.87,0.54
17:02:02:991,0.02,0.87,0.54
17:02:02:993,0.01,0.87,0.54
17:02:02:998,0.00,0.87,0.54
17:02:03:8,-0.01,0.88,0.55
17:02:03:9,-0.03,0.87,0.53
17:02:03:13,-0.04,0.86,0.52
17:02:03:19,-0.06,0.85,0.52
17:02:03:27,-0.07,0.85,0.50
17:02:03:29,-0.07,0.84,0.49
17:02:03:33,-0.08,0.84,0.49
17:02:03:57,-0.08,0.84,0.48
17:02:03:59,-0.06,0.84,0.47
17:02:03:60,-0.06,0.84,0.48
17:02:03:61,-0.04,0.84,0.48
17:02:03:63,-0.04,0.84,0.47
17:02:03:64,-0.02,0.84,0.47
17:02:03:68,-0.02,0.84,0.47
17:02:03:77,-0.02,0.83,0.47
17:02:03:79,-0.03,0.83,0.47
17:02:03:82,-0.04,0.82,0.49
17:02:03:87,-0.08,0.79,0.48
17:02:03:95,-0.07,0.83,0.50
17:02:03:98,-0.03,0.86,0.50
17:02:03:103,-0.01,0.88,0.50
17:02:03:111,-0.01,0.88,0.51
17:02:03:113,-0.03,0.86,0.53
