Time,mr,mtheta,mphi,gx,gy,gz,aclx,acly,aclz0.000000,0.222565,0.090983,0.222132,0.036249,-0.237173,0.254926,-nan,-0.214108,-0.142531
0.100000,0.219888,0.084804,0.224711,-0.012265,-0.228922,0.210786,-nan,-0.215716,-0.134272
0.200000,0.218424,0.082578,0.225235,-0.053743,-0.216694,0.200792,-nan,-0.215945,-0.131004
0.300000,0.218331,0.080112,0.226461,-0.105771,-0.208810,0.218104,-nan,-0.217458,-0.128155
0.400000,0.218776,0.077282,0.228129,-0.131249,-0.191828,0.225307,-nan,-0.219572,-0.125164
0.500000,0.219255,0.075721,0.229156,-0.152008,-0.169461,0.231509,-nan,-0.220969,-0.123609
0.600000,0.218393,0.075962,0.228605,-0.179530,-0.156747,0.237621,-nan,-0.220166,-0.123444
0.700000,0.217521,0.077366,0.227391,-0.185817,-0.157601,0.239333,-nan,-0.218645,-0.124574
0.800000,0.216027,0.079726,0.225314,-0.187297,-0.149145,0.227234,-nan,-0.216003,-0.126471
0.900000,0.213924,0.083275,0.222166,-0.184531,-0.140167,0.214826,-nan,-0.212052,-0.129373
1.000000,0.209845,0.086730,0.217990,-0.182556,-0.131398,0.203712,-nan,-0.206438,-0.131330
1.100000,0.203964,0.091321,0.211770,-0.177657,-0.122022,0.192380,-nan,-0.198376,-0.133704
1.200000,0.195855,0.095478,0.204129,-0.162036,-0.114281,0.177527,-nan,-0.188412,-0.134835
1.300000,0.184024,0.099047,0.192362,-0.131600,-0.103982,0.161593,-nan,-0.174365,-0.134610
1.400000,0.171671,0.103172,0.179804,-0.099453,-0.092288,0.144647,-nan,-0.159397,-0.134651
1.500000,0.157948,0.106773,0.166004,-0.061066,-0.083433,0.124459,-nan,-0.143148,-0.133847
1.600000,0.143452,0.109838,0.151656,-0.028135,-0.073228,0.108456,-nan,-0.126324,-0.132336
1.700000,0.128660,0.112581,0.137131,-0.000572,-0.063829,0.093479,-nan,-0.109333,-0.130436
1.800000,0.113730,0.115010,0.122551,0.021586,-0.056044,0.080716,-nan,-0.092330,-0.128216
1.900000,0.098917,0.117241,0.108131,0.039399,-0.050909,0.069762,-nan,-0.075550,-0.125838
2.000000,0.084364,0.119309,0.094027,0.053775,-0.048205,0.060357,-nan,-0.059152,-0.123373
2.100000,0.070036,0.121102,0.080266,0.063431,-0.046223,0.053758,-nan,-0.043170,-0.120721
2.200000,0.055519,0.122900,0.066424,0.068234,-0.044480,0.049726,-nan,-0.027072,-0.117986
2.300000,0.040867,0.124405,0.052808,0.066267,-0.042675,0.048998,-nan,-0.011120,-0.114889
2.400000,0.026291,0.125436,0.039773,0.058545,-0.048516,0.047402,-nan,0.004353,-0.111301
2.500000,0.012215,0.125869,0.027791,0.051014,-0.055617,0.047683,-nan,0.018845,-0.107201
2.600000,-0.001034,0.125994,0.016929,0.044544,-0.060120,0.047827,-nan,0.032199,-0.102980
2.700000,-0.011444,0.125775,0.007809,0.039391,-0.063353,0.047790,-nan,0.042781,-0.099587
2.800000,-0.020291,0.125534,-0.000019,0.035001,-0.066030,0.047751,-nan,0.051779,-0.096691
2.900000,-0.026444,0.124998,-0.006363,0.031927,-0.067034,0.048150,-nan,0.058225,-0.094694
3.000000,-0.030142,0.123898,-0.011203,0.029987,-0.066378,0.048783,-nan,0.062160,-0.093100
