time,ax,ay,az
21.117777,6.855443,-3.76756,-7.21713
21.151113,4.359249,-3.640813,-7.141859
21.184582,4.985654,-3.130979,-3.636473
21.217886,11.030481,-2.288789,-28.177917
21.251821,13.619005,-7.864036,-4.448586
21.284438,4.788574,-4.387382,-7.37605
21.317789,6.304008,-3.249946,-5.485611
21.351157,7.855656,-3.083243,-5.932146
21.384509,6.939392,-3.220616,-6.137456
21.417903,6.720165,-3.582153,-5.231966
21.451129,7.001195,-3.774145,-5.641988
21.484335,7.208899,-3.671939,-5.864956
21.52261,6.976504,-3.724164,-4.816707
21.55123,7.420195,-3.794646,-4.327674
21.584488,7.388471,-4.084504,-5.405103
21.61755,7.536019,-4.676791,-5.12976
21.651191,7.148294,-4.77361,-5.750479
21.684452,6.807108,-4.514129,-5.61176
21.71777,7.42229,-4.149599,-4.994034
21.751119,7.437105,-4.049338,-4.821645
21.784553,7.380091,-3.991726,-4.943155
21.817808,6.886868,-4.181024,-5.275363
21.851165,6.966478,-4.158129,-5.666529
21.884516,6.849158,-4.125656,-5.58677
21.917814,7.118066,-3.73419,-5.635703
21.951171,7.129888,-3.663259,-5.898775
21.984458,7.080655,-3.639316,-5.673263
22.017847,6.003974,-2.852494,-6.410405
22.051109,7.17104,-4.098421,-6.645943
22.083993,6.31179,-3.781328,-6.94463
22.119366,5.911196,-3.495959,-6.378381
22.151112,5.513894,-3.818888,-6.515604
22.184497,6.085829,-3.434904,-7.771706
22.218066,5.948906,-3.509127,-7.999463
22.251348,5.703491,-3.873358,-7.788616
22.283531,5.738358,-3.159412,-8.384045
22.317509,5.139337,-4.152442,-8.238443
22.351617,4.052481,-4.425391,-8.237545
22.384458,3.866923,-4.102611,-9.340114
22.418112,0.513126,-1.725682,-2.867458
22.45111,0.596776,-3.722668,-7.033368
22.484611,1.786886,-3.092222,-8.39048
22.517899,2.141839,-3.496407,-9.797573
22.55113,2.322758,-4.686967,-8.806338
22.584614,1.925605,-4.417161,-8.630208
22.625851,1.046303,-3.094766,-8.317305
22.650163,0.779191,-3.0804,-8.284084
22.6845,0.860746,-2.550664,-8.716702
22.718273,1.422057,-2.71153,-8.607612
22.751135,1.025503,-3.802427,-8.532192
22.784468,0.543802,-3.615523,-9.191968
22.818601,0.48619,-3.593526,-9.225637
22.851115,0.817799,-3.522595,-9.010002
22.884446,1.138783,-3.362028,-9.026762
22.917978,0.935568,-3.536661,-9.001771
22.950971,0.854761,-3.511821,-8.940717
22.984543,1.18188,-3.576766,-8.873677
23.017905,1.163923,-3.099704,-8.147161
23.051175,0.667258,-3.682713,-8.670462
23.084443,0.587797,-3.666402,-8.844646
23.11794,0.554726,-3.811406,-8.848387
