Clock Time (s),Elapsed Time (s),mmr,mmtheta,mmphi,ggx,ggy,ggz,aax,aay,aaz,
2.1,2.1,35.72796096010888,6.242368349933223,2.6793490814841157,-0.800867,-0.060121,0.220011,6.765807,-4.751612,-5.064666,
2.2,2.2,34.040595054992004,0.11254137828838034,2.9047322717031308,-1.138582,-0.024803,0.277563,6.716424,-5.377868,-5.740453,
2.3,2.3,34.58719383716023,0.3331614822736821,2.9632132885919704,-1.821401,0.00827,0.413695,6.645344,-4.789173,-6.157358,
2.4,2.4,34.4140020748826,0.4222667871699457,2.969831201483503,-1.702217,-0.885811,-0.138161,5.949205,-4.176984,-6.380925,
2.5,2.5,34.466062014417716,0.31641805698126996,2.948552583149377,-0.119051,-0.224489,0.240686,5.845951,-4.445144,-8.190707,
2.6,2.6,34.74119882988399,0.29717436117803925,2.9497423790327653,0.135211,0.208737,-0.021678,4.777052,-4.66467,-8.01338,
2.7,2.7,34.21246068530201,0.2402282474235333,2.9369951603889,0.23394,0.080281,-0.029675,0.140664,-4.109794,-8.334364,
2.8,2.8,34.58846585029554,0.11162351768961991,2.92452842805217,0.102942,0.00973,-0.006707,2.363461,-4.841698,-8.239041,
2.9,2.9,34.77600586276529,0.04304784162626225,2.8878387291422087,0.281738,0.144501,0.056,-0.278336,-4.263328,-8.53713,
3.0,3.0,35.48407365957146,6.173232532037778,2.80411792084639,0.26108,0.160001,0.03253,-0.211146,-3.664008,-8.546109,
3.1,3.1,35.83966347798643,6.153790429607342,2.6792319198952943,0.349274,0.272135,-0.017468,0.927038,-3.56644,-8.205671,
3.2,3.2,36.71233354682531,6.184758275587692,2.4629561048931614,0.711307,0.142582,-0.247152,0.108491,-4.41731,-8.995636,
3.3,3.3,37.4487552261398,6.1557207267343514,2.302249450290824,1.286223,0.016566,-0.449256,1.009042,-3.8557,-8.653852,
3.4,3.4,37.160746017975406,6.153371796397386,2.2821912723308273,1.769409,0.188577,-0.337588,0.588845,-3.743618,-8.980821,
3.5,3.5,37.28027991558198,6.143435691538499,2.2980636744184357,2.916759,-0.363457,-0.599176,0.761832,-4.045597,-7.702122,
3.6,3.6,37.519350157263894,6.159380986784946,2.2988093078638636,0.628378,0.163135,0.057065,2.62369,-5.340757,-8.594443,
3.7,3.7,37.87548248932025,6.169995046926945,2.306063785410565,-0.166623,-0.111267,-0.066165,5.752724,-5.099981,-8.282587,
3.8,3.8,37.641101935317046,6.165167931807412,2.310533269713604,-0.178636,-0.090022,0.018124,18.296693,-13.087922,-11.916666,
3.9,3.9,37.70261869372277,6.207716026792339,2.3381609366618386,-0.227684,-0.184941,0.065913,6.162745,-4.282631,-6.053805,
4.0,4.0,37.386573094860516,6.229499640499026,2.3876134303477303,-0.14804,-0.221425,0.082519,6.178907,-4.397857,-5.158043,
4.1,4.1,35.989366077004995,6.212801303848113,2.544144144290673,-0.899438,-0.08932,0.169338,6.227242,-4.697142,-5.932744,
4.2,4.2,35.60629609045886,6.154196377679174,2.8254950611898098,-1.771387,0.131262,0.377641,6.17322,-4.619478,-5.640342,
4.3,4.3,34.55223252071637,0.045057738995277326,2.953106286226619,-1.729464,0.066177,0.499499,6.591921,-4.575782,-5.580934,
4.4,4.4,34.751964641012414,6.2274878640545905,2.94331209703265,-2.966854,0.482645,0.764223,5.635104,-4.451279,-6.024775,
4.5,4.5,34.6524637938357,6.169659095211834,2.9184263043435203,0.076491,-0.171344,0.029374,6.365661,-3.805869,-5.974345,
4.6,4.6,34.80497003458343,6.091391001555417,2.89405716511665,0.036699,0.142201,-0.060671,6.065627,-4.378702,-6.338576,
4.7,4.7,34.833216339569375,6.118009588209747,2.902481372543259,0.049189,0.166514,-0.094572,6.321068,-5.176299,-9.302105,
4.8,4.8,35.5550269572523,6.122542671468226,2.900751189363118,0.126514,0.067891,-0.061626,5.996193,-4.300589,-8.999078,
4.9,4.9,35.175624215602106,6.144029397091434,2.909756757673004,0.143176,0.077824,-0.019413,2.665739,-4.637136,-8.857216,
5.0,5.0,34.813537763132516,6.058432280339861,2.8837110617823436,0.242718,0.152004,-0.082287,-1.228718,-3.429816,-10.109429,
5.1,5.1,35.485207394909025,6.074641808177109,2.833047195601417,0.103086,0.158811,-0.08973,-0.447881,-3.892213,-8.291117,
5.2,5.2,35.9232816446606,6.097352987581931,2.7167919969604815,0.66256,0.182151,-0.290595,0.49442,-3.290948,-9.232671,
5.3,5.3,36.52973847345732,6.106848482804378,2.571483268865528,1.712397,-0.095841,-0.727914,0.283723,-3.726109,-8.995486,
5.4,5.4,37.15375870481657,6.150367987505115,2.34263642676071,1.575465,0.246461,-0.681226,0.250502,-3.212385,-8.742291,
5.5,5.5,37.460748749229744,6.1646633542587095,2.257681463708013,2.356946,-0.128333,-0.603033,0.612189,-3.543096,-8.719844,
5.6,5.6,38.127206974572175,6.145519448672704,2.2572097806138407,-0.079166,0.235162,-0.154627,1.555538,-3.606694,-9.100685,
5.7,5.7,37.459437542731635,6.156358863854561,2.275336305538496,-0.069575,-0.124069,0.03248,1.732865,-3.924536,-8.1099,
5.8,5.8,37.68578959473654,6.180692786204248,2.282207589351306,-0.097003,0.061005,-0.008444,2.478087,-4.513082,-9.179098,
5.9,5.9,37.586378039827,6.181508814094238,2.2833402020877465,-0.215672,-0.118115,0.057804,4.343387,-4.584461,-6.852151,
6.0,6.0,37.776258574484004,6.204442691657244,2.300864401315218,-0.10454,-0.24997,0.036961,2.530612,-3.20625,-1.943114,
6.1,6.1,37.427939419947485,6.2288569833182565,2.3056874751135044,-0.467771,-0.213422,0.190457,6.086278,-3.41979,-5.289429,
6.2,6.2,37.096783876363205,6.2723709703191854,2.3684423383770294,-1.340085,-0.149332,0.389271,6.102739,-3.981999,-5.814227,
6.3,6.3,36.857827049162516,0.012550538349263365,2.4594805111994775,-1.856884,-0.062125,0.558733,6.314783,-4.063554,-5.74614,
6.4,6.4,35.66521190254245,0.03384980579197907,2.705135013941965,-2.815762,0.173242,0.871001,6.534459,-4.386334,-5.870194,
6.5,6.5,34.22204688212479,0.28008923576936723,2.9658729806311497,-0.606814,-0.251289,-0.086343,6.304158,-4.180725,-5.675957,
6.6,6.6,33.92733373172529,0.5631566212174812,3.0165311104490597,-0.155901,-0.051504,0.052181,6.659859,-3.832655,-5.869296,
6.7,6.7,33.80324518169653,0.5198691048726717,3.014723020953149,-0.079157,0.079573,0.033779,6.59237,-3.895056,-5.751676,
6.8,6.8,34.09874330425759,0.1814198130190053,2.9814337422786785,0.023442,-0.000905,-0.015153,6.551368,-4.039013,-6.040786,
6.9,6.9,34.06260475402815,0.08800765614477164,2.9703254872035743,0.177827,0.054855,-0.041574,6.647888,-3.835947,-6.361621,
7.0,7.0,34.67659451620124,6.203703426500992,2.9469838279951994,0.261508,0.123009,-0.108014,6.516501,-3.925134,-7.290904,
7.1,7.1,34.43548119840759,6.0681520672984925,2.916170130467462,0.317755,0.196269,-0.131206,5.697356,-3.87261,-8.031038,
7.2,7.2,35.179024011687545,6.017556468078396,2.848488534536033,0.242633,0.212423,-0.219244,4.711658,-3.43266,-8.579629,
7.3,7.3,35.153244243774395,5.974172627574586,2.8171292676490336,0.694414,0.21269,-0.421624,3.324019,-4.410427,-10.710245,
7.4,7.4,35.500676297337954,5.976628600800849,2.7945641786813553,2.056537,0.341865,-0.566111,1.401556,-2.031852,-9.156353,
7.5,7.5,35.69994399092712,6.024126983044543,2.6913353124445796,1.781289,0.388831,-0.62897,-0.568494,-3.272991,-8.299347,
7.6,7.6,37.21178142331819,6.087652790098114,2.490165297966672,0.289404,0.559682,-0.751628,0.287015,-3.302021,-8.821152,
7.7,7.7,37.67435448640985,6.121679875843182,2.283042482314771,-0.305476,-0.254324,0.038691,0.866133,-3.601307,-8.917373,
7.8,7.8,38.32626391125034,6.152693785356882,2.2230941072704824,-0.068189,-0.011189,-0.035345,0.859399,-3.496407,-8.598035,
7.9,7.9,38.23208099309058,6.1486577087065575,2.2478120279164022,-0.049461,0.072727,0.009273,0.964,-3.936208,-8.900014,
8.0,8.0,38.083807380493106,6.169958140164682,2.2526028584935496,-0.16896,-0.22784,0.094161,1.430886,-3.531125,-8.385542,
8.1,8.1,37.83116181809767,6.183094883757723,2.279469085764613,-0.507951,-0.445685,0.157369,1.371627,-4.355358,-8.601776,
8.2,8.2,37.58570885152754,6.184624295902343,2.2816314576300782,-1.225184,-0.20973,0.326339,2.014942,-4.76538,-7.99243,
8.3,8.3,37.62151973361882,6.2092706605469425,2.2865573360396745,-2.461629,-0.16759,0.557991,2.349394,-4.337401,-7.14156,
8.4,8.4,37.4812774989052,6.259449449145176,2.29388071383414,-1.974235,-0.121639,0.443577,4.346379,-5.025459,-7.770659,
8.5,8.5,37.28173758141253,0.03483219712036469,2.342355951700126,-0.821723,-0.99968,-0.276097,3.112723,-2.591068,-1.887147,
8.6,8.6,36.0679757250926,0.05563215702350734,2.4685202190672584,0.030119,-0.109533,0.216637,4.113535,-5.602782,-5.928105,
8.7,8.7,35.43696327181787,0.10519927856810798,2.6961121076466634,-0.127854,-0.075079,0.192765,6.024924,-4.590597,-5.717558,
8.8,8.8,34.22355309047246,0.26820327969788715,2.9070240789842905,0.031078,-0.013945,-0.036217,6.395141,-4.369724,-5.899972,
8.9,8.9,34.198073695191695,0.4066743851380735,2.9320205952414744,-0.139831,0.045035,-0.006244,6.420431,-4.522509,-5.934241,
9.0,9.0,34.406028992524,0.25942646513648954,2.9356101546161244,0.035974,0.022267,-0.052568,6.500939,-4.500811,-5.873785,
9.1,9.1,34.45225403056209,0.049266225122690965,2.9183013374782725,0.4941,0.328549,-0.067337,6.203598,-4.815061,-6.464126,
9.2,9.2,34.68745352696036,0.12243217619169838,2.9119443576301007,0.791089,0.296407,-0.332273,6.11875,-4.582366,-6.898241,
9.3,9.3,34.45698013642729,0.15635673169182454,2.903202204976891,1.430241,0.218368,-0.489649,5.614154,-3.983346,-7.255289,
9.4,9.4,34.962350181601096,6.243599532622177,2.8877758458755074,1.819059,0.205713,-0.523609,4.863695,-4.495424,-7.935117,
9.5,9.5,35.37494940033567,6.121452131726526,2.8398586623267157,1.150575,0.165966,-0.435501,3.061096,-4.435118,-8.07189,
9.6,9.6,35.78383171494308,6.084434037239885,2.7875327207321545,2.337834,-0.005841,-0.473019,-2.297468,-2.467762,-4.901555,
9.7,9.7,36.45635158174494,6.062169790497119,2.632392982322405,-0.251706,0.090655,0.008674,2.194663,-3.927978,-9.344005,
9.8,9.8,37.37533699327558,6.131062399698504,2.407310063085157,0.058211,0.049511,0.034172,1.079674,-3.835199,-8.921862,
9.9,9.9,37.702773517453885,6.17547186444836,2.2357888197040463,-0.080948,0.06253,-0.021275,0.55323,-4.147504,-8.589505,
10.0,10.0,37.65227986147719,6.180314169461751,2.2089787293211995,-0.106202,-0.044889,-0.01675,1.008145,-4.106502,-8.720143,
10.1,10.1,38.103227607567206,6.179704078302877,2.22540895243617,-0.068687,-0.079952,0.044227,1.10631,-4.328422,-8.892083,
10.2,10.2,37.794808920126734,6.184872822156421,2.2278573999533857,-0.042036,-0.228878,0.025457,1.389584,-4.313308,-8.587111,
10.3,10.3,37.72398731661538,6.2121454962551965,2.2320487673128993,-0.247253,-0.239775,0.08806,1.181581,-4.34623,-7.909677,
10.4,10.4,37.163389280700706,6.19429940082246,2.241592199068593,-0.575739,-0.114732,0.15859,1.728226,-4.518319,-7.940953,
10.5,10.5,37.61256907049257,6.197592998992726,2.267338813857168,-0.9198,-0.137444,0.264088,2.173863,-4.140471,-6.73513,
10.6,10.6,37.84594132087314,6.2374373770803055,2.2865525171848367,-1.901974,-0.023864,0.517642,4.90769,-5.137093,-7.739832,
10.7,10.7,37.450646255593576,6.261657432188061,2.3631481390910016,-1.94989,0.261424,0.748398,4.686219,-4.868334,-6.567979,
10.8,10.8,36.91261950093622,6.236563094058837,2.5068207148889976,-0.28884,-0.468855,0.538582,20.874144,-13.418932,-3.754691,
10.9,10.9,35.89044422869036,6.217244516139877,2.6876940786391437,-0.256721,-0.07208,0.095186,7.97118,-3.832057,-5.713368,
11.0,11.0,34.958888099636276,6.2408968022002105,2.8807993657029005,0.075686,0.064029,-0.003235,7.091579,-3.952968,-5.152656,
11.1,11.1,34.57380660149582,0.08696933730576356,2.9309293968410945,-0.033328,0.053208,-0.001231,6.847063,-4.416113,-5.684187,
11.2,11.2,35.03823782942363,7.747021458235961E-4,2.9291992393814312,0.034078,0.09928,-0.024411,6.639807,-4.346379,-5.749881,
11.3,11.3,34.77531035004286,6.246190466907555,2.9220068372159966,0.13465,0.140465,-0.053349,6.593568,-4.453075,-5.870044,
11.4,11.4,34.71121119589556,6.2329905493529765,2.9110873626697042,0.262919,0.242803,-0.064592,6.444822,-4.527148,-6.124138,
11.5,11.5,34.98472000193332,6.224506172648205,2.9044590158799837,0.247442,0.303995,-0.13602,6.735878,-4.147803,-6.184743,
11.6,11.6,34.92628054738366,6.179560069556796,2.88432355429857,0.759531,0.094823,-0.266949,5.550107,-4.524604,-7.034266,
11.7,11.7,35.22459235898684,6.083783530636986,2.8490242286126164,1.101883,-0.001772,-0.387767,4.618281,-4.267518,-8.057076,
11.8,11.8,35.90395087875141,6.084434330456059,2.7684667641207,1.102499,0.332224,-0.601796,1.448394,-3.671939,-3.688699,
11.9,11.9,36.744158583983456,6.075594623943351,2.585622362565541,1.651754,-0.029774,-0.46692,1.331523,-3.446576,-8.607013,
12.0,12.0,37.43326118697074,6.14512439360934,2.374257526903528,0.198107,0.082824,-0.35297,-0.224614,-4.25405,-7.937511,
12.1,12.1,38.1395612768839,6.164120415938271,2.2437199048088905,-0.062989,-0.145403,-0.001474,1.54656,-4.092884,-8.774015,
12.2,12.2,38.25864428879723,6.185049449418308,2.2483514007063112,-0.147111,-0.004745,0.010089,1.551049,-4.339795,-8.56661,
12.3,12.3,37.891373177600336,6.181273958247248,2.24784389398769,0.001031,0.004497,0.016399,1.330625,-4.542262,-8.494482,
12.4,12.4,37.869786727380784,6.175875718279188,2.249965888663172,-0.09441,-0.038612,0.024274,1.6136,-4.390973,-8.331072,
12.5,12.5,37.427620264569825,6.177698956860168,2.2477161301478192,-0.152785,-0.268496,0.089495,1.787335,-4.282781,-7.883939,
12.6,12.6,37.47400087719432,6.177819229202652,2.2478412397314704,-0.30238,-0.550099,0.114586,2.845012,-2.187481,-4.563811,
12.7,12.7,36.9186062435777,6.186478714651821,2.2519854958871774,-0.77194,-0.356317,0.169519,6.175016,-5.445357,-7.427528,
12.8,12.8,37.777618941931465,6.19585061062112,2.2564017278789272,-1.128961,0.014691,0.276452,5.542625,-3.413505,-2.713027,
12.9,12.9,37.59033578887358,6.191574326961075,2.276373701881457,-1.800888,0.186097,0.3612,4.796206,-5.2809,-5.614304,
13.0,13.0,37.36403434693364,6.224861686927794,2.2873320273806987,-1.910114,-1.257196,0.113853,6.749944,-4.260484,-5.329683,
13.1,13.1,36.82303585102415,6.254090197391852,2.3646258311071984,-0.371506,-0.211336,0.239932,6.817284,-4.148851,-5.330431,
13.2,13.2,36.47974917873348,6.262264168172844,2.4580258330490294,-0.011953,0.099534,-0.074902,6.796633,-4.563511,-5.471694,
13.3,13.3,35.984617082486096,6.228642514558252,2.6732214326945285,0.307136,0.227944,-0.067981,6.775833,-4.588951,-5.500875,
13.4,13.4,34.956368713029114,6.25675413117404,2.8903113603341093,0.109027,0.055843,-0.024217,6.363417,-4.79037,-6.262557,
13.5,13.5,34.70856868124661,0.11340302249401926,3.011308239371064,-0.007254,0.030267,-0.023419,6.689638,-4.166509,-6.798878,
13.6,13.6,34.477621677895485,0.11377169575900468,2.9848077348489137,0.285624,0.134432,-0.076316,5.335669,-5.158791,-7.914017,
13.7,13.7,34.470480910927975,6.248864792577626,2.960626170722667,0.64215,0.341954,-0.171095,4.577278,-3.99846,-7.434711,
13.8,13.8,34.67303832965448,8.373148966294944E-4,2.9426756095958932,0.665678,0.193206,-0.242567,-1.267326,-2.056693,-2.457885,
13.9,13.9,34.94647005163071,6.270064312891354,2.9325244071222563,0.662242,0.297556,-0.313927,2.457736,-4.330068,-9.028109,
14.0,14.0,34.780536111984205,6.243713426389723,2.92349564659356,1.564829,0.283692,-0.502071,0.056565,-3.655478,-8.310421,
14.1,14.1,34.77220282096493,6.104718595264856,2.886387927941987,1.135933,0.342371,-0.523232,0.566548,-4.00669,-8.716702,
14.2,14.2,35.39504323188405,6.102423377123212,2.836496221528807,1.766665,0.783228,-0.235264,0.785326,-3.456752,-8.852877,
14.3,14.3,35.73716578480779,6.120924263416347,2.719433966171996,-0.001052,-0.030143,-0.119466,0.369768,-3.996215,-8.568854,
14.4,14.4,36.163874663791695,6.173832026860337,2.525255816666175,-0.083825,-0.191593,0.020675,0.504746,-3.353648,-8.517228,
14.5,14.5,37.2070129447574,6.198236221125869,2.333922892479727,-0.027318,0.016649,0.026862,1.334815,-3.957008,-8.102268,
14.6,14.6,37.67963144524556,6.19605598850488,2.282349527311013,-0.158219,-0.088647,0.056829,1.882957,-4.163665,-8.36938,
14.7,14.7,37.63295296617413,6.227926737170422,2.2691532119598445,-0.158903,-0.202222,0.057911,1.668818,-4.192098,-6.607634,
14.8,14.8,37.363313113231605,6.2116304214884925,2.259256023487363,-0.407419,-0.325873,0.095705,6.67198,-4.604663,-8.806637,
14.9,14.9,37.52840654180069,6.200161987244015,2.2697858185690376,-0.618227,-0.286037,0.200484,4.131791,-3.506284,-4.836909,
15.0,15.0,37.36755925816297,6.195129381770725,2.284931479988361,-1.704897,-0.141737,0.239457,5.723693,-4.347128,-6.156161,
15.1,15.1,37.616282411850975,6.205365412297782,2.2826535693493986,-2.508638,0.173816,0.442185,6.583242,-4.387681,-5.743745,
15.2,15.2,37.5324602945645,6.227015688795433,2.285158735514805,-2.132297,0.76297,0.149865,6.593268,-4.399503,-5.755567,
15.3,15.3,37.45987185900329,6.241937389912952,2.2973011199896014,-0.352782,-0.189263,0.196679,6.675721,-4.400849,-5.823505,
15.4,15.4,37.50205460377074,6.27292683647868,2.3258272271627156,0.012348,-0.009789,-0.004654,6.736626,-3.935011,-5.878723,
15.5,15.5,37.07374320441806,6.271057651860719,2.3690800215118077,0.199274,0.058875,-0.102397,6.417737,-4.442001,-6.204646,
15.6,15.6,36.24482685350119,6.267675102828555,2.512849359284331,-0.173748,-0.117564,0.03217,5.346443,-4.168454,-6.223052,
15.7,15.7,34.982112070426666,6.239857507454081,2.7346714772290626,0.000291,0.023242,-0.038624,5.454934,-3.886227,-8.347533,
15.8,15.8,34.95681050096766,0.06314830698517765,2.9160033587231764,0.126478,0.067798,-0.058114,3.950574,-4.158129,-8.379257,
15.9,15.9,34.58730529166186,0.16446175399276425,2.955373437222708,0.465506,0.298233,-0.13068,-0.363483,-2.871947,-2.188827,
16.0,16.0,34.66002413144718,0.10015115061489452,2.9445481420052175,1.096229,0.288085,-0.333696,1.490444,-3.227349,-9.29567,
16.1,16.1,34.78334517481776,0.050625324644838716,2.945998619100983,1.586835,-0.113902,-0.312613,-0.464941,-3.078006,-8.268222,
16.2,16.2,34.93254072224913,0.07417384450470901,2.929911872716207,1.762131,0.025082,-0.268649,-0.036812,-3.80946,-8.940119,
16.3,16.3,34.554777841545125,0.024229318223117368,2.9117422408224907,1.602726,0.059657,-0.389716,0.194237,-3.332997,-8.843599,
16.4,16.4,35.02872762675943,6.1990329837680775,2.895452759478601,0.324809,0.257369,-0.248235,0.470328,-3.673285,-9.017334,
16.5,16.5,35.23553334864354,6.080573852331347,2.8463937027638235,-0.133178,-0.161078,0.039285,0.470627,-3.744216,-8.765485,
16.6,16.6,35.34926754213316,6.094187074206361,2.7281479271189184,-0.048823,-0.055601,0.008005,0.937812,-3.561352,-8.452731,
16.7,16.7,37.005821777905986,6.150540873937171,2.5360214661407845,-0.001364,0.020892,0.003524,1.647569,-4.088096,-8.630358,
16.8,16.8,37.52002469278105,6.187592474063542,2.3422574388080086,-0.030444,-0.045661,0.003385,2.927764,-4.147654,-8.565413,
16.9,16.9,37.69462546855342,6.185311929028558,2.2768656025026126,-0.076075,-0.082522,0.048886,4.187908,-5.02097,-7.446682,
17.0,17.0,37.32454161203781,6.193824421562361,2.277261681457684,-0.192555,-0.411629,0.092777,5.428448,-5.158192,-6.006219,
17.1,17.1,37.44082213046838,6.1982638031432336,2.268899871565764,-1.061791,-0.26221,0.192132,11.237138,-9.836929,-10.056305,
17.2,17.2,37.8298916211625,6.192955640261596,2.281207190631177,-1.572449,0.23611,0.402914,8.304136,-4.275449,-5.354524,
17.3,17.3,38.14001542298782,6.195046394880666,2.278738740289121,-1.9886,0.130409,0.528037,7.203363,-3.936807,-4.942108,
17.4,17.4,37.54824139648185,6.217157815688237,2.291728096642393,-1.300236,-1.522205,-0.203007,6.856041,-4.286223,-5.164777,
17.5,17.5,37.001565509511636,6.235134104424869,2.316150754338736,-0.678427,-0.46557,0.182599,6.992665,-4.276346,-5.491298,
17.6,17.6,37.40604180728812,6.257331086842097,2.331256668324635,0.292426,0.033673,-0.093937,6.883426,-4.078668,-5.866752,
17.7,17.7,36.63263906471132,0.03745291385621065,2.395874625609543,0.047674,-0.010432,0.015359,7.379642,-4.062207,-6.83135,
17.8,17.8,36.26199724902424,0.08854274813006803,2.549949266358275,0.016984,0.017006,0.008261,5.824103,-4.008635,-7.127344,
17.9,17.9,35.5579905874127,0.07499805350397418,2.7914775967235896,-0.025827,-0.012664,0.015134,4.976675,-4.395013,-8.598933,
18.0,18.0,34.27684812826275,0.28444168387727226,2.970571833894909,0.012275,-0.022473,0.008216,-1.866796,-2.054149,-2.694621,
18.1,18.1,34.49561648542247,0.649742729488352,2.9875992222689627,0.295693,0.142584,-0.105553,2.339967,-2.866111,-10.106735,
18.2,18.2,34.04448655488693,0.5407835657400561,2.9822671989818534,0.792593,0.241481,-0.216385,-0.411668,-3.158663,-8.337357,
18.3,18.3,34.529141982820335,0.421133731080531,2.9844641633441524,0.977046,0.222019,-0.387974,0.551584,-3.846123,-9.086469,
18.4,18.4,34.559878507887206,0.28048701598149395,2.9732027921568167,1.704081,0.161588,-0.52165,0.572384,-3.551177,-8.958076,
18.5,18.5,33.964805211501584,0.2619668988387606,2.975759558350502,1.007609,0.241143,-0.507305,0.228505,-3.533369,-8.752167,
18.6,18.6,34.87359915525712,0.20774270258513508,2.9573831457987314,1.551181,-0.266512,-0.463894,0.755398,-3.44493,-8.620182,
18.7,18.7,34.66719054454413,0.1479200084100804,2.948362667650718,-0.187313,0.06411,-0.160942,1.448244,-3.547286,-8.568555,
18.8,18.8,34.78398984800641,6.211527244368854,2.8983977960358054,-0.163279,-0.088389,-0.04506,1.461413,-4.071635,-8.232607,
18.9,18.9,35.26798191282939,6.1081980787887495,2.8047738014889854,-0.143374,0.015395,-0.005107,2.763606,-2.261554,-6.343514,
19.0,19.0,36.17715347456259,6.1384502228967595,2.6492490707380174,-0.019494,0.047834,-0.03281,5.213411,-4.098571,-7.944993,
19.1,19.1,36.59522668373251,6.16411815137482,2.49533126248737,-0.097071,-0.007904,0.030145,5.792978,-3.473213,-4.189703,
19.2,19.2,37.62186479465857,6.200191837578701,2.321048385514276,-0.153437,-0.34825,0.071867,6.946575,-4.726772,-5.150561,
19.3,19.3,37.896018204842605,6.216877331227086,2.23398278334162,-0.34902,-0.274629,0.111144,8.144766,-4.126853,-5.502222,
19.4,19.4,38.01073133201498,6.1911820969417235,2.23380869494028,-1.007856,-0.094264,0.228725,7.159667,-3.983196,-4.816857,
19.5,19.5,38.09472578712498,6.2024630030352865,2.236445499583239,-1.949209,0.080171,0.416876,7.108938,-4.160672,-4.718841,
19.6,19.6,38.38899453961139,6.20607689359267,2.23313840212924,-2.475928,0.377002,0.734012,7.061351,-4.628007,-5.091452,
19.7,19.7,38.306841817722656,6.209727065391657,2.2539241034557236,-0.795965,0.293474,0.289385,6.565135,-4.751164,-5.660993,
19.8,19.8,37.952314555330275,6.205907544204257,2.267152296266464,-0.107027,-0.086997,0.081576,6.937597,-4.103359,-5.749731,
19.9,19.9,37.885529453911715,6.208211348487099,2.265252516954951,0.330703,0.141132,-0.055096,6.518147,-3.851959,-6.503333,
20.0,20.0,38.069150759988084,6.212399369303505,2.2590160689680174,-0.051428,0.043985,-0.023542,5.651416,-4.399652,-7.077363,
20.1,20.1,38.48735460559664,6.222997937415719,2.2889503804052596,-0.043849,-0.032934,-0.009526,5.623582,-4.596433,-8.871881,
20.2,20.2,37.61135618384168,6.240021835993961,2.4212237017500753,0.061593,-0.018088,-0.023247,3.798237,-4.674546,-9.920729,
20.3,20.3,36.035989267271376,6.1958582333914265,2.677453801573446,0.232104,-0.020605,-0.041468,-0.576125,-2.214267,-7.601712,
20.4,20.4,35.10526692214198,6.2774294795258845,2.9184027105355077,0.443419,0.061431,-0.134442,1.179785,-3.742271,-9.338318,
