time,mx,my,mz
16.541319,12.479622,-2.399151,-32.828583
16.566855,13.949242,-2.668228,-32.370819
16.592991,15.418861,-2.769138,-32.109245
16.618975,17.339394,-3.088669,-31.406258
16.645384,19.143021,-2.853226,-31.144669
16.670518,20.879848,-2.785954,-30.425339
16.696579,22.516476,-2.819592,-29.444412
16.723315,24.036194,-2.567326,-28.414444
16.747944,25.355515,-2.483242,-27.286392
16.774091,26.775032,-2.567326,-26.15834
16.801055,27.443043,-2.634598,-25.373604
16.825741,28.11105,-2.701874,-24.91584
16.850203,28.545258,-2.802776,-24.458076
16.884766,28.695557,-2.920498,-24.605217
16.903409,28.411652,-2.769142,-24.621567
16.930096,28.478455,-2.769146,-24.392685
16.956138,28.278046,-2.533699,-24.229195
16.980628,28.428349,-2.51688,-24.114754
17.007719,28.612053,-2.264618,-23.902214
17.033101,28.612053,-2.365524,-23.869514
17.058502,28.578651,-2.432793,-24.065689
17.085234,28.912659,-2.466431,-24.131088
17.117517,28.561954,-2.584152,-24.409012
17.134878,28.445053,-2.500065,-24.425362
17.162861,28.561951,-2.584152,-24.670586
17.189275,28.695553,-2.281445,-24.801376
17.214124,28.578648,-2.365532,-24.850418
17.23895,28.812454,-2.533707,-24.752335
17.267316,28.862553,-2.550522,-24.801384
17.291689,28.645447,-2.500072,-24.654243
17.31773,28.561947,-2.651428,-24.572502
17.343914,28.478443,-2.39917,-24.654243
17.369746,28.14444,-1.861012,-24.785027
17.395174,27.910637,-1.861008,-24.686935
17.422692,27.743637,-1.457397,-24.719635
17.448432,27.409634,-1.423759,-24.915825
17.472347,27.159126,-1.306034,-25.095657
17.500406,27.292725,-1.205132,-25.128349
17.525269,27.109024,-0.919235,-25.667862
17.550509,27.092323,-0.700607,-25.782303
17.577759,26.875221,-0.212906,-25.896744
17.602868,26.390915,0.140266,-26.240067
17.628419,25.606003,0.493431,-26.583389
17.655367,24.837795,0.930683,-26.91037
17.680394,23.986084,1.182949,-27.482574
17.70597,22.950668,1.519295,-28.16922
17.735155,21.648048,1.7211,-28.855865
17.757553,20.145027,1.788372,-30.098373
17.783415,18.525101,1.704285,-30.89946
17.81198,16.571167,1.586563,-31.864029
17.834995,14.400139,1.283844,-32.910347
17.860925,12.162315,0.913864,-33.400803
17.888764,10.208382,0.897045,-33.580635
17.912995,8.304558,0.930679,-34.071091
17.938596,6.684639,1.048401,-33.923943
17.965911,5.599121,1.637012,-33.776802
17.990244,5.148216,2.225624,-34.087418
18.016696,4.530312,2.578793,-34.005669
18.041897,4.363304,2.84787,-33.972969
18.068035,4.213005,3.201035,-34.08741
18.095203,4.229698,3.083313,-34.07106
18.12069,4.162895,3.116947,-34.005669
18.146427,4.563705,2.8815,-33.842178
18.173022,4.630508,2.780598,-33.613297
18.204695,4.780815,2.461067,-33.760445
18.223437,4.931114,2.51152,-33.842178
18.249577,4.964516,2.309711,-33.711395
18.275204,4.931114,2.208809,-34.103767
18.301477,5.198318,1.939728,-34.267258
18.327061,5.39872,1.906097,-34.23455
18.354423,5.56572,1.603382,-34.07106
18.37961,5.732719,1.468842,-33.972969
18.405306,5.732719,1.367939,-33.645988
18.432449,5.365318,1.435211,-33.547897
18.457759,5.415421,1.45203,-33.498848
18.482613,5.615822,1.45203,-33.760429
18.508786,5.632523,1.401577,-34.169144
18.535742,5.749428,1.35112,-34.316277
18.562253,6.250435,1.31749,-34.283585
18.587544,6.300537,1.065228,-34.365326
18.612378,6.100136,0.829781,-34.267227
18.638962,6.300537,0.930683,-34.038345
18.665672,6.584435,0.981136,-34.022003
18.690255,6.651237,0.611153,-34.152786
18.716039,7.068741,0.291622,-34.005646
18.742611,7.703346,0.056175,-33.940254
18.767691,8.354652,-0.599705,-33.760422
18.793964,8.955864,-1.205132,-33.466141
18.820058,9.77417,-1.524662,-33.3517
18.845501,10.592484,-1.776928,-33.433441
18.872343,11.477592,-2.029186,-33.286301
18.900065,12.362694,-2.281448,-33.041069
18.922741,13.782219,-2.533707,-32.99202
18.949418,15.285244,-2.500072,-32.436165
18.975632,16.921864,-2.466434,-31.880302
19.000741,18.641987,-2.584152,-30.981125
19.027037,20.445614,-2.584152,-30.130989
19.053926,21.881832,-2.61779,-29.215462
19.078316,23.384853,-2.685059,-28.234543
19.106083,24.787674,-2.61779,-27.286324
19.131697,26.207191,-2.533707,-26.517937
19.155286,27.426308,-2.281445,-25.651459
19.182182,28.428322,-2.012363,-24.86673
19.208362,29.146431,-1.827374,-24.556107
19.232284,29.497135,-1.877823,-23.787727
19.260358,29.797745,-1.978729,-23.329964
19.291853,29.814442,-2.230988,-23.182831
19.31033,29.864544,-2.180534,-23.23188
19.337932,29.714241,-2.432796,-23.150139
19.362685,29.831142,-2.752331,-23.39537
19.38883,29.730942,-2.718693,-23.656937
19.41444,29.864544,-2.651428,-23.526154
19.439867,29.764343,-2.61779,-23.656937
19.467059,29.864548,-2.415985,-23.526154
19.491791,29.981445,-2.230991,-23.640594
19.517207,29.964745,-2.180542,-23.656952
19.544865,29.914642,-2.130089,-23.836784
19.569596,30.18185,-2.331898,-23.607903
19.596069,30.215252,-2.466442,-23.706001
19.621602,30.064949,-2.281448,-23.853142
19.647772,30.014847,-2.230999,-24.032974
19.679274,29.630745,-2.180546,-24.180122
19.700192,29.280045,-2.130096,-24.294563
19.724959,29.09634,-2.281448,-24.474396
19.751382,29.029537,-2.247814,-24.343613
19.776431,28.929337,-2.281448,-24.180122
19.802492,29.280037,-2.466442,-24.065681
19.830159,29.163132,-2.449627,-24.180122
19.854554,29.02953,-2.180546,-24.245514
19.880046,29.179836,-2.36554,-23.934883
19.907498,29.079636,-2.230999,-23.934883
19.931733,28.996132,-2.113274,-24.082024
19.955316,29.330139,-2.079636,-24.180122
19.982439,29.480438,-2.06282,-24.131073
20.010491,29.313435,-1.894646,-24.490738
20.035465,29.196533,-1.77692,-24.834061
20.061461,28.929333,-1.743286,-25.324516
20.087466,28.227921,-1.474205,-25.651497
20.114495,27.309406,-1.255581,-26.223701
20.140297,26.073593,-1.12104,-27.23732
20.164941,24.787674,-1.070587,-28.267281
20.190806,22.917252,-0.969681,-29.280891
20.216859,20.779617,-1.036957,-30.29451
20.241894,18.525082,-1.221947,-31.389877
20.268364,16.070145,-1.406937,-32.223648
20.294011,13.314598,-1.423756,-33.057426
20.320554,11.093468,-1.003319,-33.695023
20.346301,9.289848,-0.633335,-34.120087
20.37314,7.770126,-0.044724,-34.234528
20.398566,6.851616,0.577515,-34.120087
20.423192,6.584404,1.014771,-33.727715
20.455905,6.500908,1.132492,-33.613274
20.474796,6.450798,1.35112,-33.891205
20.501137,6.818207,1.384754,-34.087395
20.527064,7.152214,1.653835,-34.152786
20.554873,7.419411,1.552933,-34.348969
20.579963,7.669914,1.50248,-34.299919
20.605195,7.937119,1.300671,-34.136429
20.631189,8.104118,1.065228,-33.972946
20.655989,8.170921,0.560703,-34.071037
20.683294,8.104118,0.560707,-33.842155
20.707667,8.104118,0.627979,-33.711372
20.734129,8.287819,0.510258,-33.727715
20.762296,8.221024,0.543892,-33.760422
20.786583,8.35463,0.880238,-33.858513
20.812598,8.504929,0.930691,-34.038345
20.83955,8.521629,0.61116,-34.512459
20.863679,8.471527,0.493439,-34.267227
20.888121,8.822227,0.241177,-34.479767
20.916588,8.855629,-0.061535,-34.185493
20.94109,9.189636,-0.566055,-34.381683
20.966316,9.824242,-0.868774,-33.989311
20.993071,10.542351,-0.919224,-34.299934
21.018922,10.993263,-1.339661,-34.152786
21.045536,11.861671,-1.911453,-34.218185
21.071003,12.696678,-2.483246,-34.054695
21.095771,13.264488,-3.055042,-33.793121
21.122329,14.082802,-3.509113,-33.155525
21.149391,15.452217,-3.74456,-32.566971
21.172685,17.138943,-4.097725,-31.896675
21.19928,19.02607,-4.013638,-30.768623
21.224961,21.330704,-3.677288,-29.820404
21.250821,23.351429,-3.559566,-28.725044
21.276357,25.472366,-3.408207,-27.139229
21.303882,27.142391,-3.408207,-25.864029
21.328673,28.394909,-3.425022,-24.89946
21.354143,29.313423,-3.475475,-23.967583
21.382836,29.881233,-3.744553,-23.444427
21.407238,29.81443,-3.946365,-23.248238
21.431799,29.547226,-3.912731,-23.117447
21.457754,29.463722,-4.030453,-23.199203
21.484858,29.313416,-4.148174,-23.182854
21.510058,29.49712,-4.400436,-23.035713
21.543812,29.49712,-4.366802,-23.199203
21.563527,29.563923,-4.467705,-23.460785
21.587432,29.697525,-4.434067,-23.362686
21.615967,29.797726,-4.602238,-23.493477
21.639097,29.831127,-4.534969,-23.853142
21.664975,30.014832,-4.585419,-23.869499
21.693229,30.115036,-4.753593,-23.738701
21.71676,30.165131,-4.904949,-23.755051
21.742544,30.231934,-5.005856,-23.42807
21.774303,30.115032,-5.258118,-23.150139
21.795986,30.165131,-5.443108,-23.329971
21.820542,30.14843,-5.35902,-23.21553
21.849515,30.064926,-5.308567,-23.26458
21.872294,29.98143,-5.291748,-23.804085
21.898346,29.948029,-4.921764,-23.705986
21.926282,29.747627,-4.619053,-23.673294
21.949913,29.730927,-4.299522,-24.016617
21.976361,29.480423,-3.946354,-24.131058
22.003838,29.463722,-3.39138,-24.180107
22.029295,29.229919,-3.357746,-24.572479
22.054877,28.962715,-3.223206,-24.834061
22.081903,28.779011,-2.937309,-24.88311
22.105873,28.745613,-2.567326,-25.308174
22.132719,28.211208,-2.23098,-25.471664
22.15932,27.994106,-1.676006,-25.78228
22.183289,27.626698,-1.272388,-25.880379
22.209867,27.292694,-1.137852,-26.14196
22.237079,26.674782,-1.121037,-26.517975
22.260582,26.023468,-1.30603,-27.05748
22.286626,25.33876,-1.255577,-27.400803
22.314772,24.687447,-1.272392,-28.038399
22.33878,23.618629,-0.936039,-28.888519
22.364094,22.650013,-0.700596,-29.346283
22.390772,21.4977,-0.313793,-30.11467
22.417298,20.094879,-0.212891,-30.96479
22.441495,18.525063,-0.044716,-31.520645
22.46699,16.82164,-0.07835,-32.174591
22.495826,14.917809,-0.212887,-32.795845
22.519909,12.880379,-0.280155,-32.893936
22.546141,10.559044,0.073013,-33.171867
22.571895,8.42141,0.779343,-33.596931
22.597703,6.935089,1.502491,-33.319
22.630968,5.465469,2.444267,-33.547882
22.64893,4.480156,3.301956,-33.727715
22.675603,3.962448,3.587849,-33.809464
22.701139,3.494835,3.655121,-33.874863
22.7274,2.943726,3.70557,-34.25087
22.753034,2.810127,3.671936,-33.891205
22.781309,2.659821,3.554214,-33.874863
22.805333,2.843529,3.638306,-33.989304
22.831965,3.294426,3.419678,-33.678665
22.857979,3.344536,3.638306,-33.760406
22.882212,3.361229,3.554214,-33.874847
22.908118,3.578331,3.470127,-33.858505
22.933624,3.544937,3.402859,-33.662323
22.959879,3.37793,3.537399,-33.825813
22.986648,3.561638,3.217865,-33.515182
23.012182,3.678535,3.301956,-33.433441
23.038097,3.478134,3.571033,-33.629623
23.065376,3.54493,3.739212,-33.662323
23.090736,3.578331,3.974655,-33.825813
23.115242,3.428032,4.058739,-33.842155
23.142896,3.411331,4.04192,-33.695015
23.167204,3.528229,4.058735,-33.449783
23.193,3.628433,4.092369,-33.515182
23.220467,3.711929,4.008286,-33.204559
23.245182,3.678528,4.075554,-33.302658
23.270616,3.494827,4.22691,-33.744072
23.298484,3.711929,4.109188,-33.923904
23.322486,3.461426,4.193275,-33.842155
