Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,
0.642857,,,,,,-0.535728,,,,,,-1.073031,,,,,,0.888166,,,,,,1.284546,,,,,,-1.609632,,,,,,1.767949,,,,,,0.000000,,,,,,1.361056,,,,,,0.964404,
0.678571,,,,,,-0.064271,,,,,,-0.719944,,,,,,0.571175,,,,,,1.502517,,,,,,-1.509720,,,,,,1.558097,,,,,,0.000000,,,,,,1.127415,,,,,,0.629669,
0.714286,,,,,,0.230850,,,,,,-0.359367,,,,,,0.070382,,,,,,1.537299,,,,,,-1.006160,,,,,,1.178366,,,,,,0.000000,,,,,,0.814285,,,,,,0.282998,
0.750000,,,,,,0.391683,,,,,,-0.002415,,,,,,-0.421831,,,,,,1.479328,,,,,,-1.098080,,,,,,0.868585,,,,,,0.000000,,,,,,0.390488,,,,,,-0.021243,
0.785714,,,,,,0.675319,,,,,,0.364645,,,,,,-0.604965,,,,,,1.300777,,,,,,-0.866282,,,,,,0.528826,,,,,,0.000000,,,,,,-0.032623,,,,,,-0.394537,
0.821429,,,,,,0.842361,,,,,,0.658873,,,,,,-1.161439,,,,,,1.024835,,,,,,-0.506597,,,,,,0.269010,,,,,,0.000000,,,,,,-0.352283,,,,,,-0.684454,
0.857143,,,,,,0.952652,,,,,,0.858975,,,,,,-1.646555,,,,,,0.665415,,,,,,-0.462635,,,,,,0.179073,,,,,,0.000000,,,,,,-0.606886,,,,,,-0.943697,
0.892857,,,,,,1.169589,,,,,,0.945247,,,,,,-1.650715,,,,,,0.317589,,,,,,-0.498604,,,,,,0.199059,,,,,,0.000000,,,,,,-0.683033,,,,,,-1.127947,
0.928571,,,,,,1.331104,,,,,,0.974298,,,,,,-1.373734,,,,,,0.043965,,,,,,-0.126929,,,,,,-0.100729,,,,,,0.000000,,,,,,-0.635784,,,,,,-1.229560,
0.964286,,,,,,1.305785,,,,,,0.942083,,,,,,-1.113468,,,,,,-0.132267,,,,,,-0.122932,,,,,,0.069151,,,,,,0.000000,,,,,,-0.570034,,,,,,-1.260334,
1.000000,,,,,,1.444028,,,,,,0.883692,,,,,,-0.801165,,,,,,-0.225020,,,,,,-0.610506,,,,,,0.298988,,,,,,0.000000,,,,,,-0.339142,,,,,,-1.252028,
