Clock Time (s),Elapsed Time (s),ar,atheta,aphi,gx,gy,gz,mx,my,mz,
40122.4,0.0,0.9343982020530648,6.17252808600569,0.0970637549264778,-0.07,-0.00,-0.09,24.08,13.70,-30.52,
40122.5,0.09999999999854481,0.9205433178292046,0.32175055439664224,0.03435905607397547,-0.00,0.10,-0.17,24.75,14.37,-30.85,
40122.6,0.19999999999708962,0.9209234495874237,6.038206644052722,0.04478639694724118,-0.04,-0.01,-0.05,25.42,14.96,-30.17,
40122.7,0.2999999999956344,0.9305374790947435,5.961434752782944,0.03398988989180027,-0.01,0.01,0.01,25.43,13.69,-29.84,
40122.8,0.4000000000014552,0.9309135298189624,6.038206644052722,0.04430545616715011,0.01,0.01,0.04,23.55,13.86,-30.35,
40122.9,0.5,0.931396800509858,6.085789747329706,0.05477332553461522,-0.00,0.01,0.03,26.46,14.72,-31.52,
40123.0,0.5999999999985448,0.9120307012376283,6.118036629764959,0.06674425668471003,-0.01,0.03,0.01,25.09,15.40,-30.52,
40123.1,0.6999999999970896,0.9319871243745806,6.118036629764959,0.06531301941955567,-0.00,-0.00,-0.02,24.40,14.72,-30.52,
40123.2,0.7999999999956344,0.9109335870413386,6.038206644052722,0.04527788643271294,-0.00,-0.02,-0.02,25.71,13.67,-29.78,
40123.3,0.9000000000014552,0.9208691546577071,0.0,0.04345089539153084,0.00,0.00,-0.02,26.12,14.37,-30.52,
40123.4,1.0,0.9208691546577071,-0.0,0.04345089539153084,-0.00,0.01,0.01,25.60,15.23,-31.02,
40123.5,1.0999999999985448,0.8722958213817146,5.961434752782944,0.07256838343618958,0.10,0.05,0.06,25.13,14.84,-30.05,
40123.6,1.1999999999970896,0.9235258523723091,6.1588303126328245,0.08740993547306354,0.02,-0.00,0.02,23.55,13.86,-30.68,
40123.7,1.2999999999956344,0.9108786966440702,0.0,0.04392776707688983,0.00,-0.00,0.01,25.36,13.26,-29.34,
40123.8,1.4000000000014552,0.9109335870413386,0.24497866312686414,0.04527788643271294,0.00,0.05,0.01,24.23,13.86,-29.01,
40123.9,1.5,0.910494371207203,0.0,0.03295509761429812,-0.00,0.00,0.02,25.09,12.32,-30.18,
40124.0,1.5999999999985448,0.9208691546577071,-0.0,0.04345089539153084,-0.02,0.01,0.01,24.43,13.96,-30.52,
40124.1,1.6999999999970896,0.9313431161500041,-0.0,0.05371172930323259,0.01,-0.00,-0.02,25.43,13.35,-29.51,
40124.2,1.7999999999956344,0.9108786966440702,-0.0,0.04392776707688983,-0.00,-0.01,-0.00,25.49,13.52,-30.36,
40124.3,1.9000000000014552,0.9208691546577071,-0.0,0.04345089539153084,-0.00,0.02,-0.02,24.06,12.66,-30.85,
40124.4,2.0,0.9213576938409967,0.0,0.054294411908306,-0.02,-0.01,-0.01,25.77,13.69,-31.19,
40124.5,2.099999999998545,0.9204890004774636,-0.0,0.032597145117952815,-0.00,0.00,-0.01,24.87,13.67,-29.77,
40124.6,2.1999999999970896,0.9214119599831555,0.19739555984988075,0.05536747828613916,-0.01,0.03,0.02,25.43,13.35,-29.51,
40124.7,2.2999999999956344,0.9113725912051558,0.0,0.054889862594153814,-0.02,-0.03,0.02,25.16,13.93,-29.48,
40124.8,2.400000000001455,0.9109335870413386,6.038206644052722,0.04527788643271294,-0.03,0.00,-0.01,25.09,14.37,-30.52,
40124.9,2.5,0.9209234495874237,6.038206644052722,0.04478639694724118,-0.01,0.01,-0.00,24.40,14.03,-29.17,
40125.0,2.599999999998545,0.9220086767487604,0.16514867741462685,0.06602089344658967,0.01,-0.02,-0.01,24.37,13.67,-30.18,
40125.1,2.6999999999970896,0.9109335870413386,6.038206644052722,0.04527788643271294,-0.01,-0.02,0.01,25.98,13.91,-30.19,
40125.2,2.7999999999956344,0.9214119599831555,6.085789747329706,0.05536747828613916,-0.02,-0.01,0.03,24.40,12.66,-28.84,
40125.3,2.900000000001455,0.9319871243745806,6.118036629764959,0.06531301941955567,0.01,-0.02,-0.02,24.23,13.52,-30.01,
40125.4,3.0,0.910494371207203,-0.0,0.03295509761429812,0.02,0.04,-0.06,23.92,13.73,-30.31,
40125.5,3.099999999998545,0.9204890004774636,0.0,0.032597145117952815,0.02,0.02,-0.03,24.46,14.31,-28.89,
40125.6,3.1999999999970896,0.9220086767487604,0.16514867741462685,0.06602089344658967,0.04,-0.00,-0.01,24.38,13.32,-30.38,
40125.7,3.2999999999956344,0.9108786966440702,0.0,0.04392776707688983,-0.00,-0.00,0.02,25.60,12.49,-30.35,
40125.8,3.400000000001455,0.931396800509858,6.085789747329706,0.05477332553461522,-0.03,-0.00,0.01,24.32,14.38,-28.74,
40125.9,3.5,0.9313431161500041,0.0,0.05371172930323259,-0.02,-0.01,-0.04,26.46,13.35,-29.51,
40126.0,3.599999999998545,0.9109335870413386,0.24497866312686414,0.04527788643271294,0.00,0.04,-0.06,24.26,12.87,-29.73,
40126.1,3.6999999999970896,0.9315578350268974,0.38050637711236485,0.05784040954539616,0.01,-0.04,-0.00,24.45,13.56,-29.68,
40126.2,3.7999999999956344,0.9127431182978045,0.1418970546041639,0.07754821580504156,0.02,-0.03,0.02,24.23,13.86,-32.36,
40126.3,3.900000000001455,0.9220086767487604,0.16514867741462685,0.06602089344658967,-0.03,-0.04,0.00,25.56,13.56,-30.87,
40126.4,4.0,0.9121951545584969,0.32175055439664224,0.06938902739238179,-0.01,0.01,-0.02,23.72,13.35,-30.52,
40126.5,4.099999999998545,0.9220086767487604,0.16514867741462685,0.06602089344658967,-0.03,-0.01,-0.00,24.92,14.89,-30.35,
