Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,
0.250000,0.101860,,,,,,,0.026640,,,,,,,-0.119466,,,,,,,0.156945,,,,,,,-0.207986,,,,,,,0.225181,,,,,,,0.000000,,,,,,,-0.029732,,,,,,,-0.108096,,,,,,,
0.263889,0.148159,,,,,,,0.046965,,,,,,,-0.187741,,,,,,,0.072026,,,,,,,-0.165011,,,,,,,0.212025,,,,,,,0.000000,,,,,,,-0.046994,,,,,,,-0.157363,,,,,,,
0.277778,0.184403,,,,,,,0.047908,,,,,,,-0.217993,,,,,,,-0.030991,,,,,,,-0.147732,,,,,,,0.216180,,,,,,,0.000000,,,,,,,-0.044595,,,,,,,-0.195169,,,,,,,
0.291667,0.224716,,,,,,,0.035783,,,,,,,-0.209760,,,,,,,-0.082035,,,,,,,-0.072415,,,,,,,0.203715,,,,,,,0.000000,,,,,,,-0.034728,,,,,,,-0.223877,,,,,,,
0.305556,0.234250,,,,,,,0.013492,,,,,,,-0.198501,,,,,,,-0.063473,,,,,,,-0.029440,,,,,,,0.183635,,,,,,,0.000000,,,,,,,-0.012174,,,,,,,-0.235288,,,,,,,
0.319444,0.234920,,,,,,,-0.001575,,,,,,,-0.209347,,,,,,,-0.004540,,,,,,,0.025940,,,,,,,0.098463,,,,,,,0.000000,,,,,,,0.000757,,,,,,,-0.232757,,,,,,,
0.333333,0.187587,,,,,,,0.007648,,,,,,,-0.218337,,,,,,,0.093372,,,,,,,0.211130,,,,,,,0.041683,,,,,,,0.000000,,,,,,,0.010091,,,,,,,-0.207263,,,,,,,
0.354167,0.134036,,,,,,,0.034460,,,,,,,-0.173135,,,,,,,0.189428,,,,,,,0.238599,,,,,,,-0.031717,,,,,,,0.000000,,,,,,,0.007035,,,,,,,-0.157718,,,,,,,
0.375000,0.065713,,,,,,,0.070017,,,,,,,-0.165193,,,,,,,0.220983,,,,,,,0.211130,,,,,,,-0.035179,,,,,,,0.000000,,,,,,,-0.014552,,,,,,,-0.089934,,,,,,,
0.395833,0.018539,,,,,,,0.109347,,,,,,,-0.133259,,,,,,,0.226551,,,,,,,0.187649,,,,,,,-0.038641,,,,,,,0.000000,,,,,,,-0.049453,,,,,,,-0.036976,,,,,,,
0.416667,-0.030184,,,,,,,0.153120,,,,,,,-0.111961,,,,,,,0.223767,,,,,,,0.202270,,,,,,,-0.067724,,,,,,,0.000000,,,,,,,-0.091837,,,,,,,0.011132,,,,,,,
0.437500,-0.080843,,,,,,,0.196119,,,,,,,-0.098035,,,,,,,0.169474,,,,,,,0.125624,,,,,,,-0.073264,,,,,,,0.000000,,,,,,,-0.131364,,,,,,,0.055483,,,,,,,
0.458333,-0.106552,,,,,,,0.228971,,,,,,,-0.071685,,,,,,,0.068778,,,,,,,0.059168,,,,,,,-0.076034,,,,,,,0.000000,,,,,,,-0.164235,,,,,,,0.084076,,,,,,,
0.479167,-0.122802,,,,,,,0.245148,,,,,,,-0.007764,,,,,,,-0.037951,,,,,,,-0.047605,,,,,,,-0.010943,,,,,,,0.000000,,,,,,,-0.183149,,,,,,,0.101673,,,,,,,
0.500000,-0.094898,,,,,,,0.228511,,,,,,,0.012127,,,,,,,-0.149320,,,,,,,-0.305454,,,,,,,0.034758,,,,,,,0.000000,,,,,,,-0.181436,,,,,,,0.090499,,,,,,,
0.523810,-0.044320,,,,,,,0.182916,,,,,,,-0.005871,,,,,,,-0.240272,,,,,,,-0.200011,,,,,,,0.123392,,,,,,,0.000000,,,,,,,-0.157082,,,,,,,0.036372,,,,,,,
0.547619,-0.007226,,,,,,,0.137781,,,,,,,-0.016877,,,,,,,-0.204541,,,,,,,-0.196024,,,,,,,0.105388,,,,,,,0.000000,,,,,,,-0.126162,,,,,,,-0.007776,,,,,,,
0.571429,0.026793,,,,,,,0.104538,,,,,,,-0.043933,,,,,,,-0.146072,,,,,,,-0.206656,,,,,,,0.092924,,,,,,,0.000000,,,,,,,-0.102276,,,,,,,-0.048124,,,,,,,
0.595238,0.072647,,,,,,,0.084224,,,,,,,-0.068419,,,,,,,-0.084355,,,,,,,-0.201340,,,,,,,0.067303,,,,,,,0.000000,,,,,,,-0.093939,,,,,,,-0.090734,,,,,,,
0.619048,0.121768,,,,,,,0.078682,,,,,,,-0.098393,,,,,,,-0.020782,,,,,,,-0.169884,,,,,,,0.027141,,,,,,,0.000000,,,,,,,-0.106025,,,,,,,-0.130219,,,,,,,
0.642857,0.170412,,,,,,,0.083126,,,,,,,-0.119562,,,,,,,0.019126,,,,,,,-0.126023,,,,,,,-0.030332,,,,,,,0.000000,,,,,,,-0.127260,,,,,,,-0.156381,,,,,,,
0.666667,0.191516,,,,,,,0.091520,,,,,,,-0.136162,,,,,,,0.042792,,,,,,,-0.028554,,,,,,,-0.087113,,,,,,,0.000000,,,,,,,-0.138408,,,,,,,-0.170334,,,,,,,
0.679487,0.199587,,,,,,,0.104972,,,,,,,-0.114003,,,,,,,0.051608,,,,,,,0.068471,,,,,,,-0.146663,,,,,,,0.000000,,,,,,,-0.157494,,,,,,,-0.174587,,,,,,,
0.692308,0.187384,,,,,,,0.126732,,,,,,,-0.112181,,,,,,,0.059497,,,,,,,0.040560,,,,,,,-0.205521,,,,,,,0.000000,,,,,,,-0.176205,,,,,,,-0.161384,,,,,,,
0.705128,0.183135,,,,,,,0.146860,,,,,,,-0.110466,,,,,,,-0.010573,,,,,,,0.073345,,,,,,,-0.208291,,,,,,,0.000000,,,,,,,-0.199376,,,,,,,-0.152232,,,,,,,
0.717949,0.172063,,,,,,,0.153533,,,,,,,-0.087241,,,,,,,-0.078322,,,,,,,0.111003,,,,,,,-0.228372,,,,,,,0.000000,,,,,,,-0.210460,,,,,,,-0.139408,,,,,,,
0.730769,0.139222,,,,,,,0.143927,,,,,,,-0.064676,,,,,,,-0.134935,,,,,,,0.134927,,,,,,,-0.228372,,,,,,,0.000000,,,,,,,-0.199699,,,,,,,-0.113200,,,,,,,
0.743590,0.091359,,,,,,,0.115930,,,,,,,-0.012642,,,,,,,-0.192012,,,,,,,0.144231,,,,,,,-0.220755,,,,,,,0.000000,,,,,,,-0.162189,,,,,,,-0.072446,,,,,,,
0.756410,0.045226,,,,,,,0.074394,,,,,,,0.021806,,,,,,,-0.220782,,,,,,,0.149548,,,,,,,-0.205521,,,,,,,0.000000,,,,,,,-0.108018,,,,,,,-0.046813,,,,,,,
0.769231,0.001160,,,,,,,0.024885,,,,,,,0.035634,,,,,,,-0.234704,,,,,,,0.163282,,,,,,,-0.188903,,,,,,,0.000000,,,,,,,-0.051740,,,,,,,-0.016631,,,,,,,
0.782051,-0.038848,,,,,,,-0.022977,,,,,,,0.115940,,,,,,,-0.217534,,,,,,,0.156193,,,,,,,-0.179208,,,,,,,0.000000,,,,,,,0.006740,,,,,,,0.025486,,,,,,,
0.794872,-0.079333,,,,,,,-0.063076,,,,,,,0.133587,,,,,,,-0.214750,,,,,,,0.143788,,,,,,,-0.168822,,,,,,,0.000000,,,,,,,0.050816,,,,,,,0.070174,,,,,,,
0.807692,-0.108311,,,,,,,-0.105101,,,,,,,0.154562,,,,,,,-0.180411,,,,,,,0.107459,,,,,,,-0.135584,,,,,,,0.000000,,,,,,,0.099233,,,,,,,0.107730,,,,,,,
0.820513,-0.130913,,,,,,,-0.141145,,,,,,,0.174212,,,,,,,-0.140040,,,,,,,0.090180,,,,,,,-0.107194,,,,,,,0.000000,,,,,,,0.140256,,,,,,,0.137328,,,,,,,
0.833333,-0.146412,,,,,,,-0.168849,,,,,,,0.186184,,,,,,,-0.099204,,,,,,,0.083978,,,,,,,-0.094037,,,,,,,0.000000,,,,,,,0.171069,,,,,,,0.158550,,,,,,,
0.861111,-0.155338,,,,,,,-0.185536,,,,,,,0.171843,,,,,,,-0.057441,,,,,,,0.066699,,,,,,,-0.068417,,,,,,,0.000000,,,,,,,0.189263,,,,,,,0.167042,,,,,,,
0.888889,-0.165464,,,,,,,-0.196331,,,,,,,0.169092,,,,,,,-0.026814,,,,,,,0.070244,,,,,,,-0.039334,,,,,,,0.000000,,,,,,,0.199641,,,,,,,0.181357,,,,,,,
0.916667,-0.168319,,,,,,,-0.199062,,,,,,,0.182051,,,,,,,0.004276,,,,,,,0.047205,,,,,,,-0.023407,,,,,,,0.000000,,,,,,,0.202176,,,,,,,0.188006,,,,,,,
0.944444,-0.178739,,,,,,,-0.198834,,,,,,,0.135948,,,,,,,0.005669,,,,,,,0.049421,,,,,,,-0.006096,,,,,,,0.000000,,,,,,,0.201545,,,,,,,0.194651,,,,,,,
0.972222,-0.182270,,,,,,,-0.193759,,,,,,,0.149615,,,,,,,0.024230,,,,,,,0.036573,,,,,,,0.004290,,,,,,,0.000000,,,,,,,0.194801,,,,,,,0.194616,,,,,,,
1.000000,-0.190931,,,,,,,-0.187771,,,,,,,0.158456,,,,,,,0.018198,,,,,,,0.040117,,,,,,,-0.007481,,,,,,,0.000000,,,,,,,0.187132,,,,,,,0.199484,,,,,,,
0.000000,,-0.171933,,,,,,,-0.191658,,,,,,,0.135391,,,,,,,-0.005674,,,,,,,-0.012827,,,,,,,0.001672,,,,,,,0.000000,,,,,,,0.200652,,,,,,,0.167667,,,,,,
0.041667,,-0.173670,,,,,,,-0.192006,,,,,,,0.152459,,,,,,,-0.014343,,,,,,,-0.012827,,,,,,,0.012335,,,,,,,0.000000,,,,,,,0.200501,,,,,,,0.172946,,,,,,
0.083333,,-0.170375,,,,,,,-0.193920,,,,,,,0.159071,,,,,,,-0.019297,,,,,,,-0.012389,,,,,,,0.022997,,,,,,,0.000000,,,,,,,0.201369,,,,,,,0.167998,,,,,,
0.125000,,-0.160233,,,,,,,-0.193811,,,,,,,0.192235,,,,,,,0.006710,,,,,,,-0.033873,,,,,,,0.035659,,,,,,,0.000000,,,,,,,0.202297,,,,,,,0.164737,,,,,,
0.166667,,-0.154431,,,,,,,-0.191469,,,,,,,0.220357,,,,,,,0.049642,,,,,,,-0.063688,,,,,,,0.036992,,,,,,,0.000000,,,,,,,0.199184,,,,,,,0.161469,,,,,,
0.183333,,-0.143751,,,,,,,-0.179189,,,,,,,0.212966,,,,,,,0.105372,,,,,,,-0.094381,,,,,,,0.044989,,,,,,,0.000000,,,,,,,0.187758,,,,,,,0.143300,,,,,,
0.200000,,-0.128929,,,,,,,-0.159537,,,,,,,0.194913,,,,,,,0.156561,,,,,,,-0.146119,,,,,,,0.068979,,,,,,,0.000000,,,,,,,0.172837,,,,,,,0.125077,,,,,,
0.216667,,-0.102006,,,,,,,-0.122243,,,,,,,0.142866,,,,,,,0.189585,,,,,,,-0.172427,,,,,,,0.104299,,,,,,,0.000000,,,,,,,0.135578,,,,,,,0.091121,,,,,,
0.233333,,-0.062097,,,,,,,-0.083707,,,,,,,0.098487,,,,,,,0.207336,,,,,,,-0.207942,,,,,,,0.144284,,,,,,,0.000000,,,,,,,0.089568,,,,,,,0.046340,,,,,,
0.250000,,-0.008411,,,,,,,-0.041921,,,,,,,0.032490,,,,,,,0.216418,,,,,,,-0.214081,,,,,,,0.188933,,,,,,,0.000000,,,,,,,0.034425,,,,,,,-0.010548,,,,,,
0.266667,,0.043070,,,,,,,-0.002254,,,,,,,-0.035999,,,,,,,0.200731,,,,,,,-0.241704,,,,,,,0.228251,,,,,,,0.000000,,,,,,,-0.016447,,,,,,,-0.060411,,,,,,
0.283333,,0.102043,,,,,,,0.019473,,,,,,,-0.101722,,,,,,,0.145827,,,,,,,-0.215834,,,,,,,0.242246,,,,,,,0.000000,,,,,,,-0.040328,,,,,,,-0.126567,,,,,,
0.300000,,0.150525,,,,,,,0.036034,,,,,,,-0.175824,,,,,,,0.085144,,,,,,,-0.151381,,,,,,,0.242246,,,,,,,0.000000,,,,,,,-0.053653,,,,,,,-0.179663,,,,,,
0.316667,,0.197954,,,,,,,0.040665,,,,,,,-0.210855,,,,,,,0.011251,,,,,,,-0.126388,,,,,,,0.240913,,,,,,,0.000000,,,,,,,-0.053985,,,,,,,-0.221406,,,,,,
0.333333,,0.231613,,,,,,,0.033941,,,,,,,-0.244596,,,,,,,-0.053560,,,,,,,-0.051412,,,,,,,0.223586,,,,,,,0.000000,,,,,,,-0.046523,,,,,,,-0.251727,,,,,,
0.345238,,0.268062,,,,,,,0.003323,,,,,,,-0.207621,,,,,,,-0.077916,,,,,,,-0.046588,,,,,,,0.179603,,,,,,,0.000000,,,,,,,-0.011082,,,,,,,-0.272568,,,,,,
0.357143,,0.279531,,,,,,,-0.021736,,,,,,,-0.217490,,,,,,,-0.069247,,,,,,,0.050750,,,,,,,0.124291,,,,,,,0.000000,,,,,,,0.026901,,,,,,,-0.277808,,,,,,
0.369048,,0.266468,,,,,,,-0.038191,,,,,,,-0.184548,,,,,,,-0.040763,,,,,,,0.029704,,,,,,,0.048321,,,,,,,0.000000,,,,,,,0.064288,,,,,,,-0.264790,,,,,,
0.380952,,0.256251,,,,,,,-0.047750,,,,,,,-0.155745,,,,,,,0.018682,,,,,,,0.115642,,,,,,,-0.029649,,,,,,,0.000000,,,,,,,0.084104,,,,,,,-0.254849,,,,,,
0.392857,,0.217998,,,,,,,-0.035730,,,,,,,-0.144362,,,,,,,0.107023,,,,,,,0.236219,,,,,,,-0.089626,,,,,,,0.000000,,,,,,,0.067654,,,,,,,-0.211321,,,,,,
0.404762,,0.181306,,,,,,,-0.006037,,,,,,,-0.122696,,,,,,,0.183806,,,,,,,0.276119,,,,,,,-0.132943,,,,,,,0.000000,,,,,,,0.038823,,,,,,,-0.167552,,,,,,
0.416667,,0.129516,,,,,,,0.033379,,,,,,,-0.106074,,,,,,,0.247792,,,,,,,0.241042,,,,,,,-0.176926,,,,,,,0.000000,,,,,,,0.002545,,,,,,,-0.117507,,,,,,
0.428571,,0.085165,,,,,,,0.079468,,,,,,,-0.072998,,,,,,,0.267607,,,,,,,0.211665,,,,,,,-0.188255,,,,,,,0.000000,,,,,,,-0.041827,,,,,,,-0.070278,,,,,,
0.440476,,0.026151,,,,,,,0.132309,,,,,,,-0.076077,,,,,,,0.239948,,,,,,,0.237973,,,,,,,-0.167596,,,,,,,0.000000,,,,,,,-0.093588,,,,,,,-0.020221,,,,,,
0.452381,,-0.021302,,,,,,,0.175381,,,,,,,-0.034014,,,,,,,0.192062,,,,,,,0.180534,,,,,,,-0.140273,,,,,,,0.000000,,,,,,,-0.135384,,,,,,,0.025854,,,,,,
0.464286,,-0.058783,,,,,,,0.204088,,,,,,,-0.015484,,,,,,,0.136746,,,,,,,0.190619,,,,,,,-0.107619,,,,,,,0.000000,,,,,,,-0.168098,,,,,,,0.062928,,,,,,
0.476190,,-0.090174,,,,,,,0.227229,,,,,,,0.009285,,,,,,,0.066155,,,,,,,0.060834,,,,,,,-0.060970,,,,,,,0.000000,,,,,,,-0.187639,,,,,,,0.098628,,,,,,
0.488095,,-0.096368,,,,,,,0.240819,,,,,,,0.016020,,,,,,,-0.032507,,,,,,,-0.130334,,,,,,,-0.003659,,,,,,,0.000000,,,,,,,-0.197205,,,,,,,0.109349,,,,,,
0.500000,,-0.075839,,,,,,,0.233526,,,,,,,0.037165,,,,,,,-0.128692,,,,,,,-0.262311,,,,,,,0.068979,,,,,,,0.000000,,,,,,,-0.201527,,,,,,,0.089632,,,,,,
0.520833,,-0.033986,,,,,,,0.208254,,,,,,,0.018586,,,,,,,-0.202998,,,,,,,-0.196981,,,,,,,0.169607,,,,,,,0.000000,,,,,,,-0.199169,,,,,,,0.054194,,,,,,
0.541667,,-0.000600,,,,,,,0.169698,,,,,,,0.009304,,,,,,,-0.226115,,,,,,,-0.164534,,,,,,,0.186934,,,,,,,0.000000,,,,,,,-0.176344,,,,,,,0.015982,,,,,,
0.562500,,0.028621,,,,,,,0.130562,,,,,,,-0.003824,,,,,,,-0.189788,,,,,,,-0.153134,,,,,,,0.169607,,,,,,,0.000000,,,,,,,-0.151284,,,,,,,-0.020023,,,,,,
0.583333,,0.047521,,,,,,,0.098977,,,,,,,-0.034374,,,,,,,-0.138600,,,,,,,-0.143488,,,,,,,0.154946,,,,,,,0.000000,,,,,,,-0.126820,,,,,,,-0.044905,,,,,,
0.604167,,0.080103,,,,,,,0.079482,,,,,,,-0.063909,,,,,,,-0.091126,,,,,,,-0.133842,,,,,,,0.130955,,,,,,,0.000000,,,,,,,-0.112950,,,,,,,-0.069907,,,,,,
0.625000,,0.100842,,,,,,,0.068151,,,,,,,-0.098870,,,,,,,-0.040350,,,,,,,-0.054919,,,,,,,0.094303,,,,,,,0.000000,,,,,,,-0.104101,,,,,,,-0.087368,,,,,,
0.645833,,0.104977,,,,,,,0.064990,,,,,,,-0.121344,,,,,,,0.006710,,,,,,,0.012604,,,,,,,0.026329,,,,,,,0.000000,,,,,,,-0.105052,,,,,,,-0.096714,,,,,,
0.666667,,0.095176,,,,,,,0.069507,,,,,,,-0.160776,,,,,,,0.041386,,,,,,,0.069604,,,,,,,-0.032315,,,,,,,0.000000,,,,,,,-0.102885,,,,,,,-0.089521,,,,,,
0.679487,,0.076035,,,,,,,0.085901,,,,,,,-0.154552,,,,,,,0.054596,,,,,,,0.057327,,,,,,,-0.122946,,,,,,,0.000000,,,,,,,-0.108224,,,,,,,-0.072855,,,,,,
0.692308,,0.063972,,,,,,,0.110635,,,,,,,-0.144219,,,,,,,0.051294,,,,,,,0.041542,,,,,,,-0.152935,,,,,,,0.000000,,,,,,,-0.128359,,,,,,,-0.054138,,,,,,
0.705128,,0.048865,,,,,,,0.130833,,,,,,,-0.129201,,,,,,,0.014553,,,,,,,0.045488,,,,,,,-0.168929,,,,,,,0.000000,,,,,,,-0.141738,,,,,,,-0.034882,,,,,,
0.717949,,0.041510,,,,,,,0.137148,,,,,,,-0.099085,,,,,,,-0.041589,,,,,,,0.038473,,,,,,,-0.183590,,,,,,,0.000000,,,,,,,-0.148856,,,,,,,-0.021183,,,,,,
0.730769,,0.018415,,,,,,,0.129863,,,,,,,-0.085561,,,,,,,-0.098557,,,,,,,0.084950,,,,,,,-0.180258,,,,,,,0.000000,,,,,,,-0.144054,,,,,,,-0.007624,,,,,,
0.743590,,-0.006981,,,,,,,0.109855,,,,,,,-0.031061,,,,,,,-0.160066,,,,,,,0.082757,,,,,,,-0.192919,,,,,,,0.000000,,,,,,,-0.129177,,,,,,,0.010382,,,,,,
0.756410,,-0.026690,,,,,,,0.075892,,,,,,,0.015502,,,,,,,-0.199283,,,,,,,0.100296,,,,,,,-0.160265,,,,,,,0.000000,,,,,,,-0.093913,,,,,,,0.024374,,,,,,
0.769231,,-0.053191,,,,,,,0.030647,,,,,,,0.069056,,,,,,,-0.211667,,,,,,,0.118273,,,,,,,-0.140940,,,,,,,0.000000,,,,,,,-0.050627,,,,,,,0.043182,,,,,,
0.782051,,-0.080427,,,,,,,-0.016432,,,,,,,0.100387,,,,,,,-0.212080,,,,,,,0.107311,,,,,,,-0.126279,,,,,,,0.000000,,,,,,,-0.001926,,,,,,,0.064467,,,,,,
0.794872,,-0.103290,,,,,,,-0.062651,,,,,,,0.140889,,,,,,,-0.183596,,,,,,,0.109942,,,,,,,-0.124279,,,,,,,0.000000,,,,,,,0.047174,,,,,,,0.089619,,,,,,
0.807692,,-0.121260,,,,,,,-0.102568,,,,,,,0.159995,,,,,,,-0.177404,,,,,,,0.096788,,,,,,,-0.121614,,,,,,,0.000000,,,,,,,0.085649,,,,,,,0.108469,,,,,,
0.820513,,-0.134529,,,,,,,-0.133700,,,,,,,0.166747,,,,,,,-0.148920,,,,,,,0.090650,,,,,,,-0.102954,,,,,,,0.000000,,,,,,,0.119290,,,,,,,0.122982,,,,,,
0.833333,,-0.145973,,,,,,,-0.163259,,,,,,,0.184374,,,,,,,-0.111767,,,,,,,0.049873,,,,,,,-0.088960,,,,,,,0.000000,,,,,,,0.150866,,,,,,,0.139595,,,,,,
0.866667,,-0.154789,,,,,,,-0.185377,,,,,,,0.175523,,,,,,,-0.066358,,,,,,,0.047681,,,,,,,-0.058971,,,,,,,0.000000,,,,,,,0.177165,,,,,,,0.150075,,,,,,
0.900000,,-0.162248,,,,,,,-0.198402,,,,,,,0.166479,,,,,,,-0.033745,,,,,,,0.029265,,,,,,,-0.049641,,,,,,,0.000000,,,,,,,0.194751,,,,,,,0.160537,,,,,,
0.933333,,-0.164420,,,,,,,-0.199255,,,,,,,0.149446,,,,,,,-0.017646,,,,,,,0.014358,,,,,,,-0.042311,,,,,,,0.000000,,,,,,,0.197106,,,,,,,0.164330,,,,,,
0.966667,,-0.165120,,,,,,,-0.198338,,,,,,,0.145939,,,,,,,-0.001133,,,,,,,0.013481,,,,,,,-0.029649,,,,,,,0.000000,,,,,,,0.196043,,,,,,,0.165004,,,,,,
1.000000,,-0.169885,,,,,,,-0.198889,,,,,,,0.126950,,,,,,,-0.008151,,,,,,,0.001642,,,,,,,-0.014988,,,,,,,0.000000,,,,,,,0.196239,,,,,,,0.166094,,,,,,
0.000000,,,-0.191349,,,,,,,-0.195208,,,,,,,0.144981,,,,,,,-0.004309,,,,,,,0.024971,,,,,,,0.013438,,,,,,,0.000000,,,,,,,0.193982,,,,,,,0.180689,,,,,
0.041667,,,-0.191993,,,,,,,-0.198078,,,,,,,0.158030,,,,,,,-0.001522,,,,,,,0.037136,,,,,,,0.027001,,,,,,,0.000000,,,,,,,0.194112,,,,,,,0.179695,,,,,
0.083333,,,-0.192987,,,,,,,-0.197444,,,,,,,0.191849,,,,,,,0.006040,,,,,,,0.000154,,,,,,,0.049130,,,,,,,0.000000,,,,,,,0.190568,,,,,,,0.184752,,,,,
0.125000,,,-0.187452,,,,,,,-0.193814,,,,,,,0.210814,,,,,,,0.039475,,,,,,,-0.032449,,,,,,,0.059124,,,,,,,0.000000,,,,,,,0.185365,,,,,,,0.176644,,,,,
0.166667,,,-0.173657,,,,,,,-0.186008,,,,,,,0.219945,,,,,,,0.082861,,,,,,,-0.071864,,,,,,,0.071973,,,,,,,0.000000,,,,,,,0.181396,,,,,,,0.163092,,,,,
0.187500,,,-0.160499,,,,,,,-0.165946,,,,,,,0.211737,,,,,,,0.121073,,,,,,,-0.090842,,,,,,,0.096244,,,,,,,0.000000,,,,,,,0.166343,,,,,,,0.142452,,,,,
0.208333,,,-0.143286,,,,,,,-0.142170,,,,,,,0.177093,,,,,,,0.147741,,,,,,,-0.118092,,,,,,,0.133363,,,,,,,0.000000,,,,,,,0.149048,,,,,,,0.119201,,,,,
0.229167,,,-0.113791,,,,,,,-0.116806,,,,,,,0.141716,,,,,,,0.158886,,,,,,,-0.192056,,,,,,,0.165486,,,,,,,0.000000,,,,,,,0.126134,,,,,,,0.084529,,,,,
0.250000,,,-0.060543,,,,,,,-0.090097,,,,,,,0.088323,,,,,,,0.171225,,,,,,,-0.219793,,,,,,,0.205462,,,,,,,0.000000,,,,,,,0.105921,,,,,,,0.026739,,,,,
0.270833,,,-0.003430,,,,,,,-0.058474,,,,,,,0.018319,,,,,,,0.160876,,,,,,,-0.227579,,,,,,,0.241154,,,,,,,0.000000,,,,,,,0.077325,,,,,,,-0.033816,,,,,
0.291667,,,0.051587,,,,,,,-0.035413,,,,,,,-0.065856,,,,,,,0.136198,,,,,,,-0.212980,,,,,,,0.256144,,,,,,,0.000000,,,,,,,0.059887,,,,,,,-0.092128,,,,,
0.312500,,,0.111245,,,,,,,-0.019107,,,,,,,-0.140895,,,,,,,0.081667,,,,,,,-0.185730,,,,,,,0.277560,,,,,,,0.000000,,,,,,,0.049877,,,,,,,-0.146629,,,,,
0.333333,,,0.156751,,,,,,,-0.012829,,,,,,,-0.199951,,,,,,,0.011613,,,,,,,-0.135123,,,,,,,0.278987,,,,,,,0.000000,,,,,,,0.043364,,,,,,,-0.193878,,,,,
0.343750,,,0.194562,,,,,,,-0.026426,,,,,,,-0.196609,,,,,,,-0.041326,,,,,,,-0.138043,,,,,,,0.263283,,,,,,,0.000000,,,,,,,0.052032,,,,,,,-0.222857,,,,,
0.354167,,,0.238558,,,,,,,-0.038008,,,,,,,-0.197613,,,,,,,-0.066800,,,,,,,-0.075270,,,,,,,0.233301,,,,,,,0.000000,,,,,,,0.063413,,,,,,,-0.254171,,,,,
