Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,
1.000000,0.021983,,,,,,,,,-0.037147,,,,,,,,,0.009857,,,,,,,,,-0.020956,,,,,,,,,-0.022405,,,,,,,,,0.013048,,,,,,,,,0.000000,,,,,,,,,0.054478,,,,,,,,,0.002268,,,,,,,,,
1.100000,0.025447,,,,,,,,,-0.038727,,,,,,,,,0.014610,,,,,,,,,-0.024711,,,,,,,,,-0.017672,,,,,,,,,0.001393,,,,,,,,,0.000000,,,,,,,,,0.053483,,,,,,,,,-0.000287,,,,,,,,,
1.200000,0.024374,,,,,,,,,-0.040136,,,,,,,,,0.006986,,,,,,,,,-0.031635,,,,,,,,,-0.009067,,,,,,,,,-0.005750,,,,,,,,,0.000000,,,,,,,,,0.051741,,,,,,,,,-0.004464,,,,,,,,,
1.300000,0.025184,,,,,,,,,-0.039299,,,,,,,,,-0.013070,,,,,,,,,-0.034333,,,,,,,,,-0.004764,,,,,,,,,-0.009509,,,,,,,,,0.000000,,,,,,,,,0.050456,,,,,,,,,-0.006348,,,,,,,,,
1.400000,0.024536,,,,,,,,,-0.039424,,,,,,,,,-0.025504,,,,,,,,,-0.032339,,,,,,,,,0.005348,,,,,,,,,0.002333,,,,,,,,,0.000000,,,,,,,,,0.049488,,,,,,,,,-0.010413,,,,,,,,,
1.500000,0.026588,,,,,,,,,-0.040430,,,,,,,,,-0.024659,,,,,,,,,-0.024007,,,,,,,,,-0.004011,,,,,,,,,0.009852,,,,,,,,,0.000000,,,,,,,,,0.049488,,,,,,,,,-0.009839,,,,,,,,,
1.600000,0.026305,,,,,,,,,-0.040497,,,,,,,,,-0.028145,,,,,,,,,-0.017553,,,,,,,,,-0.000999,,,,,,,,,0.020755,,,,,,,,,0.000000,,,,,,,,,0.047496,,,,,,,,,-0.009863,,,,,,,,,
1.700000,0.023612,,,,,,,,,-0.039540,,,,,,,,,-0.026556,,,,,,,,,-0.007931,,,,,,,,,0.003842,,,,,,,,,0.026206,,,,,,,,,0.000000,,,,,,,,,0.044955,,,,,,,,,-0.010333,,,,,,,,,
1.800000,0.018186,,,,,,,,,-0.037350,,,,,,,,,-0.036013,,,,,,,,,0.000870,,,,,,,,,0.003196,,,,,,,,,0.035417,,,,,,,,,0.000000,,,,,,,,,0.040572,,,,,,,,,-0.010011,,,,,,,,,
1.900000,0.012922,,,,,,,,,-0.034642,,,,,,,,,-0.037999,,,,,,,,,0.002983,,,,,,,,,0.016858,,,,,,,,,0.049891,,,,,,,,,0.000000,,,,,,,,,0.035871,,,,,,,,,-0.009788,,,,,,,,,
2.000000,0.011555,,,,,,,,,-0.029291,,,,,,,,,-0.038607,,,,,,,,,0.013427,,,,,,,,,-0.003688,,,,,,,,,0.060982,,,,,,,,,0.000000,,,,,,,,,0.030212,,,,,,,,,-0.007587,,,,,,,,,
2.100000,0.010765,,,,,,,,,-0.027107,,,,,,,,,-0.022494,,,,,,,,,0.016595,,,,,,,,,-0.006055,,,,,,,,,0.050455,,,,,,,,,0.000000,,,,,,,,,0.025607,,,,,,,,,-0.006085,,,,,,,,,
2.200000,0.006218,,,,,,,,,-0.025889,,,,,,,,,-0.014057,,,,,,,,,0.009906,,,,,,,,,-0.002182,,,,,,,,,0.030530,,,,,,,,,0.000000,,,,,,,,,0.021846,,,,,,,,,-0.002592,,,,,,,,,
2.300000,-0.000138,,,,,,,,,-0.025055,,,,,,,,,-0.016618,,,,,,,,,0.004860,,,,,,,,,0.012985,,,,,,,,,0.016243,,,,,,,,,0.000000,,,,,,,,,0.018330,,,,,,,,,-0.001591,,,,,,,,,
2.400000,-0.004904,,,,,,,,,-0.023542,,,,,,,,,-0.013710,,,,,,,,,0.001222,,,,,,,,,0.009866,,,,,,,,,-0.005938,,,,,,,,,0.000000,,,,,,,,,0.015966,,,,,,,,,0.001687,,,,,,,,,
2.500000,-0.002164,,,,,,,,,-0.022921,,,,,,,,,-0.013360,,,,,,,,,-0.006170,,,,,,,,,-0.006700,,,,,,,,,-0.022856,,,,,,,,,0.000000,,,,,,,,,0.016295,,,,,,,,,0.002229,,,,,,,,,
2.600000,0.001202,,,,,,,,,-0.024644,,,,,,,,,-0.005419,,,,,,,,,-0.006522,,,,,,,,,-0.003581,,,,,,,,,-0.037706,,,,,,,,,0.000000,,,,,,,,,0.019164,,,,,,,,,0.002526,,,,,,,,,
2.700000,0.004542,,,,,,,,,-0.026411,,,,,,,,,-0.011544,,,,,,,,,-0.001711,,,,,,,,,-0.014876,,,,,,,,,-0.041841,,,,,,,,,0.000000,,,,,,,,,0.022612,,,,,,,,,0.001074,,,,,,,,,
2.800000,0.005169,,,,,,,,,-0.029374,,,,,,,,,-0.009753,,,,,,,,,-0.002181,,,,,,,,,0.003627,,,,,,,,,-0.047669,,,,,,,,,0.000000,,,,,,,,,0.026936,,,,,,,,,0.000777,,,,,,,,,
2.900000,0.003850,,,,,,,,,-0.031953,,,,,,,,,-0.006481,,,,,,,,,-0.002885,,,,,,,,,0.014276,,,,,,,,,-0.042969,,,,,,,,,0.000000,,,,,,,,,0.030969,,,,,,,,,0.001902,,,,,,,,,
3.000000,0.005298,,,,,,,,,-0.033429,,,,,,,,,-0.003553,,,,,,,,,0.002279,,,,,,,,,0.008575,,,,,,,,,-0.033758,,,,,,,,,0.000000,,,,,,,,,0.033895,,,,,,,,,0.002691,,,,,,,,,
3.100000,0.006793,,,,,,,,,-0.032985,,,,,,,,,-0.002084,,,,,,,,,-0.002063,,,,,,,,,0.003196,,,,,,,,,-0.024172,,,,,,,,,0.000000,,,,,,,,,0.035834,,,,,,,,,0.003679,,,,,,,,,
3.200000,0.008358,,,,,,,,,-0.034265,,,,,,,,,0.001467,,,,,,,,,-0.002415,,,,,,,,,0.006638,,,,,,,,,-0.015149,,,,,,,,,0.000000,,,,,,,,,0.038211,,,,,,,,,0.003211,,,,,,,,,
3.300000,0.005126,,,,,,,,,-0.035171,,,,,,,,,0.003535,,,,,,,,,0.000166,,,,,,,,,0.015674,,,,,,,,,-0.006878,,,,,,,,,0.000000,,,,,,,,,0.038584,,,,,,,,,0.004950,,,,,,,,,
3.400000,0.003706,,,,,,,,,-0.034389,,,,,,,,,0.001711,,,,,,,,,0.001457,,,,,,,,,0.010296,,,,,,,,,-0.001426,,,,,,,,,0.000000,,,,,,,,,0.038241,,,,,,,,,0.005863,,,,,,,,,
3.500000,0.001772,,,,,,,,,-0.033895,,,,,,,,,0.004926,,,,,,,,,0.003217,,,,,,,,,0.008682,,,,,,,,,-0.002554,,,,,,,,,0.000000,,,,,,,,,0.037375,,,,,,,,,0.008199,,,,,,,,,
3.600000,-0.000751,,,,,,,,,-0.033165,,,,,,,,,0.005331,,,,,,,,,0.002631,,,,,,,,,0.008037,,,,,,,,,-0.000862,,,,,,,,,0.000000,,,,,,,,,0.036056,,,,,,,,,0.009170,,,,,,,,,
3.700000,-0.000888,,,,,,,,,-0.032225,,,,,,,,,0.003960,,,,,,,,,0.001575,,,,,,,,,-0.003043,,,,,,,,,0.006845,,,,,,,,,0.000000,,,,,,,,,0.035000,,,,,,,,,0.008962,,,,,,,,,
3.800000,-0.000137,,,,,,,,,-0.031994,,,,,,,,,0.005974,,,,,,,,,0.001575,,,,,,,,,-0.006162,,,,,,,,,0.006845,,,,,,,,,0.000000,,,,,,,,,0.034506,,,,,,,,,0.009180,,,,,,,,,
3.900000,0.000566,,,,,,,,,-0.031534,,,,,,,,,0.007000,,,,,,,,,0.001340,,,,,,,,,-0.005625,,,,,,,,,0.006093,,,,,,,,,0.000000,,,,,,,,,0.034005,,,,,,,,,0.008798,,,,,,,,,
4.000000,0.001332,,,,,,,,,-0.031302,,,,,,,,,0.007302,,,,,,,,,-0.000186,,,,,,,,,-0.006377,,,,,,,,,0.007409,,,,,,,,,0.000000,,,,,,,,,0.033695,,,,,,,,,0.007332,,,,,,,,,
4.100000,0.001229,,,,,,,,,-0.031970,,,,,,,,,0.020174,,,,,,,,,-0.000772,,,,,,,,,-0.002613,,,,,,,,,0.011356,,,,,,,,,0.000000,,,,,,,,,0.033805,,,,,,,,,0.007234,,,,,,,,,
4.200000,0.000052,,,,,,,,,-0.030822,,,,,,,,,0.037153,,,,,,,,,0.011784,,,,,,,,,-0.003150,,,,,,,,,0.022071,,,,,,,,,0.000000,,,,,,,,,0.032677,,,,,,,,,0.007639,,,,,,,,,
4.300000,-0.001928,,,,,,,,,-0.026771,,,,,,,,,0.040419,,,,,,,,,0.032906,,,,,,,,,-0.009927,,,,,,,,,0.039553,,,,,,,,,0.000000,,,,,,,,,0.028407,,,,,,,,,0.006368,,,,,,,,,
4.400000,-0.003292,,,,,,,,,-0.019617,,,,,,,,,0.032338,,,,,,,,,0.054615,,,,,,,,,-0.021007,,,,,,,,,0.061546,,,,,,,,,0.000000,,,,,,,,,0.022113,,,,,,,,,0.005823,,,,,,,,,
4.500000,-0.001336,,,,,,,,,-0.008596,,,,,,,,,0.019091,,,,,,,,,0.064942,,,,,,,,,-0.036067,,,,,,,,,0.074516,,,,,,,,,0.000000,,,,,,,,,0.012149,,,,,,,,,0.003859,,,,,,,,,
4.600000,0.005557,,,,,,,,,0.004690,,,,,,,,,0.003097,,,,,,,,,0.065176,,,,,,,,,-0.051449,,,,,,,,,0.084667,,,,,,,,,0.000000,,,,,,,,,-0.002316,,,,,,,,,-0.000233,,,,,,,,,
4.700000,0.014165,,,,,,,,,0.015919,,,,,,,,,-0.008601,,,,,,,,,0.058488,,,,,,,,,-0.056182,,,,,,,,,0.079968,,,,,,,,,0.000000,,,,,,,,,-0.016909,,,,,,,,,-0.007059,,,,,,,,,
4.800000,0.022393,,,,,,,,,0.025292,,,,,,,,,-0.015231,,,,,,,,,0.057314,,,,,,,,,-0.056720,,,,,,,,,0.077148,,,,,,,,,0.000000,,,,,,,,,-0.029706,,,,,,,,,-0.016461,,,,,,,,,
4.900000,0.033259,,,,,,,,,0.035726,,,,,,,,,-0.033275,,,,,,,,,0.054967,,,,,,,,,-0.061884,,,,,,,,,0.069253,,,,,,,,,0.000000,,,,,,,,,-0.042031,,,,,,,,,-0.029352,,,,,,,,,
5.000000,0.046667,,,,,,,,,0.043737,,,,,,,,,-0.058446,,,,,,,,,0.037600,,,,,,,,,-0.064895,,,,,,,,,0.055531,,,,,,,,,0.000000,,,,,,,,,-0.052228,,,,,,,,,-0.043291,,,,,,,,,
5.100000,0.060990,,,,,,,,,0.047768,,,,,,,,,-0.068204,,,,,,,,,0.012840,,,,,,,,,-0.055752,,,,,,,,,0.037297,,,,,,,,,0.000000,,,,,,,,,-0.057017,,,,,,,,,-0.056658,,,,,,,,,
5.200000,0.073235,,,,,,,,,0.047731,,,,,,,,,-0.067371,,,,,,,,,-0.010043,,,,,,,,,-0.031119,,,,,,,,,0.015116,,,,,,,,,0.000000,,,,,,,,,-0.058423,,,,,,,,,-0.069482,,,,,,,,,
5.300000,0.076963,,,,,,,,,0.043885,,,,,,,,,-0.060823,,,,,,,,,-0.023068,,,,,,,,,-0.011111,,,,,,,,,0.000077,,,,,,,,,0.000000,,,,,,,,,-0.055331,,,,,,,,,-0.077657,,,,,,,,,
5.400000,0.078986,,,,,,,,,0.039113,,,,,,,,,-0.051002,,,,,,,,,-0.019665,,,,,,,,,-0.002828,,,,,,,,,-0.015713,,,,,,,,,0.000000,,,,,,,,,-0.049517,,,,,,,,,-0.084487,,,,,,,,,
5.500000,0.079340,,,,,,,,,0.035202,,,,,,,,,-0.047394,,,,,,,,,-0.005114,,,,,,,,,0.013953,,,,,,,,,-0.020976,,,,,,,,,0.000000,,,,,,,,,-0.042144,,,,,,,,,-0.089001,,,,,,,,,
5.600000,0.076645,,,,,,,,,0.035588,,,,,,,,,-0.050649,,,,,,,,,0.005799,,,,,,,,,0.034284,,,,,,,,,-0.037518,,,,,,,,,0.000000,,,,,,,,,-0.038911,,,,,,,,,-0.086342,,,,,,,,,
5.700000,0.067269,,,,,,,,,0.038009,,,,,,,,,-0.048879,,,,,,,,,0.021758,,,,,,,,,0.060423,,,,,,,,,-0.049548,,,,,,,,,0.000000,,,,,,,,,-0.036479,,,,,,,,,-0.076743,,,,,,,,,
5.800000,0.055231,,,,,,,,,0.041302,,,,,,,,,-0.042642,,,,,,,,,0.039477,,,,,,,,,0.054830,,,,,,,,,-0.057631,,,,,,,,,0.000000,,,,,,,,,-0.035491,,,,,,,,,-0.064894,,,,,,,,,
5.900000,0.041292,,,,,,,,,0.047226,,,,,,,,,-0.040640,,,,,,,,,0.043585,,,,,,,,,0.051818,,,,,,,,,-0.057068,,,,,,,,,0.000000,,,,,,,,,-0.037250,,,,,,,,,-0.050676,,,,,,,,,
6.000000,0.028037,,,,,,,,,0.052917,,,,,,,,,-0.039724,,,,,,,,,0.041824,,,,,,,,,0.036866,,,,,,,,,-0.053496,,,,,,,,,0.000000,,,,,,,,,-0.039912,,,,,,,,,-0.037586,,,,,,,,,
6.100000,0.019867,,,,,,,,,0.059085,,,,,,,,,-0.038041,,,,,,,,,0.042294,,,,,,,,,0.032240,,,,,,,,,-0.050112,,,,,,,,,0.000000,,,,,,,,,-0.044260,,,,,,,,,-0.027688,,,,,,,,,
6.200000,0.009296,,,,,,,,,0.064035,,,,,,,,,-0.036498,,,,,,,,,0.035018,,,,,,,,,0.037941,,,,,,,,,-0.041653,,,,,,,,,0.000000,,,,,,,,,-0.046901,,,,,,,,,-0.017958,,,,,,,,,
6.300000,-0.002108,,,,,,,,,0.069185,,,,,,,,,-0.032572,,,,,,,,,0.021641,,,,,,,,,0.029443,,,,,,,,,-0.030563,,,,,,,,,0.000000,,,,,,,,,-0.050305,,,,,,,,,-0.007201,,,,,,,,,
6.400000,-0.009744,,,,,,,,,0.071925,,,,,,,,,-0.025105,,,,,,,,,0.005916,,,,,,,,,0.006638,,,,,,,,,-0.012517,,,,,,,,,0.000000,,,,,,,,,-0.051232,,,,,,,,,0.000130,,,,,,,,,
6.500000,-0.010819,,,,,,,,,0.071628,,,,,,,,,-0.024397,,,,,,,,,-0.018961,,,,,,,,,-0.019824,,,,,,,,,0.004025,,,,,,,,,0.000000,,,,,,,,,-0.051420,,,,,,,,,0.000800,,,,,,,,,
6.600000,-0.011695,,,,,,,,,0.069907,,,,,,,,,-0.023498,,,,,,,,,-0.043252,,,,,,,,,-0.029828,,,,,,,,,0.015867,,,,,,,,,0.000000,,,,,,,,,-0.050835,,,,,,,,,-0.000090,,,,,,,,,
6.700000,-0.007577,,,,,,,,,0.065241,,,,,,,,,-0.022678,,,,,,,,,-0.056864,,,,,,,,,-0.050481,,,,,,,,,0.023574,,,,,,,,,0.000000,,,,,,,,,-0.048529,,,,,,,,,-0.004533,,,,,,,,,
6.800000,0.004791,,,,,,,,,0.059599,,,,,,,,,-0.016867,,,,,,,,,-0.068364,,,,,,,,,-0.051880,,,,,,,,,0.030906,,,,,,,,,0.000000,,,,,,,,,-0.045531,,,,,,,,,-0.013087,,,,,,,,,
6.900000,0.012486,,,,,,,,,0.051358,,,,,,,,,-0.018320,,,,,,,,,-0.066486,,,,,,,,,-0.041660,,,,,,,,,0.031657,,,,,,,,,0.000000,,,,,,,,,-0.039632,,,,,,,,,-0.021160,,,,,,,,,
7.000000,0.017954,,,,,,,,,0.043688,,,,,,,,,-0.019636,,,,,,,,,-0.056395,,,,,,,,,-0.050696,,,,,,,,,0.029402,,,,,,,,,0.000000,,,,,,,,,-0.034404,,,,,,,,,-0.028232,,,,,,,,,
7.100000,0.028169,,,,,,,,,0.037866,,,,,,,,,-0.023801,,,,,,,,,-0.038441,,,,,,,,,-0.065541,,,,,,,,,0.026770,,,,,,,,,0.000000,,,,,,,,,-0.030910,,,,,,,,,-0.037498,,,,,,,,,
7.200000,0.038509,,,,,,,,,0.035180,,,,,,,,,-0.034135,,,,,,,,,-0.015675,,,,,,,,,-0.051127,,,,,,,,,0.025830,,,,,,,,,0.000000,,,,,,,,,-0.031901,,,,,,,,,-0.046915,,,,,,,,,
7.300000,0.044710,,,,,,,,,0.036192,,,,,,,,,-0.042513,,,,,,,,,0.003921,,,,,,,,,-0.041230,,,,,,,,,0.019251,,,,,,,,,0.000000,,,,,,,,,-0.035537,,,,,,,,,-0.049318,,,,,,,,,
7.400000,0.051463,,,,,,,,,0.040194,,,,,,,,,-0.047848,,,,,,,,,0.017416,,,,,,,,,-0.023374,,,,,,,,,0.002521,,,,,,,,,0.000000,,,,,,,,,-0.040669,,,,,,,,,-0.048526,,,,,,,,,
7.500000,0.055905,,,,,,,,,0.045121,,,,,,,,,-0.049534,,,,,,,,,0.024926,,,,,,,,,0.002658,,,,,,,,,-0.015901,,,,,,,,,0.000000,,,,,,,,,-0.047152,,,,,,,,,-0.045593,,,,,,,,,
7.600000,0.049812,,,,,,,,,0.050764,,,,,,,,,-0.056957,,,,,,,,,0.026100,,,,,,,,,0.010511,,,,,,,,,-0.040714,,,,,,,,,0.000000,,,,,,,,,-0.052995,,,,,,,,,-0.038232,,,,,,,,,
7.700000,0.048384,,,,,,,,,0.055303,,,,,,,,,-0.052930,,,,,,,,,0.006503,,,,,,,,,0.000184,,,,,,,,,-0.058383,,,,,,,,,0.000000,,,,,,,,,-0.059119,,,,,,,,,-0.033672,,,,,,,,,
7.800000,0.046235,,,,,,,,,0.057390,,,,,,,,,-0.045946,,,,,,,,,-0.015675,,,,,,,,,0.024495,,,,,,,,,-0.069098,,,,,,,,,0.000000,,,,,,,,,-0.061391,,,,,,,,,-0.028922,,,,,,,,,
7.900000,0.037320,,,,,,,,,0.055594,,,,,,,,,-0.031605,,,,,,,,,-0.038793,,,,,,,,,0.041384,,,,,,,,,-0.075865,,,,,,,,,0.000000,,,,,,,,,-0.059869,,,,,,,,,-0.020827,,,,,,,,,
8.000000,0.027689,,,,,,,,,0.049758,,,,,,,,,-0.017707,,,,,,,,,-0.063201,,,,,,,,,0.032455,,,,,,,,,-0.082632,,,,,,,,,0.000000,,,,,,,,,-0.052111,,,,,,,,,-0.012436,,,,,,,,,
8.100000,0.020712,,,,,,,,,0.039185,,,,,,,,,-0.010946,,,,,,,,,-0.081859,,,,,,,,,0.025893,,,,,,,,,-0.088648,,,,,,,,,0.000000,,,,,,,,,-0.040798,,,,,,,,,-0.008097,,,,,,,,,
8.200000,0.013750,,,,,,,,,0.023159,,,,,,,,,-0.003137,,,,,,,,,-0.079042,,,,,,,,,0.029766,,,,,,,,,-0.077557,,,,,,,,,0.000000,,,,,,,,,-0.026309,,,,,,,,,-0.006689,,,,,,,,,
8.300000,0.004811,,,,,,,,,0.008954,,,,,,,,,0.005062,,,,,,,,,-0.075757,,,,,,,,,0.025248,,,,,,,,,-0.067030,,,,,,,,,0.000000,,,,,,,,,-0.011795,,,,,,,,,-0.004139,,,,,,,,,
8.400000,-0.000216,,,,,,,,,-0.003809,,,,,,,,,0.011729,,,,,,,,,-0.062262,,,,,,,,,0.017611,,,,,,,,,-0.048045,,,,,,,,,0.000000,,,,,,,,,0.001280,,,,,,,,,-0.001409,,,,,,,,,
8.500000,-0.005335,,,,,,,,,-0.012951,,,,,,,,,0.014138,,,,,,,,,-0.041844,,,,,,,,,0.018471,,,,,,,,,-0.034322,,,,,,,,,0.000000,,,,,,,,,0.011635,,,,,,,,,0.002691,,,,,,,,,
8.600000,-0.007873,,,,,,,,,-0.020000,,,,,,,,,0.012491,,,,,,,,,-0.025063,,,,,,,,,0.002336,,,,,,,,,-0.024548,,,,,,,,,0.000000,,,,,,,,,0.018582,,,,,,,,,0.005539,,,,,,,,,
8.700000,-0.007725,,,,,,,,,-0.024218,,,,,,,,,0.006638,,,,,,,,,-0.013446,,,,,,,,,-0.000676,,,,,,,,,-0.017780,,,,,,,,,0.000000,,,,,,,,,0.023192,,,,,,,,,0.007457,,,,,,,,,
8.800000,-0.008228,,,,,,,,,-0.027681,,,,,,,,,0.004808,,,,,,,,,-0.003471,,,,,,,,,-0.001752,,,,,,,,,-0.011389,,,,,,,,,0.000000,,,,,,,,,0.026295,,,,,,,,,0.009342,,,,,,,,,
8.900000,-0.008741,,,,,,,,,-0.028810,,,,,,,,,0.009668,,,,,,,,,0.007911,,,,,,,,,-0.003366,,,,,,,,,-0.001238,,,,,,,,,0.000000,,,,,,,,,0.027167,,,,,,,,,0.010166,,,,,,,,,
9.000000,-0.008429,,,,,,,,,-0.026450,,,,,,,,,0.008210,,,,,,,,,0.002161,,,,,,,,,-0.003903,,,,,,,,,0.001017,,,,,,,,,0.000000,,,,,,,,,0.026256,,,,,,,,,0.010335,,,,,,,,,
9.100000,-0.007817,,,,,,,,,-0.025391,,,,,,,,,0.005519,,,,,,,,,0.002396,,,,,,,,,-0.001214,,,,,,,,,0.001769,,,,,,,,,0.000000,,,,,,,,,0.025656,,,,,,,,,0.010185,,,,,,,,,
0.000000,,-0.008554,,,,,,,,,-0.024436,,,,,,,,,0.005940,,,,,,,,,-0.002181,,,,,,,,,-0.001644,,,,,,,,,0.000829,,,,,,,,,0.000000,,,,,,,,,0.024604,,,,,,,,,0.008809,,,,,,,,
0.100000,,-0.007639,,,,,,,,,-0.024553,,,,,,,,,0.010994,,,,,,,,,-0.005349,,,,,,,,,-0.004226,,,,,,,,,0.005905,,,,,,,,,0.000000,,,,,,,,,0.024569,,,,,,,,,0.008588,,,,,,,,
0.200000,,-0.005034,,,,,,,,,-0.025506,,,,,,,,,0.019963,,,,,,,,,-0.001007,,,,,,,,,-0.008314,,,,,,,,,0.017559,,,,,,,,,0.000000,,,,,,,,,0.025135,,,,,,,,,0.006852,,,,,,,,
0.300000,,-0.003959,,,,,,,,,-0.024875,,,,,,,,,0.024190,,,,,,,,,0.012957,,,,,,,,,-0.014123,,,,,,,,,0.025078,,,,,,,,,0.000000,,,,,,,,,0.024764,,,,,,,,,0.004487,,,,,,,,
0.400000,,-0.001276,,,,,,,,,-0.022259,,,,,,,,,0.024994,,,,,,,,,0.029268,,,,,,,,,-0.024772,,,,,,,,,0.035041,,,,,,,,,0.000000,,,,,,,,,0.022795,,,,,,,,,0.002157,,,,,,,,
0.500000,,0.001791,,,,,,,,,-0.017964,,,,,,,,,0.018351,,,,,,,,,0.044289,,,,,,,,,-0.029935,,,,,,,,,0.042372,,,,,,,,,0.000000,,,,,,,,,0.019742,,,,,,,,,-0.002926,,,,,,,,
0.600000,,0.006484,,,,,,,,,-0.010156,,,,,,,,,0.006676,,,,,,,,,0.054850,,,,,,,,,-0.036389,,,,,,,,,0.052523,,,,,,,,,0.000000,,,,,,,,,0.013201,,,,,,,,,-0.009891,,,,,,,,
0.700000,,0.014193,,,,,,,,,-0.001171,,,,,,,,,-0.008153,,,,,,,,,0.056845,,,,,,,,,-0.045103,,,,,,,,,0.065117,,,,,,,,,0.000000,,,,,,,,,0.004893,,,,,,,,,-0.019091,,,,,,,,
0.800000,,0.025887,,,,,,,,,0.007442,,,,,,,,,-0.022211,,,,,,,,,0.054146,,,,,,,,,-0.048545,,,,,,,,,0.076208,,,,,,,,,0.000000,,,,,,,,,-0.004814,,,,,,,,,-0.030348,,,,,,,,
0.900000,,0.035919,,,,,,,,,0.014923,,,,,,,,,-0.040906,,,,,,,,,0.048630,,,,,,,,,-0.065326,,,,,,,,,0.077148,,,,,,,,,0.000000,,,,,,,,,-0.013645,,,,,,,,,-0.041471,,,,,,,,
