Clock Time (s),Elapsed Time (s),ar,atheta,aphi,gx,gy,gz,mx,my,mz,
52060.4,0.0,0.9135644476444998,6.1588303126328245,0.08836551865361475,0.16,-0.05,0.06,8.66,-1.71,12.72,
52060.5,0.09999999999854481,0.892972563968233,6.004885648174475,0.08161727543748368,-0.24,0.20,-0.18,6.98,-2.56,13.31,
52060.6,0.19999999999708962,0.9464671151181112,6.192525419978841,0.11696747920241186,0.05,-0.02,-0.06,8.32,-1.68,14.67,
52060.7,0.2999999999956344,0.8969949832635632,6.103331807387108,0.12496717800954017,0.02,0.09,-0.06,7.47,-1.88,12.55,
52060.8,0.4000000000014552,0.8410707461325712,5.984686375593407,0.16242942503003116,0.20,0.27,-0.29,8.54,-2.05,14.00,
52060.9,0.5,0.8803408430829505,5.5503702053930795,0.1534240989426745,-0.06,0.27,-0.61,9.18,-2.22,13.89,
52061.0,0.5999999999985448,0.8331266410336425,5.695182703632018,0.08666313868713181,-0.27,0.21,-0.68,7.81,-1.19,14.56,
52061.1,0.6999999999970896,0.9226592003551474,4.307497194099606,0.16584228990053862,-0.50,0.27,-0.78,8.63,1.45,12.79,
52061.2,0.7999999999956344,0.9667471230885561,3.8026358224404797,0.11821450818875028,-0.33,0.28,-1.02,8.35,4.76,13.37,
52061.3,0.9000000000014552,0.9192388155425119,3.141592653589793,0.1418970546041639,-0.34,0.50,-0.99,6.36,6.36,13.37,
52061.4,1.0,0.975602378020882,3.7670776938290222,0.22960063294600663,-0.31,0.60,-0.89,7.28,8.74,12.05,
52061.5,1.0999999999985448,1.437671728872763,4.193242866138166,0.2842033625329487,-1.18,-0.78,-0.91,6.78,11.47,12.89,
52061.6,1.1999999999970896,0.9934787365615834,5.176036589385496,0.2969415067333334,-0.28,0.33,-0.22,3.90,16.66,13.74,
52061.7,1.2999999999956344,0.5664803615307418,4.026659469478403,0.5256653491542307,-0.08,0.40,0.03,3.77,17.61,14.97,
52061.8,1.4000000000014552,1.2561448961007642,4.266283431441286,0.20438299038483218,-0.78,0.01,-0.49,5.07,18.99,16.91,
52061.9,1.5,0.7431016081263718,3.9013554084655637,0.38033430690414216,-0.01,-0.38,0.01,4.56,19.68,15.57,
52062.0,1.5999999999985448,0.7608547824650904,4.624381606856948,0.46520047560765293,-0.10,-1.19,0.11,2.67,17.97,15.23,
52062.1,1.6999999999970896,1.4537537618180048,4.808862755567277,0.21591089757092888,0.63,0.36,-0.04,-0.43,18.60,15.72,
52062.2,1.7999999999956344,0.9341306118525396,4.741792268588695,0.3727008558076348,-0.09,-0.01,-0.16,2.69,18.51,14.61,
52062.3,1.9000000000014552,0.8533463540673271,4.226766887087221,0.4972601104635177,-0.07,0.08,0.14,1.99,17.97,15.90,
52062.4,2.0,0.951262319236918,4.483157047107694,0.32978722924107534,0.10,-0.23,0.21,2.98,18.15,14.38,
52062.5,2.099999999998545,1.000999500499376,4.514993420534809,0.2051940319619862,-0.07,0.23,0.00,2.50,17.80,15.07,
52062.6,2.1999999999970896,0.8465222974027324,4.234036549006031,0.36749575258286227,-0.10,-0.19,0.07,3.87,19.12,15.44,
52062.7,2.2999999999956344,0.9060353193998565,4.474553052927239,0.38415306266933363,-0.02,-0.01,0.04,4.37,17.93,15.61,
52062.8,2.400000000001455,0.9562426470305537,4.331882603272325,0.34467976220772945,0.10,0.18,-0.09,3.87,18.82,16.74,
52062.9,2.5,0.9283318372220141,4.282626701288001,0.2883692915625156,0.07,-0.00,-0.06,3.79,18.88,14.99,
52063.0,2.599999999998545,0.9282779756085997,4.2941646508054605,0.3239298310818155,0.00,0.13,0.01,3.70,18.44,15.16,
52063.1,2.6999999999970896,0.9424966843443005,4.349844743120181,0.33533413320920424,0.01,-0.16,0.13,4.67,18.35,15.38,
52063.2,2.7999999999956344,0.9354143466934853,4.357683328373749,0.3128833511967812,-0.01,-0.00,0.03,4.41,17.65,14.56,
52063.3,2.900000000001455,0.9248783703817491,4.3906384259880475,0.3127974369000083,-0.01,0.00,-0.01,4.73,17.90,15.17,
52063.4,3.0,0.9188035698668133,4.2941646508054605,0.3273940654832623,0.00,0.09,-0.01,5.24,17.11,14.40,
52063.5,3.099999999998545,0.9175510884958941,4.325513262653661,0.323350659207208,0.00,0.00,0.01,4.19,17.43,15.95,
52063.6,3.1999999999970896,0.9270382947861431,4.325513262653661,0.3199231203753387,-0.01,0.02,0.02,4.56,18.14,13.73,
52063.7,3.2999999999956344,0.9205433178292046,4.338055364377105,0.33291409300780594,-0.01,0.04,0.04,4.57,18.17,16.36,
52063.8,3.400000000001455,0.9282779756085997,4.2941646508054605,0.3239298310818155,-0.01,0.00,0.02,5.91,17.44,15.02,
52063.9,3.5,0.9217917335276987,4.307497194099606,0.33680887779570645,-0.01,0.03,0.01,5.41,18.31,15.23,
52064.0,3.599999999998545,0.9276852914647294,4.26262936731485,0.3545061324008837,0.01,-0.02,0.03,4.00,16.88,14.58,
52064.1,3.6999999999970896,0.9065318527222307,4.226766887087221,0.46568271718518556,-0.04,-0.22,0.06,4.73,17.97,14.56,
52064.2,3.7999999999956344,0.9253107586103169,4.409504112009718,0.18216721277090722,-0.14,0.49,0.23,4.39,17.28,15.90,
52064.3,3.900000000001455,1.0268398122394748,4.171969480114106,0.22914159229435627,0.28,0.17,0.22,7.43,18.00,16.15,
52064.4,4.0,0.8215838362577492,3.7618421395726145,0.3195217010876526,-0.23,-0.76,0.12,7.81,17.28,14.90,
52064.5,4.099999999998545,0.9785703858180055,5.010887911970869,0.2816974100180327,-0.14,-0.49,-0.08,5.16,17.80,14.23,
52064.6,4.19999999999709,0.9702576977277738,4.285761487257814,0.38289047539819376,0.15,-0.19,0.15,5.41,15.57,15.90,
52064.7,4.299999999995634,0.8297590011563599,4.71238898038469,0.21866894587394195,-0.04,-0.28,-0.09,6.61,15.06,14.73,
52064.8,4.400000000001455,0.9313431161500041,4.343055322711064,0.36496911998589116,0.07,-0.27,-0.02,5.57,12.53,15.65,
52064.9,4.5,0.8698275691193054,4.746858081384198,0.34011718766973953,-0.29,-0.33,0.21,4.39,11.81,14.56,
52065.0,4.599999999998545,0.8321658488546619,4.656890475138972,0.44812137007594793,-0.46,0.25,0.30,6.08,12.48,14.09,
52065.1,4.69999999999709,1.057071426158138,4.736194006569759,0.40872181073561004,-0.76,0.10,0.16,7.12,14.54,17.24,
52065.2,4.799999999995634,1.1193301568348812,4.931057926258632,0.42446477599664106,-0.55,-0.32,-0.50,7.30,14.72,17.41,
52065.3,4.900000000001455,1.049809506529637,4.629247748496248,0.6107881818600521,-0.73,0.31,-0.46,5.64,16.69,21.91,
52065.4,5.0,0.4928488612140643,4.527041030388995,0.7216189212108762,-0.08,0.21,-0.05,7.81,17.63,23.95,
52065.5,5.099999999998545,0.664529909033446,4.2487413713838835,0.5685157960327488,0.13,0.66,0.54,6.44,17.63,25.96,
52065.6,5.19999999999709,0.9845303448853163,4.940885619676552,0.4649874382912957,0.78,-1.14,0.38,7.98,16.77,20.09,
52065.7,5.299999999995634,0.8605811989580064,4.95162058034835,0.5125352563502381,0.26,-0.05,0.79,7.98,10.95,17.75,
52065.8,5.400000000001455,0.9513148795220223,4.3536183101141175,0.4657162287204816,0.36,0.70,0.59,9.46,9.47,16.18,
52065.9,5.5,0.8923003978481686,4.135196766511228,0.6126794003926712,-0.01,0.04,0.65,12.94,6.78,18.13,
52066.0,5.599999999998545,1.1069778678907722,4.327784265562476,0.4217009690911949,-0.37,0.95,0.27,12.94,5.99,17.92,
52066.1,5.69999999999709,0.9049861877399014,5.291463249752421,0.35038433982469774,0.16,-1.60,0.13,14.31,4.96,19.26,
52066.2,5.799999999995634,0.9409569596958194,5.113617779389538,0.3908366735512347,0.19,-0.01,-0.61,10.59,4.75,15.12,
52066.3,5.900000000001455,0.8888756943465155,4.0869039401454605,0.5231236702961903,-0.44,1.02,-0.52,11.74,6.85,15.74,
52066.4,6.0,1.0209799214480175,4.234036549006031,0.6382326188383388,0.35,0.27,-0.38,12.66,8.67,17.52,
52066.5,6.099999999998545,0.8439194274336858,4.407878097182577,0.44974059172370195,-0.05,-0.34,-0.39,14.48,7.87,16.41,
52066.6,6.19999999999709,0.8967162315916891,5.104729124600206,0.35756683634736214,-0.27,-0.84,-0.31,10.03,10.61,16.41,
52066.7,6.299999999995634,1.0312128781197412,4.554620242788736,0.4467623521562599,-0.04,0.33,-0.14,9.47,11.59,16.20,
52066.8,6.400000000001455,0.932148056909416,4.570491925780526,0.47253690938762694,0.04,-0.10,0.05,7.47,11.47,17.58,
52066.9,6.5,0.9313431161500041,4.833012648964792,0.36496911998589116,0.12,0.12,-0.18,8.33,12.22,16.68,
52067.0,6.599999999998545,0.9675226095549395,4.3906384259880475,0.4030342985473821,0.13,0.98,-0.36,9.04,13.02,15.74,
52067.1,6.69999999999709,0.8954328562209453,4.103699673057278,0.4658887981803451,0.00,0.49,-0.03,11.23,14.54,17.58,
52067.2,6.799999999995634,0.8950418984606252,4.189985548668161,0.4394505312910596,-0.02,-0.23,0.13,12.50,13.99,17.94,
52067.3,6.900000000001455,0.9291393867445292,4.453618088420992,0.3882110621131472,-0.08,-0.02,0.09,11.74,13.01,17.08,
52067.4,7.0,0.9245539465060976,4.341497691572027,0.43100525919148513,-0.05,-0.00,0.13,12.47,13.11,16.62,
52067.5,7.099999999998545,0.9313968005098578,4.307497194099606,0.42117836447083623,0.07,-0.17,0.15,12.23,12.81,17.65,
52067.6,7.19999999999709,0.9546203433826455,4.455065265413601,0.424227276387676,0.19,-0.25,-0.01,11.23,11.14,16.57,
52067.7,7.299999999995634,0.9279547402756235,4.429834027915102,0.355289778376109,0.07,0.06,-0.09,11.77,11.06,17.44,
52067.8,7.400000000001455,0.9270382947861432,4.45983470460663,0.35261577064671407,0.04,-0.05,0.05,10.55,11.47,16.57,
52067.9,7.5,0.9289241088485107,4.363617976800782,0.3876439955646695,-0.00,0.20,-0.03,10.89,12.15,15.57,
52068.0,7.599999999998545,0.9207605551933683,4.3714100268883405,0.36531725227962725,-0.04,-0.18,0.09,11.15,11.14,16.01,
52068.1,7.69999999999709,0.986154146165801,4.542610706416351,0.36836585405392575,-0.21,-0.09,0.16,10.38,11.65,18.01,
52068.2,7.799999999995634,1.3160927019021114,4.363617976800782,0.3637067016461481,-0.10,0.35,0.34,12.02,13.09,16.43,
52068.3,7.900000000001455,1.4014635207525026,4.116189839087209,0.24385619390193114,1.14,-0.22,0.72,13.87,10.38,17.16,
52068.4,8.0,1.0796758772891057,3.902605407814523,0.271938421654496,1.99,-0.88,0.92,13.97,2.57,19.26,
52068.5,8.099999999998545,0.6879680225126746,2.44685437739309,0.22905026407509893,1.92,-0.97,1.08,12.87,-2.18,16.50,
52068.6,8.19999999999709,0.6392182725798755,1.3045442776439713,0.5646389485337349,0.92,-1.45,0.74,9.16,-7.34,16.29,
52068.7,8.299999999995634,0.6074537019394977,0.9894161429899968,0.7607269068863725,0.02,-1.23,0.51,2.85,-10.95,13.73,
