Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,
0.000000,-0.008554,,,,,,,-0.024436,,,,,,,0.005940,,,,,,,-0.002181,,,,,,,-0.001644,,,,,,,0.000829,,,,,,,0.000000,,,,,,,0.024604,,,,,,,0.008809,,,,,,,
0.020000,-0.007639,,,,,,,-0.024553,,,,,,,0.010994,,,,,,,-0.005349,,,,,,,-0.004226,,,,,,,0.005905,,,,,,,0.000000,,,,,,,0.024569,,,,,,,0.008588,,,,,,,
0.040000,-0.005034,,,,,,,-0.025506,,,,,,,0.019963,,,,,,,-0.001007,,,,,,,-0.008314,,,,,,,0.017559,,,,,,,0.000000,,,,,,,0.025135,,,,,,,0.006852,,,,,,,
0.060000,-0.003959,,,,,,,-0.024875,,,,,,,0.024190,,,,,,,0.012957,,,,,,,-0.014123,,,,,,,0.025078,,,,,,,0.000000,,,,,,,0.024764,,,,,,,0.004487,,,,,,,
0.080000,-0.001276,,,,,,,-0.022259,,,,,,,0.024994,,,,,,,0.029268,,,,,,,-0.024772,,,,,,,0.035041,,,,,,,0.000000,,,,,,,0.022795,,,,,,,0.002157,,,,,,,
0.100000,0.001791,,,,,,,-0.017964,,,,,,,0.018351,,,,,,,0.044289,,,,,,,-0.029935,,,,,,,0.042372,,,,,,,0.000000,,,,,,,0.019742,,,,,,,-0.002926,,,,,,,
0.120000,0.006484,,,,,,,-0.010156,,,,,,,0.006676,,,,,,,0.054850,,,,,,,-0.036389,,,,,,,0.052523,,,,,,,0.000000,,,,,,,0.013201,,,,,,,-0.009891,,,,,,,
0.140000,0.014193,,,,,,,-0.001171,,,,,,,-0.008153,,,,,,,0.056845,,,,,,,-0.045103,,,,,,,0.065117,,,,,,,0.000000,,,,,,,0.004893,,,,,,,-0.019091,,,,,,,
0.160000,0.025887,,,,,,,0.007442,,,,,,,-0.022211,,,,,,,0.054146,,,,,,,-0.048545,,,,,,,0.076208,,,,,,,0.000000,,,,,,,-0.004814,,,,,,,-0.030348,,,,,,,
0.180000,0.035919,,,,,,,0.014923,,,,,,,-0.040906,,,,,,,0.048630,,,,,,,-0.065326,,,,,,,0.077148,,,,,,,0.000000,,,,,,,-0.013645,,,,,,,-0.041471,,,,,,,
0.200000,0.046984,,,,,,,0.021472,,,,,,,-0.055399,,,,,,,0.037952,,,,,,,-0.055644,,,,,,,0.066245,,,,,,,0.000000,,,,,,,-0.020082,,,,,,,-0.055232,,,,,,,
0.220000,0.055969,,,,,,,0.025575,,,,,,,-0.071576,,,,,,,0.016478,,,,,,,-0.045210,,,,,,,0.062674,,,,,,,0.000000,,,,,,,-0.023480,,,,,,,-0.065960,,,,,,,
0.240000,0.063002,,,,,,,0.025765,,,,,,,-0.078745,,,,,,,-0.009573,,,,,,,-0.041015,,,,,,,0.063802,,,,,,,0.000000,,,,,,,-0.023008,,,,,,,-0.074192,,,,,,,
0.260000,0.070824,,,,,,,0.023317,,,,,,,-0.076794,,,,,,,-0.022481,,,,,,,-0.022728,,,,,,,0.060418,,,,,,,0.000000,,,,,,,-0.021065,,,,,,,-0.080444,,,,,,,
0.280000,0.072674,,,,,,,0.018818,,,,,,,-0.074126,,,,,,,-0.017788,,,,,,,-0.012294,,,,,,,0.054967,,,,,,,0.000000,,,,,,,-0.016625,,,,,,,-0.082928,,,,,,,
0.300000,0.072804,,,,,,,0.015776,,,,,,,-0.076696,,,,,,,-0.002885,,,,,,,0.001152,,,,,,,0.031845,,,,,,,0.000000,,,,,,,-0.014079,,,,,,,-0.082377,,,,,,,
0.320000,0.063619,,,,,,,0.017638,,,,,,,-0.078826,,,,,,,0.021875,,,,,,,0.046117,,,,,,,0.016431,,,,,,,0.000000,,,,,,,-0.012241,,,,,,,-0.076826,,,,,,,
