Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,
3.300000,,1.581070,,,,,,,1.301156,,,,,,,-1.393236,,,,,,,-0.953333,,,,,,,-1.140070,,,,,,,1.370282,,,,,,,0.000000,,,,,,,-1.392528,,,,,,,-1.721056,,,,,,
3.400000,,1.743574,,,,,,,1.214771,,,,,,,-1.700550,,,,,,,-0.433523,,,,,,,-0.442749,,,,,,,0.997944,,,,,,,0.000000,,,,,,,-1.331029,,,,,,,-1.877998,,,,,,
3.500000,,1.775973,,,,,,,1.190669,,,,,,,-1.898097,,,,,,,0.048253,,,,,,,0.153848,,,,,,,0.307428,,,,,,,0.000000,,,,,,,-1.337637,,,,,,,-1.962004,,,,,,
3.600000,,1.699179,,,,,,,1.225111,,,,,,,-2.244716,,,,,,,0.403245,,,,,,,0.657469,,,,,,,-0.288312,,,,,,,0.000000,,,,,,,-1.322578,,,,,,,-1.897353,,,,,,
3.700000,,1.549190,,,,,,,1.350096,,,,,,,-2.190007,,,,,,,0.538480,,,,,,,0.548997,,,,,,,-1.209001,,,,,,,0.000000,,,,,,,-1.359684,,,,,,,-1.747560,,,,,,
3.800000,,1.454671,,,,,,,1.538672,,,,,,,-2.099177,,,,,,,0.504672,,,,,,,0.409533,,,,,,,-1.513641,,,,,,,0.000000,,,,,,,-1.499617,,,,,,,-1.579326,,,,,,
3.900000,,1.336294,,,,,,,1.692663,,,,,,,-1.967165,,,,,,,0.128549,,,,,,,0.444399,,,,,,,-1.676116,,,,,,,0.000000,,,,,,,-1.592597,,,,,,,-1.406244,,,,,,
4.000000,,1.278663,,,,,,,1.740806,,,,,,,-1.702438,,,,,,,-0.446201,,,,,,,0.382415,,,,,,,-1.825051,,,,,,,0.000000,,,,,,,-1.642060,,,,,,,-1.283119,,,,,,
4.100000,,1.097700,,,,,,,1.685265,,,,,,,-1.583560,,,,,,,-1.029403,,,,,,,0.793060,,,,,,,-1.791202,,,,,,,0.000000,,,,,,,-1.608694,,,,,,,-1.161248,,,,,,
4.200000,,0.898697,,,,,,,1.532721,,,,,,,-1.104492,,,,,,,-1.659092,,,,,,,0.773690,,,,,,,-1.919828,,,,,,,0.000000,,,,,,,-1.505303,,,,,,,-0.999408,,,,,,
4.300000,,0.744264,,,,,,,1.273789,,,,,,,-0.695193,,,,,,,-2.060571,,,,,,,0.928650,,,,,,,-1.588109,,,,,,,0.000000,,,,,,,-1.260225,,,,,,,-0.873643,,,,,,
4.400000,,0.536609,,,,,,,0.928841,,,,,,,-0.224438,,,,,,,-2.187354,,,,,,,1.087484,,,,,,,-1.391785,,,,,,,0.000000,,,,,,,-0.959404,,,,,,,-0.704587,,,,,,
4.500000,,0.323197,,,,,,,0.569905,,,,,,,0.050962,,,,,,,-2.191580,,,,,,,0.990634,,,,,,,-1.242850,,,,,,,0.000000,,,,,,,-0.620945,,,,,,,-0.513274,,,,,,
4.600000,,0.144051,,,,,,,0.217527,,,,,,,0.406990,,,,,,,-1.899980,,,,,,,1.013878,,,,,,,-1.222541,,,,,,,0.000000,,,,,,,-0.279716,,,,,,,-0.287205,,,,,,
4.700000,,0.003243,,,,,,,-0.086800,,,,,,,0.574934,,,,,,,-1.836588,,,,,,,0.897658,,,,,,,-1.195462,,,,,,,0.000000,,,,,,,-0.012322,,,,,,,-0.117781,,,,,,
4.800000,,-0.100732,,,,,,,-0.324156,,,,,,,0.634283,,,,,,,-1.544987,,,,,,,0.843422,,,,,,,-1.005908,,,,,,,0.000000,,,,,,,0.221471,,,,,,,0.012667,,,,,,
4.900000,,-0.190405,,,,,,,-0.549513,,,,,,,0.789230,,,,,,,-1.164638,,,,,,,0.483139,,,,,,,-0.863743,,,,,,,0.000000,,,,,,,0.440919,,,,,,,0.161992,,,,,,
5.000000,,-0.259484,,,,,,,-0.718143,,,,,,,0.711424,,,,,,,-0.699767,,,,,,,0.463769,,,,,,,-0.559103,,,,,,,0.000000,,,,,,,0.623687,,,,,,,0.256190,,,,,,
5.100000,,-0.317932,,,,,,,-0.817450,,,,,,,0.631927,,,,,,,-0.365905,,,,,,,0.301061,,,,,,,-0.464327,,,,,,,0.000000,,,,,,,0.745902,,,,,,,0.350218,,,,,,
5.200000,,-0.334946,,,,,,,-0.823951,,,,,,,0.482205,,,,,,,-0.201087,,,,,,,0.169344,,,,,,,-0.389859,,,,,,,0.000000,,,,,,,0.762272,,,,,,,0.384317,,,,,,
5.300000,,-0.340435,,,,,,,-0.816959,,,,,,,0.451376,,,,,,,-0.032043,,,,,,,0.161596,,,,,,,-0.261233,,,,,,,0.000000,,,,,,,0.754882,,,,,,,0.390369,,,,,,
5.400000,,-0.377774,,,,,,,-0.821160,,,,,,,0.284464,,,,,,,-0.103887,,,,,,,0.056998,,,,,,,-0.112298,,,,,,,0.000000,,,,,,,0.756247,,,,,,,0.400171,,,,,,
0.000000,,,-0.518587,,,,,,,-0.707648,,,,,,,0.350582,,,,,,,-0.133470,,,,,,,0.037628,,,,,,,0.192341,,,,,,,0.000000,,,,,,,0.609727,,,,,,,0.497923,,,,,
0.100000,,,-0.522664,,,,,,,-0.730106,,,,,,,0.461858,,,,,,,-0.103887,,,,,,,0.134478,,,,,,,0.320967,,,,,,,0.000000,,,,,,,0.610616,,,,,,,0.490841,,,,,
0.200000,,,-0.528949,,,,,,,-0.725147,,,,,,,0.750230,,,,,,,-0.023591,,,,,,,-0.159946,,,,,,,0.530830,,,,,,,0.000000,,,,,,,0.586318,,,,,,,0.526863,,,,,
0.300000,,,-0.493941,,,,,,,-0.696736,,,,,,,0.911946,,,,,,,0.331401,,,,,,,-0.419505,,,,,,,0.625607,,,,,,,0.000000,,,,,,,0.550647,,,,,,,0.469111,,,,,
0.400000,,,-0.406677,,,,,,,-0.635636,,,,,,,0.989802,,,,,,,0.792046,,,,,,,-0.733299,,,,,,,0.747463,,,,,,,0.000000,,,,,,,0.523434,,,,,,,0.372576,,,,,
0.500000,,,-0.323446,,,,,,,-0.478618,,,,,,,0.919811,,,,,,,1.197752,,,,,,,-0.884385,,,,,,,0.977635,,,,,,,0.000000,,,,,,,0.420236,,,,,,,0.225556,,,,,
0.600000,,,-0.214562,,,,,,,-0.292533,,,,,,,0.624402,,,,,,,1.480901,,,,,,,-1.101330,,,,,,,1.329663,,,,,,,0.000000,,,,,,,0.301665,,,,,,,0.059937,,,,,
0.700000,,,-0.027996,,,,,,,-0.094010,,,,,,,0.322744,,,,,,,1.599232,,,,,,,-1.690179,,,,,,,1.634303,,,,,,,0.000000,,,,,,,0.144576,,,,,,,-0.187033,,,,,
0.800000,,,0.308828,,,,,,,0.115031,,,,,,,-0.132533,,,,,,,1.730241,,,,,,,-1.910997,,,,,,,2.013410,,,,,,,0.000000,,,,,,,0.005997,,,,,,,-0.598677,,,,,
0.900000,,,0.670101,,,,,,,0.362537,,,,,,,-0.729457,,,,,,,1.620362,,,,,,,-1.972981,,,,,,,2.351899,,,,,,,0.000000,,,,,,,-0.190053,,,,,,,-1.030015,,,,,
1.000000,,,1.018110,,,,,,,0.543033,,,,,,,-1.447221,,,,,,,1.358344,,,,,,,-1.856761,,,,,,,2.494064,,,,,,,0.000000,,,,,,,-0.309606,,,,,,,-1.445378,,,,,
1.100000,,,1.395480,,,,,,,0.670654,,,,,,,-2.087075,,,,,,,0.779368,,,,,,,-1.639817,,,,,,,2.697157,,,,,,,0.000000,,,,,,,-0.378226,,,,,,,-1.833593,,,,,
1.200000,,,1.683331,,,,,,,0.719787,,,,,,,-2.590648,,,,,,,0.035574,,,,,,,-1.236920,,,,,,,2.710697,,,,,,,0.000000,,,,,,,-0.422881,,,,,,,-2.170153,,,,,
1.300000,,,1.922504,,,,,,,0.613370,,,,,,,-2.562143,,,,,,,-0.526497,,,,,,,-1.260164,,,,,,,2.561762,,,,,,,0.000000,,,,,,,-0.363455,,,,,,,-2.376577,,,,,
1.400000,,,2.200803,,,,,,,0.522716,,,,,,,-2.570708,,,,,,,-0.796967,,,,,,,-0.760417,,,,,,,2.277431,,,,,,,0.000000,,,,,,,-0.285431,,,,,,,-2.599629,,,,,
