time,x,y,z
19:48:58:584,-0.33,0.06,0.91
19:48:58:589,-0.31,0.06,0.93
19:48:58:594,-0.29,0.07,0.94
19:48:58:599,-0.28,0.08,0.95
19:48:58:604,-0.26,0.08,0.95
19:48:58:609,-0.25,0.09,0.95
19:48:58:616,-0.24,0.10,0.95
19:48:58:619,-0.24,0.10,0.94
19:48:58:624,-0.25,0.10,0.94
19:48:58:656,-0.26,0.09,0.94
19:48:58:657,-0.26,0.09,0.94
19:48:58:657,-0.27,0.09,0.93
19:48:58:658,-0.28,0.09,0.92
19:48:58:659,-0.29,0.08,0.92
19:48:58:660,-0.29,0.08,0.92
19:48:58:661,-0.29,0.08,0.92
19:48:58:667,-0.29,0.08,0.92
19:48:58:669,-0.29,0.08,0.91
19:48:58:674,-0.29,0.07,0.91
19:48:58:679,-0.28,0.08,0.92
19:48:58:684,-0.27,0.07,0.93
19:48:58:689,-0.27,0.08,0.94
19:48:58:694,-0.26,0.08,0.94
19:48:58:701,-0.26,0.08,0.95
19:48:58:710,-0.26,0.09,0.94
19:48:58:718,-0.26,0.09,0.94
19:48:58:719,-0.26,0.09,0.94
19:48:58:720,-0.26,0.08,0.93
19:48:58:724,-0.27,0.09,0.92
19:48:58:729,-0.28,0.08,0.93
19:48:58:756,-0.28,0.08,0.92
19:48:58:758,-0.29,0.08,0.92
19:48:58:759,-0.29,0.07,0.93
19:48:58:761,-0.29,0.06,0.94
19:48:58:762,-0.28,0.07,0.95
19:48:58:764,-0.26,0.07,0.94
19:48:58:765,-0.26,0.08,0.95
19:48:58:772,-0.25,0.09,0.94
19:48:58:775,-0.25,0.09,0.94
19:48:58:779,-0.25,0.09,0.95
19:48:58:787,-0.25,0.08,0.94
19:48:58:789,-0.25,0.08,0.95
19:48:58:793,-0.25,0.08,0.94
19:48:58:802,-0.25,0.07,0.96
19:48:58:803,-0.25,0.08,0.94
19:48:58:809,-0.25,0.08,0.94
19:48:58:814,-0.26,0.08,0.94
19:48:58:839,-0.26,0.09,0.94
19:48:58:841,-0.26,0.09,0.94
19:48:58:841,-0.26,0.08,0.93
19:48:58:842,-0.26,0.08,0.92
19:48:58:843,-0.27,0.07,0.94
19:48:58:844,-0.26,0.07,0.94
19:48:58:848,-0.26,0.07,0.95
19:48:58:854,-0.25,0.07,0.93
19:48:58:858,-0.25,0.07,0.95
19:48:58:863,-0.25,0.07,0.94
19:48:58:870,-0.25,0.08,0.93
19:48:58:874,-0.25,0.09,0.93
19:48:58:878,-0.25,0.09,0.93
19:48:58:883,-0.25,0.09,0.92
19:48:58:889,-0.25,0.09,0.92
19:48:58:893,-0.26,0.09,0.91
19:48:58:899,-0.26,0.09,0.92
19:48:58:926,-0.26,0.09,0.92
19:48:58:927,-0.27,0.08,0.91
19:48:58:928,-0.26,0.08,0.91
19:48:58:929,-0.27,0.06,0.90
19:48:58:930,-0.27,0.06,0.90
19:48:58:937,-0.27,0.05,0.91
19:48:58:938,-0.27,0.05,0.91
19:48:58:939,-0.27,0.06,0.91
19:48:58:945,-0.27,0.06,0.91
19:48:58:948,-0.26,0.07,0.91
19:48:58:955,-0.26,0.07,0.91
19:48:58:958,-0.25,0.07,0.92
19:48:58:963,-0.25,0.08,0.91
19:48:58:968,-0.25,0.08,0.91
19:48:58:975,-0.24,0.09,0.92
19:48:58:978,-0.24,0.09,0.91
19:48:58:983,-0.24,0.09,0.91
19:48:58:991,-0.24,0.09,0.92
19:48:58:993,-0.24,0.09,0.92
19:48:58:998,-0.23,0.09,0.93
19:48:59:7,-0.24,0.07,0.93
19:48:59:9,-0.24,0.07,0.94
19:48:59:13,-0.24,0.06,0.94
19:48:59:18,-0.23,0.06,0.94
19:48:59:50,-0.24,0.05,0.95
19:48:59:51,-0.23,0.06,0.94
19:48:59:52,-0.23,0.06,0.94
19:48:59:53,-0.23,0.06,0.94
19:48:59:54,-0.23,0.07,0.93
19:48:59:55,-0.24,0.07,0.92
19:48:59:56,-0.24,0.06,0.93
19:48:59:62,-0.25,0.06,0.94
19:48:59:63,-0.25,0.06,0.94
19:48:59:68,-0.25,0.07,0.94
19:48:59:75,-0.26,0.06,0.93
19:48:59:79,-0.25,0.07,0.93
19:48:59:83,-0.24,0.07,0.93
19:48:59:92,-0.24,0.07,0.93
19:48:59:93,-0.23,0.07,0.93
19:48:59:98,-0.23,0.07,0.92
19:48:59:103,-0.22,0.07,0.92
19:48:59:108,-0.22,0.07,0.93
19:48:59:113,-0.20,0.09,0.93
19:48:59:118,-0.20,0.09,0.93
19:48:59:150,-0.20,0.10,0.93
19:48:59:151,-0.20,0.09,0.92
19:48:59:152,-0.20,0.09,0.91
19:48:59:154,-0.21,0.09,0.90
19:48:59:155,-0.22,0.08,0.92
19:48:59:156,-0.23,0.07,0.90
19:48:59:157,-0.25,0.05,0.91
19:48:59:158,-0.26,0.04,0.91
19:48:59:163,-0.27,0.04,0.90
19:48:59:168,-0.27,0.04,0.90
19:48:59:177,-0.28,0.05,0.90
19:48:59:178,-0.27,0.05,0.90
19:48:59:182,-0.26,0.07,0.90
19:48:59:188,-0.24,0.07,0.90
19:48:59:194,-0.23,0.07,0.90
19:48:59:198,-0.23,0.07,0.89
19:48:59:205,-0.23,0.06,0.90
19:48:59:211,-0.25,0.04,0.89
19:48:59:213,-0.25,0.03,0.89
19:48:59:217,-0.27,0.01,0.89
19:48:59:222,-0.27,-0.00,0.89
19:48:59:297,-0.28,-0.00,0.90
19:48:59:298,-0.27,-0.00,0.90
19:48:59:299,-0.27,0.01,0.89
19:48:59:300,-0.26,0.01,0.89
19:48:59:301,-0.25,0.02,0.88
19:48:59:301,-0.25,0.02,0.89
19:48:59:302,-0.25,0.03,0.89
19:48:59:303,-0.26,0.02,0.89
19:48:59:304,-0.26,0.01,0.91
19:48:59:305,-0.26,0.02,0.91
19:48:59:306,-0.25,0.01,0.93
19:48:59:308,-0.25,0.01,0.93
19:48:59:309,-0.23,0.01,0.93
19:48:59:309,-0.23,0.02,0.93
19:48:59:310,-0.22,0.03,0.93
19:48:59:311,-0.21,0.04,0.93
19:48:59:312,-0.19,0.05,0.95
19:48:59:313,-0.18,0.05,0.93
19:48:59:318,-0.17,0.06,0.93
19:48:59:322,-0.17,0.06,0.91
19:48:59:348,-0.17,0.06,0.90
19:48:59:349,-0.18,0.06,0.88
19:48:59:350,-0.17,0.06,0.86
19:48:59:351,-0.18,0.06,0.82
19:48:59:352,-0.18,0.03,0.77
19:48:59:353,-0.19,-0.01,0.75
19:48:59:357,-0.20,-0.05,0.73
19:48:59:363,-0.22,-0.08,0.73
19:48:59:367,-0.23,-0.10,0.73
19:48:59:372,-0.24,-0.13,0.73
19:48:59:380,-0.24,-0.14,0.74
19:48:59:382,-0.24,-0.14,0.75
19:48:59:387,-0.24,-0.13,0.78
19:48:59:392,-0.24,-0.12,0.80
19:48:59:397,-0.23,-0.11,0.83
19:48:59:402,-0.23,-0.08,0.85
19:48:59:407,-0.21,-0.07,0.86
19:48:59:431,-0.19,-0.05,0.86
19:48:59:433,-0.19,-0.04,0.86
19:48:59:434,-0.19,-0.04,0.86
19:48:59:440,-0.20,-0.04,0.85
19:48:59:441,-0.21,-0.05,0.85
19:48:59:442,-0.21,-0.05,0.85
19:48:59:443,-0.22,-0.05,0.83
19:48:59:449,-0.21,-0.05,0.81
19:48:59:452,-0.22,-0.05,0.78
19:48:59:457,-0.22,-0.06,0.76
19:48:59:465,-0.23,-0.07,0.72
19:48:59:467,-0.23,-0.11,0.69
19:48:59:472,-0.24,-0.14,0.69
19:48:59:478,-0.25,-0.19,0.69
19:48:59:485,-0.24,-0.22,0.68
19:48:59:487,-0.24,-0.25,0.72
19:48:59:492,-0.24,-0.27,0.73
19:48:59:501,-0.24,-0.28,0.74
19:48:59:502,-0.23,-0.27,0.75
19:48:59:507,-0.22,-0.25,0.77
19:48:59:512,-0.21,-0.23,0.79
19:48:59:517,-0.20,-0.21,0.81
19:48:59:521,-0.19,-0.21,0.82
19:48:59:527,-0.19,-0.21,0.84
19:48:59:558,-0.19,-0.20,0.83
19:48:59:559,-0.19,-0.21,0.82
19:48:59:560,-0.19,-0.21,0.81
19:48:59:561,-0.20,-0.22,0.80
19:48:59:562,-0.21,-0.23,0.78
19:48:59:563,-0.21,-0.24,0.78
19:48:59:564,-0.21,-0.27,0.76
19:48:59:568,-0.21,-0.30,0.75
19:48:59:571,-0.20,-0.34,0.75
19:48:59:576,-0.21,-0.37,0.76
19:48:59:584,-0.21,-0.40,0.76
19:48:59:587,-0.22,-0.42,0.77
19:48:59:591,-0.23,-0.43,0.78
19:48:59:596,-0.23,-0.44,0.78
19:48:59:601,-0.23,-0.45,0.80
19:48:59:606,-0.22,-0.43,0.81
19:48:59:611,-0.22,-0.43,0.82
19:48:59:635,-0.21,-0.42,0.83
19:48:59:636,-0.20,-0.41,0.82
19:48:59:637,-0.19,-0.42,0.83
19:48:59:638,-0.20,-0.41,0.84
19:48:59:639,-0.20,-0.41,0.84
19:48:59:641,-0.20,-0.42,0.84
19:48:59:647,-0.21,-0.43,0.84
19:48:59:652,-0.21,-0.44,0.83
19:48:59:656,-0.20,-0.44,0.81
19:48:59:661,-0.21,-0.46,0.80
19:48:59:669,-0.22,-0.48,0.82
19:48:59:671,-0.23,-0.51,0.81
19:48:59:676,-0.24,-0.54,0.79
19:48:59:687,-0.25,-0.57,0.77
19:48:59:688,-0.26,-0.59,0.77
19:48:59:691,-0.27,-0.61,0.78
19:48:59:696,-0.27,-0.63,0.79
19:48:59:704,-0.29,-0.65,0.85
19:48:59:713,-0.29,-0.66,0.90
19:48:59:721,-0.30,-0.67,0.97
