Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,
0.000000,,,,-0.018564,,,,,,,,,,,-0.044363,,,,,,,,,,,-0.039467,,,,,,,,,,,0.040437,,,,,,,,,,,-0.031436,,,,,,,,,,,0.045842,,,,,,,,,,,0.000000,,,,,,,,,,,-0.008538,,,,,,,,,,,0.051118,,,,,,,,
0.013158,,,,-0.028413,,,,,,,,,,,-0.035120,,,,,,,,,,,-0.025220,,,,,,,,,,,0.044888,,,,,,,,,,,-0.033330,,,,,,,,,,,0.052825,,,,,,,,,,,0.000000,,,,,,,,,,,0.005792,,,,,,,,,,,0.033119,,,,,,,,
0.026316,,,,-0.032478,,,,,,,,,,,-0.022495,,,,,,,,,,,-0.011586,,,,,,,,,,,0.049836,,,,,,,,,,,-0.042492,,,,,,,,,,,0.060155,,,,,,,,,,,0.000000,,,,,,,,,,,0.012631,,,,,,,,,,,0.020734,,,,,,,,
0.039474,,,,-0.029961,,,,,,,,,,,-0.011253,,,,,,,,,,,-0.003417,,,,,,,,,,,0.046178,,,,,,,,,,,-0.044181,,,,,,,,,,,0.055629,,,,,,,,,,,0.000000,,,,,,,,,,,0.019307,,,,,,,,,,,0.009449,,,,,,,,
0.052632,,,,-0.024456,,,,,,,,,,,-0.000389,,,,,,,,,,,0.004640,,,,,,,,,,,0.042182,,,,,,,,,,,-0.045256,,,,,,,,,,,0.050491,,,,,,,,,,,0.000000,,,,,,,,,,,0.036692,,,,,,,,,,,-0.002108,,,,,,,,
0.065789,,,,-0.021656,,,,,,,,,,,0.010765,,,,,,,,,,,0.013828,,,,,,,,,,,0.032501,,,,,,,,,,,-0.043567,,,,,,,,,,,0.042539,,,,,,,,,,,0.000000,,,,,,,,,,,0.043399,,,,,,,,,,,-0.013680,,,,,,,,
0.092105,,,,-0.018428,,,,,,,,,,,0.021933,,,,,,,,,,,0.022919,,,,,,,,,,,0.028562,,,,,,,,,,,-0.044795,,,,,,,,,,,0.037401,,,,,,,,,,,0.000000,,,,,,,,,,,0.049932,,,,,,,,,,,-0.025346,,,,,,,,
0.105263,,,,-0.015211,,,,,,,,,,,0.033066,,,,,,,,,,,0.031717,,,,,,,,,,,0.024228,,,,,,,,,,,-0.042952,,,,,,,,,,,0.031896,,,,,,,,,,,0.000000,,,,,,,,,,,0.056284,,,,,,,,,,,-0.037158,,,,,,,,
0.118421,,,,-0.006782,,,,,,,,,,,0.041390,,,,,,,,,,,0.035081,,,,,,,,,,,0.019838,,,,,,,,,,,-0.040496,,,,,,,,,,,0.026268,,,,,,,,,,,0.000000,,,,,,,,,,,0.074441,,,,,,,,,,,-0.039427,,,,,,,,
0.131579,,,,-0.003639,,,,,,,,,,,0.052415,,,,,,,,,,,0.043646,,,,,,,,,,,0.015392,,,,,,,,,,,-0.036810,,,,,,,,,,,0.020519,,,,,,,,,,,0.000000,,,,,,,,,,,0.080391,,,,,,,,,,,-0.051386,,,,,,,,
0.144737,,,,0.001672,,,,,,,,,,,0.064349,,,,,,,,,,,0.052660,,,,,,,,,,,0.010167,,,,,,,,,,,-0.031078,,,,,,,,,,,0.013688,,,,,,,,,,,0.000000,,,,,,,,,,,0.084062,,,,,,,,,,,-0.063875,,,,,,,,
0.157895,,,,0.014097,,,,,,,,,,,0.075684,,,,,,,,,,,0.056696,,,,,,,,,,,0.003123,,,,,,,,,,,-0.028211,,,,,,,,,,,0.002903,,,,,,,,,,,0.000000,,,,,,,,,,,0.083791,,,,,,,,,,,-0.064605,,,,,,,,
0.171053,,,,0.014249,,,,,,,,,,,0.075786,,,,,,,,,,,0.056869,,,,,,,,,,,0.003123,,,,,,,,,,,-0.022837,,,,,,,,,,,0.000823,,,,,,,,,,,0.000000,,,,,,,,,,,0.083710,,,,,,,,,,,-0.064050,,,,,,,,
0.184211,,,,0.014753,,,,,,,,,,,0.075606,,,,,,,,,,,0.057135,,,,,,,,,,,0.003123,,,,,,,,,,,-0.017463,,,,,,,,,,,-0.001501,,,,,,,,,,,0.000000,,,,,,,,,,,0.083746,,,,,,,,,,,-0.064153,,,,,,,,
0.197368,,,,0.014761,,,,,,,,,,,0.074883,,,,,,,,,,,0.057206,,,,,,,,,,,0.003292,,,,,,,,,,,-0.012242,,,,,,,,,,,-0.002969,,,,,,,,,,,0.000000,,,,,,,,,,,0.084037,,,,,,,,,,,-0.064174,,,,,,,,
0.223684,,,,0.014411,,,,,,,,,,,0.073160,,,,,,,,,,,0.057190,,,,,,,,,,,0.003629,,,,,,,,,,,-0.007328,,,,,,,,,,,-0.004927,,,,,,,,,,,0.000000,,,,,,,,,,,0.065581,,,,,,,,,,,-0.064164,,,,,,,,
0.236842,,,,0.015040,,,,,,,,,,,0.073068,,,,,,,,,,,0.056990,,,,,,,,,,,0.003967,,,,,,,,,,,-0.002568,,,,,,,,,,,-0.007007,,,,,,,,,,,0.000000,,,,,,,,,,,0.065577,,,,,,,,,,,-0.064241,,,,,,,,
0.250000,,,,0.016109,,,,,,,,,,,0.073027,,,,,,,,,,,0.056842,,,,,,,,,,,0.004248,,,,,,,,,,,0.002192,,,,,,,,,,,-0.009086,,,,,,,,,,,0.000000,,,,,,,,,,,0.065544,,,,,,,,,,,-0.064524,,,,,,,,
0.263158,,,,0.016328,,,,,,,,,,,0.069113,,,,,,,,,,,0.055059,,,,,,,,,,,0.004474,,,,,,,,,,,0.006952,,,,,,,,,,,-0.011166,,,,,,,,,,,0.000000,,,,,,,,,,,0.048003,,,,,,,,,,,-0.061032,,,,,,,,
0.276316,,,,0.017676,,,,,,,,,,,0.069651,,,,,,,,,,,0.054793,,,,,,,,,,,0.004595,,,,,,,,,,,0.012557,,,,,,,,,,,-0.014010,,,,,,,,,,,0.000000,,,,,,,,,,,0.050898,,,,,,,,,,,-0.061702,,,,,,,,
0.289474,,,,0.010455,,,,,,,,,,,0.058683,,,,,,,,,,,0.049126,,,,,,,,,,,-0.003462,,,,,,,,,,,0.025379,,,,,,,,,,,-0.023399,,,,,,,,,,,0.000000,,,,,,,,,,,0.030749,,,,,,,,,,,-0.051715,,,,,,,,
0.302632,,,,0.002897,,,,,,,,,,,0.048286,,,,,,,,,,,0.044974,,,,,,,,,,,-0.011679,,,,,,,,,,,0.032595,,,,,,,,,,,-0.029883,,,,,,,,,,,0.000000,,,,,,,,,,,0.013594,,,,,,,,,,,-0.044513,,,,,,,,
0.315789,,,,-0.003821,,,,,,,,,,,0.037944,,,,,,,,,,,0.041017,,,,,,,,,,,-0.019615,,,,,,,,,,,0.040273,,,,,,,,,,,-0.035633,,,,,,,,,,,0.000000,,,,,,,,,,,-0.003513,,,,,,,,,,,-0.037101,,,,,,,,
0.328947,,,,-0.003743,,,,,,,,,,,0.026554,,,,,,,,,,,0.032517,,,,,,,,,,,-0.027269,,,,,,,,,,,0.048258,,,,,,,,,,,-0.040893,,,,,,,,,,,0.000000,,,,,,,,,,,-0.010098,,,,,,,,,,,-0.025543,,,,,,,,
0.355263,,,,-0.007196,,,,,,,,,,,0.016439,,,,,,,,,,,0.025570,,,,,,,,,,,-0.035880,,,,,,,,,,,0.055014,,,,,,,,,,,-0.048233,,,,,,,,,,,0.000000,,,,,,,,,,,-0.027523,,,,,,,,,,,-0.017108,,,,,,,,
0.368421,,,,-0.014072,,,,,,,,,,,0.007754,,,,,,,,,,,0.021185,,,,,,,,,,,-0.043084,,,,,,,,,,,0.063460,,,,,,,,,,,-0.052393,,,,,,,,,,,0.000000,,,,,,,,,,,-0.026197,,,,,,,,,,,-0.008743,,,,,,,,
0.381579,,,,-0.018347,,,,,,,,,,,-0.002885,,,,,,,,,,,0.013567,,,,,,,,,,,-0.049950,,,,,,,,,,,0.072366,,,,,,,,,,,-0.055451,,,,,,,,,,,0.000000,,,,,,,,,,,-0.033059,,,,,,,,,,,0.001759,,,,,,,,
0.394737,,,,-0.025889,,,,,,,,,,,-0.013195,,,,,,,,,,,0.008392,,,,,,,,,,,-0.056591,,,,,,,,,,,0.081118,,,,,,,,,,,-0.057898,,,,,,,,,,,0.000000,,,,,,,,,,,-0.050129,,,,,,,,,,,0.010712,,,,,,,,
0.407895,,,,-0.034341,,,,,,,,,,,-0.021472,,,,,,,,,,,0.005150,,,,,,,,,,,-0.063350,,,,,,,,,,,0.091803,,,,,,,,,,,-0.058193,,,,,,,,,,,0.000000,,,,,,,,,,,-0.054258,,,,,,,,,,,0.017901,,,,,,,,
0.421053,,,,-0.038872,,,,,,,,,,,-0.041618,,,,,,,,,,,-0.009791,,,,,,,,,,,-0.069986,,,,,,,,,,,0.095859,,,,,,,,,,,-0.060222,,,,,,,,,,,0.000000,,,,,,,,,,,-0.073613,,,,,,,,,,,0.036238,,,,,,,,
0.435526,,,,-0.031224,,,,,,,,,,,-0.042376,,,,,,,,,,,-0.015391,,,,,,,,,,,-0.062051,,,,,,,,,,,0.087874,,,,,,,,,,,-0.053004,,,,,,,,,,,0.000000,,,,,,,,,,,-0.063381,,,,,,,,,,,0.037303,,,,,,,,
0.450000,,,,-0.022664,,,,,,,,,,,-0.043432,,,,,,,,,,,-0.021990,,,,,,,,,,,-0.054396,,,,,,,,,,,0.079736,,,,,,,,,,,-0.046276,,,,,,,,,,,0.000000,,,,,,,,,,,-0.053107,,,,,,,,,,,0.040672,,,,,,,,
0.464474,,,,-0.014341,,,,,,,,,,,-0.044436,,,,,,,,,,,-0.028614,,,,,,,,,,,-0.047080,,,,,,,,,,,0.070830,,,,,,,,,,,-0.040037,,,,,,,,,,,0.000000,,,,,,,,,,,-0.042902,,,,,,,,,,,0.043118,,,,,,,,
0.493421,,,,-0.013981,,,,,,,,,,,-0.044346,,,,,,,,,,,-0.030701,,,,,,,,,,,-0.040045,,,,,,,,,,,0.061924,,,,,,,,,,,-0.034165,,,,,,,,,,,0.000000,,,,,,,,,,,-0.043159,,,,,,,,,,,0.042298,,,,,,,,
0.507895,,,,-0.009711,,,,,,,,,,,-0.044762,,,,,,,,,,,-0.034516,,,,,,,,,,,-0.031997,,,,,,,,,,,0.054093,,,,,,,,,,,-0.026458,,,,,,,,,,,0.000000,,,,,,,,,,,-0.032935,,,,,,,,,,,0.044847,,,,,,,,
0.522368,,,,-0.002099,,,,,,,,,,,-0.045638,,,,,,,,,,,-0.040839,,,,,,,,,,,-0.025468,,,,,,,,,,,0.044573,,,,,,,,,,,-0.021442,,,,,,,,,,,0.000000,,,,,,,,,,,-0.022768,,,,,,,,,,,0.046990,,,,,,,,
0.536842,,,,0.002892,,,,,,,,,,,-0.046309,,,,,,,,,,,-0.043790,,,,,,,,,,,-0.019277,,,,,,,,,,,0.034438,,,,,,,,,,,-0.017405,,,,,,,,,,,0.000000,,,,,,,,,,,-0.022775,,,,,,,,,,,0.047013,,,,,,,,
0.551316,,,,0.012804,,,,,,,,,,,-0.047496,,,,,,,,,,,-0.050177,,,,,,,,,,,-0.012275,,,,,,,,,,,0.022128,,,,,,,,,,,-0.013337,,,,,,,,,,,0.000000,,,,,,,,,,,-0.010840,,,,,,,,,,,0.048842,,,,,,,,
0.565789,,,,0.021626,,,,,,,,,,,-0.049124,,,,,,,,,,,-0.057302,,,,,,,,,,,0.006387,,,,,,,,,,,-0.003643,,,,,,,,,,,0.002658,,,,,,,,,,,0.000000,,,,,,,,,,,0.008262,,,,,,,,,,,0.052520,,,,,,,,
0.580263,,,,0.015383,,,,,,,,,,,-0.049174,,,,,,,,,,,-0.053699,,,,,,,,,,,0.015111,,,,,,,,,,,-0.011167,,,,,,,,,,,0.014157,,,,,,,,,,,0.000000,,,,,,,,,,,0.008815,,,,,,,,,,,0.053896,,,,,,,,
0.594737,,,,0.009538,,,,,,,,,,,-0.049292,,,,,,,,,,,-0.050180,,,,,,,,,,,0.024284,,,,,,,,,,,-0.018998,,,,,,,,,,,0.026146,,,,,,,,,,,0.000000,,,,,,,,,,,0.009487,,,,,,,,,,,0.055226,,,,,,,,
0.609211,,,,-0.001725,,,,,,,,,,,-0.044241,,,,,,,,,,,-0.041165,,,,,,,,,,,0.033908,,,,,,,,,,,-0.027444,,,,,,,,,,,0.038502,,,,,,,,,,,0.000000,,,,,,,,,,,-0.001570,,,,,,,,,,,0.047886,,,,,,,,
0.638158,,,,-0.007941,,,,,,,,,,,-0.044249,,,,,,,,,,,-0.037087,,,,,,,,,,,0.043983,,,,,,,,,,,-0.036196,,,,,,,,,,,0.051469,,,,,,,,,,,0.000000,,,,,,,,,,,-0.012596,,,,,,,,,,,0.049514,,,,,,,,
0.652632,,,,-0.019273,,,,,,,,,,,-0.040327,,,,,,,,,,,-0.027604,,,,,,,,,,,0.051975,,,,,,,,,,,-0.043413,,,,,,,,,,,0.062113,,,,,,,,,,,0.000000,,,,,,,,,,,-0.005192,,,,,,,,,,,0.039896,,,,,,,,
0.667105,,,,-0.030427,,,,,,,,,,,-0.035893,,,,,,,,,,,-0.017874,,,,,,,,,,,0.062837,,,,,,,,,,,-0.054008,,,,,,,,,,,0.075936,,,,,,,,,,,0.000000,,,,,,,,,,,0.002030,,,,,,,,,,,0.030306,,,,,,,,
0.681579,,,,-0.036543,,,,,,,,,,,-0.036003,,,,,,,,,,,-0.013697,,,,,,,,,,,0.074093,,,,,,,,,,,-0.065217,,,,,,,,,,,0.090249,,,,,,,,,,,0.000000,,,,,,,,,,,-0.008731,,,,,,,,,,,0.031717,,,,,,,,
0.696053,,,,-0.047484,,,,,,,,,,,-0.028114,,,,,,,,,,,0.000597,,,,,,,,,,,0.089050,,,,,,,,,,,-0.081468,,,,,,,,,,,0.108783,,,,,,,,,,,0.000000,,,,,,,,,,,0.005546,,,,,,,,,,,0.014373,,,,,,,,
0.710526,,,,-0.056365,,,,,,,,,,,-0.014489,,,,,,,,,,,0.016552,,,,,,,,,,,0.097619,,,,,,,,,,,-0.087483,,,,,,,,,,,0.120099,,,,,,,,,,,0.000000,,,,,,,,,,,0.012151,,,,,,,,,,,0.001164,,,,,,,,
0.981018,,,,-0.051598,,,,,,,,,,,-0.002703,,,,,,,,,,,0.023490,,,,,,,,,,,0.090189,,,,,,,,,,,-0.079191,,,,,,,,,,,0.110557,,,,,,,,,,,0.000000,,,,,,,,,,,0.018597,,,,,,,,,,,-0.010585,,,,,,,,
0.983391,,,,-0.047123,,,,,,,,,,,0.008785,,,,,,,,,,,0.030359,,,,,,,,,,,0.081635,,,,,,,,,,,-0.070438,,,,,,,,,,,0.099669,,,,,,,,,,,0.000000,,,,,,,,,,,0.024964,,,,,,,,,,,-0.022138,,,,,,,,
0.985764,,,,-0.042918,,,,,,,,,,,0.020454,,,,,,,,,,,0.037574,,,,,,,,,,,0.072573,,,,,,,,,,,-0.061532,,,,,,,,,,,0.088170,,,,,,,,,,,0.000000,,,,,,,,,,,0.031127,,,,,,,,,,,-0.033623,,,,,,,,
0.990509,,,,-0.032385,,,,,,,,,,,0.027142,,,,,,,,,,,0.039468,,,,,,,,,,,0.062949,,,,,,,,,,,-0.052626,,,,,,,,,,,0.076059,,,,,,,,,,,0.000000,,,,,,,,,,,0.048949,,,,,,,,,,,-0.037025,,,,,,,,
0.992882,,,,-0.027626,,,,,,,,,,,0.038452,,,,,,,,,,,0.046075,,,,,,,,,,,0.052763,,,,,,,,,,,-0.043259,,,,,,,,,,,0.063214,,,,,,,,,,,0.000000,,,,,,,,,,,0.066977,,,,,,,,,,,-0.048986,,,,,,,,
0.995255,,,,-0.016437,,,,,,,,,,,0.046265,,,,,,,,,,,0.046936,,,,,,,,,,,0.045108,,,,,,,,,,,-0.034814,,,,,,,,,,,0.053427,,,,,,,,,,,0.000000,,,,,,,,,,,0.066347,,,,,,,,,,,-0.050114,,,,,,,,
0.997627,,,,-0.006338,,,,,,,,,,,0.053399,,,,,,,,,,,0.047845,,,,,,,,,,,0.033908,,,,,,,,,,,-0.024065,,,,,,,,,,,0.039481,,,,,,,,,,,0.000000,,,,,,,,,,,0.066016,,,,,,,,,,,-0.050839,,,,,,,,
1.000000,,,,0.002885,,,,,,,,,,,0.066004,,,,,,,,,,,0.054975,,,,,,,,,,,0.020021,,,,,,,,,,,-0.011231,,,,,,,,,,,0.022435,,,,,,,,,,,0.000000,,,,,,,,,,,0.083743,,,,,,,,,,,-0.064084,,,,,,,,
0.000000,,,,,0.023503,,,,,,,,,,,0.066198,,,,,,,,,,,0.050603,,,,,,,,,,,-0.004227,,,,,,,,,,,0.003971,,,,,,,,,,,-0.004478,,,,,,,,,,,0.000000,,,,,,,,,,,0.052029,,,,,,,,,,,-0.059801,,,,,,,
0.076923,,,,,0.021622,,,,,,,,,,,0.053632,,,,,,,,,,,0.041986,,,,,,,,,,,-0.010160,,,,,,,,,,,0.013709,,,,,,,,,,,-0.010921,,,,,,,,,,,0.000000,,,,,,,,,,,0.031771,,,,,,,,,,,-0.046374,,,,,,,
0.153846,,,,,0.021139,,,,,,,,,,,0.042320,,,,,,,,,,,0.033439,,,,,,,,,,,-0.016407,,,,,,,,,,,0.022154,,,,,,,,,,,-0.016916,,,,,,,,,,,0.000000,,,,,,,,,,,0.024942,,,,,,,,,,,-0.035038,,,,,,,
0.230769,,,,,0.019501,,,,,,,,,,,0.030983,,,,,,,,,,,0.025830,,,,,,,,,,,-0.022035,,,,,,,,,,,0.030599,,,,,,,,,,,-0.022665,,,,,,,,,,,0.000000,,,,,,,,,,,0.007348,,,,,,,,,,,-0.022794,,,,,,,
0.307692,,,,,0.020268,,,,,,,,,,,0.020719,,,,,,,,,,,0.016884,,,,,,,,,,,-0.027269,,,,,,,,,,,0.039045,,,,,,,,,,,-0.028048,,,,,,,,,,,0.000000,,,,,,,,,,,0.007069,,,,,,,,,,,-0.010513,,,,,,,
0.461538,,,,,0.020159,,,,,,,,,,,0.009336,,,,,,,,,,,0.007925,,,,,,,,,,,-0.032165,,,,,,,,,,,0.047644,,,,,,,,,,,-0.033186,,,,,,,,,,,0.000000,,,,,,,,,,,0.000170,,,,,,,,,,,-0.000432,,,,,,,
0.538462,,,,,0.019746,,,,,,,,,,,-0.002033,,,,,,,,,,,-0.000268,,,,,,,,,,,-0.038075,,,,,,,,,,,0.057625,,,,,,,,,,,-0.040159,,,,,,,,,,,0.000000,,,,,,,,,,,-0.002371,,,,,,,,,,,0.012018,,,,,,,
0.615385,,,,,0.019965,,,,,,,,,,,-0.010346,,,,,,,,,,,-0.007605,,,,,,,,,,,-0.043028,,,,,,,,,,,0.065302,,,,,,,,,,,-0.044808,,,,,,,,,,,0.000000,,,,,,,,,,,0.009796,,,,,,,,,,,0.022104,,,,,,,
0.692308,,,,,0.018824,,,,,,,,,,,-0.021527,,,,,,,,,,,-0.016481,,,,,,,,,,,-0.046686,,,,,,,,,,,0.073440,,,,,,,,,,,-0.048845,,,,,,,,,,,0.000000,,,,,,,,,,,0.002920,,,,,,,,,,,0.033287,,,,,,,
0.769231,,,,,0.016448,,,,,,,,,,,-0.029750,,,,,,,,,,,-0.024666,,,,,,,,,,,-0.049627,,,,,,,,,,,0.081668,,,,,,,,,,,-0.052026,,,,,,,,,,,0.000000,,,,,,,,,,,0.012575,,,,,,,,,,,0.037035,,,,,,,
0.846154,,,,,0.015722,,,,,,,,,,,-0.050037,,,,,,,,,,,-0.042583,,,,,,,,,,,-0.052652,,,,,,,,,,,0.088796,,,,,,,,,,,-0.056552,,,,,,,,,,,0.000000,,,,,,,,,,,-0.000940,,,,,,,,,,,0.057464,,,,,,,
0.923077,,,,,0.017652,,,,,,,,,,,-0.050060,,,,,,,,,,,-0.045910,,,,,,,,,,,-0.046573,,,,,,,,,,,0.078815,,,,,,,,,,,-0.050435,,,,,,,,,,,0.000000,,,,,,,,,,,0.009510,,,,,,,,,,,0.055862,,,,,,,
1.000000,,,,,0.018435,,,,,,,,,,,-0.050093,,,,,,,,,,,-0.047992,,,,,,,,,,,-0.041058,,,,,,,,,,,0.069755,,,,,,,,,,,-0.045420,,,,,,,,,,,0.000000,,,,,,,,,,,0.009453,,,,,,,,,,,0.055526,,,,,,,
0.000000,,,,,,0.015002,,,,,,,,,,,-0.049663,,,,,,,,,,,-0.053528,,,,,,,,,,,0.016799,,,,,,,,,,,-0.023758,,,,,,,,,,,0.015992,,,,,,,,,,,0.000000,,,,,,,,,,,-0.002655,,,,,,,,,,,0.048358,,,,,,
0.050000,,,,,,0.006636,,,,,,,,,,,-0.046853,,,,,,,,,,,-0.045323,,,,,,,,,,,0.022765,,,,,,,,,,,-0.031589,,,,,,,,,,,0.024433,,,,,,,,,,,0.000000,,,,,,,,,,,-0.013874,,,,,,,,,,,0.039686,,,,,,
0.075000,,,,,,0.002485,,,,,,,,,,,-0.047039,,,,,,,,,,,-0.042191,,,,,,,,,,,0.029293,,,,,,,,,,,-0.040803,,,,,,,,,,,0.033853,,,,,,,,,,,0.000000,,,,,,,,,,,-0.013381,,,,,,,,,,,0.041318,,,,,,
0.100000,,,,,,-0.004653,,,,,,,,,,,-0.042623,,,,,,,,,,,-0.032687,,,,,,,,,,,0.034021,,,,,,,,,,,-0.046791,,,,,,,,,,,0.040826,,,,,,,,,,,0.000000,,,,,,,,,,,-0.006180,,,,,,,,,,,0.030433,,,,,,
0.125000,,,,,,-0.008521,,,,,,,,,,,-0.042637,,,,,,,,,,,-0.029055,,,,,,,,,,,0.041281,,,,,,,,,,,-0.058615,,,,,,,,,,,0.050858,,,,,,,,,,,0.000000,,,,,,,,,,,-0.005788,,,,,,,,,,,0.032189,,,,,,
0.150000,,,,,,-0.014103,,,,,,,,,,,-0.043185,,,,,,,,,,,-0.025329,,,,,,,,,,,0.051492,,,,,,,,,,,-0.077105,,,,,,,,,,,0.064264,,,,,,,,,,,0.000000,,,,,,,,,,,-0.004191,,,,,,,,,,,0.036530,,,,,,
0.175000,,,,,,-0.014318,,,,,,,,,,,-0.030732,,,,,,,,,,,-0.010395,,,,,,,,,,,0.056702,,,,,,,,,,,-0.083030,,,,,,,,,,,0.072144,,,,,,,,,,,0.000000,,,,,,,,,,,0.001588,,,,,,,,,,,0.024420,,,,,,
0.200000,,,,,,-0.007609,,,,,,,,,,,-0.018675,,,,,,,,,,,-0.001016,,,,,,,,,,,0.051862,,,,,,,,,,,-0.075659,,,,,,,,,,,0.065660,,,,,,,,,,,0.000000,,,,,,,,,,,0.008351,,,,,,,,,,,0.012541,,,,,,
0.225000,,,,,,0.002058,,,,,,,,,,,-0.006897,,,,,,,,,,,0.005966,,,,,,,,,,,0.046966,,,,,,,,,,,-0.067828,,,,,,,,,,,0.058442,,,,,,,,,,,0.000000,,,,,,,,,,,0.025389,,,,,,,,,,,0.001136,,,,,,
0.250000,,,,,,0.009369,,,,,,,,,,,0.004962,,,,,,,,,,,0.014917,,,,,,,,,,,0.041394,,,,,,,,,,,-0.059997,,,,,,,,,,,0.051714,,,,,,,,,,,0.000000,,,,,,,,,,,0.032211,,,,,,,,,,,-0.010904,,,,,,
0.300000,,,,,,0.017272,,,,,,,,,,,0.017084,,,,,,,,,,,0.023340,,,,,,,,,,,0.035484,,,,,,,,,,,-0.051705,,,,,,,,,,,0.044496,,,,,,,,,,,0.000000,,,,,,,,,,,0.038882,,,,,,,,,,,-0.023316,,,,,,
0.325000,,,,,,0.029668,,,,,,,,,,,0.026209,,,,,,,,,,,0.026341,,,,,,,,,,,0.029293,,,,,,,,,,,-0.043259,,,,,,,,,,,0.036912,,,,,,,,,,,0.000000,,,,,,,,,,,0.056877,,,,,,,,,,,-0.026250,,,,,,
0.350000,,,,,,0.038383,,,,,,,,,,,0.038291,,,,,,,,,,,0.034453,,,,,,,,,,,0.022990,,,,,,,,,,,-0.032664,,,,,,,,,,,0.027859,,,,,,,,,,,0.000000,,,,,,,,,,,0.063195,,,,,,,,,,,-0.039536,,,,,,
0.375000,,,,,,0.050210,,,,,,,,,,,0.045782,,,,,,,,,,,0.035976,,,,,,,,,,,0.018375,,,,,,,,,,,-0.025294,,,,,,,,,,,0.021130,,,,,,,,,,,0.000000,,,,,,,,,,,0.062765,,,,,,,,,,,-0.040714,,,,,,
0.400000,,,,,,0.060093,,,,,,,,,,,0.058981,,,,,,,,,,,0.045178,,,,,,,,,,,0.009393,,,,,,,,,,,-0.012076,,,,,,,,,,,0.009651,,,,,,,,,,,0.000000,,,,,,,,,,,0.070657,,,,,,,,,,,-0.056898,,,,,,
0.425000,,,,,,0.075377,,,,,,,,,,,0.078575,,,,,,,,,,,0.058603,,,,,,,,,,,-0.010272,,,,,,,,,,,0.017087,,,,,,,,,,,-0.012879,,,,,,,,,,,0.000000,,,,,,,,,,,0.083325,,,,,,,,,,,-0.081242,,,,,,
0.450000,,,,,,0.075747,,,,,,,,,,,0.077047,,,,,,,,,,,0.058077,,,,,,,,,,,-0.016407,,,,,,,,,,,0.020772,,,,,,,,,,,-0.017650,,,,,,,,,,,0.000000,,,,,,,,,,,0.083637,,,,,,,,,,,-0.082054,,,,,,
0.870139,,,,,,0.075141,,,,,,,,,,,0.075326,,,,,,,,,,,0.057399,,,,,,,,,,,-0.022710,,,,,,,,,,,0.024764,,,,,,,,,,,-0.022788,,,,,,,,,,,0.000000,,,,,,,,,,,0.084026,,,,,,,,,,,-0.082736,,,,,,
0.877778,,,,,,0.073165,,,,,,,,,,,0.069842,,,,,,,,,,,0.054510,,,,,,,,,,,-0.029970,,,,,,,,,,,0.029371,,,,,,,,,,,-0.027926,,,,,,,,,,,0.000000,,,,,,,,,,,0.066807,,,,,,,,,,,-0.078106,,,,,,
0.893056,,,,,,0.072831,,,,,,,,,,,0.068068,,,,,,,,,,,0.053882,,,,,,,,,,,-0.034979,,,,,,,,,,,0.033056,,,,,,,,,,,-0.032941,,,,,,,,,,,0.000000,,,,,,,,,,,0.067099,,,,,,,,,,,-0.078856,,,,,,
0.900694,,,,,,0.071566,,,,,,,,,,,0.061139,,,,,,,,,,,0.047827,,,,,,,,,,,-0.042409,,,,,,,,,,,0.039045,,,,,,,,,,,-0.039303,,,,,,,,,,,0.000000,,,,,,,,,,,0.050206,,,,,,,,,,,-0.067638,,,,,,
0.908333,,,,,,0.064907,,,,,,,,,,,0.053559,,,,,,,,,,,0.046529,,,,,,,,,,,-0.047474,,,,,,,,,,,0.043037,,,,,,,,,,,-0.044196,,,,,,,,,,,0.000000,,,,,,,,,,,0.050711,,,,,,,,,,,-0.068525,,,,,,
0.915972,,,,,,0.058183,,,,,,,,,,,0.045997,,,,,,,,,,,0.044781,,,,,,,,,,,-0.053158,,,,,,,,,,,0.046415,,,,,,,,,,,-0.048600,,,,,,,,,,,0.000000,,,,,,,,,,,0.051230,,,,,,,,,,,-0.069381,,,,,,
