Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
71338.5,0.0,-0.33,0.06,0.91,-0.00,0.02,-0.01,38.392468011317014,0.09816331950947993,2.227534049964429,
71338.6,0.10000000000582077,-0.26,0.08,0.95,-0.00,0.01,-0.01,39.74347367807701,0.10451725003997095,2.205017244824142,
71338.7,0.19999999999708962,-0.26,0.08,0.95,0.00,0.00,-0.00,40.53000616826995,0.08481627219789932,2.2224024774547275,
71338.8,0.3000000000029104,-0.25,0.07,0.96,0.01,0.01,-0.00,40.26690949154156,0.1068662834716765,2.1970199906093058,
71338.9,0.39999999999417923,-0.26,0.09,0.92,0.00,-0.01,-0.01,41.37351930885261,0.07599393815106525,2.2367209358375177,
71339.1,0.6000000000058208,-0.24,0.06,0.94,-0.14,-0.09,-0.04,39.2477324185742,0.11114119418253285,2.2847340124599747,
71339.2,0.6999999999970896,-0.23,0.06,0.90,-0.13,-0.08,-0.04,39.017130852998406,0.09814824381309861,2.2602695692357595,
71339.3,0.8000000000029104,-0.26,0.01,0.89,-0.11,-0.07,-0.05,37.89254939958514,0.15486945743318295,2.2655957869377112,
71339.4,0.8999999999941792,-0.23,-0.08,0.85,-0.09,-0.07,-0.07,38.930977383055776,0.11136168140366069,2.270459721044069,
71339.5,1.0,-0.24,0.05,0.95,-0.08,-0.07,-0.10,39.08178220091811,0.12427005442974835,2.2976261919100627,
71339.6,1.1000000000058208,-0.25,0.06,0.94,-0.07,-0.07,-0.11,37.887571840908464,0.5332136868643288,2.15258661629845,
71339.7,1.1999999999970896,-0.24,0.07,0.93,-0.07,-0.07,-0.09,40.576378596419865,0.7013547747784447,2.0608998377674195,
71339.8,1.3000000000029104,-0.24,0.07,0.93,-0.13,-0.09,-0.04,39.10020971810765,0.12435499454676144,2.2989190691751813,
71339.9,1.3999999999941792,-0.24,0.07,0.94,-0.06,-0.04,-0.05,39.233975072633164,0.0694589526340806,2.2374271420535257,
71340.1,1.6000000000058208,-0.24,-0.90,0.60,-1.10,-0.35,-0.37,42.81853103505537,0.9964914966201948,1.6371714767506735,
71340.2,1.6999999999970896,-0.21,-0.92,0.63,-1.09,-0.36,-0.28,41.483859511863166,1.0326519001585366,1.536800656092111,
71340.3,1.8000000000029104,-0.16,-0.95,0.46,-1.07,-0.30,-0.16,42.37315541707981,1.0408211631794175,1.4446750465422669,
71340.4,1.8999999999941792,-0.19,-0.92,0.64,-1.11,-0.34,-0.45,42.8985291123134,1.0012549581288366,1.631675171900296,
71340.5,2.0,-0.13,-0.92,0.66,-1.04,-0.09,0.13,41.96953418850393,0.9835208035607426,1.5917654538125536,
71340.6,2.1000000000058208,-0.10,-0.89,0.68,-1.02,0.01,0.23,43.906775103621534,1.117899880094939,1.3991380760007133,
71340.7,2.1999999999970896,-0.15,-0.93,0.67,-1.00,0.14,0.24,42.32099360837361,0.9953127335841112,1.5863920559928344,
71340.8,2.3000000000029104,-0.10,-0.87,0.67,-1.11,-0.35,-0.41,43.36535944737458,1.0274503142747333,1.5721799200570745,
71340.9,2.3999999999941792,-0.23,-0.90,0.61,-0.82,0.29,0.04,43.43015311969324,1.1185106806354381,1.4149748088996563,
71341.1,2.6000000000058208,-0.11,-0.90,0.35,-0.00,0.12,-0.04,43.16533215440372,1.1472277569855507,1.4315782806471224,
71341.2,2.6999999999970896,-0.11,-0.90,0.35,-0.00,0.16,-0.02,43.49598027404372,1.140286328381894,1.428928546529512,
71341.3,2.8000000000029104,-0.11,-0.90,0.34,-0.01,0.18,-0.01,42.49053894692323,1.1247656884268533,1.4021966354114652,
71341.4,2.8999999999941792,-0.05,-0.93,0.27,-0.00,0.13,-0.03,44.560035906628265,1.1189224327720688,1.4212268322961874,
71341.5,3.0,-0.05,-0.92,0.36,-0.03,0.21,-0.01,43.404730156977124,1.1030764838565734,1.4078823292137606,
71341.6,3.1000000000058208,-0.11,-0.90,0.35,-0.04,0.22,-0.02,43.70111554640225,1.1173936247958314,1.4217361518582228,
71341.7,3.1999999999970896,-0.12,-0.90,0.35,-0.06,0.21,-0.03,42.72878303907098,1.115826666953129,1.4223419719536599,
71341.8,3.3000000000029104,-0.14,-0.91,0.35,-0.06,0.20,-0.03,42.34782639050085,1.1195651210066868,1.407130285589604,
71341.9,3.3999999999941792,-0.13,-0.92,0.36,-0.07,0.20,-0.02,42.6412781234334,1.1759505463561764,1.4298559657733187,
71342.1,3.6000000000058208,-0.09,-0.93,0.37,-0.12,-0.12,0.01,42.1846002707149,1.1573539648153064,1.4064912582830884,
71342.2,3.6999999999970896,-0.09,-0.93,0.38,-0.12,-0.14,0.00,43.91136754873389,1.1566416475465697,1.4640151940043304,
71342.3,3.8000000000029104,-0.04,-0.92,0.34,-0.09,-0.25,-0.03,42.84597880781813,1.1811150896991023,1.4111779933745727,
71342.4,3.8999999999941792,-0.09,-0.93,0.38,-0.08,-0.27,-0.02,42.88030433660657,1.1674830467353665,1.4247564099697956,
71342.5,4.0,-0.08,-0.93,0.38,-0.12,-0.16,-0.01,42.72440286300091,1.1510358632440485,1.4301320046272459,
71342.6,4.100000000005821,-0.07,-0.92,0.37,-0.06,-0.31,0.01,42.90092190151629,1.161391712589684,1.4307146022095423,
71342.7,4.19999999999709,-0.07,-0.93,0.37,-0.05,-0.32,0.01,43.14814712128436,1.161391712589684,1.3946769537807984,
71342.8,4.30000000000291,-0.07,-0.92,0.38,-0.05,-0.33,0.02,44.821753647085245,1.1577640108444873,1.4035811270437641,
71342.9,4.399999999994179,-0.09,-0.93,0.38,-0.04,-0.33,0.02,43.38637804657125,1.16758029531671,1.4550641161137328,
71343.1,4.600000000005821,-0.02,-0.89,0.34,-0.01,-0.03,-0.05,42.5980586412104,1.1510358632440485,1.4529124921750596,
71343.2,4.69999999999709,-0.03,-0.90,0.35,-0.01,-0.04,-0.04,43.36282970471369,1.15160321133695,1.4361737288860372,
71343.3,4.80000000000291,-0.03,-0.88,0.35,-0.01,-0.01,-0.05,42.93404942466992,1.1478355162364926,1.4575907294594752,
71343.4,4.899999999994179,-0.11,-0.93,0.32,-0.01,0.00,-0.04,43.31201911709958,1.1696716354890868,1.4283218832850864,
71343.5,5.0,-0.03,-0.91,0.34,-0.01,-0.04,-0.04,43.53381214642246,1.136020808900648,1.4241782468150992,
71343.6,5.100000000005821,-0.04,-0.92,0.34,-0.01,0.03,-0.03,43.570652967335704,1.1488171158928755,1.4523205313831433,
71343.7,5.19999999999709,-0.04,-0.91,0.34,-0.01,-0.04,-0.05,43.17598174911602,1.1626068425401495,1.4812752468676185,
