time,x,y,z
19:48:54:832,-0.01,0.05,-0.11
19:48:54:834,-0.03,-0.00,-0.04
19:48:54:839,-0.04,-0.04,0.01
19:48:54:845,-0.05,-0.08,0.06
19:48:54:851,-0.04,-0.09,0.09
19:48:54:854,-0.02,-0.09,0.10
19:48:54:860,-0.01,-0.08,0.09
19:48:54:864,0.00,-0.06,0.08
19:48:54:871,0.01,-0.04,0.06
19:48:54:874,0.02,-0.02,0.03
19:48:54:879,0.02,-0.00,0.01
19:48:54:884,0.02,0.01,0.00
19:48:54:892,0.02,0.03,-0.01
19:48:54:914,0.02,0.03,-0.01
19:48:54:915,0.02,0.03,-0.01
19:48:54:915,0.02,0.02,-0.00
19:48:54:916,0.02,0.01,0.00
19:48:54:917,0.02,-0.00,0.00
19:48:54:920,0.02,-0.01,0.01
19:48:54:924,0.02,-0.02,0.01
19:48:54:931,0.02,-0.03,0.01
19:48:54:934,0.02,-0.04,0.01
19:48:54:939,0.02,-0.05,0.02
19:48:54:945,0.02,-0.06,0.02
19:48:54:952,0.02,-0.07,0.02
19:48:54:954,0.02,-0.07,0.03
19:48:54:959,0.02,-0.07,0.04
19:48:54:964,0.02,-0.05,0.05
19:48:54:971,0.03,-0.01,0.05
19:48:54:974,0.03,0.02,0.05
19:48:54:980,0.03,0.03,0.04
19:48:54:984,0.03,0.04,0.02
19:48:54:991,0.02,0.04,0.01
19:48:55:23,0.00,0.04,-0.00
19:48:55:25,-0.01,0.03,0.00
19:48:55:26,-0.01,0.02,0.01
19:48:55:27,0.00,0.01,0.03
19:48:55:28,0.02,0.01,0.04
19:48:55:29,0.03,0.01,0.05
19:48:55:30,0.04,0.01,0.05
19:48:55:31,0.06,0.01,0.05
19:48:55:34,0.06,0.01,0.04
19:48:55:39,0.06,-0.00,0.03
19:48:55:44,0.06,-0.01,0.02
19:48:55:51,0.06,-0.02,0.01
19:48:55:54,0.06,-0.02,0.02
19:48:55:59,0.06,-0.02,0.02
19:48:55:64,0.06,-0.02,0.03
19:48:55:72,0.06,-0.02,0.04
19:48:55:74,0.05,-0.02,0.04
19:48:55:79,0.05,-0.03,0.04
19:48:55:84,0.04,-0.03,0.04
19:48:55:91,0.04,-0.04,0.04
19:48:55:93,0.03,-0.04,0.03
19:48:55:122,0.02,-0.04,0.03
19:48:55:124,0.02,-0.04,0.03
19:48:55:125,0.02,-0.05,0.03
19:48:55:126,0.02,-0.05,0.02
19:48:55:126,0.02,-0.06,0.02
19:48:55:127,0.02,-0.07,0.03
19:48:55:133,0.01,-0.07,0.03
19:48:55:135,0.00,-0.08,0.03
19:48:55:138,-0.01,-0.08,0.04
19:48:55:143,-0.01,-0.07,0.04
19:48:55:151,-0.02,-0.07,0.04
19:48:55:153,-0.02,-0.07,0.03
19:48:55:159,-0.03,-0.06,0.03
19:48:55:163,-0.02,-0.05,0.03
19:48:55:171,-0.02,-0.04,0.02
19:48:55:173,-0.01,-0.02,0.01
19:48:55:178,-0.00,-0.01,0.00
19:48:55:210,-0.00,0.01,-0.01
19:48:55:211,0.00,0.02,-0.02
19:48:55:212,0.00,0.03,-0.02
19:48:55:213,0.01,0.03,-0.02
19:48:55:214,0.01,0.03,-0.02
19:48:55:215,0.02,0.03,-0.02
19:48:55:216,0.03,0.02,-0.02
19:48:55:222,0.04,0.02,-0.01
19:48:55:223,0.05,0.02,-0.00
19:48:55:231,0.05,0.04,0.01
19:48:55:234,0.05,0.04,0.01
19:48:55:238,0.05,0.05,0.01
19:48:55:243,0.04,0.05,0.01
19:48:55:255,0.04,0.05,0.01
19:48:55:257,0.03,0.04,0.01
19:48:55:259,0.02,0.04,0.01
19:48:55:263,0.03,0.04,0.01
19:48:55:310,0.05,0.07,0.00
19:48:55:311,0.05,0.06,0.00
19:48:55:312,0.05,0.06,0.01
19:48:55:313,0.06,0.06,0.01
19:48:55:314,0.07,0.07,0.02
19:48:55:315,0.09,0.08,0.02
19:48:55:316,0.09,0.09,0.01
19:48:55:317,0.07,0.08,-0.00
19:48:55:318,0.04,0.06,-0.03
19:48:55:319,-0.01,0.05,-0.05
19:48:55:323,-0.04,0.03,-0.05
19:48:55:330,-0.07,0.01,-0.02
19:48:55:333,-0.08,0.03,-0.01
19:48:55:338,-0.06,0.01,0.01
19:48:55:343,-0.04,-0.00,0.04
19:48:55:352,-0.01,-0.01,0.06
19:48:55:354,0.03,-0.00,0.06
19:48:55:358,0.04,0.00,0.05
19:48:55:363,0.03,0.01,0.04
19:48:55:372,0.01,0.01,0.01
19:48:55:374,0.00,0.01,-0.01
19:48:55:378,-0.00,0.01,-0.03
19:48:55:383,-0.00,0.03,-0.04
