Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,
0.214286,,1.106125,,,,,,,,,,,,,,0.264797,,,,,,,,,,,,,,-1.292037,,,,,,,,,,,,,,0.625680,,,,,,,,,,,,,,-1.112416,,,,,,,,,,,,,,1.780136,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.394267,,,,,,,,,,,,,,-1.320246,,,,,,,,,,,,,
0.238095,,1.454657,,,,,,,,,,,,,,0.298829,,,,,,,,,,,,,,-1.549459,,,,,,,,,,,,,,0.082678,,,,,,,,,,,,,,-0.928761,,,,,,,,,,,,,,1.770342,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.396707,,,,,,,,,,,,,,-1.626994,,,,,,,,,,,,,
0.261905,,1.702001,,,,,,,,,,,,,,0.249413,,,,,,,,,,,,,,-1.797406,,,,,,,,,,,,,,-0.393587,,,,,,,,,,,,,,-0.377796,,,,,,,,,,,,,,1.643018,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.341869,,,,,,,,,,,,,,-1.849809,,,,,,,,,,,,,
0.285714,,1.969848,,,,,,,,,,,,,,0.024417,,,,,,,,,,,,,,-1.525696,,,,,,,,,,,,,,-0.572565,,,,,,,,,,,,,,-0.342354,,,,,,,,,,,,,,1.319810,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.081438,,,,,,,,,,,,,,-2.002957,,,,,,,,,,,,,
0.306122,,2.054124,,,,,,,,,,,,,,-0.159724,,,,,,,,,,,,,,-1.598216,,,,,,,,,,,,,,-0.508861,,,,,,,,,,,,,,0.372934,,,,,,,,,,,,,,0.913352,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.197683,,,,,,,,,,,,,,-2.041461,,,,,,,,,,,,,
0.326531,,1.958131,,,,,,,,,,,,,,-0.280647,,,,,,,,,,,,,,-1.356143,,,,,,,,,,,,,,-0.299547,,,,,,,,,,,,,,0.218277,,,,,,,,,,,,,,0.355083,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.472415,,,,,,,,,,,,,,-1.945800,,,,,,,,,,,,,
0.346939,,1.883051,,,,,,,,,,,,,,-0.350890,,,,,,,,,,,,,,-1.144486,,,,,,,,,,,,,,0.137281,,,,,,,,,,,,,,0.849792,,,,,,,,,,,,,,-0.217876,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.618032,,,,,,,,,,,,,,-1.872748,,,,,,,,,,,,,
0.367347,,1.601949,,,,,,,,,,,,,,-0.262563,,,,,,,,,,,,,,-1.060836,,,,,,,,,,,,,,0.786457,,,,,,,,,,,,,,1.735847,,,,,,,,,,,,,,-0.658614,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.497150,,,,,,,,,,,,,,-1.552886,,,,,,,,,,,,,
0.387755,,1.332320,,,,,,,,,,,,,,-0.044359,,,,,,,,,,,,,,-0.901631,,,,,,,,,,,,,,1.350693,,,,,,,,,,,,,,2.029050,,,,,,,,,,,,,,-0.976925,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.285286,,,,,,,,,,,,,,-1.231251,,,,,,,,,,,,,
0.408163,,0.951748,,,,,,,,,,,,,,0.245286,,,,,,,,,,,,,,-0.779485,,,,,,,,,,,,,,1.820891,,,,,,,,,,,,,,1.771289,,,,,,,,,,,,,,-1.300133,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.018699,,,,,,,,,,,,,,-0.863496,,,,,,,,,,,,,
0.428571,,0.625833,,,,,,,,,,,,,,0.583971,,,,,,,,,,,,,,-0.536424,,,,,,,,,,,,,,1.966500,,,,,,,,,,,,,,1.555414,,,,,,,,,,,,,,-1.383383,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.307361,,,,,,,,,,,,,,-0.516434,,,,,,,,,,,,,
0.446429,,0.192172,,,,,,,,,,,,,,0.972266,,,,,,,,,,,,,,-0.559051,,,,,,,,,,,,,,1.763254,,,,,,,,,,,,,,1.748735,,,,,,,,,,,,,,-1.231573,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.687730,,,,,,,,,,,,,,-0.148592,,,,,,,,,,,,,
0.464286,,-0.156536,,,,,,,,,,,,,,1.288783,,,,,,,,,,,,,,-0.249954,,,,,,,,,,,,,,1.411364,,,,,,,,,,,,,,1.326651,,,,,,,,,,,,,,-1.030793,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.994863,,,,,,,,,,,,,,0.189985,,,,,,,,,,,,,
0.482143,,-0.431968,,,,,,,,,,,,,,1.499736,,,,,,,,,,,,,,-0.113784,,,,,,,,,,,,,,1.004871,,,,,,,,,,,,,,1.400757,,,,,,,,,,,,,,-0.790835,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.235265,,,,,,,,,,,,,,0.462427,,,,,,,,,,,,,
0.500000,,-0.662638,,,,,,,,,,,,,,1.669786,,,,,,,,,,,,,,0.068231,,,,,,,,,,,,,,0.486137,,,,,,,,,,,,,,0.447040,,,,,,,,,,,,,,-0.448039,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.378857,,,,,,,,,,,,,,0.724764,,,,,,,,,,,,,
0.517857,,-0.708156,,,,,,,,,,,,,,1.769650,,,,,,,,,,,,,,0.117724,,,,,,,,,,,,,,-0.238877,,,,,,,,,,,,,,-0.957759,,,,,,,,,,,,,,-0.026889,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.449152,,,,,,,,,,,,,,0.803544,,,,,,,,,,,,,
0.535714,,-0.557300,,,,,,,,,,,,,,1.716058,,,,,,,,,,,,,,0.273109,,,,,,,,,,,,,,-0.945689,,,,,,,,,,,,,,-1.927586,,,,,,,,,,,,,,0.506893,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.480916,,,,,,,,,,,,,,0.658659,,,,,,,,,,,,,
0.553571,,-0.249746,,,,,,,,,,,,,,1.530349,,,,,,,,,,,,,,0.136577,,,,,,,,,,,,,,-1.491725,,,,,,,,,,,,,,-1.447505,,,,,,,,,,,,,,1.246354,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.463584,,,,,,,,,,,,,,0.398245,,,,,,,,,,,,,
0.571429,,-0.004408,,,,,,,,,,,,,,1.247019,,,,,,,,,,,,,,0.068371,,,,,,,,,,,,,,-1.661603,,,,,,,,,,,,,,-1.209076,,,,,,,,,,,,,,1.373678,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.295856,,,,,,,,,,,,,,0.117445,,,,,,,,,,,,,
0.591837,,0.210317,,,,,,,,,,,,,,0.959433,,,,,,,,,,,,,,-0.028099,,,,,,,,,,,,,,-1.394652,,,,,,,,,,,,,,-1.125304,,,,,,,,,,,,,,1.246354,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.111708,,,,,,,,,,,,,,-0.147138,,,,,,,,,,,,,
0.612245,,0.349210,,,,,,,,,,,,,,0.727333,,,,,,,,,,,,,,-0.252598,,,,,,,,,,,,,,-1.018494,,,,,,,,,,,,,,-1.054419,,,,,,,,,,,,,,1.138618,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.931931,,,,,,,,,,,,,,-0.329985,,,,,,,,,,,,,
0.632653,,0.588637,,,,,,,,,,,,,,0.584068,,,,,,,,,,,,,,-0.469636,,,,,,,,,,,,,,-0.669638,,,,,,,,,,,,,,-0.983535,,,,,,,,,,,,,,0.962322,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.830010,,,,,,,,,,,,,,-0.513706,,,,,,,,,,,,,
0.653061,,0.741035,,,,,,,,,,,,,,0.500806,,,,,,,,,,,,,,-0.726545,,,,,,,,,,,,,,-0.296514,,,,,,,,,,,,,,-0.403572,,,,,,,,,,,,,,0.692983,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.764982,,,,,,,,,,,,,,-0.642018,,,,,,,,,,,,,
0.673469,,0.771420,,,,,,,,,,,,,,0.477575,,,,,,,,,,,,,,-0.891691,,,,,,,,,,,,,,0.049309,,,,,,,,,,,,,,0.092618,,,,,,,,,,,,,,0.193480,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.771970,,,,,,,,,,,,,,-0.710698,,,,,,,,,,,,,
0.693878,,0.699402,,,,,,,,,,,,,,0.510772,,,,,,,,,,,,,,-1.181459,,,,,,,,,,,,,,0.304125,,,,,,,,,,,,,,0.511480,,,,,,,,,,,,,,-0.237464,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.756046,,,,,,,,,,,,,,-0.657842,,,,,,,,,,,,,
0.714286,,0.558739,,,,,,,,,,,,,,0.631239,,,,,,,,,,,,,,-1.135723,,,,,,,,,,,,,,0.401198,,,,,,,,,,,,,,0.421264,,,,,,,,,,,,,,-0.903468,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.795282,,,,,,,,,,,,,,-0.535376,,,,,,,,,,,,,
0.732143,,0.470098,,,,,,,,,,,,,,0.812999,,,,,,,,,,,,,,-1.059791,,,,,,,,,,,,,,0.376930,,,,,,,,,,,,,,0.305271,,,,,,,,,,,,,,-1.123837,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.943243,,,,,,,,,,,,,,-0.397833,,,,,,,,,,,,,
0.750000,,0.359082,,,,,,,,,,,,,,0.961423,,,,,,,,,,,,,,-0.949432,,,,,,,,,,,,,,0.106946,,,,,,,,,,,,,,0.334270,,,,,,,,,,,,,,-1.241367,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.041559,,,,,,,,,,,,,,-0.256326,,,,,,,,,,,,,
0.767857,,0.305035,,,,,,,,,,,,,,1.007826,,,,,,,,,,,,,,-0.728124,,,,,,,,,,,,,,-0.305614,,,,,,,,,,,,,,0.282717,,,,,,,,,,,,,,-1.349103,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.093860,,,,,,,,,,,,,,-0.155664,,,,,,,,,,,,,
0.785714,,0.135325,,,,,,,,,,,,,,0.954293,,,,,,,,,,,,,,-0.628744,,,,,,,,,,,,,,-0.724242,,,,,,,,,,,,,,0.624251,,,,,,,,,,,,,,-1.324618,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.058580,,,,,,,,,,,,,,-0.056026,,,,,,,,,,,,,
0.803571,,-0.051303,,,,,,,,,,,,,,0.807262,,,,,,,,,,,,,,-0.228252,,,,,,,,,,,,,,-1.176238,,,,,,,,,,,,,,0.608141,,,,,,,,,,,,,,-1.417663,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.949256,,,,,,,,,,,,,,0.076289,,,,,,,,,,,,,
0.821429,,-0.196132,,,,,,,,,,,,,,0.557690,,,,,,,,,,,,,,0.113916,,,,,,,,,,,,,,-1.464423,,,,,,,,,,,,,,0.737022,,,,,,,,,,,,,,-1.177705,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.690116,,,,,,,,,,,,,,0.179110,,,,,,,,,,,,,
0.839286,,-0.390874,,,,,,,,,,,,,,0.225211,,,,,,,,,,,,,,0.507458,,,,,,,,,,,,,,-1.555429,,,,,,,,,,,,,,0.869124,,,,,,,,,,,,,,-1.035690,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.372035,,,,,,,,,,,,,,0.317325,,,,,,,,,,,,,
0.857143,,-0.591015,,,,,,,,,,,,,,-0.120750,,,,,,,,,,,,,,0.737688,,,,,,,,,,,,,,-1.558463,,,,,,,,,,,,,,0.788574,,,,,,,,,,,,,,-0.927954,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.014155,,,,,,,,,,,,,,0.473736,,,,,,,,,,,,,
0.873016,,-0.759021,,,,,,,,,,,,,,-0.460390,,,,,,,,,,,,,,1.035321,,,,,,,,,,,,,,-1.349149,,,,,,,,,,,,,,0.807906,,,,,,,,,,,,,,-0.913263,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.346653,,,,,,,,,,,,,,0.658563,,,,,,,,,,,,,
0.888889,,-0.891074,,,,,,,,,,,,,,-0.753716,,,,,,,,,,,,,,1.175720,,,,,,,,,,,,,,-1.303646,,,,,,,,,,,,,,0.711245,,,,,,,,,,,,,,-0.893674,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.629390,,,,,,,,,,,,,,0.797078,,,,,,,,,,,,,
0.904762,,-0.988583,,,,,,,,,,,,,,-0.982493,,,,,,,,,,,,,,1.225334,,,,,,,,,,,,,,-1.094332,,,,,,,,,,,,,,0.666137,,,,,,,,,,,,,,-0.756556,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.876598,,,,,,,,,,,,,,0.903728,,,,,,,,,,,,,
0.920635,,-1.072679,,,,,,,,,,,,,,-1.199703,,,,,,,,,,,,,,1.354867,,,,,,,,,,,,,,-0.821315,,,,,,,,,,,,,,0.366490,,,,,,,,,,,,,,-0.653717,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.108637,,,,,,,,,,,,,,1.025811,,,,,,,,,,,,,
0.936508,,-1.137463,,,,,,,,,,,,,,-1.362238,,,,,,,,,,,,,,1.289823,,,,,,,,,,,,,,-0.487626,,,,,,,,,,,,,,0.350380,,,,,,,,,,,,,,-0.433348,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.301892,,,,,,,,,,,,,,1.102824,,,,,,,,,,,,,
0.952381,,-1.192276,,,,,,,,,,,,,,-1.457955,,,,,,,,,,,,,,1.223365,,,,,,,,,,,,,,-0.247977,,,,,,,,,,,,,,0.215055,,,,,,,,,,,,,,-0.364789,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.431120,,,,,,,,,,,,,,1.179699,,,,,,,,,,,,,
0.968254,,-1.208232,,,,,,,,,,,,,,-1.464221,,,,,,,,,,,,,,1.098200,,,,,,,,,,,,,,-0.129670,,,,,,,,,,,,,,0.105506,,,,,,,,,,,,,,-0.310921,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.448429,,,,,,,,,,,,,,1.207577,,,,,,,,,,,,,
0.984127,,-1.213380,,,,,,,,,,,,,,-1.457482,,,,,,,,,,,,,,1.072427,,,,,,,,,,,,,,-0.008328,,,,,,,,,,,,,,0.099062,,,,,,,,,,,,,,-0.217876,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.440615,,,,,,,,,,,,,,1.212525,,,,,,,,,,,,,
1.000000,,-1.248397,,,,,,,,,,,,,,-1.461531,,,,,,,,,,,,,,0.932891,,,,,,,,,,,,,,-0.059898,,,,,,,,,,,,,,0.012068,,,,,,,,,,,,,,-0.110140,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.442058,,,,,,,,,,,,,,1.220539,,,,,,,,,,,,,
0.000000,,,-1.431923,,,,,,,,,,,,,,-1.460807,,,,,,,,,,,,,,1.084935,,,,,,,,,,,,,,-0.032242,,,,,,,,,,,,,,0.186863,,,,,,,,,,,,,,0.100559,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.451632,,,,,,,,,,,,,,1.352153,,,,,,,,,,,,
0.017857,,,-1.436746,,,,,,,,,,,,,,-1.482279,,,,,,,,,,,,,,1.182591,,,,,,,,,,,,,,-0.011392,,,,,,,,,,,,,,0.277899,,,,,,,,,,,,,,0.202055,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.452603,,,,,,,,,,,,,,1.344713,,,,,,,,,,,,
0.035714,,,-1.444181,,,,,,,,,,,,,,-1.477538,,,,,,,,,,,,,,1.435667,,,,,,,,,,,,,,0.045202,,,,,,,,,,,,,,0.001150,,,,,,,,,,,,,,0.367655,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.426080,,,,,,,,,,,,,,1.382557,,,,,,,,,,,,
0.053571,,,-1.402766,,,,,,,,,,,,,,-1.450373,,,,,,,,,,,,,,1.577590,,,,,,,,,,,,,,0.295407,,,,,,,,,,,,,,-0.242826,,,,,,,,,,,,,,0.442441,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.387144,,,,,,,,,,,,,,1.321884,,,,,,,,,,,,
0.071429,,,-1.299530,,,,,,,,,,,,,,-1.391955,,,,,,,,,,,,,,1.645917,,,,,,,,,,,,,,0.620077,,,,,,,,,,,,,,-0.537782,,,,,,,,,,,,,,0.538596,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.357441,,,,,,,,,,,,,,1.220468,,,,,,,,,,,,
0.089286,,,-1.201065,,,,,,,,,,,,,,-1.241826,,,,,,,,,,,,,,1.584493,,,,,,,,,,,,,,0.906026,,,,,,,,,,,,,,-0.679798,,,,,,,,,,,,,,0.720221,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.244796,,,,,,,,,,,,,,1.066013,,,,,,,,,,,,
0.107143,,,-1.072251,,,,,,,,,,,,,,-1.063906,,,,,,,,,,,,,,1.325240,,,,,,,,,,,,,,1.105594,,,,,,,,,,,,,,-0.883719,,,,,,,,,,,,,,0.998000,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,1.115372,,,,,,,,,,,,,,0.892018,,,,,,,,,,,,
0.125000,,,-0.851537,,,,,,,,,,,,,,-0.874094,,,,,,,,,,,,,,1.060504,,,,,,,,,,,,,,1.188996,,,,,,,,,,,,,,-1.437217,,,,,,,,,,,,,,1.238386,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.943904,,,,,,,,,,,,,,0.632559,,,,,,,,,,,,
0.142857,,,-0.453063,,,,,,,,,,,,,,-0.674226,,,,,,,,,,,,,,0.660952,,,,,,,,,,,,,,1.281333,,,,,,,,,,,,,,-1.644779,,,,,,,,,,,,,,1.537533,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.792640,,,,,,,,,,,,,,0.200098,,,,,,,,,,,,
0.163265,,,-0.025665,,,,,,,,,,,,,,-0.437580,,,,,,,,,,,,,,0.137089,,,,,,,,,,,,,,1.203889,,,,,,,,,,,,,,-1.703042,,,,,,,,,,,,,,1.804629,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.578646,,,,,,,,,,,,,,-0.253052,,,,,,,,,,,,
0.183673,,,0.386041,,,,,,,,,,,,,,-0.265004,,,,,,,,,,,,,,-0.492823,,,,,,,,,,,,,,1.019214,,,,,,,,,,,,,,-1.593799,,,,,,,,,,,,,,1.916809,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.448150,,,,,,,,,,,,,,-0.689421,,,,,,,,,,,,
0.204082,,,0.832482,,,,,,,,,,,,,,-0.142983,,,,,,,,,,,,,,-1.054362,,,,,,,,,,,,,,0.611142,,,,,,,,,,,,,,-1.389878,,,,,,,,,,,,,,2.077066,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.373249,,,,,,,,,,,,,,-1.097268,,,,,,,,,,,,
0.224490,,,1.173020,,,,,,,,,,,,,,-0.096006,,,,,,,,,,,,,,-1.496299,,,,,,,,,,,,,,0.086903,,,,,,,,,,,,,,-1.011169,,,,,,,,,,,,,,2.087750,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.324506,,,,,,,,,,,,,,-1.450848,,,,,,,,,,,,
0.244898,,,1.455969,,,,,,,,,,,,,,-0.197753,,,,,,,,,,,,,,-1.471283,,,,,,,,,,,,,,-0.309255,,,,,,,,,,,,,,-1.033018,,,,,,,,,,,,,,1.970228,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.389372,,,,,,,,,,,,,,-1.667711,,,,,,,,,,,,
0.265306,,,1.785207,,,,,,,,,,,,,,-0.284429,,,,,,,,,,,,,,-1.478800,,,,,,,,,,,,,,-0.499887,,,,,,,,,,,,,,-0.563272,,,,,,,,,,,,,,1.745868,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.474537,,,,,,,,,,,,,,-1.902042,,,,,,,,,,,,
0.285714,,,1.858891,,,,,,,,,,,,,,-0.386636,,,,,,,,,,,,,,-1.457905,,,,,,,,,,,,,,-0.535631,,,,,,,,,,,,,,0.481819,,,,,,,,,,,,,,1.286463,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.577737,,,,,,,,,,,,,,-1.957704,,,,,,,,,,,,
0.309524,,,1.707331,,,,,,,,,,,,,,-0.513783,,,,,,,,,,,,,,-1.316888,,,,,,,,,,,,,,-0.422443,,,,,,,,,,,,,,0.423556,,,,,,,,,,,,,,0.933897,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.685123,,,,,,,,,,,,,,-1.833025,,,,,,,,,,,,
0.333333,,,1.663401,,,,,,,,,,,,,,-0.601319,,,,,,,,,,,,,,-1.144786,,,,,,,,,,,,,,-0.056071,,,,,,,,,,,,,,0.299748,,,,,,,,,,,,,,0.378339,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.787210,,,,,,,,,,,,,,-1.713866,,,,,,,,,,,,
0.357143,,,1.474024,,,,,,,,,,,,,,-0.543907,,,,,,,,,,,,,,-1.065313,,,,,,,,,,,,,,0.551569,,,,,,,,,,,,,,0.733078,,,,,,,,,,,,,,-0.065040,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.703533,,,,,,,,,,,,,,-1.618230,,,,,,,,,,,,
0.380952,,,1.175840,,,,,,,,,,,,,,-0.363587,,,,,,,,,,,,,,-0.697482,,,,,,,,,,,,,,1.200910,,,,,,,,,,,,,,1.537835,,,,,,,,,,,,,,-0.422948,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.485712,,,,,,,,,,,,,,-1.348629,,,,,,,,,,,,
0.404762,,,0.938919,,,,,,,,,,,,,,-0.088024,,,,,,,,,,,,,,-0.563840,,,,,,,,,,,,,,1.769828,,,,,,,,,,,,,,1.894696,,,,,,,,,,,,,,-0.812908,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.193151,,,,,,,,,,,,,,-1.008528,,,,,,,,,,,,
0.428571,,,0.623838,,,,,,,,,,,,,,0.354769,,,,,,,,,,,,,,-0.931689,,,,,,,,,,,,,,2.121306,,,,,,,,,,,,,,1.581533,,,,,,,,,,,,,,-1.197525,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.136455,,,,,,,,,,,,,,-0.670625,,,,,,,,,,,,
0.444444,,,0.212228,,,,,,,,,,,,,,0.703534,,,,,,,,,,,,,,-0.824996,,,,,,,,,,,,,,2.091520,,,,,,,,,,,,,,1.392178,,,,,,,,,,,,,,-1.197525,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.476168,,,,,,,,,,,,,,-0.273638,,,,,,,,,,,,
0.460317,,,-0.017848,,,,,,,,,,,,,,1.046695,,,,,,,,,,,,,,-0.678761,,,,,,,,,,,,,,1.927696,,,,,,,,,,,,,,0.882377,,,,,,,,,,,,,,-0.983849,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.801314,,,,,,,,,,,,,,0.018516,,,,,,,,,,,,
0.476190,,,-0.190008,,,,,,,,,,,,,,1.392910,,,,,,,,,,,,,,-0.503286,,,,,,,,,,,,,,1.603025,,,,,,,,,,,,,,1.042600,,,,,,,,,,,,,,-0.962481,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.116944,,,,,,,,,,,,,,0.293188,,,,,,,,,,,,
0.492063,,,-0.501577,,,,,,,,,,,,,,1.654759,,,,,,,,,,,,,,-0.345732,,,,,,,,,,,,,,1.066872,,,,,,,,,,,,,,1.075373,,,,,,,,,,,,,,-0.711411,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.350315,,,,,,,,,,,,,,0.575877,,,,,,,,,,,,
0.507937,,,-0.699143,,,,,,,,,,,,,,1.799691,,,,,,,,,,,,,,-0.053789,,,,,,,,,,,,,,0.325193,,,,,,,,,,,,,,0.649325,,,,,,,,,,,,,,-0.465683,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.474748,,,,,,,,,,,,,,0.826965,,,,,,,,,,,,
0.523810,,,-0.783326,,,,,,,,,,,,,,1.821498,,,,,,,,,,,,,,-0.089989,,,,,,,,,,,,,,-0.458186,,,,,,,,,,,,,,-0.574197,,,,,,,,,,,,,,-0.262691,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.474358,,,,,,,,,,,,,,0.892715,,,,,,,,,,,,
0.539683,,,-0.821243,,,,,,,,,,,,,,1.749136,,,,,,,,,,,,,,0.029650,,,,,,,,,,,,,,-1.158164,,,,,,,,,,,,,,-1.495480,,,,,,,,,,,,,,0.159320,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.425692,,,,,,,,,,,,,,0.866560,,,,,,,,,,,,
0.555556,,,-0.574928,,,,,,,,,,,,,,1.515032,,,,,,,,,,,,,,-0.397504,,,,,,,,,,,,,,-1.673467,,,,,,,,,,,,,,-1.673910,,,,,,,,,,,,,,0.666802,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.352499,,,,,,,,,,,,,,0.590239,,,,,,,,,,,,
0.571429,,,-0.252319,,,,,,,,,,,,,,1.248165,,,,,,,,,,,,,,-0.486645,,,,,,,,,,,,,,-1.727082,,,,,,,,,,,,,,-1.735815,,,,,,,,,,,,,,0.752272,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.175703,,,,,,,,,,,,,,0.227778,,,,,,,,,,,,
0.589286,,,0.087184,,,,,,,,,,,,,,0.997557,,,,,,,,,,,,,,-0.542274,,,,,,,,,,,,,,-1.661552,,,,,,,,,,,,,,-1.582874,,,,,,,,,,,,,,0.650776,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.025910,,,,,,,,,,,,,,-0.131372,,,,,,,,,,,,
0.607143,,,0.333999,,,,,,,,,,,,,,0.708637,,,,,,,,,,,,,,-0.639161,,,,,,,,,,,,,,-1.369647,,,,,,,,,,,,,,-1.338898,,,,,,,,,,,,,,0.656118,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.786468,,,,,,,,,,,,,,-0.408112,,,,,,,,,,,,
