Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,aclx 15,aclx 16,aclx 17,aclx 18,aclx 19,aclx 20,aclx 21,aclx 22,aclx 23,aclx 24,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,acly 15,acly 16,acly 17,acly 18,acly 19,acly 20,acly 21,acly 22,acly 23,acly 24,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,aclz 15,aclz 16,aclz 17,aclz 18,aclz 19,aclz 20,aclz 21,aclz 22,aclz 23,aclz 24,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyrx 15,gyrx 16,gyrx 17,gyrx 18,gyrx 19,gyrx 20,gyrx 21,gyrx 22,gyrx 23,gyrx 24,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyry 15,gyry 16,gyry 17,gyry 18,gyry 19,gyry 20,gyry 21,gyry 22,gyry 23,gyry 24,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,gyrz 15,gyrz 16,gyrz 17,gyrz 18,gyrz 19,gyrz 20,gyrz 21,gyrz 22,gyrz 23,gyrz 24,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magr 15,magr 16,magr 17,magr 18,magr 19,magr 20,magr 21,magr 22,magr 23,magr 24,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magphi 15,magphi 16,magphi 17,magphi 18,magphi 19,magphi 20,magphi 21,magphi 22,magphi 23,magphi 24,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,magtheta 15,magtheta 16,magtheta 17,magtheta 18,magtheta 19,magtheta 20,magtheta 21,magtheta 22,magtheta 23,magtheta 24,
0.612245,,,,,,,,,,,,,,,,,,0.014350,,,,,,,,,,,,,,,,,,,,,,,,0.038485,,,,,,,,,,,,,,,,,,,,,,,,-0.021377,,,,,,,,,,,,,,,,,,,,,,,,-0.023127,,,,,,,,,,,,,,,,,,,,,,,,-0.066137,,,,,,,,,,,,,,,,,,,,,,,,0.046851,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.033886,,,,,,,,,,,,,,,,,,,,,,,,-0.018434,,,,,,,
0.632653,,,,,,,,,,,,,,,,,,0.026890,,,,,,,,,,,,,,,,,,,,,,,,0.036416,,,,,,,,,,,,,,,,,,,,,,,,-0.020786,,,,,,,,,,,,,,,,,,,,,,,,-0.018840,,,,,,,,,,,,,,,,,,,,,,,,-0.061584,,,,,,,,,,,,,,,,,,,,,,,,0.041076,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.035425,,,,,,,,,,,,,,,,,,,,,,,,-0.028927,,,,,,,
0.653061,,,,,,,,,,,,,,,,,,0.039527,,,,,,,,,,,,,,,,,,,,,,,,0.034954,,,,,,,,,,,,,,,,,,,,,,,,-0.023846,,,,,,,,,,,,,,,,,,,,,,,,-0.008925,,,,,,,,,,,,,,,,,,,,,,,,-0.066070,,,,,,,,,,,,,,,,,,,,,,,,0.032350,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.038271,,,,,,,,,,,,,,,,,,,,,,,,-0.039691,,,,,,,
0.673469,,,,,,,,,,,,,,,,,,0.052094,,,,,,,,,,,,,,,,,,,,,,,,0.034146,,,,,,,,,,,,,,,,,,,,,,,,-0.026290,,,,,,,,,,,,,,,,,,,,,,,,0.001168,,,,,,,,,,,,,,,,,,,,,,,,-0.060245,,,,,,,,,,,,,,,,,,,,,,,,0.024394,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.043166,,,,,,,,,,,,,,,,,,,,,,,,-0.049642,,,,,,,
0.693878,,,,,,,,,,,,,,,,,,0.063119,,,,,,,,,,,,,,,,,,,,,,,,0.033967,,,,,,,,,,,,,,,,,,,,,,,,-0.032080,,,,,,,,,,,,,,,,,,,,,,,,0.003669,,,,,,,,,,,,,,,,,,,,,,,,-0.040892,,,,,,,,,,,,,,,,,,,,,,,,0.017336,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.049284,,,,,,,,,,,,,,,,,,,,,,,,-0.057473,,,,,,,
0.714286,,,,,,,,,,,,,,,,,,0.070696,,,,,,,,,,,,,,,,,,,,,,,,0.033338,,,,,,,,,,,,,,,,,,,,,,,,-0.033176,,,,,,,,,,,,,,,,,,,,,,,,0.001258,,,,,,,,,,,,,,,,,,,,,,,,-0.012633,,,,,,,,,,,,,,,,,,,,,,,,0.001937,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.054246,,,,,,,,,,,,,,,,,,,,,,,,-0.062601,,,,,,,
0.734694,,,,,,,,,,,,,,,,,,0.072491,,,,,,,,,,,,,,,,,,,,,,,,0.033568,,,,,,,,,,,,,,,,,,,,,,,,-0.032380,,,,,,,,,,,,,,,,,,,,,,,,0.001794,,,,,,,,,,,,,,,,,,,,,,,,-0.000714,,,,,,,,,,,,,,,,,,,,,,,,-0.013462,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.055931,,,,,,,,,,,,,,,,,,,,,,,,-0.063849,,,,,,,
0.755102,,,,,,,,,,,,,,,,,,0.070599,,,,,,,,,,,,,,,,,,,,,,,,0.034525,,,,,,,,,,,,,,,,,,,,,,,,-0.031337,,,,,,,,,,,,,,,,,,,,,,,,-0.008568,,,,,,,,,,,,,,,,,,,,,,,,0.017300,,,,,,,,,,,,,,,,,,,,,,,,-0.021418,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.056601,,,,,,,,,,,,,,,,,,,,,,,,-0.060685,,,,,,,
0.775510,,,,,,,,,,,,,,,,,,0.065693,,,,,,,,,,,,,,,,,,,,,,,,0.034053,,,,,,,,,,,,,,,,,,,,,,,,-0.033815,,,,,,,,,,,,,,,,,,,,,,,,-0.024289,,,,,,,,,,,,,,,,,,,,,,,,0.021518,,,,,,,,,,,,,,,,,,,,,,,,-0.030914,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.054869,,,,,,,,,,,,,,,,,,,,,,,,-0.056232,,,,,,,
0.795918,,,,,,,,,,,,,,,,,,0.059765,,,,,,,,,,,,,,,,,,,,,,,,0.030344,,,,,,,,,,,,,,,,,,,,,,,,-0.026571,,,,,,,,,,,,,,,,,,,,,,,,-0.043314,,,,,,,,,,,,,,,,,,,,,,,,0.024666,,,,,,,,,,,,,,,,,,,,,,,,-0.034122,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.049577,,,,,,,,,,,,,,,,,,,,,,,,-0.050931,,,,,,,
0.816327,,,,,,,,,,,,,,,,,,0.052255,,,,,,,,,,,,,,,,,,,,,,,,0.023803,,,,,,,,,,,,,,,,,,,,,,,,-0.018755,,,,,,,,,,,,,,,,,,,,,,,,-0.058767,,,,,,,,,,,,,,,,,,,,,,,,0.037255,,,,,,,,,,,,,,,,,,,,,,,,-0.030401,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.040563,,,,,,,,,,,,,,,,,,,,,,,,-0.042338,,,,,,,
0.836735,,,,,,,,,,,,,,,,,,0.044546,,,,,,,,,,,,,,,,,,,,,,,,0.016326,,,,,,,,,,,,,,,,,,,,,,,,-0.012153,,,,,,,,,,,,,,,,,,,,,,,,-0.066270,,,,,,,,,,,,,,,,,,,,,,,,0.037322,,,,,,,,,,,,,,,,,,,,,,,,-0.029759,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.028852,,,,,,,,,,,,,,,,,,,,,,,,-0.034062,,,,,,,
0.857143,,,,,,,,,,,,,,,,,,0.036648,,,,,,,,,,,,,,,,,,,,,,,,0.008200,,,,,,,,,,,,,,,,,,,,,,,,-0.006556,,,,,,,,,,,,,,,,,,,,,,,,-0.069486,,,,,,,,,,,,,,,,,,,,,,,,0.037054,,,,,,,,,,,,,,,,,,,,,,,,-0.029246,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.015641,,,,,,,,,,,,,,,,,,,,,,,,-0.026882,,,,,,,
0.877551,,,,,,,,,,,,,,,,,,0.028519,,,,,,,,,,,,,,,,,,,,,,,,-0.000456,,,,,,,,,,,,,,,,,,,,,,,,-0.001189,,,,,,,,,,,,,,,,,,,,,,,,-0.065734,,,,,,,,,,,,,,,,,,,,,,,,0.030826,,,,,,,,,,,,,,,,,,,,,,,,-0.028219,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002510,,,,,,,,,,,,,,,,,,,,,,,,-0.020696,,,,,,,
0.897959,,,,,,,,,,,,,,,,,,0.021420,,,,,,,,,,,,,,,,,,,,,,,,-0.009140,,,,,,,,,,,,,,,,,,,,,,,,0.003887,,,,,,,,,,,,,,,,,,,,,,,,-0.059571,,,,,,,,,,,,,,,,,,,,,,,,0.027612,,,,,,,,,,,,,,,,,,,,,,,,-0.025011,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.009225,,,,,,,,,,,,,,,,,,,,,,,,-0.014704,,,,,,,
0.918367,,,,,,,,,,,,,,,,,,0.015730,,,,,,,,,,,,,,,,,,,,,,,,-0.017263,,,,,,,,,,,,,,,,,,,,,,,,0.010551,,,,,,,,,,,,,,,,,,,,,,,,-0.046173,,,,,,,,,,,,,,,,,,,,,,,,0.016965,,,,,,,,,,,,,,,,,,,,,,,,-0.019493,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.019634,,,,,,,,,,,,,,,,,,,,,,,,-0.008685,,,,,,,
0.938776,,,,,,,,,,,,,,,,,,0.012302,,,,,,,,,,,,,,,,,,,,,,,,-0.023749,,,,,,,,,,,,,,,,,,,,,,,,0.015662,,,,,,,,,,,,,,,,,,,,,,,,-0.030184,,,,,,,,,,,,,,,,,,,,,,,,0.011608,,,,,,,,,,,,,,,,,,,,,,,,-0.007816,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.026968,,,,,,,,,,,,,,,,,,,,,,,,-0.002715,,,,,,,
0.959184,,,,,,,,,,,,,,,,,,0.010204,,,,,,,,,,,,,,,,,,,,,,,,-0.026289,,,,,,,,,,,,,,,,,,,,,,,,0.011887,,,,,,,,,,,,,,,,,,,,,,,,-0.012945,,,,,,,,,,,,,,,,,,,,,,,,0.007456,,,,,,,,,,,,,,,,,,,,,,,,-0.004094,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.029475,,,,,,,,,,,,,,,,,,,,,,,,0.001396,,,,,,,
0.979592,,,,,,,,,,,,,,,,,,0.008734,,,,,,,,,,,,,,,,,,,,,,,,-0.026603,,,,,,,,,,,,,,,,,,,,,,,,0.008230,,,,,,,,,,,,,,,,,,,,,,,,-0.005084,,,,,,,,,,,,,,,,,,,,,,,,0.005313,,,,,,,,,,,,,,,,,,,,,,,,-0.002811,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.029785,,,,,,,,,,,,,,,,,,,,,,,,0.002766,,,,,,,
1.000000,,,,,,,,,,,,,,,,,,0.007324,,,,,,,,,,,,,,,,,,,,,,,,-0.027064,,,,,,,,,,,,,,,,,,,,,,,,0.007617,,,,,,,,,,,,,,,,,,,,,,,,-0.001869,,,,,,,,,,,,,,,,,,,,,,,,0.005916,,,,,,,,,,,,,,,,,,,,,,,,-0.002554,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.029979,,,,,,,,,,,,,,,,,,,,,,,,0.004063,,,,,,,
0.000000,,,,,,,,,,,,,,,,,,,0.002541,,,,,,,,,,,,,,,,,,,,,,,,-0.020361,,,,,,,,,,,,,,,,,,,,,,,,0.011134,,,,,,,,,,,,,,,,,,,,,,,,-0.000439,,,,,,,,,,,,,,,,,,,,,,,,0.000626,,,,,,,,,,,,,,,,,,,,,,,,-0.004351,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.026570,,,,,,,,,,,,,,,,,,,,,,,,0.005083,,,,,,
0.021739,,,,,,,,,,,,,,,,,,,0.002798,,,,,,,,,,,,,,,,,,,,,,,,-0.019703,,,,,,,,,,,,,,,,,,,,,,,,0.012223,,,,,,,,,,,,,,,,,,,,,,,,-0.000082,,,,,,,,,,,,,,,,,,,,,,,,0.000693,,,,,,,,,,,,,,,,,,,,,,,,-0.002939,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.026202,,,,,,,,,,,,,,,,,,,,,,,,0.004058,,,,,,
0.043478,,,,,,,,,,,,,,,,,,,0.003540,,,,,,,,,,,,,,,,,,,,,,,,-0.019239,,,,,,,,,,,,,,,,,,,,,,,,0.016800,,,,,,,,,,,,,,,,,,,,,,,,0.002240,,,,,,,,,,,,,,,,,,,,,,,,0.001898,,,,,,,,,,,,,,,,,,,,,,,,-0.002426,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.026218,,,,,,,,,,,,,,,,,,,,,,,,0.003309,,,,,,
0.065217,,,,,,,,,,,,,,,,,,,0.004004,,,,,,,,,,,,,,,,,,,,,,,,-0.018578,,,,,,,,,,,,,,,,,,,,,,,,0.020554,,,,,,,,,,,,,,,,,,,,,,,,0.008493,,,,,,,,,,,,,,,,,,,,,,,,0.000358,,,,,,,,,,,,,,,,,,,,,,,,-0.001399,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.025971,,,,,,,,,,,,,,,,,,,,,,,,0.002959,,,,,,
0.086957,,,,,,,,,,,,,,,,,,,0.004752,,,,,,,,,,,,,,,,,,,,,,,,-0.017013,,,,,,,,,,,,,,,,,,,,,,,,0.021004,,,,,,,,,,,,,,,,,,,,,,,,0.017425,,,,,,,,,,,,,,,,,,,,,,,,-0.001785,,,,,,,,,,,,,,,,,,,,,,,,-0.003196,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.024701,,,,,,,,,,,,,,,,,,,,,,,,0.001174,,,,,,
0.108696,,,,,,,,,,,,,,,,,,,0.005795,,,,,,,,,,,,,,,,,,,,,,,,-0.013833,,,,,,,,,,,,,,,,,,,,,,,,0.018851,,,,,,,,,,,,,,,,,,,,,,,,0.027340,,,,,,,,,,,,,,,,,,,,,,,,-0.002388,,,,,,,,,,,,,,,,,,,,,,,,-0.006404,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.021929,,,,,,,,,,,,,,,,,,,,,,,,-0.002161,,,,,,
0.130435,,,,,,,,,,,,,,,,,,,0.005530,,,,,,,,,,,,,,,,,,,,,,,,-0.009676,,,,,,,,,,,,,,,,,,,,,,,,0.014098,,,,,,,,,,,,,,,,,,,,,,,,0.038327,,,,,,,,,,,,,,,,,,,,,,,,-0.004598,,,,,,,,,,,,,,,,,,,,,,,,-0.010511,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.017465,,,,,,,,,,,,,,,,,,,,,,,,-0.004525,,,,,,
0.152174,,,,,,,,,,,,,,,,,,,0.005907,,,,,,,,,,,,,,,,,,,,,,,,-0.003852,,,,,,,,,,,,,,,,,,,,,,,,0.005133,,,,,,,,,,,,,,,,,,,,,,,,0.047795,,,,,,,,,,,,,,,,,,,,,,,,-0.009017,,,,,,,,,,,,,,,,,,,,,,,,-0.009997,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011476,,,,,,,,,,,,,,,,,,,,,,,,-0.009666,,,,,,
0.173913,,,,,,,,,,,,,,,,,,,0.008004,,,,,,,,,,,,,,,,,,,,,,,,0.003289,,,,,,,,,,,,,,,,,,,,,,,,-0.005429,,,,,,,,,,,,,,,,,,,,,,,,0.050475,,,,,,,,,,,,,,,,,,,,,,,,-0.013906,,,,,,,,,,,,,,,,,,,,,,,,-0.003581,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.003960,,,,,,,,,,,,,,,,,,,,,,,,-0.014688,,,,,,
0.195652,,,,,,,,,,,,,,,,,,,0.012941,,,,,,,,,,,,,,,,,,,,,,,,0.010119,,,,,,,,,,,,,,,,,,,,,,,,-0.015986,,,,,,,,,,,,,,,,,,,,,,,,0.047795,,,,,,,,,,,,,,,,,,,,,,,,-0.021539,,,,,,,,,,,,,,,,,,,,,,,,0.003862,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.003659,,,,,,,,,,,,,,,,,,,,,,,,-0.021262,,,,,,
0.217391,,,,,,,,,,,,,,,,,,,0.018435,,,,,,,,,,,,,,,,,,,,,,,,0.015648,,,,,,,,,,,,,,,,,,,,,,,,-0.028875,,,,,,,,,,,,,,,,,,,,,,,,0.041185,,,,,,,,,,,,,,,,,,,,,,,,-0.028169,,,,,,,,,,,,,,,,,,,,,,,,0.012460,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.010990,,,,,,,,,,,,,,,,,,,,,,,,-0.030542,,,,,,
0.239130,,,,,,,,,,,,,,,,,,,0.028306,,,,,,,,,,,,,,,,,,,,,,,,0.019407,,,,,,,,,,,,,,,,,,,,,,,,-0.037639,,,,,,,,,,,,,,,,,,,,,,,,0.035022,,,,,,,,,,,,,,,,,,,,,,,,-0.030513,,,,,,,,,,,,,,,,,,,,,,,,0.009123,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.016574,,,,,,,,,,,,,,,,,,,,,,,,-0.041403,,,,,,
0.260870,,,,,,,,,,,,,,,,,,,0.034241,,,,,,,,,,,,,,,,,,,,,,,,0.022728,,,,,,,,,,,,,,,,,,,,,,,,-0.038381,,,,,,,,,,,,,,,,,,,,,,,,0.023856,,,,,,,,,,,,,,,,,,,,,,,,-0.018995,,,,,,,,,,,,,,,,,,,,,,,,0.012331,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.021010,,,,,,,,,,,,,,,,,,,,,,,,-0.050160,,,,,,
0.282609,,,,,,,,,,,,,,,,,,,0.039316,,,,,,,,,,,,,,,,,,,,,,,,0.025766,,,,,,,,,,,,,,,,,,,,,,,,-0.044448,,,,,,,,,,,,,,,,,,,,,,,,0.019926,,,,,,,,,,,,,,,,,,,,,,,,-0.015312,,,,,,,,,,,,,,,,,,,,,,,,0.011433,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.025357,,,,,,,,,,,,,,,,,,,,,,,,-0.055570,,,,,,
0.304348,,,,,,,,,,,,,,,,,,,0.041400,,,,,,,,,,,,,,,,,,,,,,,,0.028865,,,,,,,,,,,,,,,,,,,,,,,,-0.041130,,,,,,,,,,,,,,,,,,,,,,,,0.003312,,,,,,,,,,,,,,,,,,,,,,,,0.032500,,,,,,,,,,,,,,,,,,,,,,,,0.012331,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.029635,,,,,,,,,,,,,,,,,,,,,,,,-0.057763,,,,,,
0.326087,,,,,,,,,,,,,,,,,,,0.033744,,,,,,,,,,,,,,,,,,,,,,,,0.029502,,,,,,,,,,,,,,,,,,,,,,,,-0.043175,,,,,,,,,,,,,,,,,,,,,,,,0.011441,,,,,,,,,,,,,,,,,,,,,,,,0.036518,,,,,,,,,,,,,,,,,,,,,,,,0.002707,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.029959,,,,,,,,,,,,,,,,,,,,,,,,-0.052440,,,,,,
0.347826,,,,,,,,,,,,,,,,,,,0.029242,,,,,,,,,,,,,,,,,,,,,,,,0.030252,,,,,,,,,,,,,,,,,,,,,,,,-0.033779,,,,,,,,,,,,,,,,,,,,,,,,0.008939,,,,,,,,,,,,,,,,,,,,,,,,0.044286,,,,,,,,,,,,,,,,,,,,,,,,-0.002554,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.028476,,,,,,,,,,,,,,,,,,,,,,,,-0.046559,,,,,,
0.369565,,,,,,,,,,,,,,,,,,,0.020032,,,,,,,,,,,,,,,,,,,,,,,,0.030158,,,,,,,,,,,,,,,,,,,,,,,,-0.031008,,,,,,,,,,,,,,,,,,,,,,,,0.009833,,,,,,,,,,,,,,,,,,,,,,,,0.049174,,,,,,,,,,,,,,,,,,,,,,,,-0.009099,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.026514,,,,,,,,,,,,,,,,,,,,,,,,-0.039097,,,,,,
0.391304,,,,,,,,,,,,,,,,,,,0.010260,,,,,,,,,,,,,,,,,,,,,,,,0.031617,,,,,,,,,,,,,,,,,,,,,,,,-0.028086,,,,,,,,,,,,,,,,,,,,,,,,0.013316,,,,,,,,,,,,,,,,,,,,,,,,0.054465,,,,,,,,,,,,,,,,,,,,,,,,-0.016413,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.025170,,,,,,,,,,,,,,,,,,,,,,,,-0.029081,,,,,,
0.413043,,,,,,,,,,,,,,,,,,,-0.003863,,,,,,,,,,,,,,,,,,,,,,,,0.034575,,,,,,,,,,,,,,,,,,,,,,,,-0.027437,,,,,,,,,,,,,,,,,,,,,,,,0.009922,,,,,,,,,,,,,,,,,,,,,,,,0.055737,,,,,,,,,,,,,,,,,,,,,,,,-0.010254,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.025213,,,,,,,,,,,,,,,,,,,,,,,,-0.017180,,,,,,
0.434783,,,,,,,,,,,,,,,,,,,-0.013496,,,,,,,,,,,,,,,,,,,,,,,,0.036805,,,,,,,,,,,,,,,,,,,,,,,,-0.030139,,,,,,,,,,,,,,,,,,,,,,,,0.006885,,,,,,,,,,,,,,,,,,,,,,,,0.041540,,,,,,,,,,,,,,,,,,,,,,,,-0.006276,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.025073,,,,,,,,,,,,,,,,,,,,,,,,-0.006487,,,,,,
0.456522,,,,,,,,,,,,,,,,,,,-0.022608,,,,,,,,,,,,,,,,,,,,,,,,0.037826,,,,,,,,,,,,,,,,,,,,,,,,-0.025038,,,,,,,,,,,,,,,,,,,,,,,,-0.004548,,,,,,,,,,,,,,,,,,,,,,,,0.035581,,,,,,,,,,,,,,,,,,,,,,,,0.003349,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.023884,,,,,,,,,,,,,,,,,,,,,,,,0.002330,,,,,,
0.478261,,,,,,,,,,,,,,,,,,,-0.027817,,,,,,,,,,,,,,,,,,,,,,,,0.037513,,,,,,,,,,,,,,,,,,,,,,,,-0.024056,,,,,,,,,,,,,,,,,,,,,,,,-0.000350,,,,,,,,,,,,,,,,,,,,,,,,-0.018057,,,,,,,,,,,,,,,,,,,,,,,,0.010406,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.021472,,,,,,,,,,,,,,,,,,,,,,,,0.007707,,,,,,
0.500000,,,,,,,,,,,,,,,,,,,-0.022496,,,,,,,,,,,,,,,,,,,,,,,,0.038502,,,,,,,,,,,,,,,,,,,,,,,,-0.015197,,,,,,,,,,,,,,,,,,,,,,,,-0.019733,,,,,,,,,,,,,,,,,,,,,,,,-0.028236,,,,,,,,,,,,,,,,,,,,,,,,0.024009,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.022146,,,,,,,,,,,,,,,,,,,,,,,,0.006831,,,,,,
0.521739,,,,,,,,,,,,,,,,,,,-0.019084,,,,,,,,,,,,,,,,,,,,,,,,0.037235,,,,,,,,,,,,,,,,,,,,,,,,-0.017734,,,,,,,,,,,,,,,,,,,,,,,,-0.021788,,,,,,,,,,,,,,,,,,,,,,,,-0.046383,,,,,,,,,,,,,,,,,,,,,,,,0.028629,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.022073,,,,,,,,,,,,,,,,,,,,,,,,0.003868,,,,,,
0.543478,,,,,,,,,,,,,,,,,,,-0.009184,,,,,,,,,,,,,,,,,,,,,,,,0.035740,,,,,,,,,,,,,,,,,,,,,,,,-0.024078,,,,,,,,,,,,,,,,,,,,,,,,-0.025539,,,,,,,,,,,,,,,,,,,,,,,,-0.048124,,,,,,,,,,,,,,,,,,,,,,,,0.033890,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.022854,,,,,,,,,,,,,,,,,,,,,,,,-0.004092,,,,,,
0.565217,,,,,,,,,,,,,,,,,,,0.001292,,,,,,,,,,,,,,,,,,,,,,,,0.033885,,,,,,,,,,,,,,,,,,,,,,,,-0.025590,,,,,,,,,,,,,,,,,,,,,,,,-0.025718,,,,,,,,,,,,,,,,,,,,,,,,-0.049530,,,,,,,,,,,,,,,,,,,,,,,,0.031708,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.023079,,,,,,,,,,,,,,,,,,,,,,,,-0.013081,,,,,,
0.586957,,,,,,,,,,,,,,,,,,,0.012120,,,,,,,,,,,,,,,,,,,,,,,,0.031634,,,,,,,,,,,,,,,,,,,,,,,,-0.024621,,,,,,,,,,,,,,,,,,,,,,,,-0.022234,,,,,,,,,,,,,,,,,,,,,,,,-0.048124,,,,,,,,,,,,,,,,,,,,,,,,0.026062,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.022391,,,,,,,,,,,,,,,,,,,,,,,,-0.023034,,,,,,
