Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,aclx 15,aclx 16,aclx 17,aclx 18,aclx 19,aclx 20,aclx 21,aclx 22,aclx 23,aclx 24,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,acly 15,acly 16,acly 17,acly 18,acly 19,acly 20,acly 21,acly 22,acly 23,acly 24,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,aclz 15,aclz 16,aclz 17,aclz 18,aclz 19,aclz 20,aclz 21,aclz 22,aclz 23,aclz 24,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyrx 15,gyrx 16,gyrx 17,gyrx 18,gyrx 19,gyrx 20,gyrx 21,gyrx 22,gyrx 23,gyrx 24,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyry 15,gyry 16,gyry 17,gyry 18,gyry 19,gyry 20,gyry 21,gyry 22,gyry 23,gyry 24,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,gyrz 15,gyrz 16,gyrz 17,gyrz 18,gyrz 19,gyrz 20,gyrz 21,gyrz 22,gyrz 23,gyrz 24,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magr 15,magr 16,magr 17,magr 18,magr 19,magr 20,magr 21,magr 22,magr 23,magr 24,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magphi 15,magphi 16,magphi 17,magphi 18,magphi 19,magphi 20,magphi 21,magphi 22,magphi 23,magphi 24,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,magtheta 15,magtheta 16,magtheta 17,magtheta 18,magtheta 19,magtheta 20,magtheta 21,magtheta 22,magtheta 23,magtheta 24,
0.612903,,,,0.022380,,,,,,,,,,,,,,,,,,,,,,,,0.021077,,,,,,,,,,,,,,,,,,,,,,,,-0.031350,,,,,,,,,,,,,,,,,,,,,,,,0.013227,,,,,,,,,,,,,,,,,,,,,,,,0.004643,,,,,,,,,,,,,,,,,,,,,,,,-0.011922,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.019964,,,,,,,,,,,,,,,,,,,,,,,,-0.022541,,,,,,,,,,,,,,,,,,,,,
0.629032,,,,0.021536,,,,,,,,,,,,,,,,,,,,,,,,0.024661,,,,,,,,,,,,,,,,,,,,,,,,-0.029646,,,,,,,,,,,,,,,,,,,,,,,,0.014299,,,,,,,,,,,,,,,,,,,,,,,,0.005045,,,,,,,,,,,,,,,,,,,,,,,,-0.019108,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.022696,,,,,,,,,,,,,,,,,,,,,,,,-0.019464,,,,,,,,,,,,,,,,,,,,,
0.645161,,,,0.019483,,,,,,,,,,,,,,,,,,,,,,,,0.027896,,,,,,,,,,,,,,,,,,,,,,,,-0.029649,,,,,,,,,,,,,,,,,,,,,,,,0.013674,,,,,,,,,,,,,,,,,,,,,,,,0.005112,,,,,,,,,,,,,,,,,,,,,,,,-0.020905,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.024200,,,,,,,,,,,,,,,,,,,,,,,,-0.016224,,,,,,,,,,,,,,,,,,,,,
0.661290,,,,0.018522,,,,,,,,,,,,,,,,,,,,,,,,0.031875,,,,,,,,,,,,,,,,,,,,,,,,-0.026158,,,,,,,,,,,,,,,,,,,,,,,,0.005367,,,,,,,,,,,,,,,,,,,,,,,,0.001496,,,,,,,,,,,,,,,,,,,,,,,,-0.026166,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.027886,,,,,,,,,,,,,,,,,,,,,,,,-0.013292,,,,,,,,,,,,,,,,,,,,,
0.677419,,,,0.017265,,,,,,,,,,,,,,,,,,,,,,,,0.034550,,,,,,,,,,,,,,,,,,,,,,,,-0.022645,,,,,,,,,,,,,,,,,,,,,,,,-0.003476,,,,,,,,,,,,,,,,,,,,,,,,0.000826,,,,,,,,,,,,,,,,,,,,,,,,-0.028219,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.030413,,,,,,,,,,,,,,,,,,,,,,,,-0.010433,,,,,,,,,,,,,,,,,,,,,
0.693548,,,,0.016237,,,,,,,,,,,,,,,,,,,,,,,,0.035097,,,,,,,,,,,,,,,,,,,,,,,,-0.018698,,,,,,,,,,,,,,,,,,,,,,,,-0.012677,,,,,,,,,,,,,,,,,,,,,,,,0.005246,,,,,,,,,,,,,,,,,,,,,,,,-0.029759,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.030851,,,,,,,,,,,,,,,,,,,,,,,,-0.009148,,,,,,,,,,,,,,,,,,,,,
0.709677,,,,0.014173,,,,,,,,,,,,,,,,,,,,,,,,0.033728,,,,,,,,,,,,,,,,,,,,,,,,-0.013229,,,,,,,,,,,,,,,,,,,,,,,,-0.021877,,,,,,,,,,,,,,,,,,,,,,,,0.011675,,,,,,,,,,,,,,,,,,,,,,,,-0.028348,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.030474,,,,,,,,,,,,,,,,,,,,,,,,-0.007875,,,,,,,,,,,,,,,,,,,,,
0.725806,,,,0.010579,,,,,,,,,,,,,,,,,,,,,,,,0.031250,,,,,,,,,,,,,,,,,,,,,,,,-0.006482,,,,,,,,,,,,,,,,,,,,,,,,-0.029380,,,,,,,,,,,,,,,,,,,,,,,,0.013349,,,,,,,,,,,,,,,,,,,,,,,,-0.026423,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.028989,,,,,,,,,,,,,,,,,,,,,,,,-0.004876,,,,,,,,,,,,,,,,,,,,,
0.741935,,,,0.006978,,,,,,,,,,,,,,,,,,,,,,,,0.027907,,,,,,,,,,,,,,,,,,,,,,,,-0.001459,,,,,,,,,,,,,,,,,,,,,,,,-0.035811,,,,,,,,,,,,,,,,,,,,,,,,0.016362,,,,,,,,,,,,,,,,,,,,,,,,-0.025268,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.026378,,,,,,,,,,,,,,,,,,,,,,,,-0.002132,,,,,,,,,,,,,,,,,,,,,
0.758065,,,,0.002638,,,,,,,,,,,,,,,,,,,,,,,,0.022626,,,,,,,,,,,,,,,,,,,,,,,,0.002734,,,,,,,,,,,,,,,,,,,,,,,,-0.039473,,,,,,,,,,,,,,,,,,,,,,,,0.018706,,,,,,,,,,,,,,,,,,,,,,,,-0.023600,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.022125,,,,,,,,,,,,,,,,,,,,,,,,0.000421,,,,,,,,,,,,,,,,,,,,,
0.774194,,,,-0.001182,,,,,,,,,,,,,,,,,,,,,,,,0.016861,,,,,,,,,,,,,,,,,,,,,,,,0.007884,,,,,,,,,,,,,,,,,,,,,,,,-0.042153,,,,,,,,,,,,,,,,,,,,,,,,0.019308,,,,,,,,,,,,,,,,,,,,,,,,-0.023600,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.018090,,,,,,,,,,,,,,,,,,,,,,,,0.003079,,,,,,,,,,,,,,,,,,,,,
0.790323,,,,-0.004101,,,,,,,,,,,,,,,,,,,,,,,,0.010320,,,,,,,,,,,,,,,,,,,,,,,,0.013030,,,,,,,,,,,,,,,,,,,,,,,,-0.038670,,,,,,,,,,,,,,,,,,,,,,,,0.015893,,,,,,,,,,,,,,,,,,,,,,,,-0.023728,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.012567,,,,,,,,,,,,,,,,,,,,,,,,0.004746,,,,,,,,,,,,,,,,,,,,,
0.806452,,,,-0.006977,,,,,,,,,,,,,,,,,,,,,,,,0.004464,,,,,,,,,,,,,,,,,,,,,,,,0.010988,,,,,,,,,,,,,,,,,,,,,,,,-0.035990,,,,,,,,,,,,,,,,,,,,,,,,0.014353,,,,,,,,,,,,,,,,,,,,,,,,-0.024498,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.007492,,,,,,,,,,,,,,,,,,,,,,,,0.005956,,,,,,,,,,,,,,,,,,,,,
0.822581,,,,-0.008800,,,,,,,,,,,,,,,,,,,,,,,,-0.001040,,,,,,,,,,,,,,,,,,,,,,,,0.012359,,,,,,,,,,,,,,,,,,,,,,,,-0.029827,,,,,,,,,,,,,,,,,,,,,,,,0.013014,,,,,,,,,,,,,,,,,,,,,,,,-0.023471,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.003109,,,,,,,,,,,,,,,,,,,,,,,,0.007615,,,,,,,,,,,,,,,,,,,,,
0.838710,,,,-0.010507,,,,,,,,,,,,,,,,,,,,,,,,-0.005625,,,,,,,,,,,,,,,,,,,,,,,,0.012154,,,,,,,,,,,,,,,,,,,,,,,,-0.023842,,,,,,,,,,,,,,,,,,,,,,,,0.008594,,,,,,,,,,,,,,,,,,,,,,,,-0.020520,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.001305,,,,,,,,,,,,,,,,,,,,,,,,0.009605,,,,,,,,,,,,,,,,,,,,,
0.854839,,,,-0.010679,,,,,,,,,,,,,,,,,,,,,,,,-0.009633,,,,,,,,,,,,,,,,,,,,,,,,0.011561,,,,,,,,,,,,,,,,,,,,,,,,-0.018125,,,,,,,,,,,,,,,,,,,,,,,,0.005179,,,,,,,,,,,,,,,,,,,,,,,,-0.018210,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.004888,,,,,,,,,,,,,,,,,,,,,,,,0.010084,,,,,,,,,,,,,,,,,,,,,
0.870968,,,,-0.010568,,,,,,,,,,,,,,,,,,,,,,,,-0.012799,,,,,,,,,,,,,,,,,,,,,,,,0.009852,,,,,,,,,,,,,,,,,,,,,,,,-0.012409,,,,,,,,,,,,,,,,,,,,,,,,0.003572,,,,,,,,,,,,,,,,,,,,,,,,-0.015772,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.007797,,,,,,,,,,,,,,,,,,,,,,,,0.010477,,,,,,,,,,,,,,,,,,,,,
0.887097,,,,-0.009881,,,,,,,,,,,,,,,,,,,,,,,,-0.014870,,,,,,,,,,,,,,,,,,,,,,,,0.008207,,,,,,,,,,,,,,,,,,,,,,,,-0.007407,,,,,,,,,,,,,,,,,,,,,,,,0.000626,,,,,,,,,,,,,,,,,,,,,,,,-0.013590,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.009807,,,,,,,,,,,,,,,,,,,,,,,,0.009792,,,,,,,,,,,,,,,,,,,,,
0.903226,,,,-0.009651,,,,,,,,,,,,,,,,,,,,,,,,-0.016112,,,,,,,,,,,,,,,,,,,,,,,,0.006918,,,,,,,,,,,,,,,,,,,,,,,,-0.001869,,,,,,,,,,,,,,,,,,,,,,,,-0.002053,,,,,,,,,,,,,,,,,,,,,,,,-0.010382,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011134,,,,,,,,,,,,,,,,,,,,,,,,0.009983,,,,,,,,,,,,,,,,,,,,,
0.919355,,,,-0.009971,,,,,,,,,,,,,,,,,,,,,,,,-0.016380,,,,,,,,,,,,,,,,,,,,,,,,0.001722,,,,,,,,,,,,,,,,,,,,,,,,-0.000439,,,,,,,,,,,,,,,,,,,,,,,,0.000960,,,,,,,,,,,,,,,,,,,,,,,,-0.005763,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011564,,,,,,,,,,,,,,,,,,,,,,,,0.010042,,,,,,,,,,,,,,,,,,,,,
0.935484,,,,-0.010146,,,,,,,,,,,,,,,,,,,,,,,,-0.016740,,,,,,,,,,,,,,,,,,,,,,,,0.005297,,,,,,,,,,,,,,,,,,,,,,,,0.001615,,,,,,,,,,,,,,,,,,,,,,,,-0.000379,,,,,,,,,,,,,,,,,,,,,,,,-0.001656,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011768,,,,,,,,,,,,,,,,,,,,,,,,0.010853,,,,,,,,,,,,,,,,,,,,,
0.951613,,,,-0.010466,,,,,,,,,,,,,,,,,,,,,,,,-0.016474,,,,,,,,,,,,,,,,,,,,,,,,0.005261,,,,,,,,,,,,,,,,,,,,,,,,0.001168,,,,,,,,,,,,,,,,,,,,,,,,-0.001049,,,,,,,,,,,,,,,,,,,,,,,,0.000525,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011582,,,,,,,,,,,,,,,,,,,,,,,,0.011223,,,,,,,,,,,,,,,,,,,,,
0.967742,,,,-0.010566,,,,,,,,,,,,,,,,,,,,,,,,-0.016076,,,,,,,,,,,,,,,,,,,,,,,,0.005578,,,,,,,,,,,,,,,,,,,,,,,,0.001347,,,,,,,,,,,,,,,,,,,,,,,,0.000224,,,,,,,,,,,,,,,,,,,,,,,,-0.000116,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011320,,,,,,,,,,,,,,,,,,,,,,,,0.011346,,,,,,,,,,,,,,,,,,,,,
0.983871,,,,-0.011337,,,,,,,,,,,,,,,,,,,,,,,,-0.015714,,,,,,,,,,,,,,,,,,,,,,,,0.006472,,,,,,,,,,,,,,,,,,,,,,,,0.000900,,,,,,,,,,,,,,,,,,,,,,,,0.000224,,,,,,,,,,,,,,,,,,,,,,,,-0.001399,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011054,,,,,,,,,,,,,,,,,,,,,,,,0.012068,,,,,,,,,,,,,,,,,,,,,
1.000000,,,,-0.011369,,,,,,,,,,,,,,,,,,,,,,,,-0.015624,,,,,,,,,,,,,,,,,,,,,,,,0.006063,,,,,,,,,,,,,,,,,,,,,,,,0.000454,,,,,,,,,,,,,,,,,,,,,,,,-0.000580,,,,,,,,,,,,,,,,,,,,,,,,-0.001784,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.010867,,,,,,,,,,,,,,,,,,,,,,,,0.011970,,,,,,,,,,,,,,,,,,,,,
0.000000,,,,,-0.011879,,,,,,,,,,,,,,,,,,,,,,,,-0.015197,,,,,,,,,,,,,,,,,,,,,,,,0.006814,,,,,,,,,,,,,,,,,,,,,,,,-0.001601,,,,,,,,,,,,,,,,,,,,,,,,-0.000312,,,,,,,,,,,,,,,,,,,,,,,,-0.000245,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.010530,,,,,,,,,,,,,,,,,,,,,,,,0.012333,,,,,,,,,,,,,,,,,,,,
0.017544,,,,,-0.011604,,,,,,,,,,,,,,,,,,,,,,,,-0.015633,,,,,,,,,,,,,,,,,,,,,,,,0.008182,,,,,,,,,,,,,,,,,,,,,,,,-0.003476,,,,,,,,,,,,,,,,,,,,,,,,0.000693,,,,,,,,,,,,,,,,,,,,,,,,0.001424,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.010969,,,,,,,,,,,,,,,,,,,,,,,,0.012420,,,,,,,,,,,,,,,,,,,,
0.035088,,,,,-0.011890,,,,,,,,,,,,,,,,,,,,,,,,-0.016054,,,,,,,,,,,,,,,,,,,,,,,,0.010359,,,,,,,,,,,,,,,,,,,,,,,,-0.004638,,,,,,,,,,,,,,,,,,,,,,,,0.001295,,,,,,,,,,,,,,,,,,,,,,,,0.006043,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011030,,,,,,,,,,,,,,,,,,,,,,,,0.012524,,,,,,,,,,,,,,,,,,,,
0.052632,,,,,-0.010783,,,,,,,,,,,,,,,,,,,,,,,,-0.016435,,,,,,,,,,,,,,,,,,,,,,,,0.015068,,,,,,,,,,,,,,,,,,,,,,,,-0.001958,,,,,,,,,,,,,,,,,,,,,,,,-0.001116,,,,,,,,,,,,,,,,,,,,,,,,0.008353,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011021,,,,,,,,,,,,,,,,,,,,,,,,0.011988,,,,,,,,,,,,,,,,,,,,
0.070175,,,,,-0.010627,,,,,,,,,,,,,,,,,,,,,,,,-0.016662,,,,,,,,,,,,,,,,,,,,,,,,0.018053,,,,,,,,,,,,,,,,,,,,,,,,0.002240,,,,,,,,,,,,,,,,,,,,,,,,-0.006138,,,,,,,,,,,,,,,,,,,,,,,,0.010278,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011064,,,,,,,,,,,,,,,,,,,,,,,,0.011688,,,,,,,,,,,,,,,,,,,,
0.087719,,,,,-0.009437,,,,,,,,,,,,,,,,,,,,,,,,-0.016410,,,,,,,,,,,,,,,,,,,,,,,,0.020019,,,,,,,,,,,,,,,,,,,,,,,,0.010458,,,,,,,,,,,,,,,,,,,,,,,,-0.013839,,,,,,,,,,,,,,,,,,,,,,,,0.015026,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.011252,,,,,,,,,,,,,,,,,,,,,,,,0.010727,,,,,,,,,,,,,,,,,,,,
0.105263,,,,,-0.007646,,,,,,,,,,,,,,,,,,,,,,,,-0.014352,,,,,,,,,,,,,,,,,,,,,,,,0.018103,,,,,,,,,,,,,,,,,,,,,,,,0.019658,,,,,,,,,,,,,,,,,,,,,,,,-0.020535,,,,,,,,,,,,,,,,,,,,,,,,0.021827,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.010180,,,,,,,,,,,,,,,,,,,,,,,,0.008504,,,,,,,,,,,,,,,,,,,,
0.122807,,,,,-0.003815,,,,,,,,,,,,,,,,,,,,,,,,-0.011469,,,,,,,,,,,,,,,,,,,,,,,,0.012061,,,,,,,,,,,,,,,,,,,,,,,,0.027519,,,,,,,,,,,,,,,,,,,,,,,,-0.030981,,,,,,,,,,,,,,,,,,,,,,,,0.024779,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.008640,,,,,,,,,,,,,,,,,,,,,,,,0.004036,,,,,,,,,,,,,,,,,,,,
0.140351,,,,,0.003291,,,,,,,,,,,,,,,,,,,,,,,,-0.007669,,,,,,,,,,,,,,,,,,,,,,,,0.003501,,,,,,,,,,,,,,,,,,,,,,,,0.033235,,,,,,,,,,,,,,,,,,,,,,,,-0.036606,,,,,,,,,,,,,,,,,,,,,,,,0.030810,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.006192,,,,,,,,,,,,,,,,,,,,,,,,-0.004491,,,,,,,,,,,,,,,,,,,,
0.157895,,,,,0.010699,,,,,,,,,,,,,,,,,,,,,,,,-0.002926,,,,,,,,,,,,,,,,,,,,,,,,-0.006631,,,,,,,,,,,,,,,,,,,,,,,,0.035915,,,,,,,,,,,,,,,,,,,,,,,,-0.036205,,,,,,,,,,,,,,,,,,,,,,,,0.037611,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.002149,,,,,,,,,,,,,,,,,,,,,,,,-0.013478,,,,,,,,,,,,,,,,,,,,
0.175439,,,,,0.017863,,,,,,,,,,,,,,,,,,,,,,,,0.000977,,,,,,,,,,,,,,,,,,,,,,,,-0.016194,,,,,,,,,,,,,,,,,,,,,,,,0.035558,,,,,,,,,,,,,,,,,,,,,,,,-0.037477,,,,,,,,,,,,,,,,,,,,,,,,0.037483,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.000200,,,,,,,,,,,,,,,,,,,,,,,,-0.021419,,,,,,,,,,,,,,,,,,,,
0.192982,,,,,0.022778,,,,,,,,,,,,,,,,,,,,,,,,0.004167,,,,,,,,,,,,,,,,,,,,,,,,-0.029390,,,,,,,,,,,,,,,,,,,,,,,,0.031449,,,,,,,,,,,,,,,,,,,,,,,,-0.032455,,,,,,,,,,,,,,,,,,,,,,,,0.041589,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002024,,,,,,,,,,,,,,,,,,,,,,,,-0.028816,,,,,,,,,,,,,,,,,,,,
0.210526,,,,,0.029681,,,,,,,,,,,,,,,,,,,,,,,,0.006188,,,,,,,,,,,,,,,,,,,,,,,,-0.039830,,,,,,,,,,,,,,,,,,,,,,,,0.024214,,,,,,,,,,,,,,,,,,,,,,,,-0.027365,,,,,,,,,,,,,,,,,,,,,,,,0.041076,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002633,,,,,,,,,,,,,,,,,,,,,,,,-0.035947,,,,,,,,,,,,,,,,,,,,
0.228070,,,,,0.035316,,,,,,,,,,,,,,,,,,,,,,,,0.007457,,,,,,,,,,,,,,,,,,,,,,,,-0.050261,,,,,,,,,,,,,,,,,,,,,,,,0.012870,,,,,,,,,,,,,,,,,,,,,,,,-0.016986,,,,,,,,,,,,,,,,,,,,,,,,0.035430,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.003562,,,,,,,,,,,,,,,,,,,,,,,,-0.042798,,,,,,,,,,,,,,,,,,,,
0.245614,,,,,0.039842,,,,,,,,,,,,,,,,,,,,,,,,0.006446,,,,,,,,,,,,,,,,,,,,,,,,-0.054737,,,,,,,,,,,,,,,,,,,,,,,,0.001436,,,,,,,,,,,,,,,,,,,,,,,,-0.007209,,,,,,,,,,,,,,,,,,,,,,,,0.029014,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002682,,,,,,,,,,,,,,,,,,,,,,,,-0.047056,,,,,,,,,,,,,,,,,,,,
0.263158,,,,,0.041356,,,,,,,,,,,,,,,,,,,,,,,,0.005288,,,,,,,,,,,,,,,,,,,,,,,,-0.055185,,,,,,,,,,,,,,,,,,,,,,,,-0.007139,,,,,,,,,,,,,,,,,,,,,,,,0.008326,,,,,,,,,,,,,,,,,,,,,,,,0.025805,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002043,,,,,,,,,,,,,,,,,,,,,,,,-0.047973,,,,,,,,,,,,,,,,,,,,
0.280702,,,,,0.038693,,,,,,,,,,,,,,,,,,,,,,,,0.002594,,,,,,,,,,,,,,,,,,,,,,,,-0.050846,,,,,,,,,,,,,,,,,,,,,,,,-0.011873,,,,,,,,,,,,,,,,,,,,,,,,0.014152,,,,,,,,,,,,,,,,,,,,,,,,0.018876,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.000188,,,,,,,,,,,,,,,,,,,,,,,,-0.044473,,,,,,,,,,,,,,,,,,,,
0.298246,,,,,0.036306,,,,,,,,,,,,,,,,,,,,,,,,0.000283,,,,,,,,,,,,,,,,,,,,,,,,-0.046287,,,,,,,,,,,,,,,,,,,,,,,,-0.004906,,,,,,,,,,,,,,,,,,,,,,,,0.008728,,,,,,,,,,,,,,,,,,,,,,,,0.009123,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.002513,,,,,,,,,,,,,,,,,,,,,,,,-0.040444,,,,,,,,,,,,,,,,,,,,
0.315789,,,,,0.034055,,,,,,,,,,,,,,,,,,,,,,,,-0.000601,,,,,,,,,,,,,,,,,,,,,,,,-0.044364,,,,,,,,,,,,,,,,,,,,,,,,0.007242,,,,,,,,,,,,,,,,,,,,,,,,0.010603,,,,,,,,,,,,,,,,,,,,,,,,0.001039,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.002809,,,,,,,,,,,,,,,,,,,,,,,,-0.037868,,,,,,,,,,,,,,,,,,,,
0.333333,,,,,0.032342,,,,,,,,,,,,,,,,,,,,,,,,0.001030,,,,,,,,,,,,,,,,,,,,,,,,-0.038091,,,,,,,,,,,,,,,,,,,,,,,,0.022070,,,,,,,,,,,,,,,,,,,,,,,,0.017835,,,,,,,,,,,,,,,,,,,,,,,,-0.009741,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.001078,,,,,,,,,,,,,,,,,,,,,,,,-0.034970,,,,,,,,,,,,,,,,,,,,
0.350877,,,,,0.027370,,,,,,,,,,,,,,,,,,,,,,,,0.005408,,,,,,,,,,,,,,,,,,,,,,,,-0.027708,,,,,,,,,,,,,,,,,,,,,,,,0.041453,,,,,,,,,,,,,,,,,,,,,,,,0.035648,,,,,,,,,,,,,,,,,,,,,,,,-0.015900,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.003056,,,,,,,,,,,,,,,,,,,,,,,,-0.030515,,,,,,,,,,,,,,,,,,,,
0.368421,,,,,0.018248,,,,,,,,,,,,,,,,,,,,,,,,0.009682,,,,,,,,,,,,,,,,,,,,,,,,-0.005774,,,,,,,,,,,,,,,,,,,,,,,,0.071287,,,,,,,,,,,,,,,,,,,,,,,,0.052456,,,,,,,,,,,,,,,,,,,,,,,,-0.020263,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.007814,,,,,,,,,,,,,,,,,,,,,,,,-0.023568,,,,,,,,,,,,,,,,,,,,
0.385965,,,,,0.014360,,,,,,,,,,,,,,,,,,,,,,,,0.017354,,,,,,,,,,,,,,,,,,,,,,,,0.001774,,,,,,,,,,,,,,,,,,,,,,,,0.079862,,,,,,,,,,,,,,,,,,,,,,,,0.045558,,,,,,,,,,,,,,,,,,,,,,,,-0.026423,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.013582,,,,,,,,,,,,,,,,,,,,,,,,-0.017456,,,,,,,,,,,,,,,,,,,,
