Time,mr,mtheta,mphi,gx,gy,gz,aclx,acly,aclz40291.400000,0.091532,0.013332,-0.148386,-0.434238,0.019697,-0.247775,-nan,-0.098586,-0.006630
40291.500000,0.074948,0.013056,-0.145144,-0.308289,-0.010476,-0.129679,-nan,-0.083079,-0.007091
40291.600000,0.075572,0.012913,-0.144563,-0.238317,-0.008800,-0.121806,-nan,-0.083725,-0.006835
40291.700000,0.077456,0.014993,-0.144729,-0.202911,-0.006390,-0.117869,-nan,-0.085617,-0.009283
40291.800000,0.078897,0.016609,-0.144863,-0.178242,-0.006604,-0.108894,-nan,-0.087089,-0.011156
40291.900000,0.078529,0.018367,-0.144804,-0.155414,-0.006411,-0.105797,-nan,-0.086864,-0.013252
40292.000000,0.079251,0.018956,-0.144697,-0.131089,-0.009455,-0.111619,-nan,-0.087588,-0.013887
40292.100000,0.080087,0.019220,-0.144664,-0.113251,-0.013354,-0.115353,-nan,-0.088420,-0.014135
40292.200000,0.080934,0.019736,-0.144688,-0.101646,-0.015828,-0.117236,-nan,-0.089280,-0.014710
40292.300000,0.081748,0.020381,-0.144742,-0.094602,-0.016651,-0.116827,-nan,-0.090112,-0.015450
40292.400000,0.082153,0.020823,-0.144751,-0.089671,-0.017212,-0.115653,-nan,-0.090549,-0.015958
40292.500000,0.082447,0.021101,-0.144745,-0.084938,-0.017384,-0.113870,-nan,-0.090873,-0.016272
40292.600000,0.082592,0.021471,-0.144752,-0.081281,-0.017835,-0.110613,-nan,-0.091060,-0.016703
40292.700000,0.082635,0.021801,-0.144758,-0.078013,-0.018310,-0.106793,-nan,-0.091149,-0.017100
40292.800000,0.082555,0.022255,-0.144759,-0.075429,-0.019397,-0.101601,-nan,-0.091126,-0.017648
40292.900000,0.082181,0.022854,-0.144714,-0.072901,-0.020018,-0.095606,-nan,-0.090830,-0.018368
40293.000000,0.081785,0.023612,-0.144677,-0.070518,-0.020083,-0.088538,-nan,-0.090511,-0.019277
40293.100000,0.081275,0.024481,-0.144620,-0.069578,-0.023414,-0.078285,-nan,-0.090081,-0.020315
40293.200000,0.080356,0.025651,-0.144355,-0.070795,-0.025909,-0.064699,-nan,-0.089257,-0.021661
