time,x,y,z
11:11:28:2,-0.03,0.10,0.10
11:11:28:2,-0.06,0.08,0.12
11:11:28:2,-0.06,0.06,0.13
11:11:28:2,-0.04,0.03,0.13
11:11:28:2,-0.01,0.00,0.14
11:11:28:2,0.03,-0.02,0.13
11:11:28:2,0.05,-0.03,0.12
11:11:28:2,0.06,-0.03,0.10
11:11:28:2,0.06,-0.02,0.08
11:11:28:2,0.04,-0.01,0.06
11:11:28:2,0.02,-0.00,0.03
11:11:28:2,-0.01,0.01,0.01
11:11:28:2,-0.03,0.01,-0.01
11:11:28:3,-0.04,0.02,-0.03
11:11:28:3,-0.03,0.02,-0.05
11:11:28:3,-0.02,0.02,-0.06
11:11:28:3,0.00,0.02,-0.07
11:11:28:3,0.02,0.02,-0.08
11:11:28:3,0.04,0.03,-0.08
11:11:28:3,0.05,0.04,-0.08
11:11:28:3,0.05,0.04,-0.08
11:11:28:3,0.05,0.05,-0.07
11:11:28:3,0.04,0.05,-0.06
11:11:28:3,0.02,0.06,-0.05
11:11:28:3,0.00,0.05,-0.03
11:11:28:3,-0.01,0.05,-0.02
11:11:28:3,-0.02,0.03,-0.00
11:11:28:3,-0.03,0.02,0.01
11:11:28:3,-0.03,0.01,0.03
11:11:28:3,-0.04,-0.00,0.04
11:11:28:3,-0.04,-0.01,0.06
11:11:28:3,-0.04,-0.02,0.06
11:11:28:3,-0.03,-0.02,0.07
11:11:28:3,-0.03,-0.02,0.08
11:11:28:3,-0.03,-0.02,0.08
11:11:28:4,-0.03,-0.01,0.08
11:11:28:4,-0.03,-0.01,0.07
11:11:28:4,-0.02,-0.01,0.07
11:11:28:4,-0.02,-0.01,0.07
11:11:28:4,-0.02,-0.01,0.06
11:11:28:4,-0.01,-0.01,0.05
11:11:28:4,-0.01,-0.02,0.04
11:11:28:4,-0.01,-0.02,0.04
11:11:28:4,-0.00,-0.03,0.03
11:11:28:4,-0.00,-0.04,0.02
11:11:28:4,-0.00,-0.04,0.02
11:11:28:4,-0.01,-0.05,0.01
11:11:28:4,-0.01,-0.05,0.01
11:11:28:4,-0.01,-0.05,0.01
11:11:28:4,-0.02,-0.05,0.01
11:11:28:4,-0.02,-0.04,0.01
11:11:28:4,-0.02,-0.03,0.01
11:11:28:4,-0.03,-0.02,0.02
11:11:28:4,-0.02,-0.01,0.02
11:11:28:4,-0.02,-0.00,0.02
11:11:28:5,-0.02,0.01,0.02
