time,x,y,z
11:11:31:4,-0.03,0.03,0.94
11:11:31:4,-0.02,0.04,0.96
11:11:31:4,-0.01,0.04,0.98
11:11:31:4,-0.00,0.04,0.97
11:11:31:4,0.00,0.04,0.96
11:11:31:4,0.02,0.04,0.94
11:11:31:4,0.02,0.03,0.93
11:11:31:5,0.03,0.03,0.91
11:11:31:5,0.03,0.03,0.92
11:11:31:5,0.03,0.03,0.92
11:11:31:5,0.02,0.03,0.92
11:11:31:5,0.01,0.03,0.93
11:11:31:5,0.00,0.03,0.94
11:11:31:5,-0.01,0.04,0.94
11:11:31:5,-0.02,0.04,0.94
11:11:31:5,-0.03,0.03,0.94
11:11:31:5,-0.04,0.03,0.93
11:11:31:6,-0.05,0.03,0.92
11:11:31:6,-0.05,0.02,0.92
11:11:31:6,-0.06,0.01,0.90
11:11:31:6,-0.07,0.01,0.90
11:11:31:6,-0.07,0.00,0.92
11:11:31:6,-0.07,0.00,0.92
11:11:31:6,-0.07,0.00,0.92
11:11:31:6,-0.06,0.00,0.92
11:11:31:6,-0.05,0.01,0.93
11:11:31:6,-0.04,0.01,0.92
11:11:31:6,-0.05,0.02,0.93
11:11:31:6,-0.04,0.02,0.92
11:11:31:6,-0.03,0.03,0.92
11:11:31:6,-0.03,0.04,0.91
11:11:31:6,-0.02,0.04,0.90
11:11:31:6,-0.02,0.04,0.90
11:11:31:6,-0.02,0.04,0.90
11:11:31:6,-0.01,0.04,0.89
11:11:31:6,-0.02,0.04,0.89
11:11:31:6,-0.02,0.04,0.90
11:11:31:6,-0.01,0.03,0.90
11:11:31:6,-0.02,0.02,0.90
11:11:31:6,-0.02,0.02,0.91
11:11:31:6,-0.02,0.02,0.92
11:11:31:6,-0.03,0.02,0.93
11:11:31:6,-0.04,0.01,0.94
11:11:31:7,-0.04,0.01,0.94
11:11:31:7,-0.05,0.02,0.94
11:11:31:7,-0.06,0.02,0.94
11:11:31:7,-0.05,0.02,0.93
11:11:31:7,-0.05,0.02,0.92
11:11:31:7,-0.05,0.03,0.91
11:11:31:7,-0.05,0.03,0.90
11:11:31:7,-0.05,0.03,0.89
11:11:31:7,-0.04,0.04,0.89
11:11:31:7,-0.05,0.04,0.89
11:11:31:7,-0.05,0.04,0.90
11:11:31:7,-0.04,0.04,0.90
11:11:31:7,-0.04,0.04,0.91
11:11:31:7,-0.04,0.03,0.91
11:11:31:7,-0.04,0.02,0.92
11:11:31:7,-0.04,0.02,0.92
11:11:31:7,-0.03,0.02,0.93
11:11:31:7,-0.03,0.01,0.93
11:11:31:7,-0.03,0.01,0.94
11:11:31:7,-0.03,0.02,0.94
11:11:31:7,-0.02,0.02,0.94
11:11:31:8,-0.03,0.02,0.93
11:11:31:8,-0.02,0.03,0.93
11:11:31:8,-0.02,0.03,0.92
11:11:31:8,-0.02,0.04,0.92
11:11:31:8,-0.01,0.04,0.92
11:11:31:8,-0.02,0.04,0.92
11:11:31:8,-0.01,0.04,0.91
11:11:31:8,-0.01,0.04,0.91
11:11:31:8,-0.00,0.04,0.92
11:11:31:8,0.00,0.03,0.92
11:11:31:8,0.01,0.03,0.93
11:11:31:8,0.01,0.02,0.93
11:11:31:8,0.01,0.02,0.94
11:11:31:8,0.01,0.01,0.94
11:11:31:8,0.02,0.01,0.95
11:11:31:8,0.01,0.00,0.95
11:11:31:8,0.02,0.00,0.95
11:11:31:8,0.02,-0.00,0.95
11:11:31:8,0.02,-0.00,0.96
11:11:31:8,0.02,0.00,0.95
11:11:31:9,0.02,0.01,0.96
11:11:31:9,0.02,0.00,0.95
11:11:31:9,0.02,0.01,0.95
11:11:31:9,0.02,0.01,0.95
11:11:31:9,0.02,0.01,0.95
11:11:31:9,0.02,0.02,0.93
11:11:31:9,0.02,0.02,0.93
11:11:31:9,0.02,0.02,0.92
11:11:31:9,0.03,0.02,0.92
11:11:31:9,0.02,0.02,0.92
11:11:31:9,0.02,0.02,0.92
11:11:31:9,0.01,0.03,0.92
11:11:31:9,0.01,0.03,0.93
11:11:31:9,-0.00,0.03,0.94
11:11:31:9,-0.01,0.04,0.95
11:11:31:9,-0.01,0.04,0.97
11:11:31:9,-0.03,0.04,0.97
11:11:31:9,-0.03,0.04,0.96
11:11:31:9,-0.04,0.04,0.95
11:11:31:9,-0.05,0.05,0.93
11:11:32:0,-0.06,0.04,0.92
11:11:32:0,-0.07,0.03,0.91
11:11:32:0,-0.07,0.03,0.90
11:11:32:0,-0.07,0.03,0.89
11:11:32:0,-0.07,0.03,0.89
11:11:32:0,-0.07,0.03,0.89
11:11:32:0,-0.07,0.03,0.90
11:11:32:0,-0.07,0.03,0.91
11:11:32:0,-0.06,0.04,0.91
11:11:32:0,-0.06,0.03,0.92
11:11:32:0,-0.05,0.04,0.92
11:11:32:0,-0.05,0.05,0.93
11:11:32:0,-0.04,0.05,0.93
11:11:32:0,-0.03,0.05,0.93
11:11:32:0,-0.03,0.06,0.92
11:11:32:0,-0.03,0.06,0.92
11:11:32:0,-0.02,0.06,0.91
11:11:32:0,-0.02,0.05,0.90
11:11:32:0,-0.03,0.05,0.89
11:11:32:0,-0.04,0.04,0.89
11:11:32:1,-0.04,0.03,0.90
11:11:32:1,-0.04,0.03,0.90
11:11:32:1,-0.05,0.02,0.90
11:11:32:1,-0.05,0.02,0.89
11:11:32:1,-0.05,0.02,0.89
11:11:32:1,-0.06,0.01,0.89
11:11:32:1,-0.06,0.02,0.89
11:11:32:1,-0.06,0.02,0.89
11:11:32:1,-0.05,0.03,0.89
11:11:32:1,-0.05,0.03,0.89
11:11:32:1,-0.05,0.04,0.90
11:11:32:1,-0.05,0.05,0.89
11:11:32:1,-0.05,0.05,0.89
11:11:32:1,-0.05,0.05,0.88
11:11:32:1,-0.04,0.06,0.88
11:11:32:1,-0.04,0.05,0.88
11:11:32:1,-0.03,0.04,0.87
11:11:32:1,-0.03,0.03,0.87
11:11:32:1,-0.03,0.03,0.87
11:11:32:1,-0.03,0.02,0.88
11:11:32:1,-0.03,0.01,0.90
11:11:32:2,-0.04,0.01,0.91
11:11:32:2,-0.04,0.01,0.93
11:11:32:2,-0.04,-0.00,0.93
11:11:32:2,-0.05,0.00,0.93
11:11:32:2,-0.05,0.00,0.93
11:11:32:2,-0.05,0.01,0.93
11:11:32:2,-0.05,0.01,0.92
11:11:32:2,-0.05,0.02,0.91
11:11:32:2,-0.05,0.03,0.90
11:11:32:2,-0.04,0.03,0.88
11:11:32:2,-0.04,0.03,0.87
11:11:32:2,-0.04,0.04,0.87
11:11:32:2,-0.04,0.04,0.88
11:11:32:2,-0.04,0.04,0.87
11:11:32:2,-0.04,0.03,0.88
11:11:32:2,-0.05,0.03,0.89
11:11:32:2,-0.05,0.03,0.91
11:11:32:2,-0.04,0.03,0.92
11:11:32:2,-0.05,0.01,0.93
11:11:32:2,-0.04,0.01,0.93
11:11:32:3,-0.04,0.01,0.93
11:11:32:3,-0.04,0.00,0.93
11:11:32:3,-0.04,0.00,0.92
11:11:32:3,-0.03,0.01,0.93
11:11:32:3,-0.03,0.01,0.93
11:11:32:3,-0.03,0.01,0.92
11:11:32:3,-0.02,0.02,0.93
11:11:32:3,-0.02,0.02,0.93
11:11:32:3,-0.02,0.02,0.93
11:11:32:3,-0.01,0.02,0.93
11:11:32:3,-0.01,0.03,0.92
11:11:32:3,-0.01,0.03,0.93
11:11:32:3,-0.00,0.03,0.94
11:11:32:3,0.00,0.03,0.94
11:11:32:3,0.00,0.03,0.94
11:11:32:3,0.00,0.03,0.95
11:11:32:3,0.01,0.03,0.95
11:11:32:3,0.00,0.03,0.96
11:11:32:3,-0.00,0.03,0.96
11:11:32:4,0.00,0.03,0.97
11:11:32:4,-0.00,0.03,0.96
11:11:32:4,-0.01,0.03,0.96
11:11:32:4,-0.01,0.03,0.96
11:11:32:4,-0.01,0.02,0.95
11:11:32:4,-0.02,0.02,0.94
11:11:32:4,-0.02,0.01,0.94
11:11:32:4,-0.02,0.01,0.93
11:11:32:4,-0.03,0.01,0.93
