Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
40291.4,0.0,-0.03,0.03,0.94,-0.22,0.01,-0.13,41.80587159718118,1.0906598576026616,2.383246774865231,
40291.5,0.09999999999854481,0.03,0.03,0.91,0.03,-0.07,0.07,41.45534706162765,1.1123931552900053,2.3670556891711474,
40291.6,0.19999999999708962,-0.05,0.03,0.92,0.03,0.04,-0.15,40.95567604130104,1.1276667535631506,2.3774849903162982,
40291.7,0.2999999999956344,-0.04,0.01,0.94,-0.05,0.01,-0.07,41.45230632908138,1.1012057161329172,2.3803285196142276,
40291.8,0.4000000000014552,-0.03,0.02,0.93,-0.01,-0.03,0.00,40.51412716571838,1.151439334525753,2.354875396877736,
40291.9,0.5,0.02,0.01,0.96,0.07,0.00,-0.10,40.455171486473766,1.1309537439791604,2.364403937878462,
40292.0,0.5999999999985448,-0.06,0.04,0.92,0.17,-0.11,-0.23,39.84429068260596,1.1121591817643224,2.373951893179653,
40292.1,0.6999999999970896,-0.04,0.03,0.90,-0.01,-0.09,-0.07,40.53848665157593,1.1984720770685116,2.397344266796451,
40292.2,0.7999999999956344,-0.04,0.01,0.91,-0.09,-0.00,-0.05,39.72584297406413,1.1855003865806155,2.389491627644933,
40292.3,0.9000000000014552,-0.04,0.01,0.93,-0.12,0.05,0.00,40.28479365716051,1.1658575987645536,2.374060410338021,
40292.4,1.0,0.00,0.03,0.97,-0.07,-0.01,-0.03,40.49104221923659,1.1888695877995485,2.351612457323903,
40292.5,1.0999999999985448,-0.02,0.03,0.91,0.02,0.01,-0.02,39.81369864757606,1.1801699088842896,2.3589498607000823,
40292.6,1.1999999999970896,-0.01,0.01,0.92,-0.05,-0.05,0.06,40.305189492173334,1.1907576452454105,2.380705227285869,
40292.7,1.2999999999956344,-0.01,0.02,0.92,-0.01,-0.03,0.03,39.11230624752266,1.167445218183482,2.399955759020412,
40292.8,1.4000000000014552,-0.00,-0.00,0.95,-0.05,-0.12,0.13,39.43112095794386,1.1940701395877662,2.3694811537378464,
40292.9,1.5,0.05,-0.01,0.96,0.01,0.03,0.12,40.403635974996114,1.199162831290218,2.4028115543712394,
40293.0,1.5999999999985448,-0.00,-0.02,0.94,-0.00,0.07,0.19,40.123885654308204,1.1466123769542964,2.365334424356275,
40293.1,1.6999999999970896,0.03,-0.02,0.90,-0.21,-0.72,0.53,40.75179014472861,1.1123972030989144,2.350799940609673,
40293.2,1.7999999999956344,0.14,-0.07,0.93,-0.40,0.06,0.69,39.84562962233123,1.1687293917529498,2.3984438983122773,
40293.3,1.9000000000014552,0.09,-0.08,1.00,-0.37,0.62,0.61,40.03291895428062,1.1260060011369875,2.289896487298292,
40293.4,2.0,0.04,-0.10,1.06,-0.38,-0.17,0.36,40.19660433419718,1.0132519004724703,2.29361169035184,
40293.5,2.099999999998545,0.02,-0.23,0.97,-0.39,-1.28,0.21,41.06450170159136,1.0513783045376726,2.2507627480653483,
40293.6,2.1999999999970896,0.32,-0.21,0.94,-0.42,-0.76,0.10,40.939252557905846,1.1683535152057485,2.2375998351552084,
40293.7,2.2999999999956344,0.27,-0.27,0.81,-0.28,0.48,-0.29,39.27334210377314,1.146448927000894,2.159260158843956,
40293.8,2.400000000001455,0.13,-0.25,0.87,-0.36,0.02,-0.59,39.83974648513718,1.1134119621201561,2.1399377956541494,
40293.9,2.5,0.17,-0.21,0.88,0.12,-0.58,-0.84,40.905327281418984,1.1200273732382118,2.1113407814517218,
40294.0,2.599999999998545,0.23,-0.19,0.86,0.52,-0.47,-0.71,40.48976413860669,1.1838218728872543,2.1102998322518447,
40294.1,2.6999999999970896,0.21,-0.10,0.83,0.45,0.19,-0.42,42.03683622728999,1.2748633879242544,2.207117610195795,
40294.2,2.7999999999956344,0.22,-0.08,0.83,0.63,-0.11,-0.18,43.8784970116343,1.2870833544294722,2.2365023893261733,
40294.3,2.900000000001455,0.29,0.04,0.74,0.75,-0.27,-0.01,43.00869330728382,1.3512095133516837,2.305762561228135,
40294.4,3.0,0.27,0.04,0.73,0.22,0.41,0.10,43.775509134674834,1.2962924019328885,2.373994255182223,
40294.5,3.099999999998545,0.32,0.02,0.81,0.16,-0.20,0.18,42.931211257079624,1.2565317994202108,2.3952806669972553,
40294.6,3.1999999999970896,0.33,0.02,0.82,0.07,-0.21,0.13,43.87461794705453,1.3040410362193566,2.4002407027340804,
40294.7,3.2999999999956344,0.33,-0.00,0.81,-0.04,0.08,0.08,43.36327709018312,1.293168936596072,2.4212164141825894,
40294.8,3.400000000001455,0.38,-0.03,0.87,-0.04,-0.07,-0.00,42.0127040310428,1.287198576528195,2.3954337429885375,
40294.9,3.5,0.35,0.01,0.85,0.10,-0.12,-0.04,41.429898624061344,1.2921861730781734,2.4462012425906248,
40295.0,3.599999999998545,0.34,0.04,0.81,0.01,-0.04,0.01,42.55340761913198,1.2696010484941678,2.4377115043597346,
40295.1,3.6999999999970896,0.36,0.03,0.83,-0.07,-0.01,0.01,41.71888900725905,1.2995359722736284,2.427629733469815,
40295.2,3.7999999999956344,0.35,0.02,0.84,0.03,-0.11,-0.07,42.39769805071969,1.3434628909591555,2.4189199717663152,
40295.3,3.900000000001455,0.29,-0.04,0.82,0.04,0.20,-0.05,39.64766197394243,1.2783414179761952,2.4293792807749153,
40295.4,4.0,0.36,0.02,0.82,0.10,0.05,0.02,41.989090249730346,1.2951562359872089,2.4314857817954034,
40295.5,4.099999999998545,0.29,0.05,0.82,0.20,0.29,0.07,42.97558609257121,1.2503811822432045,2.4191508107108852,
40295.6,4.19999999999709,0.27,0.07,0.77,0.31,0.26,0.07,42.18543587542981,1.215527308668062,2.423923428185919,
40295.7,4.299999999995634,0.24,0.04,0.84,0.13,0.42,0.09,42.23742534767005,1.1814199675572463,2.421795962431831,
40295.8,4.400000000001455,0.16,0.03,0.86,0.10,0.44,-0.00,41.314979123799645,1.112300741347068,2.4322722608389347,
40295.9,4.5,0.23,0.18,0.76,0.62,-0.54,0.08,41.24223805760303,1.1017895327926617,2.4373201520081627,
40296.0,4.599999999998545,0.30,0.25,0.74,0.52,-0.28,-0.16,40.44381905804644,1.1142273288447941,2.4464758669801046,
