Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,
0.344444,0.033654,,,,,,,,0.086581,,,,,,,,0.065699,,,,,,,,-0.004657,,,,,,,,-0.005246,,,,,,,,-0.009305,,,,,,,,0.000000,,,,,,,,0.086233,,,,,,,,-0.068715,,,,,,,,
0.355556,0.035532,,,,,,,,0.085939,,,,,,,,0.063041,,,,,,,,-0.003787,,,,,,,,-0.003422,,,,,,,,-0.008753,,,,,,,,0.000000,,,,,,,,0.086201,,,,,,,,-0.068480,,,,,,,,
0.366667,0.035980,,,,,,,,0.084561,,,,,,,,0.062486,,,,,,,,-0.003135,,,,,,,,-0.002018,,,,,,,,-0.007375,,,,,,,,0.000000,,,,,,,,0.086316,,,,,,,,-0.069218,,,,,,,,
0.377778,0.031632,,,,,,,,0.082521,,,,,,,,0.062736,,,,,,,,-0.011339,,,,,,,,0.006404,,,,,,,,-0.016746,,,,,,,,0.000000,,,,,,,,0.086311,,,,,,,,-0.068756,,,,,,,,
0.400000,0.029319,,,,,,,,0.079080,,,,,,,,0.064086,,,,,,,,-0.020358,,,,,,,,0.007667,,,,,,,,-0.025932,,,,,,,,0.000000,,,,,,,,0.086406,,,,,,,,-0.069182,,,,,,,,
0.411111,0.029543,,,,,,,,0.075459,,,,,,,,0.062926,,,,,,,,-0.020086,,,,,,,,0.008510,,,,,,,,-0.026024,,,,,,,,0.000000,,,,,,,,0.067718,,,,,,,,-0.068145,,,,,,,,
0.422222,0.031660,,,,,,,,0.074687,,,,,,,,0.062037,,,,,,,,-0.020032,,,,,,,,0.012019,,,,,,,,-0.025197,,,,,,,,0.000000,,,,,,,,0.067779,,,,,,,,-0.068538,,,,,,,,
0.433333,0.033021,,,,,,,,0.073872,,,,,,,,0.059969,,,,,,,,-0.020521,,,,,,,,0.013703,,,,,,,,-0.024646,,,,,,,,0.000000,,,,,,,,0.067815,,,,,,,,-0.068935,,,,,,,,
0.444444,0.035714,,,,,,,,0.065319,,,,,,,,0.050621,,,,,,,,-0.020991,,,,,,,,0.015762,,,,,,,,-0.021500,,,,,,,,0.000000,,,,,,,,0.036050,,,,,,,,-0.056773,,,,,,,,
0.455556,0.038198,,,,,,,,0.052423,,,,,,,,0.044853,,,,,,,,-0.027855,,,,,,,,0.028161,,,,,,,,-0.024370,,,,,,,,0.000000,,,,,,,,0.013376,,,,,,,,-0.047199,,,,,,,,
0.466667,0.030896,,,,,,,,0.042513,,,,,,,,0.038435,,,,,,,,-0.033560,,,,,,,,0.038829,,,,,,,,-0.026575,,,,,,,,0.000000,,,,,,,,-0.004810,,,,,,,,-0.039244,,,,,,,,
0.477778,0.026409,,,,,,,,0.032261,,,,,,,,0.030539,,,,,,,,-0.039373,,,,,,,,0.040794,,,,,,,,-0.028780,,,,,,,,0.000000,,,,,,,,-0.012146,,,,,,,,-0.029824,,,,,,,,
0.488889,0.024108,,,,,,,,0.022853,,,,,,,,0.023082,,,,,,,,-0.044588,,,,,,,,0.049497,,,,,,,,-0.031536,,,,,,,,0.000000,,,,,,,,-0.030637,,,,,,,,-0.020063,,,,,,,,
0.511111,0.022750,,,,,,,,0.013859,,,,,,,,0.013957,,,,,,,,-0.042415,,,,,,,,0.044724,,,,,,,,-0.024738,,,,,,,,0.000000,,,,,,,,-0.048946,,,,,,,,-0.011176,,,,,,,,
0.522222,0.021630,,,,,,,,0.006369,,,,,,,,0.003354,,,,,,,,-0.039699,,,,,,,,0.053848,,,,,,,,-0.016838,,,,,,,,0.000000,,,,,,,,-0.056541,,,,,,,,-0.002362,,,,,,,,
0.533333,0.018345,,,,,,,,-0.000569,,,,,,,,-0.001372,,,,,,,,-0.039699,,,,,,,,0.052585,,,,,,,,-0.016746,,,,,,,,0.000000,,,,,,,,-0.056119,,,,,,,,0.005396,,,,,,,,
0.544444,0.019869,,,,,,,,-0.010348,,,,,,,,-0.004601,,,,,,,,-0.039590,,,,,,,,0.051322,,,,,,,,-0.017572,,,,,,,,0.000000,,,,,,,,-0.074681,,,,,,,,0.015243,,,,,,,,
0.555556,0.032352,,,,,,,,-0.021341,,,,,,,,-0.006456,,,,,,,,-0.049080,,,,,,,,0.068259,,,,,,,,-0.020658,,,,,,,,0.000000,,,,,,,,-0.074866,,,,,,,,0.024240,,,,,,,,
0.566667,0.028457,,,,,,,,-0.031822,,,,,,,,-0.012742,,,,,,,,-0.051162,,,,,,,,0.071254,,,,,,,,-0.024187,,,,,,,,0.000000,,,,,,,,-0.060621,,,,,,,,0.028327,,,,,,,,
0.577778,0.025253,,,,,,,,-0.032097,,,,,,,,-0.019186,,,,,,,,-0.045892,,,,,,,,0.063253,,,,,,,,-0.022349,,,,,,,,0.000000,,,,,,,,-0.049974,,,,,,,,0.028923,,,,,,,,
0.588889,0.031562,,,,,,,,-0.032616,,,,,,,,-0.020636,,,,,,,,-0.040459,,,,,,,,0.052445,,,,,,,,-0.020328,,,,,,,,0.000000,,,,,,,,-0.039199,,,,,,,,0.029617,,,,,,,,
0.600000,0.033525,,,,,,,,-0.032729,,,,,,,,-0.020847,,,,,,,,-0.035026,,,,,,,,0.049918,,,,,,,,-0.018032,,,,,,,,0.000000,,,,,,,,-0.039384,,,,,,,,0.028600,,,,,,,,
0.622222,0.034146,,,,,,,,-0.032925,,,,,,,,-0.022958,,,,,,,,-0.029702,,,,,,,,0.040373,,,,,,,,-0.016103,,,,,,,,0.000000,,,,,,,,-0.028441,,,,,,,,0.028451,,,,,,,,
0.633333,0.037755,,,,,,,,-0.033075,,,,,,,,-0.023947,,,,,,,,-0.023617,,,,,,,,0.037425,,,,,,,,-0.013898,,,,,,,,0.000000,,,,,,,,-0.017491,,,,,,,,0.028387,,,,,,,,
0.644444,0.041581,,,,,,,,-0.033389,,,,,,,,-0.024734,,,,,,,,-0.016718,,,,,,,,0.027880,,,,,,,,-0.012152,,,,,,,,0.000000,,,,,,,,-0.017388,,,,,,,,0.028754,,,,,,,,
0.655556,0.043521,,,,,,,,-0.033997,,,,,,,,-0.028403,,,,,,,,-0.016881,,,,,,,,0.028863,,,,,,,,-0.012520,,,,,,,,0.000000,,,,,,,,-0.006531,,,,,,,,0.028382,,,,,,,,
0.666667,0.038794,,,,,,,,-0.034546,,,,,,,,-0.035201,,,,,,,,-0.015713,,,,,,,,0.026570,,,,,,,,-0.012405,,,,,,,,0.000000,,,,,,,,0.004440,,,,,,,,0.027351,,,,,,,,
0.000000,,0.027648,,,,,,,,-0.035123,,,,,,,,-0.043940,,,,,,,,-0.002538,,,,,,,,0.001211,,,,,,,,-0.007192,,,,,,,,0.000000,,,,,,,,0.004534,,,,,,,,0.027208,,,,,,,
0.015152,,0.026750,,,,,,,,-0.034972,,,,,,,,-0.044161,,,,,,,,0.016908,,,,,,,,-0.016148,,,,,,,,0.019763,,,,,,,,0.000000,,,,,,,,0.004378,,,,,,,,0.026842,,,,,,,
0.030303,,0.011591,,,,,,,,-0.031174,,,,,,,,-0.037300,,,,,,,,0.032233,,,,,,,,-0.027144,,,,,,,,0.039292,,,,,,,,0.000000,,,,,,,,-0.007045,,,,,,,,0.023019,,,,,,,
0.045455,,-0.001847,,,,,,,,-0.029661,,,,,,,,-0.031457,,,,,,,,0.043588,,,,,,,,-0.045953,,,,,,,,0.048663,,,,,,,,0.000000,,,,,,,,-0.018071,,,,,,,,0.021399,,,,,,,
0.060606,,-0.015376,,,,,,,,-0.028004,,,,,,,,-0.026017,,,,,,,,0.057116,,,,,,,,-0.055498,,,,,,,,0.065841,,,,,,,,0.000000,,,,,,,,-0.029059,,,,,,,,0.020427,,,,,,,
0.075758,,-0.028182,,,,,,,,-0.022306,,,,,,,,-0.016534,,,,,,,,0.070861,,,,,,,,-0.065604,,,,,,,,0.082469,,,,,,,,0.000000,,,,,,,,-0.021345,,,,,,,,0.012312,,,,,,,
0.106061,,-0.042835,,,,,,,,-0.019589,,,,,,,,-0.009948,,,,,,,,0.084497,,,,,,,,-0.079922,,,,,,,,0.097811,,,,,,,,0.000000,,,,,,,,-0.032489,,,,,,,,0.010734,,,,,,,
0.121212,,-0.053021,,,,,,,,-0.013150,,,,,,,,-0.000420,,,,,,,,0.098134,,,,,,,,-0.095643,,,,,,,,0.112325,,,,,,,,0.000000,,,,,,,,-0.025036,,,,,,,,0.001695,,,,,,,
0.136364,,-0.067546,,,,,,,,-0.010117,,,,,,,,0.006335,,,,,,,,0.111716,,,,,,,,-0.111926,,,,,,,,0.126565,,,,,,,,0.000000,,,,,,,,-0.036286,,,,,,,,-0.001600,,,,,,,
0.151515,,-0.077528,,,,,,,,-0.003536,,,,,,,,0.015920,,,,,,,,0.125244,,,,,,,,-0.128489,,,,,,,,0.140253,,,,,,,,0.000000,,,,,,,,-0.028809,,,,,,,,-0.010760,,,,,,,
0.166667,,-0.097270,,,,,,,,-0.002067,,,,,,,,0.023237,,,,,,,,0.139071,,,,,,,,-0.146491,,,,,,,,0.152141,,,,,,,,0.000000,,,,,,,,-0.046580,,,,,,,,-0.013394,,,,,,,
0.181818,,-0.110104,,,,,,,,0.011755,,,,,,,,0.039196,,,,,,,,0.131329,,,,,,,,-0.141964,,,,,,,,0.136762,,,,,,,,0.000000,,,,,,,,-0.043617,,,,,,,,-0.024812,,,,,,,
0.196970,,-0.095958,,,,,,,,0.018881,,,,,,,,0.042092,,,,,,,,0.117475,,,,,,,,-0.133121,,,,,,,,0.119858,,,,,,,,0.000000,,,,,,,,-0.024750,,,,,,,,-0.029283,,,,,,,
0.212121,,-0.083387,,,,,,,,0.028316,,,,,,,,0.046098,,,,,,,,0.105903,,,,,,,,-0.116979,,,,,,,,0.110672,,,,,,,,0.000000,,,,,,,,-0.006246,,,,,,,,-0.036280,,,,,,,
0.227273,,-0.070877,,,,,,,,0.037641,,,,,,,,0.050725,,,,,,,,0.092266,,,,,,,,-0.105188,,,,,,,,0.092942,,,,,,,,0.000000,,,,,,,,0.012209,,,,,,,,-0.043809,,,,,,,
0.257576,,-0.059410,,,,,,,,0.042982,,,,,,,,0.051155,,,,,,,,0.079173,,,,,,,,-0.095082,,,,,,,,0.075855,,,,,,,,0.000000,,,,,,,,0.011973,,,,,,,,-0.044107,,,,,,,
0.272727,,-0.046050,,,,,,,,0.051231,,,,,,,,0.054364,,,,,,,,0.066134,,,,,,,,-0.080904,,,,,,,,0.059962,,,,,,,,0.000000,,,,,,,,0.030612,,,,,,,,-0.050423,,,,,,,
0.287879,,-0.037038,,,,,,,,0.055610,,,,,,,,0.054702,,,,,,,,0.052769,,,,,,,,-0.063218,,,,,,,,0.044988,,,,,,,,0.000000,,,,,,,,0.030637,,,,,,,,-0.049995,,,,,,,
0.303030,,-0.023936,,,,,,,,0.063450,,,,,,,,0.057778,,,,,,,,0.039404,,,,,,,,-0.044549,,,,,,,,0.030106,,,,,,,,0.000000,,,,,,,,0.049337,,,,,,,,-0.055308,,,,,,,
0.318182,,-0.013635,,,,,,,,0.069423,,,,,,,,0.058349,,,,,,,,0.024627,,,,,,,,-0.027600,,,,,,,,0.013616,,,,,,,,0.000000,,,,,,,,0.052365,,,,,,,,-0.055612,,,,,,,
0.333333,,0.014559,,,,,,,,0.082867,,,,,,,,0.062085,,,,,,,,-0.006884,,,,,,,,0.006264,,,,,,,,-0.015184,,,,,,,,0.000000,,,,,,,,0.067098,,,,,,,,-0.064767,,,,,,,
0.350877,,0.019467,,,,,,,,0.081066,,,,,,,,0.060754,,,,,,,,-0.016663,,,,,,,,0.018335,,,,,,,,-0.027494,,,,,,,,0.000000,,,,,,,,0.067315,,,,,,,,-0.065590,,,,,,,
0.368421,,0.020580,,,,,,,,0.076909,,,,,,,,0.057730,,,,,,,,-0.027583,,,,,,,,0.030688,,,,,,,,-0.042101,,,,,,,,0.000000,,,,,,,,0.048436,,,,,,,,-0.063746,,,,,,,
0.385965,,0.024521,,,,,,,,0.075412,,,,,,,,0.056374,,,,,,,,-0.034809,,,,,,,,0.039250,,,,,,,,-0.046969,,,,,,,,0.000000,,,,,,,,0.048564,,,,,,,,-0.064164,,,,,,,
0.421053,,0.026598,,,,,,,,0.069619,,,,,,,,0.052056,,,,,,,,-0.041763,,,,,,,,0.040794,,,,,,,,-0.050093,,,,,,,,0.000000,,,,,,,,0.030386,,,,,,,,-0.058031,,,,,,,
0.438596,,0.031766,,,,,,,,0.063770,,,,,,,,0.046833,,,,,,,,-0.049478,,,,,,,,0.045988,,,,,,,,-0.053676,,,,,,,,0.000000,,,,,,,,0.012209,,,,,,,,-0.051261,,,,,,,
0.456140,,0.031793,,,,,,,,0.061444,,,,,,,,0.046864,,,,,,,,-0.059203,,,,,,,,0.052164,,,,,,,,-0.061209,,,,,,,,0.000000,,,,,,,,0.012533,,,,,,,,-0.051238,,,,,,,
0.473684,,0.031460,,,,,,,,0.059099,,,,,,,,0.046560,,,,,,,,-0.068656,,,,,,,,0.056375,,,,,,,,-0.069017,,,,,,,,0.000000,,,,,,,,0.012804,,,,,,,,-0.050901,,,,,,,
0.491228,,0.028892,,,,,,,,0.055862,,,,,,,,0.047383,,,,,,,,-0.079957,,,,,,,,0.063499,,,,,,,,-0.079773,,,,,,,,0.000000,,,,,,,,0.019741,,,,,,,,-0.051449,,,,,,,
0.508772,,0.027860,,,,,,,,0.042114,,,,,,,,0.035823,,,,,,,,-0.088812,,,,,,,,0.069570,,,,,,,,-0.085277,,,,,,,,0.000000,,,,,,,,0.006336,,,,,,,,-0.041150,,,,,,,
0.526316,,0.022756,,,,,,,,0.033802,,,,,,,,0.027540,,,,,,,,-0.082347,,,,,,,,0.061709,,,,,,,,-0.080133,,,,,,,,0.000000,,,,,,,,0.018461,,,,,,,,-0.032630,,,,,,,
0.543860,,0.017519,,,,,,,,0.024725,,,,,,,,0.019239,,,,,,,,-0.074415,,,,,,,,0.045847,,,,,,,,-0.066077,,,,,,,,0.000000,,,,,,,,0.010799,,,,,,,,-0.023278,,,,,,,
0.561404,,0.016155,,,,,,,,0.018069,,,,,,,,0.012570,,,,,,,,-0.063658,,,,,,,,0.032793,,,,,,,,-0.051838,,,,,,,,0.000000,,,,,,,,0.022289,,,,,,,,-0.016309,,,,,,,
0.596491,,0.012754,,,,,,,,0.008586,,,,,,,,0.004662,,,,,,,,-0.056215,,,,,,,,0.026477,,,,,,,,-0.047245,,,,,,,,0.000000,,,,,,,,0.015016,,,,,,,,-0.006506,,,,,,,
0.614035,,0.012222,,,,,,,,0.003556,,,,,,,,-0.000202,,,,,,,,-0.050510,,,,,,,,0.017353,,,,,,,,-0.042192,,,,,,,,0.000000,,,,,,,,0.025880,,,,,,,,-0.003455,,,,,,,
0.631579,,0.009390,,,,,,,,-0.001560,,,,,,,,-0.003682,,,,,,,,-0.045240,,,,,,,,0.007948,,,,,,,,-0.036589,,,,,,,,0.000000,,,,,,,,0.037068,,,,,,,,-0.000756,,,,,,,
0.649123,,0.010187,,,,,,,,-0.010269,,,,,,,,-0.012042,,,,,,,,-0.038069,,,,,,,,0.000088,,,,,,,,-0.027035,,,,,,,,0.000000,,,,,,,,0.029464,,,,,,,,0.008141,,,,,,,
0.666667,,0.012552,,,,,,,,-0.020208,,,,,,,,-0.021366,,,,,,,,-0.030155,,,,,,,,-0.005340,,,,,,,,-0.013921,,,,,,,,0.000000,,,,,,,,0.020290,,,,,,,,0.017925,,,,,,,
0.000000,,,0.003139,,,,,,,,-0.033111,,,,,,,,-0.041814,,,,,,,,-0.001397,,,,,,,,-0.008475,,,,,,,,-0.005997,,,,,,,,0.000000,,,,,,,,0.003957,,,,,,,,0.029565,,,,,,
0.026667,,,0.000665,,,,,,,,-0.032906,,,,,,,,-0.040479,,,,,,,,-0.001397,,,,,,,,-0.009317,,,,,,,,-0.005814,,,,,,,,0.000000,,,,,,,,-0.006931,,,,,,,,0.030147,,,,,,
0.040000,,,-0.002801,,,,,,,,-0.032368,,,,,,,,-0.037838,,,,,,,,-0.001451,,,,,,,,-0.010440,,,,,,,,-0.005722,,,,,,,,0.000000,,,,,,,,-0.017712,,,,,,,,0.028112,,,,,,
0.053333,,,-0.010048,,,,,,,,-0.030252,,,,,,,,-0.031475,,,,,,,,-0.001560,,,,,,,,-0.011563,,,,,,,,-0.005446,,,,,,,,0.000000,,,,,,,,-0.028645,,,,,,,,0.025009,,,,,,
0.066667,,,-0.010177,,,,,,,,-0.030237,,,,,,,,-0.031562,,,,,,,,-0.001614,,,,,,,,-0.012265,,,,,,,,-0.005171,,,,,,,,0.000000,,,,,,,,-0.028662,,,,,,,,0.024975,,,,,,
0.080000,,,-0.009128,,,,,,,,-0.030501,,,,,,,,-0.032434,,,,,,,,-0.001868,,,,,,,,-0.012417,,,,,,,,-0.005163,,,,,,,,0.000000,,,,,,,,-0.025966,,,,,,,,0.025177,,,,,,
0.093333,,,-0.001539,,,,,,,,-0.020708,,,,,,,,-0.023176,,,,,,,,-0.000365,,,,,,,,-0.015353,,,,,,,,-0.003241,,,,,,,,0.000000,,,,,,,,-0.020919,,,,,,,,0.014448,,,,,,
0.106667,,,0.004853,,,,,,,,-0.011401,,,,,,,,-0.015059,,,,,,,,0.004960,,,,,,,,-0.022090,,,,,,,,0.003373,,,,,,,,0.000000,,,,,,,,-0.013024,,,,,,,,0.004805,,,,,,
0.120000,,,0.011966,,,,,,,,-0.001250,,,,,,,,-0.007040,,,,,,,,0.009741,,,,,,,,-0.020266,,,,,,,,0.008609,,,,,,,,0.000000,,,,,,,,-0.005489,,,,,,,,-0.004972,,,,,,
0.133333,,,0.019684,,,,,,,,0.008018,,,,,,,,0.001258,,,,,,,,0.011968,,,,,,,,-0.013247,,,,,,,,0.010722,,,,,,,,0.000000,,,,,,,,0.002410,,,,,,,,-0.014890,,,,,,
0.160000,,,0.025990,,,,,,,,0.017933,,,,,,,,0.009216,,,,,,,,0.015228,,,,,,,,-0.012686,,,,,,,,0.013846,,,,,,,,0.000000,,,,,,,,0.010103,,,,,,,,-0.024301,,,,,,
0.173333,,,0.035300,,,,,,,,0.027127,,,,,,,,0.016095,,,,,,,,0.017781,,,,,,,,-0.011423,,,,,,,,0.016234,,,,,,,,0.000000,,,,,,,,0.028947,,,,,,,,-0.034375,,,,,,
0.186667,,,0.045554,,,,,,,,0.036210,,,,,,,,0.021780,,,,,,,,0.020172,,,,,,,,-0.010019,,,,,,,,0.018531,,,,,,,,0.000000,,,,,,,,0.047545,,,,,,,,-0.042104,,,,,,
0.200000,,,0.059672,,,,,,,,0.043735,,,,,,,,0.023895,,,,,,,,0.022291,,,,,,,,-0.009036,,,,,,,,0.020552,,,,,,,,0.000000,,,,,,,,0.066221,,,,,,,,-0.049202,,,,,,
0.213333,,,0.065772,,,,,,,,0.055509,,,,,,,,0.034222,,,,,,,,0.023332,,,,,,,,-0.008814,,,,,,,,0.021700,,,,,,,,0.000000,,,,,,,,0.074994,,,,,,,,-0.060252,,,,,,
0.226667,,,0.076546,,,,,,,,0.073584,,,,,,,,0.051358,,,,,,,,0.026094,,,,,,,,-0.009598,,,,,,,,0.024961,,,,,,,,0.000000,,,,,,,,0.089082,,,,,,,,-0.077882,,,,,,
0.240000,,,0.073069,,,,,,,,0.074611,,,,,,,,0.054781,,,,,,,,0.021390,,,,,,,,-0.004825,,,,,,,,0.021195,,,,,,,,0.000000,,,,,,,,0.088846,,,,,,,,-0.077005,,,,,,
0.253333,,,0.071863,,,,,,,,0.075349,,,,,,,,0.056758,,,,,,,,0.011977,,,,,,,,0.005726,,,,,,,,0.012269,,,,,,,,0.000000,,,,,,,,0.088531,,,,,,,,-0.077083,,,,,,
0.266667,,,0.068338,,,,,,,,0.074736,,,,,,,,0.058693,,,,,,,,0.002266,,,,,,,,0.015762,,,,,,,,0.001153,,,,,,,,0.000000,,,,,,,,0.088850,,,,,,,,-0.076519,,,,,,
0.293333,,,0.066598,,,,,,,,0.075528,,,,,,,,0.060547,,,,,,,,-0.000722,,,,,,,,0.015762,,,,,,,,-0.001458,,,,,,,,0.000000,,,,,,,,0.088589,,,,,,,,-0.076432,,,,,,
0.306667,,,0.065263,,,,,,,,0.075917,,,,,,,,0.062944,,,,,,,,-0.003561,,,,,,,,0.016277,,,,,,,,-0.004321,,,,,,,,0.000000,,,,,,,,0.088530,,,,,,,,-0.076586,,,,,,
0.333333,,,0.062562,,,,,,,,0.074130,,,,,,,,0.064009,,,,,,,,-0.005852,,,,,,,,0.016148,,,,,,,,-0.006426,,,,,,,,0.000000,,,,,,,,0.071016,,,,,,,,-0.074118,,,,,,
0.349206,,,0.058848,,,,,,,,0.069172,,,,,,,,0.063337,,,,,,,,-0.007185,,,,,,,,0.013466,,,,,,,,-0.007178,,,,,,,,0.000000,,,,,,,,0.040615,,,,,,,,-0.067733,,,,,,
0.365079,,,0.052500,,,,,,,,0.062097,,,,,,,,0.061963,,,,,,,,-0.015276,,,,,,,,0.019523,,,,,,,,-0.011997,,,,,,,,0.000000,,,,,,,,0.025001,,,,,,,,-0.061625,,,,,,
0.380952,,,0.044399,,,,,,,,0.053159,,,,,,,,0.061591,,,,,,,,-0.022635,,,,,,,,0.024383,,,,,,,,-0.017879,,,,,,,,0.000000,,,,,,,,0.002914,,,,,,,,-0.055269,,,,,,
0.396825,,,0.038943,,,,,,,,0.045577,,,,,,,,0.059255,,,,,,,,-0.026320,,,,,,,,0.042397,,,,,,,,-0.016279,,,,,,,,0.000000,,,,,,,,-0.013945,,,,,,,,-0.050208,,,,,,
0.412698,,,0.031450,,,,,,,,0.033952,,,,,,,,0.055255,,,,,,,,-0.033668,,,,,,,,0.051462,,,,,,,,-0.020880,,,,,,,,0.000000,,,,,,,,-0.041562,,,,,,,,-0.042655,,,,,,
