time,x,y,z
20:01:57:177,0.09,0.00,-0.02
20:01:57:183,0.10,0.01,-0.02
20:01:57:191,0.11,0.02,-0.02
20:01:57:192,0.11,0.03,-0.02
20:01:57:197,0.11,0.04,-0.02
20:01:57:206,0.11,0.06,-0.01
20:01:57:211,0.10,0.08,-0.00
20:01:57:212,0.09,0.10,0.01
20:01:57:218,0.07,0.11,0.02
20:01:57:224,0.05,0.12,0.03
20:01:57:232,0.01,0.12,0.04
20:01:57:271,-0.00,0.11,0.04
20:01:57:273,-0.02,0.11,0.04
20:01:57:274,-0.03,0.10,0.04
20:01:57:275,-0.04,0.09,0.04
20:01:57:276,-0.04,0.08,0.04
20:01:57:277,-0.04,0.07,0.03
20:01:57:277,-0.04,0.06,0.02
20:01:57:278,-0.04,0.06,0.01
20:01:57:280,-0.03,0.05,0.01
20:01:57:286,-0.03,0.05,-0.01
20:01:57:287,-0.02,0.05,-0.01
20:01:57:293,-0.01,0.06,-0.01
20:01:57:299,-0.00,0.06,-0.02
20:01:57:310,0.00,0.06,-0.01
20:01:57:311,0.01,0.07,-0.01
20:01:57:313,0.02,0.08,-0.00
20:01:57:322,0.02,0.08,0.00
20:01:57:323,0.02,0.09,0.01
20:01:57:328,0.01,0.09,0.01
20:01:57:333,0.01,0.09,0.01
20:01:57:373,0.01,0.10,0.01
20:01:57:374,0.01,0.10,0.01
20:01:57:376,-0.00,0.10,0.00
20:01:57:377,-0.00,0.10,-0.01
20:01:57:377,-0.00,0.09,-0.02
20:01:57:379,0.01,0.08,-0.03
20:01:57:380,0.01,0.07,-0.04
20:01:57:381,0.02,0.06,-0.05
20:01:57:383,0.02,0.05,-0.05
20:01:57:389,0.03,0.04,-0.04
20:01:57:397,0.03,0.03,-0.04
20:01:57:399,0.02,0.02,-0.03
20:01:57:403,0.03,0.02,-0.02
20:01:57:411,0.02,0.01,-0.02
20:01:57:412,0.02,0.01,-0.01
20:01:57:417,0.02,0.01,-0.01
20:01:57:423,0.02,0.01,-0.01
20:01:57:448,0.01,0.01,-0.01
20:01:57:449,0.01,0.01,-0.01
20:01:57:451,0.02,0.01,-0.00
20:01:57:452,0.04,0.01,0.01
20:01:57:452,0.06,0.01,0.02
20:01:57:458,0.07,0.02,0.04
20:01:57:465,0.07,0.03,0.05
20:01:57:466,0.07,0.03,0.05
20:01:57:472,0.08,0.04,0.05
20:01:57:478,0.08,0.05,0.04
20:01:57:486,0.07,0.06,0.03
20:01:57:486,0.07,0.06,0.01
20:01:57:492,0.07,0.07,-0.00
20:01:57:498,0.08,0.07,-0.01
20:01:57:506,0.09,0.07,-0.01
20:01:57:507,0.11,0.07,-0.01
20:01:57:520,0.12,0.07,0.00
20:01:57:521,0.13,0.08,0.01
20:01:57:522,0.13,0.10,0.02
20:01:57:526,0.11,0.11,0.03
20:01:57:548,0.07,0.12,0.05
20:01:57:549,0.02,0.12,0.07
20:01:57:550,-0.04,0.10,0.09
20:01:57:551,-0.10,0.09,0.11
20:01:57:553,-0.14,0.06,0.12
20:01:57:563,-0.18,0.04,0.12
20:01:57:564,-0.20,0.01,0.11
20:01:57:576,-0.20,-0.02,0.08
20:01:57:576,-0.20,-0.04,0.05
20:01:57:577,-0.20,-0.07,0.02
20:01:57:582,-0.18,-0.09,-0.00
20:01:57:588,-0.16,-0.10,-0.03
20:01:57:598,-0.14,-0.12,-0.06
20:01:57:599,-0.10,-0.14,-0.09
20:01:57:603,-0.07,-0.15,-0.11
20:01:57:611,-0.03,-0.16,-0.13
20:01:57:611,0.01,-0.16,-0.14
20:01:57:617,0.05,-0.16,-0.15
20:01:57:624,0.10,-0.14,-0.12
20:01:57:654,0.15,-0.10,-0.07
20:01:57:655,0.20,-0.05,-0.01
20:01:57:656,0.24,0.01,0.05
20:01:57:657,0.26,0.08,0.09
20:01:57:658,0.26,0.16,0.10
20:01:57:659,0.26,0.23,0.10
20:01:57:660,0.24,0.29,0.10
20:01:57:666,0.19,0.33,0.09
20:01:57:667,0.14,0.36,0.09
20:01:57:672,0.10,0.38,0.09
20:01:57:682,-0.02,0.26,0.05
20:01:57:687,-0.14,0.15,0.02
20:01:57:695,-0.16,0.12,-0.00
20:01:57:696,-0.10,0.10,-0.03
20:01:57:701,-0.07,0.06,-0.06
20:01:57:708,-0.08,0.04,-0.07
20:01:57:717,-0.12,0.03,-0.07
20:01:57:718,-0.18,-0.01,-0.07
20:01:57:722,-0.24,-0.04,-0.07
20:01:57:730,-0.28,-0.11,-0.05
20:01:57:736,-0.26,-0.14,-0.03
20:01:57:743,-0.22,-0.15,-0.01
20:01:57:772,-0.17,-0.14,0.01
20:01:57:773,-0.13,-0.10,0.03
20:01:57:773,-0.10,-0.05,0.03
20:01:57:774,-0.08,0.01,0.01
20:01:57:775,-0.05,0.07,-0.02
20:01:57:775,-0.03,0.13,-0.04
20:01:57:781,-0.00,0.17,-0.05
20:01:57:781,0.03,0.19,-0.05
20:01:57:786,0.06,0.19,-0.04
20:01:57:792,0.08,0.17,-0.03
20:01:57:801,0.08,0.12,-0.04
20:01:57:802,0.02,0.01,-0.10
20:01:57:807,-0.00,-0.06,-0.17
20:01:57:815,0.10,-0.15,-0.16
20:01:57:821,0.13,-0.19,-0.11
20:01:57:829,0.12,-0.22,-0.07
20:01:57:832,0.08,-0.25,-0.04
20:01:57:868,0.05,-0.27,-0.05
20:01:57:870,0.03,-0.27,-0.07
20:01:57:871,-0.00,-0.25,-0.09
20:01:57:872,-0.02,-0.22,-0.10
20:01:57:872,-0.04,-0.19,-0.08
20:01:57:873,-0.04,-0.15,-0.04
20:01:57:874,-0.05,-0.11,0.01
20:01:57:874,-0.06,-0.05,0.05
20:01:57:879,-0.08,0.01,0.08
20:01:57:880,-0.11,0.09,0.10
20:01:57:886,-0.13,0.18,0.13
20:01:57:893,-0.12,0.23,0.14
20:01:57:900,-0.07,0.27,0.14
20:01:57:900,-0.03,0.30,0.13
20:01:57:907,-0.01,0.31,0.13
20:01:57:965,-0.02,0.31,0.12
20:01:57:966,-0.04,0.31,0.13
20:01:57:967,-0.05,0.30,0.13
20:01:57:968,-0.05,0.28,0.13
20:01:57:968,-0.03,0.24,0.13
20:01:57:969,-0.03,0.19,0.12
20:01:57:970,-0.02,0.14,0.11
20:01:57:971,-0.02,0.08,0.10
20:01:57:971,-0.03,0.04,0.09
20:01:57:972,-0.03,0.00,0.09
20:01:57:973,-0.03,-0.03,0.08
20:01:57:973,-0.03,-0.05,0.08
20:01:57:974,-0.04,-0.06,0.08
20:01:58:5,-0.04,-0.06,0.07
20:01:58:6,-0.04,-0.05,0.06
20:01:58:7,-0.05,-0.02,0.05
20:01:58:7,-0.05,-0.00,0.04
20:01:58:9,-0.05,0.02,0.04
20:01:58:10,-0.05,0.05,0.03
20:01:58:11,-0.05,0.07,0.02
20:01:58:23,-0.05,0.10,0.01
20:01:58:24,-0.05,0.12,0.01
20:01:58:29,-0.06,0.13,0.01
20:01:58:30,-0.06,0.14,-0.00
20:01:58:36,-0.06,0.15,-0.01
20:01:58:44,-0.07,0.15,-0.02
20:01:58:45,-0.07,0.15,-0.02
20:01:58:50,-0.07,0.14,-0.03
20:01:58:81,-0.08,0.13,-0.03
20:01:58:82,-0.08,0.12,-0.03
20:01:58:83,-0.08,0.11,-0.04
20:01:58:84,-0.08,0.09,-0.04
20:01:58:84,-0.08,0.08,-0.04
20:01:58:85,-0.08,0.06,-0.04
20:01:58:90,-0.09,0.05,-0.04
20:01:58:91,-0.09,0.04,-0.04
20:01:58:95,-0.09,0.03,-0.04
20:01:58:102,-0.09,0.03,-0.03
20:01:58:109,-0.09,0.02,-0.02
20:01:58:110,-0.08,0.02,-0.02
20:01:58:116,-0.09,0.02,-0.01
20:01:58:124,-0.08,0.02,0.00
20:01:58:130,-0.08,0.02,0.01
20:01:58:138,-0.08,0.02,0.01
20:01:58:139,-0.09,0.02,0.02
20:01:58:145,-0.09,0.02,0.02
20:01:58:153,-0.09,0.02,0.02
20:01:58:154,-0.09,0.01,0.02
20:01:58:182,-0.08,0.01,0.03
20:01:58:183,-0.08,0.01,0.03
20:01:58:184,-0.08,0.00,0.03
20:01:58:185,-0.08,-0.00,0.04
20:01:58:185,-0.07,-0.03,0.04
20:01:58:192,-0.07,-0.03,0.04
20:01:58:198,-0.07,-0.04,0.05
20:01:58:199,-0.07,-0.05,0.05
20:01:58:205,-0.07,-0.05,0.06
20:01:58:213,-0.07,-0.06,0.06
20:01:58:214,-0.07,-0.06,0.06
20:01:58:220,-0.07,-0.07,0.07
20:01:58:252,-0.07,-0.07,0.07
20:01:58:254,-0.07,-0.08,0.07
20:01:58:254,-0.07,-0.09,0.07
20:01:58:257,-0.07,-0.10,0.07
20:01:58:258,-0.07,-0.11,0.07
20:01:58:258,-0.08,-0.13,0.07
20:01:58:259,-0.08,-0.14,0.07
20:01:58:264,-0.07,-0.15,0.06
20:01:58:265,-0.08,-0.16,0.06
20:01:58:271,-0.08,-0.18,0.05
20:01:58:279,-0.08,-0.18,0.05
20:01:58:280,-0.07,-0.19,0.05
20:01:58:285,-0.08,-0.19,0.05
20:01:58:294,-0.08,-0.20,0.05
20:01:58:295,-0.08,-0.19,0.05
20:01:58:300,-0.08,-0.19,0.05
20:01:58:308,-0.08,-0.19,0.05
20:01:58:309,-0.08,-0.19,0.05
20:01:58:315,-0.08,-0.19,0.05
20:01:58:323,-0.08,-0.19,0.04
20:01:58:355,-0.08,-0.19,0.04
20:01:58:356,-0.08,-0.19,0.03
20:01:58:357,-0.08,-0.19,0.03
20:01:58:359,-0.07,-0.19,0.02
20:01:58:360,-0.07,-0.18,0.02
20:01:58:361,-0.07,-0.18,0.02
20:01:58:362,-0.07,-0.17,0.01
20:01:58:368,-0.07,-0.16,0.01
20:01:58:369,-0.07,-0.15,0.01
20:01:58:375,-0.07,-0.14,0.00
20:01:58:383,-0.07,-0.13,0.01
20:01:58:384,-0.06,-0.12,0.00
20:01:58:390,-0.06,-0.11,0.01
20:01:58:398,-0.06,-0.10,0.00
20:01:58:399,-0.06,-0.10,0.00
20:01:58:404,-0.06,-0.10,0.00
20:01:58:414,-0.05,-0.09,0.00
20:01:58:420,-0.05,-0.09,0.00
20:01:58:430,-0.04,-0.09,-0.00
20:01:58:435,-0.04,-0.09,0.00
20:01:58:479,-0.04,-0.09,0.01
