Clock Time (s),Elapsed Time (s),ax,ay,az,gx,gy,gz,mr,mtheta,mphi,
72117.1,0.0,-0.13,-0.91,0.35,0.09,0.00,-0.02,43.29970554172396,1.2265901302334454,1.400457619274305,
72117.2,0.09999999999126885,-0.16,-0.93,0.29,0.11,0.06,-0.01,43.871396148287786,1.239016091883276,1.3950640582482707,
72117.3,0.19999999999708962,-0.16,-0.94,0.30,0.00,0.06,-0.01,43.07584473925032,1.2415943454831242,1.3986212016804385,
72117.4,0.29999999998835847,-0.16,-0.93,0.29,0.03,0.02,-0.02,42.82695879933572,1.2469461953994116,1.3957138568978993,
72117.5,0.39999999999417923,-0.15,-0.93,0.30,0.09,0.07,-0.01,42.24867453542182,1.2512499187110002,1.3961770050558397,
72117.6,0.5,-0.15,-0.92,0.30,-0.07,-0.15,-0.11,43.704984841548686,1.2319830862676477,1.3685275028352337,
72117.7,0.5999999999912689,-0.13,-0.93,0.01,-0.07,0.06,-0.06,43.1644124250522,1.238966066344249,1.4189312236873282,
72117.8,0.6999999999970896,-0.16,-0.93,0.29,0.08,0.12,-0.04,42.73685645903311,1.2212124804719022,1.3903482600587012,
72117.9,0.7999999999883585,-0.16,-0.95,0.30,-0.07,0.27,0.14,43.4828816892349,1.2188102212608798,1.3911404403065621,
72118.1,1.0,-0.13,-0.92,0.30,-0.05,0.05,0.03,44.27654006355962,1.2196982784250678,1.3628715083301233,
72118.2,1.0999999999912689,-0.14,-0.91,0.29,-0.05,0.10,0.01,43.54618123326086,1.214909075692418,1.36426146106401,
72118.3,1.1999999999970896,-0.15,-0.92,0.28,-0.06,0.14,-0.00,43.14359396248764,1.2173733473030695,1.3658583263487878,
72118.4,1.2999999999883585,-0.16,-0.92,0.27,-0.07,0.15,-0.02,43.896161563398685,1.2265901302334454,1.3341776647919439,
72118.5,1.3999999999941792,-0.17,-0.93,0.27,-0.04,-0.06,0.07,43.60630344342432,1.2240491252009085,1.3596276857194498,
72118.6,1.5,-0.19,-0.93,0.27,-0.04,-0.05,0.06,42.4543955321472,1.1728378305952079,1.3356802659587923,
72118.7,1.5999999999912689,-0.23,-0.93,0.32,-0.05,-0.02,0.05,44.68365025375613,1.263506080407786,1.3647932915002694,
72118.8,1.6999999999970896,-0.19,-0.93,0.28,-0.08,0.13,-0.03,42.297003439960136,1.2079959201226205,1.3805113922675933,
72118.9,1.7999999999883585,-0.13,-0.92,0.30,-0.05,0.02,0.04,44.558542390881684,1.2510035684611434,1.364206533676593,
72119.1,2.0,-0.40,-1.10,0.91,2.66,-0.79,1.58,43.40461841785964,1.0423901594130136,1.5866939222666814,
72119.2,2.099999999991269,-0.51,-1.17,0.81,2.62,-0.85,1.57,44.91595818859929,0.681017010447118,2.063861788909289,
72119.3,2.1999999999970896,-0.51,-1.17,0.82,2.82,-0.53,1.69,44.090249488974315,1.0186502436450773,1.6266199650691333,
